	TCGA.3G.AB0O.01A	TCGA.3G.AB0Q.01A	TCGA.3G.AB0T.01A	TCGA.3G.AB14.01A	TCGA.3G.AB19.01A	TCGA.3Q.A9WF.01A	TCGA.3S.A8YW.01A	TCGA.3S.AAYX.01A	TCGA.3T.AA9L.01A	TCGA.4V.A9QI.01A	TCGA.4V.A9QJ.01A	TCGA.4V.A9QL.01A	TCGA.4V.A9QM.01A	TCGA.4V.A9QN.01A	TCGA.4V.A9QR.01A	TCGA.4V.A9QS.01A	TCGA.4V.A9QT.01A	TCGA.4V.A9QU.01A	TCGA.4V.A9QW.01A	TCGA.4V.A9QX.01A	TCGA.4X.A9F9.01A	TCGA.4X.A9FA.01A	TCGA.4X.A9FB.01A	TCGA.4X.A9FC.01A	TCGA.4X.A9FD.01A	TCGA.5G.A9ZZ.01A	TCGA.5K.AAAP.01A	TCGA.5U.AB0D.01A	TCGA.5U.AB0E.01A	TCGA.5U.AB0F.01A	TCGA.5V.A9RR.01A	TCGA.X7.A8D6.01A	TCGA.X7.A8D6.11A	TCGA.X7.A8D7.01A	TCGA.X7.A8D7.11A	TCGA.X7.A8D8.01A	TCGA.X7.A8D9.01A	TCGA.X7.A8DB.01A	TCGA.X7.A8DD.01A	TCGA.X7.A8DE.01A	TCGA.X7.A8DF.01A	TCGA.X7.A8DG.01A	TCGA.X7.A8DJ.01A	TCGA.X7.A8M0.01A	TCGA.X7.A8M1.01A	TCGA.X7.A8M3.01A	TCGA.X7.A8M4.01A	TCGA.X7.A8M5.01A	TCGA.X7.A8M6.01A	TCGA.X7.A8M7.01A	TCGA.X7.A8M8.01A	TCGA.XH.A853.01A	TCGA.XM.A8R8.01A	TCGA.XM.A8R9.01A	TCGA.XM.A8RB.01A	TCGA.XM.A8RC.01A	TCGA.XM.A8RD.01A	TCGA.XM.A8RE.01A	TCGA.XM.A8RF.01A	TCGA.XM.A8RG.01A	TCGA.XM.A8RH.01A	TCGA.XM.A8RI.01A	TCGA.XM.A8RL.01A	TCGA.XM.AAZ1.01A	TCGA.XM.AAZ2.01A	TCGA.XM.AAZ3.01A	TCGA.XU.A92O.01A	TCGA.XU.A92Q.01A	TCGA.XU.A92T.01A	TCGA.XU.A92U.01A	TCGA.XU.A92V.01A	TCGA.XU.A92W.01A	TCGA.XU.A92X.01A	TCGA.XU.A92Y.01A	TCGA.XU.A92Z.01A	TCGA.XU.A930.01A	TCGA.XU.A931.01A	TCGA.XU.A932.01A	TCGA.XU.A933.01A	TCGA.XU.A936.01A	TCGA.XU.AAXV.01A	TCGA.XU.AAXW.01A	TCGA.XU.AAXX.01A	TCGA.XU.AAXY.01A	TCGA.XU.AAXZ.01A	TCGA.XU.AAY0.01A	TCGA.XU.AAY1.01A	TCGA.YT.A95D.01A	TCGA.YT.A95E.01A	TCGA.YT.A95F.01A	TCGA.YT.A95G.01A	TCGA.YT.A95H.01A	TCGA.ZB.A961.01A	TCGA.ZB.A962.01A	TCGA.ZB.A963.01A	TCGA.ZB.A964.01A	TCGA.ZB.A965.01A	TCGA.ZB.A966.01A	TCGA.ZB.A969.01A	TCGA.ZB.A96A.01A	TCGA.ZB.A96B.01A	TCGA.ZB.A96C.01A	TCGA.ZB.A96D.01A	TCGA.ZB.A96E.01A	TCGA.ZB.A96F.01A	TCGA.ZB.A96G.01A	TCGA.ZB.A96H.01A	TCGA.ZB.A96I.01A	TCGA.ZB.A96K.01A	TCGA.ZB.A96L.01A	TCGA.ZB.A96M.01A	TCGA.ZB.A96O.01A	TCGA.ZB.A96P.01A	TCGA.ZB.A96Q.01A	TCGA.ZB.A96R.01A	TCGA.ZB.A96V.01A	TCGA.ZC.AAA7.01A	TCGA.ZC.AAAA.01A	TCGA.ZC.AAAF.01A	TCGA.ZC.AAAH.01A	TCGA.ZL.A9V6.01A	TCGA.ZT.A8OM.01A
hsa-mir-25	123760.558	30032.237	60768.038	33244.749	27656.581	78434.345	82107.604	158469.142	115303.974	104777.225	74113.594	50413.257	65823.939	22971.691	39128.396	68823.032	177200.349	85029.795	90650.085	69838.441	103810.324	23634.581	100047.917	98943.175	61162.626	41776.498	47993.267	75121.576	55457.501	74964.093	47188.915	146776.51	61989.9	135043.501	132697.637	36472.44	60382.368	150046.473	135970.362	86294.865	84028.023	96096.241	75053.568	28192.828	47351.958	32892.312	113134.192	36274.1	87502.804	78057.898	91112.238	89047.813	74483.21	50592.87	127030.919	44593.889	65174.094	131074.797	33180.994	43521.929	107851.335	82045.588	167613.563	64844.985	22381.827	41062.278	52811.229	35101.24	43781.976	95104.545	33881.771	102731.808	62338.781	51825.279	57482.514	51190.667	28532.539	85329.907	98860.308	49607.175	55061.446	74250.545	56118.814	84073.465	81544.894	81017.298	106170.165	27714.833	87611.646	64691.564	73251.496	120275.615	26263.138	41630.284	70829.142	46112.321	31623.671	110409.211	41362.442	107977.414	118181.592	33060.091	70666.128	66567.45	45300.058	83887.379	26589.429	46920.321	39565.528	54772.9	50034.398	120113.24	161960.765	77191.353	104019.928	57822.205	74442.976	48828.807	91717.762	119571.932	44310.664	107326.707
hsa-mir-26a-2	9644.119	18785.168	6244.458	8219.85	13776.817	11485.908	15188.172	10456.325	10719.602	12434.277	11541.874	18882.421	20119.226	11190.078	16323.183	6439.508	8773.657	15038.605	9936.952	13016.278	10894.756	21266.157	10783.035	11008.143	6379.153	20444.937	11349.759	12312.475	12484.519	17501.572	18064.2	11290.236	15914.37	13392.353	14026.065	17522.437	14534.94	7888.683	10519.9	15087.36	11144.766	8632.739	9513.92	15082.419	14144.525	4454.138	13719.966	19092.998	7225.582	8234.528	11890.547	11753.747	33415.565	12740.036	6990.491	9148.433	8558.863	10159.774	14530.979	21369.821	17908.949	15983.678	11050.115	6579.09	18241.556	28842.841	20511.176	27754.986	28592.232	14293.473	26306.161	10390.475	7607.218	3194.113	15583.428	8017.535	15757.116	11764.954	10602.187	13189.39	10608.378	14525.048	8920.19	8676.236	12170.728	12200.759	13415.65	18980.864	10298.37	19448.692	10287.246	10238.177	10881.224	18305.591	9463.699	23797.794	17153.662	9800.624	10708.737	12658.599	10084.775	23443.144	16685.28	15045.619	9266.291	11121.249	25448.97	10031.424	19348.929	16360.63	17220.042	7779.994	8646.596	14365.662	10646.768	9985.743	10351.326	9925.507	12660.499	7846.521	21378.183	10023.292
hsa-mir-26b	4221.602	10792.642	4882.031	5928.485	8685.035	6146.253	10364.652	4268.905	4949.074	6550.435	4460.237	12060.58	15075.653	3591.123	7860.311	3479.386	5228.783	6620.611	5480.501	5986.922	5666.726	9605.515	4357.309	5564.378	5590.065	5974.558	7342.599	10962.551	15319.625	14113.45	9874.759	5836.934	6043.758	6770.268	5414.62	10046.775	8329.802	4779.107	6156.894	6365.851	6085.566	3991.371	4550.135	6679.752	6851.499	2860.283	5922.505	9583.645	3345.269	4653.961	4827.549	4761.077	24249.26	6771.187	4067.195	7013.68	4535.333	6039.256	8118.162	9843.084	9278.013	7007.959	5992.876	6113.458	7179.974	10731.399	10078.317	11858.226	11561.346	5966.008	8033.895	5962.108	5318.953	2667.059	10141.53	6950.637	11704.703	7364.387	8335.917	6738.208	5043.171	7096.174	4711.72	3847.619	8349.992	6759.106	7017.21	7750.843	4283.091	7650.433	6224.446	5532.44	7302.223	11712.823	7789.331	12611.704	10338.61	8104.452	7315.995	7065.068	5509.38	10523.615	6731.923	8000.738	6681.125	6127.836	12030.995	10232.353	7586.149	8672.453	7552.325	4073.164	3928.276	6574.085	3388.939	6661.917	12295.671	4719.021	6175.045	4099.485	8898.705	6426.978
hsa-mir-27a	1415.05	4953.546	2365.325	1002.92	3725.738	4213.962	35065.804	1664.612	2305.098	3015.098	5043.592	7133.455	8741.521	8717.364	5193.831	2349.316	857.24	3930.075	2170.407	3035.224	3033.595	6983.265	3405.78	2638.307	3321.091	19193.865	4454.38	16034.527	6633.705	5813.668	5535.871	2804.523	8095.129	2127.185	2964.423	6882.96	5260.749	973.792	2229.253	4111.113	3191.507	2504.652	3706.374	6490.336	5403.749	4568.925	4515.91	6094.614	1755.769	1469.427	3693.414	3206.228	10682.81	4959.457	1809.83	3784.821	2400.603	3362.002	5112.328	7511.936	4347.182	7851.517	2074.523	3492.242	3824.869	5287.898	5715.048	5556.293	6245.77	5117.189	4970.581	1237.419	3901.773	1974.36	15369.573	4748.069	5138.738	4423.387	16578.398	6765.806	3158.253	3898.185	2039.489	2211.236	6656.85	4099.19	4386.989	5375.602	1944.639	5063.59	1939.998	3315.85	1483.653	10594.035	3393.544	8197.28	6077.34	11685.776	5001.801	2260.292	2648.913	7128.016	4583.686	3285.68	2062.057	2334.53	9550.436	4390.408	7182.895	6503.573	5708.538	1416.422	1451.791	6031.237	1391.857	13253.696	29004.313	2012.471	1740.987	1682.858	6089.444	3957.395
hsa-mir-27b	2381.964	3818.207	2784.65	5322.639	2288.975	3580.944	40951.286	3593.805	2069.199	4327.7	5173.051	5389.798	5661.707	2381.708	4482.169	5661.401	1417.695	4225.108	2423.918	3521.913	3651.975	5776.674	2631.211	2644.955	5646.824	7639.07	2827.64	45247.543	4392.37	5445.222	4792.142	2443.794	11078.383	3005.548	3659.522	6347.063	3250.634	2905.59	2358.457	4623.674	3542.564	2634.652	3042.684	4501.892	3283.793	3610.166	3981.827	3616.132	4211.429	2174.69	2805.799	2457.866	6684.025	4137.4	1778.503	3618.032	3248.07	2916.194	2778.99	4702.816	5149.166	7625.375	1842.972	8272.298	3002.155	4117.604	3568.021	5162.29	4516.251	3530.886	4743.22	5776.906	4906.284	5086.487	28495.738	3486.006	11356.599	5994.202	18732.912	3284.238	4803.746	5015.105	1879.096	3613.652	2716.336	3173.02	3687.51	4047.773	2000.158	5212.092	5729.735	2666.835	1690.867	9237.714	2989.355	5233.366	4888.272	9263.115	6327.478	3916.073	1752.064	5167.812	3207.903	4783.064	5186.634	2141.54	8078.589	8562.566	4365.301	3965.718	4149.982	1742.536	1650.99	5651.52	1676.573	12407.285	33808.467	4228.872	3094.271	1881.337	5022.351	5193.504
hsa-mir-28	21858.581	24070.067	19260.179	13215.005	24853.773	18974.276	12832.928	33305.286	24590.901	24316.301	15023.511	23049.069	26981.525	6862.529	15268.202	13439.317	33954.611	20705.647	27284.644	16250.124	21508.517	14887.413	22858.95	22418.965	25382.33	17739.657	22501.744	9485.724	16597.467	22964.82	22574.987	29978.275	37332.987	33591.484	28338.161	17963.413	23786.222	27488.364	28461.591	19321.966	23763.798	29483.832	24757.182	17890.804	28113.692	13799.924	23325.15	24054.438	15826.079	17771.08	17850.772	24852.677	21235.634	23451.428	22395.529	11988.831	18409.422	23643.866	18838.537	27550.381	17216.133	20944.158	24887.414	14242.485	22639.655	27664.702	25908.408	22984.581	29217.066	23187.655	26272.663	25548.167	24989.836	11225.408	22364.519	11931.974	13160.739	18094.809	14724.343	11374.779	13704.394	20573.898	17188.018	21906.158	17112.105	23742.388	21523.33	22013.369	21609.402	19976.131	13394.899	30419.387	14183.388	21697.582	24246.785	27636.994	25934.88	16800.627	24599.339	26048.15	28790.334	25302.499	22123.218	20129.67	13505.253	21287.278	17161.849	13233.581	19449.483	69352.024	25995.069	30147.07	34242.005	24167.343	22211.949	16798.634	12341.965	15483.505	27119.65	21226.385	31680.891	19543.178
hsa-mir-296	72.85	101.227	71.149	129.97	103.841	115.967	452.123	73.561	33.529	112.051	165.39	86.32	105.478	118.547	36.034	82.072	113.365	87.604	95.622	107.203	80.284	93.805	36.746	80.726	218.73	103.957	122.941	69.727	13.63	123.296	118.576	72.146	44.142	94.494	31.548	115.102	108.609	84.994	106.734	79.673	102.031	59.091	95.695	67.464	148.22	0.941	107.27	66.236	46.186	68.976	75.123	121.44	94.639	108.457	65.34	64.862	47.635	93.812	137.219	199.293	115.876	13.829	133.785	133.503	81.771	152.988	122.889	149.34	138.567	85.384	73.411	113.864	22.873	35.137	161.949	81.783	133.24	141.678	375.574	56.577	76.21	107.788	38.749	44.433	51.769	101.653	123.754	63.177	170.258	136.554	62.839	79.809	84.543	118.767	86.873	100.894	105.387	175.039	120.846	72.252	86.647	74.413	40.591	60.449	21.487	60.816	202.874	88.917	71.528	83.812	35.046	44.569	79.342	84.791	40.674	64.194	17.36	13.416	74.842	49.319	96.439	138.37
hsa-mir-29a	24911.645	40942.127	41552.516	68284.52	56089.282	27409.586	34745.112	14483.19	19100.577	30259.6	25951.911	44116.24	45377.42	69971.216	63558.12	52316.269	16500.283	29169.96	30313.429	20672.41	39317.27	63921.705	32839.373	27291.951	65444.466	128041.944	52014.681	44686.935	86618.11	60084.188	53550.606	17177.558	43216.117	33888.925	40941.429	40277.539	42647.704	35469.327	17516.626	33660.402	37727.397	28077.477	22844.314	52183.889	47617.083	59060.136	30216.861	68568.664	31741.687	36401.65	22633.831	31469.608	162066.518	76585.65	37245.623	48913.289	61479.58	21622.495	35893.229	126221.862	29020.244	81811.312	40961.322	73327.306	49584.792	78873.886	59626.629	45809.231	51785.491	38009.338	82000.328	32972.678	74161.324	110191.044	59291.981	73970.988	99086.053	67475.665	40547.365	80222.345	66184.875	59950.408	46806.226	54449.158	59611.191	31617.254	25308.588	53364.77	21925.489	49874.611	70308.365	34811.91	217400.697	49082.927	28624.283	41604.866	50218.692	54508.323	42216.821	40653.948	27495.135	66821.235	35206.987	53415.914	76597.687	53982.857	83597.837	201331.735	59599.677	49714.566	48632.575	33086.444	13199.479	31105.478	41119.56	41238.739	39087.134	76981.935	49033.514	39363.72	68778.658	42214.846
hsa-mir-29b-1	2493.078	4114.604	5588.222	7531.11	12826.136	3564.694	6726.641	3721.944	2804.436	3740.002	4746.631	4663.85	4651.131	25121.096	8425.837	7693.476	4943.461	2170.956	3598.073	1736.293	5250.013	6139.019	4915.269	3025.791	8394.789	21473.756	7144.825	5401.089	9894.758	8421.636	3511.665	1484.141	2259.819	8640.817	3599.582	3910.484	3282.029	6302.933	2085.067	2497.74	3578.015	3819.615	2160.851	6964.31	4031.153	12742.372	2054.747	8119.29	4091.347	4569.485	1803.676	2847.097	16274.495	12359.203	3924.879	5892.489	12743.024	2629.145	7680.545	22239.763	1694.84	4584.661	4111.312	14170.849	5423.571	7029.609	6297.006	1618.379	3121.602	3610.41	6934.865	4953.79	5537.201	16554.507	2827.877	9808.4	12628.979	10050.558	6584.458	27989.16	7321.839	4245.313	6166.536	6133.835	9135.659	2333.981	2091.263	6682.373	2344.374	4886.923	9953.63	2674.364	56982.207	3731.666	3437.438	3152.598	4367.722	6172.829	4468.268	3654.761	2719.806	7952.438	3344.436	6031.093	8078.552	7656.349	6310.918	19367.681	5944.107	6435.093	4694.162	5396.1	3783.097	1908.724	4483.064	5927.251	5177.978	11406.686	3659.877	7190.94	5563.412	3459.261
hsa-mir-29b-2	2930.912	4629.475	6059.773	8747.918	15335.326	4032.994	7975.236	4382.805	3273.837	4277.391	5319.418	5055.741	5197.137	27241.763	8884.264	8833.016	6149.712	2536.475	4184.038	2180.232	5979.261	6829.989	5610.543	3652.603	9870.522	23526.614	7998.284	6187.615	10362.449	9642.34	3871.602	1973.129	3416.09	10005.608	4055.97	4666.122	3720.707	7301.009	2599.078	3056.777	4014.675	4308.097	2622.862	7362.172	4581.235	14219.557	2474.761	8949.927	4843.108	5319.699	2119.483	3296.529	16952.932	13224.397	4318.709	7511.908	14333.825	2961.898	8789.422	24703.222	2077.841	4844.968	4444.916	15678.455	6222.922	8188.134	7041.403	1983.785	3678.435	4061.607	7559.93	5680.876	6097.592	18786.538	2917.156	9999.847	13867.75	11186.833	7658.051	32596.753	8089.651	4639.969	7103.877	6921.827	9626.955	2722.037	2435.622	7457.124	2836.641	5269.274	12109.564	3071.905	61958.66	4744.75	4079.386	3794.649	5074.563	6809.474	5606.634	4182.203	3194.675	8769.026	3869.657	7099.034	8992.882	8901.053	7102.207	20543.23	6697.746	7711.686	5369.764	6185.296	5069.451	2473.692	5248.544	6766.529	5684.896	12576.602	4133.465	8090.71	6182.126	4074.68
hsa-mir-29c	15000.41	32825.07	14653.662	34253.809	27913.497	12845.75	31635.453	25319.184	18256.373	17161.018	30727.604	24313.652	24195.655	109600.496	49239.801	23510.518	20103.749	28471.146	19639.295	25268.325	25195.855	60594.998	22963.386	23665.94	34276.875	114514.35	18416.187	35279.306	34940.466	32364.173	40505.877	16568.328	21049.541	45669.514	26537.845	38707.964	23195.661	28337.093	17836.829	37215.133	24032.711	12896.715	19752.239	27714.529	29944.516	41025.3	26427.666	45503.292	17647.929	19507.112	24022.508	22989.556	104882.869	31808.803	12720.725	30512.358	34876.87	17675.97	44063.93	58312.603	30567.494	26541.577	14060.274	30410.994	41046.422	72717.748	61944.571	38098.63	39923.917	30065.265	45991.058	47274.329	28648.582	42913.888	12384.938	22490.362	44511.721	44712.148	35470.7	75876.94	33135.305	19194.723	33534.342	26998.596	34111.536	28954.112	21651.568	33585.878	20518.272	35404.163	54395.354	25039.036	214612.424	39353.516	18247.957	49895.177	36830.234	23399.435	31296.604	29617.412	22427.991	48425.47	31972.638	37090.782	28690.234	40743.584	78417.679	55922.852	54552.266	36034.883	35769.869	14995.811	18714.596	26241.963	28171.471	21186.417	22355.345	27024.355	28783.342	17211.102	46558.824	26990.144
hsa-mir-301a	153.058	47.336	163.491	134.064	159.342	148.467	507.324	181.529	188	184.084	384.148	65.603	93.069	87.413	72.067	168.09	202.528	114.791	113.413	137.457	165.347	44.757	129.578	136.759	95.521	123.076	137.195	695.88	76.671	227.846	78.583	140.856	55.177	205.095	138.809	68.015	128.125	218.557	173.209	78.345	102.031	135.514	102.898	57.949	80.373	175.004	105.004	49.23	168.4	117.802	99.191	123.516	122.005	138.037	201.391	256.598	153.984	133.903	161.943	416.778	156.128	49.621	175.807	183.974	60.911	56.226	62.151	22.242	50.038	102.126	69.848	212.638	56.23	138.874	135.996	114.311	142.843	178.761	188.703	623.729	106.693	140.039	92.214	94.42	119.779	119.402	135.412	109.729	113.258	81.932	172.52	134.019	358.066	129.456	241.416	57.654	38.323	343.882	83.383	168.589	100.15	39.165	81.182	95.712	111.883	156.5	58.195	136.262	58.052	177.844	85.667	182.624	217.769	93.086	78.907	237.756	202.536	84.077	150.91	238.174	72.642	151.549
hsa-mir-3065	405.456	511.959	1413.897	2627.036	6699.526	250.4	328.578	103.223	359.236	1510.407	265.786	536.045	221.815	6844.568	1273.184	6299.828	68.783	154.061	611.539	245.975	1672.587	810.525	2110.964	188.993	3416.613	504.253	906.912	108.775	2151.886	6729.377	366.953	229.034	144.687	547.635	114.623	698.835	179.035	193.058	318.331	435.544	287.936	3381.557	116.274	3098.132	343.41	2639.175	191.877	1680.069	1111.3	748.664	149.516	194.097	41.048	1811.73	1521.618	939.434	1446.787	156.354	1066.227	12027.036	146.37	792.31	286.437	1517.375	835.23	906.161	2637.171	388.707	354.115	128.913	367.056	755.895	3905.585	2200.24	266.8	1808.523	7128.933	2007.259	54.962	218.029	3690.451	1054.114	2370.085	1417.69	743.034	158.127	221.502	97.537	159.154	139.968	5033.941	87.338	7777.987	541.578	1528.055	777.012	872.906	57.314	532.325	183.039	235.184	214.428	233.09	896.667	3317.964	590.322	319.264	2259.871	200.072	134.916	162.573	1943.64	145.179	194.467	1879.128	51.117	86.801	2898.853	292.005	1799.539	341.921	544.257
hsa-mir-3074	119.944	72.825	114.293	46.052	75.195	69.432	10.514	107.968	82.624	54.882	87.186	51.792	73.68	40.713	51.047	83.65	94.258	73.506	71.161	46.038	58.302	35.56	108.304	61.731	99.674	33.458	46.326	23.707	67.3	49.751	47.009	82.452	62.534	65.501	76.766	48.582	59.396	78.923	68.348	79.673	53.61	82.727	70.999	33.732	55.321	42.34	77.053	54.6	75.318	206.929	65.641	93.416	51.31	49.299	108.303	67.001	87.516	60.136	93.952	66.982	78.064	53.688	153.51	50.471	40.051	78.455	49.438	51.898	47.472	61.108	34.211	67.221	122.943	41.83	16.61	159.849	31.209	56.101	20.153	74.516	41.915	75.536	264.869	107.611	61.919	49.213	67.258	53.202	62.181	87.053	47.986	100.891	36.47	180.526	62.183	55.033	77.71	97.588	141.994	92.724	135.034	46.998	67.651	54.153	79.281	77.845	39.605	40.417	22.806	115.496	55.489	130.446	102.976	49.769	78.094	46.362	10.416	126.115	80.976	76.986	32.564	72.48
hsa-mir-30a	29398.155	128541.675	17189.29	33434.076	49305.609	29730.404	13915.919	8223.396	24624.429	28545.671	71620.067	86055.499	98424.515	27377.073	148816.424	200398.124	13980.786	43609.438	28109.666	29824.121	41184.833	159426.896	23404.339	62140.781	42491.696	38245.535	35879.136	102877.289	110266.71	20529.179	40286.968	73992.905	250665.742	12346.478	52154.499	84266.001	73050.591	58018.31	39209.94	50199.133	35260.486	35222.709	53832.98	55768.97	100375.921	90191.116	67747.712	42329.33	97359.553	12212.677	47104.888	58360.819	42342.422	61036.816	15370.13	48414.348	27083.496	39090.795	79420.028	51520.933	41297.007	83657.866	10995.229	221616.515	100013.157	94916.719	95148.635	67926.37	143062.519	104670.08	41120.259	34002.946	181104.594	158947.699	51061.656	34149.106	52438.893	28401.148	43764.479	662237.634	24598.558	21787.572	7799.893	32147.268	15210.872	39075.828	51343.559	317234.808	37166.514	140234.898	58965.432	79908.678	39703.87	88426.942	30665.347	110665.902	195874.72	16261.57	110297.631	33267.356	29975.256	147119.119	87925.215	37170.122	88921.87	23761.279	173136.408	415138.373	76933.374	266269.333	202555.74	20087.538	10726.37	128972.065	25793.682	232620.251	40964.354	43325.37	37190.139	33532.058	88429.703	90033.037
hsa-mir-30b	1905.865	4747.452	2651.435	3590.044	3892.242	2311.954	6663.554	1802.242	4199.469	4987.432	2313.87	4180.46	5216.526	3137.293	3556.308	3303.405	2518.223	3144.665	3615.863	3473.244	2451.535	5091.223	2114.832	2691.491	2461.401	4737.824	4890.909	3593.753	5558.614	3013.907	8467.988	1755.546	2919.494	2000.477	3589.066	3317.035	4678.673	2809.668	2778.841	2781.906	2748.794	2557.44	2315.198	3049.697	2760.849	3802.106	2129.533	3439.801	1597.316	2114.239	2107.813	2370.678	2636.211	3215.513	2280.637	2740.61	2485.903	2778.282	3524.422	7220.853	3123.775	2474.546	3148.232	4801.222	3839.054	6706.634	4542.658	5029.896	8390.989	2878.785	5345.477	2721.772	2965.881	2220.319	4992.386	3562.213	5784.531	3828.15	5291.017	3680.279	3676.479	3927.891	1469.04	2536.152	3889.761	3057.652	4104.507	5618.336	3217.13	5070.418	3834.295	3358.014	6438.555	12880.304	4608.855	10498.179	8417.153	3214.208	4778.237	5081.743	3890.099	8269.674	3761.414	4917.816	5721.598	3215.959	9986.09	8040.613	4753.005	7588.013	4458.578	2325.193	1846.813	4222.05	2335.488	2171.899	7552.857	3967.698	3364.191	2390.164	9012.678	6570.619
hsa-mir-30c-2	3387.878	4153.929	2690.037	7124.825	4910.061	2652.469	2426.217	3310.24	4141.991	4484.344	2153.764	4019.905	3875.555	2609.222	3294.064	5857.901	4474.718	2659.321	3049.911	3111.516	3167.402	4347.527	2699.868	3755.172	4067.264	2821.186	4267.296	2818.384	5174.409	2352.001	3650.588	3480.173	5273.727	2576.031	3059.066	3994.195	3831.013	4565.407	3682.339	2833.694	2316.458	3565.919	2806.02	3224.41	2948.733	3934.771	2587.319	2900.066	3622.384	2476.171	3212.045	2948.816	1712.625	3800.936	2618.078	4191.814	4486.59	2925.816	4157.359	4346.404	2701.742	3837.905	3451.821	5478.505	4877.877	4648.486	4418.357	4069.248	6094.373	3062.947	4036.191	4373.493	5659.191	4295.07	5107.619	2932.111	6928.473	3462.07	4930.099	9009.576	4644.976	2958.649	2075.295	2409.101	3143.682	2788.192	3709.929	6691.24	3688.67	4428.614	5032.798	2852.053	4633.306	5782.776	3874.548	6299.956	7344.118	3129.012	4366.757	3482.56	2732.184	5773.889	3766.95	4936.706	7304.262	2591.579	5127.621	10736.984	3809.661	6349.237	5456.404	3651.39	4525.873	3166.768	2573.023	4224.92	4403.711	5810.227	2780.181	3558.18	4758.083	3917.86
hsa-mir-30d	74503.141	92880.077	69421.722	94437.193	177680.662	65675.016	203736.525	73754.284	81915.384	78982.53	70178.059	73721.286	70807.793	103172.638	56836.868	115181.178	70472.027	51222.889	58558.745	89882.102	61600.912	106587.062	74919.414	73822.272	85548.213	191987.637	152323.744	76090.788	67426.623	62811.125	77991.231	70170.326	107664.474	84433.462	57620.648	86254.877	73978.859	65279.25	58117.859	76812.482	61025.136	76099.204	68310.683	87039.171	101979.197	195918.083	60074.14	93977.361	88175.695	53328.739	61092.308	69664.095	34021.027	71829.551	86340.174	84715.131	107002.409	48055.868	108997.483	292768.697	51135.494	76376.584	75513.835	63264.114	111426.02	152397.109	126653.44	142657.768	217289.416	70828.66	138139.24	87834.77	79774.769	64257.055	102953.818	89579.485	177600.35	87702.295	182706.806	154482.005	92303.815	53812.442	63833.851	62537.351	82171.194	66468.843	60071.803	140338.693	70217.973	74575.508	70115.28	59897.627	192606.292	174484.477	55781.779	184725.76	155551.798	57188.12	109111.531	76743.96	65727.708	98205.067	87189.66	95734.315	131457.452	47496.611	146681.959	134108.375	88425.591	196079.194	86476.948	54468.656	69856.458	70395.152	72435.927	47182.634	66007.062	104805.912	29191.903	57362.722	157384.957	73495.792
hsa-mir-30e	137942.697	131571.917	136767.256	209495.647	186138.321	116601.535	120577.472	187370.266	151210.808	162873.599	91355.863	120553.141	136675.164	94312.778	131514.331	162865.893	238520.413	131628.829	137848.661	106363.732	158192.349	107732.955	175298.046	157428.505	197579.327	161719.332	120523.038	95409.478	245712.024	126400.963	103691.986	183159.724	70075.219	175510.485	139313.169	114184.344	156804.261	202390.808	170960.545	109656.238	119456.255	169315.764	147573.796	138813.955	127254.798	170974.347	137084.076	175112.979	131100.016	127449.564	117470.845	149456.508	156259.329	139553.746	151644.429	156058.652	179885.683	137716.216	133922.478	139843.242	121280.76	109556.809	163587.153	171800.38	136230.097	183373.939	178669.422	154585.898	162860.892	147254.167	148302.06	189079.48	237046.526	160722.95	116157.844	118786.288	193124.596	187519.459	146787.249	145806.372	142465.618	141156.239	103516.581	110840.176	146779.59	147979.884	141953.004	189363.079	140949.68	158833.541	130106.694	155951.875	340170.879	114074.721	120793.156	164410.762	181569.711	122926.809	158695.706	126132.003	146843.644	141852.416	105849.13	131239.557	156430.352	121169.307	112919.195	262162.329	100679.74	155202.66	126388.037	158528.388	185430.82	135121.273	120726.274	84417.566	84884.575	193949.432	118236.225	123287.692	184247.647	96056.763
hsa-mir-31	5.887	447.873	18.166	5.117	462.808	14.034	128.802	1.186	3.592	19.437	493.527	245.148	584.009	33.528	68.063	15.783	2.548	219.512	128.979	17.758	10.513	202.938	6.769	95.921	1.384	94.398	220.937	80.884	4.259	452.807	282.056	156.888	20.845	6.443	12.619	451.44	276.614	3.643	61.794	96.935	261.996	33.091	133.767	194.606	176.402	19.759	225.871	204.079	8.527	3.875	118.884	85.112	74.115	207.055	1.79	9.979	6.647	68.154	309.669	479.626	149.419	17.083	4.288	3.256	272.013	69.302	274.029	368.584	482.418	615.268	507.464	5.487	13.343	28.444	60.212	9.294	9.603	4.754	245.497	80.036	8.891	33.1	2.943	15.968	15.226	199.272	302.211	591.87	107.336	1527.697	23.993	246.957	8.289	572.458	48.466	866.113	1029.39	48.019	255.589	246.862	245.311	504.248	344.407	706.503	23.71	101.36	573.867	30.024	40.429	11.243	536.392	10.87	0	249.765	4.881	204.47	1470.99	41.144	192.625	13.232	263.016	201.626
