	TCGA.FA.8693.01A	TCGA.FA.A4BB.01A	TCGA.FA.A4XK.01A	TCGA.FA.A6HN.01A	TCGA.FA.A6HO.01A	TCGA.FA.A7DS.01A	TCGA.FA.A7Q1.01A	TCGA.FA.A82F.01A	TCGA.FA.A86F.01A	TCGA.FF.8041.01A	TCGA.FF.8042.01A	TCGA.FF.8043.01A	TCGA.FF.8046.01A	TCGA.FF.8047.01A	TCGA.FF.8061.01A	TCGA.FF.8062.01A	TCGA.FF.A7CQ.01A	TCGA.FF.A7CR.01A	TCGA.FF.A7CW.01A	TCGA.FF.A7CX.01A	TCGA.FM.8000.01A	TCGA.G8.6324.01A	TCGA.G8.6325.01A	TCGA.G8.6326.01A	TCGA.G8.6906.01A	TCGA.G8.6907.01A	TCGA.G8.6909.01A	TCGA.G8.6914.01A	TCGA.GR.7353.01A	TCGA.GR.A4D4.01A	TCGA.GR.A4D5.01A	TCGA.GR.A4D6.01A	TCGA.GR.A4D9.01B	TCGA.GS.A9TQ.01A	TCGA.GS.A9TT.01A	TCGA.GS.A9TU.01A	TCGA.GS.A9TV.01A	TCGA.GS.A9TW.01A	TCGA.GS.A9TX.01A	TCGA.GS.A9TY.01A	TCGA.GS.A9TZ.01A	TCGA.GS.A9U3.01A	TCGA.GS.A9U4.01A	TCGA.RQ.A68N.01A	TCGA.RQ.A6JB.01A	TCGA.RQ.AAAT.01A	TCGA.VB.A8QN.01A
ENSG00000005844.19	4033.611561	9999.119596	7990.997018	11227.30827	11208.43177	3834.550716	8124.472794	5840.278674	13338.56151	2726.31825	2226.381174	7589.760731	3658.955508	3618.262855	5695.439332	6965.189476	11100.7879	9905.467705	6818.844306	11549.58568	8645.653275	9711.012858	8668.396628	28161.08974	5487.538512	3020.139449	9588.348998	4981.925697	3844.436931	4058.997909	6908.385634	6682.398516	6927.276448	1951.625821	2133.745013	9558.184056	15597.11379	4440.904882	10908.79854	15759.93823	11913.5876	9847.3058	13316.01465	4314.924921	9837.178958	3942.064773	7623.926036
ENSG00000006016.11	6.510325323	10.04824435	5.073648901	8.767598396	9.278503124	16.8964291	364.1106215	179.2811605	11.964445	1.289649125	23.67231445	16.68865246	179.7585115	11.39251529	34.15311992	94.96108947	10.08245949	7.389934128	15.98680916	28.70957872	29.19668368	16.94766642	8.581357148	2.676655236	101.215815	180.1653046	11.57780116	347.1989033	118.8650994	80.10800929	19.80290722	83.95246953	63.6686615	16.66114399	28.03061375	16.17153211	13.64974952	15.40109201	3.7393048	18.09176583	3.861778801	5.792532823	18.75014863	40.98176898	9.288243752	312.667657	63.43738756
ENSG00000006071.15	5.580278848	6.698829564	0	12.75287039	3.976501339	20.65119112	10.58934693	4.871770665	18.54488975	28.37228075	2.367231445	87.01940213	25.12753386	3.417754586	3.252678088	18.57934359	43.21054066	0	4.702002693	0	5.152355944	20.57930922	6.12954082	19.62880507	9.57446899	4.741192227	27.01486938	8.65293217	9.056388529	0.576316614	1.131594698	2.180583624	0.630382787	0.757324727	10.9387761	0	53.84067867	1.540109201	243.054812	156.7953038	24.71538433	2.172199809	15.3410307	10.92847173	2.786473126	320.8419748	19.75918629
ENSG00000006283.18	8.370418273	96.01655709	83.71520686	11.15876159	5.964752008	4.693452528	14.66217268	7.794833065	39.48266851	36.1101755	13.01977295	3.576139814	30.92619552	5.696257643	1.626339044	157.9244205	11.52281084	4.433960477	16.9272097	28.70957872	85.87259907	14.52657122	23.29225512	1.784436824	19.14893798	16.5941728	11.57780116	6.489699127	11.32048566	135.4344042	64.50089781	18.53496081	8.82535902	3.029298907	12.30612311	8.894342662	57.63227576	17.71125582	47.36452747	38.19372786	10.04062488	28.23859751	9.375074317	11.83917771	8.359419377	20.43579457	10.39957173
ENSG00000006453.14	212.0505962	58.05652289	130.6464592	291.7219103	33.13751116	65.7083354	15.47673783	47.74335252	276.9769018	1329.628248	21.305083	29.80116511	67.6510527	96.83637994	253.7088909	69.15644559	2313.204277	13.30188143	326.3189869	26.85734783	6308.201128	128.3180457	2297.351899	103.4973358	34.19453211	538.1253178	592.3974929	524.5840128	1968.632456	32.85004697	298.175203	710.8702615	54.84330248	29.53566434	14.35714363	1555.701389	116.7811904	180.9628312	54.2199196	2946.947634	58.69903777	373.6183671	491.7652619	30.05329725	111.458925	47.00232752	509.5790148
ENSG00000006747.15	123.6961811	17.8635455	36.78395453	11.15876159	16.56875558	12.20297657	307.0910611	65.28172692	15.5537785	3.868947375	17.75423584	4.768186418	23.19464664	0	14.6370514	13.41841482	40.32983795	31.03772334	5.642403232	3.70446177	24.04432774	15.73711882	11.03317348	31.22764442	43.7690011	18.96476891	3.859267055	87.61093822	4.528194264	26.51056422	11.31594698	6.541750872	15.75956968	33.32228797	14.35714363	13.7458023	60.66555343	26.18185642	48.6109624	18.09176583	47.88605713	63.71786106	22.15926657	540.9593506	102.1706813	353.5392461	91.51623123
ENSG00000007038.11	14.8807436	812.7913205	6.342061126	453.5239534	1557.463024	37.54762023	4.072825744	24.35885333	23.92889	41.268772	47.34462889	17.88069907	0	12.53176682	37.40579801	47.48054474	25.20614872	2582.781978	31.97361831	0	10.30471189	449.1131601	76.00630617	127.5872329	9.57446899	16.5941728	23.15560233	18.38748086	11.32048566	8.06843259	17.53971783	451.3808102	1.891148361	2.27197418	7.520408567	44.47171331	178.2050632	25.41180182	10.59469693	6.030588609	80.32499906	88.33612556	289.7750244	20.0355315	11.1458925	3445.474965	33.27862954
ENSG00000007062.12	24.18120834	6.698829564	0	7.173489596	7.953002677	28.16071517	1.629130298	0	1.79466675	1.289649125	8.285310056	1.192046605	42.52351884	4.557006115	50.41651036	50.577102	0.720175678	0	3.761602155	3.70446177	161.4404863	9.684380811	8.581357148	13.38327618	13.67781284	9.482384454	9.648167637	5.408082606	36.22555412	2.305266454	1.131594698	1.090291812	0	0.757324727	5.469388049	1.617153211	37.9159709	2.310163802	1.8696524	2.010196203	0.77235576	0.724066603	24.71610502	5.464235864	0.928824375	32.69727132	166.3931477
ENSG00000007171.18	16.74083655	23.44590348	20.92880172	7.173489596	26.51000892	16.8964291	9.774781786	9.743541331	17.9466675	5.158596499	2.367231445	23.84093209	79.24837602	4.557006115	19.51606853	7.225300286	20.88509465	14.77986826	49.84122855	12.03950075	18.8919718	24.21095203	46.58451023	13.38327618	16.41337541	11.85298057	38.59267055	18.38748086	7.924339963	34.57899682	156.7258657	10.90291812	21.43301476	5.301273087	26.66326674	15.36295551	37.15765148	86.24611528	4.362522267	34.17333545	21.62596129	15.20539866	32.38662037	33.69612116	28.79355563	47.00232752	67.59721625
ENSG00000007174.18	0.930046475	10.04824435	0	0	3.976501339	4.693452528	1.629130298	0.974354133	7.776889251	2.57929825	0	1.192046605	3.86577444	4.557006115	4.879017132	1.032185755	0.720175678	2.955973651	0	2.778346328	10.30471189	12.10547601	4.903632656	19.62880507	8.206687705	7.111788341	7.71853411	7.571315648	2.264097132	2.881583068	2.828986746	0	1.260765574	0	1.367347012	0	116.0228709	1.540109201	3.116087334	2.010196203	0.77235576	1.448133206	3.409117934	2.732117932	1.85764875	18.39221512	4.159828692
ENSG00000007264.15	1319.735948	241.1578643	226.4115822	804.2278892	473.8664095	401.7595364	69.23803765	156.8710154	208.181343	542.9422816	1855.909453	133.5092197	456.1613839	149.2419503	156.1285482	1316.036838	293.8316765	221.6980238	407.1934332	38.89684859	197.5069779	177.9504974	989.3078884	1530.154577	295.4407574	78.22967175	461.1824131	515.9310806	579.6088659	149.2660029	402.8477126	1216.765662	240.1758419	78.76177157	41.70408387	220.7414133	687.7957121	410.4391022	522.8794546	106.5403988	145.2028829	402.5810312	213.9221503	385.2286284	119.8183444	30.65369186	83.19657384
ENSG00000007350.17	4.650232374	16.74707391	4.439442788	22.31752319	11.26675379	4.693452528	61.90695131	1.948708266	3.589333501	25.7929825	8.285310056	182.3831305	7.73154888	5.696257643	0	9.289671796	59.05440557	0	11.28480646	0.926115443	0	12.10547601	4.903632656	4.46109206	5.471125137	9.482384454	289.4450291	2.163233042	18.11277706	12.10264889	17.53971783	18.53496081	4.41267951	0	37.60204284	18.59726193	21.2329437	13.09092821	3.116087334	54.27529748	32.43894193	19.54979828	26.42066399	2.732117932	0.928824375	12874.55058	3.119871519
ENSG00000007402.12	15.81079007	37.9600342	16.48935893	54.99675357	49.70626673	26.28333416	36.6554317	43.84593599	67.59911426	27.08263162	15.38700439	33.37730493	44.45640606	20.50652752	34.15311992	29.9333869	50.41229744	34.7326904	86.51684956	45.37965668	42.93629954	147.6868074	18.38862246	66.02416249	17.7811567	49.78251839	17.36670175	27.04041303	43.01784551	38.0368965	41.86900384	91.58451221	41.60526395	15.14649453	9.571429086	44.47171331	116.7811904	52.36371285	122.1506235	42.21412026	114.3086525	48.5124624	49.43221004	34.60682714	38.08179938	57.22022481	43.67820127
ENSG00000007908.16	380.3890082	395.2309443	345.6423314	39.85271998	78.86727655	1059.781581	38.284562	736.6117246	91.52800427	30.951579	163.3389697	15.49660586	226.1478048	36.45604892	331.773165	123.8622906	285.1895683	171.4464718	31.03321778	80.5720435	10.30471189	4.842190406	349.3838267	83.86853073	39.66565724	4.741192227	65.60753993	120.0594339	27.16916559	434.5427266	519.4019666	42.52138067	155.0741656	29.53566434	46.48979842	121.2864908	59.90723402	294.1608575	63.5681816	201.0196203	286.543987	233.1494461	2333.541226	236.7835541	331.5903019	40.87158915	662.4527192
ENSG00000008118.10	83.70418273	46.89180695	62.15219903	7.970543996	45.72976539	3.754762023	8.145651488	45.79464426	32.30400151	39.97912287	43.79378173	106.0921478	17.39598498	2.278503057	9.758034264	103.2185755	0	11.08490119	11.28480646	10.18726987	32.63158765	7.263285608	152.0126123	22.3054603	71.12462678	9.482384454	19.29633527	34.61172868	2.264097132	48.98691215	92.22496792	3.270875436	20.80263198	22.7197418	36.91836933	16.98010872	51.56572042	137.8397735	4.985739734	32.16313925	54.83725897	66.61412747	208.8084734	91.07059774	12.07471688	28.6101124	66.55725907
ENSG00000008226.20	6.510325323	30.14473304	9.513091689	49.41737277	25.18450848	15.01904809	25.25151961	16.56402026	31.70577926	12.89649125	8.285310056	20.26479228	27.06042108	12.53176682	11.38437331	21.67590086	15.84386491	17.73584191	15.04640862	23.15288606	32.63158765	46.00080885	12.25908164	31.22764442	24.62006312	0	3.859267055	29.20364607	6.792291397	98.55014092	41.30320649	29.43787893	12.60765574	10.60254617	10.9387761	14.5543789	84.93177481	20.79147422	54.2199196	4.020392406	12.35769216	37.65146335	30.6820614	18.21411955	4.644121876	16.34863566	16.63931477
ENSG00000008277.14	31.62158014	289.1661429	176.9435054	191.2930559	157.0718029	28.16071517	52.13216953	186.1016394	429.5235756	274.6952636	178.7259741	1506.746908	106.3087971	72.91209783	82.94329124	197.1474792	175.0026897	161.100564	54.54323124	188.9275503	128.8088986	73.84340368	122.5908164	72.26969138	53.34347009	104.306229	571.1715241	51.91759302	163.0149935	259.3424761	113.1594698	67.59809235	242.6973731	730.8183612	116.9081695	242.5729817	260.8618798	144.7702649	138.9774951	70.35686711	156.0158636	156.3983862	244.6042117	65.57083037	99.38420814	386.2365174	168.473062
