	TCGA.FA.8693.01A	TCGA.FA.A4BB.01A	TCGA.FA.A4XK.01A	TCGA.FA.A6HN.01A	TCGA.FA.A6HO.01A	TCGA.FA.A7DS.01A	TCGA.FA.A7Q1.01A	TCGA.FA.A82F.01A	TCGA.FA.A86F.01A	TCGA.FF.8041.01A	TCGA.FF.8042.01A	TCGA.FF.8043.01A	TCGA.FF.8046.01A	TCGA.FF.8047.01A	TCGA.FF.8061.01A	TCGA.FF.8062.01A	TCGA.FF.A7CQ.01A	TCGA.FF.A7CR.01A	TCGA.FF.A7CW.01A	TCGA.FF.A7CX.01A	TCGA.FM.8000.01A	TCGA.G8.6324.01A	TCGA.G8.6325.01A	TCGA.G8.6326.01A	TCGA.G8.6906.01A	TCGA.G8.6907.01A	TCGA.G8.6909.01A	TCGA.G8.6914.01A	TCGA.GR.7353.01A	TCGA.GR.A4D4.01A	TCGA.GR.A4D5.01A	TCGA.GR.A4D6.01A	TCGA.GR.A4D9.01B	TCGA.GS.A9TQ.01A	TCGA.GS.A9TT.01A	TCGA.GS.A9TU.01A	TCGA.GS.A9TV.01A	TCGA.GS.A9TW.01A	TCGA.GS.A9TX.01A	TCGA.GS.A9TY.01A	TCGA.GS.A9TZ.01A	TCGA.GS.A9U3.01A	TCGA.GS.A9U4.01A	TCGA.RQ.A68N.01A	TCGA.RQ.A6JB.01A	TCGA.RQ.AAAT.01A	TCGA.VB.A8QN.01A
hsa-let-7a-1	25113.082	47478.125	38997.085	35605.431	94720.165	29489.161	23895.21	50056.45	27740.194	25334.983	25063.017	19583.137	42514.412	42689.877	24305.171	31890.638	46803.982	39312.36	37325.315	27095.407	31890.638	35505.263	21261.23	16859.614	26741.086	37280.437	14240.139	36603.705	18073.003	27564.447	68026.386	81869.614	55150.799	25438.014	54929.182	38990.597	35391.712	32347.961	47900.109	29369.792	23348.711	24907.036	11273.621	36527.019	28984.851	34300.972	18581.584
hsa-let-7a-2	25194.295	47191.145	38882.864	35537.545	94737.302	28882.289	24002.18	50133.597	27488.741	25310.095	25015.797	19512.396	41469.007	42860.843	24471.719	31947.728	46776.749	39259.685	37293.24	26991.804	31571.7	35690.425	21628.417	16623.062	26678.308	37475.126	14034.83	36472.815	18052.39	27424.312	68221.518	81338.796	54554.192	25140.994	54677.915	38743.419	35229.09	32034.612	48016.647	29500.304	23559.306	24814.888	10953.757	36087.049	29292.227	34438.273	18490.26
hsa-let-7a-3	25602.647	47471.639	38856.212	35454.573	95194.862	29230.524	24154.868	49916.049	27681.136	25533.374	25321.149	19719.822	42026.048	43230.778	24496.211	32071.983	46883.737	39513.18	37181.531	27187.988	31619.067	35675.391	21437.701	16944.983	26717.544	37369.295	14159.94	36767.753	18245.722	27281.163	68629.766	81348.218	55322.703	25376.344	55342.303	39267.538	35162.461	31683.13	48198.833	29942.72	23138.116	25058.352	11005.278	36069.702	29504.463	34886.385	18599.684
hsa-let-7b	43483.207	31945.548	23561.969	26095.69	27381.654	22898.553	9882.989	43668.591	22527.872	23446.361	16365.2	13824.978	42144.324	23565.284	23756.544	36927.991	18250.071	26850.677	22411.558	13651.306	18706.817	67737.743	21655.322	22927.95	22328.271	30738.888	24728.034	24284.378	15849.683	22130.817	32453.037	31646.004	22458.732	12971.977	26692.112	32038.836	20078.153	11542.54	21332.024	22147.349	20908.382	18907.736	13118.747	15561.396	24341.274	36724.099	49667.994
hsa-let-7c	2113.823	1678.102	1206.939	1504.813	2366.633	1194.346	1077.249	7991.497	865.778	354.828	420.777	711.002	3563.534	912.309	1110.97	3491.725	706.116	741.672	1180.138	894.951	2120.464	807.118	427.33	999.148	110.735	736.823	366.777	2380.445	666.001	1170.807	2232.776	2259.382	2793.438	250.453	596.478	1025.537	800.687	376.351	532.308	376.054	368.139	617.875	522.732	2023.234	2277.878	6287.154	1564.029
hsa-let-7d	2453.544	2104.518	2550.944	2077.133	2690.524	2224.272	2102.122	1703.453	1664.582	1316.205	2811.129	3031.651	1734.075	3957.27	2706.888	2176.976	2112.511	2444.177	2697.616	3525.246	4454.079	1951.326	2378.01	1518.038	2506.786	5447.297	2079.828	2380.445	1392.418	2681.405	2195.908	3451.892	2199.358	3089.765	2831.856	2151.459	1700.754	1066.052	2139.92	1712.15	1321.443	2360.921	1212.91	1985.387	2492.858	1363.952	1651.239
hsa-let-7e	3365.187	9356.837	7142.644	2896.483	5991.129	647.515	903.255	5840.151	2081.032	2552.057	1995.807	1068.901	2733.696	946.208	1106.072	2456.549	974.556	2148.825	1294.059	1154.509	2583.082	1565.966	1880.25	1420.269	1805.758	1184.108	1118.509	2219.887	1733.592	3046.811	11153.09	6484.991	4565.564	750.102	2742.441	2122.706	1936.781	3191.524	2170.963	2287.291	1520.785	1838.104	1075.518	3030.908	2340.085	3510.969	1104.117
hsa-let-7f-1	12097.288	45166.073	39611.977	27549.588	109254.137	22375.738	21650.165	35321.705	20286.105	10347.601	16497.415	14790.766	22913.067	23468.01	14631.695	13310.364	45961.701	38360.461	26382.219	21056.693	23909.295	16934.436	9712.252	14493.135	19331.462	20451.325	6151.8	25657.846	5362.835	21686.302	74911.754	93748.644	67363.557	16718.71	41648.207	22928.554	25908.825	20191.985	35157.789	25934.431	13024.735	18945.565	7425.584	35479.921	21705.705	20930.02	9138.996
hsa-let-7f-2	12566.264	46143.75	40459.119	28400.996	110345.77	22697.186	22047.42	35891.717	20708.034	10616.388	17096.576	15200.221	23513.984	23904.268	14792.365	13305.327	46062.853	39220.18	26855.601	21163.602	24324.546	16689.135	9695.633	14665.78	19477.074	20469.296	6235.207	26345.453	5539.819	21913.833	75848.746	96585.959	68602.276	17049.712	42214.125	23466.797	26864.228	20211.88	35523.179	26073.792	13031.166	19112.401	7673.533	36366.17	22156.707	21112.585	9320.822
hsa-let-7g	2349.454	7886.268	4403.234	6036.225	21930.344	3104.56	2741.28	3678.567	4599.824	1409.356	3019.944	2332.039	4063.345	4079.599	2232.717	3810.757	6205.258	5123.978	6386.238	4696.287	4539.34	5755.065	2772.894	3940.317	4537.501	5663.951	3015.483	4467.697	1709.426	3232.151	12855.323	15269.15	7007.61	7020.247	3709.03	4109.716	7122.612	3272.763	7254.863	3477.39	3125.165	6947.936	3178.253	6104.395	3865.074	3004.013	2844.212
hsa-let-7i	8144.165	4442.511	4091.029	3297.201	3667.339	2760.019	1938.337	4199.585	2829.911	2350.111	3309.556	1950.76	3109.508	2228.451	2176.875	4195.275	2855.586	4203.12	2329.307	3113.591	2980.965	4266.645	4446.602	8611.752	4368.347	2405.157	3864.524	3577.648	1078.253	1913.675	4191.289	3228.885	2098.238	2879.585	2831.856	3771.233	4647.146	3645.798	3342.448	2747.404	6134.583	4882.858	5074.901	3789.424	3211.899	1311.144	1912.048
hsa-mir-1-1	12.582	8.107	3.807	0.943	11.996	0	3.107	174.038	0.609	0	0	0.599	9.538	10.317	1.959	10.914	0	4.233	7.742	590.756	3.158	0.791	3.165	8.585	3.488	1.997	0	1.745	2.132	6.027	27.876	37.691	35.392	1.259	0	2.522	5.647	1.658	4.071	2.212	1.608	0.97	6.44	9.462	4.574	4.526	61.706
hsa-mir-100	11619.161	13248.088	2707.047	11139.956	14194.658	6702.376	12751.214	42411.202	9549.733	21158.113	3794.342	21140.627	15726.861	8902.015	20788.078	61816.709	9998.44	10538.133	5193.934	5848.592	20877.805	5069.807	11847.317	5785.522	7520.358	15255.626	7182.625	18553.16	11040.546	17714.297	10315.012	6710.092	7940.441	9857.042	19670.196	17610.691	9883.795	7654.684	8236.02	16227.822	14770.584	13505.942	1119.527	18759.462	13143.995	22034.459	5736.144
hsa-mir-101-1	19892.581	24153.318	7483.405	24970.851	26533.368	15338.058	33541.178	27021.986	27858.918	39468.361	40318.036	21488.335	38466.329	36119.483	26194.996	60155.222	20064.963	21567.736	25746.25	21543.295	13966.956	86402.734	36177.406	36165.83	44051.425	41810.2	15047.476	13624.732	18358.025	19362.77	28072.912	29963.508	9196.856	19497.611	21532.067	20986.943	40436.378	27274.682	38527.209	17351.559	37344.434	29151.65	13307.66	15108.81	10161.713	22233.62	16028.622
hsa-mir-101-2	20186.548	24415.978	7451.042	25339.511	26944.658	15662.277	34121.303	27572.619	28419.056	39899.274	40361.058	21826.451	37924.55	36025.157	26580.995	60862.971	20870.285	21925.639	25672.145	21695.393	13886.433	86822.119	36495.529	36485.367	44360.087	42100.735	15038.922	13924.905	18537.142	19647.561	28728.447	30043.079	9348.536	19603.33	21887.464	21706.283	41223.513	27714.034	39404.042	17809.459	38190.029	29651.187	13402.117	15048.886	10104.995	22426.746	16486.888
hsa-mir-103a-1	56298.829	44061.931	29695.657	55861.012	37062.401	97148.426	78672.431	78644.779	69372.402	32478.468	60051.554	51934.939	38046.641	55494.63	41518.354	37702.064	114742.8	82952.94	65587.791	27892.266	48713.826	26255.853	47747.75	35160.482	29568.741	34399.04	27363.908	66547.748	60598.258	38801.634	44916.299	45275.584	52749.202	55234.42	95549.681	87727.078	80659.315	91993.815	59535.064	52676.271	76466.868	78911.403	43835.42	62781.75	49756.535	44215.272	39939.916
hsa-mir-106a	29.74	30.806	28.555	33	53.125	1299.648	154.019	246.798	494.991	42.665	35.677	76.735	120.183	73.692	135.197	47.015	616.635	687.116	608.318	513.605	37.894	48.269	35.611	55.8	50.572	30.951	120.833	71.553	93.823	157.464	145.674	31.409	260.384	417.842	539.886	115.518	198.76	263.612	177.606	145.997	122.177	170.716	376.753	165.58	32.933	535.623	129.17
hsa-mir-106b	2190.46	2072.091	1977.934	2237.42	2346.069	5729.719	3410.177	2695.764	2678.309	3089.632	14176.318	4989.605	4608.939	5208.563	5747.851	3228.103	4337.845	3236.172	3887.708	5301.922	4967.222	3093.951	3104.47	2536.263	2970.651	4799.332	2150.403	3001.734	7687.796	5832.94	2020.559	4250.737	2980.509	6081.362	3980.671	2903.587	1360.829	2374.162	2172.998	2563.801	1462.912	1471.453	2063.02	3549.727	3280.51	4167.295	2486.32
hsa-mir-107	181.871	226.99	161.814	211.202	257.056	405.505	466.941	327.236	348.259	547.53	420.777	527.556	635.255	641.122	439.882	329.947	754.746	468.424	405.914	330.096	429.461	493.766	419.416	455.459	456.017	504.194	684.365	413.611	1192.689	229.038	249.085	165.423	202.24	524.819	541.018	371.776	408.813	455.932	431.037	455.689	464.595	311.362	385.34	279.121	237.851	455.656	231.19
hsa-mir-10a	36569.818	21628.869	40801.783	5020.759	12374.698	14057.809	30502.067	79788.093	17992.586	8276.943	10712.511	15742.166	11722.654	2443.633	33684.739	30503.687	8444.208	3853.212	8305.206	10384.515	15217.446	23586.826	16219.532	12695.622	22673.553	11843.078	11265.29	23289.618	15997.525	17238.892	10973.245	4990.952	15749.426	7779.159	732.299	10671.541	11250.271	12689.831	3996.892	20315.746	12941.141	26369.759	3128.878	5208.684	5195.208	1650.623	51181.013
hsa-mir-10b	64974.881	232823.267	103911.004	119861.782	62301.918	79540.834	52019.518	85621.663	114230.272	40854.251	56262.459	37773.644	173687.952	40498.272	25335.807	52228.109	56483.406	24501.501	66461.557	44911.761	66075.42	68674.632	35424.04	14525.089	34023.409	53775.083	39932.7	56748.482	45445.851	59269.664	59915.375	118511.805	104350.692	44682.654	48396.219	68984.917	44915.255	55781.209	37766.405	98663.21	90669.971	100284.817	33878.826	7703.427	72427.364	991.279	45338.736
hsa-mir-1180	9.151	14.592	3.807	15.086	30.847	9.237	7.102	11.7	11.568	23.466	13.641	22.181	30.523	72.218	6.858	30.224	21.397	10.817	30.969	20.941	20.526	34.026	12.662	11.446	21.798	21.965	16.04	27.923	47.622	23.356	23.38	21.987	20.224	12.586	24.9	17.656	6.776	14.921	15.776	13.272	6.43	18.43	24.688	9.462	16.467	72.422	21.391
hsa-mir-1247	4.575	11.349	3.807	161.23	77.117	20.321	2.663	66.544	93.153	7.822	4.197	7.793	64.861	106.117	14.695	19.31	50.576	7.995	16.591	15.981	9.473	81.503	26.906	21.461	20.054	71.885	54.535	12.216	379.557	7.534	40.465	108.886	27.808	21.396	16.978	19.673	18.069	9.948	36.132	13.272	4.823	47.529	1.073	31.539	6.404	66.387	41.96
hsa-mir-125a	1617.395	3772.892	1418.249	1711.301	1497.782	448.919	604.094	2548.416	1572.038	1631.923	1142.71	818.912	997.713	455.418	869.966	2376.791	626.361	958.482	755.421	511.952	1365.749	1003.358	1332.635	893.272	1022.769	1002.398	923.893	949.386	1311.389	1035.946	1598.822	1107.704	872.159	794.151	1121.65	1486.6	1302.104	1649.645	1651.377	1581.637	1427.544	1486.973	1122.747	1477.607	802.289	2131.929	1297.461
hsa-mir-125b-1	609.669	1311.676	544.455	1045.638	592.944	221.688	471.379	1541.481	602.756	1006.175	597.063	716.997	770.7	455.418	519.237	2060.277	669.156	562.015	401.49	470.07	816.292	394.063	754.158	661.012	518.796	606.032	681.157	1043.626	824.505	728.552	734.667	662.738	553.632	518.527	656.465	1180.907	756.643	578.619	444.778	867.136	776.468	765.311	180.326	812.132	672.386	1341.32	366.942
hsa-mir-125b-2	643.984	1256.55	599.662	999.437	579.234	236.468	467.829	1597.056	600.93	959.244	542.499	664.841	734.454	425.941	535.891	2004.027	665.266	569.07	363.885	491.011	898.395	414.637	739.913	630.489	556.289	569.091	695.058	1076.785	837.299	713.484	742.76	693.1	535.936	490.838	657.597	1216.218	725.022	613.436	475.312	875.984	692.873	720.692	176.033	823.171	692.511	1551.042	408.902
hsa-mir-126	13137.042	13954.998	25478.984	9437.141	12193.045	18603.342	6726.7	14753.757	13463.997	5500.896	7193.091	5904.436	14418.197	6492.281	8013.878	12479.201	12138.184	8457.032	16655.76	19398.499	3773.573	21406.026	7569.273	7462.851	12362.161	5686.914	15126.606	10828.931	7838.482	6545.671	18040.256	15100.586	18467.024	12068.331	16236.202	8545.304	10405.541	11593.936	4284.929	13551.205	15228.748	11051.903	5886.37	17218.777	10600.822	3934.94	9269.812
hsa-mir-1266	5.719	1.621	19.037	1.886	1.714	0.924	0.888	0.731	3.044	1.422	3.148	0.599	15.261	2.948	4.898	7.556	9.726	4.703	1.106	0	0	4.748	1.583	0.477	1.744	3.994	3.208	0	4.975	2.26	6.295	3.141	25.28	0	9.055	6.053	1.129	0	0.509	6.636	0	1.94	1.073	1.577	0	1.509	33.732
hsa-mir-127	1907.931	361.562	1831.35	347.917	394.153	352.854	1633.405	3768.146	349.477	268.787	860.443	1081.491	1846.628	794.402	1966.241	370.245	223.701	320.748	197.98	708.135	574.72	832.439	462.94	1766.036	1362.82	392.373	214.933	3839.427	239.533	940.262	648.341	389.476	1049.119	366.241	1231.439	445.93	114.061	527.223	133.84	389.326	90.025	463.648	735.26	1991.695	1236.824	3634.69	1421.695
hsa-mir-1271	14.87	9.728	19.037	21.686	10.282	14.779	3.107	7.678	11.568	19.199	18.888	12.589	11.446	14.738	5.878	28.545	3.89	12.228	18.803	6.613	48.946	50.643	28.489	18.6	37.493	87.86	20.317	6.981	17.769	23.356	5.395	16.752	12.64	25.171	6.791	7.567	10.164	13.263	20.356	15.485	16.076	14.55	17.174	11.039	15.552	18.106	9.873
hsa-mir-128-1	457.537	329.135	234.154	355.46	697.48	875.669	1243.696	504.564	365.916	906.624	772.3	404.66	1005.344	1136.333	969.895	625.471	540.772	748.726	658.09	612.248	1239.437	371.907	548.406	218.906	422.884	1032.351	704.682	603.837	814.554	566.568	474.791	1071.06	500.544	409.032	495.745	1320.638	355.735	218.847	427.475	473.385	318.304	259.953	174.96	443.124	383.306	2684.148	557.818
hsa-mir-1287	70.918	40.534	38.074	37.715	71.976	40.643	35.953	55.941	42.01	44.087	31.48	22.781	76.307	47.163	44.086	95.71	480.47	19.283	32.075	20.941	31.578	97.329	67.265	31	44.468	35.943	76.991	55.846	56.862	22.602	48.558	46.067	45.504	10.068	49.801	41.869	60.983	24.869	66.157	48.666	45.013	50.439	36.495	34.693	35.678	67.896	35.378
hsa-mir-129-1	0	8.107	0	0.943	8.569	1.847	240.572	22.669	3.044	334.918	222.456	180.448	83.938	10.317	1006.143	7.556	5.836	0.47	2.212	23.696	506.827	4.748	5.539	7.154	47.956	576.08	17.109	20.942	8495.953	70.821	8.093	126.685	0	15.103	2.264	53.471	21.457	3.316	8.651	11.06	3.215	36.859	0	11.039	25.615	777.03	16.455
hsa-mir-1296	2.288	9.728	5.711	6.6	3.427	2.771	3.551	4.022	2.435	3.555	11.543	20.982	1.908	1.474	11.756	5.037	0	3.292	8.848	11.573	25.262	3.956	2.374	7.631	3.488	13.978	2.139	8.726	5.686	6.781	5.395	11.517	0	3.776	0	3.027	2.259	1.658	1.527	0	0	0	2.147	1.577	11.893	12.07	12.341
hsa-mir-1301	56.048	64.854	49.496	52.8	46.27	21.245	15.979	23.766	65.146	53.331	23.085	30.574	11.446	26.529	19.594	24.347	38.904	38.095	50.878	14.328	15.789	64.095	79.926	72.015	21.798	29.952	81.268	27.923	291.42	83.629	68.341	65.96	35.392	26.43	13.582	60.029	71.147	18.237	36.132	35.393	49.835	76.628	52.595	28.385	36.592	25.65	30.441
hsa-mir-1306	42.322	16.214	30.459	15.086	35.988	30.482	24.412	14.259	18.265	29.865	14.69	31.174	22.892	28.003	22.533	28.545	1.945	27.278	25.439	24.799	50.525	22.947	42.733	25.277	33.133	88.858	63.09	33.159	81.74	30.137	33.271	20.94	25.28	40.274	27.164	19.673	14.681	11.606	22.392	13.272	11.253	16.49	17.174	12.616	24.7	18.106	22.214
hsa-mir-1307	6909.958	6389.758	6740.966	4213.666	7795.666	4383.886	5363.162	3499.776	5501.523	11026.68	9606.528	10042.158	6964.916	13653.686	8445.922	7019.551	6302.519	6888.093	5874.144	4268.651	6151.398	6339.83	14997.686	4898.45	5203.652	3080.079	5247.155	6513.065	6690.572	4254.535	4658.886	4864.267	8157.849	9977.863	4426.615	4870.42	5782.111	3993.964	5227.918	3196.456	5732.684	6509.507	4337.494	4383.936	7806.991	4319.683	3945.861
hsa-mir-130a	157.85	363.183	213.213	235.716	164.516	99.76	86.997	424.492	236.232	105.951	220.357	759.561	93.476	66.323	82.294	141.885	105.042	265.252	124.982	92.03	80.524	155.884	87.84	245.137	85.449	48.922	128.318	99.476	80.318	88.903	170.853	104.698	96.064	54.118	110.92	364.714	149.07	152.53	143.001	97.332	83.595	126.097	333.819	171.888	175.644	57.334	193.344
hsa-mir-130b	137.261	152.407	161.814	248.917	126.815	460.927	274.306	124.679	176.565	298.653	480.589	144.479	251.813	380.252	509.44	219.964	443.511	297.233	255.494	669.56	729.452	208.11	213.665	150.23	363.593	395.368	383.886	361.255	419.36	1156.492	132.186	194.738	429.76	818.064	471.976	285.516	118.578	232.111	147.581	614.958	93.241	129.007	255.462	145.08	314.695	316.847	401.497
hsa-mir-132	488.421	406.96	447.367	149.916	690.625	462.774	1553.954	806.206	387.225	379.004	249.738	214.02	486.457	613.119	379.141	564.183	665.266	836.673	453.474	368.671	699.453	710.58	782.646	465.474	655.688	428.316	675.81	947.64	838.01	569.582	534.14	427.168	404.48	649.417	1664.932	635.097	993.8	752.702	466.151	356.145	811.836	770.161	1083.032	605.551	201.258	1273.424	490.353
hsa-mir-134	544.469	186.456	1368.753	106.544	109.677	112.692	369.735	906.754	65.755	81.063	261.281	392.07	543.687	308.033	734.769	115.02	52.521	79.011	45.347	193.979	115.26	127.398	208.917	407.767	479.559	101.837	108.001	1164.045	688.035	398.557	272.465	171.705	685.087	129.632	519.513	115.518	24.845	182.373	34.605	112.816	28.937	113.487	346.699	802.67	579.075	893.207	541.363
hsa-mir-135b	25.165	6.485	3.807	14.143	17.137	28.635	30.182	8.775	34.095	7.822	16.789	0.599	1.908	1.474	2.939	91.512	48.631	15.05	9.954	3.858	3.158	27.695	12.662	61.523	7.847	0.998	17.109	1.745	4.265	0.753	5.395	30.362	25.28	5.034	33.955	5.044	73.406	16.579	23.409	17.697	40.19	26.189	262.976	39.424	39.337	46.773	20.569
hsa-mir-136	125.823	34.048	142.777	41.486	29.133	31.406	117.179	236.926	61.493	18.488	73.452	68.343	87.753	42.741	120.502	24.347	17.507	21.164	21.015	44.637	50.525	113.155	28.489	119.707	81.089	23.962	5.347	160.558	13.505	62.533	44.961	36.644	50.56	49.084	100.733	25.727	12.423	51.396	16.794	35.393	9.646	42.679	92.31	141.926	113.436	396.813	151.384
hsa-mir-139	122.391	94.039	207.502	149.916	385.585	202.291	168.667	383.542	407.926	43.376	39.874	44.363	280.428	212.233	57.802	165.393	303.455	171.661	216.783	122.89	61.577	205.736	106.832	97.769	519.668	126.797	58.813	197.207	125.808	69.314	320.124	191.597	343.808	36.498	130.161	152.847	198.76	107.766	78.37	103.968	202.557	186.235	35.421	124.579	49.4	137.3	173.598
hsa-mir-140	5946.842	5669.877	4648.81	7391.123	6227.621	10320.513	14750.803	14289.777	9384.127	6386.899	6532.019	3833.777	7987.429	4968.326	5705.724	7696.235	14725.329	12182.792	8092.848	6270.166	8412.383	9299.261	6166.208	7670.311	6522.003	10953.5	6942.028	8448.486	10832.998	4968.773	6060.778	8184.239	5710.747	6924.597	9026.4	9440.694	8853.857	7094.302	10015.639	7421.53	10187.33	8190.475	4997.618	7544.155	4220.935	6195.117	4488.87
hsa-mir-141	175.008	162.135	123.74	108.43	56.552	271.568	56.37	366.358	60.276	1001.908	22.036	23.38	61.046	58.954	110.705	1049.448	499.922	225.276	74.104	61.17	149.996	53.017	65.682	155.476	75.858	71.885	965.596	57.591	51.176	27.876	508.961	50.255	35.392	35.24	4551.117	38.338	102.768	59.686	87.531	119.452	130.215	32.979	68.696	159.273	83.248	187.091	3993.58
hsa-mir-142	93574.398	70483.524	93098.046	85125.672	83966.636	110199.4	11819.551	37338.135	96834.963	95983.384	95692.769	97905.492	63040.98	153085.178	107797.435	92034.107	57187.577	51623.544	62140.284	133162.505	154430.708	142818.674	96902.523	141200.879	119859.253	130696.186	69851.215	64621.054	66978.93	35326.884	58133.111	139517.356	86662.292	90577.301	72644.695	57562.256	93845.237	53302.596	100381.835	88963.238	79550.236	94887.872	61626.554	59314.025	73865.446	40161.136	43337.832
hsa-mir-143	134864.857	128515.045	127709.03	86105.31	63175.91	71762.346	34301.066	600802.809	59063.44	86190.424	92470.306	43893.899	289817.578	52518.94	103317.305	103311.06	37581.686	46571.053	66145.232	74095.202	44073.437	118867.854	81141.975	130076.71	117636.714	50519.285	67515.819	114826.803	69380.656	55029.443	113713.321	115748.826	114177.02	39196.591	87578.153	47007.242	60214.133	126991.156	56576.326	84687.286	52214.689	51607.557	158298.688	88804.669	71835.482	20717.28	184771.783
hsa-mir-144	89.22	37.291	161.814	92.401	299.899	553.297	151.8	205.116	56.623	31.287	139.56	57.552	2678.374	542.374	67.599	587.691	5964.05	1019.622	3072.561	175.243	80.524	145.598	170.932	493.613	238.908	145.767	42.773	164.048	77.475	587.664	50.357	347.597	1367.647	94.392	10408.373	1506.778	197.631	97.818	82.951	196.875	194.519	186.235	2543.891	510.934	2608.124	567.307	267.391
hsa-mir-145	1943.39	6714.029	5522.604	5071.674	894.556	731.571	830.462	11021.808	3740.135	1092.215	1700.948	2330.84	2109.887	1831.987	1688.009	2617.744	534.936	1089.227	3502.808	2731.143	2251.513	5349.133	2010.032	6498.995	4408.456	1603.438	2878.61	2780.094	2566.627	1485.735	2123.97	4102.066	2057.79	2256.598	2666.608	1272.716	2329.784	1609.854	3742.951	1475.458	1978.95	2553.946	3403.661	856.287	1442.656	423.972	11327.485
hsa-mir-1468	17.158	19.456	11.422	48.086	44.556	8.313	6.214	15.722	15.83	12.799	10.493	15.587	17.169	17.686	2.939	30.224	19.452	7.055	19.909	13.226	12.631	23.739	7.914	15.261	5.232	63.898	9.624	13.962	7.819	10.548	12.589	20.94	17.696	13.844	1.132	23.709	13.552	8.29	15.267	22.121	19.291	22.309	8.587	15.77	18.296	6.035	47.719
hsa-mir-146a	3644.285	6015.225	5257.991	5140.503	6563.508	5152.405	7535.857	3432.135	6876.295	3796.443	1624.348	2363.213	1598.63	9357.432	3132.074	2180.334	4359.242	4562.433	9456.587	22053.042	6179.818	5069.015	4933.283	4344.745	8550.102	16295.964	3355.527	7980.773	11120.153	4429.328	3547.443	5874.602	2237.278	6453.895	9182.594	8345.039	6236.097	9431.99	7944.93	1878.056	7309.735	3594.73	3221.188	5396.342	4155.983	3797.64	3160.967
hsa-mir-146b	6173.323	4828.394	2078.829	7958.728	1859.375	13527.604	3056.865	13223.976	4721.593	4183.269	2881.434	1008.952	2954.986	2588.069	2806.817	3141.629	34572.428	21745.041	3224.088	3593.58	1261.542	2011.464	5442.913	6022.551	2116.163	556.111	4279.42	6420.57	2039.228	3299.205	6453.739	4824.482	7290.746	3844.901	11842.411	6856.421	13076.379	15418.791	4896.116	2442.137	14775.407	9718.186	19862.74	13596.51	2628.25	8215.395	4184.456
hsa-mir-148a	182509.366	158776.006	663763.327	93874.522	221997.387	443635.211	69955.906	148975.214	35017.108	133245.271	15512.103	51449.947	57451.496	574965.514	180903.988	58618.83	120522.054	155745.401	156284.756	212525.463	15517.437	37993.084	175228.079	16952.137	196628.814	39935.195	37648.632	141777.838	161391.125	25081.191	128429.142	74574.261	594782.261	89469.768	381293.255	214795.343	27320.473	105880.675	38600.999	205758.871	179967.056	287371.789	65397.308	78310.031	168726.705	177363.516	918366.302
hsa-mir-148b	804.122	544.775	472.115	502.547	971.673	1308.885	948.529	709.681	614.933	871.07	561.386	657.647	469.288	1448.788	518.257	570.06	1488.095	1171.531	662.514	601.777	701.032	770.718	906.097	541.782	882.389	1148.166	661.909	640.486	1051.244	679.58	805.706	632.376	586.495	913.715	861.328	919.099	877.48	676.437	1167.414	679.109	895.43	807.99	626.849	693.86	682.449	692.537	1047.348
hsa-mir-149	6.863	16.214	9.518	7.543	5.141	9.237	3.551	23.766	7.915	3.555	3.148	19.184	17.169	4.422	8.817	19.31	5.836	8.936	6.636	30.86	25.262	26.904	11.87	16.215	13.079	16.973	19.248	8.726	4.975	10.548	13.488	9.423	5.056	12.586	9.055	8.576	4.517	8.29	11.196	8.848	11.253	4.85	10.734	20.5	12.807	178.038	41.96
hsa-mir-150	11619.161	31397.53	3103.014	34021.417	15838.105	2187.324	8847.464	5703.772	20823.106	8707.145	2535.158	3487.868	20082.079	2349.307	4708.398	26863.361	3983.814	7124.657	11246.149	1947.51	3243.062	32291.036	16473.556	19423.539	6264.785	16509.622	28164.829	4392.654	28353.014	4923.568	37260.295	42541.921	3797.053	1006.848	556.864	23748.782	34511.973	1981.232	33811.243	7587.436	8811.229	19921.361	5970.093	4711.943	2463.584	1404.689	4864.862
hsa-mir-151a	3972.568	2923.302	2825.076	1767.873	4755.545	6168.477	10171.498	5084.767	2565.673	9087.571	6825.829	3122.775	5747.82	1839.357	4812.246	8597.081	1980.236	2912.601	2797.159	4253.772	4596.18	4621.144	4230.563	1883.359	4733.684	13875.831	3977.872	6422.315	14692.533	10541.785	4363.041	4444.428	4633.82	13812.695	4032.735	2568.636	2954.297	4478.081	5632.493	7808.644	2750.595	2634.454	1591.81	3970.774	4795.436	6291.68	7031.136
hsa-mir-152	720.621	449.115	713.884	251.745	195.363	229.078	536.627	1276.767	235.014	482.822	614.902	371.688	789.777	250.553	780.814	1044.411	334.578	337.209	245.539	366.467	952.077	636.99	534.162	479.305	544.082	573.084	418.104	897.03	362.498	368.42	364.186	183.221	490.432	488.321	407.461	316.287	176.174	558.724	323.151	360.569	213.81	358.891	244.729	492.01	464.724	333.444	339.792
hsa-mir-153-2	85.788	32.427	28.555	52.8	32.56	46.185	17.311	23.034	88.891	63.997	23.085	12.589	76.307	26.529	30.37	109.143	40.85	30.57	56.408	6.613	18.947	420.176	57.769	134.015	21.798	1899.964	64.159	38.394	123.676	21.096	61.147	120.403	27.808	8.81	20.373	42.878	118.578	16.579	130.787	30.969	416.367	32.979	25.761	129.31	35.678	122.212	368.588
