	TCGA.KL.8323.01A	TCGA.KL.8324.01A	TCGA.KL.8325.01A	TCGA.KL.8326.01A	TCGA.KL.8327.01A	TCGA.KL.8328.01A	TCGA.KL.8329.01A	TCGA.KL.8330.01A	TCGA.KL.8331.01A	TCGA.KL.8332.01A	TCGA.KL.8333.01A	TCGA.KL.8334.01A	TCGA.KL.8335.01A	TCGA.KL.8336.01A	TCGA.KL.8337.01A	TCGA.KL.8338.01A	TCGA.KL.8339.01A	TCGA.KL.8340.01A	TCGA.KL.8341.01A	TCGA.KL.8342.01A	TCGA.KL.8343.01A	TCGA.KL.8344.01A	TCGA.KL.8345.01A	TCGA.KL.8346.01A	TCGA.KM.8438.01A	TCGA.KM.8439.01A	TCGA.KM.8440.01A	TCGA.KM.8441.01A	TCGA.KM.8442.01A	TCGA.KM.8443.01A	TCGA.KM.8476.01A	TCGA.KM.8477.01A	TCGA.KM.8639.01A	TCGA.KN.8418.01A	TCGA.KN.8419.01A	TCGA.KN.8421.01A	TCGA.KN.8422.01A	TCGA.KN.8423.01A	TCGA.KN.8424.01A	TCGA.KN.8425.01A	TCGA.KN.8426.01A	TCGA.KN.8427.01A	TCGA.KN.8428.01A	TCGA.KN.8429.01A	TCGA.KN.8430.01A	TCGA.KN.8431.01A	TCGA.KN.8432.01A	TCGA.KN.8433.01A	TCGA.KN.8434.01A	TCGA.KN.8435.01A	TCGA.KN.8436.01A	TCGA.KN.8437.01A	TCGA.KO.8403.01A	TCGA.KO.8404.01A	TCGA.KO.8405.01A	TCGA.KO.8406.01A	TCGA.KO.8407.01A	TCGA.KO.8408.01A	TCGA.KO.8409.01A	TCGA.KO.8410.01A	TCGA.KO.8411.01A	TCGA.KO.8413.01A	TCGA.KO.8414.01A	TCGA.KO.8415.01A	TCGA.KO.8416.01A	TCGA.KO.8417.01A
hsa-mir-3065	15.447	19.485	7.823	9.82	5.477	13.872	20.949	6.887	21.101	20.022	50.894	11.531	134.868	21.153	11.217	15.148	12.257	15.176	12.042	23.085	12.019	4.048	5.719	10.083	18.587	173.912	19.812	41.411	18.389	3.642	100.513	35.91	237.363	22.033	8.206	3.329	23.859	11.373	21.349	14.175	20.68	11.642	497.045	24.077	178.055	18.201	9.785	26.695	25.054	11.569	2.702	257.997	26.412	81.235	32.386	22.895	10.491	93.891	21.904	11.882	7.78	15.109	2.284	21.878	41.047	6.005
hsa-mir-3074	59.972	13.49	20.862	9.82	17.526	18.033	17.021	11.02	12.058	6.931	11.133	22.239	15.154	24.175	7.766	10.328	12.257	12.141	30.105	32.704	13.354	15.181	20.589	6.302	6.56	45.368	17.831	17.638	8.173	19.426	42.216	23.94	11.054	12.961	37.954	23.304	34.795	27.295	13.814	14.175	12.408	10.186	60.863	16.372	12.016	8.494	40.12	14.237	25.054	13.497	34.225	27.297	32.415	23.343	15.294	43.882	17.984	4.22	32.856	12.674	20.229	14.354	45.685	12.965	14.209	40.536
hsa-mir-30a	844944.583	852992.813	1636794.588	1792457.312	1064990.746	925823.308	988931.744	2068047.156	915202.7	916083.769	472294.072	818985.729	551548.673	417706.45	806844.602	499981.516	1070855.541	896679.382	791909.627	801382.863	1573778.743	1091246.976	1456362.79	1168224.153	718160.85	1121289.339	1215512.784	725360.352	1011632.313	1508502.65	1309500.819	1273176.296	763181.621	1119124.526	682601.257	836575.41	742155.381	847693.959	860493.905	722474.387	404793.615	323345.077	463523.397	761964.894	441655.251	556670.986	1720656.52	657654.122	884725.447	1551179.293	655747.917	943425.007	829621.277	196015.984	521135.047	1469974.603	1168418.299	573770.479	844694.636	708132.67	1294925.948	751195.641	542612.914	479078.729	891356.254	1689502.65
hsa-mir-30b	4860.468	13546.825	7868.948	6040.974	7976.523	10062.483	6217.943	9992.156	9421.546	7677.009	2239.329	3402.557	5556.106	5123.61	5080.551	5932.464	25913.938	8942.775	7573.26	3841.759	7227.169	7892.112	5605.94	11256.448	11219.077	5210.736	7263.156	3870.407	4461.336	6794.176	4352.217	6274.261	4895.613	10499.541	3932.865	14054.43	3277.671	6270.358	6522.889	4986.865	13752.312	692.671	3316.232	10488.985	8804.441	4677.673	3462.099	3901.965	5904.997	12793.561	1894.967	7591.99	4662.898	902.925	6012.187	5908.83	6078.76	10631.787	9591.086	8115.975	3426.455	6302.709	3373.828	6204.491	3234.808	3556.63
hsa-mir-30c-2	4725.077	5728.697	8562.615	6656.364	7599.714	6000.868	3694.89	9158.788	5165.195	5363.664	2451.652	4997.17	3105.752	2689.48	5839.009	3227.189	4491.469	5662.712	5135.944	3840.797	8275.455	5440.882	7174.139	7243.4	5436.239	4843.064	6242.827	4663.353	4689.154	7017.573	9345.709	5442.348	6855.022	6892.551	4501.15	6284.267	4353.328	5211.903	3810.251	4413.44	3284.011	2601.883	3444.98	5516.565	3691.093	3541.927	7334.21	3599.418	4102.65	7552.732	4738.319	4810.374	4049.422	1488.379	3263.836	7143.255	5276.951	4796.858	6726.604	5015.65	7251.262	4426.175	6315.933	3818.958	5639.207	7619.204
hsa-mir-30d	124059.616	200556.861	241270.934	265739.025	62637.945	184935.225	119217.166	398931.403	182017.75	219632.22	106399.146	127657.234	163019.021	196472.552	76521.48	150366.198	314325.791	108738.844	155248.819	126571.245	224688.561	170093.341	240724.847	276572.594	276798.815	172928.762	256778.133	86891.279	149336.778	205646.464	95165.808	251245.762	127191.701	233829.603	126725.634	169478.787	103987.766	289702.65	107692.975	80095.244	417480.209	12446.256	90479.293	121454.952	285058.538	207556.417	57575.749	55364.296	120824.6	193328.354	87274.781	110829.676	65062.074	13756.769	52618.104	66590.245	127730.394	195973.86	208087.645	154620.965	66355.268	156498.022	106169.355	126724.919	52538.403	49548.099
hsa-mir-30e	120076.013	276756.627	244255.528	183918.28	280858.625	213892.259	151544.182	267113.178	144969.116	141478.284	95479.236	97672.565	114751.437	80262.844	215726.671	119989.174	142725.405	120155.324	151544.677	157303.393	124418.94	128388.01	247619.89	185472.377	164792.829	200283	166757.393	136662.851	183866.929	269792.911	154474.571	197460.679	91403.4	220323.157	196292.406	158116.504	230560.346	218824.864	138427.411	245284.196	170117.822	24265.324	114885.199	145241.284	160222.264	198437.685	240605.14	259457.07	134380.568	249186.18	265569.247	177415.888	160572.247	32281.207	120850.98	242973.689	144316.596	163008.779	231954.346	216815.188	275344.098	215774.313	166630.997	141042.164	186599.027	225744.64
hsa-mir-31	46.342	44.966	0	0	162.116	190.041	6.547	0	52.752	0.77	0.795	62.598	1.515	2.266	4.314	44.067	3.502	8.094	210.736	333.773	1.335	5.06	274.521	1.26	1.093	0	3.962	0	4.086	0	108.554	11.97	0.582	3.888	112.836	129.836	318.124	200.924	72.839	51.544	17.923	349.246	3.121	9.631	1.092	0	437.411	0.89	7.829	1.928	213.454	1.761	10.805	37.35	26.989	1.908	29.974	2.11	0	811.914	166.499	52.126	0	96.426	29.996	1.501
hsa-mir-3127	8.178	10.492	14.343	11.457	5.477	13.872	24.877	1.377	4.522	3.85	11.133	9.884	7.577	17.376	3.451	3.443	3.502	20.235	6.021	4.809	41.397	11.133	4.575	12.604	7.654	21.739	9.906	16.871	4.086	2.428	6.031	25.935	6.399	11.665	6.155	9.987	31.812	12.889	8.791	37.369	11.029	17.462	21.848	4.815	9.831	29.122	10.764	32.034	15.659	1.928	12.609	12.328	6.003	13.072	17.093	7.632	2.997	51.693	4.978	11.882	7.78	17.375	15.99	19.447	7.894	10.509
hsa-mir-3130-2	18.173	11.991	0	6.547	10.954	11.097	10.475	9.642	4.522	8.471	0	6.589	9.85	14.354	0.863	7.574	14.008	4.047	1.204	5.771	6.677	7.084	11.438	5.042	3.28	10.397	11.887	10.736	7.151	0	6.031	9.975	9.89	5.184	9.232	8.878	19.883	12.889	17.582	12.886	4.136	18.917	0	10.594	7.647	0	10.764	11.568	9.395	9.641	9.907	6.164	1.201	4.669	11.695	13.355	11.99	4.22	6.97	0	10.892	23.419	27.411	0.81	6.315	3.003
hsa-mir-32	80.872	59.955	117.35	68.74	117.205	174.783	98.199	173.561	153.735	99.341	55.665	59.304	94.711	112.565	99.23	73.674	87.553	98.139	73.457	68.294	29.379	179.136	58.336	86.966	99.497	114.366	35.662	66.718	157.327	163.905	40.205	87.78	219.91	67.396	96.424	86.557	196.839	68.997	105.491	95.356	114.43	84.401	66.325	127.128	98.313	61.884	144.825	51.611	89.256	104.122	73.853	179.63	102.046	115.784	178.126	114.475	86.925	63.297	169.26	80.795	93.364	95.187	31.979	98.047	99.46	90.079
hsa-mir-3200	10.904	14.989	9.127	9.82	3.286	22.195	6.547	8.265	7.536	6.161	3.976	8.237	6.819	22.664	0	3.443	7.004	3.035	16.859	3.848	8.012	4.048	5.719	28.989	4.373	20.794	11.887	23.773	5.108	2.428	6.031	9.975	18.617	5.184	11.284	17.755	20.877	15.164	7.535	10.309	24.816	7.276	12.485	5.779	14.201	46.109	12.721	23.136	3.132	21.21	18.013	36.102	7.203	4.669	2.699	1.908	7.494	22.154	5.974	19.803	7.78	8.31	9.137	14.585	1.579	10.509
hsa-mir-320a	946.833	1584.31	1624.641	391.166	948.595	1609.109	1637.955	1800.351	1091.217	1433.134	299.797	1291.505	725.105	953.406	417.627	704.377	1259.012	1030.964	911.585	1359.14	384.594	771.196	991.706	1842.675	965.446	820.41	855.887	753.069	1462.934	905.728	1103.634	381.044	418.876	1390.693	516.996	2532.35	1000.102	1841.681	723.37	587.6	528.034	1878.653	1032.324	1518.789	1162.274	1149.094	800.451	1312.519	908.22	809.841	1038.449	515.995	1028.863	4114.985	915.817	921.526	1218.45	1026.466	802.493	1759.28	567.964	960.175	1914.196	1140.096	563.605	819.721
hsa-mir-320b-1	0.909	2.998	5.216	4.91	5.477	8.323	2.619	12.397	3.014	3.85	1.59	4.118	3.031	2.266	4.314	3.443	0	0	7.225	4.809	0	5.06	2.288	3.781	6.56	2.836	3.962	5.368	7.151	1.214	4.021	0	1.164	2.592	1.026	24.414	2.982	5.307	2.512	3.866	1.379	4.366	6.242	4.815	5.462	2.427	1.957	8.898	4.698	0	7.205	1.761	3.602	27.078	0	1.908	2.997	1.055	1.991	6.337	0	1.511	2.284	8.913	7.894	1.501
hsa-mir-323b	9.087	1.499	0	1.637	2.191	5.549	2.619	4.132	1.507	6.931	0.795	9.06	7.577	5.288	0	72.985	1.751	4.047	0	1.924	9.348	7.084	4.575	0	2.187	4.726	0	4.601	5.108	2.428	4.021	23.94	2.327	6.48	1.026	1.11	2.982	6.066	3.768	2.577	1.379	17.462	1.561	0.963	12.016	2.427	3.914	0.89	0	0	0.901	6.164	1.201	227.832	4.498	0	10.491	8.44	0.996	2.376	3.112	8.31	6.853	1.621	1.579	6.005
hsa-mir-324	112.675	166.375	174.721	324.062	107.347	148.426	141.406	157.031	122.084	153.248	236.179	186.148	124.26	255.349	82.835	134.265	136.583	122.421	185.448	107.731	315.154	189.257	124.678	160.068	198.993	322.304	188.216	220.859	122.592	123.84	152.78	341.144	245.508	134.792	199.003	153.139	285.317	118.28	165.772	186.846	183.364	176.078	166.982	106.903	192.256	249.961	130.147	150.384	137.799	131.117	131.495	283.533	105.648	352.019	172.728	97.304	134.884	146.638	112.508	125.154	96.476	124.649	171.318	174.215	107.353	145.628
hsa-mir-326	10.904	10.492	2.608	1.637	7.668	6.936	10.475	9.642	7.536	9.241	17.495	9.06	6.819	15.865	3.451	11.017	5.253	8.094	2.408	24.047	10.683	18.217	2.288	3.781	10.934	26.465	9.906	25.307	11.238	10.927	8.041	11.97	18.617	15.553	10.258	3.329	8.947	6.066	21.349	11.597	6.893	24.738	4.682	18.299	3.277	8.494	21.528	12.458	10.961	13.497	2.702	16.73	20.409	29.88	26.089	5.724	23.979	3.165	7.965	11.882	6.224	14.354	11.421	8.913	12.63	10.509
hsa-mir-328	203.542	605.545	625.865	764.328	484.156	653.354	130.932	856.785	283.355	399.676	168.586	169.675	259.128	120.12	324.437	193.48	213.629	207.407	474.458	110.616	356.551	282.367	267.658	344.084	500.764	589.788	370.488	343.559	345.302	331.453	345.765	474.809	218.165	641.559	240.034	1251.749	690.925	363.939	153.214	233.236	421.875	232.831	106.119	268.701	444.592	717.122	527.437	557.042	267.768	804.057	828.598	560.022	121.255	160.603	195.218	181.252	419.638	247.913	283.76	217.039	248.97	434.383	386.037	195.283	200.498	469.913
hsa-mir-330	27.26	44.966	57.371	54.01	36.147	45.776	52.373	64.741	57.274	122.444	67.593	56.009	28.034	40.04	43.143	62.657	36.772	64.751	19.267	59.637	74.782	76.917	30.884	56.717	61.229	75.614	37.643	59.816	43.929	53.421	60.308	113.715	49.451	46.659	84.114	64.363	169.997	51.558	67.816	135.303	88.235	104.774	44.477	65.49	92.851	87.365	68.498	81.866	70.465	23.138	59.443	100.381	88.84	78.434	78.267	57.238	59.948	24.264	28.874	91.093	24.897	67.235	111.928	54.29	34.732	55.549
hsa-mir-331	94.502	185.86	174.721	240.591	110.633	159.524	115.22	192.846	63.303	147.857	94.631	79.072	79.557	110.299	88.875	94.33	71.793	80.939	91.52	75.027	248.384	144.726	93.795	196.619	103.87	208.883	108.967	187.884	133.83	116.555	118.605	289.274	157.079	79.061	143.61	109.861	151.109	136.477	84.142	126.282	153.033	136.788	77.249	95.346	135.453	141.968	110.576	123.688	162.853	121.476	155.812	228.94	104.447	121.386	121.449	116.383	112.403	158.243	110.517	104.559	124.485	118.605	226.14	192.852	151.558	115.602
hsa-mir-335	10.904	58.456	11.735	32.734	42.72	172.008	26.186	30.304	54.259	82.399	377.728	28.005	104.561	127.675	11.217	26.165	341.457	21.247	13.246	163.52	113.509	78.941	123.534	7.562	25.148	90.737	27.737	226.227	21.454	7.285	18.092	75.81	519.523	37.586	135.404	11.097	21.871	29.57	20.094	60.564	113.052	126.602	69.446	44.302	52.433	6.067	27.399	42.712	84.558	17.354	96.37	478.132	63.629	12.139	121.449	64.869	23.979	68.572	24.891	40.398	29.565	57.414	6.853	23.499	39.468	27.024
hsa-mir-337	18.173	8.993	7.823	6.547	7.668	23.582	9.165	4.132	24.115	9.241	12.723	18.121	43.188	5.288	2.589	11.705	21.013	1.012	3.613	15.39	13.354	16.193	11.438	2.521	21.867	19.849	1.981	53.681	19.41	9.713	12.062	7.98	38.979	12.961	6.155	4.439	4.971	2.275	5.023	6.443	4.136	94.587	42.136	14.446	31.679	15.774	17.614	15.127	4.698	13.497	2.702	66.921	4.802	2276.454	41.383	11.448	8.992	26.374	9.956	15.05	20.229	12.843	2.284	10.534	14.209	15.013
hsa-mir-338	557.923	533.599	431.586	1242.238	518.113	364.824	394.104	440.79	396.395	742.365	1382.086	1080.647	682.674	719.965	789.522	703.688	497.301	784.099	573.203	1481.299	1416.856	1599.069	727.48	207.963	1002.621	464.08	790.507	641.106	611.94	463.791	1023.223	654.359	367.68	820.418	828.835	244.135	491.104	561.072	538.76	566.982	303.309	673.754	1450.559	1070.953	701.297	1612.614	774.031	905.861	865.941	466.623	371.068	431.463	1175.329	2534.166	1524.863	883.367	941.189	1076.049	882.145	461.801	809.154	1034.965	296.952	580.177	705.69	674.093
hsa-mir-339	79.963	115.413	178.632	40.917	245.364	163.685	68.084	67.496	81.389	74.699	113.716	65.069	88.649	51.372	123.39	70.92	154.093	89.033	113.195	109.655	166.925	77.929	147.555	139.902	48.108	65.217	83.211	84.356	170.608	63.134	192.985	57.855	50.614	75.173	73.857	107.642	67.601	116.005	101.724	128.86	79.963	98.953	117.043	152.168	68.819	74.018	114.49	156.612	97.086	75.2	204.448	55.474	76.835	118.585	170.029	110.659	110.904	111.825	100.561	29.308	140.046	101.23	226.14	104.529	148.4	99.087
hsa-mir-33a	166.286	178.366	398.989	127.661	527.971	443.892	121.766	108.82	227.588	148.627	28.628	129.315	108.349	75.547	216.579	171.447	457.027	270.135	456.395	100.998	109.503	128.533	146.411	192.838	69.976	48.204	174.347	49.08	95.009	240.394	160.821	53.865	27.343	298.098	66.676	235.258	255.493	111.456	180.843	159.786	115.809	247.383	190.391	249.44	69.911	175.944	468.724	235.809	466.637	618.95	189.136	69.562	259.317	196.085	144.839	358.689	374.677	248.968	219.043	44.358	533.73	59.68	79.949	176.646	247.86	782.188
hsa-mir-340	41.799	50.962	58.675	160.394	70.104	54.099	47.135	24.794	64.81	79.319	89.859	53.538	75.769	64.215	58.675	63.346	73.545	71.834	52.985	58.675	100.155	91.086	34.315	22.687	47.015	126.653	55.474	75.154	44.95	49.779	32.164	83.79	117.518	37.586	71.805	66.582	127.25	56.107	86.654	126.282	133.732	74.215	61.643	65.49	40.417	40.042	81.219	70.298	56.372	55.918	105.376	125.917	58.826	123.253	124.148	34.343	58.45	100.22	45.8	43.566	68.467	64.969	25.127	81.841	52.098	36.032
hsa-mir-342	184.46	224.831	140.82	163.668	228.933	141.491	216.037	150.144	191.415	108.582	402.379	209.211	165.933	163.937	150.139	163.873	124.325	205.383	97.541	178.91	168.26	105.255	136.116	114.695	180.406	332.701	134.723	206.289	216.58	138.409	235.201	53.865	192.567	185.339	189.77	166.456	134.209	218.363	192.145	251.276	164.063	277.942	326.161	194.544	185.702	151.676	257.358	274.072	175.38	154.255	175.627	190.196	249.712	296.929	353.552	185.068	202.326	232.089	164.282	155.254	188.284	220.591	360.91	240.66	179.975	226.699
hsa-mir-345	56.337	32.975	32.597	42.554	62.436	38.841	14.402	33.059	27.13	33.114	15.109	14.002	28.034	12.843	18.983	26.853	12.257	30.352	38.535	18.276	22.702	29.35	21.733	23.947	31.708	47.259	29.718	47.546	46.994	53.421	56.287	77.805	30.252	34.994	41.031	82.118	47.719	44.734	10.047	32.215	49.632	14.552	78.809	26.003	43.694	13.347	18.592	110.341	43.845	46.277	26.119	53.713	22.81	70.964	38.684	40.066	31.473	69.627	34.848	19.803	40.458	60.436	75.38	25.119	29.996	37.533
hsa-mir-34a	1293.944	457.157	846.222	991.826	191.691	349.565	490.994	764.495	925.425	998.034	534.385	295.695	254.582	223.62	406.41	194.857	255.655	376.368	187.856	479.979	778.536	640.64	772.089	573.473	513.884	1304.338	612.197	1379.604	922.507	434.652	482.463	1594.002	610.279	222.926	637.013	210.844	875.835	197.892	214.75	737.077	143.383	519.503	138.892	520.067	1162.274	489.002	263.229	380.853	189.474	119.548	60.344	1659.812	248.512	399.64	824.056	412.111	253.282	218.375	667.085	648.739	527.506	133.714	328.931	144.234	528.873	358.816
hsa-mir-34c	50.885	2.998	6.519	8.183	7.668	31.905	74.631	12.397	27.13	59.297	17.495	36.241	9.85	126.164	5.177	24.099	3.502	11.129	3.613	51.942	4.006	11.133	49.185	10.083	7.654	0	69.343	3.067	28.605	19.426	24.123	7.98	3.491	5.184	5.129	0	9.941	20.472	20.094	3.866	0	471.482	7.803	21.188	17.478	6.067	10.764	1.78	40.713	32.779	0	10.566	12.005	310.001	11.695	5.724	11.99	7.385	50.778	26.932	17.117	1.511	4.568	4.862	7.894	7.507
hsa-mir-3607	239.889	239.82	181.24	232.408	547.688	980.724	252.698	115.707	892.266	176.35	433.393	194.385	141.687	105.011	367.581	221.71	1054.138	667.749	328.749	216.424	225.682	395.719	323.706	187.797	113.711	70.888	281.333	59.049	139.959	241.608	719.674	173.565	69.231	515.84	92.321	390.617	317.13	94.017	524.946	315.706	348.806	96.043	172.444	391.013	180.24	140.755	376.741	193.986	486.994	516.756	439.517	116.231	555.85	91.506	232.103	490.336	518.553	290.111	215.06	56.24	272.311	98.964	573.345	521.025	361.528	681.6
hsa-mir-361	1634.695	1873.593	2311.789	2466.472	2390.109	2100.165	1983.614	3187.462	1766.446	2868.578	2238.534	1980.912	2245.022	1996.712	2958.765	2136.541	2010.217	2300.698	2156.735	2107.485	2401.044	2093.97	2645.693	2375.815	2305.919	2327.015	2595.4	1832.059	2403.83	2596.988	2880.706	1729.661	1548.096	2295.357	2246.472	2601.152	2373.006	2181.357	1788.332	2583.634	1686.123	929.868	1748.63	1843.349	2049.272	3025.016	2049.077	3143.818	1750.673	1540.626	2532.628	1809.504	1716.772	1645.247	1956.682	2142.595	1765.478	2109.9	2331.81	1596.105	2648.422	2251.993	3209.362	2127.856	2331.777	2220.454
hsa-mir-3613	32.712	17.986	46.94	18.003	70.104	36.066	28.805	17.907	33.159	37.734	21.471	30.476	20.458	30.219	56.949	37.181	17.511	32.376	32.514	26.933	33.385	74.893	43.466	27.728	8.747	21.739	9.906	23.773	13.281	33.995	6.031	27.93	51.196	22.033	55.392	24.414	14.912	15.922	25.117	20.618	26.195	58.208	49.939	36.597	27.309	13.347	19.571	35.594	26.62	42.42	21.616	29.058	51.623	117.651	48.58	40.066	10.491	16.879	24.891	21.387	49.794	30.218	2.284	56.721	28.417	22.52
hsa-mir-3615	31.803	10.492	1.304	11.457	8.763	4.161	19.64	6.887	7.536	8.471	3.976	11.531	6.819	19.642	3.451	11.705	15.76	2.023	15.655	4.809	25.373	30.362	10.295	11.343	16.401	21.739	5.944	23.006	5.108	0	8.041	13.965	25.598	5.184	5.129	5.549	4.971	3.791	8.791	5.154	4.136	24.738	7.803	12.52	21.847	15.774	7.828	3.559	12.527	11.569	3.603	23.775	3.602	10.271	9.896	7.632	13.488	11.604	11.948	20.595	7.78	5.288	11.421	19.447	18.945	7.507
hsa-mir-362	168.104	331.251	363.784	414.079	223.457	176.17	116.529	896.732	186.894	164.029	62.822	154.849	93.953	189.623	441.787	223.776	553.335	210.442	332.361	149.092	1064.311	128.533	271.089	113.434	341.132	523.626	142.648	605.063	592.529	265.891	430.196	1049.368	338.01	256.624	953.981	648.068	240.581	484.493	124.329	222.927	592.831	14.552	130.308	100.161	415.098	606.702	122.318	317.674	181.644	202.46	395.385	510.711	144.065	36.416	173.627	345.334	191.835	312.265	670.072	201.196	216.293	280.272	258.12	244.712	200.498	337.797
hsa-mir-363	98.136	5.995	9.127	22.913	33.957	23.582	81.178	42.702	67.824	26.953	26.242	51.067	31.065	101.989	37.103	77.117	64.789	24.282	68.64	45.208	24.037	23.278	118.959	158.808	29.521	1089.784	55.474	665.646	12.259	48.565	10.051	17.955	830.189	11.665	8.206	63.253	11.93	43.218	100.468	25.772	71.691	36.38	40.575	31.782	68.819	8.494	15.657	36.484	29.752	69.415	98.171	1019.662	42.019	28.012	31.487	40.066	47.959	28.484	63.722	192.483	51.35	27.952	54.822	108.581	53.677	37.533
hsa-mir-3653	28.169	73.445	28.685	26.187	48.197	56.874	44.517	37.192	27.13	18.482	30.218	30.476	44.703	14.354	45.732	30.296	168.102	50.587	31.309	25.009	66.77	52.628	33.171	40.332	27.334	9.452	101.042	7.669	37.799	36.423	140.718	33.915	6.981	63.508	27.696	43.279	24.853	34.877	40.187	43.812	56.526	14.552	35.893	39.487	39.325	33.975	38.163	40.933	26.62	57.846	67.549	12.328	31.214	15.874	43.182	22.895	40.465	35.868	38.83	28.516	23.341	23.419	79.949	13.775	41.047	42.037
hsa-mir-365a	191.729	77.941	95.184	527.01	216.884	252.464	161.046	27.549	349.672	407.377	88.269	65.069	134.868	49.106	296.826	249.94	82.3	271.146	49.373	128.892	106.832	371.429	101.801	61.759	75.443	86.011	172.366	72.853	50.059	230.681	396.022	121.695	71.558	112.759	16.413	128.726	67.601	20.472	99.212	73.45	6.893	219.734	210.678	97.272	58.988	67.951	24.464	40.043	222.357	233.311	72.052	90.695	123.656	763.798	88.163	135.462	203.824	78.066	29.869	56.24	146.27	51.371	98.222	110.201	700.954	138.122
hsa-mir-365b	182.642	77.941	93.88	515.553	216.884	251.077	157.118	27.549	342.136	401.986	88.269	63.422	133.353	49.106	292.511	240.301	82.3	268.111	48.168	129.854	102.826	367.381	99.514	61.759	74.349	86.956	172.366	72.853	48.015	222.183	387.981	119.7	70.976	106.279	17.438	129.836	67.601	21.23	96.701	74.739	6.893	216.824	208.337	96.309	60.08	67.951	24.464	38.263	220.791	225.599	69.35	90.695	121.255	760.063	89.063	120.199	194.832	77.011	29.869	55.448	140.046	52.126	98.222	108.581	674.116	133.618
hsa-mir-3677	13.63	13.49	28.685	11.457	10.954	12.484	10.475	15.152	7.536	17.712	7.952	9.06	1.515	15.865	6.903	11.705	8.755	7.082	27.697	7.695	9.348	5.06	10.295	15.125	10.934	33.081	7.925	16.104	14.302	12.141	4.021	3.99	18.617	5.184	12.309	18.865	38.771	7.582	15.07	10.309	16.544	11.642	17.947	5.779	14.201	9.707	4.893	29.365	4.698	26.995	16.212	26.416	13.206	48.554	26.989	17.171	11.99	12.659	2.987	8.713	3.112	24.93	22.842	17.827	15.787	6.005
hsa-mir-369	6.361	1.499	7.823	4.91	1.095	8.323	3.928	1.377	0	3.08	7.952	11.531	18.184	2.266	1.726	17.214	7.004	0	3.613	8.657	6.677	8.097	2.288	6.302	2.187	13.232	0	18.405	6.13	0	4.021	5.985	22.689	7.776	5.129	3.329	6.959	1.516	5.023	2.577	0	27.649	5.462	6.742	14.201	2.427	3.914	8.009	1.566	1.928	0.901	12.328	3.602	635.876	16.193	3.816	10.491	7.385	3.983	3.961	3.112	4.533	0	2.431	1.579	6.005
hsa-mir-370	11.813	4.497	2.608	4.91	4.382	11.097	5.237	0	15.072	3.08	11.133	14.002	12.881	6.799	0.863	130.134	10.506	2.023	2.408	5.771	6.677	9.109	4.575	13.864	7.654	10.397	3.962	16.871	13.281	8.499	2.01	7.98	17.453	11.665	3.077	0	1.988	1.516	12.559	1.289	4.136	29.104	7.803	5.779	19.663	6.067	7.828	5.339	4.698	1.928	1.801	12.328	0	575.183	9.896	11.448	7.494	8.44	3.983	3.168	6.224	9.065	15.99	5.672	6.315	6.005
hsa-mir-374a	2122.65	3886.581	4512.747	3751.263	4863.467	2734.099	3028.448	2188.797	2434.138	3922.059	3986.419	2144.821	2176.83	2040.53	3454.05	2151	1633.739	3314.462	3478.955	3393.522	3562.839	2697.163	3238.2	4221.01	1277.057	3355.362	2383.409	2015.341	3043.353	5010.644	653.335	1835.396	4017.137	1827.472	3667.186	3359.081	2472.42	4073.837	2794.268	3422.51	2429.23	2316.665	2701.364	1928.101	1877.771	2105.256	2812.344	3897.515	2364.504	2435.308	4274.485	3199.872	4121.454	3529.531	5099.968	3649.852	2306.512	4018.305	3710.784	4748.709	4568.606	5878.147	392.89	3362.758	2961.689	2535.731
hsa-mir-374b	281.687	505.121	413.332	417.353	501.682	355.114	171.52	373.294	298.427	586.037	206.756	163.909	331.866	193.401	513.405	219.644	386.984	419.872	515.401	206.805	280.433	326.898	177.295	515.495	202.274	357.275	178.31	376.534	172.651	347.236	303.55	253.364	516.032	241.071	228.75	484.942	246.546	310.106	286.334	380.136	310.203	227.01	311.336	233.067	284.014	328.833	397.29	273.182	369.552	339.362	515.172	491.34	402.181	348.284	331.062	314.807	308.734	444.134	420.164	428.532	287.872	267.429	301.52	298.192	285.749	352.81
hsa-mir-375	438.887	12091.418	508.515	93.291	214.694	16522.502	3264.125	2092.375	2410.023	144.006	578.122	566.681	3176.974	1390.824	574.668	915.07	110.317	1249.5	1748.509	298.184	476.737	37.447	395.767	327.699	43.735	51.039	1054.01	465.492	3725.783	1296.673	5389.513	438.899	2026.313	440.667	5207.917	287.414	5462.785	1825	3439.775	239.679	525.276	181.899	149.816	1045.913	90.666	31.549	143.846	11808.226	3319.701	559.176	100.873	353.976	1533.09	84.97	1226.187	1222.977	271.266	169.847	495.833	808.746	322.105	13917.634	13257.749	2040.343	645.699	193.67
hsa-mir-376c	1.817	1.499	0	3.273	2.191	1.387	1.309	0	6.029	3.85	5.567	1.647	7.577	1.511	0.863	5.508	3.502	1.012	3.613	2.886	1.335	4.048	4.575	2.521	6.56	2.836	0	5.368	3.065	2.428	0	1.995	9.308	1.296	0	0	0.994	2.275	0	2.577	1.379	7.276	2.341	0.963	4.369	2.427	1.957	13.348	3.132	0	0.901	8.805	0	566.779	10.795	5.724	2.997	5.275	1.991	1.584	3.112	9.065	2.284	0.81	1.579	0
