	TCGA.N5.A4R8.01A	TCGA.N5.A4RA.01A	TCGA.N5.A4RD.01A	TCGA.N5.A4RF.01A	TCGA.N5.A4RJ.01A	TCGA.N5.A4RM.01A	TCGA.N5.A4RN.01A	TCGA.N5.A4RO.01A	TCGA.N5.A4RS.01A	TCGA.N5.A4RT.01A	TCGA.N5.A4RU.01A	TCGA.N5.A4RV.01A	TCGA.N5.A59E.01A	TCGA.N5.A59F.01A	TCGA.N6.A4V9.01A	TCGA.N6.A4VC.01A	TCGA.N6.A4VD.01A	TCGA.N6.A4VE.01A	TCGA.N6.A4VF.01A	TCGA.N6.A4VG.01A	TCGA.N7.A4Y0.01A	TCGA.N7.A4Y5.01A	TCGA.N7.A4Y8.01A	TCGA.N7.A59B.01A	TCGA.N8.A4PI.01A	TCGA.N8.A4PL.01A	TCGA.N8.A4PM.01A	TCGA.N8.A4PN.01A	TCGA.N8.A4PO.01A	TCGA.N8.A4PP.01A	TCGA.N8.A4PQ.01A	TCGA.N8.A56S.01A	TCGA.N9.A4PZ.01A	TCGA.N9.A4Q1.01A	TCGA.N9.A4Q3.01A	TCGA.N9.A4Q4.01A	TCGA.N9.A4Q7.01A	TCGA.N9.A4Q8.01A	TCGA.NA.A4QV.01A	TCGA.NA.A4QW.01A	TCGA.NA.A4QX.01A	TCGA.NA.A4QY.01A	TCGA.NA.A4R0.01A	TCGA.NA.A4R1.01A	TCGA.NA.A5I1.01A	TCGA.ND.A4W6.01A	TCGA.ND.A4WA.01A	TCGA.ND.A4WC.01A	TCGA.ND.A4WF.01A	TCGA.NF.A4WU.01A	TCGA.NF.A4WX.01A	TCGA.NF.A4X2.01A	TCGA.NF.A5CP.01A	TCGA.NG.A4VU.01A	TCGA.NG.A4VW.01A	TCGA.QM.A5NM.01A	TCGA.QN.A5NN.01A
hsa-mir-20b	751.95	669.94	546.361	68.175	560.792	632.511	133.592	84.879	1011.634	3584.423	1061.891	2230.939	250.647	886.18	291.925	385.219	43.459	529.65	4739.22	2375.896	486.665	557.379	1167.292	428.319	296.309	1013.138	342.249	1327.353	1139.612	790.349	391.325	432.5	675.271	35.706	624.628	114.431	121.325	2459.559	18.247	449.127	2593.973	751.675	421.256	23.401	295.824	168.721	599.176	15.363	1041.132	676.256	346.321	844.84	1701.726	2122.921	1656.851	4928.963	2264.023
hsa-mir-21	77116.462	222195.016	277074.176	432028.387	417521.318	352459.591	218349.593	147599.925	506686.334	205702.318	524570.44	890162.256	180834.479	457105.399	3232307.909	1014402.434	654610.338	389087.762	905570.499	1005394.95	1621125.308	159802.572	118488.349	1268390.523	377640.91	868961.176	156984.009	103442.567	477805.963	521489.862	376536.429	651459.906	1036933.549	439106.092	416608.189	164193.756	1389947.698	1041147.724	251976.877	659209.338	496044.84	431311.817	1652925.622	258970.594	228972.797	820641.86	361331.756	1761109.059	222459.433	306484.751	184423.629	1365797.713	654412.065	418973.317	262963.006	284951.437	1094530.829
hsa-mir-210	5517.766	8708.523	4220.025	11570.372	3915.119	7773.954	4277.026	18379.736	7879.267	7265.072	1853.355	7270.125	5008.66	1651.076	4999.733	9708.656	14846.568	6388.14	5670.282	4235.992	13348.522	2401.649	5043.194	8330.457	15643.094	5793.741	8756.592	4205.717	4303.525	25872.481	1068.66	2732.545	4840.719	3780.672	3615.988	1179.454	3993.021	9262.192	3175.022	4657.221	8939.588	971.756	3913.914	24859.166	3660.407	1356.645	4112.731	22820.095	21203.46	6022.094	4053.785	13153.282	3129.756	6005.031	5563.159	9350.05	2446.101
hsa-mir-212	121.857	22.448	26.503	100.736	51.387	5.709	12.524	207.609	11.878	13.927	56.259	17.46	48.201	21.831	6.853	24.165	19.556	13.381	26.268	84.749	208.571	13.661	32.881	8.017	25.642	37.482	29.719	15.281	25.643	19.835	45.451	28.273	3.826	38.682	21.084	33.338	30.331	24.002	6.082	30.23	46.439	123.33	27.922	37.269	13.295	50.616	8.301	71.055	48.975	5.003	57.016	16.994	26.339	9.681	16.844	7.21	33.105
hsa-mir-214	3312.443	867.064	548.909	2200.925	1302.557	2016.273	3849.115	1510.616	386.704	2913.372	1882.763	1217.695	2668.215	511.009	908.668	491.829	6.519	842.98	1376.891	805.847	1420.267	543.718	635.023	35.502	259.27	1675.312	450.58	949.499	316.014	698.803	1923.367	385.888	1747.48	1579.396	840.744	1638.982	189.124	88.428	958.81	769.931	613.664	1521.425	735.68	1264.54	1328.715	1229.791	271.667	211.244	1147.525	110.903	823.568	1315.814	516.473	710.867	483.886	764.218	1695.718
hsa-mir-215	8.173	8.418	11.213	5.088	7979.931	2.283	8.349	19.499	11.218	13.927	8.311	8.448	2901.724	15.363	13.705	12.793	4.346	11.151	29.917	10.959	19.864	8.197	4.11	37.793	8.547	9.086	8.628	11.113	6.788	9.155	7.76	276.617	31.564	9.522	6.15	156.78	378.249	3.79	32.071	12.339	11.057	13.821	27.922	19.068	72.294	9.373	6.037	0	10.977	17.511	144.3	13.352	17.178	6.915	18.375	10.414	2.759
hsa-mir-217	86.192	132.585	180.421	114.981	106.498	65.078	110.631	41.292	95.026	282.348	16.622	53.506	93.189	222.353	8.223	72.495	1022.365	361.277	213.794	71.598	79.455	5.465	197.289	152.317	2001.507	89.729	132.298	118.08	108.606	70.185	203.977	322.465	245.814	190.432	108.936	342.393	228.377	10.106	183.025	64.778	107.253	830.352	236.729	23.401	789.418	325.57	1586.231	97.94	13.51	429.435	150.636	12.139	1197.85	196.387	561.982	31.242	17.472
hsa-mir-218-1	3342.907	109.435	565.728	1830.543	665.801	163.266	386.164	2344.495	403.862	412.759	381.028	2141.95	671.606	523.946	172.688	598.44	168.402	408.109	556.74	1448.04	19.864	101.093	1198.118	539.407	1220.848	382.766	807.209	550.112	286.6	486.721	518.81	579.978	184.6	801.6	533.262	1320.016	180.203	141.485	331.768	169.656	339.45	1078.075	202.737	39.869	1042.863	794.865	187.148	236.209	634.981	491.14	1215.643	202.713	178.647	134.152	102.596	482.242	349.443
hsa-mir-219a-1	181.3	42.09	104.481	84.455	45.429	67.361	68.883	125.024	27.716	96.226	37.719	77.162	86.763	87.324	30.152	38.38	54.323	360.162	15.323	69.407	49.66	12.295	201.399	14.888	31.34	114.716	47.934	71.542	67.125	114.433	55.428	99.337	37.303	79.148	91.366	63.973	37.468	50.53	21.012	61.076	45.334	66.981	29.136	4.334	70.632	46.242	74.708	88.338	70.929	45.862	153.451	18.208	6.871	20.745	26.032	35.247	22.99
hsa-mir-22	124142.301	78911.258	97643.113	128310.958	147592.606	69529.45	98263.057	36625.272	83510.987	140415.43	159176.922	73524.686	233100.853	91931.442	108953.876	108978.595	179145.329	33656.764	361532.092	130293.649	287941.714	201709.849	78714.111	147553.534	363428.074	161038.963	74714.801	112258.944	127353.732	172352.5	129118.317	154179.44	235900.183	122484.742	55426.698	132961.189	138934.999	106788.075	163075.152	268773.919	257686.794	155410.767	462451.237	99065.71	147858.841	199369.261	141185.166	235717.384	82534.834	59510.501	61984.404	185363.446	209567.65	205025.758	99510.566	96143.223	353242.716
hsa-mir-221	133.746	155.033	813.425	1716.579	838.582	252.32	363.203	534.508	546.401	407.695	202.661	292.878	545.211	1330.078	664.712	1039.096	286.827	1659.199	816.503	606.394	1032.921	195.356	861.083	209.578	270.666	392.988	700.796	108.355	590.547	518.762	334.788	712.173	2747.952	331.471	702.816	127.947	835.002	2323.128	490.464	690.347	330.604	726.159	705.33	818.18	577.522	1022.951	1228.537	1334.677	101.327	920.575	993.209	753.801	297.745	242.027	421.103	144.192	3712.372
hsa-mir-222	37.895	37.881	297.644	850.658	321.729	70.786	169.077	225.962	272.541	175.993	77.996	70.403	164.956	529.606	249.438	362.475	126.03	514.04	269.979	196.53	437.005	51.913	382.247	85.893	112.54	136.297	295.274	50.705	199.866	183.092	123.051	284.258	942.128	117.83	274.098	49.557	349.702	867.857	188.555	228.265	91.773	287.061	328.992	292.084	226.854	318.071	429.384	505.065	39.686	446.946	397.002	370.224	107.646	69.151	107.19	36.048	1086.032
hsa-mir-223	1114.55	3355.314	829.225	688.87	468.444	200.942	738.93	3663.559	298.937	315.267	791.464	765.988	378.113	627.441	478.319	2616.931	3323.502	283.224	1411.186	3014.437	2915.023	106.558	367.861	219.886	1366.153	1025.632	369.092	582.063	401.24	13167.395	589.759	207.08	335.723	926.571	364.586	167.592	1432.706	749.111	363.839	122.153	1197.474	1232.237	916.565	115.273	550.1	3101.973	193.94	2874.836	428.105	6473.21	184.423	394.501	651.603	410.754	62934.289	376.501	1094.308
hsa-mir-224	117.399	305.858	154.428	440.592	295.663	126.731	79.32	29.822	640.108	709.035	329.244	286.682	235.651	102.687	594.815	166.312	756.181	740.395	35.754	158.539	54.626	237.706	141.801	509.631	411.698	101.087	249.257	213.932	394.452	596.576	994.386	202.496	1365.846	50.584	54.468	104.52	262.276	2419.135	360.521	99.943	162.538	13.821	237.943	32.935	1537.288	515.537	92.065	737.433	348.733	102.564	180.903	444.269	262.244	485.437	13.782	40.053	39.542
hsa-mir-2355	137.461	218.169	306.818	376.487	413.333	287.713	200.388	200.727	531.883	496.324	265.952	265.28	234.58	193.245	342.635	123.668	195.564	128.231	278.735	220.64	556.188	107.924	351.421	314.94	277.789	352.1	192.695	186.149	142.546	141.897	264.948	389.709	307.985	264.225	115.965	340.591	626.251	40.424	472.77	133.257	132.684	355.106	468.601	108.34	251.783	179.345	217.333	249.652	87.816	601.209	192.87	518.314	884.073	232.346	316.976	107.343	355.88
hsa-mir-23a	2320.493	4717.643	3064.614	5962.746	7173.373	4572.578	14302.676	7158.508	3130.59	5439.308	10351.042	10173.556	9145.41	6339.904	7577.72	8641.13	10916.818	9718.803	6445.923	7918.923	20986.18	9549.22	3908.784	30111.727	7520.253	4777.195	21980.637	4664.143	10696.214	13027.024	6876.451	6609	7126.694	5089.298	4245.008	10022.209	11847.032	9958.246	13073.328	6921.979	7172.678	6305.781	15302.383	9588.486	4787.198	7983.019	10290.884	14614.232	7901.795	3451.322	7918.923	13035.539	8810.955	7939.863	9625.659	7796.782	13875.645
hsa-mir-23b	1134.612	978.604	1337.87	2319.976	4082.686	1621.239	2352.469	1596.642	4014.203	1763.723	2662.719	1645.184	4710.883	2692.499	2719.153	5587.808	2615.125	2658.287	3443.323	6141.385	1355.709	3851.109	1006.995	1658.304	1961.619	4987.319	1505.129	3941.079	4352.549	2349.686	1676.156	8170.127	1807.738	1222.931	3309.384	1941.73	1880.538	2451.98	10695.102	2895.263	2937.846	1655.387	6690.316	1671.896	4604.385	1337.898	3290.94	6056.937	1366.222	3509.692	2462.257	5249.903	2965.996	2099.41	1866.637	2247.793	9783.484
hsa-mir-24-1	1257.212	1919.327	1096.289	2085.943	1978.785	939.633	2642.613	3085.465	2231.799	1507.965	5425.171	2237.698	2512.899	2142.679	2297.026	3644.655	1865.463	3531.373	1873.798	3233.615	5070.253	4387.996	1000.83	5837.275	2518.622	2128.498	4498.131	1988.599	4750.772	4143.991	1516.522	1898.875	2248.672	2979.667	1304.602	3626.665	2233.808	2487.351	3446.519	1707.051	1400.922	2834.465	2613.727	2654.753	5190.216	2531.445	3275.847	4042.439	1526.656	2020.429	2103.266	2551.513	3519.114	2853.15	2073.36	1747.928	5814.547
hsa-mir-24-2	1283.962	2039.986	1150.313	2200.925	1899.842	1044.671	2778.293	2952.411	2184.286	1563.674	5376.584	2215.169	2548.247	2157.233	2242.205	3576.424	1806.794	3577.091	1921.227	3331.515	5338.415	4398.925	1000.83	6341.18	2683.871	2239.807	4906.529	2003.88	4903.877	4038.713	1615.185	1820.933	2437.098	3121.896	1367.855	3853.726	2517.494	2608.623	3018.538	1741.6	1496.013	2932.279	2755.764	2785.627	5292.425	2633.928	3341.5	3921.454	1621.227	1842.818	2175.064	2604.923	3495.065	2855.916	2012.109	1760.745	5828.341
hsa-mir-25	44790.052	63398.105	70883.162	37523.578	41155.294	71803.752	71302.555	96407.589	40006.085	54355.095	33460.762	71887.388	51802.57	47853.704	65557.074	51575.279	63123.718	68717.381	47597.97	141959.796	84044.04	23863.486	2364816.272	62592.951	63773.282	67944.985	45652.388	36037.191	97638.59	86711.032	29067.779	79580.035	122455.566	138007.934	31964.068	85796.526	88053.424	80096.741	87778.137	58685.059	30345.947	42881.651	45204.246	103424.428	47570.335	35843.287	93992.893	48718.588	44495.94	32747.119	79319.455	71761.619	32124.369	70912.475	66385.805	135388.281	38574.827
hsa-mir-26a-2	2409.657	4983.514	1988.712	2674.078	2844.177	2523.196	5658.867	7327.119	3013.127	1364.892	2575.134	3405.266	4928.324	4160.84	8445.272	3530.937	3673.344	6555.397	2382.379	3942.293	1718.225	3416.681	2174.287	6050.289	1941.675	3498.279	1595.245	3940.385	4793.762	10517.132	3193.786	3242.987	3988.5	6033.722	2856.068	2936.472	4060.82	2465.876	4029.325	3429.526	2633.778	2444.274	3170.95	1808.838	9388.259	5525.312	4913.393	3045.752	1948.851	1785.282	3853.172	1615.635	2360.2	2468.674	5318.153	2620.289	2124.246
hsa-mir-26b	1422.166	6672.045	1677.817	2710.709	3180.057	2297.135	2444.313	7676.958	4200.296	997.713	1855.912	1940.878	2821.388	4143.86	6662.198	4875.65	4654.424	7580.131	2127.724	2035.439	5065.287	2960.395	2301.702	6116.713	3222.355	4886.233	2710.191	2101.816	3201.624	7094.83	2044.201	1794.952	2635.088	4144.874	2474.791	2421.08	3106.278	2119.743	7824.201	1495.444	1262.71	3339.48	2838.316	6114.686	9020.971	5077.887	4602.486	4374.668	1543.544	3644.776	2463.665	1508.816	4306.992	2494.951	6873.939	2544.989	1721.466
hsa-mir-27a	1000.123	3844.265	1011.175	2363.73	2098.688	968.176	4644.404	6325.777	1550.117	1200.294	3071.238	2267.549	3657.95	2736.161	4337.761	4756.246	3989.506	9086.568	1724.215	2511.056	6922.559	3084.712	1270.046	13409.585	3604.137	2058.078	8347.235	1212.747	5228.188	7418.294	2406.703	1638.305	2180.763	2602.969	1311.63	3562.691	5621.988	2595.991	3405.048	1791.571	1418.614	1998.798	4757.639	2852.364	2984.831	4581.097	3553.551	6585.046	1852.59	1488.43	2778.31	3300.459	3577.518	2377.395	4785.266	1836.045	4018.594
hsa-mir-27b	1535.85	2166.959	1737.957	3690.594	4242.061	1380.336	2385.867	4054.691	6039.451	1882.74	2322.607	2101.961	7203.43	3563.316	4513.191	8426.488	3016.032	6069.234	4826.051	7260.657	2572.371	4491.822	1165.237	2781.782	3065.653	7968.807	2056.371	3730.62	6219.22	4635.289	2251.503	7106.452	2640.827	2325.652	3110.839	2111.124	3166.94	2425.451	11960.798	2462.176	1832.146	2470.854	6097.887	2134.723	9068.337	2522.697	4542.116	7599.017	1148.369	5772.772	2973.996	5786.425	4034.442	1980.471	4083.938	2460.076	10507.199
hsa-mir-28	4817.085	11955.103	16010.61	13707.192	21047.208	15136.89	29732.533	11012.472	11463.211	23965.368	8825.652	16485.07	32154.612	10820.125	13975.404	16929.735	14686.857	17240.952	15176.45	14047.157	14644.639	14349.786	8111.446	42652.077	9704.103	10760.616	12177.166	14509.896	20092.169	15939.719	14943.505	22405.955	23676.579	24915.066	17973.638	6449.607	16951.604	5557.063	28427.009	8257.638	13319.267	7735.772	22439.448	4342.25	11587.827	8632.909	21295.648	22470.582	11628.93	14509.896	15233.897	16045.888	22479.729	13369.561	15248.538	16487.555	22542.751
hsa-mir-296	233.312	171.87	36.186	1.018	3.724	11.417	10.437	10.323	3.959	146.871	0.639	1.126	145.675	138.263	16.446	100.925	0	5.575	2.919	2.192	9.932	337.433	4.11	8.017	4.274	3.407	47.934	153.503	9.051	1.526	13.303	28.273	306.072	218.402	119.479	371.226	1.784	192.015	11.612	36.399	186.863	3.19	72.84	185.477	79.773	25.621	39.241	9.602	9.288	5.837	281.562	3.642	0	87.13	3.063	4.005	0
hsa-mir-29a	936.222	5256.401	3480.501	4639.952	3302.195	6749.834	9510.069	5051.445	6121.279	1576.336	4756.454	7836.731	4163.529	5847.492	8267.102	25654.732	4848.901	4766.852	9478.441	4634.897	59715.763	1926.237	5404.89	8076.214	5770.893	2845.191	2113.892	1510.029	7272.852	19975.38	3145.009	7043.029	13850.713	4084.769	5646.247	3054.508	21344.284	12410.226	6322.397	3998.955	2461.289	4540.885	14225.571	4942.018	3085.378	6870.083	34752.958	20327.417	2338.114	36640.384	1135.398	5754.865	12938.155	3494.867	8766.608	3062.478	13794.722
hsa-mir-29b-1	123.344	564.714	243.62	354.102	334.39	772.943	859.997	342.957	477.771	178.525	466.056	627.434	378.113	555.479	576.998	1965.896	676.869	287.684	573.522	400.366	8119.357	265.028	600.087	810.828	478.652	237.383	325.952	203.514	545.294	2689.932	416.822	453.896	1135.336	451.681	560.496	373.929	2976.032	1567.701	559.029	297.978	272.002	385.938	1255.269	522.63	193.615	1271.034	1739.421	3662.2	282.026	2805.085	57.016	792.644	1047.833	313.943	554.325	339.652	692.449
hsa-mir-29b-2	146.378	556.998	337.908	382.593	399.183	865.422	882.959	388.837	653.966	222.839	489.071	655.595	399.536	636.335	619.484	1968.739	830.061	334.516	602.709	428.129	7553.237	230.875	581.591	982.614	558.428	286.223	361.423	271.583	635.799	2747.912	447.862	521.904	1252.026	471.319	601.786	363.117	3074.162	1639.706	620.407	309.7	320.653	418.897	1340.248	578.1	214.389	1246.663	1846.579	3762.061	330.156	2924.326	78.133	713.744	1095.93	401.073	678.359	370.894	707.162
hsa-mir-29c	341.052	645.388	1619.715	270.664	886.245	641.645	978.978	498.951	810.363	434.284	300.475	613.917	518.433	1370.506	685.27	970.866	962.61	1113.938	786.587	1217.902	739.929	218.58	587.756	1473.921	819.122	423.655	313.489	565.393	1911.17	921.565	591.976	599.082	1340.978	1583.562	542.925	457.726	3338.222	1056.082	662.984	486.76	346.084	670.873	1733.582	1803.637	615.746	1135.432	1652.639	1507.513	293.847	517.823	164.714	775.65	1461.24	648.632	1298.53	826.701	537.039
hsa-mir-301a	434.675	453.876	151.37	630.871	424.504	326.531	398.688	356.721	308.176	158.267	501.218	731.631	333.125	263.59	712.681	842.933	340.064	849.671	227.658	464.659	412.175	1236.344	164.407	539.407	219.382	439.557	345.125	884.902	727.059	752.205	836.969	388.18	232.423	980.725	420.811	1209.189	164.146	438.35	199.061	479.973	128.261	400.823	95.905	597.168	752.856	417.429	666.338	399.443	644.269	517.823	583.537	433.345	301.18	367.881	199.067	107.343	162.767
hsa-mir-3065	269.721	192.915	2350.064	423.294	292.684	373.342	281.795	258.078	1233.363	131.678	467.334	693.895	790.503	2319.753	846.994	750.537	582.346	137.152	107.991	121.279	104.285	2296.458	998.774	129.412	396.028	605.384	678.746	487.599	728.567	715.586	192.891	560.111	2926.813	676.629	652.74	243.279	476.379	48.004	591.1	289.341	126.05	325.336	354.486	548.632	72.294	313.697	435.421	241.97	2154.037	1301.646	240.031	342.306	138.566	546.289	169.973	39.252	1048.329
hsa-mir-3074	40.867	99.614	43.831	29.508	54.366	102.755	33.398	135.348	7.919	132.944	67.127	41.679	25.707	29.108	8.223	31.272	142.327	78.054	85.372	79.635	84.421	12.295	6.165	246.226	143.881	20.444	69.025	79.183	71.65	218.185	83.143	25.216	31.564	41.062	25.477	81.994	19.626	69.479	7.188	19.742	64.131	68.044	43.704	130.007	58.999	33.744	37.731	34.567	199.276	13.342	48.569	65.548	22.903	65.001	93.408	108.144	13.794
hsa-mir-30a	122810.785	49487.197	80111.663	51941.008	138600.568	61202.905	126995.738	108758.624	102149.346	62676.122	87447.799	65396.768	73720.278	201456.3	38505.342	206544.19	225113.737	38479.369	104858.258	814572.934	27094.321	22329.327	23715.755	90684.48	106903.264	304668.309	70038.356	30044.305	137340.234	133182.934	120499.195	372042.623	100569.508	47400.337	147446.386	68452.509	353664.242	82121.74	31993.518	107689.218	114173.517	33481.986	378100.57	18422.929	47625.178	130304.742	143712.42	195552.251	73640.037	50098.79	34938.29	19241.956	18473.917	39482.181	202204.674	121782.964	51037.067
hsa-mir-30b	2484.704	2677.657	919.435	1868.191	1323.41	1908.952	1717.908	1008.224	1868.191	344.388	3227.868	585.192	1493.172	2258.303	2475.197	2021.334	2770.49	3310.593	1514.799	2362.745	3421.552	4015.044	1249.496	2626.029	1668.16	1868.399	1218.484	1262.757	3651.888	1913.316	2341.297	1101.882	1777.13	3134.393	867.978	1254.24	967.032	2703.368	1235.837	2111.759	1021.667	1341.746	1488.356	2243.929	2847.722	2412.715	1542.463	1296.269	1819.659	2043.776	2521.385	1070.616	6327.076	3530.826	5236.995	2857.405	2708.183
hsa-mir-30c-2	2787.861	2199.228	1726.235	2429.87	2846.411	2153.279	5612.944	3124.463	2702.311	1586.465	3250.244	1535.918	2923.147	3509.951	2240.834	4169.178	4477.329	2046.123	2580.121	7958.375	1430.199	2829.247	2299.647	4989.799	2739.429	4657.936	2479.149	1845.514	5106.76	3571.827	2934.381	4557.299	2406.491	2955.863	3671.335	2128.244	4269.57	3316.047	2726.029	4034.737	3322.63	1986.039	4097.227	1777.636	2679.036	2971.995	3473.56	2598.299	2303.494	2597.456	2405.945	945.589	1491.014	3230.712	3904.777	3025.629	1263.512
hsa-mir-30d	30268.951	27422.658	17920.834	16618.355	20230.969	23638.118	17273.007	13579.487	19378.772	8851.537	56352.478	13610.927	13890.57	37064.304	35839.64	30489.159	53476.98	22344.55	22709.585	45714.814	15841.437	62274.847	11670.864	24035.098	36559.91	39274.998	15505.706	18409.994	40760.555	26676.562	36103.864	23230.456	33969.205	26875.922	16630.382	15414.902	19194.333	70143.547	12594.476	28418.982	27527.517	22030.364	22978.461	27508.719	35148.218	27577.816	22469.097	21241.527	33447.95	24253.481	31564.476	10525.296	77214.378	53663.569	61612.79	50407.922	52225.173
hsa-mir-30e	54490.353	59022.798	40948.509	58316.872	63239.186	74645.486	167540.86	87693.731	63331.09	60328.711	89094.018	50919.599	52273.872	72184.835	71207.814	97834.252	112589.462	61446.119	67099.916	68090.028	55261.29	93391.096	88545.668	227481.944	81598.802	86538.112	69429.593	76339.138	95069.749	128745.995	58199.854	77682.689	61321.518	89265.051	100440.301	78391.823	106430.597	98069.082	94479.302	104326.321	71628.377	67583.812	86648.756	80762.389	64574.4	57088.428	91587.134	66626.303	72999.145	89400.002	85582.092	48526.096	48966.416	107092.027	94244.476	72538.191	33837.116
hsa-mir-31	8.916	14.732	119.771	76.315	28.3	3.425	22.961	285.606	95.686	297.541	199.464	12.391	85.691	32.342	278.22	335.467	7.605	111.505	8.026	67.215	9.932	1.366	221.95	1763.666	85.474	18.173	126.546	2.778	56.566	53.402	77.6	62.659	262.074	15.473	22.842	100.015	90.994	401.715	213.991	38.867	12.163	8.506	213.663	10.401	35.732	25.621	40.75	1232.896	210.253	168.439	30.972	387.218	202.695	2.766	21.438	5.607	135.179
hsa-mir-3127	20.062	28.06	60.14	53.929	84.156	59.369	14.612	71.115	110.864	84.831	34.523	23.656	62.126	40.428	39.746	81.024	45.632	18.956	20.431	48.219	74.49	34.153	242.501	72.15	32.765	46.568	92.033	31.951	60.337	131.216	24.389	40.499	82.257	42.252	76.431	55.864	17.842	39.161	68.012	47.504	28.748	86.118	42.49	108.34	24.929	32.494	49.051	19.204	70.929	155.097	41.53	46.126	53.823	85.747	18.375	112.95	36.783
hsa-mir-3130-2	0.743	4.209	6.626	3.053	1.489	1.142	12.524	2.294	3.3	2.532	7.672	0.563	2.142	4.851	6.853	4.264	2.173	1.115	2.919	0.731	4.966	1.366	0	2.29	1.425	5.679	8.628	1.389	2.263	1.526	2.217	3.821	3.826	1.785	7.028	0.901	0	1.263	9.4	5.552	1.106	1.063	0	7.8	0	2.5	1.509	1.92	0	8.339	3.52	0	4.581	1.383	0	4.806	0
hsa-mir-32	75.046	124.868	128.945	82.42	130.33	123.305	127.33	103.231	138.58	56.976	94.618	147.565	183.165	125.327	69.898	140.726	140.154	97.01	60.563	290.777	203.605	142.077	71.928	223.321	102.568	139.704	130.381	55.567	128.216	88.495	48.777	54.254	93.735	169.604	72.039	100.015	189.124	60.636	32.071	45.036	37.594	69.107	186.955	65.87	116.335	90.61	101.12	103.702	62.485	215.134	109.809	149.304	131.695	87.13	105.659	100.133	60.693
hsa-mir-3200	55.728	48.404	119.771	114.981	86.39	369.916	43.835	110.113	32.335	283.614	247.412	141.37	72.838	97.027	23.299	190.477	174.921	74.709	27.728	190.685	89.387	43.716	51.377	193.545	79.775	59.062	112.166	184.76	46.007	588.947	78.708	19.103	130.081	35.111	130.021	103.619	12.489	218.543	29.306	235.668	37.594	216.891	40.062	144.742	175.334	24.996	110.931	155.552	435.705	132.583	71.094	41.271	137.421	233.729	49.001	109.746	96.557
hsa-mir-320a	3611.885	8193.616	2871.452	6419.618	1641.416	3416.019	5978.235	4612.139	5842.8	1333.238	991.567	2530.576	3067.751	4093.73	4824.303	2096.672	2722.686	10931.981	5185.05	2341.558	9887.242	4112.039	4843.85	11287.46	6883.474	2752.055	4976.513	4937.115	2276.207	2239.83	4837.794	8849.443	3263.492	3947.896	2224.412	4739.443	1673.572	1496.958	3765.017	4912.014	2680.218	2029.63	2939.077	12347.245	2947.438	1992.162	2328.032	3397.185	4277.676	2624.139	7994.241	6387.281	2359.055	9593.943	8354.692	12519.07	4471.031
hsa-mir-320b-1	31.207	32.269	8.664	14.245	5.958	5.709	29.223	26.381	27.716	11.395	1.279	11.828	10.711	15.363	15.076	9.95	3.259	30.106	21.89	13.151	24.83	12.295	36.992	38.938	24.218	13.63	27.802	13.197	9.051	9.155	7.76	42.792	13.391	17.853	12.299	26.13	12.489	1.263	8.847	14.189	2.211	7.442	10.926	42.469	13.295	5.624	9.056	3.841	12.666	13.342	28.86	19.422	6.871	26.277	30.626	42.457	11.035
hsa-mir-323b	5.201	651.701	7.645	1.018	8.192	454.404	148.203	275.283	120.103	2.532	1138.608	217.405	9.64	193.245	561.922	31.272	2.173	33.452	0.73	8.767	0	280.056	139.746	11.452	168.098	226.025	0	284.78	39.973	3.052	4.434	10.698	2.869	116.045	247.743	16.219	3.568	27.792	402.545	168.422	102.83	42.528	46.132	2.6	398.864	262.455	108.667	13.443	13.51	1098.186	204.132	6.069	3.436	52.554	1.531	6.409	0.92
hsa-mir-324	659.814	495.966	351.159	639.011	250.234	506.923	185.776	980.696	401.882	473.534	441.762	392.569	414.532	342.02	197.358	751.959	504.121	551.951	340.027	351.416	581.018	400.275	421.294	233.628	767.838	701.927	325.952	351.46	307.718	782.72	448.97	417.217	344.331	299.931	156.377	350.503	458.537	727.635	453.97	212.225	215.612	348.726	212.449	352.754	392.216	383.06	362.977	539.632	606.272	401.084	534.263	402.998	446.617	460.542	323.101	181.041	446
hsa-mir-326	7.43	3.508	4.587	7.123	22.342	5.709	2.087	5.735	4.619	7.597	7.672	18.586	5.356	8.086	1.371	8.529	3.259	14.496	5.108	3.653	4.966	5.465	12.331	3.436	1.425	14.765	6.711	25.7	0.754	7.629	5.543	9.934	7.652	2.38	14.935	9.01	17.842	6.316	4.424	6.169	4.423	5.316	3.642	9.534	6.648	3.749	0.755	7.682	9.288	5.837	17.598	2.428	8.016	6.915	3.063	0	7.357
hsa-mir-328	190.96	276.394	182.46	230.98	203.315	550.308	210.825	161.729	271.881	278.549	181.564	124.473	199.232	129.369	98.679	237.386	521.504	258.692	175.851	178.996	139.047	214.482	92.479	188.964	317.677	114.716	115.042	416.751	87.488	491.298	208.411	372.898	328.071	244.586	246.864	202.733	53.526	310.761	1941.397	264.664	337.239	149.91	281.646	450.693	909.908	136.852	527.486	217.005	485.524	594.538	386.443	174.794	155.743	326.39	251.131	247.53	120.466
