	TCGA.N5.A4R8.01A	TCGA.N5.A4RA.01A	TCGA.N5.A4RD.01A	TCGA.N5.A4RF.01A	TCGA.N5.A4RJ.01A	TCGA.N5.A4RM.01A	TCGA.N5.A4RN.01A	TCGA.N5.A4RO.01A	TCGA.N5.A4RS.01A	TCGA.N5.A4RT.01A	TCGA.N5.A4RU.01A	TCGA.N5.A4RV.01A	TCGA.N5.A59E.01A	TCGA.N5.A59F.01A	TCGA.N6.A4V9.01A	TCGA.N6.A4VC.01A	TCGA.N6.A4VD.01A	TCGA.N6.A4VE.01A	TCGA.N6.A4VF.01A	TCGA.N6.A4VG.01A	TCGA.N7.A4Y0.01A	TCGA.N7.A4Y5.01A	TCGA.N7.A4Y8.01A	TCGA.N7.A59B.01A	TCGA.N8.A4PI.01A	TCGA.N8.A4PL.01A	TCGA.N8.A4PM.01A	TCGA.N8.A4PN.01A	TCGA.N8.A4PO.01A	TCGA.N8.A4PP.01A	TCGA.N8.A4PQ.01A	TCGA.N8.A56S.01A	TCGA.N9.A4PZ.01A	TCGA.N9.A4Q1.01A	TCGA.N9.A4Q3.01A	TCGA.N9.A4Q4.01A	TCGA.N9.A4Q7.01A	TCGA.N9.A4Q8.01A	TCGA.NA.A4QV.01A	TCGA.NA.A4QW.01A	TCGA.NA.A4QX.01A	TCGA.NA.A4QY.01A	TCGA.NA.A4R0.01A	TCGA.NA.A4R1.01A	TCGA.NA.A5I1.01A	TCGA.ND.A4W6.01A	TCGA.ND.A4WA.01A	TCGA.ND.A4WC.01A	TCGA.ND.A4WF.01A	TCGA.NF.A4WU.01A	TCGA.NF.A4WX.01A	TCGA.NF.A4X2.01A	TCGA.NF.A5CP.01A	TCGA.NG.A4VU.01A	TCGA.NG.A4VW.01A	TCGA.QM.A5NM.01A	TCGA.QN.A5NN.01A
hsa-mir-4662a	506.006	411.785	78.998	45.789	94.582	194.092	409.125	71.115	130.661	135.476	143.205	284.429	67.482	65.493	134.313	142.147	173.835	81.399	74.427	67.215	69.524	338.799	43.157	306.924	71.228	69.284	14.38	156.282	451.018	67.134	48.777	134.488	137.732	414.19	66.768	143.265	33.9	48.004	306.333	236.902	634.672	75.487	89.835	412.557	209.404	133.102	12.829	24.965	136.791	137.586	91.508	262.192	490.134	421.818	218.974	144.993	83.682
hsa-mir-4677	62.415	37.18	72.882	82.42	85.646	159.84	31.311	18.352	46.853	253.227	35.801	49.564	76.051	45.279	71.268	54.016	63.015	31.221	106.532	49.68	84.421	38.252	90.424	69.859	54.133	46.568	45.058	20.143	48.269	41.196	46.56	67.244	104.256	51.179	53.59	45.953	76.72	56.847	39.812	39.484	37.594	52.096	88.621	37.269	30.746	41.243	43.769	69.134	37.998	137.586	38.715	160.228	53.823	59.469	143.941	72.096	66.21
hsa-mir-4746	26.006	9.821	36.186	32.561	26.811	20.551	22.961	11.47	7.919	56.976	15.983	51.817	53.557	12.937	17.817	12.793	20.643	20.071	25.539	24.84	34.762	19.126	67.818	14.888	55.558	26.124	17.256	16.67	20.364	54.928	18.846	6.877	31.564	21.424	13.178	16.219	19.626	27.792	6.635	28.996	27.643	30.833	7.284	5.2	5.817	9.998	31.694	21.124	24.487	20.012	16.19	69.189	10.307	52.554	32.157	47.263	30.346
hsa-mir-4772	7.43	18.239	6.116	2.035	8.192	1.142	12.524	4.588	1.32	5.065	5.114	2.253	1.071	12.937	2.741	11.372	33.68	1.115	18.971	23.379	14.898	1.366	8.22	10.307	4.274	3.407	2.876	2.778	4.525	64.082	8.869	4.585	0	0	1.757	3.604	60.663	2.527	8.847	0	3.317	1.063	31.564	0	0.831	11.873	3.773	28.806	5.911	52.533	4.223	4.855	5.726	0	278.694	6.409	6.437
hsa-mir-484	360.371	458.085	203.866	324.593	386.522	343.657	279.708	293.635	356.349	274.751	333.08	384.12	435.955	303.209	263.144	341.153	441.105	395.844	259.034	799.271	228.435	407.106	287.713	222.176	589.768	436.149	355.671	542.471	438.951	396.7	460.056	401.935	387.372	477.866	391.82	446.012	290.823	366.344	147.084	496.013	451.126	481.625	404.26	643.104	376.428	414.93	223.37	556.916	482.991	195.122	649.704	362.941	494.714	421.818	552.794	997.328	719.117
hsa-mir-485	15.604	2600.491	8.664	4.07	8.192	469.246	436.261	598.741	234.266	5.065	797.857	552.525	4.285	240.95	2236.722	19.901	0	26.761	2.189	10.959	0	1177.6	230.17	8.017	84.049	293.038	2.876	332.707	68.633	3.052	12.194	12.99	7.652	157.702	139.685	9.01	10.705	58.11	825.55	943.906	391.418	31.896	78.91	2.6	439.581	329.944	64.144	23.045	20.265	351.053	240.031	1.214	1.145	134.152	4.594	0.801	0.92
hsa-mir-486-2	283.839	225.184	350.14	137.367	240.552	79.92	48.01	302.811	32.335	54.444	222.479	477.616	64.269	188.394	217.916	56.859	130.376	37.912	143.745	235.982	49.66	259.564	92.479	64.133	266.393	244.198	204.199	109.745	92.768	518.762	144.114	77.942	16.26	299.931	41.29	100.015	99.915	323.394	33.177	294.277	158.115	35.085	88.621	59.803	17.45	552.406	27.167	59.532	145.235	67.542	21.117	40.057	49.242	609.908	506.855	173.03	100.235
hsa-mir-487b	8.916	3835.146	10.703	0	5.213	260.312	308.931	357.868	209.19	2.532	864.345	386.373	19.281	282.187	646.895	18.479	0	21.186	5.108	5.845	9.932	5464.503	285.658	4.581	229.354	201.037	1.917	905.74	67.879	3.052	14.411	19.867	5.739	568.916	154.62	33.338	7.137	41.687	645.842	1749.62	447.809	28.706	72.84	7.8	704.66	539.283	267.139	26.886	21.954	433.604	212.579	6.069	2.29	235.112	4.594	1.602	2.759
hsa-mir-493	11.889	10371.799	9.174	7.123	4.468	1344.943	1237.812	1336.27	383.405	12.661	3300.11	1584.356	10.711	832.006	1943.427	46.909	2.173	54.638	4.378	20.457	64.558	8356.592	706.951	14.888	524.238	516.791	5.752	1853.849	107.852	7.629	28.823	45.084	9.565	1055.708	269.706	41.448	17.842	170.54	2070.787	4209.945	985.179	42.528	206.379	19.934	2561.869	1841.562	415.801	55.692	10.977	784.657	551.157	6.069	16.032	449.478	4.594	3.204	8.276
hsa-mir-495	26.749	4517.713	17.329	3.053	9.682	661.054	407.038	1135.543	424.319	10.129	1014.582	1109.556	18.209	282.995	3352.343	42.644	2.173	53.523	2.189	13.151	9.932	4200.837	478.836	16.033	143.881	575.853	3.835	837.67	116.148	10.68	19.954	14.519	12.434	388.005	282.883	55.864	10.705	65.689	982.034	1686.693	1068.107	47.844	87.408	17.334	907.415	1119.185	138.097	55.692	36.309	496.977	309.718	6.069	10.307	273.836	6.125	16.021	3.678
hsa-mir-497	13.375	9.12	14.78	8.14	5.958	33.11	27.136	3.441	32.335	17.726	3.836	14.644	8.569	5.66	10.964	29.851	126.03	6.69	206.497	10.228	94.353	9.563	12.331	14.888	172.372	12.494	2.876	9.724	66.371	12.206	11.086	39.735	58.345	7.141	3.514	21.625	19.626	21.475	16.035	5.552	44.228	21.264	87.408	242.681	1.662	79.986	20.375	72.975	2.533	3.335	19.005	151.731	171.776	6.915	251.131	57.677	22.99
hsa-mir-500a	8321.974	35942.476	45798.48	13622.737	8291.979	5978.033	13924.861	3668.148	1334.988	8337.487	5106.156	1544.93	5321.434	8687.957	2291.544	1276.482	3499.509	5366.751	5190.887	3094.071	3347.062	44617.671	4792.473	3179.179	876.104	3382.427	10657.656	58156.273	1405.848	4034.136	10111.255	5752.405	12896.151	27991.735	4208.989	10399.743	3900.243	2283.967	9713.068	63310.2	14062.298	7648.59	6664.822	6130.287	4075.89	4618.591	2173.333	1198.329	6921.459	2603.293	1773.135	8064.822	3811.133	110274.333	5494.251	4292.916	7263.816
hsa-mir-500b	150.093	1369.344	997.414	259.471	152.673	90.196	256.747	64.233	25.736	86.097	78.635	30.414	147.818	228.013	39.746	31.272	61.929	98.125	91.939	54.795	34.762	1062.846	102.755	42.374	9.972	68.148	139.009	949.499	34.694	85.443	353.633	143.657	429.457	895.626	68.525	141.462	83.857	56.847	408.628	1096.289	336.133	148.847	80.124	90.139	78.111	144.975	61.125	30.726	103.015	52.533	30.268	65.548	111.082	2042.706	104.127	100.133	188.515
hsa-mir-501	1850.153	8606.103	7702.055	2997.653	1518.533	864.28	1275.385	632.004	242.185	1063.552	1262.634	273.728	871.91	1489.364	317.965	264.394	535.628	1101.673	823.8	643.655	397.277	9683.1	735.723	503.904	193.74	519.063	2079.379	14300.131	199.866	889.524	4637.143	1598.57	1870.865	5216.054	778.369	2946.384	440.695	711.213	126.625	16423.352	3503.965	2460.222	804.877	733.242	1033.722	1109.187	399.199	255.413	2034.134	824.682	294.936	1054.836	929.88	26129.215	647.734	908.41	1326.044
hsa-mir-502	150.093	755.524	859.805	261.506	168.312	93.621	187.864	64.233	17.158	96.226	86.307	43.932	115.683	152.817	35.634	15.636	48.891	117.081	88.29	73.79	44.694	927.599	51.377	51.536	14.246	42.025	91.075	936.302	48.269	68.66	299.314	106.979	376.851	623.665	44.805	136.957	76.72	63.163	290.297	1401.67	274.214	206.259	97.119	123.074	49.027	122.479	67.917	36.488	93.727	42.527	54.201	118.957	89.323	1925.15	122.503	167.423	246.449
hsa-mir-503	482.972	263.767	122.32	136.349	374.606	69.645	62.621	32.116	31.016	117.75	83.749	110.392	73.909	56.599	24.67	69.652	15.211	163.913	738.428	168.768	79.455	1076.507	115.085	111.088	112.54	54.519	70.942	2288.66	57.32	221.237	1137.391	447.783	7.652	383.84	195.91	1232.616	60.663	45.477	14.377	2661.446	952.008	267.924	32.778	121.34	271.726	373.062	158.472	69.134	749.818	53.367	308.31	222.135	296.6	987.469	33.688	33.645	62.532
hsa-mir-505	255.603	242.02	282.354	468.065	498.234	654.204	96.019	270.695	425.639	766.011	701.961	153.761	367.402	245.802	842.883	449.185	651.88	428.18	391.104	290.777	794.555	204.919	772.714	1292.973	304.856	218.075	799.54	273.667	177.239	509.607	614.147	333.927	1116.206	205.905	225.78	139.66	499.574	424.454	246.061	161.019	176.912	455.045	451.605	35.535	265.078	401.182	202.995	606.846	725.33	638.732	254.813	1221.133	618.393	334.689	526.762	305.206	523.245
hsa-mir-508	355.17	117.853	147.803	885.254	180.228	309.405	10.437	1450.971	240.205	8.863	212.89	785.137	110.328	46.088	126.09	58.28	561.703	934.415	4294.85	840.915	54.626	285.52	88.369	140.864	311.979	251.013	127.505	241.716	181.765	25.938	1977.686	230.769	12919.106	89.86	122.993	521.699	160.577	34.108	155.378	1089.502	354.93	241.344	291.358	1261.073	204.418	474.294	30.185	28.806	10.133	79.216	167.529	423.634	96.194	215.75	831.488	144.993	69.889
hsa-mir-509-1	32.693	20.344	16.309	65.122	22.342	25.118	0	188.11	27.716	3.798	27.49	110.392	9.64	5.66	13.705	9.95	32.594	137.152	288.22	86.941	9.932	27.323	6.165	9.162	39.888	37.482	18.215	25.7	12.822	6.103	196.217	12.99	1240.548	17.853	13.178	42.349	24.979	5.053	11.059	94.391	89.562	27.643	14.568	112.673	18.281	55.616	1.509	3.841	0	10.84	21.117	46.126	9.161	20.745	85.752	10.414	13.794
hsa-mir-511	8.916	12.627	21.406	85.473	35.748	13.701	27.136	1.147	8.579	17.726	16.622	5.632	21.423	5.66	12.335	2.843	13.038	18.956	104.343	10.228	9.932	4.098	10.275	10.307	8.547	14.765	25.884	4.862	3.771	19.835	35.474	4.585	7.652	30.945	6.15	19.823	19.626	2.527	24.883	9.871	38.7	37.212	33.992	7.8	13.295	54.991	5.282	21.124	17.732	14.176	11.966	120.171	27.484	5.532	15.313	3.204	50.577
hsa-mir-514a-1	28.235	11.224	23.445	104.806	19.363	17.126	2.087	113.554	27.716	2.532	20.458	122.22	10.711	2.426	10.964	8.529	31.508	276.533	418.102	138.083	0	13.661	2.055	4.581	11.396	19.309	8.628	30.562	13.576	3.052	254.971	24.452	830.22	16.068	8.785	63.973	7.137	2.527	4.424	100.56	88.456	39.338	27.922	121.34	10.803	44.367	3.773	9.602	2.533	5.837	11.966	42.485	4.581	20.745	68.908	20.027	3.678
hsa-mir-532	9817.7	65655.558	88721.94	13478.247	10157.562	7667.774	18803.051	3311.426	1806.16	7332.177	5976.255	4794.745	8410.607	14009.078	2693.113	1749.832	5317.168	5104.713	7696.581	6310.883	3982.706	98690.298	5078.131	2985.634	1346.209	5998.186	7553.447	85210.387	2921.057	4659.701	24169.014	12970.421	37115.051	51909.412	4986.479	11740.482	6280.354	5382.733	17328.808	87284.186	36053.573	13060.229	7237.827	15323.55	4359.25	8281.718	5095.259	1985.692	7568.261	3084.426	2893.751	8875.674	7345.134	144989.277	11928.711	12830.685	24747.92
hsa-mir-539	23.777	2898.632	13.761	3.053	15.64	601.685	388.251	597.594	405.842	7.597	1051.023	324.982	13.925	798.855	820.954	34.115	1.086	12.266	0	5.114	14.898	2530.065	495.277	12.598	420.245	348.692	1.917	855.73	51.286	10.68	22.171	25.981	12.434	542.732	171.311	30.635	12.489	65.689	1056.129	1522.589	383.678	36.148	220.947	5.2	1193.268	973.585	282.231	55.692	44.753	876.381	227.361	3.642	5.726	212.984	7.656	7.21	7.357
hsa-mir-542	8861.416	9115.398	6655.203	3689.576	7336.472	1700.017	809.901	1986.626	3219.017	4974.637	4880.48	5394.018	3693.298	1588.008	1315.719	4471.952	250.974	3251.495	6998.285	2139.914	1643.735	11776.005	3160.731	1532.328	2286.419	1552.645	1304.765	21870.42	1039.302	7219.943	9503.759	2591.18	393.111	3030.251	3458.733	1997.594	1425.569	955.021	194.637	21535.253	8120.264	4414.366	1788.212	1932.778	18700.068	6688.864	1467	2604.06	10449.318	1599.332	2169.433	5171.003	3329.015	6258.122	744.205	582.375	1259.834
hsa-mir-550a-2	15.604	16.135	12.742	14.245	7.447	17.126	22.961	13.764	5.939	25.323	7.032	5.069	21.423	14.554	20.558	12.793	10.865	13.381	2.919	10.228	4.966	0	10.275	22.905	8.547	5.679	11.504	12.503	3.771	7.629	8.869	16.811	13.391	13.092	9.664	26.13	10.705	3.79	13.824	11.722	5.529	20.201	6.07	33.802	5.817	7.499	5.282	7.682	7.6	16.677	16.894	25.491	8.016	13.83	13.782	28.037	10.115
hsa-mir-5586	4.458	3.508	18.858	39.684	6.703	13.701	6.262	13.764	3.959	26.589	4.475	3.379	7.498	13.745	10.964	4.264	33.68	5.575	44.51	16.073	0	2.732	0	89.329	2.849	3.407	13.422	4.862	8.296	12.206	11.086	7.641	8.608	2.38	7.907	4.505	71.368	6.316	16.035	7.403	6.634	21.264	40.062	28.602	17.45	28.745	8.301	1.92	11.821	10.006	2.816	23.063	12.597	15.213	50.532	20.027	12.874
hsa-mir-574	321.733	772.361	399.577	586.099	568.24	581.134	811.988	434.718	364.268	953.398	702.6	423.546	681.246	278.144	453.649	425.02	273.79	834.06	963.167	246.211	466.801	1032.791	318.539	491.307	186.617	377.087	419.902	1014.095	342.412	859.008	498.856	325.521	697.27	972.394	255.649	710.015	472.811	156.644	1717.454	276.386	1430.776	668.747	963.91	429.891	439.581	757.996	224.88	553.075	613.871	537.836	479.359	662.762	771.846	611.291	251.131	160.213	454.276
hsa-mir-576	127.802	95.405	194.692	160.77	116.925	351.649	263.009	72.262	197.312	281.082	124.026	104.76	213.157	98.644	242.586	73.917	111.906	43.487	121.126	91.324	347.618	109.29	283.603	266.84	105.417	149.926	360.464	115.996	52.795	128.165	74.274	109.271	123.385	58.32	79.945	88.301	142.735	135.168	124.413	121.536	106.147	82.929	239.157	143.875	108.857	99.983	63.389	103.702	156.212	406.087	132.334	168.725	105.356	70.534	120.972	139.386	79.084
hsa-mir-582	2552.32	1927.745	3071.75	7883.849	1137.969	2241.191	415.387	2438.55	1032.092	3451.479	1297.157	186.991	2388.647	1249.222	2593.063	1024.882	913.719	1501.977	993.813	432.512	729.997	4918.053	3195.667	499.324	190.891	647.409	1120.698	1186.352	411.045	2303.913	650.73	3398.871	1301.762	1503.819	939.138	1921.006	1318.518	152.854	389.828	4206.244	1649.705	476.309	1035.536	372.688	304.134	1153.554	253.556	4244.081	1093.484	1304.148	2011.758	1797.712	1450.933	7421.234	2035.078	287.583	2320.117
hsa-mir-584	63.901	224.483	293.567	603.397	465.465	33.11	110.631	114.701	54.112	253.227	77.996	85.047	72.838	106.73	197.358	258.708	73.88	595.438	169.284	85.48	94.353	61.476	115.085	19.469	125.361	93.136	132.298	275.751	38.465	178.515	70.948	104.686	47.824	74.983	173.068	103.619	365.759	48.004	49.765	436.171	241.043	119.077	83.766	57.203	113.842	71.863	190.921	40.328	64.174	296.852	109.809	114.102	82.452	51.171	98.002	52.069	549.913
hsa-mir-589	451.764	197.825	574.902	466.03	317.261	675.897	313.106	204.168	166.956	1135.721	398.289	179.669	287.066	323.423	202.84	214.642	360.707	161.683	297.706	553.791	566.12	172.132	365.806	412.285	608.287	276.001	181.191	112.523	310.735	503.504	272.708	155.119	343.374	188.647	232.808	597.386	319.37	193.278	248.273	206.055	151.481	811.214	281.646	507.896	219.375	193.092	482.208	151.711	275.271	305.191	202.021	592.359	395.084	139.684	372.102	362.082	330.132
hsa-mir-590	107.74	225.886	152.899	203.507	140.012	309.405	189.951	139.936	195.332	188.654	90.142	119.404	176.738	104.304	141.166	99.503	114.079	75.824	131.341	160.731	451.903	99.727	189.068	162.624	243.6	109.037	164.893	97.937	181.011	221.237	46.56	91.696	191.295	193.408	72.917	243.279	196.261	99.797	116.119	81.435	42.017	132.899	93.477	334.553	94.73	61.864	108.667	140.189	72.617	200.125	192.166	301.035	168.34	70.534	131.691	274.766	75.406
hsa-mir-598	575.851	333.918	1168.661	11.193	110.222	485.23	37.573	373.926	465.893	319.066	367.602	39.989	226.011	384.874	279.59	154.94	22.816	37.912	30.646	18.265	29.796	24.59	1418.013	21.76	12.821	564.495	1167.673	283.391	68.633	199.876	182.914	126.846	1163.073	19.638	456.83	637.032	190.909	109.903	44.789	79.584	321.759	502.889	313.21	399.556	144.588	166.847	121.495	1115.751	848.611	302.689	324.5	21.849	32.065	15.213	18.375	144.993	134.26
hsa-mir-616	18.576	27.359	29.561	82.42	31.279	124.447	54.272	14.911	25.736	86.097	22.376	40.552	34.277	16.98	39.746	46.909	21.729	14.496	31.376	16.073	79.455	31.421	32.881	40.083	32.765	31.803	89.157	30.562	14.33	90.02	22.171	65.716	22.955	19.043	26.356	36.942	60.663	13.896	103.401	55.524	15.48	13.821	36.42	43.336	14.957	28.12	36.222	49.93	21.954	33.354	16.894	87.397	25.194	27.66	22.969	19.226	12.874
hsa-mir-625	617.461	279.2	435.254	1180.339	668.035	713.573	1874.46	939.404	861.176	1058.487	483.956	331.74	945.818	468.155	441.314	480.458	1611.23	1530.968	1130.992	599.088	1181.9	191.258	963.838	1751.068	515.691	667.853	886.78	497.323	567.166	636.246	771.564	858.887	554.755	449.896	1273.854	252.29	1097.278	1676.341	1132.436	689.113	472.134	1091.896	648.272	2157.258	552.593	892.973	510.13	1782.13	660.312	866.374	815.121	1642.34	1531.095	342.987	174.567	1244.858	321.855
hsa-mir-628	76.532	58.927	50.457	57.999	74.474	67.361	18.786	89.467	65.331	67.105	39.637	21.966	32.134	87.324	27.411	46.909	73.88	45.717	56.185	35.069	29.796	27.323	59.598	72.15	89.747	32.938	33.554	21.532	25.643	35.093	33.257	65.716	22.955	24.994	122.114	55.864	90.994	72.006	63.036	45.036	15.48	45.717	64.342	51.136	58.999	44.367	56.597	57.612	37.153	79.216	33.787	55.837	28.629	22.128	87.283	28.838	22.99
hsa-mir-629	510.464	890.214	460.737	579.994	390.991	422.435	2237.663	472.569	382.745	1272.464	384.224	749.091	1455.682	463.304	670.194	423.599	396.56	246.427	334.919	330.229	968.364	659.839	1191.953	619.573	404.575	435.013	369.092	679.305	244.364	711.009	708.375	753.437	735.529	564.155	560.496	476.647	471.027	588.677	451.205	763.145	882.349	385.938	370.268	794.779	371.442	844.232	554.653	384.08	716.042	903.064	465.281	568.082	385.923	388.626	670.703	858.743	954.531
hsa-mir-651	27.492	49.106	113.655	42.736	17.129	47.952	20.874	43.586	17.817	59.508	47.948	64.771	73.909	29.917	17.817	14.215	54.323	36.797	36.484	13.151	0	21.858	57.543	20.614	15.67	18.173	46.017	25.7	3.017	4.577	16.629	60.367	62.171	32.135	28.113	62.171	37.468	21.475	24.33	75.883	26.537	26.58	70.412	52.003	19.943	8.124	36.977	26.886	11.821	52.533	21.821	37.629	10.307	40.107	30.626	86.515	13.794
hsa-mir-6511b-1	5.944	23.15	13.251	7.123	19.363	12.559	10.437	12.617	7.919	13.927	20.458	16.897	10.711	6.468	9.594	9.95	3.259	17.841	5.108	25.571	14.898	36.885	16.441	6.871	9.972	12.494	16.298	27.783	8.296	16.783	13.303	16.047	11.478	16.663	19.327	31.536	5.353	17.686	13.271	4.319	23.22	5.316	14.568	20.801	15.788	13.123	7.546	9.602	22.799	15.009	9.855	14.566	20.613	42.873	7.656	8.011	13.794
hsa-mir-652	98.823	95.405	131.494	99.718	140.012	50.236	91.844	51.616	64.671	174.726	145.762	43.932	58.913	127.752	63.045	109.453	78.226	137.152	56.185	82.557	59.592	80.601	67.818	243.936	118.238	60.198	92.033	128.498	58.828	108.33	104.205	88.64	77.474	101.167	51.833	72.083	128.462	118.746	90.13	161.019	103.936	96.75	80.124	99.672	143.757	60.615	97.347	74.896	133.414	113.404	59.128	108.033	101.92	88.513	119.44	82.51	189.435
hsa-mir-653	34.923	69.449	63.198	51.894	50.643	10.275	12.524	19.499	27.716	12.661	15.343	1.126	49.273	25.874	23.299	66.809	85.831	6.69	124.774	51.872	4.966	1637.985	51.377	77.876	39.888	78.371	19.174	18.754	21.872	6.103	29.931	41.263	26.781	30.945	40.412	74.786	28.547	6.316	117.778	75.266	87.35	13.821	46.132	16.468	39.886	40.618	95.838	7.682	18.577	89.222	53.497	37.629	81.307	107.875	50.532	199.466	18.392
hsa-mir-654	52.755	10857.944	36.186	8.14	37.237	2612.25	908.007	1735.431	605.133	21.524	3072.516	2125.053	47.13	605.61	2715.041	96.66	0	128.231	8.026	35.069	64.558	11416.714	1251.551	34.357	760.715	1192.595	10.545	3008.945	312.243	19.835	68.731	53.489	43.998	1542.5	553.468	84.697	26.763	222.333	4640.332	3578.207	1217.376	186.058	336.276	29.468	2708.12	2080.272	810.472	136.348	90.35	1281.634	694.05	10.925	20.613	507.565	18.375	36.849	7.357
hsa-mir-660	623.405	3717.292	5875.926	709.221	708.251	425.861	1267.035	235.138	102.285	274.751	384.224	290.625	411.319	970.27	209.693	86.71	285.741	363.507	420.291	379.91	228.435	5206.306	304.154	226.757	74.077	356.643	363.34	3336.79	264.728	271.587	1106.352	569.28	2038.248	2983.833	237.2	594.683	537.042	284.233	899.092	6388.95	2210.295	632.598	354.486	790.446	293.331	554.281	323.736	132.507	301.447	181.78	199.909	457.622	469.521	9145.848	903.458	902.802	1392.254
hsa-mir-664a	88.421	126.973	129.455	67.157	189.91	260.312	100.194	44.734	216.449	75.968	170.695	60.828	132.822	143.923	283.702	265.815	217.293	97.01	213.794	81.827	79.455	153.006	131.526	122.54	217.958	63.605	135.174	79.877	73.913	91.546	93.12	202.496	471.542	61.89	245.986	168.493	242.65	94.744	77.966	93.157	166.961	107.382	285.288	91.005	184.475	241.834	259.593	111.383	130.036	205.962	64.055	155.373	161.469	152.131	180.692	150.601	68.049
hsa-mir-664b	17.833	39.284	16.309	10.175	20.108	19.409	0	8.029	21.777	7.597	14.704	6.759	7.498	16.98	17.817	11.372	23.902	22.301	15.323	8.767	19.864	17.76	18.496	5.726	111.116	7.951	24.926	10.419	6.788	10.68	5.543	18.339	31.564	2.38	28.113	26.13	19.626	5.053	7.188	8.637	21.008	9.569	36.42	10.401	24.929	24.996	41.505	15.363	6.755	13.342	8.447	14.566	16.032	27.66	16.844	22.43	23.909
hsa-mir-671	44.582	81.375	81.037	92.596	53.622	106.18	85.582	136.495	54.772	65.839	57.538	57.449	61.055	71.962	80.862	79.602	72.793	45.717	81.723	87.671	153.945	39.618	67.818	59.552	118.238	40.889	60.397	65.291	55.812	112.907	60.971	70.3	123.385	70.222	63.253	98.213	96.346	50.53	105.06	25.294	60.814	68.044	52.202	119.607	32.408	35.619	100.366	69.134	163.812	47.53	83.061	94.68	80.162	26.277	35.22	46.462	136.099
hsa-mir-675	23.777	512.101	21.406	7506.344	7.447	694.164	1605.189	211.05	26.396	186.122	6008.22	162.209	763.724	634.718	52.081	11.372	171.662	4979.827	1066.781	18.265	59.592	136.613	45.212	45.809	2259.352	14.765	3383.185	99.326	558.116	18423.672	106.423	98.573	1326.631	61.295	6261.211	49.557	107.051	366.344	12.718	198.035	1153.246	9984.419	148.107	30.335	167.024	11440.557	51.315	9815.156	163.812	9.172	16.19	54.623	20.613	85.747	59.72	44.86	31.266
hsa-mir-7-1	118.142	68.748	165.641	86.49	119.159	311.689	93.932	160.582	371.527	387.437	60.734	140.807	193.877	141.498	163.094	288.559	472.613	159.453	90.479	97.9	283.06	49.181	168.517	372.202	199.438	127.21	532.068	65.291	49.024	178.515	32.148	84.055	52.606	82.719	151.105	151.374	290.823	147.801	236.661	83.286	43.122	42.528	267.078	65.87	37.393	58.115	80.745	554.995	98.794	466.958	99.251	358.086	490.134	37.341	114.846	76.902	94.717
hsa-mir-708	3108.109	937.215	1182.932	1699.281	1916.226	194.092	127.33	1406.238	944.324	3107.091	465.417	28.161	1231.813	2681.179	360.452	1930.359	140.154	1853.218	1061.673	2888.774	258.23	2221.321	7562.736	278.293	1588.385	1485.633	2613.364	3208.291	535.489	3008.818	2737.056	1503.817	804.395	2597.613	1576.943	3632.972	6630.056	1844.354	681.784	2006.88	2337.451	2516.571	1379.096	123.074	722.11	1509.119	1618.681	4464.926	1733.531	1487.596	1854.084	1635.056	681.377	845.019	344.539	326.835	1120.976
hsa-mir-744	313.56	174.676	164.112	310.348	212.252	311.689	121.068	208.756	277.16	614.075	205.218	158.83	324.556	122.901	113.755	208.956	231.417	114.85	251.007	188.494	258.23	107.924	189.068	342.426	445.887	345.285	272.265	163.922	99.556	164.783	178.48	117.677	133.906	124.376	127.385	188.316	185.556	146.538	82.389	91.306	100.619	220.08	189.383	222.746	134.617	137.477	179.602	276.537	344.511	277.673	275.93	383.577	201.55	112.024	168.441	171.428	369.674
hsa-mir-758	28.978	3766.398	27.522	9.158	28.3	1366.636	747.279	987.578	262.642	18.992	2460.698	1243.04	37.49	559.522	1465.108	32.694	1.086	63.558	2.189	20.457	34.762	1926.237	737.778	17.179	575.522	611.063	7.669	1184.963	177.239	16.783	24.389	24.452	20.086	1313.982	316.267	37.843	8.921	123.799	1750.078	1462.129	535.159	103.129	185.741	21.668	1266.393	537.409	473.907	36.488	21.11	1422.555	750.362	4.855	4.581	117.556	1.531	14.419	8.276
hsa-mir-766	323.22	121.361	188.066	652.239	122.883	194.092	52.184	237.432	317.414	468.469	201.382	210.083	413.461	50.939	74.009	214.642	70.62	179.524	75.156	75.251	109.251	39.618	614.472	33.212	151.003	72.692	150.513	157.671	52.041	82.392	182.914	87.875	164.514	65.461	204.695	133.353	49.957	34.108	29.306	79.584	80.716	159.479	66.77	110.94	160.377	37.494	153.944	113.304	450.904	143.423	72.502	298.607	93.904	98.194	91.877	78.505	175.641
hsa-mir-769	211.021	107.331	285.412	138.385	183.952	401.885	248.397	126.171	72.59	263.356	141.926	82.794	123.181	163.329	127.46	167.734	180.353	188.444	216.713	265.937	228.435	232.241	211.674	200.417	168.098	470.223	196.53	94.464	139.529	119.01	198.434	120.733	334.766	101.762	181.854	259.498	110.62	200.858	65.248	120.302	113.887	305.136	76.482	324.152	351.499	126.853	338.829	128.667	211.097	215.968	250.59	189.361	156.889	142.45	165.379	198.665	334.73
