	TCGA.N5.A4R8.01A	TCGA.N5.A4RA.01A	TCGA.N5.A4RD.01A	TCGA.N5.A4RF.01A	TCGA.N5.A4RJ.01A	TCGA.N5.A4RM.01A	TCGA.N5.A4RN.01A	TCGA.N5.A4RO.01A	TCGA.N5.A4RS.01A	TCGA.N5.A4RT.01A	TCGA.N5.A4RU.01A	TCGA.N5.A4RV.01A	TCGA.N5.A59E.01A	TCGA.N5.A59F.01A	TCGA.N6.A4V9.01A	TCGA.N6.A4VC.01A	TCGA.N6.A4VD.01A	TCGA.N6.A4VE.01A	TCGA.N6.A4VF.01A	TCGA.N6.A4VG.01A	TCGA.N7.A4Y0.01A	TCGA.N7.A4Y5.01A	TCGA.N7.A4Y8.01A	TCGA.N7.A59B.01A	TCGA.N8.A4PI.01A	TCGA.N8.A4PL.01A	TCGA.N8.A4PM.01A	TCGA.N8.A4PN.01A	TCGA.N8.A4PO.01A	TCGA.N8.A4PP.01A	TCGA.N8.A4PQ.01A	TCGA.N8.A56S.01A	TCGA.N9.A4PZ.01A	TCGA.N9.A4Q1.01A	TCGA.N9.A4Q3.01A	TCGA.N9.A4Q4.01A	TCGA.N9.A4Q7.01A	TCGA.N9.A4Q8.01A	TCGA.NA.A4QV.01A	TCGA.NA.A4QW.01A	TCGA.NA.A4QX.01A	TCGA.NA.A4QY.01A	TCGA.NA.A4R0.01A	TCGA.NA.A4R1.01A	TCGA.NA.A5I1.01A	TCGA.ND.A4W6.01A	TCGA.ND.A4WA.01A	TCGA.ND.A4WC.01A	TCGA.ND.A4WF.01A	TCGA.NF.A4WU.01A	TCGA.NF.A4WX.01A	TCGA.NF.A4X2.01A	TCGA.NF.A5CP.01A	TCGA.NG.A4VU.01A	TCGA.NG.A4VW.01A	TCGA.QM.A5NM.01A	TCGA.QN.A5NN.01A
ENSG00000117472.10	17.65143198	117.2222706	403.9929799	3443.405635	3472.803853	7.907538571	618.7080116	256.6644639	10774.61946	268.4742749	310.2031581	423.0202841	340.412372	534.9036288	2699.621793	4278.339399	4803.285187	569.9143434	5357.754898	1231.664194	30.8772123	45.29494427	51.76227463	10355.40479	1272.979998	148.7823878	4297.41611	93.28490531	113.7833405	2461.56535	1100.096039	5400.421402	99.81440829	94.5748862	1655.397053	308.9674281	235.0358764	6021.949361	1933.20758	57.04079662	442.6559399	143.490096	1852.10927	153.9391093	164.8126908	2819.20342	1755.355636	18007.74141	90.66591861	3115.558662	155.0320165	146.1942012	1798.821569	21.65350755	8232.919284	5894.384287	309.7865339
ENSG00000117594.10	110.3214499	169.3210576	101.6281717	42.410491	66.3834707	0	3.727156696	23.01129676	3.850484933	9.1525321	1.003893715	20.76173173	15.43202753	261.8529841	53.69101264	33.52466918	15.56139909	31.08623691	88.61189333	68.05304107	122.3652487	157.2001007	5.882076662	15.8860034	46.93759688	14.68247248	45.63223903	36.0597113	19.46293982	272.7680523	43.27155371	19.6179214	28.39547822	106.2639171	49.34263571	128.7364284	208.2111296	30.51663528	29.18993325	127.881786	27.34554069	19.83196448	354.9637551	10.99565066	21.97502543	409.9891031	14.96937032	24.28057523	10.54254868	9.09799739	4.053124616	8.010641162	30.34821665	92.31232167	3.189817623	10.76354127	19.36165837
ENSG00000117595.12	757.5406226	239.8714983	2687.687184	784.5940835	2125.219398	619.951024	1294.255163	536.3402245	2660.685089	1247.79521	839.2551461	227.0814408	1182.819522	1000.898577	16490.67646	3049.758875	4411.286134	3715.276315	3197.490214	1422.404408	8.005203189	49.291557	81.17265794	4279.008488	1846.751657	2048.694327	2850.874133	402.9280784	3577.438053	1187.53896	1249.882186	1070.353791	4552.741675	304.977442	1500.596627	851.8993216	829.0124118	2771.927704	1086.699515	612.7285573	249.5280588	471.300803	1407.450373	868.6564023	1064.873107	748.1244459	50.42314214	384.266495	1327.306878	1524.420007	481.3085481	181.2407563	1808.937641	47.86564827	14027.75463	13029.2667	1045.529552
ENSG00000117983.17	12.50309765	14.11008813	97.42866043	422.4737373	37.93341183	0	147.2226895	300.9169576	389.8615995	1.525422017	0	134.9512563	25.41745711	223.0918516	78.18164998	3151.318902	12397.24795	55.57842357	28.91545993	28.75480609	21.72840866	1.332204243	21.17547598	22.69429057	201.507959	60.68755291	82.13803025	25.08501655	3.742873042	1472.781161	622.4446572	553.2253833	5.162814222	2.125278341	6326.499901	20.15004966	42.15317348	5110.519187	75.05982837	11.04015419	2746.517743	50.16320428	8.587832783	26.98932435	107.128249	255.0104043	269.4486658	37576.82937	10.54254868	2156.225381	487.388235	26.03458378	10.11607222	38.74838194	35.08799385	883.9558266	12.52813188
ENSG00000118004.18	164.7466985	179.0895802	535.0177301	616.5832922	802.2916601	1149.756108	187.289624	103.5508354	302.2630673	12.96608714	1509.856148	664.3754155	1059.363302	172.2717001	294.8295957	242.5608417	157.837048	85.7226533	23.3189193	26.83781901	260.7409039	162.5289177	243.5179738	138.4351725	41.2727145	284.8399661	146.0231649	443.6912303	122.0176612	98.12997004	125.6539348	106.7214924	92.93065599	291.1631328	135.4503725	179.1115525	47.26264905	20.34442352	182.6455824	228.1631865	182.0187552	101.4929947	165.0772302	17.9928829	144.6689174	173.2943632	486.1106047	98.17797812	288.8658337	112.2086345	107.4078023	69.09178003	88.28572116	537.9187139	24.45526844	88.79921546	768.7717293
ENSG00000118094.12	11.03214499	4.34156558	8.399022451	8.155863654	35.08840594	0	2.795367522	1.770099751	1.925242467	3.050844033	5.019468577	5.190432933	9.98542958	10.336302	4.70973795	1.972039363	2.964076018	3.768028717	29.8482167	14.37740304	2.287200911	2.664408487	8.234907327	1.134714529	0.809268912	3.915325994	6.844835854	28.22064362	1.497149217	9.147709072	10.81788843	8.631885414	6.023283259	8.501113366	0.967502661	11.19447203	2.554737787	2.034442352	10.00797712	20.24028267	29.05463698	5.832930731	22.90088742	2.998813817	2.746878179	7.044486308	3.151446384	11.61244903	3.162764603	7.076220192	3.039843462	1.001330145	7.35714343	12.53624121	10.63272541	4.036327975	2.277842161
ENSG00000118137.10	69.13477526	29.30556766	262.0495005	110.9197457	19835.38104	0	42.86230201	28.32159601	41.39271303	32.79657336	13.0506183	32.44020583	31380.5741	4522.132127	35.79400842	24.65049204	40.01502624	45.2163446	40.10854119	10.5434289	22.87200911	42.63053579	75.29058127	24.96371963	2529.774618	6.85182049	174.5433143	20.38157595	37.42873042	778.386881	43.27155371	129.4782812	11.18609748	86.07377283	55.14765168	115.3030619	106.0216181	5.086105879	124.2657159	34.0404754	3.418192586	195.9864726	13.358851	15.99367369	30.21565997	19.72456166	14.96937032	11.61244903	39.0074301	35.38110096	536.0257304	18.02394262	11.03571514	42.16735681	13.82254303	21.52708254	26.19518485
ENSG00000118160.14	31.6254823	31.47635045	1559.698469	27.72993642	37.93341183	30.04864657	4.65894587	352.2498504	52.94416783	811.5245129	12.04672459	22.05933997	80.79120297	26.70211351	18.8389518	11.83223618	112.6348887	48.98437332	4.66378386	17.25288365	24.01560957	34.63731033	30.58679864	2.269429057	89.82884921	91.03132937	33.08337329	39.97924513	95.81754987	30.76956688	66.57162109	16.47905397	160.0472409	8.501113366	16.44754524	14.55281364	5.109475573	2.034442352	5.837986651	22.08030837	43.58195547	33.83099824	11.45044371	3855.474964	26.55315573	92.98721926	10.24220075	54.89521357	516.5848851	52.56620714	7.092968077	8.010641162	41.38393179	28.49145731	4.253090164	9.418098609	82.00231779
ENSG00000118194.20	152.2436008	265.9208917	32.75618756	0	18.96670591	11.070554	2.795367522	22.12624688	76.04707743	3.050844033	3.011681146	18.16651527	19.06309283	43.06792502	71.58801685	69.02137771	13.33834208	71.59254562	1.865513544	4.792467681	0	631.4648114	7.058491995	10.21243076	0.809268912	5.872988991	9.126447805	2268.626185	3.742873042	19.95863798	297.9080044	47.08301135	149.7216124	355.9841222	36.76510112	573.156968	14.05105783	5.086105879	10.84197521	1701.103757	728.9295689	3.499758438	16.22146192	0.999604606	31.13128603	54.9469932	8.666477556	20.0578665	129.6733487	65.70775892	54.71718231	0	11.95535807	1399.500383	22.32872336	9.418098609	2.277842161
ENSG00000118271.12	6.619286993	0	37.79560103	19.57407277	6305.481381	0	0	0.885049875	3.850484933	0.762711008	3.011681146	1.297608233	6616.708746	20.67260401	3.76779036	0	1.482038009	47.10035896	6.529297403	0	2.287200911	0	1.176415332	0	1.618537824	0	30.80176134	1.567813535	6.737171475	25.77990738	7.489307373	2004.951567	6.883752296	1.062639171	0.967502661	8.955577625	35.76632901	1.017221176	7.505982837	0.920012849	2.563644439	299.8126396	2.862610928	0.999604606	338.7816421	11.27117809	7.090754364	0	1.054254868	7.076220192	467.122612	0	0.919642929	4.558633169	0	6.727213292	5.694605402
ENSG00000118298.12	224.3202814	168.2356662	456.0669191	404.5308372	152.6819826	126.5206171	336.3758918	167.2744264	308.0387947	78.55923386	60.23362293	90.83257633	581.8782146	422.0656652	143.1760337	211.0082119	62.24559638	97.02673945	36.3775141	227.1629681	29.73361185	11.98983819	424.685935	104.3937366	36.41710103	126.2692633	1121.412274	589.497889	77.85175927	426.6158867	38.27868213	403.3444639	132.5122317	173.2101848	314.4383648	204.8588382	75.36476471	49.84383762	222.6774908	199.6427882	364.8920585	1511.895645	80.15310598	20.99169672	173.9689513	193.0189248	1375.606347	73.89740289	85.39464427	206.2212742	316.14372	16.02128232	32.18750251	559.5722215	73.36580532	86.10833014	11.3892108
ENSG00000118322.14	0.735476333	9.768522554	3.35960898	8.155863654	97.67853545	3.163015428	2.795367522	0.885049875	56.79465277	37.37283941	81.31539095	9.083257633	26.32522344	5.168151002	83.83333552	43.38486599	120.0450787	714.983449	38.24302765	82.43044411	0	0	0	1096.134235	165.9001269	75.37002539	130.0518812	0.783906767	35.9315812	33.26439663	4.992871582	269.1578815	97.23300118	6.375835024	120.9378326	14.55281364	43.43054237	21.36164469	25.85394088	0.920012849	1.709096293	83.99420252	170.802452	2.998813817	98.88761445	36.6313288	9.454339152	1530.731917	3.162764603	503.4225222	69.91639962	1.001330145	140.7053681	1.139658292	427.4355615	421.1235521	6.833526483
ENSG00000118402.6	477.3241398	261.5793262	869.2988236	1518.621812	392.6108124	811.3134574	427.6912309	1129.323641	214.664535	1149.40549	1502.828892	822.6836199	862.3780092	140.4014356	681.0281076	228.7565661	264.5437846	967.441373	707.9623899	590.4320183	1100.143638	45.29494427	428.215181	2.269429057	195.8430767	242.7502116	177.9657322	254.7696994	473.8477271	472.3544321	360.3188992	411.9763493	745.166186	336.8566171	233.1681413	438.8233036	76.6421336	572.695522	658.0244954	428.7259875	52.98198508	218.1516093	26.71770199	1652.346413	553.0381401	402.9446168	393.930798	344.150762	661.0178019	282.0379191	239.1343523	305.4056943	286.0089508	56.98291461	153.1112459	36.32695178	200.4501102
ENSG00000118432.12	105.9085919	19.53704511	1111.19067	4.893518192	57.84845304	3.163015428	2.795367522	881.5096759	135.7295939	357.7114629	39.1518549	2.595216467	38.12618567	85.27449154	166.7247234	25.63651172	82.2531095	414.4831588	24.25167607	692.0323331	4.574401822	22.64747214	125.8764406	17.02071793	369.8358927	16.64013548	7.98564183	8.622974441	220.0809349	8.316099156	172.2540696	140.4643172	939.6321884	41.44292766	31.92758782	427.6288316	25.54737787	69.17103996	79.22981883	62.56087372	182.0187552	69.99516877	93.51195698	2.998813817	196.8596028	60.58258225	7.090754364	115.0688131	40.06168497	3551.251648	105.38124	12.01596174	10.11607222	82.05539704	2749.622791	243.5251212	23.91734269
ENSG00000118514.14	13.97405032	34.73252464	26.87687184	125.6003003	126.1285943	14.23356943	27.02188605	15.04584788	246.4310357	73.2202568	31.12070518	40.22585523	27.23298976	4.306792502	21.66479457	34.51068886	111.1528507	100.7947682	22.38616253	84.34743119	19.44120775	39.9661273	11.76415332	61.27458455	38.03563885	35.23793395	23.95692549	30.57236393	89.08037839	34.92761646	6.657162109	17.26377083	67.97705392	17.00222673	173.1829763	22.38894406	21.71527119	88.4982423	20.84995232	11.04015419	23.07279995	26.83148136	27.67190564	29.98813817	97.05636233	18.3156644	7.87861596	34.83734708	15.81382301	130.4046293	27.35859116	8.010641162	8.276786359	14.8155578	8.506180327	2.690885317	2.277842161
ENSG00000118729.12	11863.96872	13705.23714	2687.687184	17.94290004	115.6969061	4.744523143	80.13386897	515.0990275	33.69174317	8.389821092	19.07398059	6.488041167	314.9949149	8.613585004	49.92322228	10.8462165	18.52547511	22.6081723	124.0566507	15.33589658	0	38899.0317	58.82076662	23.8290051	4.046344559	4.894157493	23.95692549	13360.90694	622.8140742	341.7916753	2982.408625	906.3479685	7.744221333	25560.72261	29.99258249	23367.34092	1.277368893	2.034442352	40.86590656	46942.7356	17862.61991	13.99903375	56.29801491	1.999209211	163.8970647	3088.302797	18.9086783	15.83515776	4755.743707	2.021777198	66.87655616	9.011971308	35.86607422	24966.49421	10.63272541	17.49075456	771.0495715
ENSG00000118785.14	3503.073772	2761.235709	7467.570861	6679.652332	3587.552424	3155.10789	3181.12824	1536.446584	8592.357129	1992.963865	2170.418213	18401.38236	2863.09499	5976.966634	8695.118204	4561.327047	22067.54595	10133.17123	3638.684167	8254.546334	6050.790011	1035.122697	4198.626321	16373.93065	52498.08358	19266.34039	4442.298469	1607.79278	7594.289402	30007.8122	2761.89013	3120.818936	6232.377235	3286.742955	5144.211649	6904.750349	6105.82331	2453.537476	2136.703114	5670.9592	35497.93	9328.022825	7448.513634	13894.50402	4224.69864	6879.645328	5827.024364	56852.43907	5064.640384	12470.32176	3847.428541	16116.40869	12102.50094	3020.094474	2236.062154	4600.068449	3854.108936
ENSG00000118849.10	115.4697842	1772.444148	577.8527446	469.7777464	901.8668662	200.8514797	81.99744732	494.7428803	144.393185	203.6438392	229.8916608	50.6067211	364.0142965	526.2900438	9283.835448	1599.323924	7273.101529	684.8392192	218.2650846	468.7033392	268.7461071	354.3663287	195.2849452	6731.126584	1162.110157	253.5173581	79.8564183	204.5996663	180.4064806	2814.167954	449.3584424	352.3378683	752.9104074	590.8273789	275.7382584	1633.273469	533.9401974	3243.91833	255.2034165	353.2849339	3148.155372	158.6557159	6983.81646	77.96915924	1114.316915	5760.980902	341.1440711	3175.47697	204.5254443	198.1341654	219.8820104	66.08778959	422.1161043	304.288764	858.0609405	317.5244674	1509.070432
ENSG00000118898.16	68.39929893	1000.730866	673.6016005	2021.023013	3562.895706	401.7029594	670.8882053	307.1123068	5514.857046	1202.79526	2179.453256	738.3390848	821.5285245	1515.129602	3486.148031	4973.483274	4272.71558	2841.093652	1344.102508	3695.951076	176.1144702	325.0578354	172.9330539	2185.460182	2766.08114	1860.758679	3507.978375	268.8800212	1554.040887	4732.69203	961.9599248	2834.397283	1911.101731	257.1586793	3126.001098	767.9407814	163.5032183	4367.947729	2527.014222	366.1651138	461.4559991	1290.244278	3837.807051	2628.960113	1279.129605	1484.977714	2321.828123	8241.671776	345.7955965	6703.202299	2522.056792	104.1383351	6504.634435	270.0990153	2939.948576	1910.528575	1499.959063
ENSG00000119125.17	72.81215693	765.2009334	153.7021108	313.1851643	1249.90592	60.09729314	925.2666499	449.6053367	1038.668311	289.8301832	1585.148177	233.569482	270.514365	184.3307191	60.28464577	1634.820632	1133.759077	93.25871074	31.71373025	144.732524	34.30801367	270.4374614	4.70566133	2753.952161	42.08198341	116.4809483	201.9226577	486.0221958	40.42302885	257.7990738	1467.0721	84.74942043	181.5589668	49.94404103	73.53020224	34.7028633	63.86844467	982.6356559	373.6311457	696.4497265	1462.986427	282.3138474	8589.741191	406.8390745	22.89065149	107.0761919	78.7861596	5965.631767	7.379784073	921.9304021	78.02264885	20.02660291	4397.732485	592.622312	1121.752531	1284.897739	896.3308903
ENSG00000119283.15	10.29666866	6.512348369	113.3868031	21.2052455	64.48680011	11.070554	7.454313393	7.080399003	25.9907733	41.18639445	3.011681146	0	50.83491423	63.74052903	6.593633131	16.76233459	73.36088145	12.24609333	4.66378386	24.92083194	1.143600456	23.97967638	8.234907327	1.134714529	6.474151294	9.788314986	18.25289561	5.487347371	3.742873042	24.11668755	19.13934106	27.46508995	12.04656652	2.125278341	11.61003193	3.358341609	24.27000897	1.017221176	18.34795805	24.84034692	34.18192586	22.16513678	18.12986921	80.96797305	28.38440785	14.08897262	9.454339152	11.61244903	6.325529205	49.53354134	23.30546654	3.003990436	41.38393179	11.39658292	58.47998975	29.59973849	160.5878723
ENSG00000119508.18	165.4821748	60.78191811	120.9459233	644.3132286	100.5235413	61.67880085	58.70271797	144.2631297	26.95339453	73.98296781	2039.91203	528.126551	103.4853611	45.65200052	507.7097511	173.539464	303.0767728	88.54867484	186.5513544	105.434289	169.2528674	46.62714852	18.82264532	116.8755965	163.4723202	116.4809483	98.10931391	95.63662562	445.401892	176.3013021	3237.045076	49.43716192	169.5124003	270.9729885	114.165314	90.67522345	358.940659	213.6164469	122.5977197	104.8814648	256.3644439	730.2829275	329.2002567	60.97588094	379.0691887	232.4680482	28.36301746	43.28276455	71.68933099	52.56620714	78.02264885	44.05852639	366.9375286	174.3677187	102.0741639	320.2153527	96.80829184
ENSG00000119547.6	278.74553	87.91670299	307.4042217	569.279283	56.90011774	265.693296	187.289624	2165.717045	49.0936829	25.93217428	1111.310343	264.7120796	521.0578708	9.474943505	113.0337108	411.1702072	322.343267	205.3575651	244.3822742	455.2844297	585.5234333	77.26784612	319.9849704	43.11915209	202.3172279	276.0304826	43.35062707	61.14472785	104.8004452	2384.225628	431.0512466	367.2474885	172.9542764	110.5144738	2044.333123	22.38894406	17.88316451	1906.272484	90.07179404	436.0860903	107.6730665	709.2843769	5.725221856	239.9051053	759.0540035	724.1731924	37.02949501	3777.212965	543.9955116	10523.35031	286.7585666	255.339187	20.23214443	193.7419097	191.3890574	103.5990847	117.3088713
ENSG00000119698.12	71.34120426	30.39095906	502.2615425	21.2052455	19.91504121	18.97809257	7.454313393	138.9528304	17.3271822	356.9487519	13.0506183	1.297608233	47.20384892	58.57237803	36.73595601	34.51068886	82.9941285	114.9248759	135.2497319	21.0868578	10.2924041	3.99661273	7.058491995	7.943001701	4.855613471	62.64521591	21.67531354	31.35627069	21.70866364	34.92761646	34.11795581	3.923584279	172.0938074	65.88362859	12.57753459	52.61401855	122.6274138	10.17221176	643.8465278	99.36138767	39.30921474	104.9927532	28.62610928	66.97350858	104.3813708	33.81353428	13.39364713	4.222708736	138.1073876	18.19599478	14.18593615	67.08911973	37.70536008	21.65350755	46.7839918	12.10898393	60.36281726
ENSG00000119866.22	2043.888728	1674.758922	1609.252702	895.5138292	1858.73718	765.4497337	2966.81673	3674.727083	3502.016047	1091.439453	2523.788801	1536.368148	3545.735267	1326.492091	3185.66675	1972.039363	818.084981	3318.691292	1272.280237	1916.028579	546.6410178	917.8887237	4928.003828	2687.004004	172.3742782	2706.469094	2516.617982	1561.542281	2989.058411	997.1002888	1596.886761	1979.05591	2251.84747	1776.732693	4646.915281	2001.571599	1406.383152	4093.298012	4337.624082	2528.195308	1312.585953	2945.630019	785.3095979	50.97983489	2669.049964	581.874569	1106.157681	52.78385921	1377.911112	2910.348276	1230.123321	1070.421925	36.78571715	2822.93359	2997.365293	1662.967126	1330.259822
ENSG00000119888.11	2182.893755	1562.963609	1552.139349	5192.022802	29673.4114	846.1066271	1765.740485	663.7874065	15571.36107	5878.213742	21060.68626	1014.729638	11997.94752	18810.34693	30374.04199	35724.47909	14384.66092	12845.2099	8597.219167	10630.65181	558.0770223	289.0883208	239.9887278	44635.1307	1069.853501	10460.77223	36864.0043	573.8197537	6880.8978	3722.285982	4323.82679	23994.2873	4467.55524	2463.197598	18462.85328	2821.006952	12700.87891	23270.96884	6031.474208	1337.698682	990.4213017	9374.68627	15307.33483	3234.720504	5389.374988	9774.929201	852.4662469	24851.69659	1089.045278	35659.09532	5515.289321	236.3139143	20975.21592	258.7024323	8885.768625	12878.57713	5957.696172
ENSG00000119915.5	177.2497962	131.3323588	73.07149532	861.2592018	34.14007064	30.04864657	327.0580001	100.8956858	124.1781391	196.7794402	75.29202866	116.784741	167.0290039	91.30400104	37.6779036	206.0781135	69.65578642	106.4468112	14.92410835	33.54727377	206.9916825	181.1797771	176.4622999	124.8185982	2.427806735	114.5232853	10.26725378	152.0779129	1.497149217	114.7621684	143.1289853	91.02715527	105.8376915	109.4518346	70.62769426	188.0671301	16.60579561	63.0677129	65.05185125	108.5615162	94.85484426	55.99613501	17.17566557	286.8865218	24.72190361	154.9786988	166.2387968	20.0578665	96.99144781	23.25043777	74.98280539	9.011971308	36.78571715	52.42428144	10.63272541	6.727213292	82.00231779
ENSG00000119938.9	3949.507906	2988.08251	382.1555215	17.94290004	421.0608713	415.9365288	810.6565815	1162.955536	233.9169597	134.9998485	227.8838734	1509.118375	419.3880424	239.4576631	927.8183762	524.5624706	248.2413665	42.39032306	367.5061681	391.0653628	504.3278009	11190.51564	237.6358971	34.04143586	272.7236233	397.4055884	462.0264201	2695.071466	273.9783067	1556.773762	827.9845373	1054.659454	237.4894542	1712.974343	221.5581094	1417.220159	20.43790229	34.58551998	396.9830923	10006.97976	1232.258427	734.9492721	139.3137318	664.7370627	1191.229504	332.4997537	315.9325	44.33844173	1311.493055	290.1250279	1526.001418	123.1636079	444.1875346	6590.643904	25.51854098	182.9802015	439.6235371
ENSG00000119943.13	240.5007608	430.9003838	525.7788054	1365.291576	665.7313776	322.6275737	490.1211056	301.8020075	552.5445879	205.1692613	233.9072357	2858.630938	207.8784885	819.1519339	437.0636818	341.1628098	316.4151149	179.9233712	148.3083267	190.7402137	44.60041777	415.6477239	429.3915963	586.6474113	413.5364139	347.485182	289.7647178	822.3181989	404.9788631	364.245143	376.9618044	436.3025718	222.8614806	533.4448637	602.7541578	517.1846079	259.3058853	750.7092278	448.690974	356.0449725	291.4009179	808.4441993	418.8953991	18.99248751	884.4947737	321.2285756	467.2019264	421.2151965	627.2816462	1117.031902	639.3804081	192.2553879	243.7053761	1260.462071	169.060334	205.8527267	267.6464539
ENSG00000119946.11	366.2672136	74.89200625	302.3648082	6.524690923	42.67508831	687.9558557	12.11325926	501.8232793	209.8514289	532.3722838	350.3589067	9.083257633	375.8152587	61.15645353	76.2977548	157.7631491	0.741019004	40.5063087	8.394810947	273.1706578	2.287200911	1.332204243	285.8689258	7.943001701	48.55613471	270.1574936	19.39370159	164.6204211	13.47434295	27.44312722	201.3791538	230.7067556	223.7219496	131.7672572	168.345463	17.91115525	821.3481984	50.86105879	119.2617273	354.2049468	58.96382211	492.2993537	18.12986921	548.7829285	586.0006782	126.8007535	246.6006795	2.111354368	276.2147753	30.32665797	614.0483793	0	1.839285857	6.837949753	1.063272541	10.76354127	0
ENSG00000120057.5	69.8702516	143.2716641	328.4017778	9.787036384	232.3421474	2626.884313	30.74904275	176.1249252	371.5717961	908.388811	39.1518549	154.4153798	699.8878369	350.5729097	356.9981366	352.0090263	8.892228054	1467.647185	0	12.46041597	1.143600456	2.664408487	58.82076662	44.25386662	19.42245388	109.6291278	17.11208963	186.5698106	142.2291756	67.36040317	25.79650317	1194.339055	67.97705392	170.0222673	114.165314	33.58341609	7.66421336	24.41330822	859.8520339	145.3620301	75.20023689	120.1583731	131.6801027	2068.181929	237.1471495	45.08471237	1096.703342	31.67031552	493.391278	87.9473081	125.6468631	13.01729189	3.678571715	18.23453268	28.70835861	73.99934621	18.22273729
ENSG00000120068.7	862.7137381	100.9413997	141.1035772	778.0693925	1127.570667	1189.293801	179.8353106	42.48239402	6568.927296	96.86429806	1211.699715	19.4641235	336.7813067	4115.570915	36.73595601	3528.964441	22.23057013	1238.739441	3086.492158	1100.35058	37.73881503	13.32204243	2.352830665	55.60101191	3942.758138	2646.760372	5900.248506	35.27580453	5321.616891	60.70752384	674.8698088	91.81187213	129.9308246	126.4540613	2750.610065	31.34452169	37.04369791	5737.127432	333.5992372	35.8805011	108.5276146	3842.734765	868.3253148	1045.586417	2609.53427	1353.950268	17036.71915	1227.752565	299.4083824	15728.41571	3237.433287	479.6371396	2764.446644	9.117266338	6209.511639	4217.962734	1612.71225
ENSG00000120149.9	253.7393347	459.12056	684.5203297	541.5493466	1002.390408	322.6275737	152.8134246	1073.565499	23.1029096	741.3551001	812.1500158	51.90432933	1859.105435	494.4197792	664.073051	555.1290808	5674.723536	954.2532725	151.1065971	277.9631255	489.460995	142.545854	105.8773799	7179.338823	342.3207497	781.1075359	3904.978855	99.55615945	117.5262135	65.69718333	910.3669184	73.76338445	1218.424156	45.69348434	509.8739024	115.3030619	453.4659571	831.0697007	978.2797631	306.3642786	143.5640886	620.6238297	854.9664638	1266.499035	453.2348996	301.504014	74.05899002	1576.126036	677.8858798	78.84931071	410.3788673	366.4868332	709.0446981	182.3453268	855.9343955	2125.7994	4594.407639
ENSG00000120251.21	32.36095863	201.8827994	140.2636749	177.7978276	46.46842949	1.581507714	31.68083192	24.78139651	33.69174317	192.9658851	116.451671	1.297608233	165.2134712	629.6530638	11.30337108	91.69983039	731.3857574	149.7791415	3173.238538	384.355908	6389.295745	742.0377636	2.352830665	3314.501138	381.1656574	51.87806942	1098.596155	48.60221958	274.7268813	718.5109671	921.1848069	214.2277016	528.3279887	25.5033401	10.64252927	225.0088878	3.83210668	101.7221176	506.2368424	172.0424027	226.4552588	1227.248626	9.542036426	9958.061081	1543.745537	9.862280831	298.5995449	40.115733	50.60423364	101.0888599	1083.197554	5.006650726	285.0893079	39.88804023	3954.31058	3603.095439	253.9794009
ENSG00000120322.4	150.0371718	17.36626232	62.99266838	1.631172731	1.896670591	4.744523143	275.8095955	161.9641272	11.5514548	67.88127975	41.15964233	33.73781407	42.6650173	48.23607602	377.7209836	275.0994912	139.3115728	358.9047353	13.99135158	11.50192243	18.29760729	149.2068753	2.352830665	1.134714529	168.3279337	6.85182049	98.10931391	78.39067673	233.5552778	5.821269409	9.985743164	353.907302	178.9775597	206.1519991	207.0455695	4.477788813	21.71527119	33.5682988	450.3589702	310.9643429	10.25457776	2.333172292	45.80177485	432.8287942	9.156260597	5.635589046	5.515031172	64.39630823	22.13935222	13.14155178	20.26562308	24.03192349	55.17857572	6.837949753	4.253090164	0	108.1975026
ENSG00000120498.14	2.94190533	1.085391395	18.47784939	9.787036384	0.948335296	0	38.20335614	17.70099751	1.925242467	12.20337613	50.19468577	11.6784741	3.631065302	3.445434002	2.82584277	5.91611809	2.223057013	10.36207897	7.462054175	15.33589658	0	2.664408487	2.352830665	1.134714529	4.855613471	0	1.140805976	1.567813535	1.497149217	6.652879325	4.992871582	3.923584279	5.162814222	4.250556683	1.935005322	19.03060245	0	0	14.17796758	4.600064244	8.545481465	2.333172292	36.25973842	1.999209211	1.831252119	2.817794523	5.515031172	1.055677184	2.108509735	8.087108791	4.053124616	1.001330145	3.678571715	15.95521609	1.063272541	0	5.694605402
ENSG00000120645.12	174.3078908	1582.500654	470.3452572	109.288573	601.2445775	876.1552737	156.5405812	901.865823	2819.517592	345.5080868	665.5815333	5128.147738	5005.423519	386.7499667	28.2584277	494.9818802	49.6482733	461.5835178	332.0614108	119.811692	172.6836688	61.28139519	735.2595828	29.50257775	65.55078185	64.60287891	95.82770195	1616.415754	314.4013355	1634.945094	759.7486257	2066.159481	24.95360207	126.4540613	2024.98307	76.12240981	329.5611745	66.11937643	389.4771094	206.0828781	559.7290359	40.83051511	280.5358709	17.9928829	2288.149523	90.16942474	117.3913778	63.34063105	168.6807788	1000.779713	239.1343523	13.01729189	149.9017974	52.42428144	7.442907787	21.52708254	72.89094915
