	TCGA.3X.AAV9.01A	TCGA.3X.AAVA.01A	TCGA.3X.AAVB.01A	TCGA.3X.AAVC.01A	TCGA.3X.AAVE.01A	TCGA.4G.AAZO.01A	TCGA.4G.AAZT.01A	TCGA.W5.AA2G.01A	TCGA.W5.AA2H.01A	TCGA.W5.AA2I.01A	TCGA.W5.AA2I.11A	TCGA.W5.AA2O.01A	TCGA.W5.AA2Q.01A	TCGA.W5.AA2Q.11A	TCGA.W5.AA2R.11A	TCGA.W5.AA2T.01A	TCGA.W5.AA2U.01A	TCGA.W5.AA2U.11A	TCGA.W5.AA2W.01A	TCGA.W5.AA2X.01A	TCGA.W5.AA2X.11A	TCGA.W5.AA2Z.01A	TCGA.W5.AA30.01A	TCGA.W5.AA30.11A	TCGA.W5.AA31.01A	TCGA.W5.AA31.11A	TCGA.W5.AA33.01A	TCGA.W5.AA34.01A	TCGA.W5.AA34.11A	TCGA.W5.AA36.01A	TCGA.W5.AA38.01A	TCGA.W5.AA39.01A	TCGA.W6.AA0S.01A	TCGA.WD.A7RX.01A	TCGA.YR.A95A.01A	TCGA.ZD.A8I3.01A	TCGA.ZH.A8Y1.01A	TCGA.ZH.A8Y2.01A	TCGA.ZH.A8Y4.01A	TCGA.ZH.A8Y5.01A	TCGA.ZH.A8Y6.01A	TCGA.ZH.A8Y8.01A	TCGA.ZU.A8S4.01A	TCGA.ZU.A8S4.11A
hsa-mir-421	12.325	12.962	13.026	17.099	3.19	12.242	10.08	23.575	7.783	11.485	7.269	22.576	11.104	9.398	2.924	10.497	7.571	8.66	9.696	21.682	3.483	9.872	13.866	6.385	25.359	9.428	5.4	13.72	6.003	10.123	18.347	3.744	13.687	22.716	15.934	12.179	10.154	31.392	9.133	6.192	8.548	9.435	7.555	10.545
hsa-mir-423	355.892	902.614	617.997	582.3	560.437	541.489	513.402	764.716	508.094	1126.029	465.213	1326.355	396.028	396.161	465.953	937.753	647.758	336.506	623.156	982.08	377.948	494.587	650.713	323.487	451.388	405.412	394.168	942.097	388.663	617.492	374.657	582.259	989.539	805.038	560.201	842.193	550.634	772.25	887.072	521.874	878.041	581.842	565.576	521.994
hsa-mir-424	433.695	457.199	526.817	319.173	312.654	626.244	1451.504	1140.443	264.609	1016.441	1746.972	699.864	266.486	1316.441	1108.343	329.413	412.209	1995.528	354.326	705.312	3200.366	473.856	578.412	1929.57	822.641	1365.741	898.487	409.309	1455.611	1346.334	342.792	483.032	273.731	1161.218	821.013	555.529	165.581	626.276	535.44	252.092	543.433	172.98	446.848	1627.936
hsa-mir-425	675.578	306.37	654.179	1091.457	302.019	585.75	285.597	285.848	552.566	560.383	361.025	468.457	265.252	485.081	303.162	308.919	514.841	288.257	297.916	1110.899	404.073	297.147	425.885	324.906	429.072	425.615	714.902	310.983	396.166	216.375	288.718	348.232	557.043	425.235	265.005	313.832	426.448	267.619	319.666	620.057	472.604	647.889	457.642	417.2
hsa-mir-431	108.616	23.567	107.824	26.598	5.317	176.102	26.208	57.464	11.118	26.799	26.653	28.22	7.402	33.977	11.698	16.496	12.619	11.134	347.275	40.814	26.125	38.501	7.923	27.667	564.995	20.203	29.158	76.603	15.006	37.961	132.289	33.7	6.843	17.264	58.704	54.335	41.395	69.848	19.408	46.88	36.636	138.908	94.982	17.795
hsa-mir-432	101.683	23.567	96.245	29.447	8.508	175.16	18.144	48.624	8.894	66.519	36.345	67.729	2.467	46.267	30.219	25.493	16.825	32.166	483.012	31.886	38.317	84.899	13.866	55.333	569.053	32.325	46.436	102.899	22.509	59.472	87.871	35.572	15.055	25.441	57.865	77.755	46.081	137.341	15.983	29.19	37.857	227.495	144.632	53.386
hsa-mir-4326	36.976	15.319	31.841	32.297	35.094	10.359	9.408	13.261	14.453	45.462	19.384	19.754	12.337	7.229	0	0	15.984	3.711	0.881	28.059	5.225	29.616	52.493	9.932	15.215	4.041	22.678	24.01	24.01	12.654	37.659	20.594	13.687	28.167	12.579	35.599	28.898	43.949	33.108	47.765	9.77	42.983	11.873	4.614
hsa-mir-450a-2	42.368	24.745	31.841	14.249	10.634	36.727	45.024	26.522	10.006	41.155	33.922	11.288	4.935	23.134	27.294	9.497	12.619	23.506	15.865	19.131	29.609	20.731	31.694	33.342	30.431	41.753	48.596	13.72	31.513	34.164	8.691	31.828	9.581	22.716	35.222	32.788	14.059	24.329	25.117	7.961	18.318	8.911	14.031	40.204
hsa-mir-450b	187.96	56.561	128.81	26.598	26.586	109.24	88.031	78.092	14.453	119.638	106.611	45.153	23.441	91.811	80.908	29.992	38.697	74.229	43.189	31.886	77.505	93.784	79.235	80.872	59.847	99.669	79.914	42.303	109.546	58.206	33.796	35.572	42.428	130.841	105.667	41.22	17.964	55.721	44.525	30.959	123.341	41.41	44.253	83.044
hsa-mir-451a	164.85	948.57	387.152	1646.21	249.91	307.942	2021.354	1825.593	352.442	242.147	1935.965	767.593	1574.242	4399.704	2603.681	378.9	2024.032	5977.925	265.304	1070.085	3347.539	548.883	375.373	2833.347	1000.153	3687.769	14480.549	97.182	3582.003	270.785	400.729	1155.158	2072.146	869.55	1367.796	237.95	1309.805	271.543	583.39	490.031	4945.852	1471.38	246.09	2628.424
hsa-mir-452	345.107	789.493	261.237	992.665	1016.656	103.589	102.815	166.499	131.193	285.216	140.533	239.873	507.064	195.912	617.046	927.256	400.432	122.478	163.061	1080.288	310.893	362.302	182.239	80.872	511.235	250.52	307.775	643.69	255.107	664.31	546.536	1334.89	552.937	193.536	125.794	126.47	281.956	868.781	376.749	216.71	577.627	377.411	364.818	268.906
hsa-mir-454	24.651	55.382	28.946	34.197	47.855	22.601	24.864	29.469	46.696	74.654	4.846	93.127	27.142	18.073	7.798	44.988	40.38	18.557	37.901	40.814	11.321	40.475	53.483	10.641	26.373	10.775	28.078	37.73	21.009	31.634	34.762	39.317	71.17	53.609	21.804	41.22	33.585	32.177	44.525	34.497	52.512	42.983	28.063	9.227
hsa-mir-455	94.75	1926.598	470.372	822.63	3222.245	846.606	2033.45	2683.136	1204.083	959.972	8982.004	3050.618	8560.865	6183.875	8952.529	3539.568	1975.24	7688.908	3442.784	1784.325	5060.497	1138.24	1223.183	7428.845	4509.819	7029.389	1840.171	8729.26	14482.575	3526.535	1832.731	2518.131	1816.207	1495.59	1762.788	1591.643	1079.398	3825.934	1299.213	4809.198	1322.557	672.002	1377.242	5165.236
hsa-mir-4661	6.933	5.892	5.789	11.399	8.508	3.767	2.688	10.314	10.006	3.35	9.692	5.644	3.701	7.229	12.672	28.492	7.571	4.949	13.221	30.61	6.967	4.936	27.732	7.094	5.072	5.388	8.639	2.287	0	2.531	3.862	26.211	2.737	4.543	2.516	8.431	10.154	19.62	9.133	5.307	4.885	0.524	39.936	1.977
hsa-mir-4662a	40.827	14.14	35.459	66.494	22.332	8.475	43.008	70.725	36.69	12.921	407.061	39.508	32.077	320.977	384.07	39.989	32.809	477.541	10.577	33.161	203.778	37.514	53.483	270.282	42.603	444.472	100.432	17.15	402.169	31.634	6.759	149.777	35.585	142.654	39.415	28.104	25.774	6.278	33.108	45.996	26.866	25.161	39.936	143.68
hsa-mir-4677	23.11	84.841	19.539	32.297	57.426	35.785	30.912	241.644	32.242	26.32	36.345	50.797	57.985	45.544	59.463	60.484	39.538	68.043	142.788	68.873	33.092	52.322	51.502	41.145	88.249	59.263	57.235	86.892	58.525	60.737	96.561	162.883	104.018	38.162	37.738	48.714	42.957	74.557	448.674	98.183	36.636	98.546	102.538	35.59
hsa-mir-4746	0.77	7.07	5.789	9.499	11.698	0.942	4.032	11.788	5.559	5.743	0	22.576	4.935	1.446	1.95	15.996	4.206	1.237	8.814	19.131	2.613	2.962	9.904	0	10.144	4.041	5.4	1.143	6.003	7.592	13.519	7.489	2.737	7.269	9.225	12.179	8.591	10.987	13.7	13.268	1.221	1.573	11.873	3.954
hsa-mir-4772	62.397	27.102	5.789	58.895	68.061	9.417	15.456	57.464	130.081	24.885	53.306	19.754	19.74	109.161	37.042	18.495	52.157	56.909	41.426	86.729	58.347	20.731	42.589	85.837	51.732	60.61	35.637	30.87	45.019	10.123	17.381	3.744	17.793	66.329	35.222	33.725	18.745	7.063	63.933	8.845	6.106	40.886	33.46	49.431
hsa-mir-484	121.712	176.752	138.217	443.612	196.738	288.166	305.757	231.33	197.901	237.84	283.489	290.669	409.599	156.874	219.329	151.96	342.386	131.138	526.201	230.853	248.192	138.208	209.971	160.325	217.072	246.48	265.659	340.71	207.087	368.217	301.271	370.699	140.972	145.379	424.344	319.453	811.501	309.999	286.557	334.353	260.115	103.788	234.218	251.77
hsa-mir-485	26.191	14.14	36.182	15.199	4.254	288.166	9.408	20.628	1.112	21.056	14.538	25.398	7.402	13.736	5.849	25.993	11.777	7.423	262.66	19.131	20.03	37.514	9.904	27.667	237.359	10.775	19.438	99.469	9.004	16.45	34.762	18.722	19.161	6.36	25.997	63.703	21.869	51.012	17.125	36.266	13.433	107.457	124.125	13.841
hsa-mir-486-2	52.382	98.981	67.299	221.331	40.411	55.561	264.765	271.113	85.609	26.799	186.57	251.161	69.089	367.967	451.331	38.99	127.869	638.371	48.478	119.89	451.97	69.104	34.665	358.957	140.995	540.101	934.124	2.287	618.259	46.818	52.143	157.266	276.469	73.598	155.145	28.104	78.885	38.456	60.508	68.993	1067.327	168.787	109.014	396.109
hsa-mir-487b	49.301	25.924	67.299	25.648	11.698	195.878	22.848	39.783	5.559	46.419	33.922	19.754	8.636	31.809	20.471	27.993	15.142	24.743	249.439	29.335	28.738	57.258	12.876	30.504	174.469	28.285	37.797	90.322	19.508	36.695	38.624	35.572	30.11	16.355	53.672	54.335	39.833	69.848	18.267	20.344	30.53	60.805	84.189	30.318
hsa-mir-493	123.253	57.739	139.664	39.897	22.332	310.768	52.415	89.88	6.671	124.423	38.768	79.017	7.402	78.076	36.067	33.491	34.491	21.032	854.086	67.598	53.122	118.464	32.684	80.162	585.282	48.488	80.993	148.632	28.512	55.675	83.043	56.166	35.585	42.705	106.505	105.86	56.235	113.797	35.392	55.725	41.521	272.575	187.806	43.499
hsa-mir-495	51.612	28.28	69.47	29.447	10.634	559.382	32.256	75.145	4.447	54.555	36.345	56.441	12.337	60.725	32.168	23.494	32.809	32.166	1106.169	40.814	47.897	86.874	24.761	53.205	476.746	29.631	57.235	164.638	49.521	46.818	92.699	44.933	36.954	41.797	67.09	106.797	68.732	79.266	29.683	53.072	30.53	145.199	134.918	40.863
hsa-mir-497	89.358	74.236	123.02	37.047	49.982	44.261	159.934	58.938	158.988	77.047	147.802	76.195	460.182	157.597	145.245	348.408	75.712	165.779	66.987	43.365	166.332	105.63	160.45	170.966	63.904	118.526	127.43	51.449	103.543	51.879	44.418	41.189	78.013	111.76	81.347	46.841	136.682	62	53.658	260.937	301.636	79.152	20.508	129.839
hsa-mir-500a	1181.684	651.626	717.86	1233.945	739.096	332.427	570.522	864.91	986.17	499.607	835.93	586.983	685.955	597.134	700.879	981.741	684.772	898.173	328.766	757.605	646.169	648.59	1743.159	722.879	658.316	895.678	526.997	552.224	1029.432	385.932	686.55	1097.119	587.154	967.682	313.645	328.821	373.337	1142.679	585.673	428.113	1837.903	528.9	608.75	768.491
hsa-mir-500b	30.813	10.605	20.262	40.847	14.888	22.601	15.456	20.628	24.46	25.842	19.384	22.576	19.74	13.736	15.597	16.496	25.237	23.506	18.51	15.305	26.125	30.603	30.703	12.06	16.23	32.325	15.119	14.863	31.513	11.388	34.762	28.083	31.479	9.086	11.741	11.242	14.059	24.329	19.408	15.037	28.088	28.83	10.793	25.045
hsa-mir-501	179.487	91.911	115.06	240.33	118.043	42.377	67.871	167.972	193.454	81.832	106.611	79.017	80.193	106.27	124.774	145.962	121.139	143.51	65.224	108.411	109.727	69.104	151.536	113.504	149.11	189.911	86.393	68.599	165.069	50.614	168.982	269.599	71.17	108.126	88.056	61.83	88.258	29.038	108.458	59.264	261.336	85.966	113.331	151.589
hsa-mir-502	33.124	29.459	29.67	48.446	24.459	32.018	28.896	30.942	47.808	35.891	29.076	28.22	35.778	30.363	26.32	42.489	36.173	37.115	25.561	21.682	35.705	24.68	37.636	26.957	28.402	32.325	21.598	21.723	36.015	16.45	57.937	54.294	24.636	31.802	36.899	26.231	35.147	33.747	23.975	20.344	46.406	35.644	28.063	37.568
hsa-mir-503	26.191	30.637	26.051	12.349	10.634	30.135	12.096	39.783	10.006	47.855	14.538	73.373	2.467	38.315	14.622	14.996	21.872	18.557	11.458	21.682	26.125	22.706	37.636	23.41	19.273	22.897	22.678	6.86	18.008	22.776	11.587	11.233	26.004	107.217	35.222	13.115	3.124	21.19	11.417	7.961	122.12	11.008	26.984	29
hsa-mir-505	111.698	183.822	154.861	216.582	204.182	106.414	179.422	176.813	325.758	91.403	1020.077	220.119	119.672	304.35	594.626	90.976	143.853	341.454	69.631	200.242	613.077	136.233	227.799	357.538	169.397	773.112	180.345	109.759	1137.477	191.068	117.805	125.439	186.137	248.962	100.635	108.67	128.091	230.733	150.7	157.447	106.244	69.716	161.902	694.015
hsa-mir-508	13.866	10.605	68.747	49.396	17.015	0.942	4.704	22.102	379.125	2.871	0	5.644	9.87	4.338	7.798	5.998	2.524	1.237	2.644	8.928	1.742	1.974	4.952	56.752	3.043	1.347	3.24	0	4.502	0	0	59.911	9.581	3.634	0	0	1.562	6.278	3.425	7.961	3.664	2.097	6.476	3.295
hsa-mir-511	60.856	24.745	42.695	39.897	12.761	4.709	11.424	73.672	47.808	8.614	99.342	2.822	18.506	69.401	69.211	3.999	34.491	68.043	5.288	7.653	84.472	13.821	27.732	55.333	24.345	76.772	29.158	12.577	112.547	15.184	5.794	29.955	28.742	43.614	18.45	18.736	8.591	10.202	5.708	10.614	14.654	16.25	65.84	71.84
hsa-mir-532	2676.892	2347.268	2108.715	7900.477	3393.46	1118.764	3161.053	2801.011	3827.939	2520.525	3808.932	2988.533	4326.697	4432.235	3366.946	5099.157	3501.256	3785.689	2491.744	3419.425	3243.038	2179.735	2795.988	3291.619	4658.929	4354.477	3066.952	4113.671	5145.659	1734.797	5266.447	9647.531	1985.921	1930.82	2360.727	1610.379	2863.295	5453.624	2674.917	3543.434	4706.497	4292.005	2500.839	4546.357
hsa-mir-539	25.421	25.924	69.47	34.197	26.586	244.847	16.128	61.885	10.006	25.363	43.614	39.508	12.337	27.471	21.446	26.993	26.079	16.083	463.621	33.161	31.351	66.142	20.799	26.957	256.632	20.203	39.957	72.029	34.514	68.329	117.805	28.083	24.636	19.081	36.061	64.64	29.68	112.227	21.692	45.996	31.751	51.894	113.331	19.113
hsa-mir-542	2280.943	523.186	1479.863	653.544	590.213	997.282	2030.762	1393.875	630.392	2097.008	2217.031	431.771	450.312	2374.799	1957.391	694.317	975.843	1871.813	1222.515	914.483	2039.526	896.377	593.268	1804.006	1147.235	2016.286	2150.106	799.182	2650.112	1561.444	571.642	1020.358	440.707	1166.67	2881.513	961.169	506.114	1204.679	1068.597	624.479	1348.203	617.487	1062.074	2582.947
hsa-mir-550a-2	1.541	2.357	2.895	12.349	2.127	3.767	4.704	8.841	1.112	3.828	4.846	19.754	2.467	5.783	0.975	13.496	4.206	4.949	9.696	19.131	7.838	3.949	5.943	5.675	3.043	6.734	8.639	12.577	10.504	18.98	14.484	0	17.793	10.903	2.516	10.305	3.905	4.709	14.842	3.538	14.654	2.621	3.238	3.954
hsa-mir-5586	24.651	17.675	7.96	40.847	25.523	16.951	21.504	19.155	23.348	2.393	2.423	39.508	62.92	10.844	3.899	18.995	15.984	8.66	7.933	2.551	12.192	10.859	18.818	5.675	12.172	10.775	30.238	9.147	9.004	17.715	7.725	5.617	12.318	41.797	16.772	6.558	5.467	15.696	17.125	14.153	111.129	15.725	28.063	9.886
hsa-mir-574	220.314	236.848	391.494	303.974	389.222	228.838	272.157	472.974	257.938	257.46	1029.768	285.025	835.236	596.411	880.241	458.879	417.257	1281.691	204.487	341.815	1067.66	435.355	532.852	715.785	424	988.613	253.779	396.733	922.887	361.891	234.644	1170.135	462.606	327.104	261.651	487.142	406.141	321.771	326.516	584.675	150.207	160.924	377.77	999.829
hsa-mir-576	50.071	100.16	44.143	58.895	45.728	74.396	66.527	51.57	57.814	29.67	94.496	42.33	30.843	72.292	117.95	59.484	43.745	127.427	23.798	49.742	79.247	64.168	102.014	80.162	34.488	90.241	46.436	50.306	129.054	55.675	15.45	41.189	75.276	89.953	21.804	27.168	34.366	37.671	53.658	27.42	70.829	44.556	75.554	83.704
hsa-mir-582	946.734	319.332	297.42	967.018	315.844	159.151	404.54	612.951	531.442	238.318	1022.5	623.669	136.944	833.529	733.047	123.967	308.736	1327.466	104.888	1915.694	836.014	544.934	381.316	1003.802	376.325	818.906	673.866	348.713	886.872	279.643	96.561	228.41	626.845	570.614	342.159	1394.912	178.858	426.15	381.315	120.296	152.65	275.72	725.319	512.108
hsa-mir-584	223.395	152.007	72.365	163.386	265.862	35.785	103.487	231.33	128.969	50.248	210.8	883.296	171.489	153.259	198.858	346.909	325.561	165.779	232.692	996.11	183.749	111.553	99.043	160.325	367.196	233.011	289.417	133.769	249.105	96.167	98.492	146.033	128.654	105.4	144.243	408.45	242.904	674.934	988.68	257.399	229.585	354.871	932.553	143.68
hsa-mir-589	155.606	301.657	112.166	248.879	290.321	78.163	143.806	427.298	294.628	159.836	174.455	403.551	159.151	151.091	235.901	401.394	344.069	180.624	205.368	322.684	151.528	121.425	140.641	157.487	161.282	181.829	225.702	275.54	192.081	253.07	392.038	572.898	264.151	157.191	206.302	203.288	110.127	301.366	426.982	215.826	156.313	146.247	232.059	166.089
hsa-mir-590	41.598	86.019	43.419	137.738	74.441	57.445	77.279	79.566	161.211	63.169	89.65	73.373	78.959	92.534	99.429	69.982	48.792	153.407	59.936	173.458	101.018	54.296	105.976	75.196	32.459	95.629	73.434	96.039	91.538	55.675	69.524	117.95	73.907	95.405	41.093	51.525	44.519	95.746	105.033	53.956	65.945	74.958	88.506	75.135
hsa-mir-598	98.602	322.867	103.482	46.546	317.971	146.908	239.229	42.73	97.839	176.107	77.536	104.415	151.749	54.942	59.463	675.322	164.043	70.518	211.538	21.682	92.31	155.977	202.048	70.94	76.077	57.916	70.194	338.423	66.028	183.476	63.73	303.299	197.087	158.1	99.796	155.511	226.502	302.151	114.166	213.172	421.313	85.966	159.743	65.908
hsa-mir-616	3.081	27.102	9.407	20.898	22.332	10.359	8.064	30.942	11.118	4.786	43.614	16.932	7.402	22.411	45.815	16.496	18.507	18.557	13.221	10.203	28.738	11.846	31.694	24.12	2.029	48.488	5.4	18.293	58.525	24.042	32.831	106.716	23.267	18.172	7.548	22.483	10.154	21.975	26.258	5.307	32.972	6.814	11.873	26.363
hsa-mir-625	902.825	295.765	854.63	1250.094	362.636	127.132	217.726	240.171	1437.562	192.856	111.457	200.364	118.438	122.897	115.026	137.964	274.245	118.767	341.987	1521.587	161.978	250.749	189.172	127.692	170.412	158.932	384.449	210.371	54.023	160.7	202.778	132.927	242.252	428.869	152.63	361.609	348.344	193.063	232.899	101.721	332.166	220.157	562.338	81.726
hsa-mir-628	26.191	41.242	36.182	21.848	32.967	38.611	18.144	19.155	26.683	25.842	26.653	28.22	16.039	38.315	32.168	25.993	21.872	30.929	27.324	29.335	26.996	50.347	54.474	25.538	8.115	39.06	14.039	17.15	54.023	63.268	31.865	59.911	39.691	56.335	22.643	24.357	14.059	89.468	38.817	14.153	69.608	20.967	21.587	33.613
hsa-mir-629	445.25	222.708	228.673	807.431	160.581	133.724	263.421	381.621	643.734	207.212	196.262	296.313	229.474	185.068	381.145	288.424	296.959	372.383	362.259	1147.886	234.258	216.197	209.971	263.188	266.775	216.848	166.307	257.247	243.102	230.294	393.97	322.021	251.833	275.312	179.466	371.914	270.24	207.974	478.357	106.144	368.802	222.778	511.609	247.156
hsa-mir-651	13.096	40.064	18.091	11.399	6.381	10.359	16.128	16.208	18.901	17.228	14.538	11.288	7.402	27.471	16.572	14.996	10.095	19.794	31.731	24.233	16.546	13.821	11.885	16.316	5.072	18.856	15.119	38.873	22.509	12.654	13.519	16.85	42.428	29.984	5.87	6.558	20.307	14.127	35.392	5.307	63.502	15.201	7.555	24.386
hsa-mir-6511b-1	1.541	1.178	1.447	5.7	0	4.709	2.688	1.473	2.224	0.957	7.269	8.466	2.467	2.169	3.899	1.5	1.682	7.423	0.881	0	4.354	4.936	2.971	4.966	0	6.734	1.08	2.287	6.003	2.531	4.828	3.744	4.106	2.726	5.032	1.874	3.905	5.494	2.283	5.307	2.442	1.573	0	3.954
hsa-mir-652	52.382	34.172	57.892	217.531	80.822	42.377	56.447	57.464	130.081	40.677	24.23	50.797	35.778	55.665	43.866	77.48	64.776	49.486	89.022	128.818	45.284	33.565	35.656	48.949	68.976	51.182	77.754	76.603	31.513	64.533	111.045	112.333	69.801	53.609	64.574	50.588	81.228	47.873	70.783	44.227	78.157	50.846	64.761	48.113
hsa-mir-653	40.057	31.815	95.522	331.522	37.221	18.834	7.392	48.624	21.124	25.842	46.037	22.576	35.778	16.627	23.395	7.998	33.65	24.743	17.628	58.67	27.867	37.514	59.426	26.957	10.144	28.285	23.758	18.293	31.513	26.572	32.831	13.106	39.691	43.614	32.706	30.915	12.497	36.101	15.983	43.342	84.263	35.644	50.729	12.523
hsa-mir-654	174.865	104.873	184.531	95.942	72.314	238.255	102.815	249.011	26.683	105.76	264.105	135.458	65.388	178.562	128.673	95.975	91.696	162.067	385.176	161.979	303.926	170.785	58.435	300.077	1381.55	223.583	194.384	436.749	289.621	188.537	146.773	84.25	149.184	107.217	255.78	301.653	103.097	229.164	76.491	172.484	92.811	374.79	352.945	199.043
hsa-mir-660	364.365	245.096	271.369	327.722	138.248	173.277	245.949	141.45	315.752	437.395	172.032	259.627	246.746	388.209	220.304	305.42	216.2	262.277	169.231	193.865	233.387	297.147	283.263	207.145	235.33	277.458	263.499	226.378	292.623	78.452	280.993	342.616	208.036	272.586	198.754	98.365	216.348	229.164	189.516	150.37	481.152	587.608	165.14	427.086
hsa-mir-664a	187.96	236.848	205.516	109.241	104.218	202.47	167.998	216.596	171.218	134.951	201.108	293.491	328.173	151.814	185.211	198.448	71.506	141.035	147.195	117.339	207.262	233.966	214.924	158.196	135.923	276.111	89.633	125.765	220.593	130.331	77.249	217.177	208.036	211.709	118.246	128.343	210.1	149.898	174.674	167.176	310.184	326.041	76.633	223.429
hsa-mir-664b	14.636	14.14	18.815	9.499	17.015	20.718	23.52	20.628	33.354	11.964	29.076	19.754	11.104	15.904	25.345	11.997	5.047	17.32	11.458	15.305	20.03	7.898	22.78	12.769	8.115	36.366	7.559	10.29	28.512	15.184	9.656	18.722	12.318	19.081	20.966	19.673	24.212	10.987	18.267	13.268	20.76	13.629	12.952	35.59
hsa-mir-671	21.569	23.567	23.157	25.648	20.205	21.66	15.456	20.628	21.124	21.056	16.961	25.398	19.74	10.844	14.622	20.994	15.984	13.609	31.731	33.161	17.417	23.693	25.751	10.641	22.316	25.591	14.039	10.29	24.01	24.042	27.037	48.678	21.899	26.35	25.159	21.547	11.716	13.342	43.383	20.344	30.53	15.201	29.142	17.136
hsa-mir-675	10.014	44.777	52.826	25.648	20.205	13.184	18.816	1267.159	127.857	88.053	581.516	513.61	13.571	1901.285	6461.925	39.49	28.602	3770.843	96.955	771.635	976.22	54.296	9.904	4189.721	382.412	1047.876	329.373	2.287	1397.086	21.511	5.794	292.066	69.801	473.392	211.333	12.179	34.366	22.759	76.491	34.497	15.876	35.644	5.397	692.037
hsa-mir-7-1	46.22	51.847	69.47	52.246	60.616	21.66	89.375	64.831	131.193	25.842	58.152	138.28	35.778	52.773	80.908	66.482	45.427	134.85	28.205	124.992	112.339	49.36	51.502	94.35	57.818	60.61	26.998	25.153	66.028	160.7	56.005	65.528	56.115	63.603	36.899	35.599	21.869	70.633	77.633	38.919	59.839	26.209	117.648	73.158
hsa-mir-708	295.806	460.734	830.026	16.149	236.085	98.881	180.094	61.885	310.193	112.938	29.076	22.576	120.906	21.688	15.597	67.482	171.614	42.063	191.266	20.407	40.93	504.459	209.971	48.239	54.775	9.428	134.989	75.459	31.513	56.941	43.453	16.85	307.948	126.298	169.402	117.101	223.378	86.329	126.725	149.486	23.203	145.199	611.988	11.204
hsa-mir-744	33.124	139.045	64.405	214.682	122.296	42.377	106.175	310.896	124.522	137.344	239.875	112.881	111.036	173.501	230.052	264.93	179.185	178.15	73.157	545.884	157.623	54.296	171.345	167.419	118.679	257.255	77.754	282.4	297.125	304.95	125.53	357.593	101.281	88.136	113.214	122.722	105.44	419.087	119.875	126.488	177.074	79.152	173.774	197.066
hsa-mir-758	136.348	49.491	98.416	59.845	25.523	135.608	55.103	86.933	24.46	73.218	96.919	79.017	17.272	114.222	81.883	50.487	45.427	81.652	382.532	86.729	101.018	108.592	28.723	101.444	517.321	109.098	112.311	140.629	102.043	93.636	68.558	31.828	72.539	39.979	140.889	139.585	57.797	100.455	49.092	76.07	39.078	125.804	196.441	103.476
hsa-mir-766	23.88	37.707	34.012	29.447	15.952	34.844	16.128	44.203	85.609	20.099	31.499	33.864	50.583	27.471	56.538	25.493	30.285	30.929	23.798	25.509	55.734	35.539	21.789	43.273	55.789	60.61	26.998	24.01	46.52	24.042	38.624	104.844	34.216	32.71	16.772	33.725	22.65	20.405	21.692	16.806	89.147	22.016	42.094	41.522
hsa-mir-769	72.411	100.16	44.143	79.793	58.49	19.776	93.407	53.044	75.603	116.766	48.46	87.483	93.764	57.834	53.614	150.96	111.885	53.198	91.667	126.267	55.734	57.258	64.378	51.786	45.646	53.875	62.635	69.743	63.026	67.064	73.386	99.227	228.566	55.426	89.733	71.198	102.316	87.898	68.5	71.647	73.272	62.902	71.237	59.977
hsa-mir-874	100.913	227.421	292.354	182.384	74.441	84.755	43.68	101.667	163.435	51.683	150.225	555.94	272.655	53.496	223.228	130.966	543.443	155.881	110.176	71.424	148.044	134.259	235.723	222.042	194.756	189.911	61.555	277.827	183.077	340.38	352.448	9.361	57.484	291.667	46.124	180.805	172.61	164.809	135.858	103.49	106.244	128.949	143.553	183.884
hsa-mir-887	8.474	22.389	18.091	9.499	20.205	14.126	16.8	16.208	18.901	15.792	12.115	2.822	12.337	11.567	15.597	5.499	6.73	9.897	8.814	16.581	14.804	24.68	23.77	21.282	13.187	17.509	15.119	4.573	4.502	24.042	5.794	24.339	9.581	19.081	9.225	11.242	10.935	12.557	23.975	7.076	15.876	8.911	30.222	9.886
hsa-mir-889	235.721	84.841	179.465	113.04	35.094	768.444	54.431	97.247	20.012	154.572	58.152	93.127	24.675	220.491	125.749	78.479	66.458	103.921	1378.524	86.729	90.568	153.016	24.761	119.889	752.651	118.526	126.35	310.983	78.033	126.535	203.744	91.739	94.437	59.06	246.556	154.574	128.091	137.341	97.041	106.144	109.908	360.113	371.294	164.771
hsa-mir-9-2	2495.864	108.408	560.105	940.42	523.216	68.746	79.967	210.702	583.697	316.322	67.844	694.22	592.191	146.03	86.757	165.956	62.252	222.688	409.855	352.018	185.491	128.336	428.857	485.94	519.349	176.442	326.134	168.068	120.05	80.982	182.501	3862.383	2177.533	228.064	1208.458	422.502	125.748	88.683	299.116	83.146	632.581	274.147	127.363	94.249
hsa-mir-92a-1	18970.88	46131.118	15725.627	41867.684	24915.507	29867.596	14883.964	22363.884	21771.333	17631.713	49644.533	32041.361	36222.364	37319.406	51139.763	22841.983	18122.914	47116.984	33181.531	64308.408	30141.787	17512.911	18068.439	39844.912	30505.688	47706.641	16658.733	30716.475	58387.994	25286.785	8998.536	26742.74	39117.573	22785.493	17745.289	18839.278	24011.529	24102.993	42756.425	47272.908	11033.524	15852.848	17542.57	28600.261
