	TCGA.P7.A5NX.01A	TCGA.P7.A5NY.01A	TCGA.P7.A5NY.05A	TCGA.P8.A5KC.01A	TCGA.P8.A5KC.11A	TCGA.P8.A5KD.01A	TCGA.P8.A5KD.11A	TCGA.P8.A6RX.01A	TCGA.P8.A6RY.01A	TCGA.PR.A5PF.01A	TCGA.PR.A5PG.01A	TCGA.PR.A5PH.01A	TCGA.QR.A6GO.01A	TCGA.QR.A6GR.01A	TCGA.QR.A6GS.01A	TCGA.QR.A6GT.01A	TCGA.QR.A6GU.01A	TCGA.QR.A6GW.01A	TCGA.QR.A6GX.01A	TCGA.QR.A6GY.01A	TCGA.QR.A6GZ.01A	TCGA.QR.A6GZ.05A	TCGA.QR.A6H0.01A	TCGA.QR.A6H1.01A	TCGA.QR.A6H2.01A	TCGA.QR.A6H3.01A	TCGA.QR.A6H4.01A	TCGA.QR.A6H5.01A	TCGA.QR.A6H6.01A	TCGA.QR.A6ZZ.01A	TCGA.QR.A700.01A	TCGA.QR.A702.01A	TCGA.QR.A703.01A	TCGA.QR.A705.01A	TCGA.QR.A706.01A	TCGA.QR.A707.01A	TCGA.QR.A708.01A	TCGA.QR.A70A.01A	TCGA.QR.A70C.01A	TCGA.QR.A70D.01A	TCGA.QR.A70E.01A	TCGA.QR.A70G.01B	TCGA.QR.A70H.01A	TCGA.QR.A70I.01A	TCGA.QR.A70J.01A	TCGA.QR.A70K.01A	TCGA.QR.A70M.01A	TCGA.QR.A70N.01A	TCGA.QR.A70O.01A	TCGA.QR.A70P.01A	TCGA.QR.A70Q.01A	TCGA.QR.A70R.01A	TCGA.QR.A70T.01A	TCGA.QR.A70U.01A	TCGA.QR.A70V.01A	TCGA.QR.A70W.01A	TCGA.QR.A70X.01A	TCGA.QR.A7IN.01A	TCGA.QR.A7IP.01A	TCGA.QT.A5XJ.01A	TCGA.QT.A5XK.01A	TCGA.QT.A5XL.01A	TCGA.QT.A5XM.01A	TCGA.QT.A5XN.01A	TCGA.QT.A5XO.01A	TCGA.QT.A5XP.01A	TCGA.QT.A69Q.01A	TCGA.QT.A7U0.01A	TCGA.RM.A68T.01A	TCGA.RM.A68W.01A	TCGA.RT.A6Y9.01A	TCGA.RT.A6YA.01A	TCGA.RT.A6YC.01A	TCGA.RW.A67V.01A	TCGA.RW.A67W.01A	TCGA.RW.A67X.01A	TCGA.RW.A67Y.01A	TCGA.RW.A680.01A	TCGA.RW.A681.01A	TCGA.RW.A684.01A	TCGA.RW.A685.01A	TCGA.RW.A686.01A	TCGA.RW.A686.06A	TCGA.RW.A688.01A	TCGA.RW.A689.01A	TCGA.RW.A68A.01A	TCGA.RW.A68B.01A	TCGA.RW.A68C.01A	TCGA.RW.A68D.01A	TCGA.RW.A68F.01A	TCGA.RW.A68G.01A	TCGA.RW.A7CZ.01A	TCGA.RW.A7D0.01A	TCGA.RW.A8AZ.01A	TCGA.RX.A8JQ.01A	TCGA.S7.A7WL.01A	TCGA.S7.A7WM.01A	TCGA.S7.A7WN.01A	TCGA.S7.A7WO.01A	TCGA.S7.A7WP.01A	TCGA.S7.A7WQ.01A	TCGA.S7.A7WR.01A	TCGA.S7.A7WT.01A	TCGA.S7.A7WU.01A	TCGA.S7.A7WV.01A	TCGA.S7.A7WW.01A	TCGA.S7.A7WX.01A	TCGA.S7.A7X0.01A	TCGA.S7.A7X1.01A	TCGA.S7.A7X2.01A	TCGA.SA.A6C2.01A	TCGA.SP.A6QC.01A	TCGA.SP.A6QD.01A	TCGA.SP.A6QF.01A	TCGA.SP.A6QG.01A	TCGA.SP.A6QH.01A	TCGA.SP.A6QI.01A	TCGA.SP.A6QJ.01A	TCGA.SP.A6QK.01A	TCGA.SQ.A6I4.01A	TCGA.SQ.A6I4.11A	TCGA.SQ.A6I6.01A	TCGA.SR.A6MP.01A	TCGA.SR.A6MQ.01A	TCGA.SR.A6MR.01A	TCGA.SR.A6MS.01A	TCGA.SR.A6MT.01A	TCGA.SR.A6MU.01A	TCGA.SR.A6MV.01A	TCGA.SR.A6MX.01A	TCGA.SR.A6MX.05A	TCGA.SR.A6MX.06A	TCGA.SR.A6MY.01A	TCGA.SR.A6MZ.01A	TCGA.SR.A6N0.01A	TCGA.TT.A6YJ.01A	TCGA.TT.A6YK.01A	TCGA.TT.A6YN.01A	TCGA.TT.A6YO.01A	TCGA.TT.A6YP.01A	TCGA.W2.A7H5.01B	TCGA.W2.A7H7.01A	TCGA.W2.A7HA.01B	TCGA.W2.A7HB.01A	TCGA.W2.A7HC.01A	TCGA.W2.A7HD.01A	TCGA.W2.A7HE.01A	TCGA.W2.A7HF.01A	TCGA.W2.A7HH.01A	TCGA.W2.A7UY.01A	TCGA.WB.A80K.01A	TCGA.WB.A80L.01A	TCGA.WB.A80M.01A	TCGA.WB.A80N.01A	TCGA.WB.A80O.01A	TCGA.WB.A80P.01A	TCGA.WB.A80Q.01A	TCGA.WB.A80V.01A	TCGA.WB.A80Y.01A	TCGA.WB.A814.01A	TCGA.WB.A815.01A	TCGA.WB.A816.01A	TCGA.WB.A817.01A	TCGA.WB.A818.01A	TCGA.WB.A819.01A	TCGA.WB.A81A.01A	TCGA.WB.A81D.01A	TCGA.WB.A81E.01A	TCGA.WB.A81F.01A	TCGA.WB.A81G.01A	TCGA.WB.A81H.01A	TCGA.WB.A81I.01A	TCGA.WB.A81J.01A	TCGA.WB.A81K.01A	TCGA.WB.A81M.01A	TCGA.WB.A81N.01A	TCGA.WB.A81P.01A	TCGA.WB.A81Q.01A	TCGA.WB.A81R.01A	TCGA.WB.A81S.01A	TCGA.WB.A81T.01A	TCGA.WB.A81V.01A	TCGA.WB.A81W.01A	TCGA.WB.A820.01A	TCGA.WB.A821.01A	TCGA.WB.A822.01A	TCGA.XG.A823.01A
hsa-mir-509-1	0	5.574	0	6.685	767.191	14.949	526.655	0.883	9.923	4.666	1.363	0	1.748	43.483	29.697	45.686	0.873	18.989	4.944	1.069	2.568	0.695	0.924	5.25	1.042	9053.962	1.889	8.182	14.817	8.022	0.759	24.124	10.448	3.361	1.545	51.5	0.55	8.265	11.726	7.495	63.458	63.921	2.821	3.341	0.976	1.348	3.919	4.067	16.148	4.063	2.142	3.848	11.898	7.398	11.325	20.63	38.47	104.829	13.768	8.46	4.382	27.407	4.934	39.554	130.544	442.067	4.785	0	47.997	2.952	0.961	10.543	52.719	13.155	9.844	6.211	14.286	7.407	0	10.396	45.836	11.048	16.648	8.346	3.62	18.533	0	0.96	8.883	1.862	33.831	11.17	4.065	1.22	6.351	26.709	12.563	8.834	1897.648	5.976	1.274	7.29	4.115	1.204	44.897	22.628	7.891	23.102	5.053	13.511	1.482	3.267	2.816	4.793	22.146	0	14.411	5.571	44.679	5.014	848.424	21.399	9.672	4.992	2.783	0	2.21	42.388	1.752	11.125	0.825	3.543	3.011	96.973	46.773	31.774	9.42	12.131	193.306	14.691	0	9.535	0	13.824	33.476	89.172	388.696	1.696	0	0	0	26.508	1.225	14.535	5.136	2.487	1.098	26.846	1.64	7.4	1.089	54.67	100.776	0	14.207	0	59.062	37.893	11.669	3.221	83.784	2.429	9.693	78.377	2.728	54.221	1.321	0	15.01	8.755	41.897	2.208	82.477	349.336	7.724	1.004	58.658
hsa-mir-511	14.235	14.492	17.451	16.235	151.675	20.699	85.985	15.892	11.025	13.066	2.726	11.783	7.865	38.048	10.799	45.069	9.605	5.538	24.72	4.277	19.902	11.118	37.865	3.5	6.254	20.105	13.851	20.183	24.694	17.932	13.657	1.809	26.774	7.842	20.083	4.153	3.848	19.286	4.397	7.495	20.397	53.978	7.052	10.857	35.147	6.742	1.306	15.251	3.67	4.063	29.983	8.465	3.104	6.473	4.356	5.73	22.313	7.724	8.261	3.254	18.624	26.288	13.568	8.476	17.242	8.668	8.772	5.489	15.804	16.974	4.805	7.908	21.373	2.024	5.469	55.015	2.747	4.321	3.366	14.394	22.409	11.662	6.855	1.855	10.86	6.178	6.617	14.402	7.995	3.723	19.991	12.101	28.452	17.084	12.702	4.605	15.989	7.572	150.518	8.693	29.299	13.669	3.292	2.408	101.654	40.946	21.418	38.207	26.277	10.133	4.445	5.718	15.956	10.784	4.921	32.108	5.24	8.357	15.21	6.016	122.201	4.505	10.317	10.983	18.093	18.774	6.63	8.695	7.007	43.575	27.235	27.16	12.044	32.714	45.799	7.67	3.364	0	279.323	15.821	6.767	20.024	16.721	4.608	21.521	2.347	85.758	5.089	11.678	20.959	9.623	1.153	0	8.176	38.884	29.838	3.293	4.738	9.838	2.775	5.444	27.681	49.268	7.5	13.114	4.208	6.49	12.9	13.464	26.571	50.928	12.144	5.654	32.518	0	4.225	3.964	8.203	9.712	13.757	20.949	13.251	12.169	14.336	5.793	23.088	51.89
hsa-mir-514a-1	1.356	5.574	2.685	4.775	701.936	13.799	755.948	3.532	22.05	8.399	2.726	2.619	2.622	41.309	22.273	25.313	0.873	14.242	0.989	1.069	0	0	0.924	3.5	1.042	7381.821	1.259	6	7.408	7.078	0	10.253	9.795	10.082	3.09	51.5	0	5.51	8.062	5.829	38.528	129.262	1.41	1.67	0.976	1.348	6.532	2.033	10.276	4.876	3.212	5.387	14.485	1.849	6.098	6.877	20.774	40.828	6.425	0.651	3.287	19.576	2.467	14.126	72.661	341.518	6.38	3.659	29.267	2.952	0	3.514	27.072	25.298	13.125	8.873	27.473	7.407	0	10.396	33.613	15.345	11.752	0.927	18.1	12.355	0	0.96	2.665	1.862	33.062	23.272	10.161	3.661	7.939	19.341	19.416	8.834	2601.002	9.779	0	5.468	0.823	2.408	89.794	25.86	5.636	30.21	5.053	13.511	2.223	2.451	0.939	2.396	17.84	0.655	17.031	4.179	50.383	0	830.967	5.631	9.027	2.995	4.175	1.444	4.42	32.606	0.876	10.198	0.825	2.362	1.505	88.794	47.748	8.765	4.037	0	220.129	6.78	0	4.768	0.984	30.413	23.912	65.706	621.468	3.393	1.298	0	2.887	21.898	6.124	6.359	2.935	8.703	1.098	25.267	1.64	12.026	1.089	55.362	163.481	3	12.022	0	42.187	21.769	21.543	8.857	106.784	2.429	10.501	44.191	1.819	40.138	0	1.025	12.361	5.003	22.258	4.417	50.027	181.081	6.759	1.004	122.956
hsa-mir-532	5463.422	7585.05	5616.61	4857.031	5218.663	6968.726	5922.186	2477.407	26751.377	6669.059	9916.44	13448.817	6389.795	3616.703	16036.93	4747.653	3978.343	10216.073	7592.069	28563.689	3508.586	2313.972	5417.514	10631.849	2670.305	6616.463	6119.648	2415.948	5159.253	3297.636	10671.519	3393.672	6335.617	8164.521	7743.419	6102.79	14994.029	10603.913	7220.341	4929.911	6637.017	5424.755	13017.467	5851.877	3566.961	9783.375	6667.718	2397.475	3368.255	4016.207	7404.671	15609.906	5455.019	5514.859	4112.815	8223.186	5258.107	18357.199	5190.52	11255.684	5296.744	4428.13	9127.782	6585.763	4391.684	14537.922	20951.259	8238.914	4290.474	5281.746	3407.539	6173.174	6249.358	14372.396	5362.545	3148.28	3853.962	9007.633	4582.772	3199.47	6741.972	7266.017	6628.961	4788.016	10921.303	5131.627	8799.084	3148.226	7117.949	6378.247	14651.89	5126.31	9725.428	7939.334	11713.055	3955.64	4926.973	7714.949	4287.644	4174.132	2188.542	7263.805	6198.122	3350.125	7492.734	3410.336	12550.069	6577.842	3620.142	7563.978	46889.932	6140.372	3242.772	4910.262	6408.735	4137.328	6747.027	7536.626	5315.864	20289.05	4870.585	8648.407	4537.486	8073.647	4030.487	24087.073	3734.793	6440.74	5953.646	3098.441	4019.178	5167.433	7056.158	5250.552	4678.287	3866.606	4802.177	9676.36	4888.153	2466.894	10552.778	2634.637	10060.872	4809.913	7093.416	5730.473	6232.497	6305.795	4248.355	2582.943	13243.128	12277.991	8120.421	4543.202	4611.05	5245.327	5255.233	3561.104	15019.534	11647.391	13611.343	7641.277	12163.674	7939.913	5118.999	6409.845	2325.495	7365.831	8431.368	5492.079	5806.569	2943.675	32292.001	11720.639	5872.275	32615.978	5019.294	7994.645	9758.403	12983.06	5148.134	3880.197	9056.26	8355.384	6356.918	3156.013	5841.551
hsa-mir-539	1573.953	2219.552	1072.579	1709.415	1231.033	3836.249	583.978	3400.917	1449.805	2042.901	4194.997	9.165	1956.613	1319.711	1301.258	1350.21	7060.773	1972.481	1843.138	75.916	1979.96	2714.227	3188.077	3617.454	5459.43	3961.282	1884.373	2613.959	3463.99	4289.569	2691.969	2682.611	4817.341	4445.228	2727.383	3188.868	1689.7	4225.723	1548.577	1825.399	3785.944	1856.547	21.155	6331.252	1017.319	5045.395	2088.887	2678.095	2538.118	3850.423	6616.553	33.091	1212.571	2153.606	2327.779	2895.02	2211.267	6605.326	4179.952	892.854	2622.628	2670.19	72.776	2724.997	4349.812	15.602	204.951	5007.752	4191.554	3991.014	2163.105	1907.481	3060.561	26.31	2136.05	3150.054	4630.908	2220.122	3594.859	2078.336	1948.541	2375.972	2143.713	4525.57	2333.039	2823.219	3128.232	1647.562	5751.743	2766.513	154.546	7372.503	5414.983	3121.552	4412.441	2705.861	1928.989	3305.325	1734.47	4345.813	2487.906	47.387	65.01	1600.401	266.841	2495.526	2734.794	4530.652	5407.978	3436.329	2601.127	1426.246	4868.382	4671.818	3927.795	2122.395	3731.171	3933.364	1495.324	1771.807	408.501	5800.143	5039.143	2790.73	2361.787	105.423	5427.605	2323.71	2402.656	2448.528	4881.609	6528.962	5809.625	1413.7	2417.586	2464.154	1445.969	4039.778	811.147	4478.379	1492.073	3277.324	2165.807	3369.428	2935.165	4239.189	3206.461	1884.783	6707.314	3002.131	2181.527	103.728	56.341	2879.814	1795.998	3466.218	1444.722	2201.41	5820.889	3523.542	21.776	177.157	500.521	4759.747	2775.888	32.819	2555.254	3967.519	3750.267	6761.835	2612.094	9440.648	3327.182	95.052	51.83	3139.916	3066.539	4970.891	2454.611	1003.026	2752.131	4640.998	3341	2418.187	7869.872	14195.031	1430.354
hsa-mir-542	376.881	551.822	769.196	4797.822	3158.711	381.785	4003.656	479.413	278.936	17696.431	359.805	4138.601	356.542	676.705	1228.366	722.952	556.235	388.483	971.998	4337.908	959.805	1614.221	1534.008	371.021	397.106	1301.247	391.607	924.05	527.84	1027.798	391.504	180.328	694.162	823.398	753.873	414.495	2624.697	348.527	8731.541	395.559	892.943	1575.295	368.1	1110.746	1387.83	171.236	278.257	900.832	170.284	530.672	829.88	787.268	150.537	270.935	123.707	237.24	413.939	378.488	308.402	244.689	453.537	899.385	479.825	163.867	346.064	448.134	200.964	215.899	2071.486	884.104	343.06	1101.788	438.851	163.932	605.925	1024.877	110.992	664.123	55.539	300.675	373.818	4375.692	6684.782	57.497	333.033	426.263	312.658	796.898	385.522	409.578	706.606	530.597	232.695	8017.434	333.434	157.489	320.927	215.812	1553.005	770.392	885.353	156.74	618.002	376.919	1348.607	451.479	244.621	993.385	1011.659	209.422	185.954	150.303	686.097	208.488	386.32	1051.696	241.059	158.783	744.335	280.762	3222.616	228.627	327.56	184.717	489.893	423.138	214.364	771.672	776.067	566.471	751.842	854.941	481.752	449.814	1010.494	146.819	339.793	323	1678.713	942.46	270.671	455.793	240.973	452.513	261.833	178.344	476.681	386.796	269.902	1073.863	471.525	516.337	93.085	269.812	143.797	581.847	6064.321	113.703	403.363	464.379	7074.066	687.867	620.333	297.015	283.053	259.188	98.653	355.553	359.049	533.024	571.704	267.165	209.211	297.664	220.051	355.608	187.612	127.143	226.036	268.891	254.003	283.782	459.709	215.034	322.48	593.258	1350.827
hsa-mir-550a-2	10.168	3.344	24.163	11.46	1.764	10.35	1.791	4.414	1.103	6.533	10.903	10.474	3.496	5.979	23.622	2.47	1.746	4.747	8.899	6.415	3.21	5.559	9.235	5.25	0	2.08	4.407	3.273	4.939	7.078	14.416	3.619	4.571	1.12	3.862	2.492	17.04	2.066	15.39	5.829	9.065	2.841	5.641	5.846	20.991	10.787	3.919	5.084	11.744	7.314	5.354	13.083	19.14	8.322	6.098	11.461	5.386	8.828	7.343	27.332	4.382	2.797	11.101	15.539	1.232	6.068	4.785	15.552	4.097	4.428	3.844	9.665	9.974	9.107	8.75	2.662	9.89	6.172	0.841	9.596	1.019	4.297	12.731	2.782	10.86	9.267	4.963	3.84	2.665	3.723	12.302	0.931	14.226	7.322	3.176	5.526	7.995	3.786	4.22	7.063	5.096	17.314	13.166	2.408	8.471	5.388	4.509	1.777	11.117	3.378	6.668	10.619	2.816	9.586	2.461	0.655	6.551	5.571	2.852	6.016	6.983	6.757	7.093	6.989	5.567	5.777	11.05	4.347	7.883	5.563	6.602	4.723	15.055	11.683	1.949	4.383	4.037	1.516	5.549	6.78	11.842	7.628	7.869	6.451	14.347	8.213	4.455	3.393	1.298	7.397	5.774	3.458	12.248	6.359	14.673	6.216	5.489	7.896	8.198	2.775	3.266	5.536	7.838	7.5	9.836	9.257	3.894	13.706	2.693	9.662	5.75	0	0	1.668	2.728	10.563	3.303	5.127	7.947	8.755	5.237	7.729	2.704	6.791	1.931	12.046	7.332
hsa-mir-5586	18.302	17.837	13.424	3.82	14.109	25.299	12.539	11.478	18.743	68.128	1.363	3.928	6.117	15.763	9.449	13.582	5.239	33.231	14.832	2.138	10.914	18.067	16.624	7	15.634	24.264	28.961	10.364	7.408	21.707	27.314	15.681	13.06	17.924	11.586	14.121	63.213	3.444	19.788	9.993	12.465	5.682	18.334	6.681	12.692	36.405	9.145	18.301	21.286	20.317	8.567	6.926	59.49	18.494	6.969	14.899	26.929	6.621	3.671	43.601	32.865	9.508	13.568	7.063	7.389	41.606	8.772	6.404	18.731	15.498	27.868	0.879	2.85	0	19.687	15.085	26.374	12.344	25.245	1.599	20.372	14.117	20.566	18.547	16.29	4.118	14.888	11.521	7.995	13.963	5.382	10.24	24.387	10.983	3.176	14.736	33.121	5.048	12.66	11.952	29.299	10.024	12.344	7.225	20.331	9.698	19.164	6.22	24.256	10.133	1.482	13.887	2.816	26.361	15.994	3.276	13.101	32.035	9.506	89.242	10.474	38.292	18.055	9.985	4.175	8.665	15.47	10.869	5.256	13.907	21.458	37.787	30.109	7.01	17.54	15.339	0.673	10.615	19.423	16.951	10.15	22.885	8.852	21.197	15.543	30.506	23.389	13.572	9.083	7.397	65.436	8.068	6.124	21.803	25.678	9.946	9.88	34.742	16.397	10.176	14.155	3.46	23.514	16.501	21.857	7.574	15.577	16.931	13.464	18.519	25.464	9.715	16.155	10.006	15.458	30.984	10.57	14.355	31.786	20.01	14.402	11.042	13.521	24.144	6.759	13.05	16.921
hsa-mir-574	961.86	617.595	300.698	376.262	991.176	679.623	1074.807	263.986	1119.051	324.774	616.03	454.317	582.003	1034.897	286.844	430.314	541.39	752.438	283.788	1322.65	351.18	118.826	241.045	367.521	978.695	197.579	773.77	265.105	379.057	317.117	110.774	521.686	440.79	392.094	331.364	523.31	62.663	1034.562	453.653	532.963	711.635	440.344	699.53	390.849	271.903	269.663	540.838	159.628	237.077	342.946	319.102	851.911	973.575	363.404	304.911	417.176	188.504	826.493	459.85	111.281	797.524	385.371	590.839	625.803	891.638	963.012	832.564	465.646	245.839	520.278	727.441	382.199	537.165	842.935	1005.135	207.637	443.42	630.794	472.078	467.806	551.051	620.539	615.008	620.411	550.228	315.064	325.892	233.309	1054.412	527.797	1134.876	534.32	1281.346	197.69	697.036	648.375	695.532	680.248	1406.707	529.169	359.237	1061.64	554.638	741.194	662.444	699.308	760.918	470.036	245.587	812.919	460.068	208.301	251.538	758.466	353.102	395.779	703.525	600.312	506.68	733.992	1403.566	658.851	550.018	708.915	524.687	1201.538	341.435	610.816	540.444	326.347	289.678	230.267	614.233	286.245	685.031	363.761	456.87	788.545	971.156	290.422	708.819	536.844	525.223	360.352	593.011	556.152	634.833	970.383	665.671	173.84	656.286	1243.589	1359.528	576.871	818.764	724.822	791.523	579.568	1692.157	358.922	909.165	614.513	1482.528	853.544	1007.625	1341.38	438.099	488.583	643.595	458.143	982.41	1146.382	326.337	1595.047	816.554	477.431	932.777	611.108	815.849	795.417	916.504	592.961	553.002	534.944	381.376	582.216	551.047
hsa-mir-576	36.604	34.559	72.49	33.424	28.219	29.899	53.74	41.496	44.101	29.864	27.258	35.35	24.469	23.916	71.542	46.921	32.309	21.363	32.631	32.077	31.459	38.914	33.248	29.752	21.888	22.878	37.776	31.638	58.649	43.415	21.244	27.14	24.815	28.007	30.896	8.307	36.828	18.597	30.048	82.443	21.53	39.773	26.797	42.593	115.205	25.618	28.74	25.419	38.167	19.504	39.62	29.244	66.215	19.419	21.779	25.214	30.776	46.345	33.961	83.298	40.534	29.085	33.304	18.364	22.168	37.272	24.722	82.334	28.096	24.353	36.516	26.359	34.196	24.286	22.968	28.395	53.848	32.095	11.781	39.184	25.464	24.552	32.317	23.184	38.009	44.274	31.431	30.724	18.654	15.825	26.911	33.511	43.694	28.067	19.053	18.42	30.836	31.551	63.302	27.165	31.847	34.629	49.374	23.482	93.183	26.938	49.601	25.768	24.256	54.044	30.375	35.125	25.341	40.739	38.14	43.247	20.962	20.893	22.815	16.044	27.932	38.292	41.267	40.937	16.701	15.886	18.784	13.042	18.394	15.761	47.042	25.979	27.099	37.387	27.284	36.157	32.97	19.714	37.921	14.691	37.217	64.841	45.244	20.276	44.237	14.08	26.73	42.412	27.25	34.521	31.756	29.966	77.162	34.521	63.828	32.325	27.445	44.218	14.757	37.927	51.175	33.909	33.592	24.001	41.529	20.196	21.418	23.381	21.543	72.465	36.142	4.858	50.081	18.343	27.279	36.617	31.049	28.71	17.659	26.264	36.66	25.397	32.45	45.27	14.483	46.176	45.122
hsa-mir-582	66.429	104.791	91.283	1219.51	206.348	251.84	55.532	180.111	176.402	883.795	46.339	2769.105	81.271	80.444	141.06	446.983	236.64	526.153	321.363	1786.701	195.171	966.587	409.13	33.252	145.918	284.929	93.18	240.013	112.976	194.423	549.32	408.905	110.361	404.417	173.792	462.672	4547.459	165.309	1462.097	221.513	61.192	146.308	5239.425	354.102	250.424	71.461	56.174	332.474	211.388	155.22	493.645	86.961	467.13	66.578	225.634	703.698	982.529	177.657	589.269	986.564	259.634	197.999	170.221	721.863	56.651	843.394	56.621	306.466	3465.743	188.186	83.603	349.69	108.288	57.68	301.869	645.096	368.143	312.928	33.66	110.354	846.439	293.39	691.394	43.586	1929.418	71.044	67.825	364.845	395.294	36.304	272.954	213.17	555.826	1204.446	106.381	168.541	2910.043	246.101	188.499	845.366	587.263	167.675	168.696	63.221	621.783	159.472	324.658	447.823	315.322	968.297	623.056	106.192	526.54	3670.115	231.3	363.671	78.606	566.884	163.507	3245.807	97.761	1251.254	88.983	84.87	178.143	2151.792	30.939	637.988	125.257	349.525	866.558	152.331	185.173	92.299	128.626	33.966	427.264	90.986	225.678	276.862	949.04	1587.648	66.882	76.494	504.538	106.772	322.985	653.143	144.034	113.428	7525.161	403.388	213.115	632.287	277.323	724.822	1000.108	669.582	83.624	103.606	180.744	138.404	203.792	394.52	2299.397	57.223	304.398	200.754	1303.348	2308.428	339.244	429.893	692.254	231.795	14.549	2550.522	242.443	533.181	325.81	1268.165	382.313	94.962	300.163	263.322	129.378	1639.239	302.879
hsa-mir-584	92.865	161.645	430.911	511.87	116.401	232.291	200.631	167.75	91.509	155.854	532.893	424.203	63.793	212.523	627.007	276.586	113.517	492.922	192.818	364.611	115.562	50.727	785.937	91.005	115.692	571.939	526.97	361.11	333.99	369.498	78.149	47.042	93.382	113.147	396.247	43.194	34.63	135.692	373.036	113.255	150.713	609.379	180.524	456.826	986.077	153.708	56.174	302.989	52.847	143.03	275.199	166.227	233.823	85.072	41.816	68.765	106.947	222.899	91.786	10.412	117.219	239.389	172.688	49.443	269.708	282.576	122.811	981.607	157.454	470.095	97.056	138.822	470.198	171.016	68.905	304.357	32.419	177.141	21.037	290.279	70.282	174.929	284	63.989	92.308	117.377	358.977	237.149	248.724	114.496	129.173	337.906	211.356	168.403	239.755	51.575	94.793	352.114	171.618	292.292	155.415	92.95	718.396	81.284	597.216	71.116	279.567	522.46	417.398	166.637	94.088	176.443	117.322	148.578	213.46	499.31	83.847	62.678	41.827	98.267	205.996	128.392	192.796	274.58	343.76	160.301	71.823	45.648	165.549	278.136	226.956	402.672	561.542	153.053	130.575	74.505	152.066	171.357	545.697	194.368	272.363	193.569	271.464	35.021	187.707	70.399	86.872	89.913	251.735	791.527	183.799	71.457	42.868	108.107	466.607	234.977	156.987	31.584	283.666	135.058	124.126	234.595	558.747	108.006	88.522	47.967	124.615	145.124	67.322	212.565	164.283	626.624	50.889	65.87	130.03	91.543	174.4	155.853	665.747	121.314	104.743	136.922	93.294	215.788	166.068	234.894	186.69
hsa-mir-589	319.264	237.451	283.247	288.404	384.477	205.842	345.73	186.291	184.12	409.7	218.064	332.554	173.902	170.127	213.952	330.916	266.329	236.571	249.18	550.659	112.352	121.605	380.5	159.259	214.708	223.229	267.577	162.554	231.509	150.064	185.889	145.348	154.113	262.143	172.248	176.929	164.353	135.692	219.131	301.457	120.117	170.456	172.062	186.238	210.396	385.618	120.186	134.21	193.038	241.363	204.525	231.64	214.683	290.353	164.652	222.341	109.255	183.175	319.417	236.88	145.702	166.677	317.005	186.469	194.584	165.558	398.737	375.993	179.111	233.203	275.794	195.053	296.367	273.22	123.591	190.778	182.973	214.791	184.287	162.333	183.344	289.708	284.98	175.273	184.616	362.426	354.015	164.18	179.437	323.939	341.385	255.99	196.114	179.386	184.183	237.615	165.603	162.805	216.633	170.594	193.631	249.69	285.548	131.861	271.077	219.813	278.439	140.389	142.501	162.133	165.951	248.327	206.486	183.326	318.038	226.721	205.686	121.177	118.827	208.566	307.248	128.392	152.174	230.647	203.194	138.639	449.722	194.548	165.549	266.084	257.491	369.608	277.007	172.915	186.118	340.752	126.497	244.146	312.62	142.386	201.311	285.109	193.762	197.226	210.423	227.623	197.132	193.398	181.665	172.607	319.483	301.965	235.162	194.41	265.585	251.139	297.507	227.405	152.491	119.332	200.343	233.211	202.672	151.508	157.373	340.815	245.985	217.685	213.634	223.838	146.212	80.15	208.403	143.413	411.914	214.069	159.206	165.081	322.278	207.609	153.187	129.193	148.729	225.597	185.378	205.783	241.4
hsa-mir-590	96.254	61.314	92.626	63.984	93.474	65.547	103.898	90.938	94.816	61.595	53.153	70.701	75.154	42.94	85.041	54.329	66.364	32.44	72.183	82.332	68.695	83.386	78.501	54.253	71.917	39.516	62.33	70.913	31.485	57.572	113.809	66.342	69.873	47.051	47.889	46.516	45.073	61.991	63.761	52.464	35.128	22.727	43.721	47.603	106.418	44.494	62.706	79.306	88.812	49.573	48.187	116.205	81.217	66.578	57.498	52.72	59.244	61.794	45.893	79.394	26.292	54.254	40.705	15.539	61.577	32.938	141.951	107.949	38.046	52.397	83.603	80.833	62.693	108.276	74.373	49.691	56.595	46.908	73.21	63.973	51.948	60.151	42.11	37.095	59.729	66.925	54.591	70.089	47.968	52.128	71.506	53.06	58.936	61.015	101.618	107.756	62.815	63.103	73.149	72.258	95.542	41.008	87.228	78.274	99.112	218.736	73.274	48.87	75.799	45.037	31.116	89.038	76.024	83.875	56.595	77.321	77.296	47.356	54.185	64.174	83.795	69.827	61.901	31.951	45.928	86.649	90.607	92.383	63.942	76.951	83.355	47.234	63.23	86.458	91.597	54.783	65.94	71.272	98.965	84.754	52.442	67.701	54.096	52.532	44.237	38.719	82.417	42.412	70.071	81.372	51.964	168.271	123.705	86.304	60.16	46.001	86.727	61.589	62.308	57.354	106.704	110.723	59.346	45.002	45.901	147.266	47.38	53.212	82.581	81.322	55.856	58.291	51.697	105.058	130.94	40.842	66.061	55.369	57.392	108.807	61.537	59.627	32.45	31.689	80.137	66.252	104.344
