	TCGA.3M.AB46.01A	TCGA.3M.AB47.01A	TCGA.B7.5816.01A	TCGA.B7.5818.01A	TCGA.B7.A5TI.01A	TCGA.B7.A5TJ.01A	TCGA.B7.A5TK.01A	TCGA.B7.A5TN.01A	TCGA.BR.6452.01A	TCGA.BR.6453.01A	TCGA.BR.6454.01A	TCGA.BR.6455.01A	TCGA.BR.6456.01A	TCGA.BR.6457.01A	TCGA.BR.6458.01A	TCGA.BR.6563.01A	TCGA.BR.6564.01A	TCGA.BR.6565.01A	TCGA.BR.6566.01A	TCGA.BR.6705.01A	TCGA.BR.6706.01A	TCGA.BR.6707.01A	TCGA.BR.6709.01A	TCGA.BR.6710.01A	TCGA.BR.6801.01A	TCGA.BR.6802.01A	TCGA.BR.6803.01A	TCGA.BR.6852.01A	TCGA.BR.7196.01A	TCGA.BR.7197.01A	TCGA.BR.7703.01A	TCGA.BR.7704.01A	TCGA.BR.7707.01A	TCGA.BR.7715.01A	TCGA.BR.7716.01A	TCGA.BR.7717.01A	TCGA.BR.7722.01A	TCGA.BR.7723.01A	TCGA.BR.7851.01A	TCGA.BR.7901.01A	TCGA.BR.7957.01A	TCGA.BR.7958.01A	TCGA.BR.7959.01A	TCGA.BR.8058.01A	TCGA.BR.8059.01A	TCGA.BR.8060.01A	TCGA.BR.8077.01A	TCGA.BR.8078.01A	TCGA.BR.8080.01A	TCGA.BR.8081.01A	TCGA.BR.8284.01A	TCGA.BR.8286.01A	TCGA.BR.8289.01A	TCGA.BR.8291.01A	TCGA.BR.8295.01A	TCGA.BR.8296.01A	TCGA.BR.8297.01A	TCGA.BR.8361.01A	TCGA.BR.8362.01A	TCGA.BR.8363.01A	TCGA.BR.8364.01A	TCGA.BR.8365.01A	TCGA.BR.8366.01A	TCGA.BR.8367.01A	TCGA.BR.8368.01A	TCGA.BR.8369.01A	TCGA.BR.8371.01A	TCGA.BR.8372.01A	TCGA.BR.8373.01A	TCGA.BR.8380.01A	TCGA.BR.8381.01A	TCGA.BR.8382.01A	TCGA.BR.8384.01A	TCGA.BR.8483.01A	TCGA.BR.8484.01A	TCGA.BR.8485.01A	TCGA.BR.8486.01A	TCGA.BR.8487.01A	TCGA.BR.8588.01A	TCGA.BR.8589.01A	TCGA.BR.8590.01A	TCGA.BR.8591.01A	TCGA.BR.8592.01A	TCGA.BR.8676.01A	TCGA.BR.8677.01A	TCGA.BR.8678.01A	TCGA.BR.8679.01A	TCGA.BR.8680.01A	TCGA.BR.8682.01A	TCGA.BR.8683.01A	TCGA.BR.8686.01A	TCGA.BR.8687.01A	TCGA.BR.8690.01A	TCGA.BR.A44T.01A	TCGA.BR.A44U.01A	TCGA.BR.A452.01A	TCGA.BR.A453.01A	TCGA.BR.A4CR.01A	TCGA.BR.A4CS.01A	TCGA.BR.A4IU.01A	TCGA.BR.A4IV.01A	TCGA.BR.A4IY.01A	TCGA.BR.A4IZ.01A	TCGA.BR.A4J1.01A	TCGA.BR.A4J2.01A	TCGA.BR.A4J4.01A	TCGA.BR.A4J5.01A	TCGA.BR.A4J6.01A	TCGA.BR.A4J7.01A	TCGA.BR.A4J8.01A	TCGA.BR.A4J9.01A	TCGA.BR.A4PD.01A	TCGA.BR.A4PE.01A	TCGA.BR.A4PF.01A	TCGA.BR.A4QI.01A	TCGA.BR.A4QL.01A	TCGA.BR.A4QM.01A	TCGA.CD.5798.01A	TCGA.CD.5799.01A	TCGA.CD.5800.01A	TCGA.CD.5801.01A	TCGA.CD.5803.01A	TCGA.CD.5804.01A	TCGA.CD.5813.01A	TCGA.CD.8524.01A	TCGA.CD.8525.01A	TCGA.CD.8526.01A	TCGA.CD.8527.01A	TCGA.CD.8528.01A	TCGA.CD.8529.01A	TCGA.CD.8530.01A	TCGA.CD.8531.01A	TCGA.CD.8532.01A	TCGA.CD.8533.01A	TCGA.CD.8534.01A	TCGA.CD.8535.01A	TCGA.CD.8536.01A	TCGA.CD.A486.01A	TCGA.CD.A487.01A	TCGA.CD.A489.01A	TCGA.CD.A48A.01A	TCGA.CD.A48C.01A	TCGA.CD.A4MG.01A	TCGA.CD.A4MH.01A	TCGA.CD.A4MI.01A	TCGA.CD.A4MJ.01A	TCGA.CG.4437.01A	TCGA.CG.4441.01A	TCGA.CG.5716.01A	TCGA.CG.5717.01A	TCGA.CG.5718.01A	TCGA.CG.5719.01A	TCGA.CG.5720.01A	TCGA.CG.5721.01A	TCGA.CG.5722.01A	TCGA.CG.5723.01A	TCGA.CG.5724.01A	TCGA.CG.5725.01A	TCGA.CG.5726.01A	TCGA.CG.5732.01A	TCGA.CG.5734.01A	TCGA.D7.5577.01A	TCGA.D7.5578.01A	TCGA.D7.6518.01A	TCGA.D7.6519.01A	TCGA.D7.6520.01A	TCGA.D7.6521.01A	TCGA.D7.6522.01A	TCGA.D7.6524.01A	TCGA.D7.6525.01A	TCGA.D7.6526.01A	TCGA.D7.6527.01A	TCGA.D7.6528.01A	TCGA.D7.6815.01A	TCGA.D7.6817.01A	TCGA.D7.6818.01A	TCGA.D7.6820.01A	TCGA.D7.6822.01A	TCGA.D7.8570.01A	TCGA.D7.8572.01A	TCGA.D7.8573.01A	TCGA.D7.8574.01A	TCGA.D7.8575.01A	TCGA.D7.8576.01A	TCGA.D7.8578.01A	TCGA.D7.8579.01A	TCGA.D7.A4YT.01A	TCGA.D7.A4YU.01A	TCGA.D7.A4YV.01A	TCGA.D7.A4YX.01A	TCGA.D7.A4YY.01A	TCGA.D7.A4Z0.01A	TCGA.D7.A6EV.01A	TCGA.D7.A6EX.01A	TCGA.D7.A6EY.01A	TCGA.D7.A6EZ.01A	TCGA.D7.A6F0.01A	TCGA.D7.A6F2.01A	TCGA.D7.A747.01A	TCGA.D7.A748.01A	TCGA.D7.A74A.01A	TCGA.EQ.8122.01A	TCGA.EQ.A4SO.01A	TCGA.F1.6177.01A	TCGA.F1.6874.01A	TCGA.F1.6875.01A	TCGA.F1.A448.01A	TCGA.F1.A72C.01A	TCGA.FP.7735.01A	TCGA.FP.7829.01A	TCGA.FP.7916.01A	TCGA.FP.7998.01A	TCGA.FP.8099.01A	TCGA.FP.8209.01A	TCGA.FP.8210.01A	TCGA.FP.8211.01A	TCGA.FP.8631.01A	TCGA.FP.A4BE.01A	TCGA.FP.A4BF.01A	TCGA.FP.A8CX.01A	TCGA.FP.A9TM.01A	TCGA.HF.7131.01A	TCGA.HF.7132.01A	TCGA.HF.7133.01A	TCGA.HF.7134.01A	TCGA.HF.7136.01A	TCGA.HF.A5NB.01A	TCGA.HJ.7597.01A	TCGA.HU.8238.01A	TCGA.HU.8243.01A	TCGA.HU.8244.01A	TCGA.HU.8249.01A	TCGA.HU.8602.01A	TCGA.HU.8604.01A	TCGA.HU.8608.01A	TCGA.HU.8610.01A	TCGA.HU.A4G2.01A	TCGA.HU.A4G3.01A	TCGA.HU.A4G6.01A	TCGA.HU.A4G8.01A	TCGA.HU.A4G9.01A	TCGA.HU.A4GC.01A	TCGA.HU.A4GD.01A	TCGA.HU.A4GF.01A	TCGA.HU.A4GH.01A	TCGA.HU.A4GJ.01A	TCGA.HU.A4GN.01A	TCGA.HU.A4GP.01A	TCGA.HU.A4GQ.01A	TCGA.HU.A4GT.01A	TCGA.HU.A4GU.01A	TCGA.HU.A4GX.01A	TCGA.HU.A4GY.01A	TCGA.HU.A4H0.01A	TCGA.HU.A4H2.01A	TCGA.HU.A4H3.01A	TCGA.HU.A4H4.01A	TCGA.HU.A4H5.01A	TCGA.HU.A4H6.01A	TCGA.HU.A4H8.01A	TCGA.HU.A4HB.01A	TCGA.HU.A4HD.01A	TCGA.IN.7806.01A	TCGA.IN.7808.01A	TCGA.IN.8462.01A	TCGA.IN.8663.01A	TCGA.IN.A6RI.01A	TCGA.IN.A6RJ.01A	TCGA.IN.A6RL.01A	TCGA.IN.A6RN.01A	TCGA.IN.A6RO.01A	TCGA.IN.A6RR.01A	TCGA.IN.A6RS.01A	TCGA.IN.A7NR.01A	TCGA.IN.A7NT.01A	TCGA.IN.A7NU.01A	TCGA.IN.AB1V.01A	TCGA.IN.AB1X.01A	TCGA.IP.7968.01A	TCGA.KB.A6F7.01A	TCGA.KB.A93J.01A	TCGA.MX.A5UG.01A	TCGA.MX.A5UJ.01A	TCGA.MX.A663.01A	TCGA.MX.A666.01A	TCGA.R5.A7O7.01A	TCGA.R5.A7ZE.01B	TCGA.R5.A7ZF.01A	TCGA.R5.A7ZI.01A	TCGA.R5.A7ZR.01A	TCGA.R5.A805.01A	TCGA.RD.A7BS.01A	TCGA.RD.A7BW.01A	TCGA.RD.A7C1.01A	TCGA.RD.A8MV.01A	TCGA.RD.A8MW.01A	TCGA.RD.A8N0.01A	TCGA.RD.A8N1.01A	TCGA.RD.A8N2.01A	TCGA.RD.A8N4.01A	TCGA.RD.A8N5.01A	TCGA.RD.A8N6.01A	TCGA.RD.A8N9.01A	TCGA.RD.A8NB.01A	TCGA.SW.A7EA.01A	TCGA.SW.A7EB.01A	TCGA.VQ.A8DT.01A	TCGA.VQ.A8DU.01A	TCGA.VQ.A8DV.01A	TCGA.VQ.A8DZ.01A	TCGA.VQ.A8E0.01A	TCGA.VQ.A8E2.01A	TCGA.VQ.A8E3.01A	TCGA.VQ.A8E7.01B	TCGA.VQ.A8P2.01A	TCGA.VQ.A8P3.01A	TCGA.VQ.A8P5.01A	TCGA.VQ.A8P8.01A	TCGA.VQ.A8PB.01A	TCGA.VQ.A8PC.01A	TCGA.VQ.A8PD.01A	TCGA.VQ.A8PE.01A	TCGA.VQ.A8PF.01A	TCGA.VQ.A8PH.01A	TCGA.VQ.A8PJ.01A	TCGA.VQ.A8PK.01A	TCGA.VQ.A8PM.01A	TCGA.VQ.A8PO.01A	TCGA.VQ.A8PP.01A	TCGA.VQ.A8PQ.01A	TCGA.VQ.A8PU.01A	TCGA.VQ.A8PX.01A	TCGA.VQ.A91A.01A	TCGA.VQ.A91D.01A	TCGA.VQ.A91E.01A	TCGA.VQ.A91K.01A	TCGA.VQ.A91N.01A	TCGA.VQ.A91Q.01A	TCGA.VQ.A91S.01A	TCGA.VQ.A91U.01A	TCGA.VQ.A91V.01A	TCGA.VQ.A91W.01A	TCGA.VQ.A91X.01A	TCGA.VQ.A91Y.01A	TCGA.VQ.A91Z.01A	TCGA.VQ.A922.01A	TCGA.VQ.A923.01A	TCGA.VQ.A924.01A	TCGA.VQ.A925.01A	TCGA.VQ.A927.01A	TCGA.VQ.A928.01A	TCGA.VQ.A92D.01A	TCGA.VQ.A94O.01A	TCGA.VQ.A94P.01A	TCGA.VQ.A94R.01A	TCGA.VQ.A94T.01A	TCGA.VQ.A94U.01A	TCGA.VQ.AA64.01A	TCGA.VQ.AA68.01A	TCGA.VQ.AA69.01A	TCGA.VQ.AA6A.01A	TCGA.VQ.AA6B.01A	TCGA.VQ.AA6D.01A	TCGA.VQ.AA6F.01A	TCGA.VQ.AA6G.01A	TCGA.VQ.AA6I.01A	TCGA.VQ.AA6J.01A	TCGA.VQ.AA6K.01A	TCGA.ZA.A8F6.01A	TCGA.ZQ.A9CR.01A
hsa-let-7a-1	23287.825	28242.376	17334.141	12471.881	22856.95	13949.644	48029.411	11715.178	21424.44	13979.914	14560.117	17840.733	21387.659	14637.802	16736.764	61008.064	34791.708	12205.192	12768.551	20155.492	13490.956	10250.504	10150.277	26007.058	9732.96	9276.083	15348.229	14370.474	53634.943	48886.207	25383.684	38311.183	40537.393	26815.008	22238.673	26930.731	49037.949	26848.294	33071.062	31325.981	45182.579	35366.662	39833.022	29510.203	33157.668	25143.014	24721.312	29522.789	36031.072	29876.26	31343.949	40749.564	26782.523	29265.096	15132.745	24933.454	43209.313	26752.264	30035.758	22140.723	45033.925	43232.421	27117.015	35264.639	25273.196	29953.604	45335.641	42503.356	25365.164	32517.953	50249.834	57158.194	83468.078	57135.405	49192.84	42599.665	40150.538	55895.218	48246.541	51927.486	64763.45	58067.37	59608.019	26336.58	48769.673	28121.21	37292.727	48374.491	68194.981	61088.677	33806.79	54516.631	25195.923	37006.116	18950.069	15554.941	34074.096	16777.701	19976.348	21916.238	23076.936	19701.904	37784.749	7307.563	26683.177	30149.248	26620.115	35373.184	27161.497	20187.466	37629.995	21383.982	18552.366	16027.713	16602.59	12491.985	13563.522	17236.856	11222.226	9995.289	11864.511	17723.562	37934.051	15976.139	78349.754	40196.665	39559.162	62925.088	59803.01	51655.653	45906.636	36671.902	42537.05	22621.895	45979.053	53528.359	60182.085	16022.72	15427.067	35264.376	20966.632	26170.905	14451.223	17445.696	25167.291	20701.492	14421.173	12437.215	11994.304	15187.834	19616.088	15132.345	19403.961	9058.204	15102.338	15663.772	14053.18	12335.104	11512.831	31088.337	10385.297	13178.418	20775.856	24991.493	16554.453	12276.448	16494.978	29071.16	16885.987	17623.548	9212.75	20640.87	11495.334	13081.796	13704.025	7722.547	17685.512	11269.205	31789.73	32436.068	23544.136	49835.942	60530.119	54398.956	42541.547	47540.982	32732.469	26283.631	18278.24	12327.579	20844.769	13933.717	19126.722	23606.632	12067.731	10114.67	9877.607	10817.554	40791.933	14128.663	24415.382	25346.017	32735.358	18046.737	10776.158	38469.812	15548.233	15303.282	30804.698	35800.411	39154.18	65967.872	25829.604	49227.499	67439.778	31168.122	41412.415	17154.236	13492.347	35297.216	33530.208	56810.949	36010.62	33928.167	63834.673	13742.051	18944.921	41125.516	39045.692	21786.727	36163.267	41660.282	42978.895	41331.296	35460.791	62938.451	15172.355	25077.28	24628.996	18977.489	46861.472	15647.796	7858.111	16606.392	26993.345	17896.722	12890.08	22272.011	21111.109	20018.591	22505.023	14167.698	15117.28	19505.349	24756.981	25143.014	12789.83	27144.886	19279.259	25218.161	14777.872	16962.748	43031.407	75587.072	42508.061	72072.523	17557.759	20430.599	16838.893	39533.392	34474.812	27733.587	24811.073	24278.396	16991.778	21388.101	26025.646	36835.247	35500.231	8832.153	42572.019	16241.221	15449.567	9914.402	5442.888	29490.509	12822.538	11300.592	13706.172	22206.091	48988.823	32955.934	29477.172	15269.387	49176.263	44872.792	47519.434	51101.598	97915.577	89575.067	45001.514	38374.526	43126.85	29714.373	29946.8	19541.148	35831.376	21288.8	24710.577	30004.466	25040.077	32932.768	43274.314	25747.777	81510.425	47051.471	29664.173	44841.059	31511.184	37589.94	20459.829	15231.011	26292.215	16065.386	25190.341	19474.341	27438.652	26011.036	43764.248	47304.75	47554.501	38722.634	22193.516	51393.594	17838.727	45595.378	32100.512	32950.038	19856.309	30150.051	30660.76	21812.22	17114.176	45498.286	46805.676	26161.412	45537.083	25087.652	28299.461	15890.312	32213.684	23839.222	17435.089	47038.901	51590.292	44456.719	24923.084	29283.275	32946.303	26648.002	30010.861	28599.216	36615.63	26007.764	37419.482	25261.015	14645.838	38559.524	60825.028	40594.142
hsa-let-7a-2	22970.16	28338.947	17384.37	12581.046	22709.39	13970.02	47880.189	11731.815	21060.467	13939.429	14324.015	17880.126	21347.685	14564.528	16764.419	61485.612	34530.419	12166.302	12805.001	19869.293	13416.726	10273.964	10089.19	25852.142	9652.458	9217.73	15229.436	14428.954	53545.224	48653.805	25207.745	38114.166	40233.215	26710.701	22466.574	27421.177	49337.537	26989.201	32888.375	31528.117	45034.666	35636.591	40074.739	29282.779	33189.046	25179.45	25228.02	29565.473	35205.933	30043.079	31178.221	40878.686	26947.353	28872.861	15044.321	24838.936	43273.669	26663.913	30185.631	21904.833	45105.354	43057.187	26860.048	35306.132	25017.869	30176.325	45210.458	42050.735	25513.945	32231.777	49970.134	57715.317	83897.641	57105.039	49707.527	42506.922	40211.518	55518.5	48222.018	51615.769	64265.806	58389.863	59458.544	26527.44	48648.485	28346.446	37568.983	47887.421	67687.668	61015.705	33558.198	54426.582	24980.292	36832.482	18646.14	15493.843	34053.275	16603.551	20077.143	22152.452	23283.108	19754.295	37724.893	7320.18	27238.128	30091.15	26480.749	35160.587	26803.759	20319.903	37673.351	21218.651	18429.24	16258.645	17032.556	12342.306	13502.915	17277.732	11336.669	10022.08	11800.501	17827.521	37975.331	15920.871	78305.46	39906.207	39390.638	62982.065	59542.023	50754.876	45879.61	36855.853	42139.383	22769.168	45868.241	53618.307	59771.731	16246.577	15370.963	35135.972	21153.274	26012.349	14497.799	17419.813	25426.721	20897.608	14249.371	12426.435	11682.964	15022.887	19364.998	15117.943	19519.927	8788.618	15201.154	15624.897	14051.476	12151.855	11381.546	30840.578	10341.516	13124.221	20765.762	25160.401	16522.847	12212.502	16401.21	28964.863	16649.493	17507.849	9120.363	20714.55	11444.127	12851.609	13456.67	7642.945	17442.021	11374.406	31739.033	32272.503	23331.154	50266.414	60041.093	54245.505	42633.327	47922.944	32820.03	25931.531	18163.178	12242.267	21007.563	13811.299	18989.543	23673.002	11977.14	10058.376	9634.208	10775.239	40783.957	14070.12	24222.502	25077.425	32215.227	18131.186	10678.276	38378.965	15323.713	15067.911	30734.518	35642.198	39494.837	66045.959	25690.842	49341.471	67364.625	30747.162	41111.839	17272.1	13495.581	35728.372	33387.6	56371.583	36490.931	34026.342	63746.98	13849.496	19251.979	41295.776	39137.315	22030.337	35812.325	41024.695	43175.128	41020.926	35705.162	62785.031	15007.68	24603.588	24907.932	18738.37	46999.345	15343.98	7910.56	16408.975	26819.891	17799.184	12760.514	21639.392	21070.33	20057.604	22250.8	14293.295	15034.799	19796.579	24633.343	24578.486	12677.237	26997.378	19060.26	25358.886	14691.373	16976.757	42477.534	75004.031	42547.671	72061.26	17554.2	20623.364	16688.231	40016.226	34336.453	28165.705	24955.499	24169.686	16740.89	21207.774	26137.075	36889.418	35389.977	8703.581	42635.239	16134.449	15334.272	9826.391	5284.805	29364.313	12819.542	11111.208	13232.457	22084.733	49473.769	32844.89	29564.525	15132.002	49226.599	45310.719	47583.349	51093.162	97642.449	88812.775	44596.158	38350.722	42855.31	29812.507	29886.248	19502.682	35809.741	21306.564	24666.936	30101.946	25039.245	32567.239	43928.955	25479.055	81203.199	46236.395	29442.047	44994.33	31072.114	37753.06	20325.707	15271.807	26308.201	15872.897	25069.817	19437.513	27710.876	25759.657	43482.132	47304.177	47296.995	38593.028	22242.561	51193.932	17896.355	45614.876	32044.558	33036.852	19720.767	29716.662	30653.34	21948.881	17337.964	46047.25	46816.018	25990.75	45600.372	25339.119	28195.347	15714.292	32219.139	23653.859	17455.585	46750.589	51820.287	44628.264	24572.41	29284.661	32776.935	26496.447	30279.568	28555.883	36590.501	26009.517	37290.461	25250.083	14580.063	38930.056	60588.418	40718.035
hsa-let-7a-3	23355.489	28531.311	17377.262	12786.682	23071.522	14086.772	47966.279	11762.711	21298.953	14051.294	14581.538	18035.014	21354.791	14715.038	16926.554	61256.021	34587.161	12265.021	12941.965	20297.822	13748.736	10494.185	10139.725	26049.242	9807.688	9403.21	15280.277	14406.715	54263.689	48829.091	25146.21	38120.372	40664.985	26919.316	22714.171	26992.603	49147.225	27058.016	33392.783	31722.672	45330.492	35760.259	39520.317	30065.027	33461.268	24908.459	25234.275	29808.044	35580.775	29629.367	31679.303	40937.802	27376.817	28768.265	14953.441	25121.211	43338.025	26894.607	30347.563	21911.771	45101.33	43172.387	27626.965	35463.213	24971.574	30497.364	45577.744	42288.475	25234.275	32698.019	50139.649	57332.885	84088.214	57365.047	48953.003	42409.439	40092.686	55958.131	48190.628	51720.308	64336.724	58099.289	59962.631	26800.39	48859.86	28539.14	37782.217	47941.91	68015.862	61011.412	33774.294	54666.712	25379.765	37383.244	18809.034	15544.159	34037.659	16877.745	20329.885	22095.014	23139.026	19487.489	37758.782	7358.032	27257.385	30663.053	26693.116	35461.591	27048.086	20534.106	37801.535	21480.541	19239.491	16157.45	16885.216	12546.913	13268.489	17362.456	11520.407	10099.477	11952.879	17758.215	37839.698	15954.687	78374.01	40219.357	39836.807	63019.757	59746.274	51099.512	46248.059	37051.637	42282.676	23060.443	46197.179	53561.71	60277.917	15787.943	15556.603	35166.838	21257.362	26336.136	14577.19	17345.04	25604.431	20582.537	14490.737	12627.994	11972.001	15199.83	19718.166	15220.56	19422.139	9173.662	15123.55	15671.547	14224.352	12379.933	11587.054	31309.507	10419.861	13267.336	20815.896	25234.275	16564.03	12373.647	16612.829	29211.819	17057.868	17920.945	9167.822	20913.984	11525.814	12964.211	13755.109	7818.07	17655.543	11717.26	31822.321	32285.416	23176.259	50334.704	60776.731	54079.55	42840.443	48023.227	32768.524	25743.179	18574.941	12251.746	20929.257	13759.158	19298.092	23737.231	12376.506	10167.294	9730.636	10963.675	41120.082	14252.954	24344.66	25545.213	32902.756	18075.433	10645.649	38571.453	15765.481	15591.19	31022.957	36210.663	39424.995	66277.658	25957.553	49137.296	67535.508	30702.76	41104.192	17517.817	13909.47	35696.356	33688.022	56794.253	37199.357	34157.826	63709.839	13832.495	18904.949	41050.705	38849.562	22246.677	36095.028	41198.28	43166.323	41144.461	35467.004	62786.755	15515.057	25234.275	25300.508	19002.071	47485.73	15698.002	7885.879	16269.934	27640.627	17824.852	12727.292	21842.597	20930.516	20213.656	22890.864	14160.395	15245.153	19757.512	24910.056	24958.214	12725.491	27242.45	19598.582	25365.187	14784.59	16836.668	42802.774	75317.223	42547.671	72208.483	17663.35	20439.535	16839.897	40454.036	34641.886	27698.902	25234.275	24497.708	17025.409	21285.262	26262.508	36883.472	35203.632	8889.788	42782.976	16402.565	15535.497	9879.251	5377.854	29749.212	13051.725	11473.141	13761.096	22398.935	48721.904	32872.365	29723.967	15413.314	49354.303	45306.281	47868.06	51381.418	98711.549	88562.52	45234.901	38519.511	42774.134	29831.41	29943.114	19490.562	36174.66	21218.679	25234.275	29849.647	25085.832	32844.313	43959.626	25417.888	82562.571	47253.11	29661.952	45619.557	31512.397	38068.262	20503.552	14937.612	26355.294	16159.162	24983.335	19637.766	27571.532	26044.779	44109.272	47408.524	47622.06	38762.627	22391.08	51612.022	18023.906	45303.73	32208.626	33154.83	19847.605	29739.352	30801.738	22083.356	17107.138	45833.486	46751.15	26119.465	45494.536	25366.966	28588.563	15904.565	32504.409	24093.817	17728.103	46874.834	52067.224	44495.284	24733.943	29794.304	33000.523	26622.354	30387.686	28927.637	36475.061	26298.677	37020.995	25200.471	14668.448	38792.315	61108.049	40837.101
hsa-let-7b	49957.428	25370.164	38588.497	18733.208	16352.115	14920.006	35647.808	24657.904	36630.754	17373.858	35858.235	22177.14	26896.137	24009.059	18635.205	41234.43	30755.685	19798.735	19240.085	31501.13	24472.939	12055.41	12065.046	47741.185	12261.478	16039.503	24373.55	21341.146	42981.866	31362.487	22613.735	24793.057	53995.758	20992.52	28484.859	28029.329	47999.212	21560.034	37185.544	53023.565	60317.63	41181.435	34908.82	31830.236	44730.923	30437.599	25032.009	37038.306	57338.645	33799.854	27256.328	88253.905	28530.623	38062.493	15255.555	42051.334	46288.058	28067.708	35090.958	27411.828	79841.326	62831.011	38539.109	39805.164	26771.491	41237.455	47712.831	50494.166	32117.72	44168.639	63380.167	70005.066	109389.156	53940.339	44739.225	28424.147	26348.335	53487.105	44349.346	38360.195	50952.905	53184.855	56489.295	17532.409	53664.565	39466.982	43823.573	48490.142	46909.762	44116.142	39049.953	42195.407	21808.351	36725.205	15917.832	27557.188	25756.628	12071.941	20382.539	28956.717	24235.161	30705.941	38735.409	7700.804	32106.644	31187.75	39676.66	40999.636	31611.157	28240.802	35707.236	41293.878	25999.527	14027.168	26455.648	12901.198	12398.256	33267.512	21659.625	21446.239	21957.701	31455.446	38888.398	22074.183	84657.43	43819.069	30420.141	55458.508	161803.723	70610.625	64029.122	18630.703	51147.986	27143.525	41473.064	48453.857	85002.404	13107.116	19261.145	45689.233	19902.418	34462.544	19610.56	19315.021	43490.823	37548.179	16426.231	13123.889	18847.116	31582.027	42552.661	38973.544	23474.06	24226.291	20430.14	32118.472	20711.024	17752.357	22406.346	75346.584	16725.697	29381.724	30062.695	36893.554	35942.844	12577.636	17604.311	28402.683	27891.751	29114.676	9645.26	33943.675	13205.887	17805.113	28102.617	13200.314	27589.323	14678.738	22961.211	28665.467	18419.672	39192.438	80589.641	45726.131	43081.672	34108.164	33135.938	28308.842	17617.537	16972.341	24342.767	19883.072	19985.22	40964.081	16359.955	10872.2	5558.939	15540.358	35859.437	21808.596	20222.081	29993.697	21866.418	19494.674	14319.967	37255.516	18798.773	33395.283	23177.563	30480.021	70799.651	54860.364	30190.703	51711.119	51463.997	62305.504	46708.079	19853.127	21184.861	19675.258	32006.313	47575.468	28306.641	43246.01	64296.87	15299.321	18005.578	37660.984	38712.127	19372.444	45003.429	21463.057	50738.92	29269.741	22666.493	78368.379	16480.854	28406.662	14959.222	26336.517	42775.072	18477.401	7199.412	16065.087	45332.998	21825.972	28235.254	41756.665	22363.611	13663.115	22874.637	29795.832	19379.169	19974.159	26456.509	34304.57	16969.383	31305.297	29093.232	44418.745	22046.297	15643.912	35092.832	82020.104	58273.164	59445.934	21603.435	27597.394	26808.642	43102.637	54280.99	28152.698	28196.691	29797.116	25036.337	36961.26	36481.694	46155.208	79056.768	8393.237	33777.049	26060.694	17287.552	12608.407	7680.076	37899.919	18228.675	23954.925	19676.362	15229.647	30640.147	35345.09	32610.027	15663.552	52383.775	39320.283	33545.327	28375.716	57514.496	50948.433	35146.63	23468.11	40042.155	38064.98	41415.832	23680.811	25111.676	19878.896	9830.723	18991.233	30590.673	17944.762	42204.653	25914.095	36313.054	46446.554	39216.327	55686.165	40899.043	40356.029	24370.051	11825.354	22251.28	17364.154	22666.707	27035.591	28714.3	23498.928	60812.465	50285.52	31352.152	36903.704	27672.816	88418.99	25720.776	50980.71	27213.548	55242.715	17454.477	25239.819	41360.214	16866.178	18136.002	50145.413	27677.087	23423.336	44130.902	34061.994	47939.806	18619.7	33766.578	26522.516	11504.214	44830.103	44356.223	32832.892	48675.494	42352.995	47705.37	30192.053	40131.08	22266.473	23795.526	27982.816	44392.67	44842.694	24188.653	39501.159	37535.37	40285.215
