	TCGA.AF.2687.01A	TCGA.AF.2690.01A	TCGA.AF.2693.01A	TCGA.AF.3911.01A	TCGA.AF.4110.01A	TCGA.AF.6136.01A	TCGA.AF.6655.01A	TCGA.AF.6672.01A	TCGA.AF.A56K.01A	TCGA.AF.A56L.01A	TCGA.AF.A56N.01A	TCGA.AG.3591.01A	TCGA.AG.3592.01A	TCGA.AG.3725.01A	TCGA.AG.3731.01A	TCGA.AG.3732.01A	TCGA.AG.3742.01A	TCGA.AG.4021.01A	TCGA.AG.4022.01A	TCGA.AG.A01W.01A	TCGA.AG.A01Y.01A	TCGA.AG.A020.01A	TCGA.AG.A026.01A	TCGA.AG.A02N.01A	TCGA.AG.A036.01A	TCGA.AH.6544.01A	TCGA.AH.6547.01A	TCGA.AH.6549.01A	TCGA.AH.6643.01A	TCGA.AH.6644.01A	TCGA.AH.6897.01A	TCGA.AH.6903.01A	TCGA.BM.6198.01A	TCGA.CI.6619.01B	TCGA.CI.6620.01A	TCGA.CI.6621.01A	TCGA.CI.6622.01A	TCGA.CI.6623.01B	TCGA.CI.6624.01C	TCGA.CL.4957.01A	TCGA.CL.5917.01A	TCGA.CL.5918.01A	TCGA.DC.4745.01A	TCGA.DC.4749.01A	TCGA.DC.5337.01A	TCGA.DC.5869.01A	TCGA.DC.6154.01A	TCGA.DC.6155.01A	TCGA.DC.6156.01A	TCGA.DC.6157.01A	TCGA.DC.6158.01A	TCGA.DC.6160.01A	TCGA.DC.6681.01A	TCGA.DC.6682.01A	TCGA.DC.6683.01A	TCGA.DT.5265.01A	TCGA.DY.A0XA.01A	TCGA.DY.A1DC.01A	TCGA.DY.A1DD.01A	TCGA.DY.A1DE.01A	TCGA.DY.A1DF.01A	TCGA.DY.A1DG.01A	TCGA.DY.A1H8.01A	TCGA.EF.5830.01A	TCGA.EF.5831.01A	TCGA.EI.6506.01A	TCGA.EI.6507.01A	TCGA.EI.6508.01A	TCGA.EI.6509.01A	TCGA.EI.6510.01A	TCGA.EI.6511.01A	TCGA.EI.6512.01A	TCGA.EI.6513.01A	TCGA.EI.6514.01A	TCGA.EI.6881.01A	TCGA.EI.6882.01A	TCGA.EI.6883.01A	TCGA.EI.6884.01A	TCGA.EI.6885.01A	TCGA.EI.6917.01A	TCGA.EI.7002.01A	TCGA.EI.7004.01A	TCGA.F5.6464.01A	TCGA.F5.6465.01A	TCGA.F5.6571.01A	TCGA.F5.6702.01A	TCGA.F5.6810.01A	TCGA.F5.6811.01A	TCGA.F5.6812.01A	TCGA.F5.6813.01A	TCGA.F5.6814.01A	TCGA.F5.6861.01A	TCGA.F5.6863.01A	TCGA.F5.6864.01A	TCGA.G5.6233.01A	TCGA.G5.6235.01A	TCGA.G5.6572.01A	TCGA.G5.6572.02A	TCGA.G5.6641.01A
ENSG00000115353.11	15.77956468	143.1695881	8.232218136	16.66876521	12.01826096	5.002092501	7.664444108	18.18163431	6.810626036	8.433013822	2.349170786	4.765092926	3.979943392	5.663617557	38.21280954	27.01952626	12.31126478	0	11.85839204	2.428200605	1.149921857	0	17.43159669	0	10.25488761	0	38.25915738	18.59345773	8.219392077	27.75883823	7.309667443	2.531384624	13.70050892	45.67850047	9.078239206	6.377818141	5.792984394	3.475571316	6.871235646	9.242566965	4.573536914	5.076131467	8.869694401	4.400993537	10.36914152	0.760811288	1.938905606	18.09092741	4.107568952	5.267800797	4.889077953	4.235197885	24.60945926	4.299745979	7.295348105	5.055771075	0.749275111	1.648212806	17.46542664	8.652079187	10.17619596	0.735108952	0	4.166577101	0	5.589325361	3.737626231	2.211940996	0.689580591	0	2.689712919	1.420612831	2.846584868	14.04803475	6.020212566	3.650185225	5.638155816	10.93338125	5.876726909	5.893393162	10.64212594	44.58283965	22.15844127	19.65976363	11.04479159	12.86523786	12.427168	3.471889387	53.10122253	20.91412738	2.64313243	4.275739454	26.74270432	16.80264547	5.701618086	0.712895858	15.44714935	8.105246525	7.519079949
ENSG00000115380.20	3515.578187	11255.38648	835.5701408	904.6593482	1857.137588	772.3230821	1158.182665	534.7053364	1214.148878	780.89708	1319.059396	678.2315599	495.5029524	608.1309352	3046.188294	1231.961733	1942.283066	884.3164031	2863.489614	212.467553	471.4679615	36.95002031	496.8005056	121.186348	757.3966995	161.4444078	1923.258411	1653.423229	691.7988331	2413.664837	146.1933489	281.706946	1906.654158	513.5903194	964.7142196	865.0640606	341.0619562	345.240084	1027.249729	548.7774135	1336.997291	159.8981412	683.7056101	341.810498	279.966821	2229.937885	1377.915584	348.8964573	3488.69523	783.3972328	3587.186338	337.9687913	2660.751298	188.3288739	624.1575601	1784.68719	301.9578697	1513.883463	684.1629193	526.3348172	364.4928371	74.98111315	32.16641164	420.8242872	1424.529989	432.0548504	576.8403151	1036.294356	880.594415	210.9988813	639.4792464	735.1671402	248.7915175	824.6196399	310.8618852	699.0104706	368.9859751	1465.756424	1072.728689	2502.549042	1675.070623	7087.985614	3991.473888	3197.988217	2822.234903	2490.710051	2595.116866	1772.052343	4089.466302	1495.022783	520.1684623	435.5909569	1270.562952	3663.518733	297.909545	149.7081302	3608.196636	1858.803203	121.5584592
ENSG00000115386.6	1.08824584	189.012067	245.5945077	17.17387931	5021.10292	5400.259064	1110.492791	1173.541851	3.095739107	34.29425621	1080.031269	95.30185853	1345.71836	8241.271498	8366.323927	10895.30231	803.1289786	172.0284929	54.92307891	139.6215348	44.84695243	952.0788568	0	5321.811911	52.73942202	364.4729812	114.7774721	37640.131	64.38523794	3.385224175	50885.72779	2373.715525	165524.9819	43034.41804	1114.202559	5842.661219	552.5058866	231.1254925	567.5640644	19355.66821	0	4204.728899	151.523946	51.3449246	46889.25795	1367.177884	6.463018687	509.1303858	5.476758602	15.05085942	576.2127588	107022.6035	8.789092594	6.019644371	1.621188468	819.7571672	52.44925776	0.824106403	0.602256091	138.433267	430.1755565	15.437288	45345.86775	35910.0614	26.87792433	217.4247565	11898.11017	82.39480208	88131.84746	821.0755189	647.5483852	4077.158826	88.24413091	5.6192139	757.4521992	4288.96764	2243.359553	3832.833464	67.3563315	409.8587063	1329.20153	21260.52739	1600.578075	36.04289999	14.53262051	16.08154733	59.43428174	3762.13934	402.6282569	56.6705387	1363.856334	7561.645225	33.00163511	185.9131418	22534.93278	8106.338802	4.505418561	60.33905746	11314.33555
ENSG00000115414.21	137797.4971	104410.1248	13374.6104	16352.05867	22679.09097	4674.955651	67560.3716	6449.521554	28218.90026	35883.59822	238030.9045	4862.777331	36534.38786	2390.046609	102866.6019	3713.898217	36452.93081	77744.51073	24050.0673	26551.15952	150389.0803	6280.271786	16772.10128	6104.329473	16907.37971	4285.615188	36581.64048	24715.35369	49882.80557	134933.0045	47635.01425	6526.271188	42857.47531	11224.61306	74339.27999	40932.83683	39595.04834	43139.94969	34676.37781	17627.88584	73927.41294	2346.864782	5558.341825	29867.34264	16833.82993	11557.48427	73392.1013	3879.211721	205716.6374	81819.48198	76963.1667	4894.194676	13116.25585	209849.9625	30201.11997	88021.69667	111503.3756	17876.5161	14133.14369	21198.31502	19057.23971	1623.120567	5380.563401	4659.066514	27597.30407	12191.99541	234725.4191	20954.27004	109951.5565	6038.073418	63108.73421	9457.019618	35290.25124	17805.18164	8340.730864	9832.68645	23549.95038	21027.62548	75351.39243	122436.8502	162319.558	94604.09984	228099.7331	47117.35407	35808.37694	366919.8002	77942.11708	116445.0869	46796.29256	38940.08123	52790.22678	40875.00025	27494.914	59885.17047	22590.52356	1961.889401	63253.50207	197137.6071	2007.594346
ENSG00000115461.5	23731.37704	31090.36922	6764.139235	9191.561228	23307.83578	7051.950007	26040.37466	12129.6294	23315.86866	10219.68835	14063.8982	1421.586056	17848.05614	2710.041001	28745.72856	3840.632662	14377.38468	11754.15598	17300.76986	1980.197594	4421.449541	842.4604632	6937.775481	1500.979482	7171.09641	3208.503761	17940.6018	19356.25434	8612.552998	27111.58337	5896.81315	4109.522124	8295.65815	14692.07974	19699.77908	19555.55002	6711.896544	12713.63987	21939.85542	10845.57467	9775.172898	3266.490599	6609.400611	2468.223875	2796.840262	9580.896548	7575.304203	6879.721254	28835.81864	10905.85274	39046.27185	2769.819417	19044.20583	4155.274515	7323.718903	10432.22249	5409.017025	8364.679993	4341.061903	7522.261847	4447.922743	1078.404833	738.8527279	8019.827603	10542.47055	10852.23412	13217.49223	5352.344224	15932.75956	2067.51939	6178.270574	4888.328752	3577.018545	14400.64042	4358.633898	4033.454674	3925.409372	19413.58508	16473.36964	9853.217605	16162.72877	88104.60771	53084.23914	14709.32593	15361.56119	29180.28926	15825.18798	19868.92858	21774.18991	12787.97692	4448.39188	6127.669105	4876.276085	32677.89331	4563.432576	1805.765208	14251.28254	4026.506357	808.9276845
ENSG00000115507.10	27.75026892	43.02140332	9.604254492	208.6121222	43.64526347	7.002929501	11.92246861	5.785065463	39.00631275	128.744011	34.06297639	77.82985113	84.57379709	21.23856584	167.1097492	168.5503781	135.4239125	87.70080031	27.46153945	114.1254285	67.84538958	67.74170391	183.0317652	147.1548512	136.2435069	59.52243317	10.30054237	58.56939186	113.7015904	127.9614738	95.02567677	29.29173637	50.99633875	263.5298104	184.5908639	5.798016492	122.3767953	70.66995008	15.80384199	17.90747349	106.7158613	159.8981412	7.391412001	94.62136104	36.76331993	19.0202822	0	90.45463707	45.18325847	0.752542971	13.96879415	19.48191027	37.5001284	156.5107537	48.63565403	179.1187467	242.7651359	27.19551131	609.483164	131.223201	90.66065491	122.7631951	4.873698733	121.6640513	67.19481082	31.85915456	237.9622034	193.5448371	131.0203123	158.4176904	8.069138756	155.557105	101.9077383	11.94082954	236.4301662	147.8325016	171.6505215	136.6672656	25.76718722	145.72754	63.32064933	119.3448323	75.33870033	11.46819545	47.08569046	115.7871408	6.483739827	52.07834081	41.67437718	79.60861389	120.5268388	30.46464361	5.12094338	100.8158728	315.0143993	31.36741775	124.220826	69.34488694	88.3491894
ENSG00000115523.17	226.3551347	279.2864871	36.35896343	110.1148732	96.14608765	66.02762101	109.8570322	75.20585103	195.0315637	33.73205529	37.58673257	80.2123976	164.6701579	81.41450238	308.5541785	62.40223923	162.9432103	20.23864622	143.5489562	169.9740424	196.6366376	194.6034403	62.46322146	728.8493216	161.1482339	18.75364333	293.5654576	33.46822392	31.50766963	41.97677977	48.03495749	19.52782424	460.4893275	126.494309	38.73382061	211.0478003	51.4127365	80.51740214	69.39948003	36.97026786	11.43384229	247.88442	87.21866161	52.07842352	151.7665259	47.93111113	321.2120287	571.1564227	41.76028434	18.0610313	180.8958843	127.0559366	38.08606791	37.83776462	25.12842125	173.3407226	60.69128398	73.34546989	99.97451109	126.8971614	130.44033	58.8087162	185.2005519	606.6536258	116.2074964	206.2461058	423.5976396	129.3985482	22.06657892	47.86236604	361.0939593	208.8300862	68.88735381	89.20502067	75.5263031	350.4177816	344.5539665	143.5006289	170.8771363	628.9857793	38.84375968	63.78775519	37.66935016	77.54684543	197.643639	48.88790389	62.13584	147.20811	84.02092173	58.01983724	475.235211	61.46375465	21.62176094	186.9971834	38.48592208	66.2993148	6.436312229	50.43264504	15.66474989
ENSG00000115590.14	294.3704998	488.0460836	267.5470894	74.25177229	316.9025652	91.03808351	181.3918439	150.4117021	102.7785384	88.26554468	76.34805054	613.1086232	84.07630417	67.25545849	275.4744329	6494.979456	172.3577069	119.1831389	207.8339236	213.6816533	90.84382672	842.4604632	55.20005618	950.4472151	105.478844	428.0722933	1540.666837	22.77698572	1176.058016	91.40105272	56.38886314	113.9123081	263.354227	291.0540351	675.4209969	175.100098	161.47944	262.9848962	603.9816133	111.488464	235.5371511	73.60390628	469.3546621	35.20794829	83.89578138	132.3811641	16.80384859	609.9226957	162.9335684	191.1459146	85.20964433	277.8289813	373.2434655	241.645724	42.9614944	464.4086859	46.45505687	73.34546989	6.022560909	108.8719964	0	18.37772381	77.97917973	69.99849529	161.267546	293.4395815	417.3682625	291.9762114	15.17077301	146.2835695	108.9333732	144.9025088	130.9429039	75.85938765	62.93858592	332.1668555	45.10524653	148.2839832	93.57557463	642.9156177	72.36645638	440.3412777	75.33870033	119.0507909	17.43914461	144.0906641	42.68462052	249.281658	36.96920556	70.83817338	257.9697252	100.4798772	15.93182385	46.61379065	252.2966003	382.1121799	339.8372857	338.6191882	904.7959539
ENSG00000115596.4	53.86816909	12.69484032	0.686018178	7.071597361	101.2064081	0	5.109629405	129.750754	4.953182571	7.308611979	5.872926964	0.794182154	0.497492924	18.40675706	9.695787494	1.286644108	39.83056251	6.184030791	4.368881277	3.642300908	13.79906229	1.231667344	21.78949586	5.193700629	14.64983945	0.815375797	10.30054237	19.98796706	6.849493397	21.66543472	2.088476412	2.531384624	1.522278769	169.8303223	4.236511629	2.899008246	2.172369148	2.317047544	2.061370694	5.198943918	4.573536914	16.92043822	3.695706	17.60397415	2.827947687	44.88786598	16.80384859	503.9615494	7.530543078	39.13223449	9.079716199	8.470395771	12.30472963	0	1.621188468	2.166759032	2.247825333	0	236.6866437	10.09409238	11.10130468	4.410653715	12.67161671	88.33143453	0.790527186	0.558932536	3.737626231	0.552985249	123.4349258	2.696471326	3.362141148	1.420612831	6.26248671	22.4768556	10.39854898	0	2.505847029	1.366672656	27.57541088	4.286104118	3.192637782	4.115339044	2.954458836	20.75197272	3.487828923	7.075880825	41.60399722	3.471889387	13.44334748	4.047895622	4.229011889	19.77529498	40.39855333	7.588291502	4.988915825	3.56447929	33.46882359	10.80699537	1.879769987
ENSG00000115602.17	81.07431509	95.91657133	65.17172691	33.84264452	50.60320403	39.0163215	69.83160187	22.31382393	59.43819086	22.48803686	25.25358595	21.44291817	41.78940562	101.2371638	66.15949114	57.2556628	79.66112502	15.74116929	53.05070122	12.14100303	3.449765572	2.463334688	5.810532229	45.01207212	17.57980734	5.707630578	115.5132252	37.18691546	2.739797359	77.86015602	7.309667443	13.0185495	41.86266614	104.2406806	48.41727576	37.6871072	46.34387516	15.06080903	52.22139091	26.57238002	16.76963535	25.38065734	47.30503681	9.535485996	12.25443998	22.82433863	10.98713177	18.09092741	48.6062326	15.80340239	58.66893544	44.04605801	40.42982593	5.159695175	20.26485585	7.944783118	4.495650665	25.5472985	2.409024364	15.14113858	4.625543618	11.76174324	4.873698733	20.8328855	8.695799048	121.8472929	8.098190168	28.75523294	13.10203123	9.437649643	28.24198565	46.16991702	6.831803683	8.42882085	29.55377078	48.36495423	2.505847029	71.06697811	66.90427558	37.50341103	21.28425188	63.10186534	50.96441493	48.60330453	90.10224717	40.52549927	31.87838748	16.66506906	10.08251061	19.56482884	13.74428864	9.08594634	2.275974835	30.35316601	47.75105147	4.990271006	15.44714935	423.2739852	14.4115699
ENSG00000115648.14	203.5019721	691.1635287	2390.77335	1455.738828	1171.464173	4910.053999	1446.025122	5134.658818	1020.974758	133.2416184	455.7391324	5497.328873	352.7224832	3183.661019	570.9107813	6782.544415	655.3938013	1282.343112	1445.475577	2623.670754	223.0848403	4557.169172	1079.306362	4769.548411	1108.992846	1884.333467	4093.729839	42.30011634	2136.356991	668.2432521	77.27362726	1860.567699	5047.115258	1425.989085	922.9543193	878.9793001	1034.047714	707.8580246	1365.314523	520.4720522	880.405856	725.8867998	920.2307941	173.1057458	526.940919	206.179859	476.3244772	1982.248761	2116.082605	177.6001412	864.668358	1100.304411	1809.967135	156.5107537	329.101259	4191.234221	1363.680702	240.6390697	3077.528625	953.8917304	5297.172551	458.7079863	42.88854885	314.1599134	3021.394906	2353.105977	4145.027491	2259.497727	652.3432393	2618.273658	626.7031101	814.0111523	289.7823396	71.64497723	1392.310979	5544.631357	1781.030776	2573.444611	162.7401298	210.5548648	1528.209285	5264.204527	3320.073117	608.3604635	1535.807336	1476.286045	229.6324522	478.4263575	913.475461	2498.900897	487.9222466	2421.671933	1253.493141	2467.820801	4651.807656	1715.94033	1033.671744	2518.02992	4467.58667
ENSG00000115705.22	50.60343157	43.72667223	3.43009089	12.62785243	29.72938237	8.003348001	8.516049009	28.92532732	16.09784336	14.05502304	4.698341571	2.382546463	7.462393861	5.663617557	17.68055367	84.27518906	7.241920456	1.686553852	19.97202869	14.56920363	60.94585843	9.853338751	17.43159669	36.3559044	16.11482339	4.892254781	36.0518983	0.929672887	21.23342953	16.24907604	4.176952825	11.21041762	31.20671476	40.99352606	112.5701662	9.276826387	3.620615247	6.951142631	10.30685347	13.28619001	3.811280762	1.692043822	6.652270801	0.733498923	0.942649229	5.325679015	1.938905606	10.33767281	2.738379301	12.79323051	4.889077953	14.39967281	41.60170495	6.019644371	1.621188468	8.667036129	0	1.648212806	18.66993882	11.53610558	9.251087236	7.351089525	0.974739747	0.83331542	4.743163117	8.383988042	18.68813116	36.49702643	0	5.392942653	1.344856459	9.233983403	1.707950921	9.131222588	2.189168206	44.71476901	13.1556969	21.18342617	11.75345382	21.43052059	4.256850375	56.24296694	23.63567069	43.68836363	13.95131569	14.15176165	36.74119235	20.83133632	48.39605091	8.770440514	4.229011889	22.44763213	27.88069173	18.97072875	19.9556633	4.990271006	4.505418561	3.602331789	32.58267978
ENSG00000115718.18	83.79492969	16.92645376	13.72036356	79.30291327	61.35638488	64.02678401	29.80617153	136.3622574	183.2677551	115.8133898	194.9811752	15.08946093	80.09636077	141.5904389	22.81361763	166.620412	23.89833751	33.16889242	144.797208	12.14100303	27.59812457	24.63334688	91.51588261	48.4745392	45.41450229	31.79965608	39.73066343	54.85070031	75.34442737	32.49815208	29.23866977	84.25894535	30.44557537	228.3925024	15.73561462	82.91163583	62.99870529	132.07171	131.2406008	34.08196568	68.60305371	153.1299659	13.3045416	59.41341275	93.32227367	218.3528396	557.7585127	124.0520737	72.56705148	93.31532841	135.4973033	44.04605801	98.43783705	67.93598647	109.4302216	327.1806139	66.68548487	46.97406499	232.4708511	60.56455431	403.3474035	264.6392229	103.3224131	134.1637826	59.28953896	40.80207514	9.344065579	124.9746662	58.61435026	24.26824194	139.1926435	23.44011172	46.11467486	363.8441	54.72920515	17.33837982	54.50217289	96.35042224	17.63018073	25.71662471	187.3014165	18.5190257	8.863376509	234.2788499	133.1188039	54.03399903	193.9718831	200.6752066	131.7448053	21.58877665	4.757638375	33.6714482	264.0130809	87.26535227	143.9658567	53.46718935	176.9985863	9390.378391	171.6856588
ENSG00000115808.12	1599.721385	1679.950536	2717.318003	1863.871019	1534.542162	2127.89015	1496.269811	2001.63265	2412.81906	1881.124283	2155.951489	1683.666167	2103.400083	2160.670098	1949.993967	1823.174701	1730.818989	1778.752129	1232.648646	1802.93895	1828.375753	1960.814411	1337.875046	2169.235629	2379.133926	2100.408053	1810.688198	1836.103951	2532.942658	2209.874341	2405.924827	2806.943922	2546.011241	1430.088438	3404.339702	2500.104711	1853.030883	2761.920672	1936.314205	2184.711766	3466.740981	1836.713569	2710.430781	1233.011689	1146.261462	2353.189313	1557.587504	568.5720045	2522.047336	2663.249574	1915.820118	3279.737243	2345.515844	3461.295513	3266.694763	1265.387275	2451.628163	2052.024944	1294.850595	2221.421331	1547.706895	2555.973828	621.8839583	1474.134978	2398.459483	3133.375797	1534.295568	3153.674874	2139.078994	1999.433489	2036.11268	1853.189438	2159.988598	2697.925074	2863.979305	3684.861985	1858.712034	2334.960233	1647.743814	1368.874503	1289.825664	1893.74185	1643.417728	2593.99659	1936.907662	1983.819679	1675.506434	2158.126443	2374.095164	2014.502721	1620.768806	1585.76487	1687.066347	849.3466274	1862.291007	2994.162604	3500.710222	1639.961547	1874.757267
ENSG00000115828.17	405.3715755	565.6256633	1366.548211	280.338324	2079.159146	235.0983475	192.4627076	1452.877869	434.0226228	286.160269	2773.196113	2531.058526	265.6612214	461.5848309	719.7696363	66.90549361	1076.873572	2193.644377	1358.097951	355.7313887	465.7183522	306.6851686	1513.643646	192.1669233	883.3853188	730.576714	537.0997093	918.9816484	1092.494197	1480.020009	246.4402167	2333.213371	873.7880132	691.6193469	147.6726911	661.5536817	2506.913997	1412.240478	1521.291572	1701.787642	2912.580758	686.9697919	1185.582485	2312.722104	823.8754262	1257.621059	227.4982578	1679.871831	4082.923538	1794.062443	910.066939	561.5872396	3105.479383	3858.592042	3101.333539	917.2613237	251.7564372	209.3230264	1785.68931	1297.090871	722.5099131	2669.915715	631.6313558	631.6530884	550.2069216	626.563373	522.6447347	3432.37944	1195.043165	2684.337206	2129.580203	617.2562752	1434.678773	3759.956501	2182.600701	605.0182011	1007.350506	990.1543392	1351.195133	177.8733209	1629.309481	451.3155152	192.0398244	5292.845253	489.4586588	444.4939682	2582.149386	1516.521284	746.1057849	3199.18684	3916.065009	2547.27178	1420.208297	233.6109741	1458.188826	2657.675759	773.0010987	1636.359215	2098.449896
ENSG00000115844.11	4.897106281	1.410537814	3.43009089	3.030684583	24.03652191	1.0004185	0	4.132189617	6.810626036	1.686602764	9.983975839	2.382546463	1.989971696	1.415904389	16.53987278	1.286644108	90.5240057	6.184030791	1.248251793	1.214100303	0	6.158336719	1.452633057	1.731233543	11.71987156	0.815375797	0.735753026	7.902219536	4.794645378	14.89498637	8.35390565	1.084879125	0	55.04844929	7.262591365	0	20.27544538	0	0.687123565	2.888302177	3.811280762	0.846021911	0	1.466997846	0	1.521622576	5.816716818	0	2.738379301	9.783058623	2.095319123	1.694079154	0.585939506	0.859949196	1.621188468	7.222530108	0.749275111	0.824106403	46.373719	2.163019797	4.625543618	3.675544762	1.949479493	306.6600746	0.790527186	2.235730144	1.24587541	2.211940996	6.895805912	1.348235663	1.344856459	3.551532078	2.846584868	1.404803475	0.547292051	0	2.505847029	0	20.34251622	4.286104118	0	0	0.738614709	1.092209091	1.162609641	0	7.024051479	4.166267264	3.360836869	3.373246351	2.114505944	2.137869727	0.568993709	0	11.40323617	0	31.53792992	0.900582947	0
ENSG00000116014.10	1.08824584	4.231613441	1.372036356	4.546026875	4.427780352	0	0.851604901	2.47931377	6.810626036	11.24401843	7.634805054	0	0	2.831808779	67.30017202	0	0.724192046	2.248738469	0.624125897	8.498702119	28.74804643	7.390004063	18.88422974	6.924934172	7.324919724	5.707630578	2.943012106	1.859345773	2.054848019	0	0	5.062769249	0.761139384	12.29805782	0.605215947	2.899008246	6.517107444	1.158523772	4.122741388	1.732981306	0	2.538065734	0.7391412	1.466997846	0.942649229	4.564867727	11.63343364	15.50650921	0.684594825	4.515257826	0.698439708	0	4.68751605	0.859949196	1.621188468	6.500277097	5.994200887	3.296425613	4.215792636	24.51422436	0.925108724	1.470217905	29.2421924	0.83331542	2.371581558	1.117865072	11.21287869	1.105970498	2.068741774	2.022353495	4.706997608	2.841225663	2.846584868	0	0.547292051	9.125463063	5.011694059	2.050008984	29.38363455	4.286104118	1.064212594	0	2.215844127	2.184418181	0	0.643261893	1.620934957	1.388755755	0	2.023947811	11.62978269	0.534467432	1.137987418	0	9.26512939	0	3.861787338	8.105246525	0.626589996
ENSG00000116031.9	12.51482716	25.38968065	24.01063623	17.6789934	19.60874156	99.04143151	11.92246861	23.14026185	13.62125207	25.86124239	18.79336629	57.18111512	3.482450468	3.539760973	7.414425731	20.58630573	2.172576137	9.557138495	14.35489562	23.06790575	77.04476443	9.853338751	4.357899172	5.193700629	2.92996789	0	42.67367554	3.718691546	2.739797359	3.385224175	4.176952825	22.78246162	8.372533228	22.25362843	34.49730898	4.058611544	8.689476592	2.317047544	24.73644833	12.70852958	30.49024609	4.230109556	11.087118	7.334989228	12.25443998	44.12705469	3.877811212	10.33767281	17.79946546	6.772886739	6.285957369	8.470395771	67.96898273	13.75918713	8.105942339	52.72446979	0.749275111	9.065170436	31.31731673	11.53610558	5.550652342	11.76174324	7.797917973	2.49994626	0.790527186	25.15196412	1.24587541	26.54329195	1.379161182	40.4470699	5.379425838	12.07520907	1.707950921	52.68013031	4.925628463	1.825092613	8.144002846	53.30023358	18.98634848	3.750341103	26.07320855	4.801228885	72.38424149	21.29807727	156.3709967	14.15176165	9.185298088	6.943778774	8.066008486	1.349298541	1.585879458	21.37869727	25.03572319	16.26062465	6.414320347	4.990271006	12.22899324	51.33322799	5.639309962
ENSG00000116035.4	31.55912936	57.83205036	4.116109068	2.525570486	10.12064081	1.0004185	3.406419603	5.785065463	3.714886928	1.686602764	2.936463482	31.76728618	2.48746462	0	4.562723527	0.643322054	2.172576137	3.373107704	1.87237769	13.35510333	98.89327972	0	5.810532229	3.462467086	1.464983945	0.815375797	2.943012106	3.253855103	6.164544058	2.70817934	0	0.361626375	117.9766046	14.64054502	2.420863788	57.98016492	2.896492197	1.737785658	6.184112081	2.888302177	1.524512305	1.692043822	5.913129601	2.200496768	2.827947687	2.282433863	11.63343364	80.11696427	13.00730168	0	1.396879415	3.388158308	6.445334569	5.159695175	1.621188468	46.22419269	4.495650665	0.824106403	8.431585273	2.163019797	13.87663085	2.205326857	35.09063088	3.33326168	2.371581558	8.942920578	22.42575739	1.658955747	5.51664473	4.04470699	6.724282297	0.710306416	1.138633947	4.214410425	0.547292051	0.912546306	4.385232302	2.050008984	17.17812481	5.893393162	4.256850375	21.26258506	4.431688255	4.368836363	4.069133743	24.44395194	3.782181565	0.694377877	4.705171617	6.071843432	21.14505944	5.344674318	13.0868553	8.672333145	2.850809043	0.712895858	8.367205898	9.906412419	1.253179992
ENSG00000116132.12	2661.305202	2951.550375	438.3656157	578.8607554	867.8449491	298.124713	1982.536209	319.0050384	1026.547088	507.6674321	556.7534762	322.4379547	378.0946223	61.59184093	1963.682138	262.475398	661.9115297	1419.516159	939.9336004	230.6790575	647.4060056	103.4600569	130.7369752	96.94907841	443.8901353	208.736204	1146.303215	292.3821228	491.7936259	1356.120804	55.34462493	73.04852773	1486.505218	419.3052095	547.7204321	671.9901114	227.3746375	363.1972025	836.9165017	389.3431334	474.1233268	87.14025686	260.9168436	1436.190891	367.6331993	463.3340743	224.9130503	160.2339285	3234.71055	275.4307274	3019.354856	336.2747121	502.1501569	307.0018629	796.0035377	1329.667793	559.7085078	496.9361612	79.497804	571.7582329	250.7044641	41.16610134	61.40860403	94.16464247	1241.127682	196.1853202	2295.525444	124.9746662	857.8382555	202.2353495	695.9632177	245.7660198	513.5239102	270.4246689	242.4503788	414.2960231	196.7089918	375.8349804	1305.08543	1430.487249	405.4649983	3121.484665	3030.536151	1656.335086	935.9007609	6095.5497	690.5182915	2386.576765	1939.875041	868.9482601	372.6816727	356.489777	162.163207	1166.428808	409.0910977	65.58641894	3097.797076	362.0343448	50.12719966
ENSG00000116141.17	315.5912936	123.4220587	24.01063623	32.83241632	185.3342348	34.014229	88.56690969	22.31382393	318.2419802	30.35884976	17.0314882	18.26618955	21.88968866	191.1470925	55.8933632	81.70190085	27.51929773	33.73107704	388.2063077	71.63191786	307.0291359	17.24334281	78.44218509	19.04356897	317.901516	13.86138855	76.51831475	262.6325905	29.45282161	35.20633142	568.0655842	35.07775837	141.5719255	66.7608853	83.51980069	62.61857811	16.65483013	12.74376149	329.819311	58.34370397	69.36530986	16.92043822	35.4787776	13.93647953	147.995929	93.5797884	40.71701773	10.33767281	180.0484391	80.5220979	51.68453836	293.0756937	83.20340989	594.2248944	25.93901548	111.2269637	25.47535377	154.9320038	826.8976128	48.30744213	99.91174215	380.0513284	15.59583595	459.1567965	119.3696051	32.97701963	34.88451149	482.7561223	160.6722778	335.0365623	229.2980263	88.78830195	412.1854889	65.32336159	80.99922362	14.6007409	92.08987833	49.88355194	542.0150434	63.22003574	51.0822045	146.0945361	192.7784391	53.51824544	110.4479159	246.3693051	249.0836717	156.2350224	148.5489896	161.2411756	143.2577777	33.13698077	111.5227669	500.8272391	30.64619721	306.545219	373.3061093	179.2160065	222.4394485
