	TCGA.AF.2687.01A	TCGA.AF.2690.01A	TCGA.AF.2693.01A	TCGA.AF.3911.01A	TCGA.AF.4110.01A	TCGA.AF.6136.01A	TCGA.AF.6655.01A	TCGA.AF.6672.01A	TCGA.AF.A56K.01A	TCGA.AF.A56L.01A	TCGA.AF.A56N.01A	TCGA.AG.3591.01A	TCGA.AG.3592.01A	TCGA.AG.3725.01A	TCGA.AG.3731.01A	TCGA.AG.3732.01A	TCGA.AG.3742.01A	TCGA.AG.4021.01A	TCGA.AG.4022.01A	TCGA.AG.A01W.01A	TCGA.AG.A01Y.01A	TCGA.AG.A020.01A	TCGA.AG.A026.01A	TCGA.AG.A02N.01A	TCGA.AG.A036.01A	TCGA.AH.6544.01A	TCGA.AH.6547.01A	TCGA.AH.6549.01A	TCGA.AH.6643.01A	TCGA.AH.6644.01A	TCGA.AH.6897.01A	TCGA.AH.6903.01A	TCGA.BM.6198.01A	TCGA.CI.6619.01B	TCGA.CI.6620.01A	TCGA.CI.6621.01A	TCGA.CI.6622.01A	TCGA.CI.6623.01B	TCGA.CI.6624.01C	TCGA.CL.4957.01A	TCGA.CL.5917.01A	TCGA.CL.5918.01A	TCGA.DC.4745.01A	TCGA.DC.4749.01A	TCGA.DC.5337.01A	TCGA.DC.5869.01A	TCGA.DC.6154.01A	TCGA.DC.6155.01A	TCGA.DC.6156.01A	TCGA.DC.6157.01A	TCGA.DC.6158.01A	TCGA.DC.6160.01A	TCGA.DC.6681.01A	TCGA.DC.6682.01A	TCGA.DC.6683.01A	TCGA.DT.5265.01A	TCGA.DY.A0XA.01A	TCGA.DY.A1DC.01A	TCGA.DY.A1DD.01A	TCGA.DY.A1DE.01A	TCGA.DY.A1DF.01A	TCGA.DY.A1DG.01A	TCGA.DY.A1H8.01A	TCGA.EF.5830.01A	TCGA.EF.5831.01A	TCGA.EI.6506.01A	TCGA.EI.6507.01A	TCGA.EI.6508.01A	TCGA.EI.6509.01A	TCGA.EI.6510.01A	TCGA.EI.6511.01A	TCGA.EI.6512.01A	TCGA.EI.6513.01A	TCGA.EI.6514.01A	TCGA.EI.6881.01A	TCGA.EI.6882.01A	TCGA.EI.6883.01A	TCGA.EI.6884.01A	TCGA.EI.6885.01A	TCGA.EI.6917.01A	TCGA.EI.7002.01A	TCGA.EI.7004.01A	TCGA.F5.6464.01A	TCGA.F5.6465.01A	TCGA.F5.6571.01A	TCGA.F5.6702.01A	TCGA.F5.6810.01A	TCGA.F5.6811.01A	TCGA.F5.6812.01A	TCGA.F5.6813.01A	TCGA.F5.6814.01A	TCGA.F5.6861.01A	TCGA.F5.6863.01A	TCGA.F5.6864.01A	TCGA.G5.6233.01A	TCGA.G5.6235.01A	TCGA.G5.6572.01A	TCGA.G5.6572.02A	TCGA.G5.6641.01A
hsa-mir-4662a	18.426	33.433	19.599	17.183	38.698	19.116	7.545	79.074	16.554	34.134	9.543	835.602	15.371	17.101	18.556	192.336	17.928	7.464	12.602	19.685	35.273	91.772	33.411	20.077	21.496	17.883	69.382	21.561	6.747	15.909	4.324	27.45	78.754	30.077	6.089	16.02	26.101	7.849	36.818	27.826	45.856	20.066	30.571	10.257	13.89	7.669	13.155	22.006	12.536	18.015	8.847	13.282	42.324	13.32	15.646	2.09	20.989	23.613	64.131	7.941	10.796	5.035	11.024	73.695	24.629	15.328	25.959	26.402	18.708	68.149	8.34	24.076	24.615	10.295	16.947	39.715	100.965	35.209	56.985	6.275	8.895	116.384	12.294	4.566	6.617	13.663	12.02	6.968	13.388	9.535	10.097	22.932	29.574	10.645	16.869	57.218	24.591	107.491	127.336
hsa-mir-4677	28.592	30.525	25.479	29.392	27.797	15.44	11.694	21.897	11.762	19.437	22.268	37.624	24.764	30.782	26.569	23.447	31.23	22.966	27.305	25.741	19.841	17.362	11.694	35.134	31.417	16.35	16.687	27.346	19.015	24.587	16.215	15.145	42.36	19.862	44.317	32.04	20.148	23.548	20.455	27.031	12.699	16.722	27.017	48.414	14.405	14.315	20.39	17.88	20.134	18.578	19.691	22.658	17.175	14.985	10.653	9.406	23.533	15.317	16.654	9.642	17.093	18.765	12.555	15.515	12.315	29.668	30.391	12.541	24.824	6.291	30.151	26.082	32.057	15.609	15.817	27.801	13.265	8.125	20.671	22.311	21.744	9.311	23.398	10.273	19.85	20.495	9.49	17.104	13.388	42.474	22.718	18.633	7.689	13.625	16.869	16.653	22.923	17.078	5.022
hsa-mir-4746	6.989	7.268	12.74	13.113	6.54	6.617	6.79	14.598	2.614	9.482	9.013	18.374	17.078	9.328	7.169	15.753	13.302	6.89	2.52	9.085	24.25	22.323	3.341	17.567	16.535	22.992	7.904	14.725	24.535	4.339	25.944	11.359	26.251	11.35	21.651	18.618	10.074	13.082	8.182	26.236	6.349	3.902	14.93	4.513	10.804	6.646	7.235	9.628	6.458	10.696	7.705	50.785	4.907	22.2	9.654	12.542	11.448	13.083	4.226	6.806	4.498	10.527	11.024	9.309	17.24	16.812	22.16	19.801	12.232	11.533	13.472	43.637	19.463	3.653	9.038	10.591	9.581	5.417	2.793	9.761	4.942	3.104	4.362	8.561	8.547	5.255	5.061	8.235	6.962	14.736	25.242	8.6	7.098	5.961	5.367	6.405	6.252	2.511	12.196
hsa-mir-4772	22.873	13.082	32.339	13.566	21.802	11.764	15.467	13.787	17.861	9.956	13.785	19.249	18.786	16.168	21.508	18.318	8.097	10.909	16.383	33.312	11.023	29.764	11.694	20.077	13.228	13.795	20.639	11.569	53.365	17.355	14.053	15.145	54.889	17.592	23.342	25.546	11.448	60.179	25.909	16.695	5.644	26.755	10.664	11.488	16.463	15.848	9.208	2.751	24.313	14.637	15.981	21.877	8.587	7.215	11.651	6.271	36.253	8.296	4.723	9.075	1.799	5.035	5.818	10.86	14.778	27.69	172.214	10.561	2.159	17.824	57.737	23.574	16.028	5.646	45.191	52.954	33.901	18.056	16.202	39.044	8.895	23.277	36.485	26.824	10.201	6.306	4.429	19.004	10.175	14.736	36.18	13.616	7.689	17.032	17.636	8.967	1.667	10.548	5.38
hsa-mir-484	148.677	125.736	125.437	85.916	131.355	205.129	131.277	73.397	188.626	144.122	203.59	57.748	146.874	159.196	125.676	92.688	104.1	96.455	87.796	254.385	163.135	176.104	183.759	120.46	155.431	133.355	118.564	260.839	132.491	109.918	367.538	173.219	258.336	302.468	149.865	220.385	195.989	287.29	239.547	252.02	128.397	203.446	66.83	150.575	149.709	163.085	115.106	166.419	115.105	108.088	121.856	310.179	83.42	145.412	103.198	272.781	56.605	135.296	89.237	108.901	120.104	85.131	200.575	223.414	152.701	239.321	69.645	108.907	114.767	99.602	199.513	208.656	118.496	84.353	309.561	254.177	87.699	238.338	137.993	167.331	88.952	173.282	84.868	126.129	81.607	134.793	215.101	70.949	106.031	165.563	331.508	152.644	135.448	105.597	233.097	164.396	96.695	121.556	152.803
hsa-mir-485	10.166	9.448	11.76	1.357	14.171	10.293	14.712	17.031	16.118	17.067	21.737	3.5	7.685	6.84	15.182	7.693	7.518	5.167	6.721	6.057	6.614	2.48	3.341	7.529	11.575	14.306	7.904	18.406	4.907	9.401	12.972	12.305	14.319	5.107	12.179	13.422	8.7	16.222	7.273	11.13	16.226	8.918	1.422	7.795	6.174	3.067	5.92	16.504	8.357	7.318	13.127	15.626	10.428	11.1	6.325	89.882	7.632	15.317	6.214	4.538	6.298	3.204	6.431	3.879	19.703	6.922	8.231	8.581	15.11	12.581	7.698	9.028	8.587	4.649	5.649	10.591	5.896	5.417	10.615	11.155	7.907	22.242	12.691	18.834	10.477	18.393	8.224	17.104	10.175	18.203	5.048	19.349	4.732	16.18	6.901	14.518	43.346	26.622	11.119
hsa-mir-486-2	280.199	1098.917	282.233	160.075	127.54	163.956	157.306	258.308	140.707	56.89	93.842	126.872	385.118	73.69	127.363	116.134	85.594	44.209	97.878	199.874	33.068	104.174	30.07	82.816	56.22	140.508	129.103	44.174	32.509	114.98	283.221	106.014	247.596	72.07	51.421	88.76	100.742	70.645	280.456	66.781	287.834	115.936	103.089	67.287	148.68	117.074	64.459	137.536	28.491	85.57	220.596	451.596	61.952	75.481	23.303	332.354	17.808	64.457	30.326	105.498	78.27	77.35	27.56	64.387	17.24	104.332	120.93	73.265	31.3	69.197	77.624	56.177	54.382	45.166	233.865	428.924	123.074	986.754	169.837	137.351	135.405	551.917	52.349	34.243	30.603	70.156	84.143	48.778	98.534	59.811	132.94	81.697	13.012	100.062	245.366	156.283	65.436	136.122	107.249
hsa-mir-487b	10.166	21.804	7.84	9.496	11.991	13.234	13.58	15.409	15.683	29.867	17.496	5.25	9.393	11.504	18.978	10.624	20.242	10.909	13.863	3.028	15.432	14.882	1.671	2.51	23.149	23.503	14.052	18.406	3.68	13.74	14.053	9.465	15.512	14.187	21.651	11.69	17.401	21.455	14.546	15.9	11.288	9.476	13.508	8.206	20.064	17.382	22.363	20.63	13.676	26.459	12.271	17.189	15.335	12.21	12.983	17.767	10.812	20.741	7.706	9.642	6.747	5.492	8.574	4.654	9.852	10.878	5.698	10.561	18.348	12.581	7.057	11.035	13.166	6.974	9.038	11.915	14.739	9.931	11.732	14.642	9.884	28.449	18.639	9.131	9.098	27.064	10.755	20.271	13.388	13.002	7.573	26.516	10.055	28.102	9.201	27.755	27.508	14.064	8.967
hsa-mir-493	76.245	56.69	48.019	47.932	49.599	41.173	95.817	46.228	84.947	42.668	73.695	28.874	63.19	30.782	76.755	20.149	43.953	80.954	57.971	30.284	24.25	52.087	11.694	12.548	61.18	37.299	39.961	62.054	31.283	41.942	42.159	33.129	49.519	51.073	66.644	61.05	51.745	61.226	63.637	57.241	59.966	38.46	41.236	56.62	58.649	58.281	31.572	67.393	62.301	70.37	59.929	14.845	60.112	54.391	40.28	39.715	60.422	71.158	23.614	35.733	21.142	21.512	27.254	30.254	49.258	25.712	50.018	54.124	88.144	26.211	59.02	59.186	50.375	24.907	33.894	39.715	44.955	19.861	31.844	46.713	38.546	98.797	57.901	34.243	40.803	87.76	49.979	105.79	50.338	67.612	20.193	60.198	35.488	103.468	46.006	32.879	87.526	57.262	38.739
hsa-mir-495	27.956	23.257	9.8	12.661	20.712	22.057	25.275	15.409	33.543	28.445	29.16	9.625	21.348	13.681	29.521	10.624	20.242	22.966	17.643	24.227	17.636	22.323	8.353	7.529	34.724	22.992	28.104	37.864	10.428	17.355	15.134	17.984	18.495	15.89	32.476	25.979	20.606	26.165	24.091	25.441	13.404	18.394	22.751	22.566	20.579	18.916	11.182	46.762	18.614	15.763	22.83	10.157	31.283	17.205	14.647	14.632	10.176	45.631	15.909	18.15	14.394	8.696	15.923	8.533	19.703	16.812	16.462	28.382	20.147	10.484	12.189	17.555	12.021	7.638	20.336	15.886	15.476	19.861	11.174	16.036	10.872	34.656	18.639	16.551	18.472	27.064	18.347	32.307	17.136	13.002	10.938	27.949	9.464	22.567	16.869	29.036	45.43	26.622	21.88
hsa-mir-497	26.05	39.974	52.919	20.801	41.423	43.379	18.107	21.897	57.067	39.823	21.207	11.375	26.472	33.58	27.413	31.14	28.917	20.095	32.346	42.398	30.863	39.685	11.694	30.115	71.101	66.422	52.256	29.45	15.948	32.542	64.86	89.922	20.285	48.803	85.589	44.597	40.755	35.061	52.273	10.335	16.931	34.001	25.595	9.437	18.006	16.871	15.786	20.63	35.329	19.141	18.835	19.533	95.075	25.53	37.617	24.038	18.444	24.251	40.517	35.733	31.488	22.427	17.148	18.618	24.629	27.69	9.497	29.042	31.66	32.502	17.321	20.565	4.007	21.586	53.1	21.181	53.799	77.64	19.554	48.805	51.395	81.727	31.33	15.98	33.084	35.209	44.286	20.271	86.217	62.411	32.814	46.582	75.117	78.346	27.604	64.05	79.19	72.833	58.467
hsa-mir-500a	978.474	606.148	739.881	831.576	402.241	1025.645	954.4	1098.518	1037.225	1302.309	1305.837	1925.822	2250.081	872.467	717.364	1897.348	1507.142	438.642	508.713	2937.544	1380.038	1758.555	1780.791	2564.79	983.842	797.066	724.999	765.162	717.047	634.921	1836.61	1168.042	810.804	1345.501	768.27	861.623	572.856	1036.65	875.004	1423.079	1195.783	1352.777	1458.182	933.404	2340.291	1427.381	887.304	709.686	903.742	1130.982	3219.044	1273.531	423.236	2293.292	1031.31	1082.762	873.251	546.929	1300.03	942.674	1276.157	2902.701	1595.411	923.132	1913.688	1837.429	652.768	1023.069	638.596	694.07	1005.264	2710.528	2143.811	851.503	859.766	890.944	462.08	632.859	472.639	431.576	530.748	348.116	1157.225	441.735	737.769	819.797	797.14	834.285	409.131	827.814	1601.168	746.022	398.654	428.774	860.313	926.594	530.991	465.629	944.794
hsa-mir-500b	24.78	13.809	42.139	14.47	15.806	44.849	41.496	28.791	27.444	28.445	30.22	40.249	40.134	28.605	20.243	37.002	24.29	9.186	15.543	128.707	22.045	42.166	48.446	37.644	11.575	25.036	28.104	25.768	46.004	15.909	32.43	30.29	35.2	46.534	14.547	23.814	16.943	38.201	33.637	35.776	19.753	49.607	19.907	33.233	30.868	26.584	22.363	15.129	7.598	20.829	37.955	26.564	15.335	69.931	36.286	53.302	33.709	21.06	54.189	21.553	35.536	81.927	47.158	17.842	9.852	30.162	18.994	25.082	28.062	17.824	37.85	116.366	70.411	24.243	15.817	17.21	9.581	14.445	13.967	11.155	9.884	8.793	27.761	8.561	22.332	30.48	24.041	27.873	14.459	20.804	62.263	12.9	13.604	13.625	35.271	35.014	15.004	12.055	26.902
hsa-mir-501	376.141	162.076	96.038	182.232	81.756	121.313	164.097	149.632	115.441	221.871	244.944	251.993	272.401	100.119	164.475	169.256	122.607	123.44	106.28	548.14	304.226	215.789	325.755	559.636	117.4	125.691	98.364	196.155	128.811	127.273	594.547	182.684	146.768	344.462	141.408	229.478	93.415	164.838	131.819	344.242	170.725	155.511	100.246	221.555	487.196	393.143	146.02	158.166	109.026	108.088	419.218	182.045	51.524	412.371	148.471	326.083	81.41	137.211	181.954	117.409	94.014	334.117	210.68	127.997	248.755	364.42	150.054	214.514	115.487	93.312	107.776	530.168	377.815	147.452	105.07	230.348	44.955	68.612	117.88	80.18	43.488	55.864	214.551	98.163	78.023	178.674	172.714	134.93	62.119	108.353	424.903	120.396	73.343	76.217	142.619	179.341	76.273	85.893	132.357
hsa-mir-502	21.603	24.711	26.459	27.131	13.626	38.232	27.915	22.708	30.494	41.719	45.065	38.499	40.988	25.185	22.773	56.785	20.82	20.669	21.424	131.735	15.432	57.048	63.48	62.739	28.11	27.08	29.422	16.302	32.509	19.525	62.698	44.488	34.007	32.914	14.208	32.04	23.354	34.014	33.182	31.801	28.925	47.378	22.04	34.054	45.787	26.584	46.042	17.88	21.273	18.578	47.372	37.503	19.628	57.166	37.95	63.753	27.985	20.741	52.449	20.419	31.938	59.958	37.053	34.908	12.315	36.096	17.728	19.141	24.465	10.484	27.585	73.732	40.071	31.549	24.855	41.039	15.476	33.403	21.23	23.008	30.639	31.036	40.451	14.268	25.916	35.472	21.51	26.606	19.278	18.203	66.47	32.965	26.025	33.638	44.473	44.408	13.754	23.106	30.13
hsa-mir-503	41.299	27.618	18.62	26.227	18.531	13.234	79.596	12.571	15.683	24.178	22.798	10.5	77.707	198.062	84.768	1.832	20.82	46.505	45.788	15.142	70.545	17.362	242.228	17.567	76.062	18.394	18.443	166.705	14.108	30.372	22.701	6.626	79.35	34.616	51.083	48.926	72.809	46.573	97.728	20.67	17.637	26.197	29.86	281.047	8.746	17.382	268.362	28.883	9.497	15.2	9.988	6.25	87.101	40.516	156.461	21.948	103.671	50.417	11.683	30.628	7.197	7.781	23.885	45.769	9.852	21.262	12.663	87.126	13.671	6.291	73.133	118.874	70.411	29.225	6.779	29.124	23.583	18.056	94.416	17.43	32.616	28.967	43.624	106.153	35.289	66.74	48.081	81.718	27.847	111.82	29.449	16.483	23.068	51.521	23.003	11.956	15.421	45.207	14.706
hsa-mir-505	76.245	111.927	206.775	86.368	92.657	132.341	152.78	104.215	81.462	163.559	169.128	65.623	113.571	156.397	113.867	87.559	170.609	124.588	77.714	331.609	233.681	210.828	280.65	215.824	147.163	144.085	124.712	217.19	176.042	122.935	438.884	237.584	214.186	87.96	187.416	171.459	122.722	215.075	111.364	140.718	153.794	198.987	95.98	82.468	116.783	139.568	206.533	213.181	126.501	91.762	178.931	101.57	133.718	215.343	161.787	260.239	176.177	134.977	158.34	135.559	181.73	228.847	150.661	169.112	162.553	130.539	127.894	90.426	104.694	97.505	202.721	294.426	233.558	159.076	92.642	121.793	91.384	117.363	139.11	134.562	61.278	91.555	96.766	202.034	100.079	144.253	134.122	101.356	126.381	117.888	206.982	102.48	94.044	65.998	149.52	187.454	137.541	206.946	142.401
hsa-mir-508	9.531	18.17	6.86	16.279	5.45	13.969	30.179	4.866	37.464	14.697	60.441	96.247	60.628	67.161	3.374	80.598	12028.221	724.564	51.249	33.312	13.227	4.961	51.787	17.567	18.189	27.591	6.148	25.242	4.294	8.678	22.701	2.84	11.336	24.402	102.842	3.031	13.738	12.559	28.182	12.72	21.164	95.87	20.618	12.719	112.667	38.343	76.957	31.633	87.753	51.792	15.696	20.314	26.376	14.43	37.617	3.135	138.652	3.829	98.683	23.255	22.041	64.993	7.043	210.226	36.944	26.701	12.03	86.466	7.195	40.889	211.06	33.606	44.078	17.601	9.038	1.324	44.218	4.514	10.056	25.797	28.662	498.122	7.138	54.789	61.205	11.824	13.286	44.977	8.568	14.736	121.16	5.733	8.872	51.521	16.102	14.945	52.516	22.603	21.163
hsa-mir-509-1	1.906	2.18	0	4.522	2.18	2.206	5.281	0.811	5.228	2.845	7.423	14	4.27	7.462	0.422	10.624	917.24	71.193	4.621	0	6.614	2.48	5.012	7.529	4.961	6.642	1.317	1.052	1.84	2.169	1.081	0	1.79	2.27	10.487	0	2.29	2.616	1.818	3.975	1.411	10.59	2.844	2.462	16.463	2.556	12.497	6.877	8.357	5.067	0.856	6.25	1.227	2.775	3.662	0	12.084	0	8.451	1.702	4.948	14.646	0.306	41.114	4.926	4.45	1.266	7.26	1.079	7.339	10.906	7.524	4.58	0.664	4.519	0	7.37	2.708	1.117	1.394	6.919	99.314	1.586	8.561	4.411	3.153	1.898	8.235	0	0.867	20.193	0.717	0	8.516	0.767	1.708	9.169	1.507	1.793
hsa-mir-511	9.531	20.35	11.76	10.853	8.176	8.823	10.563	9.732	4.792	18.015	3.711	12.25	7.685	14.303	18.556	22.348	23.133	20.669	7.981	25.741	57.318	32.244	15.035	17.567	14.882	12.263	44.352	21.561	1.227	31.095	22.701	9.465	47.133	10.782	10.149	14.721	13.738	13.606	14.546	10.335	14.815	16.722	9.243	7.795	22.636	11.247	9.866	12.378	12.156	14.637	26.825	27.346	8.587	11.1	14.647	27.174	5.088	9.254	14.417	18.717	7.647	3.204	6.737	11.636	51.721	24.229	17.728	6.6	5.756	12.581	14.755	13.543	12.594	4.317	14.687	14.562	28.742	29.792	10.615	73.905	13.837	14.483	16.26	9.131	35.014	33.633	4.429	18.371	21.42	25.138	35.338	42.282	10.647	26.399	9.201	14.091	16.672	46.714	9.685
hsa-mir-532	3716.93	4541.753	3922.838	4441.403	3027.16	5253.214	4311.4	3819.47	4575.813	5509.332	4811.398	17081.281	8686.081	4855.156	2735.769	7180.541	4466.485	3373.642	3960.487	8143.355	3388.368	4419.95	7774.674	7566.381	2543.109	3576.578	2641.788	2342.814	2927.074	1971.293	7559.396	6814.21	3671.587	3759.572	2147.502	3055.082	3041.497	3353.806	2745.014	4660.385	4038.148	5518.685	7034.965	5269.32	5532.017	3813.336	6433.446	1627.051	2772.767	3569.152	6849.885	3694.02	1328.592	4832.451	4266.055	2628.52	5558.787	351.324	5024.877	3803.595	4259.854	11397.06	4246.977	4804.943	5664.714	6680.706	3151.14	2982.74	4360.079	2970.242	4855.674	8800.688	8677.141	4752.346	7835.053	6695.984	4251.583	3926.253	6055.481	2555.291	7182.392	3103.044	5092.502	1938.727	3630.123	3256.589	2581.214	3774.872	1423.39	3304.322	11650.751	4754.907	3502.12	6057.34	3999.459	3018.475	1970.585	1493.829	3453.484
hsa-mir-539	60.996	76.314	44.099	46.123	40.333	43.379	40.364	30.008	26.138	22.282	30.751	50.749	35.865	18.034	51.873	4.763	18.507	48.802	24.785	27.256	24.25	32.244	13.364	20.077	47.952	32.189	24.152	32.605	13.494	31.095	9.729	15.145	18.495	30.644	53.112	23.381	21.064	30.351	37.273	41.341	16.226	14.492	54.033	44.311	21.093	23.006	17.759	20.63	20.514	22.518	11.415	10.157	15.335	21.645	18.309	20.903	43.885	49.779	33.06	34.032	23.391	10.985	13.167	24.048	29.555	35.107	27.225	51.483	35.258	16.775	18.604	29.593	19.463	20.59	20.336	26.477	30.216	12.639	7.821	13.944	8.895	18.104	41.244	33.102	17.093	45.719	23.408	63.347	27.847	46.808	13.462	37.982	20.11	31.935	25.303	39.711	60.851	27.124	26.184
hsa-mir-542	497.497	195.508	414.529	443.598	317.759	97.05	571.131	271.69	848.163	697.852	670.149	288.742	603.722	370.316	501.86	210.654	788.271	1046.082	642.298	283.155	445.316	389.412	380.882	220.843	544.007	308.097	265.672	979.722	179.722	397.73	361.052	217.706	1146.7	356.379	678.622	440.337	372.288	432.243	1125.006	382.403	959.448	820.473	506.916	702.412	543.273	1145.177	657.749	1042.523	855.877	699.757	526.519	214.859	782.066	907.437	612.861	62.708	318.008	446.414	157.594	391.93	207.37	159.736	342.049	1184.557	719.172	291.239	315.937	619.782	274.146	175.09	323.327	307.467	414.451	102.287	326.508	345.522	448.078	347.576	695.551	336.057	374.587	348.633	345.422	242.555	518.589	745.962	597.222	744.332	285.963	426.476	326.46	445.034	322.945	895.018	347.346	315.127	146.71	576.636	381.648
hsa-mir-550a-2	3.177	7.268	11.76	5.426	7.631	4.411	11.694	5.677	13.069	8.534	10.073	6.125	27.325	30.782	17.713	6.228	28.917	1.722	6.301	43.912	22.045	22.323	13.364	12.548	11.575	9.708	6.587	13.147	6.747	4.339	10.81	2.84	27.444	3.972	17.253	10.391	8.7	24.072	13.182	11.925	12.699	41.247	17.063	24.207	13.376	9.202	16.444	33.009	10.257	31.526	19.691	16.407	6.747	12.765	10.986	38.67	30.529	12.764	18.394	6.806	7.197	15.104	10.412	13.188	9.852	10.878	10.763	13.201	2.878	9.436	29.51	22.571	29.195	9.631	14.687	9.267	3.685	15.348	13.408	3.486	10.872	9.828	11.104	4.566	7.444	10.51	10.122	11.403	3.213	24.271	12.621	5.733	8.281	6.813	15.335	9.394	7.502	10.548	10.761
hsa-mir-5586	12.072	14.536	4.9	2.261	11.991	2.206	2.641	3.244	2.178	4.741	1.591	5.25	0.854	3.109	8.013	4.396	1.735	0.574	6.301	6.057	8.818	0	3.341	12.548	9.921	2.555	7.026	7.888	0.613	2.893	3.243	3.786	5.37	4.54	3.383	6.928	1.374	1.57	5.909	3.975	2.822	2.787	7.11	2.051	5.145	5.112	1.973	1.375	10.637	3.941	6.564	1.563	4.294	1.665	1.664	0	3.18	4.786	4.474	7.941	3.599	2.288	3.062	3.879	2.463	0.494	11.397	8.581	2.159	3.145	4.491	4.514	5.724	2.325	3.389	2.648	5.896	8.125	3.352	6.275	2.965	2.586	3.966	1.141	7.168	2.89	3.796	3.167	5.355	1.734	5.048	2.867	3.549	1.277	0	2.989	1.667	5.023	1.076
hsa-mir-574	87.046	132.277	167.576	33.914	103.013	159.545	109.398	187.344	101.065	158.344	144.74	55.998	81.122	187.801	126.519	285.024	185.067	106.79	98.718	116.593	132.272	389.412	68.492	326.245	203.383	187.004	200.681	214.035	90.781	130.889	124.314	198.775	116.341	109.524	151.557	153.707	180.878	170.595	150.455	131.973	144.623	113.149	34.837	35.695	38.07	44.478	164.437	221.433	257.181	126.103	233.723	165.637	256.395	165.947	137.486	1182.05	121.479	168.163	131.743	159.381	263.598	216.032	97.072	114.81	184.719	117.682	200.706	141.249	201.832	274.692	162.946	144.454	107.047	174.684	166.078	354.789	243.937	247.366	154.194	158.268	130.463	445.878	195.515	156.947	200.709	297.439	117.673	193.843	180.467	188.1	196.044	225.025	323.537	284.43	91.245	167.385	335.516	328.502	371.605
hsa-mir-576	24.78	34.886	20.579	19.444	41.968	30.88	28.67	24.736	27.444	28.919	38.703	47.249	39.28	54.102	45.547	21.981	41.64	20.095	40.327	92.366	48.5	54.567	70.163	125.479	76.062	29.124	27.665	59.425	22.695	13.017	22.701	28.396	39.377	26.104	34.506	22.082	29.765	28.781	25.909	27.826	26.103	41.247	36.97	41.849	31.897	23.006	28.283	81.146	27.731	16.889	27.111	17.189	34.963	39.406	17.311	16.722	53.425	30.314	43.003	26.658	37.785	99.777	26.335	44.993	17.24	56.863	46.219	49.503	12.232	31.453	40.416	57.681	25.188	22.583	28.245	25.153	21.372	38.82	37.431	30.677	9.884	11.38	22.209	25.682	29.5	19.444	31.633	27.239	17.136	25.138	40.387	22.932	13.604	13.625	23.77	38.857	28.759	36.668	25.826
hsa-mir-582	460.645	391.017	779.08	1119.169	1222.528	636.709	893.289	516.21	595.936	727.719	351.51	1962.571	541.386	1026.998	653.261	1175.63	1654.039	916.326	715.811	2078.993	696.633	1788.319	616.428	7099.6	1352.577	501.743	497.97	775.679	1104.707	974.799	414.021	839.589	690.287	624.231	638.364	505.284	549.96	907.396	615.912	592.287	845.866	585.813	1000.323	565.376	635.876	625.246	362.42	720.689	594.137	985.176	341.881	616.451	1015.153	380.735	594.551	184.989	372.07	447.053	844.398	834.341	532.144	343.271	397.781	1639.917	647.748	615.113	1264.381	1036.93	232.773	407.845	698.617	464.963	330.302	608.074	595.396	941.25	542.41	732.166	330.177	232.172	515.923	390.014	806.647	344.143	939.305	717.322	782.589	421.894	586.385	496.689	743.79	758.205	690.251	456.877	982.229	1014.556	460.553	431.975	574.624
hsa-mir-584	688.109	132.277	547.806	509.617	472.551	455.107	268.213	2083.9	389.014	638.591	1272.436	1347.463	443.185	749.65	295.633	98.183	1021.34	276.161	818.31	1012.998	656.951	669.689	1040.744	2308.813	568.81	870.641	220.003	1826.922	994.298	336.262	1413.941	1198.332	574.543	486.9	1150.544	717.442	294.9	589.232	417.729	556.511	1298.077	1177.758	66.119	208.426	959.987	1293.947	414.382	1558.283	1331.49	474.01	619.266	1920.453	33.736	590.528	611.862	716.964	391.786	384.191	70.594	593.284	169.584	930.951	902.127	2220.172	1928.466	787.187	2131.151	76.565	507.279	1108.205	347.063	950.49	1181.529	685.786	1639.317	2328.635	263.098	928.975	1014.554	2439.554	1560.616	315.529	586.941	61.067	765.891	1302.478	702.242	845.054	216.882	335.46	720.231	1653.289	1009.647	423.239	404.853	465.859	896.516	465.629	441.55
hsa-mir-589	90.223	107.566	116.617	80.49	85.572	72.052	106.757	85.967	122.411	115.677	82.708	89.248	98.201	99.497	120.615	120.164	131.282	55.692	60.071	172.619	255.726	230.671	118.608	341.303	209.997	136.932	108.904	135.678	168.068	102.687	408.616	164.7	177.792	88.527	145.467	140.717	93.415	140.243	136.364	95.402	97.356	219.053	67.541	125.958	115.24	119.119	156.544	244.814	102.189	138.488	95.601	178.138	93.235	191.478	108.191	204.847	185.717	104.663	142.68	143.5	65.675	102.981	154.335	196.263	137.923	129.055	190.575	134.649	68.716	94.36	134.078	180.568	132.808	115.239	164.948	281.978	286.682	241.046	217.883	231.475	309.356	144.833	135.234	90.744	120.756	105.89	96.796	138.097	92.108	274.782	338.239	224.308	157.924	166.06	72.076	79.422	120.869	97.445	100.792
