	TCGA.AF.2687.01A	TCGA.AF.2690.01A	TCGA.AF.2693.01A	TCGA.AF.3911.01A	TCGA.AF.4110.01A	TCGA.AF.6136.01A	TCGA.AF.6655.01A	TCGA.AF.6672.01A	TCGA.AF.A56K.01A	TCGA.AF.A56L.01A	TCGA.AF.A56N.01A	TCGA.AG.3591.01A	TCGA.AG.3592.01A	TCGA.AG.3725.01A	TCGA.AG.3731.01A	TCGA.AG.3732.01A	TCGA.AG.3742.01A	TCGA.AG.4021.01A	TCGA.AG.4022.01A	TCGA.AG.A01W.01A	TCGA.AG.A01Y.01A	TCGA.AG.A020.01A	TCGA.AG.A026.01A	TCGA.AG.A02N.01A	TCGA.AG.A036.01A	TCGA.AH.6544.01A	TCGA.AH.6547.01A	TCGA.AH.6549.01A	TCGA.AH.6643.01A	TCGA.AH.6644.01A	TCGA.AH.6897.01A	TCGA.AH.6903.01A	TCGA.BM.6198.01A	TCGA.CI.6619.01B	TCGA.CI.6620.01A	TCGA.CI.6621.01A	TCGA.CI.6622.01A	TCGA.CI.6623.01B	TCGA.CI.6624.01C	TCGA.CL.4957.01A	TCGA.CL.5917.01A	TCGA.CL.5918.01A	TCGA.DC.4745.01A	TCGA.DC.4749.01A	TCGA.DC.5337.01A	TCGA.DC.5869.01A	TCGA.DC.6154.01A	TCGA.DC.6155.01A	TCGA.DC.6156.01A	TCGA.DC.6157.01A	TCGA.DC.6158.01A	TCGA.DC.6160.01A	TCGA.DC.6681.01A	TCGA.DC.6682.01A	TCGA.DC.6683.01A	TCGA.DT.5265.01A	TCGA.DY.A0XA.01A	TCGA.DY.A1DC.01A	TCGA.DY.A1DD.01A	TCGA.DY.A1DE.01A	TCGA.DY.A1DF.01A	TCGA.DY.A1DG.01A	TCGA.DY.A1H8.01A	TCGA.EF.5830.01A	TCGA.EF.5831.01A	TCGA.EI.6506.01A	TCGA.EI.6507.01A	TCGA.EI.6508.01A	TCGA.EI.6509.01A	TCGA.EI.6510.01A	TCGA.EI.6511.01A	TCGA.EI.6512.01A	TCGA.EI.6513.01A	TCGA.EI.6514.01A	TCGA.EI.6881.01A	TCGA.EI.6882.01A	TCGA.EI.6883.01A	TCGA.EI.6884.01A	TCGA.EI.6885.01A	TCGA.EI.6917.01A	TCGA.EI.7002.01A	TCGA.EI.7004.01A	TCGA.F5.6464.01A	TCGA.F5.6465.01A	TCGA.F5.6571.01A	TCGA.F5.6702.01A	TCGA.F5.6810.01A	TCGA.F5.6811.01A	TCGA.F5.6812.01A	TCGA.F5.6813.01A	TCGA.F5.6814.01A	TCGA.F5.6861.01A	TCGA.F5.6863.01A	TCGA.F5.6864.01A	TCGA.G5.6233.01A	TCGA.G5.6235.01A	TCGA.G5.6572.01A	TCGA.G5.6572.02A	TCGA.G5.6641.01A
hsa-let-7a-1	64123.076	63420.283	31507.161	40246.656	63488.611	23570.721	35992.965	26528.671	15076.574	15321.926	17199.09	105067.116	41852.359	58768.681	42173.101	48357.645	18438.491	64173.271	44787.359	9195.723	16183.48	10816.724	10719.829	11958.145	11933.43	30508.208	26186.903	28542.893	40014.801	42214.297	20641.593	23944.863	20033.834	31953.805	36162.477	32509.608	33856.684	19211.777	22475.114	35605.598	17153.663	19807.848	45984.286	32615.382	33124.706	24188.279	20612.547	18431.206	34001.056	20883.482	16350.629	18143.514	38738.96	26500.505	23788.042	15298.716	65322.746	21915.469	17734.347	42616.598	29064.167	26400.297	15106.487	32548.56	18897.977	26138.367	68517.187	41064.656	52688.272	34769.547	32652.147	21086.841	40204.621	38011.459	30647.653	31696.707	26309.109	21089.277	37434.037	26802.323	22999.074	64265.957	64917.207	37388.268	36662.391	31629.694	46095.548	54519.947	33071.058	49946.235	31601.831	25543.92	24821.819	46291.858	24240.589	14766.573	44935.831	33608.638	30354.65
hsa-let-7a-2	64127.524	63269.836	31531.661	40315.841	63170.306	23472.935	35747.009	26176.286	14884.027	15326.193	16833.794	104608.629	41518.476	58643.377	42080.742	48150.288	18302.582	63724.294	45038.145	9280.518	15810.914	10561.25	10684.748	11473.796	12095.475	30233.834	26440.279	28703.813	40107.422	41918.531	20626.459	23792.469	19839.933	31586.076	36142.517	32257.616	33756.4	19266.2	22234.203	35839.333	16991.403	19485.678	45603.211	32614.151	32935.384	24334.493	20489.548	18167.136	33569.509	20783.839	16484.471	18049.757	38566.598	26293.487	23815.007	14982.04	65612.134	21861.541	17490.996	42904.732	29222.956	26626.856	15208.765	32635.443	19171.361	25991.017	67818.2	40836.281	52924.282	34472.837	32385.916	20900.254	39810.778	37919.467	31034.039	31702.003	26228.043	21298.725	37387.109	26948.738	23157.211	64103.538	64887.067	37151.991	36475.743	31735.321	45619.795	54685.284	32958.065	50097.062	31831.531	25552.52	25022.329	46129.631	24523.526	14610.29	45067.537	33299.223	30347.835
hsa-let-7a-3	64548.14	62782.882	31319.986	40423.01	63442.827	23757.469	36144.613	26173.447	15100.969	15437.128	17270.134	104933.245	41676.452	58536.417	42360.35	48342.99	18344.223	64354.699	44919.263	9289.603	15974.049	10638.141	10805.026	11802.551	12077.286	30527.624	26417.445	28738.522	40113.556	42425.456	20404.855	23501.878	20091.706	31905.002	36251.787	32529.525	33777.464	19221.72	22428.295	35639.784	17315.217	19958.9	45641.603	32720.416	33141.683	24433.674	20725.68	18373.44	34013.972	20927.956	16398.002	17987.253	38830.967	26294.597	23854.954	15199.428	65161.198	22104.692	17793.259	42937.062	29315.17	26417.232	15285.626	32512.1	19434.893	25991.511	67912.538	41217.786	52922.483	34630.104	32722.073	21112.421	40173.137	37863.342	30526.766	32265.959	26219.199	20992.678	37526.219	27073.539	23423.079	63770.939	65093.686	37159.981	36758.886	31704.316	45819.079	54944.374	33064.097	49885.557	31802.083	25559.686	24755.574	46557.554	24308.831	14591.929	45461.404	33677.452	30251.706
hsa-let-7b	53521.248	74484.31	23954.498	29226.351	38630.904	17869.752	26960.867	18187.799	21097.358	26185.09	18762.595	46089.36	27303.259	26080.72	22706.42	65904.541	16900.119	25677.232	26889.975	15920.275	16924.203	13269.772	17306.752	30973.227	27562.47	21948.947	16985.435	20456.371	32791.576	30526.832	28153.424	29600.497	14739.446	16368.466	27384.037	18003.163	24890.634	20122.836	15630.534	30556.45	26307.221	26314.779	17370.214	27277.544	45510.908	39382.831	28627.879	32083.034	48949.076	29542.336	24904.781	21964.106	27952.58	17553.781	14548.196	37660.468	32964.753	16655.501	10226.985	27388.039	15170.387	13961.982	11155.932	46784.191	40492.85	20122.716	52522.794	25790.571	40035.085	16833.816	16594.871	17989.095	22546.943	18991.449	29671.519	53112.471	25491.072	41639.585	49606.454	41350.402	21822.929	78318.882	35112.526	25174.345	17165.542	31789.974	26329.648	40812.835	23570.546	29822.982	54385.878	39206.664	61195.726	31781.663	15285.511	13330.993	42713.505	32394.085	22078.914
hsa-let-7c	9658.299	15075.945	517.427	2851.958	1653.111	430.109	3985.093	576.225	2030.888	2019.124	1688.628	545.11	941.874	501.839	2955.491	1314.845	1739.633	2290.816	2357.893	268.013	683.405	446.46	257.263	158.103	3659.232	349.483	2137.231	3153.202	560.021	2827.496	307.002	554.678	1166.985	501.655	1043.981	564.168	736.791	1226.083	850.913	1003.311	1394.727	1945.837	1579.046	1655.099	5161.089	4561.28	1357.595	547.393	4161.619	2229.313	2433.403	166.418	5374.482	1843.18	2059.957	1691.032	1179.811	1249.896	1142.684	2066.283	2161.864	460.441	1086.472	5247.115	1147.72	122.133	687.59	2266.592	1246.61	265.256	350.912	213.171	674.342	3971.911	277.927	172.099	2188.802	918.142	614.543	1494.828	3546.226	5991.425	9073.783	3305.024	4900.541	3708.003	4150.187	5652.489	8815.593	5499.98	1168.693	2659.451	5189.597	3833.846	394.119	538.449	9456.972	8173.363	1180.813
hsa-let-7d	2108.802	1645.468	1591.479	1377.821	1406.207	1630.004	1828.073	2071.33	921.784	1172.884	1931.982	2227.689	1812.874	2278.487	1667.524	1888.555	1593.893	1861.36	1201.841	2834.578	1106.676	3088.012	2552.579	2740.46	1987.527	1695.298	1257.66	2186.627	1955.472	1568.501	2815.991	2005.738	1698.571	1911.849	2085.594	1954.023	1655.376	1198.872	1144.551	1800.712	1186.612	1437.5	1469.558	1007.666	1394.194	1364.498	1694.362	1787.969	1352.384	1449.053	1236.535	2002.49	1988.595	1931.982	1302.62	3051.8	1826.004	1732.369	1693.022	1809.912	2168.612	2296.713	1894.282	2245.771	2374.254	1964.012	1980.463	2255.371	1419.661	1827.438	1462.668	1559.406	1648.073	1924.185	2221.156	2613.261	2417.263	1970.8	1701.166	1931.982	1684.161	1646.439	2005.116	2377.038	1589.126	1458.817	2757.091	1868.749	2082.069	1671.231	2576.341	2501.074	2796.491	1628.661	1676.154	1231.473	1698.421	1462.686	1945.903
hsa-let-7e	6633.29	5221.308	2066.766	2103.132	4782.739	2002.03	2670.435	951.319	1187.952	1518.966	1565.626	1660.704	2510.527	2526.609	4291.957	1957.43	1340.582	5639.196	3899.996	828.266	683.405	716.816	1308.03	361.379	1516.275	2822.942	2344.938	5274.093	1929.097	4307.05	1567.442	2270.772	2115.011	9734.027	4032.149	2687.052	2608.305	2059.171	2745.923	5460.172	1864.575	1412.418	2028.373	1666.587	1677.663	1445.274	1944.965	2576.05	4011.945	1944.456	1637.489	1404.009	4444.59	1874.261	2543.321	2518.78	2539.615	2151.341	2150.394	4663.459	1980.585	2992.409	2004.522	2113.12	2472.771	1847.813	2405.933	3667.206	6519.071	1661.784	2666.804	1392.882	6682.738	7995.963	3074.142	2380.265	2168.167	1751.421	10334.934	2443.737	2500.544	11257.133	8738.275	7088.881	3293.77	5103.496	4903.041	5543.532	5231.949	5610.933	5070.226	3095.885	5032.265	7281.923	1292.003	1531.228	5546.646	4639.208	1639.221
hsa-let-7f-1	61354.757	36838.419	40856.118	39660.166	56794.956	25269.836	38006.637	31791.746	9245.722	6997.008	11603.023	90229.273	42818.998	62992.34	54307.568	28785.908	16072.521	71300.062	52698.671	3734.012	1765.831	4057.822	3563.253	3473.258	3822.931	33769.025	28271	31820.203	44996.716	35234.504	15276.616	13996.628	25408.765	42482.876	28038.301	38617.175	28983.512	16484.357	30183.335	41709.733	12307.039	20886.948	44751.479	32575.584	24879.928	16031.962	11373.143	12507.528	19099.762	17400.462	12246.349	12812.656	34521.936	45935.762	35297.902	4913.189	61594.416	19333.03	26352.576	38101.176	34830.489	37342.408	26706.746	21958.913	11721.031	26884.019	56994.032	43135.875	44029.995	36621.099	41056.075	23042.493	47796.976	34130.21	21512.219	14101.546	10964.647	7683.683	18122.309	12094.581	12176.562	26574.242	55996.108	25399.778	33487.998	23701.316	54361.759	49004.921	35125.281	42529.713	15640.631	14159.375	10311.766	29451.294	47801.822	22020.905	24156.75	23056.399	34193.37
hsa-let-7f-2	62283.672	37660.426	41847.853	40249.369	58502.571	26123.437	38819.574	32510.71	9428.249	7042.52	11727.086	93918.172	43814.669	65810.911	55171.273	29283.051	16333.929	73733.839	53359.032	3833.949	1754.809	4062.783	3777.082	3355.307	3664.193	34550.763	28865.578	32269.834	45331.624	36224.49	15396.607	13990.002	25821.028	43090.649	28238.911	39253.65	29505.082	16893.574	30757.883	42300.43	12540.552	21317.251	46963.28	32913.661	25137.159	16181.244	11413.923	12704.205	19380.496	17488.284	12332.818	13320.505	35175.191	46772.158	36067.556	4818.082	64682.277	19747.535	27348.106	39335.955	36139.033	38472.457	27441.063	22147.418	12115.098	27211.849	57957.038	44209.107	44835.885	36789.899	42487.951	23354.976	48625.879	34734.964	21904.254	14112.137	11333.132	8080.912	18297.174	12312.112	12504.696	26799.767	57005.011	25991.041	34339.08	24153.255	55373.367	49591.518	35699.885	43914.026	15765.998	14248.239	10302.303	29533.472	48541.753	22593.514	24739.423	23651.62	35094.762
hsa-let-7g	3255.014	3494.439	3099.659	2774.634	4534.2	3761.434	3122.738	4549.788	1198.407	1352.088	1870.481	6466.073	3633.432	5356.684	3976.923	1708.676	1343.473	4355.995	4012.156	2825.493	1230.13	2415.843	3484.738	1902.261	1342.656	2929.728	3492.817	3182.125	5326.638	3162.312	1639.869	2000.059	2835.725	3728.36	3158.33	3230.438	3618.932	2993.778	3586.836	3461.501	1522.418	2192.759	3153.115	3546.934	1966.276	1698.849	1743.693	1688.943	1535.487	1528.43	1092.135	1482.921	4886.84	2949.866	3511.381	707.558	5577.868	2749.326	3615.724	4132	3615.253	3121.021	3258.19	2781.033	2539.269	2929.7	5187.952	2756.345	4055.711	6340.989	3921.619	1866.873	3620.723	3635.827	2439.204	1579.341	2034.039	1656.628	1949.218	1447.417	1928.285	2159.044	3277.349	2900.386	3810.429	2800.446	3788.311	5285.708	4623.072	4310.702	1693.722	1517.844	1864.328	2369.967	3834.604	3082.525	3222.623	3703.932	4400.072
hsa-let-7i	2066.232	2655.715	1295.526	964.52	1396.941	1105.05	1849.952	879.545	1592.648	1604.301	942.133	969.473	1180.118	721.044	2631.602	1042.277	728.703	1586.347	1232.086	907.004	1086.835	644.886	698.284	880.862	1397.222	1069.908	1783.734	1526.116	1225.544	1693.605	644.273	826.338	1792.24	1593.491	1339.652	1181.593	882.41	1464.183	1952.283	1128.923	924.88	1284.219	981.127	1279.686	1795.475	1621.652	733.39	1717.825	1668.826	1431.039	2478.778	1115.707	1331.659	2130.119	1387.175	573.78	2227.331	1315.63	726.326	1431.595	874.462	709.885	1040.845	1036.391	1426.03	974.094	2032.381	1187.42	930.371	1158.531	1544.142	1024.222	857.525	1102.239	744.528	863.144	942.585	1074.325	1254.226	1791.841	873.708	2993.902	1940.473	1884.509	1270.97	1508.478	1491.79	2013.814	2306.984	2075.17	1038.277	1578.042	1026.8	1297.393	1799.603	1165.715	3459.776	1103.042	1458.799
hsa-mir-1-1	634.737	353.95	156.796	578.802	424.042	61.759	41.496	28.385	33.543	58.312	25.979	91.872	64.898	113.178	141.28	335.947	48.002	362.856	275.991	25.741	74.954	27.284	16.705	2.51	38.031	130.29	108.904	121.479	42.937	124.381	15.134	105.067	29.234	124.846	188.093	56.287	80.594	50.236	104.091	117.662	47.267	30.099	509.049	53.748	51.446	46.523	19.075	15.129	13.296	24.207	11.7	25.783	896.156	111.002	333.561	52.257	14.628	50.098	423.815	746.993	610.864	65.45	27.866	57.405	123.146	67.742	4.432	149.83	46.051	20.969	14.755	17.555	18.891	726.302	14.687	2.648	92.858	33.403	49.163	4.881	86.975	156.73	628.185	71.91	198.227	164.222	384.652	114.025	485.174	335.46	63.104	133.295	373.812	265.269	55.207	99.918	10.837	15.069	129.488
hsa-mir-100	12966.685	18192.449	2609.672	9500.045	7670.914	3790.843	3344.928	2845.037	11629.467	7422.262	3994.918	2206.689	2913.577	1857.179	6447.845	8867.235	5336.88	5662.162	8515.803	2820.95	3569.14	1478.277	447.704	639.943	9454.808	2625.719	6035.362	3756.391	2326.57	7537.338	919.926	4373.059	2177.656	4219.8	5814.968	2203.417	2314.322	4319.811	5176.39	2824.693	4024.038	5830.264	6277.08	4144.723	6021.271	9856.188	9320.965	3020.292	13346.813	9666.548	8851.228	1064.922	11807.666	4947.338	4009.393	6571.822	6259.678	4099.418	5388.537	7123.942	5670.059	1820.252	3020.563	5803.322	6610.474	1354.832	2091.263	4286.328	18648.789	1417.496	3401.987	999.645	1180.384	13772.171	1857.365	875.058	20706.66	6009.902	6880.086	16164.92	16018.307	27827.563	18433.501	9468.772	8922.983	7350.579	11778.687	12163.969	12250.365	11246.138	5327.692	12719.645	14535.486	21431.471	1796.536	3169.207	23817.066	11283.079	3608.439
hsa-mir-101-1	6369.611	8412.672	6797.103	8445.087	12241.086	4554.746	6335.634	9951.141	10056.422	7556.427	5619.924	12725.651	6739.996	12071.506	5715.299	29105.736	10039.325	5331.457	9857.109	8356.857	7594.618	5761.809	6668.779	7957.876	9701.182	5958.068	10665.518	4935.949	5544.389	5641.975	7593.987	13956.873	5322.429	5331.498	7324.106	4959.746	5316.895	4064.442	7460.492	4440.961	8876.306	11987.714	9720.978	4801.593	7520.415	11014.657	17259.341	6838.292	15018.678	16487.908	10756.971	3194.765	9912.306	5711.029	6835.675	683.52	9058.152	4362.991	8873.264	7915.175	11108.007	6974.812	5058.462	9481.888	8632.531	5016.339	6553.636	4811.723	6394.23	9302.843	6010.412	2213.965	2724.844	5988.752	11573.508	9514.44	14144.675	16294.536	16439.579	14613.617	25788.218	16119.379	4818.464	2978.574	15251.643	8042.151	5887.446	5289.509	12118.093	6762.072	11770.229	14128.56	24491.184	25266.594	5477.021	6421.252	5199.876	10339.767	11312.421
hsa-mir-101-2	6455.386	8599.459	6849.042	8513.82	12567.021	4701.792	6628.367	10130.375	10302.55	7596.725	5766.785	12962.769	6977.386	12427.208	5865.013	29872.515	10196.054	5385.427	10017.578	8497.678	7561.55	5704.762	6712.213	7972.933	9701.182	5955.002	10817.895	5105.284	5784.836	5793.836	7711.816	13852.752	5397.603	5592.54	7453.673	4999.58	5386.041	4152.879	7564.129	4526.823	8988.477	12092.502	9979.057	4910.319	7645.429	11215.063	17316.565	6626.487	15211.279	16736.735	11037.21	3422.907	10115.336	5818.145	6975.491	706.513	9343.088	4515.518	9151.664	7883.413	11120.152	7288.791	5217.085	9740.985	8598.05	5087.542	6835.384	4870.467	6524.468	9607.94	6126.528	2240.047	2841.051	6270.373	11494.423	9679.92	14327.443	16332.453	16587.628	14479.055	25635.023	16162.829	4883.504	3016.812	15497.29	8174.054	6008.282	5508.691	12450.646	6941.504	11752.559	14146.476	24560.978	25373.469	5600.47	6561.308	5407.021	10661.739	11581.081
hsa-mir-103a-1	22776.202	23325.814	16956.499	25672.143	18013.076	19151.992	26617.585	37785.139	21084.725	24467.957	10233.034	57193.68	31916.139	32132.642	30471.331	55433.408	30716.553	35170.051	14806.457	11562.414	13033.202	16422.273	17473.806	24124.585	17593.418	27323.521	21057.899	45388.542	49800.136	35308.265	13273.533	20968.912	33417.765	40281.611	24038.629	29978.86	28436.757	19656.579	32730.62	23057.062	40762.436	25439.125	37070.961	18192.551	22845.228	21007.857	21559.706	34419.771	48393.307	39627.162	36282.159	63735.91	27544.679	28379.205	21516.031	15765.892	22207.164	21546.913	15767.4	27477.088	32373.538	35655.803	20661.946	13524.276	34916.802	32183.687	31596.238	33515.729	27477.598	26367.317	14490.681	21165.087	29215.942	27579.877	19639.037	23005.696	12437.851	16690.862	38656.977	18011.144	17863.57	18642.574	48936.165	48487.58	22092.551	18089.125	24278.595	34218.369	35033.709	29354.031	20624.194	13514.399	22441.134	16579.978	24378.607	16353.311	33374.901	24752.654	28536.083
hsa-mir-106a	22.238	36.34	16.66	60.593	21.802	32.35	16.598	22.708	47.483	37.453	35.522	21.874	40.988	23.009	20.665	8.06	24.29	15.502	18.063	354.322	835.518	317.482	479.444	286.092	188.501	30.656	9.222	27.872	22.695	22.417	101.613	34.076	11.932	20.429	29.093	39.834	32.054	34.538	25.909	23.055	33.863	25.082	31.993	18.053	13.89	21.472	43.411	13.754	9.877	21.955	10.274	17.189	23.309	32.745	21.638	16.722	17.808	29.676	26.1	57.286	23.841	31.581	57.876	32.581	22.166	17.306	19.627	18.481	26.263	27.26	25.019	20.063	25.188	34.87	77.955	31.772	45.692	37.917	46.37	21.614	40.523	24.311	26.968	15.98	20.953	24.436	52.51	20.271	22.491	27.738	42.07	30.816	52.641	51.095	48.306	26.047	15.838	23.106	26.184
hsa-mir-106b	1527.436	869.976	1121.091	1149.917	840.999	1278.564	1616.822	1269.237	2332.341	1754.585	2121.787	974.723	2223.609	1797.169	1508.954	2260.771	2430.744	1132.777	1358.109	3067.765	2663.076	2453.048	2128.263	2880.997	2432.323	1506.761	862.446	1575.023	1590.508	1282.136	2537.094	2180.85	2515.938	1907.309	1782.481	3644.363	1241.418	2459.493	1440.916	2701.465	2227.895	2460.862	1200.103	1921.376	1249.63	1700.383	2856.605	2966.653	2477.977	3548.323	3438.498	2143.907	946.453	1046.189	1494.368	1338.821	1455.207	1815.972	2141.942	1550.138	1645.914	2225.77	3030.974	3106.069	2849.597	1815.178	2453.419	1613.808	1607.822	1921.798	2533.367	2251.584	1773.439	1463.563	3148.708	3497.586	1239.584	1803.783	1783.85	2102.102	1234.458	2248.013	888.739	1006.175	1035.248	1389.975	2175.685	1073.739	935.003	927.499	3168.681	1803.783	2972.751	1713.819	1995.129	1244.71	1238.284	1123.637	2240.03
hsa-mir-107	134.064	155.535	142.096	167.31	150.976	111.755	140.708	171.529	164.231	137.01	64.682	224.869	134.066	194.331	183.031	352.066	197.791	186.021	170.131	160.505	185.181	106.654	260.604	253.468	97.557	201.821	133.055	216.138	252.101	196.695	117.828	325.613	239.84	183.864	162.044	168.428	150.655	122.975	144.546	88.247	328.752	284.825	181.295	137.446	137.876	107.872	338.083	203.553	236.287	232.502	217.457	319.555	147.826	142.082	158.125	113.92	129.747	160.505	160.577	144.634	216.816	243.951	166.89	85.332	187.182	153.778	175.38	180.852	197.155	178.235	150.757	160.505	127.083	170.699	268.889	373.323	173.188	236.532	479.343	195.917	165.056	279.321	249.846	294.49	151.083	120.605	108.816	204.612	177.79	139.558	383.675	130.428	333.592	280.598	203.96	149.878	124.62	189.366	209.476
hsa-mir-10a	175803.157	204210.986	183633.508	349776.106	444223.515	271273.93	220668.68	467354.079	78954.564	89023.049	256296.655	703979.426	223181.558	537460.902	83913.929	1185083.034	626957.862	746638.297	294682.817	175235.076	282502.14	303185.765	219319.649	55986.203	338359.121	170072.404	153951.36	292436.334	309474.333	352797.009	17794.253	264533.142	290118.008	93311.717	144380.963	285002.888	140632.816	183615.774	136454.781	336911.197	266684.96	102230.277	446031.723	57079.996	119352.76	149294.23	106265.973	134357.589	237736.918	240845.729	96900.63	273420.774	506067.377	120925.619	528148.267	152153.141	859859.798	257355.823	215562.863	525720.793	373127.192	233301.259	139642.222	347883.579	279873.793	484738.1	19517.186	212534.924	101932.804	248052.405	234347.704	56176.736	123432.017	221753.545	243819.833	318796.62	94086.074	126235.028	160908.537	41512.156	490710.498	117683.417	296009.964	514912.654	308987.756	219209.908	461742.494	145279.679	240679.291	307247.358	96501.74	173459.872	260606.028	90194.589	280753.468	119744.942	332498.225	158205.215	167000.793
hsa-mir-10b	79369.477	104961.077	45842.229	71140.681	82646.818	76173.446	57472.254	38915.693	36575.578	40574.018	21867.868	58238.401	46998.085	35679.097	73233.591	75243.274	66517.832	79866.795	53475.393	72976.76	56630.055	55437.883	38968.591	34619.645	95776.647	120703.368	106088.267	184500.173	59243.202	48493.363	56965.175	55081.61	55227.134	53692.358	99604.457	46045.319	37271.843	47453.555	50512.528	119845.522	134431.383	53971.745	83390.821	53370.178	74554.382	68349.666	46848.85	56180.724	40824.137	77616.68	41656.079	52478.837	101445.948	118831.575	61569.677	53663.607	69691.546	40076.142	58303.733	95685.425	46557.906	29111.224	210109.153	220627.849	56987.018	131402.875	233003.895	52746.78	29306.32	61669.474	53355.32	50667.403	40328.27	100813.158	28785.769	64599.433	49755.089	58580.521	24162.147	60022.505	104300.356	45997.879	79348.012	215064.58	61553.007	83878.583	113554.437	116324.212	131763.18	114617.16	40555.081	34575.735	144853.878	32042.249	109084.951	100441.476	125589.759	18832.591	45904.656
hsa-mir-1180	156.937	24.711	32.339	27.131	26.162	28.674	19.239	39.74	32.672	36.504	65.743	29.749	38.426	15.857	32.895	18.684	12.723	16.65	28.145	25.741	35.273	17.362	20.046	35.134	8.268	31.167	19.761	53.114	32.509	13.74	134.043	65.312	36.99	45.399	21.651	49.359	13.738	33.491	19.091	107.327	50.794	17.279	14.93	13.95	35.498	98.669	57.882	59.141	18.994	31.526	31.677	50.785	29.442	37.186	20.972	49.121	24.805	21.379	15.66	13.045	8.547	74.604	104.728	34.133	39.407	65.764	85.474	31.022	10.793	45.083	41.057	50.659	32.057	28.893	40.672	193.281	19.898	21.667	95.533	69.721	25.697	39.312	17.846	25.682	9.374	24.436	41.755	25.339	9.639	13.002	58.056	47.298	27.799	23.844	26.837	19.215	31.676	16.576	20.087
hsa-mir-1247	178.54	615.597	3784.662	174.093	1153.853	322.03	462.488	2653.638	302.76	421.461	432.628	2068.443	420.129	263.046	279.608	1493.626	1056.041	104.493	494.011	110.536	4627.316	1106.228	1453.366	1038.966	474.559	218.171	178.286	108.858	3411.035	577.07	931.817	239.477	352.601	330.842	625.171	500.954	715.727	751.977	251.819	481.78	688.545	894.048	249.548	359.001	4987.715	319.525	555.14	299.829	322.141	580.409	1701.698	1464.17	4670.315	1062.285	1443.768	5306.161	1997.093	258.786	2681.591	158.247	593.771	205.963	996.136	612.06	9368.944	296.184	65.213	2949.078	49.649	256.869	1289.458	275.366	204.936	613.388	759.215	34.42	1821.791	523.621	258.108	356.974	2148.689	54.83	132.855	7679.003	1097.556	572.807	206.877	1425.317	288.641	88.416	424.061	1025.512	344.83	1216.067	377.25	342.882	3112.173	633.898	496.429
hsa-mir-125a	1906.118	2128.788	754.58	1212.319	1577.35	1409.435	927.617	615.965	776.285	998.421	743.845	575.734	999.087	814.323	899.131	918.083	552.889	1081.104	1313.161	637.477	623.883	508.468	745.059	481.839	1101.242	1191	988.914	1402.007	506.656	1475.938	273.492	801.727	843.618	2175.16	1321.045	681.072	723.97	892.22	808.64	1249.766	912.181	693.946	829.692	927.66	699.669	762.258	793.246	1114.042	1448.494	898.481	659.504	597.7	2032.145	833.621	975.051	4689.53	728.239	1038.336	1263.987	1547.869	950.483	1378.577	1033.802	940.974	1687.099	708.073	402.044	986.766	2098.911	554.627	672.314	510.606	1305.75	3648.446	756.955	546.746	712.65	1000.296	2750.917	743.928	1079.286	1864.723	1876.623	2023.193	1176.13	1579.685	1939.706	1837.708	2219.696	1816.857	1363.896	1208.972	2215.072	1376.591	433.99	857.846	2523.249	2052.382	934.033
hsa-mir-125b-1	840.598	1224.652	220.494	543.079	482.362	333.059	509.265	175.99	561.086	765.646	433.689	59.498	246.783	147.38	410.766	324.223	421.607	297.978	515.855	213.502	216.044	99.213	53.457	60.23	704.398	347.439	464.596	318.686	214.685	509.817	70.265	324.666	278.621	255.367	407.308	186.18	218.885	441.662	325.456	230.555	294.889	346.137	319.222	244.121	329.771	442.222	478.841	198.052	853.217	455.996	500.264	53.91	1141.51	470.646	549.943	3077.929	318.008	402.379	635.101	524.086	649.999	153.785	286.623	474.754	467.955	44.502	142.457	266.658	819.201	83.876	223.891	115.865	153.416	1284.893	97.161	66.192	826.144	345.77	443.029	663.051	854.929	1693.51	1227.816	571.859	962.188	801.141	703.507	750.033	1620.458	951.77	414.806	895.083	1290.006	1163.268	85.111	330.072	1777.611	1037.744	489.256
hsa-mir-125b-2	896.511	1266.807	214.614	542.627	478.546	312.473	515.678	180.451	613.361	828.225	439.521	71.748	217.75	150.179	404.018	330.818	419.872	334.149	530.977	205.931	187.385	121.536	55.128	52.701	762.271	340.797	463.279	348.135	199.35	521.387	75.67	317.094	291.746	241.18	440.123	185.747	221.175	432.243	322.729	217.834	332.279	385.712	286.518	243.711	366.297	449.38	482.788	226.934	839.922	458.811	518.814	59.379	1190.581	495.622	546.614	3136.456	331.365	400.146	634.355	543.938	651.348	162.482	338.68	511.989	620.656	48.952	132.326	265.338	874.966	107.99	209.136	115.865	146.546	1306.48	98.291	54.277	821.722	338.548	387.162	690.94	950.8	1745.753	1272.233	580.99	1101.967	825.314	737.038	829.851	1594.754	1046.253	414.806	918.733	1330.818	1257.369	95.846	325.802	1850.549	1119.618	480.288
