	TCGA.AB.2805.03A	TCGA.AB.2806.03A	TCGA.AB.2808.03A	TCGA.AB.2810.03A	TCGA.AB.2812.03A	TCGA.AB.2813.03A	TCGA.AB.2814.03A	TCGA.AB.2815.03A	TCGA.AB.2817.03A	TCGA.AB.2818.03A	TCGA.AB.2819.03A	TCGA.AB.2820.03A	TCGA.AB.2821.03A	TCGA.AB.2822.03A	TCGA.AB.2823.03A	TCGA.AB.2825.03A	TCGA.AB.2826.03A	TCGA.AB.2828.03A	TCGA.AB.2830.03A	TCGA.AB.2834.03A	TCGA.AB.2835.03A	TCGA.AB.2836.03A	TCGA.AB.2839.03A	TCGA.AB.2840.03A	TCGA.AB.2842.03A	TCGA.AB.2843.03A	TCGA.AB.2844.03A	TCGA.AB.2846.03A	TCGA.AB.2847.03A	TCGA.AB.2849.03A	TCGA.AB.2851.03A	TCGA.AB.2853.03A	TCGA.AB.2856.03A	TCGA.AB.2857.03A	TCGA.AB.2858.03A	TCGA.AB.2861.03A	TCGA.AB.2862.03A	TCGA.AB.2863.03A	TCGA.AB.2866.03A	TCGA.AB.2867.03A	TCGA.AB.2869.03A	TCGA.AB.2870.03A	TCGA.AB.2871.03A	TCGA.AB.2872.03A	TCGA.AB.2873.03A	TCGA.AB.2874.03A	TCGA.AB.2875.03A	TCGA.AB.2876.03A	TCGA.AB.2877.03A	TCGA.AB.2878.03A	TCGA.AB.2880.03A	TCGA.AB.2881.03A	TCGA.AB.2882.03A	TCGA.AB.2883.03A	TCGA.AB.2884.03A	TCGA.AB.2885.03A	TCGA.AB.2886.03A	TCGA.AB.2889.03A	TCGA.AB.2890.03A	TCGA.AB.2891.03A	TCGA.AB.2892.03A	TCGA.AB.2893.03A	TCGA.AB.2894.03A	TCGA.AB.2895.03A	TCGA.AB.2897.03A	TCGA.AB.2898.03A	TCGA.AB.2899.03A	TCGA.AB.2900.03A	TCGA.AB.2901.03A	TCGA.AB.2908.03A	TCGA.AB.2909.03A	TCGA.AB.2910.03A	TCGA.AB.2911.03A	TCGA.AB.2912.03A	TCGA.AB.2913.03A	TCGA.AB.2914.03A	TCGA.AB.2915.03A	TCGA.AB.2916.03A	TCGA.AB.2917.03A	TCGA.AB.2918.03A	TCGA.AB.2919.03A	TCGA.AB.2921.03A	TCGA.AB.2924.03A	TCGA.AB.2925.03A	TCGA.AB.2927.03A	TCGA.AB.2928.03A	TCGA.AB.2929.03A	TCGA.AB.2930.03A	TCGA.AB.2931.03A	TCGA.AB.2932.03A	TCGA.AB.2933.03A	TCGA.AB.2934.03A	TCGA.AB.2935.03A	TCGA.AB.2936.03A	TCGA.AB.2937.03A	TCGA.AB.2938.03A	TCGA.AB.2939.03A	TCGA.AB.2940.03A	TCGA.AB.2941.03A	TCGA.AB.2942.03A	TCGA.AB.2943.03A	TCGA.AB.2944.03A	TCGA.AB.2946.03A	TCGA.AB.2948.03A	TCGA.AB.2950.03A	TCGA.AB.2955.03A	TCGA.AB.2956.03A	TCGA.AB.2959.03A	TCGA.AB.2963.03A	TCGA.AB.2965.03A	TCGA.AB.2966.03A	TCGA.AB.2970.03A	TCGA.AB.2971.03A	TCGA.AB.2973.03A	TCGA.AB.2975.03A	TCGA.AB.2976.03A	TCGA.AB.2980.03A	TCGA.AB.2983.03A	TCGA.AB.2984.03A	TCGA.AB.2986.03A	TCGA.AB.2987.03A	TCGA.AB.2991.03A	TCGA.AB.2992.03A	TCGA.AB.2995.03A	TCGA.AB.2996.03A	TCGA.AB.2998.03A	TCGA.AB.3000.03A	TCGA.AB.3001.03A	TCGA.AB.3002.03A	TCGA.AB.3007.03A	TCGA.AB.3008.03A	TCGA.AB.3009.03A	TCGA.AB.3011.03A	TCGA.AB.3012.03A
hsa-mir-4677	32.985	146.839	32.905	31.015	31.175	46.828	36.268	26.467	39.034	11.91	46.08	23.745	21.467	38.431	37.845	50.658	9.406	13.017	28.876	20.006	30.72	30.416	58.277	39.514	45.081	54.216	30.901	49.074	38.048	34.923	28.139	43.682	35.463	41.344	99.111	19.362	57.421	28.852	29.926	46.972	19.826	25.038	25.224	34.88	29.132	54.406	43.876	48.416	28.769	30.364	47.254	43.441	42.303	23.016	22.282	63.187	62.125	23.02	41.053	41.374	40.103	28.591	31.021	76.758	49.678	27.89	23.215	39.235	54.546	70.301	41.139	8.378	38.488	44.757	54.047	44.625	26.828	23.447	15.285	26.579	58.476	21.052	59.885	26.681	24.147	49.104	18.697	22.752	28.642	14.09	29.778	50.611	28.209	44.404	66.595	15.03	47.097	20.143	11.865	47.178	129.445	52.659	67.092	17.85	70.808	29.019	18.348	59.13	37.336	44.822	47.537	45.501	26.887	22.767	24.871	52.329	35.293	19.751	30.692	49.525	36.673	51.199	28.819	4.082	22.601	50.798	45.584	43.844	17.941	53.766	46.941	44.254	74.436	52.419
hsa-mir-4746	7.854	4.618	8.091	11.815	0	10.871	1.577	9.263	4.879	6.305	5.76	0	5.111	4.392	6.679	6.939	5.748	13.017	5.589	18.627	12.48	2.607	2.711	15.198	13.629	16.943	9.508	5.556	6.008	7.551	1.407	12.848	7.758	7.383	5.631	5.809	5.289	8.486	8.802	7.269	4.575	8.346	2.018	8.371	9.199	4.352	12.188	5.696	5.754	8.097	8.251	16.549	2.383	3.836	9.988	16.574	3.765	6.474	5.384	11.182	12.396	10.007	14.218	1.535	6.369	2.145	7.738	5.231	25.037	0.717	6.962	9.076	4.276	8.392	3.378	5.149	8.943	0	4.703	13.289	6.126	2.632	5.665	3.139	4.261	7.299	5.099	11.376	9.78	7.416	10.268	9.692	4.79	7.401	2.466	15.865	5.944	5.036	2.472	2.859	6.106	8.777	4.282	7.437	12.052	13.19	8.073	14.523	8.297	10.458	6.2	8.167	5.882	1.751	7.994	16.101	7.059	0.859	5.58	2.251	4.191	6.827	3.458	10.886	3.229	15.15	6.257	2.923	6.24	9.32	14.981	2.655	3.867	7.195
hsa-mir-4772	3.927	11.082	65.271	11.815	6.928	23.414	7.884	9.263	18.541	49.041	10.08	28.494	65.424	12.078	8.905	16.655	21.424	9.763	40.985	37.943	11.52	22.595	54.211	6.079	12.581	36.144	7.131	12.037	41.385	12.27	15.476	2.57	11.082	142.491	13.515	19.362	10.578	11.88	12.323	71.017	25.926	16.692	32.287	1.395	121.126	10.881	54.439	84.49	2.302	65.788	34.503	18.618	41.112	1.918	11.525	13.466	25.415	7.194	47.11	140.894	18.958	10.722	14.218	13.817	10.19	40.762	43.851	44.467	19.672	28.694	17.721	6.284	9.978	7.459	6.756	4.005	68.746	54.71	74.076	9.492	2.785	9.649	7.283	20.403	16.335	3.318	44.194	9.243	6.986	5.933	150.943	4.307	21.29	78.632	1.233	20.04	10.517	247.59	137.437	5.719	67.165	8.777	158.451	57.515	15.066	185.982	14.678	30.083	8.297	13.447	36.169	9.334	7.562	12.259	12.436	30.19	7.059	13.74	4.464	31.516	36.673	26.453	38.042	31.298	25.83	12.477	44.691	43.844	6.24	8.603	76.903	7.081	5.8	5.139
hsa-mir-484	466.5	328.772	210.918	177.228	254.593	496.711	126.148	346.716	229.325	215.78	309.6	198.511	307.698	164.702	529.834	675.898	178.71	630.241	312.047	456.699	504.952	389.322	248.018	264.44	369.031	609.935	391.012	470.372	286.359	231.248	389.721	269.802	502.024	252.497	373.919	436.609	318.838	276.636	411.924	235.979	247.058	436.502	307.739	682.253	421.642	293.247	427.387	357.895	242.812	211.533	510.795	386.836	201.388	216.734	267.384	256.892	504.532	391.338	383.611	530.03	425.093	536.797	361.91	313.174	245.84	235.992	399.819	290.342	505.22	246.771	473.414	608.805	302.204	329.147	179.029	351.281	587.418	379.845	175.195	531.572	219.983	625.433	424.052	384.518	591.607	241.536	266.861	452.186	282.23	470.154	236.17	555.647	266.651	162.814	457.53	221.275	566.539	563.163	215.548	380.287	284.534	195.277	479.634	270.222	337.469	434.618	797.762	272.826	375.431	343.635	313.812	372.177	251.228	395.787	253.154	265.669	220.23	227.565	233.816	195.849	224.227	331.088	242.083	278.961	223.861	385.885	518.411	350.024	231.676	264.531	499.368	361.111	222.34	336.096
hsa-mir-486-2	51.833	36.941	105.189	48.738	29.443	75.259	290.141	23.82	21.469	42.035	69.12	185.214	561.216	73.567	23.004	11.103	44.416	47.729	230.077	127.627	8.64	38.237	63.698	100.305	63.951	754.512	53.482	26.852	80.101	320.915	56.277	10.278	93.091	1083.816	78.838	121.979	67.243	106.921	104.741	114.634	468.19	10.015	440.924	30.694	163.29	5.985	99.94	64.554	50.634	557.679	21.002	59.991	194.834	40.278	73.761	320.079	40.475	10.791	206.611	55.91	29.895	122.941	298.576	13.817	47.13	191.654	123.815	104.628	40.239	149.21	0	31.418	85.53	9.324	43.913	48.058	72.659	770.631	213.997	0.949	13.923	40.351	72.833	32.959	70.311	25.879	797.184	10.665	41.915	6.674	113.978	47.381	70.788	503.243	138.122	225.45	23.32	176.251	146.83	47.178	1230.946	15.359	78.512	160.15	55.743	40.89	41.833	409.758	37.336	31.375	114.019	134.17	140.318	159.366	39.083	12.076	310.581	104.766	28.46	384.945	191.745	264.529	267.444	865.458	273.368	39.212	54.523	234.567	31.982	233.705	82.895	26.552	27.068	45.224
hsa-mir-497	0.785	1.847	7.013	0	0	3.345	6.307	9.263	8.783	4.204	11.52	0	9.2	0	167.707	0	0	1.085	0.931	5.519	0.96	0	1.355	7.599	3.145	2.259	2.377	4.63	0	3.775	4.221	1.285	1.108	16.981	3.379	4.84	4.533	1.697	0.88	0.559	1.525	1.669	1.009	11.162	4.6	0	2.438	0.949	0	5.061	1.5	9.309	11.916	1.918	0	3.108	2.824	5.755	6.73	2.236	2.917	1.43	1.293	0	11.464	7.151	7.738	0	0.894	2.869	0.633	1.396	0	2.797	0	1.144	1.677	1.563	1.176	0	0.557	0.877	0.809	1.569	12.074	1.327	3.4	0.711	1.397	2.966	2.054	1.077	4.258	0.925	3.7	31.73	2.286	5.036	5.438	4.289	2.442	0	5.71	1.983	10.546	0.66	5.137	6.224	1.037	4.482	1.722	17.5	0.84	7.005	0	2.013	83.292	6.87	1.116	0	1.048	64.852	1.153	2.722	1.076	14.259	3.575	53.344	2.34	315.43	5.992	1.77	2.9	24.668
hsa-mir-500a	498.699	40.635	73.363	115.198	166.265	1136.415	151.378	359.949	398.147	365.705	355.68	92.132	288.275	70.273	186.258	1018.705	429.008	357.968	546.781	1049.305	668.15	667.409	93.515	275.079	709.756	899.09	627.52	137.963	438.55	69.846	644.377	187.576	1698.903	342.568	110.374	634.099	139.775	195.173	1072.06	280.155	265.358	328.837	154.374	241.37	642.429	212.183	106.441	144.297	125.433	199.388	474.792	101.363	201.984	245.504	516.328	208.207	80.01	99.993	203.246	490.893	188.12	1139.353	420.075	184.22	36.94	278.184	468.606	251.106	248.586	176.47	135.442	890.866	2775.433	418.66	57.425	12.587	470.605	337.64	143.448	411.968	89.664	291.225	415.959	469.269	701.69	76.973	317.854	336.296	383.525	426.772	565.781	843.162	475.821	134.136	167.72	927.685	135.805	333.198	901.247	125.809	222.254	324.731	181.29	504.746	277.206	54.08	526.215	185.688	236.459	412.362	15.157	946.193	515.059	262.69	232.724	260.637	153.879	460.282	141.182	119.311	945.106	111.785	147.555	178.263	722.166	275.377	249.374	146.878	319.822	169.185	54.931	478.826	379.912	120.254
hsa-mir-500b	15.707	1.847	1.618	4.431	13.855	34.285	0	5.293	10.734	14.712	12.96	4.749	8.178	5.49	5.194	23.594	13.064	1.085	17.698	26.905	19.2	14.773	5.421	4.559	16.774	28.238	13.073	1.852	8.01	1.888	16.883	11.563	25.489	13.289	0	26.138	3.022	5.091	15.843	6.151	21.351	5.008	10.09	8.371	16.866	2.72	4.875	2.848	8.055	2.024	9.001	1.034	2.383	11.508	16.904	8.287	0.941	3.597	2.692	6.709	4.375	11.436	16.803	16.887	0	5.006	9.458	13.078	3.577	9.326	1.266	16.058	37.063	16.784	3.378	0	6.707	6.253	9.406	13.289	6.126	11.403	8.093	12.556	19.886	3.318	10.199	2.844	23.752	20.393	21.563	21.537	9.58	8.326	0	12.525	4.573	1.679	34.112	0	10.991	8.777	7.137	9.916	7.533	1.979	13.21	8.299	13.482	11.953	0.689	46.668	15.964	14.01	0.888	17.107	2.823	16.316	8.371	2.251	22.004	4.267	9.222	2.722	11.839	6.238	6.257	8.038	4.68	5.018	6.991	13.276	8.7	3.083
hsa-mir-501	102.096	0	14.565	13.292	19.051	125.432	22.076	50.287	48.793	40.634	48.96	5.699	41.912	13.176	28.198	147.809	81.517	53.153	70.793	153.843	108.478	106.89	13.553	34.955	88.064	111.821	55.859	12.037	41.385	9.439	57.684	28.265	141.852	39.13	12.389	123.916	9.066	37.337	134.668	37.466	30.501	50.911	3.027	1.395	102.727	15.778	12.188	18.986	16.111	43.521	54.755	12.412	28.599	42.196	85.286	21.753	8.472	9.352	30.958	81.629	29.895	179.409	58.164	27.633	2.548	28.605	50.73	44.467	46.498	15.782	17.088	101.235	431.924	55.013	11.823	3.433	68.746	62.526	22.34	37.969	3.898	28.947	43.7	56.501	83.805	4.645	40.794	22.752	50.298	34.483	96.522	127.067	44.708	16.651	23.431	121.91	11.431	33.572	121.122	15.726	28.087	32.912	24.267	40.657	39.17	5.276	70.455	30.083	31.113	70.221	3.445	122.503	66.378	43.782	20.43	36.228	23.999	45.513	20.647	6.753	169.742	14.506	12.681	23.133	95.787	34.756	28.602	18.268	31.982	16.488	14.981	47.794	28.034	14.389
hsa-mir-502	16.492	1.847	2.158	2.954	15.587	31.776	4.731	7.94	15.614	15.413	5.76	5.699	11.245	5.49	6.679	31.921	12.018	3.254	16.767	28.285	20.16	18.249	2.711	9.119	17.823	39.533	19.016	2.778	10.013	3.775	14.069	8.993	31.03	16.981	3.379	16.458	6.044	11.88	19.364	8.388	15.25	12.519	11.099	5.581	27.598	4.897	3.25	0	3.452	9.109	12.751	2.069	8.937	5.754	16.904	9.323	0.941	1.439	5.384	8.946	2.917	26.447	12.925	15.352	0	7.866	18.056	15.694	8.942	2.869	5.063	14.662	44.19	10.257	6.756	0.572	6.707	23.447	5.879	6.645	2.785	7.017	14.567	26.681	21.306	5.308	12.748	7.821	15.369	14.461	39.019	23.69	9.048	7.401	7.399	20.04	2.744	1.679	25.213	1.43	9.769	15.359	0	9.916	13.559	0	13.944	10.374	11.408	10.458	1.378	40.834	19.325	22.767	6.218	6.038	5.647	14.599	11.719	6.753	31.434	3.413	10.375	8.165	16.144	4.456	6.257	4.384	7.02	12.187	1.997	15.931	7.734	7.195
hsa-mir-503	32.985	5.541	15.104	5.908	0	34.285	4.731	43.67	36.106	1.401	4.32	2.849	26.579	0	188.485	4.164	1.568	46.644	51.232	2.07	2.88	4.345	1.355	85.107	14.677	89.231	8.319	0.926	101.461	5.663	2.814	1.285	5.541	39.13	4.505	9.681	96.709	39.035	81.857	2.237	3.05	40.896	6.054	118.592	19.932	13.057	0.813	0	0	24.291	10.501	0	13.108	1.918	4.61	62.151	0	8.632	56.532	50.319	2.917	10.007	1.293	3.07	52.225	97.972	13.757	2.616	63.488	65.279	140.505	361.653	0	28.905	0	3.433	54.215	3.126	12.934	13.289	0.557	19.298	2.428	0	58.948	59.057	18.697	55.457	2.794	1.112	0	0	105.915	33.303	0	150.3	2.744	36.929	70.201	10.008	23.202	26.33	48.534	14.379	37.664	47.485	112.288	13.486	0	2.988	0.689	56.002	0	0	4.441	2.013	55.058	12.022	0.558	0	0	95.572	19.597	5.443	43.05	110.507	68.824	101.573	49.143	94.629	14.981	2.655	7.734	114.088
hsa-mir-505	420.164	343.549	211.997	313.103	147.214	308.563	175.03	214.382	216.639	161.134	365.76	187.114	203.428	370.031	243.397	141.564	225.216	359.053	182.571	282.85	196.797	223.339	93.515	155.017	183.467	249.622	248.393	256.482	213.601	420.021	161.798	262.093	262.648	279.075	204.98	199.427	151.108	288.516	389.92	228.15	167.755	235.361	159.419	262.298	156.391	217.079	228.319	185.118	173.766	184.206	225.02	207.898	124.527	80.556	144.449	262.071	244.735	207.898	273.911	278.434	195.411	169.402	87.893	159.657	119.736	207.387	220.116	167.404	445.309	294.834	242.403	151.503	213.824	210.729	114.849	197.381	427.568	207.898	257.501	236.36	258.41	211.402	206.361	127.126	276.273	323.154	135.13	234.625	324.145	328.144	246.438	293.976	247.491	255.322	228.148	169.505	334.254	230.804	371.276	151.543	177.071	221.607	178.435	385.253	329.936	196.535	217.972	293.573	247.868	131.478	111.608	271.841	184.85	92.817	200.746	189.188	112.939	111.636	257.253	245.374	326.91	116.052	224.792	243.58	193.726	157.74	193.957	148.34	270.679	138.359	210.733	341.64	229.107	168.562
hsa-mir-509-1	2.356	2.771	1.079	7.385	5.196	0	6.307	5.293	2.928	1.401	5.76	2.849	6.134	3.294	16.325	0	0.523	2.17	12.109	3.449	3.84	4.345	2.711	6.079	4.194	6.777	3.565	4.63	3.338	4.719	5.628	2.57	5.541	2.215	1.126	7.745	3.778	6.789	3.521	1.118	6.1	5.008	2.018	2.79	3.833	0.544	4.875	0.949	2.302	6.073	2.25	5.172	1.787	1.918	2.305	5.179	6.589	2.158	2.019	1.118	2.917	2.144	0	3.07	5.095	1.43	4.299	7.847	8.048	2.152	1.899	3.491	4.276	5.595	6.756	4.005	2.236	6.253	1.176	5.695	3.342	0.877	0.809	1.569	2.131	3.318	0.85	4.977	8.383	4.449	3.08	1.077	1.597	3.7	8.633	4.175	0.915	4.196	89.976	0	4.885	10.971	2.855	1.983	6.026	2.638	4.403	5.187	1.037	1.494	2.756	1.167	3.361	1.751	7.106	10.063	5.647	1.717	2.79	6.753	1.048	3.413	2.306	8.165	3.229	4.456	3.575	0	2.34	5.735	2.996	1.77	1.933	6.167
hsa-mir-532	918.864	173.621	129.464	262.888	739.533	1710.058	428.903	451.26	647.965	759.433	587.52	223.207	580.639	335.992	402.941	2259.472	562.779	354.714	1167.15	1593.618	1029.104	1041.958	367.283	624.626	1378.625	1776.718	663.175	143.519	666.169	181.223	1370.356	454.808	1162.524	872.664	155.424	1291.433	275.772	497.267	1125.751	394.79	857.077	560.859	476.238	294.387	974.377	325.347	203.943	356.946	227.852	603.224	623.305	189.281	395.626	889.951	790.627	649.482	115.779	128.048	349.288	505.43	216.557	1609.676	909.946	592.575	135.021	487.716	1091.98	925.955	474.817	237.445	246.834	893.659	4133.928	970.657	320.902	33.183	468.369	1089.513	560.859	873.296	118.067	442.978	892.613	969.928	1177.533	241.536	702.848	423.747	883.016	611.793	2154.279	1633.56	737.681	333.028	421.766	1453.735	218.568	404.537	1377.826	261.626	576.395	473.931	299.771	617.297	375.132	99.586	973.167	526.98	534.108	1090.669	49.604	2261.063	1033.479	1101.549	404.157	942.922	405.167	1117.215	333.146	542.525	2369.051	304.635	423.069	540.231	902.976	480.351	431.711	323.717	560.859	425.114	109.861	990.401	414.713	271.343
hsa-mir-542	274.088	70.187	250.836	41.353	1.732	108.708	55.19	320.249	235.18	37.131	30.24	7.599	80.758	10.98	322.056	2.776	20.379	510.919	81.971	37.253	5.76	21.726	6.776	466.57	68.145	53.087	8.319	15.741	264.999	36.811	9.849	15.417	39.896	76.044	22.525	40.66	560.61	37.337	307.183	45.854	9.15	216.164	17.153	157.658	131.859	20.674	17.063	24.682	8.055	339.061	13.501	9.309	129.889	36.442	3.842	152.271	6.589	63.305	113.737	60.383	93.331	116.508	11.633	9.211	518.43	219.544	39.552	15.694	146.648	340.745	215.821	1403.324	9.978	166.904	1.689	22.313	308.52	73.468	106.998	40.817	3.342	45.614	4.856	20.403	115.054	150.628	110.484	157.839	6.287	7.416	16.429	1.077	195.863	146.162	18.499	389.11	11.889	141.001	296.626	75.772	67.165	46.077	139.893	113.047	289.259	716.23	481.446	217.846	19.705	25.399	5.856	158.671	6.722	15.761	19.542	13.082	386.815	237.011	9.487	2.251	26.195	489.806	83	12.247	148.523	393.014	136.753	437.712	504.695	312.562	104.867	11.506	7.734	439.905
hsa-mir-550a-2	4.712	16.623	16.183	36.923	51.958	6.69	4.731	17.203	5.855	14.012	12.96	9.498	17.378	7.686	24.488	13.185	43.894	11.932	21.424	33.114	7.68	13.035	32.527	18.237	24.113	11.295	13.073	12.037	9.345	24.541	21.104	21.841	15.515	11.074	7.884	6.777	33.999	20.366	13.203	21.808	13.725	9.181	9.081	39.066	13.033	9.793	21.938	11.392	32.221	13.158	12.001	16.549	8.342	13.426	16.904	15.538	14.119	12.229	4.038	4.473	9.479	14.296	12.925	7.676	6.369	17.878	8.598	5.231	13.413	19.369	10.759	19.549	9.978	3.73	21.956	14.875	16.767	18.758	5.879	23.731	60.704	25.438	20.231	3.139	9.943	11.281	18.697	12.087	31.436	17.427	18.483	16.153	8.516	9.251	17.265	4.175	20.119	15.946	11.371	10.008	24.424	21.941	8.565	20.329	16.572	18.466	25.687	7.262	30.076	10.458	10.334	23.334	11.763	5.254	11.547	10.063	21.176	3.435	39.062	9.005	6.287	20.48	36.889	13.608	8.61	19.606	8.938	15.346	7.02	32.26	3.995	1.77	28.034	20.556
hsa-mir-574	133.51	29.553	86.849	26.584	20.783	219.924	110.38	203.795	80.02	50.442	145.44	3.799	68.491	15.372	519.446	188.752	101.373	275.527	68.93	81.406	82.559	71.26	51.501	221.127	134.193	115.21	41.597	117.593	10.68	32.092	32.36	39.828	80.9	71.615	10.136	115.203	226.662	23.76	134.668	34.111	24.401	121.019	26.233	104.64	129.559	59.846	32.501	30.378	14.96	31.376	110.26	164.457	90.565	360.583	55.321	58.008	29.18	102.87	82.106	38.019	144.371	167.258	280.481	18.422	101.903	87.245	128.974	109.859	54.546	101.147	75.949	154.296	121.167	220.985	8.445	82.385	57.009	214.151	52.911	35.122	15.594	30.701	86.591	70.626	158.377	61.048	40.794	41.948	36.327	132.741	91.387	139.989	142.64	47.179	73.994	181.195	165.984	25.179	84.044	180.136	76.934	28.524	97.069	128.913	128.057	11.212	160.727	78.839	59.115	82.174	16.19	80.502	68.058	61.294	74.614	25.158	268.229	75.569	12.835	29.265	184.411	372.048	27.667	206.839	188.344	395.688	27.708	266.719	42.123	253.778	19.975	9.736	26.101	301.15
hsa-mir-576	37.697	35.094	23.196	26.584	24.247	45.992	55.19	17.203	35.131	28.023	41.76	49.39	42.935	35.136	35.619	42.33	27.695	41.221	36.328	49.671	46.079	33.892	35.237	32.675	22.016	47.439	34.466	37.963	28.703	64.183	22.511	52.676	14.407	61.278	22.525	28.075	27.199	57.703	36.087	48.65	64.052	47.573	36.323	30.694	36.031	60.39	45.501	38.922	51.784	32.388	50.254	23.789	30.387	17.262	49.942	101.514	34.828	28.775	63.935	58.147	31.353	35.739	16.803	93.645	29.297	46.483	45.571	52.314	75.112	35.868	67.088	24.436	78.402	38.23	30.401	40.048	59.245	29.7	28.219	25.629	64.046	23.684	38.844	36.098	41.903	88.254	86.687	32.705	96.405	30.404	32.858	43.073	38.321	73.081	34.531	25.05	34.294	36.089	21.258	27.163	141.657	239.16	61.382	21.816	30.131	46.825	26.421	46.681	51.855	34.364	76.128	32.668	45.372	17.513	38.195	49.31	26.823	15.457	42.969	27.014	38.768	34.986	21.903	20.412	38.745	38.321	53.629	47.498	24.182	43.73	56.928	43.369	59.935	50.363
hsa-mir-582	205.763	17.547	1642.033	447.501	355.045	1031.888	66.228	1666.09	564.042	5273.994	161.28	36.093	849.492	38.431	158.06	1396.209	1582.783	536.953	163.941	3999.223	2981.714	2114.331	1006.978	552.437	914.191	184.11	2059.645	822.225	389.823	215.202	1851.529	642.385	2114.486	807.694	166.687	1521.838	40.044	303.791	2086.908	940.002	231.807	1602.455	109.979	302.758	5904.523	1231.748	280.32	795.533	98.966	1144.709	493.544	423.037	256.799	207.144	2759.125	107.729	110.131	770.447	306.215	410.382	1895.053	3642.498	612.663	98.251	351.564	1714.159	521.055	2395.974	662.598	710.901	60.759	10806.989	953.654	1117.98	87.826	708.282	1409.578	748.747	1837.784	786.916	110.27	1514.899	2731.251	7516.157	136.361	83.609	358.648	1807.323	1151.274	5904.733	1231.163	493.191	879.257	482.891	24.665	379.09	521.271	1312.648	3435.913	907.829	179.513	164.559	595.26	6550.29	144.629	63.973	3388.469	17.635	3554.15	2453.258	31.691	486.514	1034.319	3437.743	146.563	718.513	127.056	769.427	38.504	362.434	1179.81	843.08	649.014	179.623	793.198	1031.997	397.747	359.523	493.774	119.72	86.89	249.592	179.806	124.366
hsa-mir-584	1831.444	129.292	111.663	98.952	372.364	101.182	1625.733	684.169	187.363	295.646	201.6	274.497	295.431	318.424	625.561	122.828	75.769	560.817	782.447	859.588	111.358	179.888	799.619	100.305	415.16	613.324	205.608	193.519	82.103	477.597	185.716	570.438	1153.658	195.648	95.732	96.809	71.776	410.712	341.51	490.971	285.184	731.955	393.502	22.323	136.459	242.65	129.191	91.135	48.332	159.915	159.014	634.039	271.695	78.638	267.384	575.936	59.301	472.627	229.493	347.763	516.965	355.958	283.066	314.709	6.369	58.64	321.575	384.507	518.633	153.514	1089.233	91.46	1402.684	677.875	570.867	1194.583	375.031	586.18	149.327	898.926	30.63	445.61	343.126	130.265	295.449	276.705	720.695	672.592	892.098	63.775	103.709	548.109	79.303	468.09	326.807	269.705	36.123	114.983	126.56	623.328	282.092	1483.229	137.038	198.824	91.9	314.587	103.482	490.672	232.311	228.592	146.744	196.005	117.632	82.31	791.438	249.567	362.815	1091.453	373.324	587.548	85.919	126.291	512.986	254.467	124.845	73.077	90.275	127.148	639.645	134.058	86.89	146.923	92.803	48.307
hsa-mir-589	227.753	76.652	130.543	128.49	200.904	104.527	78.843	194.532	78.068	133.111	103.68	63.638	120.626	109.801	140.25	208.876	170.872	299.392	159.284	215.242	130.558	89.509	176.187	158.816	192.903	193.146	133.11	140.741	122.821	202.932	171.646	151.603	305.869	67.923	96.858	153.926	170.752	98.435	223.566	175.586	114.379	118.515	158.41	108.826	206.221	93.034	102.378	96.831	118.529	130.564	138.762	131.359	80.436	109.326	205.148	76.653	96.953	130.926	133.927	73.802	147.288	308.068	98.233	115.138	71.332	115.851	166.806	125.553	80.478	60.258	61.392	233.189	133.996	218.188	135.117	93.255	112.9	228.219	96.416	65.497	124.193	58.771	127.863	218.155	107.242	43.131	45.043	110.914	74.749	104.561	157.104	135.681	68.126	97.133	134.423	108.55	77.733	93.161	62.786	193.003	162.417	52.659	104.206	195.353	156.682	132.562	115.224	94.4	102.673	177.794	127.109	145.837	116.791	136.599	87.938	155.98	172.231	138.256	88.169	153.078	235.753	140.798	133.722	108.863	129.15	114.072	83.125	74.535	104.527	131.19	74.905	95.588	109.237	82.225
hsa-mir-590	99.74	99.74	145.647	110.768	77.937	163.898	50.459	140.274	36.106	114.896	89.28	39.892	33.734	87.841	94.984	125.603	164.601	74.848	104.326	155.223	160.318	96.461	62.343	82.068	69.193	46.31	97.456	112.037	86.108	88.724	122.403	79.656	99.74	65.708	137.404	151.99	114.086	49.218	100.341	140.916	99.128	102.657	86.772	43.251	111.927	79.977	122.691	102.527	136.941	136.636	165.765	99.295	53.624	103.572	117.557	66.295	109.19	167.614	134.6	163.258	156.767	127.23	49.116	125.884	113.367	88.676	99.74	128.169	98.361	571.016	139.872	263.909	64.147	117.486	77.692	108.702	261.012	81.284	63.493	228.766	318.557	280.699	131.1	199.322	170.451	88.917	60.341	273.729	206.084	279.571	77.012	64.61	278.36	99.908	60.428	100.2	285.327	82.25	320.85	102.935	43.962	17.553	138.466	243.944	158.188	104.862	107.885	69.503	149.343	65.739	85.773	127.17	131.075	127.843	95.044	124.784	79.057	91.885	130.58	47.274	32.481	57.172	102.597	38.102	30.135	75.751	146.585	80.381	125.589	95.346	146.814	125.681	124.704	101.754
