	TCGA.2W.A8YY.01A	TCGA.4J.AA1J.01A	TCGA.BI.A0VR.01A	TCGA.BI.A0VS.01A	TCGA.BI.A20A.01A	TCGA.C5.A0TN.01A	TCGA.C5.A1BE.01B	TCGA.C5.A1BF.01B	TCGA.C5.A1BI.01B	TCGA.C5.A1BJ.01A	TCGA.C5.A1BK.01B	TCGA.C5.A1BL.01A	TCGA.C5.A1BM.01A	TCGA.C5.A1BN.01B	TCGA.C5.A1BQ.01C	TCGA.C5.A1M5.01A	TCGA.C5.A1M6.01A	TCGA.C5.A1M7.01A	TCGA.C5.A1M8.01A	TCGA.C5.A1M9.01A	TCGA.C5.A1ME.01A	TCGA.C5.A1MF.01A	TCGA.C5.A1MH.01A	TCGA.C5.A1MI.01A	TCGA.C5.A1MJ.01A	TCGA.C5.A1MK.01A	TCGA.C5.A1ML.01A	TCGA.C5.A1MN.01A	TCGA.C5.A1MP.01A	TCGA.C5.A1MQ.01A	TCGA.C5.A2LS.01A	TCGA.C5.A2LT.01A	TCGA.C5.A2LV.01A	TCGA.C5.A2LX.01A	TCGA.C5.A2LY.01A	TCGA.C5.A2LZ.01A	TCGA.C5.A2M1.01A	TCGA.C5.A2M2.01A	TCGA.C5.A3HD.01B	TCGA.C5.A3HE.01A	TCGA.C5.A3HF.01A	TCGA.C5.A3HL.01A	TCGA.C5.A7CG.01A	TCGA.C5.A7CH.01A	TCGA.C5.A7CJ.01A	TCGA.C5.A7CK.01A	TCGA.C5.A7CL.01A	TCGA.C5.A7CM.01A	TCGA.C5.A7CO.01A	TCGA.C5.A7UC.01A	TCGA.C5.A7UE.01A	TCGA.C5.A7UH.01A	TCGA.C5.A7UI.01A	TCGA.C5.A7X3.01A	TCGA.C5.A7X5.01A	TCGA.C5.A7X8.01A	TCGA.C5.A7XC.01A	TCGA.C5.A8XH.01A	TCGA.C5.A8XI.01A	TCGA.C5.A8XJ.01A	TCGA.C5.A8XK.01A	TCGA.C5.A8YQ.01A	TCGA.C5.A8YR.01A	TCGA.C5.A8YT.01A	TCGA.C5.A8ZZ.01A	TCGA.C5.A901.01A	TCGA.C5.A902.01A	TCGA.C5.A905.01A	TCGA.C5.A907.01A	TCGA.DG.A2KH.01A	TCGA.DG.A2KJ.01A	TCGA.DG.A2KK.01A	TCGA.DG.A2KL.01A	TCGA.DG.A2KM.01A	TCGA.DR.A0ZL.01A	TCGA.DR.A0ZM.01A	TCGA.DS.A0VK.01A	TCGA.DS.A0VL.01A	TCGA.DS.A0VM.01A	TCGA.DS.A0VN.01A	TCGA.DS.A1O9.01A	TCGA.DS.A1OA.01A	TCGA.DS.A1OB.01A	TCGA.DS.A1OC.01A	TCGA.DS.A1OD.01A	TCGA.DS.A3LQ.01A	TCGA.DS.A5RQ.01A	TCGA.DS.A7WF.01A	TCGA.DS.A7WH.01A	TCGA.DS.A7WI.01A	TCGA.EA.A1QS.01A	TCGA.EA.A1QT.01A	TCGA.EA.A3HQ.01A	TCGA.EA.A3HR.01A	TCGA.EA.A3HS.01A	TCGA.EA.A3HT.01A	TCGA.EA.A3HU.01A	TCGA.EA.A3QD.01A	TCGA.EA.A3QE.01A	TCGA.EA.A3Y4.01A	TCGA.EA.A410.01A	TCGA.EA.A411.01A	TCGA.EA.A439.01A	TCGA.EA.A43B.01A	TCGA.EA.A44S.01A	TCGA.EA.A4BA.01A	TCGA.EA.A50E.01A	TCGA.EA.A556.01A	TCGA.EA.A5FO.01A	TCGA.EA.A5O9.01A	TCGA.EA.A5ZD.01A	TCGA.EA.A5ZE.01A	TCGA.EA.A5ZF.01A	TCGA.EA.A6QX.01A	TCGA.EA.A78R.01A	TCGA.EA.A97N.01A	TCGA.EK.A2GZ.01A	TCGA.EK.A2H0.01A	TCGA.EK.A2H1.01A	TCGA.EK.A2IP.01A	TCGA.EK.A2IR.01A	TCGA.EK.A2PG.01A	TCGA.EK.A2PI.01A	TCGA.EK.A2PK.01A	TCGA.EK.A2PL.01A	TCGA.EK.A2PM.01A	TCGA.EK.A2R7.01A	TCGA.EK.A2R8.01A	TCGA.EK.A2R9.01A	TCGA.EK.A2RA.01A	TCGA.EK.A2RB.01A	TCGA.EK.A2RC.01A	TCGA.EK.A2RE.01A	TCGA.EK.A2RJ.01A	TCGA.EK.A2RK.01A	TCGA.EK.A2RL.01A	TCGA.EK.A2RM.01A	TCGA.EK.A2RN.01A	TCGA.EK.A2RO.01A	TCGA.EK.A3GJ.01A	TCGA.EK.A3GK.01A	TCGA.EK.A3GM.01A	TCGA.EK.A3GN.01A	TCGA.EX.A1H5.01A	TCGA.EX.A1H6.01B	TCGA.EX.A3L1.01A	TCGA.EX.A449.01A	TCGA.EX.A69L.01A	TCGA.EX.A69M.01A	TCGA.EX.A8YF.01A	TCGA.FU.A23K.01A	TCGA.FU.A23L.01A	TCGA.FU.A2QG.01A	TCGA.FU.A3EO.01A	TCGA.FU.A3EO.11A	TCGA.FU.A3HY.01A	TCGA.FU.A3HZ.01A	TCGA.FU.A3NI.01A	TCGA.FU.A3TQ.01A	TCGA.FU.A3TX.01A	TCGA.FU.A3WB.01A	TCGA.FU.A3YQ.01A	TCGA.FU.A40J.01A	TCGA.FU.A57G.01A	TCGA.FU.A5XV.01A	TCGA.FU.A770.01A	TCGA.GH.A9DA.01A	TCGA.HG.A2PA.01A	TCGA.HM.A3JJ.01A	TCGA.HM.A3JJ.11A	TCGA.HM.A3JK.01A	TCGA.HM.A4S6.01A	TCGA.HM.A6W2.01A	TCGA.HM.A6W2.06A	TCGA.IR.A3L7.01A	TCGA.IR.A3LA.01A	TCGA.IR.A3LB.01A	TCGA.IR.A3LC.01A	TCGA.IR.A3LF.01A	TCGA.IR.A3LH.01A	TCGA.IR.A3LI.01A	TCGA.IR.A3LK.01A	TCGA.IR.A3LL.01A	TCGA.JW.A5VG.01A	TCGA.JW.A5VH.01A	TCGA.JW.A5VI.01A	TCGA.JW.A5VJ.01A	TCGA.JW.A5VK.01A	TCGA.JW.A5VL.01A	TCGA.JW.A69B.01A	TCGA.JW.A852.01A	TCGA.JW.AAVH.01A	TCGA.JX.A3PZ.01A	TCGA.JX.A3Q0.01A	TCGA.JX.A3Q8.01A	TCGA.JX.A5QV.01A	TCGA.LP.A4AU.01A	TCGA.LP.A4AV.01A	TCGA.LP.A4AW.01A	TCGA.LP.A4AX.01A	TCGA.LP.A5U2.01A	TCGA.LP.A5U3.01A	TCGA.LP.A7HU.01A	TCGA.MA.AA3W.01A	TCGA.MA.AA3X.01A	TCGA.MA.AA3Y.01A	TCGA.MA.AA3Z.01A	TCGA.MA.AA41.01A	TCGA.MA.AA42.01A	TCGA.MA.AA43.01A	TCGA.MU.A51Y.01A	TCGA.MU.A5YI.01A	TCGA.MU.A8JM.01A	TCGA.MY.A5BD.01A	TCGA.MY.A5BE.01A	TCGA.MY.A5BF.01A	TCGA.MY.A5BF.11A	TCGA.MY.A913.01A	TCGA.PN.A8MA.01A	TCGA.Q1.A5R1.01A	TCGA.Q1.A5R2.01A	TCGA.Q1.A5R3.01A	TCGA.Q1.A6DT.01A	TCGA.Q1.A6DV.01A	TCGA.Q1.A6DW.01A	TCGA.Q1.A73O.01A	TCGA.Q1.A73P.01A	TCGA.Q1.A73Q.01A	TCGA.Q1.A73R.01A	TCGA.Q1.A73S.01A	TCGA.R2.A69V.01A	TCGA.RA.A741.01A	TCGA.UC.A7PD.01A	TCGA.UC.A7PF.01A	TCGA.UC.A7PG.01A	TCGA.UC.A7PG.06A	TCGA.UC.A7PI.01A	TCGA.VS.A8EB.01A	TCGA.VS.A8EC.01A	TCGA.VS.A8EG.01A	TCGA.VS.A8EH.01A	TCGA.VS.A8EI.01A	TCGA.VS.A8EJ.01A	TCGA.VS.A8EK.01A	TCGA.VS.A8EL.01A	TCGA.VS.A8Q8.01A	TCGA.VS.A8Q9.01A	TCGA.VS.A8QA.01A	TCGA.VS.A8QC.01A	TCGA.VS.A8QF.01A	TCGA.VS.A8QH.01A	TCGA.VS.A8QM.01A	TCGA.VS.A94W.01A	TCGA.VS.A94X.01A	TCGA.VS.A94Y.01A	TCGA.VS.A94Z.01A	TCGA.VS.A950.01A	TCGA.VS.A952.01A	TCGA.VS.A953.01A	TCGA.VS.A954.01A	TCGA.VS.A957.01A	TCGA.VS.A958.01A	TCGA.VS.A959.01A	TCGA.VS.A9U5.01A	TCGA.VS.A9U6.01A	TCGA.VS.A9U7.01A	TCGA.VS.A9UB.01A	TCGA.VS.A9UC.01A	TCGA.VS.A9UD.01A	TCGA.VS.A9UH.01A	TCGA.VS.A9UI.01A	TCGA.VS.A9UJ.01A	TCGA.VS.A9UL.01A	TCGA.VS.A9UM.01A	TCGA.VS.A9UO.01A	TCGA.VS.A9UP.01A	TCGA.VS.A9UQ.01A	TCGA.VS.A9UR.01A	TCGA.VS.A9UT.01A	TCGA.VS.A9UU.01A	TCGA.VS.A9UV.01A	TCGA.VS.A9UY.01A	TCGA.VS.A9UZ.01A	TCGA.VS.A9V0.01A	TCGA.VS.A9V1.01A	TCGA.VS.A9V2.01A	TCGA.VS.A9V3.01A	TCGA.VS.A9V4.01A	TCGA.VS.A9V5.01A	TCGA.VS.AA62.01A	TCGA.WL.A834.01A	TCGA.XS.A8TJ.01A	TCGA.ZJ.A8QO.01A	TCGA.ZJ.A8QQ.01A	TCGA.ZJ.A8QR.01A	TCGA.ZJ.AAX4.01A	TCGA.ZJ.AAX8.01A	TCGA.ZJ.AAXA.01A	TCGA.ZJ.AAXB.01A	TCGA.ZJ.AAXD.01A	TCGA.ZJ.AAXF.01A	TCGA.ZJ.AAXI.01A	TCGA.ZJ.AAXJ.01A	TCGA.ZJ.AAXN.01A	TCGA.ZJ.AAXT.01A	TCGA.ZJ.AAXU.01A	TCGA.ZJ.AB0H.01A	TCGA.ZJ.AB0I.01A	TCGA.ZX.AA5X.01A
hsa-let-7a-1	34700.204	51010.818	54838.437	39522.694	63039.723	52885.291	26820.824	44013.713	31563.778	66142.92	54797.997	38516.438	79144.456	35064.681	82105.847	71252.919	21177.836	35804.671	60562.643	56444.358	50117.053	79637.118	45145.433	47420.401	36886.594	48829.518	41668.602	23226.743	76428.03	57049.495	31986.088	53933.897	27497.604	26237.452	27062.855	38361.981	45499.827	36795.096	16751.244	32929.536	72299.736	57677.366	84612.794	29924.263	47943.029	48270.182	63787.311	38823.82	35770.499	23712.618	33242.978	20478.418	43021.157	16660.288	24496.265	25610.77	75266.201	28169.927	50681.54	51371.753	34130.236	62826.219	35007.72	53214.726	46153.497	46680.497	98621.518	32842.115	27315.282	36545.686	39471.677	46278.655	58494.425	78778.627	29183.573	66450.386	65979.371	68427.255	32827.451	32590.362	50613.368	72884.611	74736.326	83622.657	82503.178	52851.955	34487.274	99671.49	37216.1	40098.743	97191.184	47748.614	25091.739	71967.735	46855.119	47061.444	48711.95	28587.57	43350.829	55560.555	33493.029	29532.13	35016.253	24069.805	30662.183	15719.496	24913.439	12857.296	65520.922	42825.611	24149.638	55015.988	40804.661	49839.873	30153.335	61790.913	86650.073	71891.953	43218.613	44596.722	21298.676	35750.939	36553.059	45439.795	40503.926	48213.798	19251.211	10846.638	28381.491	46744.99	31115.657	37596.48	24037.853	28182.183	79853.539	44022.336	32086.344	73165.434	36806.465	73271.4	49987.592	25145.673	15923.152	73792.779	71515.837	25482.078	41737.126	51325.879	66972.048	34037.422	33117.135	58001.934	31856.281	46138.108	116832.463	29362.251	19817.878	50653.728	50108.625	81218.773	62340.525	42066.433	39679.447	21373.382	49475.711	40020.557	41875.926	39832.259	55074.397	85820.581	80527.817	18152.431	24547.147	32685.78	53691.782	43612.493	45023.648	36637.474	52838.555	49342.844	44441.721	55083.466	59544.704	41807.526	24360.34	26740.09	31225.01	49572.277	43667.609	38461.336	18686.278	65234.73	41705.629	48704.982	47817.631	30152.322	32758.871	49116.415	29295.85	16665.64	48877.236	57307.398	62909.663	26800.916	27074.538	47074.379	49169.538	40809.183	74591.203	23751.088	30587.557	65880.294	55489.659	18543.894	35891.936	43532.581	35712.275	35290.459	31611.351	30164.908	28749.033	22683.654	26555.017	53503.508	55036.242	47724.062	50994.015	46863.055	114569.39	34643.793	25331.872	39554.527	12693.991	21588.166	64803.548	55263.4	61702.869	75860.929	22181.496	55804.79	29365.038	33558.801	31448.318	35193.48	28577.87	80268.621	30651.21	59149.873	46867.271	42959.803	18471.201	62248.167	30697.799	41074.48	35433.401	50689.517	24362.292	56848.699	104052.924	83927.479	80783.496	45521.128	31024.328	23976.331	30484.832	63653.233	30929.889	50497.242	38990.694	35935.637	39312.544	62579.487	51861.766	87334.762	42770.298	20540.274	72213.411	59308.091	16592.829	34857.241	53591.372	52834.043	41808.323	22106.109	40662.284	49544.356	53252.353	9927.021	50624.195	55649.164	17890.42	38445.499	46679.255	59874.557	66386.632	34109.098	62062.981	34319.052	36313.57	61945.996	52344.616	58549.718	37086.052	71477.915	48867.692	42593.895	27142.696	49982.551	45943.534
hsa-let-7a-2	34628.527	50995.298	54739.029	39295.231	63052.516	53174.636	26292.594	44154.82	31385.896	66157.68	54544.762	38219.153	79093.047	36141.953	81450.997	70793.132	21150.026	35765.241	60735.157	56352.346	49434.768	78768.239	44413.357	47102.175	36439.621	48239.638	41915.096	22794.975	76510.802	57286.708	31680.395	53620.762	27047.838	25958.247	26736.611	38456.687	45560.456	36513.686	16430.888	32540.891	72098.138	57321.728	84053.269	29986.963	47163.718	47769.73	63609.35	38876.093	35382.864	23394.771	33131.3	20348.135	42971.207	16605.478	24418.799	25436.739	75250.778	27952.184	50533.074	51039.297	34269.304	63578.092	35046.941	52880.736	46252.699	46288.797	98588.548	32815.45	27458.782	36302.928	39461.22	46287.659	57621.233	78602.945	28986.787	66331.715	66166.558	68443.345	32556.12	32317.889	50625.898	73435.031	74825.828	83094.814	82282.333	52716.572	34239.009	99919.931	37027.156	39580.866	97107.761	47333.928	25533.027	71902.835	46023.35	46717.83	48816.924	28477.744	43181.762	55389.936	32749.628	29450.402	35063.41	23689.985	30492.131	15863.151	24387.809	12594.148	65254.573	42699.021	24249.521	54810.317	40324.59	49244.119	30124.877	61224.604	86741.593	71549.867	43017.485	44402	21035.675	35496.432	36391.17	45107.087	40581.971	47991.942	19319.732	10739.979	28110.486	46595.294	30599.981	37419.242	23737.739	28019.361	79458.702	44066.44	31646.927	73783.239	36560.893	72858.279	49587.387	25012.348	16041.344	74887.819	71140.674	25473.505	41845.988	51323.796	66795.15	34525.998	33527.27	57959.776	31069.514	45599.793	116256.485	29082.166	19433.146	50855.75	49893.404	81167.46	62024.561	41706.849	39607.78	21142.285	49951.1	39811.551	41167.513	39380.929	54775.34	86141.735	79840.631	18138.035	24388.466	32669.038	53202.011	43589.892	44816.307	36544.927	52058.066	49432.975	44341.234	54424.852	59210.008	41528.611	23596.767	26476.102	31081.356	48962.506	43516.132	38496.759	18369.016	64835.504	40726.229	49277.421	48058.431	29892.155	32407.245	48869.087	29117.792	16863.332	48830.149	56877.111	62409.177	26809.385	26804.746	46901.434	48887.574	40623.765	74224.601	23428.376	30545.507	66569.195	55446.388	18308.283	35587.677	43620.974	35385.905	34930.373	31498.338	30057.479	28391.887	23103.705	26797.767	53197.287	54769.731	47582.428	50581.747	46321.666	114724.546	34472.235	25605.267	39769.149	12293.886	21476.611	64115.987	54987.882	61036.63	75871.987	21855.594	55915.837	29403.535	33499.795	31321.583	35045.462	28329.903	79501.163	30304.055	59229.689	46465.486	43016.478	18508.341	61893.629	30492.532	41491.933	35463.575	51270.996	24014.26	56851.391	103512.378	83173.051	81807.929	45554.141	30771.724	23673.146	30686.987	63028.084	31158.98	50180.569	38971.525	35817.182	39183.577	62619.842	51151.2	87423.79	42811.044	20570.173	72684.631	59177.452	16391.525	35183.713	53798.547	52662.141	42249.798	21708.205	40340.999	49442.636	53307.35	10206.481	50680.553	55858.609	17881.329	38461.217	45633.328	59083.565	66622.359	34034.567	62036.613	34312.884	36804.244	61268.679	52201.363	58094.153	36696.22	71548.473	48893.721	42233.929	27229.86	49877.753	45928.373
hsa-let-7a-3	35092.951	51319.166	55226.069	39408.963	62678.651	53060.597	26797.433	43616.646	31283.479	66289.341	54755.695	38492.399	78988.672	36241.764	82522.855	71020.685	21289.076	36084.693	61306.752	56559.374	49722.634	80140.483	44785.742	47499.562	36626.442	48901.056	41833.393	23272.484	76364.928	57643.695	32105.607	54051.743	27569.73	25944.748	27293.688	38627.156	45643.131	36719.21	16805.199	32776.466	72709.206	57706.019	84397.742	30064.292	48261.978	48490.755	64039.658	39190.465	35847.219	24063.508	33203.53	20632.631	43259.379	16533.051	24534.997	25716.629	75732.181	28223.965	50398.599	51776.761	34520.908	63377.592	35686.025	53637.817	46390.528	46693.673	99240.815	33436.147	27638.157	36593.285	39639.937	46068.988	58190.297	78446.879	29155.268	66627.612	66426.541	69025.117	33154.387	32273.862	50520.017	73652.107	74642.845	84392.677	82749.278	53374.144	34628.797	100177.224	37353.647	40156.788	97632.364	48138.735	25205.434	72409.602	46462.241	47016.625	49549.085	28779.288	43793.001	55625.492	32922.977	29956.272	35175.408	23778.842	30911.398	16385.81	24700.384	13044.756	66103.758	43441.785	24146.757	54941.04	40770.84	49669.469	30444.339	61404.372	86697.867	71908.916	43259.022	44393.886	21245.782	36051.553	37092.095	45693.338	40725.054	48164.397	19513.376	11162.171	28534.587	46883.143	30904.015	37901.476	24071.779	28384.307	79711.347	43913.773	32154.376	72558.419	36904.231	73464.837	50291.508	24995.023	15950.814	74333.261	70925.341	25692.107	41599.616	51644.661	67926.185	34811.543	34154.154	57670.522	31227.385	46029.501	117150.002	29259.912	19681.244	51409.067	49933.579	82141.644	62833.532	42256.298	39785.063	21533.118	49767.443	40080.822	41687.428	39756.507	55293.768	86237.444	80190.853	18593.234	24817.609	33044.531	53784.52	43802.658	45250.954	36916.349	52342.377	49595.736	44446.564	54697.82	59554.33	41431.92	24405.142	26413.002	31535.662	49267.933	44673.36	38777.425	18631.614	64920.262	41752.854	48777.792	48462.71	30258.015	33387.187	49110.596	29696.479	16916.475	49428.996	57587.217	62718.111	26901.894	27100.386	47341.407	48896.789	40419.804	74335.398	23848.917	30631.819	66327.26	55957.891	18441.371	35576.016	43387.224	35960.652	35106.37	31613.117	30123.915	28287.336	23182.186	27184.541	53663.511	55139.769	47566.376	50880.843	47090.55	115148.158	34977.593	25748.732	39678.397	12360.339	21612.262	64156.775	55217.13	61378.463	76646.037	21873.992	56471.072	29423.253	33705.085	31133.127	35236.674	28765.597	79996.961	30848.196	59018.597	46530.251	43412.155	18249.389	62041.303	30711.93	41386.652	35264.78	51305.711	24562.675	57018.319	103688.556	83911.365	81498.475	45870.678	31017.592	23784.314	31029.96	63226.995	31240.435	50483.766	38665.95	35900.873	39038.045	63436.022	52484.584	87726.488	43004.59	20702.658	73059.65	59489.19	16590.786	35321.098	53765.643	52479.925	42049.926	22046.948	40806.793	49751.263	52376.985	10147.484	51044.32	56560.053	18040.425	38524.088	46624.685	59543.051	67443.599	34318.494	62263.671	34523.62	36745.51	61982.535	52484.686	58775.103	36910.818	70563.375	49299.78	42725.969	26869.999	49755.682	46195.954
hsa-let-7b	53402.829	70077.663	102551.271	56333.025	96687.633	86278.897	61523.513	50765.491	65502.547	131600.965	94496.89	61440.237	207451.197	101256.667	184313.326	108584.617	34423.042	84990.899	158435.39	105744.994	105731.829	283420.499	64699.921	64002.976	45416.614	108033.394	48663.222	42612.625	110665.756	98645.103	58995.581	44310.901	48465.105	45322.852	72370.747	86437.575	52725.638	57534.035	106725.741	47464.648	115196.057	133490.572	81936.806	52228.478	65581.293	66752.562	98743.971	66487.808	29788.392	66549.532	51075.985	35387.887	68970.061	29165.781	42461.77	53543.795	77475.514	47394.901	90608.188	44425.082	44309.654	70471.022	18546.12	77648.075	55842.808	49408.018	185626.981	35381.194	47017.872	89609.578	51079.708	100200.53	140809.577	73792.173	82843.364	131388.495	112496.905	121150.047	70885.876	39703.72	102954.676	103874.129	119877.257	223636.715	138891.804	49339.04	44842.452	163122.514	49394.179	62524.363	184805.817	76271.33	135806.799	146782.061	128685.224	83777.115	147180.275	50681.485	68637.593	86157.313	29434.328	75108.388	83603.98	48353.913	39578.932	24730.011	36433.837	12015.046	87666.574	52446.465	43972.606	66561.423	61120.795	102890.343	69985.075	50478.627	131928.044	89500.944	44795.492	97997.397	29257.763	55777.736	112743.957	75792.187	131935.127	71840.158	38926.454	25703.362	74057.326	101322.953	59299.482	98959.015	50703.664	79720.852	141335.101	94886.409	81315.517	114436.997	123414.666	216945.176	107602.162	80782.065	24658.002	240354.346	161416.205	41650.017	96941.629	64038.24	62686.093	26074.728	33049.644	78141.999	85713.556	155219.561	199167.325	69554.458	29657.9	133417.78	66487.808	118726.394	89289.212	58704.361	108663.484	38405.338	57364.474	109918.262	61013.887	88859.174	78276.199	159089.548	161548.375	21107.797	42527.387	35113.327	105099.897	34532.11	82406.407	93367.501	91687.355	53535.253	86709.057	100593.478	78914.097	46251.575	17086.911	43062.298	48432.076	67459.237	79971.537	54195.611	19961.755	57935.653	117218.032	138316.726	86198.763	59914.393	40125.726	193267.856	47286.399	26460.955	21114.174	80130.221	75828.779	44107.275	50184.584	42965.194	68755.898	67602.155	69731.432	38955.392	68496.12	75102.551	61587.006	30245.505	40843.828	83590.335	92567.181	47853.013	26093.712	32364.374	45660.377	35943.358	33959.479	63586.647	111179.099	110873.016	65251.472	72363.002	220042.306	48559.376	30853.905	77715.947	18925.385	37879.69	86939.5	64407.015	82923.326	125941.97	13966.484	93333.104	43494.509	41979.387	32657.235	30811.415	41371.297	82527.433	39042.994	87878.341	86949.779	47276.564	15540.197	57620.629	42035.072	43351.498	56671.609	63827.025	36967.406	42796.048	86337.059	132175.671	137011.973	78512.829	69705.381	31384.155	38647.064	99310.143	46551.379	102535.494	38611.826	71652.39	65440.845	95308.391	76010.512	122360.285	69579.831	47966.14	109929.437	87109.371	20805.924	63468.659	65051.822	52309.742	50985.947	42376.325	58239.699	63121.604	120425.053	13525.838	78502.726	91381.286	48542.665	44298.933	37486.014	60805.973	65046.794	78091.757	83369.801	56990.084	56492.397	80328.025	90418.059	158838.798	52213.29	94070.027	78561.048	99106.069	39349.314	72250.248	75857.239
hsa-let-7c	6066.964	20370.595	19625.701	11626.163	52186.246	3869.463	18077.417	9171.916	12617.749	30491.078	9088.669	23959.088	58084.029	8105.352	129346.597	71670.567	5671.581	7594.667	177752.319	2992.952	4952.013	14302.036	11260.439	9831.754	8409.546	20973.374	24750.512	3766.705	186870.058	6452.211	9142.297	1876.114	1473.815	11419.696	1900.525	23254.11	2710.827	4195.849	1399.45	4802.699	21582.69	44203.583	16817.855	2430.641	16906.602	9934.123	7817.109	8496.875	22563.629	1598.674	7750.268	760.429	22919.258	1322.292	1141.538	8703.749	18368.565	2905.361	16142.445	20962.158	1022.882	6098.527	3872.571	20902.923	7148.687	13582.503	1332.157	5041.124	950.689	3261.754	2617.059	57264.98	39857.979	12040.148	10233.525	47643.349	38524.246	24124.494	4501.933	1986.224	5099.868	30249.577	12355.281	8845.426	31237.518	1550.746	21494.729	22755.078	9148.611	6325.175	36690.68	54328.62	8286.19	23873.255	14656.825	16194.684	44128.968	6589.514	8836.956	2356.829	8205.742	10041.319	6776.896	3829.564	35199.353	4847.583	2831.391	3676.154	44638.08	576.519	6064.061	15054.035	7397.891	25489.271	12839.976	14202.466	1765.318	1239.711	7527.142	4462.377	2480.144	6903.057	22805.857	924.308	3584.29	23159.294	5779.534	4205.628	15130.622	12163.729	3981.446	34403.991	2622.738	3598.92	50620.374	3375.634	4018.321	15353.41	25646.435	915.258	4985.018	11983.42	2436.755	56621.193	18956.011	2267.455	1257.643	6054.067	1849.772	5846.619	15107.519	20093.222	5777.817	12053.659	92191.606	3984.031	3153.362	20523.222	26331.578	56700.274	21051.986	16201.422	6919.715	5467.814	4958.025	3859.556	1846.354	15937.232	22792.121	76902.693	47694.245	7846.698	8839.255	1585.678	30247	4892.854	3223.764	12949.165	18419.638	5168.1	13910.738	3892.439	20758.527	680.553	933.04	3882.561	3507.853	25269.189	401.209	1811.38	8366.702	15375.722	1385.944	5573.744	25615.404	12787.501	6571.373	7379.101	29073.278	7267.834	37145.396	3540.85	36078.844	8160.341	2872.399	6060.01	24471.891	4522.785	20965.74	4698.38	24304.504	26329.974	15705.461	17567.062	13663.022	20848.968	43060.99	1076.212	5421.107	7481.152	16314.984	3710.006	710.828	12814.513	34556.876	4188.591	6774.663	3544.84	10220.814	1638.726	5374.056	11968.938	2450.47	11921.237	10373.618	4732.176	7762.961	10979.448	1116.127	30625.821	7915.434	12925.292	19455.427	2891.352	1293.072	12975.498	12434.856	29483.568	21494.875	8517.023	699.479	27787.951	8171.999	4093.737	2941.098	9275.449	7215.879	13832.952	15703.835	7054.994	6583.468	12636.235	12297.912	5102.494	6921.656	90036.538	2520.006	12157.724	6194.941	2414.164	21057.164	2443.494	8569.71	57641.25	1056.015	8655.835	24897.447	34489.063	23208.298	20963.685	51039.46	11441.789	13448.509	891.229	2782.138	14407.187	55786.798	555.814	10876.282	1568.862	3585.357	20243.191	9215.069	1632.644	3157.213	23030.029	20663.734	12175.374	3877.673	31388.3	30087.888	16560.993	3888.156	2038.039	1839.762	11520.228	14140.401	9401.814	28158.133
