	TCGA.4P.AA8J.01A	TCGA.BA.4074.01A	TCGA.BA.4076.01A	TCGA.BA.4077.01B	TCGA.BA.4078.01A	TCGA.BA.5149.01A	TCGA.BA.5151.01A	TCGA.BA.5152.01A	TCGA.BA.5153.01A	TCGA.BA.5555.01A	TCGA.BA.5556.01A	TCGA.BA.5557.01A	TCGA.BA.5558.01A	TCGA.BA.5559.01A	TCGA.BA.6868.01B	TCGA.BA.6869.01A	TCGA.BA.6870.01A	TCGA.BA.6871.01A	TCGA.BA.6872.01A	TCGA.BA.6873.01A	TCGA.BA.7269.01A	TCGA.BA.A4IF.01A	TCGA.BA.A4IG.01A	TCGA.BA.A4IH.01A	TCGA.BA.A4II.01A	TCGA.BA.A6D8.01A	TCGA.BA.A6DA.01A	TCGA.BA.A6DB.01A	TCGA.BA.A6DD.01A	TCGA.BA.A6DE.01A	TCGA.BA.A6DG.01A	TCGA.BA.A6DI.01A	TCGA.BA.A6DJ.01A	TCGA.BA.A6DL.01A	TCGA.BA.A8YP.01A	TCGA.BB.4217.01A	TCGA.BB.4223.01A	TCGA.BB.4224.01A	TCGA.BB.4225.01A	TCGA.BB.4227.01A	TCGA.BB.4228.01A	TCGA.BB.7861.01A	TCGA.BB.7862.01A	TCGA.BB.7863.01A	TCGA.BB.7864.01A	TCGA.BB.7866.01A	TCGA.BB.7870.01A	TCGA.BB.7871.01A	TCGA.BB.7872.01A	TCGA.BB.8596.01A	TCGA.BB.8601.01A	TCGA.BB.A5HU.01A	TCGA.BB.A5HY.01A	TCGA.BB.A5HZ.01A	TCGA.BB.A6UO.01A	TCGA.C9.A47Z.01A	TCGA.C9.A480.01A	TCGA.CN.4722.01A	TCGA.CN.4723.01A	TCGA.CN.4725.01A	TCGA.CN.4726.01A	TCGA.CN.4727.01A	TCGA.CN.4728.01A	TCGA.CN.4729.01A	TCGA.CN.4730.01A	TCGA.CN.4731.01A	TCGA.CN.4733.01A	TCGA.CN.4735.01A	TCGA.CN.4736.01A	TCGA.CN.4737.01A	TCGA.CN.4738.01A	TCGA.CN.4739.01A	TCGA.CN.4740.01A	TCGA.CN.4741.01A	TCGA.CN.4742.01A	TCGA.CN.5355.01A	TCGA.CN.5356.01A	TCGA.CN.5358.01A	TCGA.CN.5359.01A	TCGA.CN.5360.01A	TCGA.CN.5361.01A	TCGA.CN.5363.01A	TCGA.CN.5364.01A	TCGA.CN.5365.01A	TCGA.CN.5366.01A	TCGA.CN.5367.01A	TCGA.CN.5369.01A	TCGA.CN.5370.01A	TCGA.CN.5373.01A	TCGA.CN.5374.01A	TCGA.CN.6010.01A	TCGA.CN.6011.01A	TCGA.CN.6012.01A	TCGA.CN.6013.01A	TCGA.CN.6016.01A	TCGA.CN.6017.01A	TCGA.CN.6018.01A	TCGA.CN.6019.01A	TCGA.CN.6020.01A	TCGA.CN.6021.01A	TCGA.CN.6022.01A	TCGA.CN.6023.01A	TCGA.CN.6024.01A	TCGA.CN.6988.01A	TCGA.CN.6989.01A	TCGA.CN.6992.01A	TCGA.CN.6994.01A	TCGA.CN.6995.01A	TCGA.CN.6996.01A	TCGA.CN.6997.01A	TCGA.CN.6998.01A	TCGA.CN.A497.01A	TCGA.CN.A498.01A	TCGA.CN.A499.01A	TCGA.CN.A49A.01A	TCGA.CN.A49B.01A	TCGA.CN.A49C.01A	TCGA.CN.A63T.01A	TCGA.CN.A63U.01A	TCGA.CN.A63V.01A	TCGA.CN.A63W.01A	TCGA.CN.A641.01A	TCGA.CN.A642.01A	TCGA.CN.A6UY.01A	TCGA.CN.A6V1.01A	TCGA.CN.A6V3.01A	TCGA.CN.A6V6.01A	TCGA.CN.A6V7.01A	TCGA.CQ.5323.01A	TCGA.CQ.5324.01A	TCGA.CQ.5325.01A	TCGA.CQ.5326.01A	TCGA.CQ.5327.01A	TCGA.CQ.5329.01A	TCGA.CQ.5330.01A	TCGA.CQ.5331.01A	TCGA.CQ.5332.01A	TCGA.CQ.5333.01A	TCGA.CQ.5334.01A	TCGA.CQ.6218.01A	TCGA.CQ.6219.01A	TCGA.CQ.6220.01A	TCGA.CQ.6221.01A	TCGA.CQ.6222.01A	TCGA.CQ.6223.01A	TCGA.CQ.6224.01A	TCGA.CQ.6225.01A	TCGA.CQ.6227.01A	TCGA.CQ.6228.01A	TCGA.CQ.6229.01A	TCGA.CQ.7063.01A	TCGA.CQ.7065.01A	TCGA.CQ.7067.01A	TCGA.CQ.7068.01A	TCGA.CQ.7069.01A	TCGA.CQ.7071.01A	TCGA.CQ.7072.01A	TCGA.CQ.A4C6.01A	TCGA.CQ.A4C7.01A	TCGA.CQ.A4C9.01A	TCGA.CQ.A4CA.01A	TCGA.CQ.A4CB.01A	TCGA.CQ.A4CD.01A	TCGA.CQ.A4CE.01A	TCGA.CQ.A4CG.01A	TCGA.CQ.A4CH.01A	TCGA.CQ.A4CI.01A	TCGA.CR.5243.01A	TCGA.CR.5247.01A	TCGA.CR.5248.01A	TCGA.CR.5249.01A	TCGA.CR.5250.01A	TCGA.CR.6467.01A	TCGA.CR.6470.01A	TCGA.CR.6471.01A	TCGA.CR.6472.01A	TCGA.CR.6473.01A	TCGA.CR.6474.01A	TCGA.CR.6477.01A	TCGA.CR.6478.01A	TCGA.CR.6480.01A	TCGA.CR.6481.01A	TCGA.CR.6482.01A	TCGA.CR.6484.01A	TCGA.CR.6487.01A	TCGA.CR.6488.01A	TCGA.CR.6491.01A	TCGA.CR.6492.01A	TCGA.CR.6493.01A	TCGA.CR.7364.01A	TCGA.CR.7365.01A	TCGA.CR.7367.01A	TCGA.CR.7368.01A	TCGA.CR.7369.01A	TCGA.CR.7370.01A	TCGA.CR.7371.01A	TCGA.CR.7372.01A	TCGA.CR.7373.01A	TCGA.CR.7374.01A	TCGA.CR.7376.01A	TCGA.CR.7377.01A	TCGA.CR.7379.01A	TCGA.CR.7380.01A	TCGA.CR.7382.01A	TCGA.CR.7383.01A	TCGA.CR.7385.01A	TCGA.CR.7386.01A	TCGA.CR.7388.01A	TCGA.CR.7389.01A	TCGA.CR.7390.01A	TCGA.CR.7391.01A	TCGA.CR.7392.01A	TCGA.CR.7393.01A	TCGA.CR.7394.01A	TCGA.CR.7395.01A	TCGA.CR.7397.01A	TCGA.CR.7398.01A	TCGA.CR.7399.01A	TCGA.CR.7401.01A	TCGA.CR.7402.01A	TCGA.CR.7404.01A	TCGA.CV.5430.01A	TCGA.CV.5431.01A	TCGA.CV.5432.01A	TCGA.CV.5434.01A	TCGA.CV.5435.01A	TCGA.CV.5436.01A	TCGA.CV.5439.01A	TCGA.CV.5440.01A	TCGA.CV.5441.01A	TCGA.CV.5442.01A	TCGA.CV.5443.01A	TCGA.CV.5444.01A	TCGA.CV.5966.01A	TCGA.CV.5970.01A	TCGA.CV.5971.01A	TCGA.CV.5973.01A	TCGA.CV.5976.01A	TCGA.CV.5977.01A	TCGA.CV.5978.01A	TCGA.CV.5979.01A	TCGA.CV.6003.01A	TCGA.CV.6433.01A	TCGA.CV.6436.01A	TCGA.CV.6441.01A	TCGA.CV.6933.01A	TCGA.CV.6933.11A	TCGA.CV.6934.01A	TCGA.CV.6934.11A	TCGA.CV.6935.01A	TCGA.CV.6935.11A	TCGA.CV.6936.01A	TCGA.CV.6936.11A	TCGA.CV.6937.01A	TCGA.CV.6938.01A	TCGA.CV.6938.11A	TCGA.CV.6939.01A	TCGA.CV.6939.11A	TCGA.CV.6940.01A	TCGA.CV.6941.01A	TCGA.CV.6942.01A	TCGA.CV.6943.01A	TCGA.CV.6943.11A	TCGA.CV.6945.01A	TCGA.CV.6948.01A	TCGA.CV.6950.01A	TCGA.CV.6951.01A	TCGA.CV.6952.01A	TCGA.CV.6953.01A	TCGA.CV.6954.01A	TCGA.CV.6955.01A	TCGA.CV.6955.11A	TCGA.CV.6956.01A	TCGA.CV.6956.11A	TCGA.CV.6959.01A	TCGA.CV.6959.11A	TCGA.CV.6960.01A	TCGA.CV.6961.01A	TCGA.CV.6961.11A	TCGA.CV.6962.01A	TCGA.CV.6962.11A	TCGA.CV.7089.01A	TCGA.CV.7090.01A	TCGA.CV.7091.01A	TCGA.CV.7095.01A	TCGA.CV.7097.01A	TCGA.CV.7099.01A	TCGA.CV.7100.01A	TCGA.CV.7101.01A	TCGA.CV.7101.11A	TCGA.CV.7102.01A	TCGA.CV.7103.01A	TCGA.CV.7103.11A	TCGA.CV.7104.01A	TCGA.CV.7177.01A	TCGA.CV.7178.01A	TCGA.CV.7178.11A	TCGA.CV.7180.01A	TCGA.CV.7183.01A	TCGA.CV.7235.01A	TCGA.CV.7235.11A	TCGA.CV.7236.01A	TCGA.CV.7238.01A	TCGA.CV.7238.11A	TCGA.CV.7242.01A	TCGA.CV.7243.01A	TCGA.CV.7245.01A	TCGA.CV.7245.11A	TCGA.CV.7247.01A	TCGA.CV.7248.01A	TCGA.CV.7250.01A	TCGA.CV.7250.11A	TCGA.CV.7252.01A	TCGA.CV.7253.01A	TCGA.CV.7254.01A	TCGA.CV.7255.01A	TCGA.CV.7255.11A	TCGA.CV.7261.01A	TCGA.CV.7263.01A	TCGA.CV.7406.01A	TCGA.CV.7407.01A	TCGA.CV.7409.01A	TCGA.CV.7410.01A	TCGA.CV.7411.01A	TCGA.CV.7413.01A	TCGA.CV.7414.01A	TCGA.CV.7415.01A	TCGA.CV.7416.01A	TCGA.CV.7418.01A	TCGA.CV.7421.01A	TCGA.CV.7422.01A	TCGA.CV.7423.01A	TCGA.CV.7424.01A	TCGA.CV.7425.01A	TCGA.CV.7427.01A	TCGA.CV.7428.01A	TCGA.CV.7429.01A	TCGA.CV.7430.01A	TCGA.CV.7432.01A	TCGA.CV.7433.01A	TCGA.CV.7434.01A	TCGA.CV.7435.01A	TCGA.CV.7437.01A	TCGA.CV.7438.01A	TCGA.CV.7440.01A	TCGA.CV.7446.01A	TCGA.CV.7568.01A	TCGA.CV.A45O.01A	TCGA.CV.A45P.01A	TCGA.CV.A45Q.01A	TCGA.CV.A45R.01A	TCGA.CV.A45T.01A	TCGA.CV.A45U.01A	TCGA.CV.A45V.01A	TCGA.CV.A45W.01A	TCGA.CV.A45X.01A	TCGA.CV.A45Y.01A	TCGA.CV.A45Z.01A	TCGA.CV.A460.01A	TCGA.CV.A461.01A	TCGA.CV.A463.01A	TCGA.CV.A464.01A	TCGA.CV.A465.01A	TCGA.CV.A468.01A	TCGA.CV.A6JD.01A	TCGA.CV.A6JE.01A	TCGA.CV.A6JM.01A	TCGA.CV.A6JN.01A	TCGA.CV.A6JO.01B	TCGA.CV.A6JT.01A	TCGA.CV.A6JU.01A	TCGA.CV.A6JY.01A	TCGA.CV.A6JZ.01A	TCGA.CV.A6K0.01B	TCGA.CV.A6K1.01A	TCGA.CV.A6K2.01A	TCGA.CX.7082.01A	TCGA.CX.7085.01A	TCGA.CX.7086.01A	TCGA.CX.7219.01A	TCGA.CX.A4AQ.01A	TCGA.D6.6515.01A	TCGA.D6.6516.01A	TCGA.D6.6517.01A	TCGA.D6.6823.01A	TCGA.D6.6824.01A	TCGA.D6.6825.01A	TCGA.D6.6826.01A	TCGA.D6.6827.01A	TCGA.D6.8568.01A	TCGA.D6.8569.01A	TCGA.D6.A4Z9.01A	TCGA.D6.A4ZB.01A	TCGA.D6.A6EK.01A	TCGA.D6.A6EM.01A	TCGA.D6.A6EN.01A	TCGA.D6.A6EO.01A	TCGA.D6.A6EP.01A	TCGA.D6.A6EQ.01A	TCGA.D6.A6ES.01A	TCGA.D6.A74Q.01A	TCGA.DQ.5624.01A	TCGA.DQ.5625.01A	TCGA.DQ.5629.01A	TCGA.DQ.5630.01A	TCGA.DQ.5631.01A	TCGA.DQ.7588.01A	TCGA.DQ.7589.01A	TCGA.DQ.7590.01A	TCGA.DQ.7591.01A	TCGA.DQ.7592.01A	TCGA.DQ.7593.01A	TCGA.DQ.7594.01A	TCGA.DQ.7595.01A	TCGA.DQ.7596.01A	TCGA.F7.7848.01A	TCGA.F7.8298.01A	TCGA.F7.8489.01A	TCGA.F7.A50G.01A	TCGA.F7.A50I.01A	TCGA.F7.A50J.01A	TCGA.F7.A61S.01A	TCGA.F7.A61V.01A	TCGA.F7.A61W.01A	TCGA.F7.A620.01A	TCGA.F7.A622.01A	TCGA.F7.A623.01A	TCGA.F7.A624.01A	TCGA.H7.7774.01A	TCGA.H7.8501.01A	TCGA.H7.8502.01A	TCGA.H7.A6C4.01A	TCGA.H7.A76A.01A	TCGA.HD.7229.01A	TCGA.HD.7753.01A	TCGA.HD.7754.01A	TCGA.HD.7831.01A	TCGA.HD.7832.01A	TCGA.HD.7917.01A	TCGA.HD.8224.01A	TCGA.HD.8314.01A	TCGA.HD.8634.01A	TCGA.HD.8635.01A	TCGA.HD.A4C1.01A	TCGA.HD.A633.01A	TCGA.HD.A634.01A	TCGA.HD.A6HZ.01A	TCGA.HD.A6I0.01A	TCGA.HL.7533.01A	TCGA.IQ.7630.01A	TCGA.IQ.7631.01A	TCGA.IQ.7632.01A	TCGA.IQ.A61E.01A	TCGA.IQ.A61G.01A	TCGA.IQ.A61H.01A	TCGA.IQ.A61I.01A	TCGA.IQ.A61J.01A	TCGA.IQ.A61O.01A	TCGA.IQ.A6SH.01A	TCGA.KU.A66S.01A	TCGA.KU.A66T.01A	TCGA.KU.A6H7.01A	TCGA.KU.A6H7.06A	TCGA.KU.A6H8.01A	TCGA.MT.A51W.01A	TCGA.MT.A51X.01A	TCGA.MT.A67A.01A	TCGA.MT.A67D.01A	TCGA.MT.A67F.01A	TCGA.MT.A7BN.01A	TCGA.MZ.A5BI.01A	TCGA.MZ.A6I9.01A	TCGA.MZ.A7D7.01A	TCGA.P3.A5Q5.01A	TCGA.P3.A5Q6.01A	TCGA.P3.A5QA.01A	TCGA.P3.A5QE.01A	TCGA.P3.A5QF.01A	TCGA.P3.A6SW.01A	TCGA.P3.A6SX.01A	TCGA.P3.A6T0.01A	TCGA.P3.A6T2.01A	TCGA.P3.A6T3.01A	TCGA.P3.A6T4.01A	TCGA.P3.A6T5.01A	TCGA.P3.A6T6.01A	TCGA.P3.A6T7.01A	TCGA.P3.A6T8.01A	TCGA.QK.A64Z.01A	TCGA.QK.A652.01A	TCGA.QK.A6IF.01A	TCGA.QK.A6IG.01A	TCGA.QK.A6IH.01A	TCGA.QK.A6II.01A	TCGA.QK.A6IJ.01A	TCGA.QK.A6V9.01A	TCGA.QK.A6VB.01A	TCGA.QK.A6VC.01A	TCGA.QK.A8Z7.01A	TCGA.QK.A8Z8.01A	TCGA.QK.A8Z9.01B	TCGA.QK.A8ZA.01A	TCGA.QK.A8ZB.01A	TCGA.QK.AA3J.01A	TCGA.QK.AA3K.01A	TCGA.RS.A6TO.01A	TCGA.RS.A6TP.01A	TCGA.T2.A6WX.01A	TCGA.T2.A6WZ.01A	TCGA.T2.A6X0.01A	TCGA.T2.A6X2.01A	TCGA.T3.A92M.01A	TCGA.T3.A92N.01A	TCGA.TN.A7HI.01A	TCGA.TN.A7HJ.01A	TCGA.TN.A7HL.01A	TCGA.UF.A718.01A	TCGA.UF.A719.01A	TCGA.UF.A71A.01A	TCGA.UF.A71A.06A	TCGA.UF.A71B.01A	TCGA.UF.A71D.01A	TCGA.UF.A71E.01A	TCGA.UF.A7J9.01A	TCGA.UF.A7JA.01A	TCGA.UF.A7JC.01A	TCGA.UF.A7JD.01A	TCGA.UF.A7JF.01A	TCGA.UF.A7JH.01A	TCGA.UF.A7JJ.01A	TCGA.UF.A7JK.01A	TCGA.UF.A7JO.01A	TCGA.UF.A7JS.01A	TCGA.UF.A7JT.01A	TCGA.UF.A7JV.01A	TCGA.UP.A6WW.01A	TCGA.WA.A7H4.01A
hsa-let-7a-1	32041.993	18916.632	27512.726	39663.578	36662.208	31534.429	26095.156	78653.699	38373.027	62658.786	60938.589	59628.26	60003.045	60317.173	48765.024	91598.166	68539.015	38467.425	59938.275	72952.693	170434.21	24492.737	22460.98	41346.498	29851.513	32354.58	35765.352	41456.172	33174.254	22709.432	20310.323	23318.206	50617.001	16346.529	32526.935	49126.119	35746.918	39258.632	46331.618	58532.067	58657.662	34089.426	16224.505	17323.585	28203.601	27650.421	21533.38	21341.521	30602.364	34182.276	37019.029	61321.855	27349.394	24916.789	25679.452	17622.928	12101.718	39116.451	26308.655	19627.323	34967.449	31427.353	42149.718	25903.772	14935.026	48867.9	81140.721	11361.904	30153.689	39630.367	71045.798	39468.738	38685.097	53191.85	54696.883	31151.292	38379.942	54225.79	34061.332	25242.273	39325.128	27682.297	27157.535	29480.878	27989.617	38921.412	24334.051	76198.181	48555.872	32420.553	49418.046	51175.586	50822.777	29536.769	68430.888	29996.804	34699.875	95246.239	41535.86	22511.582	53294.311	30369.418	35296.05	53970.405	175362.424	40417.428	101197.725	53543.856	67330.628	60700.722	52953.405	27191.125	31283.027	29598.247	29708.599	36692.249	25513.775	23300.325	18238.969	26814.738	39715.049	21664.861	67508.391	33302.789	25674.53	38090.118	27754.743	37638.895	91721.051	56927.508	77419.763	57008.904	52773.19	42703.495	42740.317	66609.72	54460.872	12265.897	36049.065	57908.679	47467.523	41900.023	69889.837	29542.235	94301.857	78663.492	40812.228	118068.312	44166.134	53222.88	54102.108	29776.533	40772.418	45979.456	29350.367	35558.088	29905.34	26483.505	15612.204	35466.212	21691.305	27695.694	27648.45	29832.644	49327.808	21956.741	46984.863	68959.493	38588.953	38131.453	61154.537	69514.156	79914.719	67199.258	98514.005	25572.637	65206.093	55882.448	66647.686	64240.658	41318.532	47586.042	164846.532	66097.901	57892.793	24722.219	56934.426	39190.066	68169.198	39257.233	106007.212	103093.059	254877.435	88137.039	54723.655	81543.335	80058.656	69509.217	28189.391	105264.595	50946.551	44803.502	114297.485	76573.084	55535.495	69682.481	135393.865	56147.87	73947.436	35427.54	67150.041	51164.335	95531.226	81378.465	58761.135	70760.301	26608.957	32063.13	137529.122	66308.443	96926.549	34062.723	48729.244	93256.651	54897.323	54689.639	55948.077	43492.25	51439.189	36035.58	66742.674	49038.734	54425.985	18474.25	76716.335	25454.032	27514.938	54585.621	75564.796	47362.316	46284.604	33270.142	52844.292	28969.24	32031.08	84083.43	189921.898	60959.873	96113.779	84113.879	85266.48	55498.505	74701.287	54179.765	20501.96	66367.393	71689.302	44872.859	67078.572	61471.943	41246.971	88826.05	124094.995	45211.503	29378.679	57466.114	33441.263	71738.163	69446.775	38860.969	45579.231	79941.084	37636.729	45385.044	71633.722	73929	29172.049	43575.456	96976.589	15733.723	71381.313	97224.139	100597.48	45818.692	51910.875	43468.731	51014.592	44930.888	59331.476	67472.198	41546.008	61397.166	81776.51	56818.202	87810.776	74984.104	57828.437	38229.132	106061.788	80349.589	71426.818	77142.095	48658.5	82097.024	43828.541	44604.687	68993.206	84627.049	85297.358	60676.97	72654.402	89872.485	57571.039	49911.153	27610.805	58501.963	43066.75	82460.115	65961.169	25295.132	37281.117	14846.84	36839.002	61048.402	26555.64	45835	51903.699	33199.721	24520.301	33677.053	40144.105	32188.318	40064.191	32486.191	52628.739	124544.113	78022.305	117272.363	41324.751	73203.386	147167.47	74692.3	86062.26	62609.249	83953.137	19940.589	67118.487	19194.455	17299.147	23439.152	28856.915	16227.309	20056.634	42058.953	16327.235	13558.703	31334.831	22447.579	51354.431	36365.247	41094.272	53590.281	22673.081	38231.221	45033.302	59523.315	26268.224	30079.302	23859.776	47320.289	20789.444	41942.364	29142.78	34190.406	55965.052	28702.932	55427.099	63066.115	34407.758	41009.823	37433.898	99625.359	74117.304	35938.789	45614.354	102724.931	96036.571	191217.338	74159.542	16271.411	31713.22	15073.99	22965.171	41926.498	21588.394	35194.19	19764.402	26432.58	35271.763	55058.184	51637.905	46933.542	68664.903	70320.358	76811.41	80333.144	33195.344	30485.669	15722.193	25544.125	43671.131	47904.827	28463.337	17253.852	24144.313	53940.094	27325.904	30453.725	29488.338	26746.508	22477.001	37787.397	18581.959	45559.814	20362.033	52542.091	44105.419	27520.384	38424.922	21051.758	38045.803	27097.778	26919.395	73423.557	40876.188	28996.954	106723.286	130200.168	21159.4	33525.558	30465.64	14708.263	29692.652	26406.491	19014.479	15969.658	17241.58	27865.202	31833.106	28364.93	60354.701	30100.056	33683.927	18755.38	26634.502	26840.787	66174.591	41126.578	48229.301	26879.305	35018.31	39168.696	49450.09	39116.017	35155.994	35830.561	44253.304	15945.3	35870.556	18474.93	14104.996	36639.082	33316.086	34330.087	39039.746	15435.513	32020.506	28887.042	25037.318	41347.889	34780.054	41256.977	32009.816	42797.557	51036.376	14386.103	21351.073	20515.245	35037.518	20123.891	55738.359	38724.332	48879.454	32925.19	22602.841	31083.691	24217.681	26459.76	46528.94	27932.328	66522.676	27324.058	48538.145	38235.563	28270.526	29155.207	29514.103	31263.932	33358.616	36934.651	33592.143	35447.158	52511.245	19393.443	20766.557	34431.131	35337.277	18823.077	24894.132	43296.753	20085.726	19579.528	18953.672	25605.684	16660.346	23568.134	15169.227	22246.257	42060.869	21458.369	28748.627	19684.945	13601.049	30243.228	16628.057	38799.583	21969.385
hsa-let-7a-2	31925.707	19023.748	27368.68	39239.216	36414.653	31459.03	26778.834	78883.468	38643.184	62416.593	61783.713	59040.501	59598.05	60395.299	48254.223	91417.964	67723.779	38221.577	59753.966	73025.077	168932.587	24098.812	22416.572	41192.408	29837.771	31974.43	35503.643	41192.408	33309.347	22664.803	19814.595	22762.353	50315.913	16253.883	33004.09	49286.572	35724.161	39210.455	46572.978	58301.643	58260.093	33773.692	15783.97	17115.494	28371.395	27959.457	21554.409	21282.244	30417.601	34189.406	36808.015	60486.031	27223.336	24945.049	25760.426	17572.077	11998.491	39017.986	26282.085	19985.531	34763.55	31921.911	42043.547	25493.742	14574.001	48470.714	81089.94	10980.79	30189.767	39710.782	71288.049	39300.724	38854.253	53334.708	54394.75	31813.612	37454.447	54162.07	33988.244	24927.384	39280.143	27800.03	27138.967	29456.285	28021.776	38461.988	24438.566	75905.918	48708.669	32166.531	49845.623	50886.901	51098.622	29737.756	68274.196	29898.269	34640.608	94805.401	41196.769	22444.091	52849.415	30570.533	35064.561	54270.523	174712.631	40633.249	101200.021	52776.945	67080.938	60946.725	52785.41	27115.035	31290.965	29507.261	29632.896	36294.99	24761.78	23013.097	18167.718	26555.828	39573.233	21479.341	67210.72	33254.236	25697.115	37808.016	27415.826	37048.897	91152.699	56846.632	77785.274	57156.311	52846.806	42390.9	42346.782	66103.427	54191.148	12225.003	35767.432	57847.804	47076.288	42237.067	69058.959	29375.247	93469.361	78199.149	40883.243	118602.784	43509.513	53139.461	53711.017	29496.146	41192.408	45963.543	29247.995	34855.297	29547.361	26222.541	15569.272	35081.453	21510.715	27690.935	26941.013	29254.947	49559.214	22041.803	46968.529	68868.229	38641.912	37922.055	61030.034	69360.519	79298.635	67355.405	99066.598	25444.291	64897.909	55350.418	66397.713	63670.953	41236.384	46898.95	163479.183	66044.224	57968.211	25066.869	55766.117	38803.32	67852.334	38981.681	105496.733	102942.462	254324.56	88139.163	55064.248	81994.051	79775.592	68899.026	28206.963	105279.387	50475.177	44582.772	114168.1	76204.454	55415.218	70053.218	134776.511	56204.366	73298.741	35519.442	67528.074	50555.032	95919.845	81550.526	58967.707	70493.951	26929.06	32151.337	136812.837	65463.569	97479.592	34337.728	48545.447	92866.787	54582.596	54251.542	54805.505	42648.201	50789.508	35676.211	67474.023	49149.408	54225.205	18908.683	76706.558	25304.161	27498.797	54320.639	75615.27	47242.036	46057.902	33097.346	52989.793	29024.763	31995.821	83722.686	189318.89	61091.766	95548.765	84442.244	85181.338	55516.557	74575.338	54703.624	20406.231	66107.021	71037.784	44710.913	67269.991	61525.391	40983.496	87914.142	123829.899	45289.036	29571.063	57364.794	33345.792	70884.093	69141.349	38876.437	45204.737	79805.258	37174.601	45266.375	71138.772	74028.602	29022.108	43172.654	95908.891	15463.695	71146.62	97187.251	100583.163	45852.289	51843.879	42704.886	50441.061	44752.367	59234.778	67098.806	41192.408	61034.033	82409.606	57170.221	87595.003	74725.278	57477.947	38062.232	105875.946	79962.616	71567.066	76904.678	48295.974	82605.736	43804.528	44864.332	69285.248	84466.546	84957.037	60584.786	72629.984	89446.036	57588.492	49866.041	26945.692	57739.358	42723.001	81657.403	65928.371	25266.897	37281.117	14561.246	36853.071	60619.695	26503.125	45870.92	51635.533	32909.931	24282.109	33694.579	39957.706	32046.042	39691.84	32909.068	52567.444	123903.234	77814.153	117537.795	40411.463	73029.094	147675.257	74859.691	85451.806	62167.725	83715.56	20295.194	67121.764	19205.483	17128.624	23074.551	28486.229	15855.369	20113.822	41553.118	16185.473	13364.897	31047.613	22187.844	51724.559	36115.188	41338.894	52974.518	22231.505	37995.952	44765.232	59626.784	26030.295	30245.536	23646.179	47224.703	20447.83	41670.801	29051.72	34084.997	55140.716	28671.042	55096.154	62939.28	34826.628	41086.59	37416.75	99613.673	73793.874	36061.838	46205.563	102432.932	95863.121	189861.172	73789.121	16609.359	31575.946	14981.17	22657.64	42315.706	21592.576	34693.972	19746.18	26734.531	35131.968	55238.079	51858.699	47310.735	68356.409	70282.132	76918.071	80169.293	33125.123	30600.456	15667.858	25386.439	43645.431	48635.728	28445.613	17315.74	24317.618	53400.606	27331.012	30247.204	28919.621	26896.225	22834.625	38185.224	18385.23	45364.225	19994.089	52520.786	43711.171	28086.097	38260.522	20772.041	37767.406	27127.481	26714.193	73256.253	40958.828	29004.686	106689.057	130050.377	21213.449	33927.577	30229.73	14666.433	29439.798	26302.354	19134.229	15838.043	17163.907	28157.256	31367.143	28275.179	60548.002	30153.765	33518.426	18460.487	26214.728	26347.252	66370.911	40822.429	47790.864	26898.78	35123.26	39428.476	49072.102	38822.537	35203.041	35271.408	43503.318	16041.457	36271.406	18363.841	14014.458	36797	33041.756	34603.478	39093.318	15727.147	32027.409	29083.857	24575.579	41214.499	34424.286	41493.666	31538.343	42471.991	51100.371	14411.045	21218.78	20308.872	34954.154	19642.731	55552.55	38513.637	48189.477	33020.629	22736.882	31021.273	24185.81	26206.862	46071.353	28048.261	66339.706	26972.628	48189.765	37963.582	28147.952	28939.971	29072.342	31046.329	33184.528	37006.585	33747.608	35820.769	53431.718	19028.75	20525.647	33625.037	35126.066	18529.277	24661.865	42646.566	19811.304	19322.44	18570.119	25485.026	16485.677	23296.738	15085.148	22609.55	42000.889	21272.772	28794.608	19721.438	13618.705	30019.098	16731.351	38440.18	21913.998
