	TCGA.3L.AA1B.01A	TCGA.4N.A93T.01A	TCGA.4T.AA8H.01A	TCGA.5M.AAT4.01A	TCGA.5M.AAT5.01A	TCGA.5M.AAT6.01A	TCGA.5M.AATA.01A	TCGA.5M.AATE.01A	TCGA.A6.2671.01A	TCGA.A6.2671.11A	TCGA.A6.2672.01B	TCGA.A6.2675.01A	TCGA.A6.2677.01A	TCGA.A6.2679.01A	TCGA.A6.2680.01A	TCGA.A6.2680.11A	TCGA.A6.2681.01A	TCGA.A6.2682.01A	TCGA.A6.2684.01A	TCGA.A6.2684.11A	TCGA.A6.2685.01A	TCGA.A6.2685.11A	TCGA.A6.2686.01A	TCGA.A6.3809.01A	TCGA.A6.3810.01A	TCGA.A6.4105.01A	TCGA.A6.4107.01A	TCGA.A6.5656.01A	TCGA.A6.5656.01B	TCGA.A6.5657.01A	TCGA.A6.5659.01A	TCGA.A6.5660.01A	TCGA.A6.5661.01A	TCGA.A6.5661.01B	TCGA.A6.5662.01A	TCGA.A6.5664.01A	TCGA.A6.5665.01A	TCGA.A6.5665.01B	TCGA.A6.5666.01A	TCGA.A6.5667.01A	TCGA.A6.6137.01A	TCGA.A6.6138.01A	TCGA.A6.6140.01A	TCGA.A6.6141.01A	TCGA.A6.6142.01A	TCGA.A6.6648.01A	TCGA.A6.6649.01A	TCGA.A6.6650.01A	TCGA.A6.6650.01B	TCGA.A6.6651.01A	TCGA.A6.6652.01A	TCGA.A6.6653.01A	TCGA.A6.6654.01A	TCGA.A6.6780.01A	TCGA.A6.6780.01B	TCGA.A6.6781.01A	TCGA.A6.6781.01B	TCGA.A6.6782.01A	TCGA.A6.A565.01A	TCGA.A6.A566.01A	TCGA.A6.A567.01A	TCGA.A6.A56B.01A	TCGA.A6.A5ZU.01A	TCGA.AA.3488.01A	TCGA.AA.3489.01A	TCGA.AA.3492.01A	TCGA.AA.3494.01A	TCGA.AA.3495.01A	TCGA.AA.3496.01A	TCGA.AA.3502.01A	TCGA.AA.3506.01A	TCGA.AA.3509.01A	TCGA.AA.3510.01A	TCGA.AA.3511.01A	TCGA.AA.3655.01A	TCGA.AA.3660.01A	TCGA.AA.3662.01A	TCGA.AA.3663.01A	TCGA.AA.3697.01A	TCGA.AA.3712.01A	TCGA.AA.3713.01A	TCGA.AD.5900.01A	TCGA.AD.6548.01A	TCGA.AD.6888.01A	TCGA.AD.6889.01A	TCGA.AD.6890.01A	TCGA.AD.6895.01A	TCGA.AD.6899.01A	TCGA.AD.6901.01A	TCGA.AD.6963.01A	TCGA.AD.6964.01A	TCGA.AD.6965.01A	TCGA.AD.A5EJ.01A	TCGA.AD.A5EK.01A	TCGA.AM.5820.01A	TCGA.AM.5821.01A	TCGA.AU.3779.01A	TCGA.AU.6004.01A	TCGA.AY.5543.01A	TCGA.AY.6196.01A	TCGA.AY.6197.01A	TCGA.AY.6386.01A	TCGA.AY.A54L.01A	TCGA.AY.A69D.01A	TCGA.AY.A71X.01A	TCGA.AY.A8YK.01A	TCGA.AZ.4308.01A	TCGA.AZ.4313.01A	TCGA.AZ.4315.01A	TCGA.AZ.4323.01A	TCGA.AZ.4614.01A	TCGA.AZ.4615.01A	TCGA.AZ.4616.01A	TCGA.AZ.4681.01A	TCGA.AZ.4682.01B	TCGA.AZ.4684.01A	TCGA.AZ.5403.01A	TCGA.AZ.5407.01A	TCGA.AZ.6598.01A	TCGA.AZ.6599.01A	TCGA.AZ.6600.01A	TCGA.AZ.6601.01A	TCGA.AZ.6603.01A	TCGA.AZ.6605.01A	TCGA.AZ.6606.01A	TCGA.AZ.6607.01A	TCGA.AZ.6608.01A	TCGA.CA.5254.01A	TCGA.CA.5255.01A	TCGA.CA.5256.01A	TCGA.CA.5796.01A	TCGA.CA.5797.01A	TCGA.CA.6715.01A	TCGA.CA.6716.01A	TCGA.CA.6717.01A	TCGA.CA.6718.01A	TCGA.CA.6719.01A	TCGA.CK.4947.01B	TCGA.CK.4948.01B	TCGA.CK.4950.01A	TCGA.CK.4951.01A	TCGA.CK.4952.01A	TCGA.CK.5912.01A	TCGA.CK.5913.01A	TCGA.CK.5914.01A	TCGA.CK.5915.01A	TCGA.CK.5916.01A	TCGA.CK.6746.01A	TCGA.CK.6747.01A	TCGA.CK.6748.01A	TCGA.CK.6751.01A	TCGA.CM.4743.01A	TCGA.CM.4744.01A	TCGA.CM.4746.01A	TCGA.CM.4747.01A	TCGA.CM.4748.01A	TCGA.CM.4750.01A	TCGA.CM.4751.01A	TCGA.CM.4752.01A	TCGA.CM.5341.01A	TCGA.CM.5344.01A	TCGA.CM.5348.01A	TCGA.CM.5349.01A	TCGA.CM.5860.01A	TCGA.CM.5861.01A	TCGA.CM.5862.01A	TCGA.CM.5863.01A	TCGA.CM.5864.01A	TCGA.CM.5868.01A	TCGA.CM.6161.01A	TCGA.CM.6162.01A	TCGA.CM.6163.01A	TCGA.CM.6164.01A	TCGA.CM.6165.01A	TCGA.CM.6166.01A	TCGA.CM.6167.01A	TCGA.CM.6168.01A	TCGA.CM.6169.01A	TCGA.CM.6170.01A	TCGA.CM.6171.01A	TCGA.CM.6172.01A	TCGA.CM.6674.01A	TCGA.CM.6675.01A	TCGA.CM.6676.01A	TCGA.CM.6677.01A	TCGA.CM.6678.01A	TCGA.CM.6679.01A	TCGA.CM.6680.01A	TCGA.D5.5537.01A	TCGA.D5.5538.01A	TCGA.D5.5539.01A	TCGA.D5.5540.01A	TCGA.D5.5541.01A	TCGA.D5.6529.01A	TCGA.D5.6530.01A	TCGA.D5.6531.01A	TCGA.D5.6532.01A	TCGA.D5.6533.01A	TCGA.D5.6534.01A	TCGA.D5.6535.01A	TCGA.D5.6536.01A	TCGA.D5.6537.01A	TCGA.D5.6538.01A	TCGA.D5.6539.01A	TCGA.D5.6540.01A	TCGA.D5.6541.01A	TCGA.D5.6898.01A	TCGA.D5.6920.01A	TCGA.D5.6922.01A	TCGA.D5.6923.01A	TCGA.D5.6924.01A	TCGA.D5.6926.01A	TCGA.D5.6927.01A	TCGA.D5.6928.01A	TCGA.D5.6929.01A	TCGA.D5.6931.01A	TCGA.D5.6932.01A	TCGA.D5.7000.01A	TCGA.DM.A0X9.01A	TCGA.DM.A0XD.01A	TCGA.DM.A0XF.01A	TCGA.DM.A1D0.01A	TCGA.DM.A1D4.01A	TCGA.DM.A1D6.01A	TCGA.DM.A1D7.01A	TCGA.DM.A1D8.01A	TCGA.DM.A1D9.01A	TCGA.DM.A1DA.01A	TCGA.DM.A1DB.01A	TCGA.DM.A1HA.01A	TCGA.DM.A1HB.01A	TCGA.DM.A280.01A	TCGA.DM.A282.01A	TCGA.DM.A285.01A	TCGA.DM.A288.01A	TCGA.DM.A28A.01A	TCGA.DM.A28C.01A	TCGA.DM.A28E.01A	TCGA.DM.A28F.01A	TCGA.DM.A28G.01A	TCGA.DM.A28H.01A	TCGA.DM.A28K.01A	TCGA.DM.A28M.01A	TCGA.F4.6459.01A	TCGA.F4.6460.01A	TCGA.F4.6461.01A	TCGA.F4.6463.01A	TCGA.F4.6569.01A	TCGA.F4.6570.01A	TCGA.F4.6703.01A	TCGA.F4.6704.01A	TCGA.F4.6805.01A	TCGA.F4.6806.01A	TCGA.F4.6807.01A	TCGA.F4.6808.01A	TCGA.F4.6809.01A	TCGA.F4.6854.01A	TCGA.F4.6855.01A	TCGA.F4.6856.01A	TCGA.G4.6293.01A	TCGA.G4.6294.01A	TCGA.G4.6295.01A	TCGA.G4.6297.01A	TCGA.G4.6298.01A	TCGA.G4.6299.01A	TCGA.G4.6302.01A	TCGA.G4.6303.01A	TCGA.G4.6304.01A	TCGA.G4.6306.01A	TCGA.G4.6307.01A	TCGA.G4.6309.01A	TCGA.G4.6310.01A	TCGA.G4.6311.01A	TCGA.G4.6314.01A	TCGA.G4.6315.01A	TCGA.G4.6317.01A	TCGA.G4.6317.02A	TCGA.G4.6320.01A	TCGA.G4.6321.01A	TCGA.G4.6322.01A	TCGA.G4.6323.01A	TCGA.G4.6586.01A	TCGA.G4.6588.01A	TCGA.G4.6625.01A	TCGA.G4.6626.01A	TCGA.G4.6627.01A	TCGA.G4.6628.01A	TCGA.NH.A50T.01A	TCGA.NH.A50U.01A	TCGA.NH.A50V.01A	TCGA.NH.A5IV.01A	TCGA.NH.A6GA.01A	TCGA.NH.A6GB.01A	TCGA.NH.A6GC.01A	TCGA.NH.A8F7.01A	TCGA.NH.A8F7.06A	TCGA.NH.A8F8.01A	TCGA.QG.A5YV.01A	TCGA.QG.A5YW.01A	TCGA.QG.A5YX.01A	TCGA.QG.A5Z1.01A	TCGA.QG.A5Z2.01A	TCGA.QL.A97D.01A	TCGA.RU.A8FL.01A	TCGA.SS.A7HO.01A	TCGA.T9.A92H.01A	TCGA.WS.AB45.01A
hsa-let-7a-1	17000.221	13651.108	24706.101	11870.599	10621.569	14700.966	11170.207	10448.864	18774.575	39454.313	11571.077	18330.04	14631.368	15914.762	16779.044	65811.123	17730.228	18910.06	19480.787	41905.324	16797.306	77959.139	19018.421	8253.39	10148.104	25151.433	19880.318	7073.239	8444.671	37322.288	22724.725	28029.966	34873.685	11227.339	33440.6	15602.323	29776.413	9878.904	42829.57	23826.051	14452.824	22747.278	11263.843	16156.653	15700.807	23898.507	30799.449	12846.886	9288.692	34554.988	14487.218	22605.712	25178.876	18887.82	6502.666	10908.284	10247.74	24832.105	13382.691	15914.762	14869.169	10993.514	12851.557	17426.235	57849.786	19575.51	15530.771	16125.804	20436.598	26388.705	15195.53	18818.207	12920.199	20607.132	25547.493	39038.713	26998.062	40271.196	24827.207	18017.41	34337.677	22446.006	21328.063	11530.698	32240.103	15713.827	35380.138	26259.261	41784.04	14373.597	20170.424	17887.675	16588.597	12530.226	30572.873	24823.907	28418.925	23133.916	19250.122	19256.511	18777.478	22711.799	7368.378	17676.391	24762.387	10302.265	16380.741	15824.628	14461.213	20457.847	11114.576	22660.876	27856.664	13673.681	17585.896	20746.32	38074.824	33521.633	15767.201	31699.168	33216.071	23862.552	15406.909	24567.808	36672.738	28406.1	15948.83	40651.42	8131.226	15053.016	43724.574	21660.518	29875.321	11846.885	40904.437	29597.905	36351.695	31274.246	11704.686	18375.166	15205.661	27863.299	34294.282	36105.933	20634.224	30207.958	37434.654	63134.747	34670.508	25168.503	24996.419	27852.033	18613.648	15112.872	18876.732	18153.12	14842.204	35530.692	15842.254	23388.968	22693.325	22625.354	15914.762	34078.588	42532.408	26118.643	27863.167	27378.532	40348.46	20393.339	35072.269	27035.166	17759.332	26217.646	29181.918	31330.119	35931.668	25581.474	22131.765	20862.05	29910.767	22355.475	38750.545	19376.7	26007.836	22620.3	19848.805	24983.279	24042.867	31985.9	38639.257	38157.9	33674.252	16694.816	24803.293	28170.093	17132.327	15483.959	26409.694	24692.252	21573.141	13224.435	17164.558	25088.396	24392.396	31085.948	29258.204	18910.227	30579.787	24320.579	21688.101	16951.272	20419.245	18694.616	28411.63	28170.964	13449.388	16935.169	19846.027	21314.461	15741.597	18207.83	15826.602	39030.549	16412.46	23280.77	19542.649	23388.788	14956.204	27029.049	7902.209	15410.62	13393.203	35153.265	22124.503	24869.747	25602.724	19727.173	16242.377	9060.482	25515.047	22143.237	16896.625	18627.758	27460.237	20276.53	17874.139	46297.516	26410.045	24842.052	28198.499	37394.91	21591.71	29473.549	11489.042	36419.837	16658.94	28605.58	17234.834	17732.104	28098.546	11906.334	22835.562	11537.138	20291.052	27071.237	27101.76	11466.659	7494.675	15376.247	21016.184	12853.616	16219.382	17421.925	10710.809	17302.377	19730.739	15288.354	14408.278	18998.919	23668.642	16480.505	16435.306	9142.372	11975.286	24606.99	40057.467	11876.817	20110.796	14893.376	10711.782	21826.248	15864.036	14715.767	18263.259	10358.733	18611.996	15580.011	16219.071	12519.616	18975.165	15927.349	15846.937	13374.287	8627.508	7657.644	21606.104
hsa-let-7a-2	16847.452	13499.482	24490.769	11852.905	10633.733	14793.772	10976.459	10553.019	19140.075	38893.476	11491.724	18149.028	14275.277	15580.211	16474.222	66706.726	17684.435	18953.107	19202.797	42690.819	16641.4	77573.976	19234.679	8393.117	10085.046	25023.156	20239.393	7073.239	8517.357	37328.155	22445.294	27934.26	34801.772	11173.51	33091.754	15561.967	29477.695	9852.75	42697.645	23749.578	14495.649	22936.382	11277.729	16136.659	15731.376	23884.866	30901.964	12706.552	9191.766	34422.666	14242.908	22567.431	25211.921	18646.019	6366.289	10901.611	10353.728	24895.759	13124.51	15853.694	14921.135	10907.168	12955.7	17558.301	57389.947	19505.231	15588.361	15982.757	20374.751	26790.026	15313.758	18665.468	13236.942	20636.866	25644.083	38977.519	27355.698	40497.59	24877.009	17838.88	34073.363	22534.065	21256.61	11480.259	32124.358	15599.624	35360.794	26227.509	41849.178	14359.687	20254.16	17918.315	16445.541	12524.448	30637.687	25689.823	28528.201	22885.705	19452.459	19227.915	18777.478	22564.032	7308.1	17881.672	24630.211	10241.024	16050.387	15262.116	13938.365	20572.817	11086.803	22767.756	27906.585	13744.549	17492.344	20640.203	37827.613	33352.318	15874.875	31700.339	33086.315	23560.09	15193.912	24570.598	37008.5	28474.093	15874.875	40235.572	7922.451	15320.755	43295.769	21465.862	29637.298	11646.273	41136.001	29535.396	36330.183	30751.553	11701.498	18312.213	15054.201	27962.737	34420.858	36226.882	21017.396	30122.888	37645.964	62918.587	34405.72	25175.653	24911.513	27908.123	18506.16	15213.37	18834.456	17934.849	14595.284	35700.341	15870.988	23136.331	22805.009	22670.247	15781.814	34017.92	42146.22	25871.308	27572.732	26904.483	40425.912	20321.869	34757.307	27116.629	17814.343	26373.394	29188.183	31498.791	35933.934	25528.781	22161.506	20612.194	29558.745	22549.663	38547.117	19287.055	25860.905	22406.073	19750.495	24628.267	23909.2	32099.137	38378.244	38137.764	33755.241	16480.965	24495.487	28478.046	17203.883	15414.467	26586.584	24905.137	21373.815	13223.507	17130.821	24889.739	24165.591	30958.002	29374.423	18902.001	30484.421	24163.91	21741.921	16934.33	20519.246	18592.044	28475.783	28165.239	13252.667	17034.101	19742.876	20999.934	15682.539	17996.24	15767.937	38672.374	16375.824	23309.014	19810.06	23284.304	14963.099	27049.072	7812.17	15271.327	13289.979	35457.37	22225.638	24767.179	25535.913	19867.457	16235.054	8906.758	25620.505	21956.12	16652.005	18638.163	27253.809	20382.584	17837.896	46200.306	26211.841	24654.678	28051.734	36998.632	21479.865	29332.495	11552.63	36498.336	16825.254	29080.525	17099.977	17592.225	28141.224	11656.705	22642.504	11320.258	20390.673	26971.05	27263.905	11358.197	7424.507	15169.065	21049.534	12580.347	16174.207	17570.799	10573.59	17190.746	19592.585	15238.399	14441.334	18998.919	23602.695	16445.97	16290.269	9095.727	12101.464	24674.692	39778.756	11895.79	20121.11	14789.243	10725.949	21693.336	15865.808	14822.084	18242.166	10349.721	18478.768	15605.973	16086.983	12496.489	18973.115	15874.875	15874.875	13343.404	8651.868	7794.739	21434.425
hsa-let-7a-3	16955.681	13592.76	24474.113	11946.138	10778.83	14931.156	11248.657	10452.316	18868.743	39411.986	11693.01	18453.602	13847.969	15360.171	16676.513	66194.455	17415.228	19197.555	19047.015	42702.121	16609.712	77938.32	19157.152	8621.76	10417.15	25110.892	20165.737	7058.085	8457.113	37528.556	22366.569	28067.058	34587.615	11310.968	33380.873	15963.291	29751.169	9902.152	42920.903	23744.235	14477.37	22961.418	11336.314	16129.354	15798.912	23764.15	30922.033	12795.155	9410.243	34563.39	14367.133	22682.668	25248.482	18819.386	6422.51	11061.264	10161.624	24807.181	13298.564	15984.296	15004.939	10936.101	13066.441	17481.153	58203.144	19183.353	15776.377	16499.927	20451.664	26933.248	15469.753	18365.196	13298.351	20631.638	25721.076	39214.027	27432.907	39871.084	25037.482	18117.833	34269.555	22451.009	21367.668	11540.931	32198.807	15897.479	35326.137	26592.653	41939.938	14324.632	20199.66	18245.924	16893.547	12493.631	30396.845	25015.687	28368.766	23128.326	19302.814	19311.201	18810.765	22743.323	7432.563	17717.068	24761.33	10382.676	16203.478	15810.477	14197.664	20525.562	11127.801	22772.614	27946.144	13911.185	17416.332	21307.394	38082.236	33911.734	15767.669	31591.449	33202.648	23694.672	15267.528	24597.385	36833.271	28509.818	15941.828	40432.196	8151.004	15257.885	43419.008	21643.454	30185.431	11803.437	41362.713	29574.727	36456.426	30936.725	11640.935	18381.383	15031.854	28208.712	34049.919	36623.63	20934.034	30580.818	37743.717	63093.545	34635.803	25147.947	25009.686	28064.154	18608.687	15390.109	19098.423	18011.168	14943.877	35639.646	15935.215	23606.758	22837.174	22301.957	15686.067	34189.268	42585.65	26125.132	27779.388	27243.839	40536.964	20507.095	35002.278	27087.371	17909.361	26305.504	29490.291	31593.977	36120.958	25568.874	22234.264	20843.518	29589.409	22410.471	38883.577	19265.602	26003.121	22460.556	19756.084	25030.021	24080.492	32365.4	38640.202	38372.69	34171.33	16585.149	24943.33	28125.934	17305.773	15591.743	26755.168	24790.569	21600.387	13427.803	17215.931	25109.255	24209.207	31218.847	29272.929	18851.621	30478.251	24304.274	22049.319	16891.289	20307.673	18624.944	28561.509	28532.476	13339.873	17083.248	19748.728	21166.241	15799.981	18239.039	15963.291	38965.586	16433.192	23266.649	19798.056	23424.051	14950.841	27070.634	7843.948	15451.802	13511.387	35362.284	22036.198	24784.165	25710.853	20114.479	16266.178	9135.038	25684.375	22138.019	16727.615	18781.344	27313.924	20476.649	18054.253	46359.83	26235.851	24716.766	28252.813	37127.583	21551.721	29403.777	11404.813	36619.732	16696.29	29003.875	17338.698	17620.009	28268.086	11795.43	22756.555	11556.097	20373.574	27163.118	27395.398	11490.645	7434.992	15492.979	21238.003	13079.013	16244.389	17519.408	10777.486	17356.673	19815.21	15428.639	14391.249	19272.529	23674.923	16565.459	16550.162	9196.438	12007.998	24730.641	40150.37	12150.734	20401.343	14871.888	10763.728	21940.3	15934.023	14840.823	18331.981	10430.134	18823.783	15711.814	16260.024	12443.368	18911.959	16073.916	15832.967	13389.946	8710.019	7819.713	21374.421
hsa-let-7b	24855.955	15743.707	21001.137	15765.99	10057.692	22086.099	13800.659	14129.387	25436.573	403394.82	18394.499	17946.587	18860.933	26640.612	26026.223	296238.916	24377.156	27644.048	42834.632	305930.621	35304.51	396437.162	32636.525	31641.701	32834.201	25616.741	35488.566	29620.953	15312.515	36734.628	25044.951	31190.555	36695.999	15749.996	34343.9	70884.187	33543.342	13396.602	19229.045	19303.148	19646.983	16750.835	12781.832	20713.628	29957.044	21192.951	45282.236	17553.302	14503.856	47297.298	12888.846	25983.486	41453.534	10261.47	6061.807	49237.435	23324.042	23873.47	13702.204	16432.335	10711.174	11089.353	16786.381	21686.359	35963.662	25008.076	25094.162	25532.064	21984.369	42317.708	15018.189	33206.968	11095.696	19665.112	33449.717	52815.72	26512.568	30763.778	25321.538	24868.489	44264.444	31002.226	22610.131	17086.251	14186.692	19760.346	35254.405	35515.523	41122.235	27619.876	17101.459	27143.802	21612.037	8265.314	20418.496	37879.486	31054.686	23109.319	19393.444	22464.619	14710.689	20043.126	8183.242	25665.319	19738.288	13436.718	29137.656	38788.559	26213.252	28868.685	5663.091	57746.49	17739.726	15091.04	27436.181	25980.164	46632.301	33867.035	13527.116	44516.528	34150.216	20941.069	13266.638	30634.56	44285.618	62330.007	21679.661	130702.892	37210.247	20366.61	32352.808	32995.428	27299.229	17767.11	41532.573	34455.386	18923.398	32614.421	15203.023	20335.245	35781.97	32317.031	50008.209	30574.363	23358.837	24133.606	38021.171	93947.652	37637.161	18799.626	23746.698	27010.69	30217.412	30180.692	25006.746	39061.338	19676.866	22331.929	25050.469	34802.066	18640.531	34793.912	15216.479	61100.342	78333.149	22060.342	31769.149	18521.158	35721.847	18947.265	47065.458	34010.522	28224.727	19047.629	27507.101	33012.895	34489.323	24712.607	22053.696	22988.066	33318.136	21302.771	34612.697	25224.687	34078.786	23216.964	21046.283	16020.43	20092.738	22880.19	63445.814	24589.23	30960.756	27485.058	47608.623	22581.628	20413.813	14905.332	50934.642	19565.13	18845.189	18278.898	19137.416	21655.603	28901.591	40938.21	27728.429	22654.846	27745.749	36224.597	27821.565	23827.752	24553.177	29956.285	25239.202	30259.883	16332.607	22149.182	14250.249	17469.799	19415.03	16843.604	15677.007	37086.923	20392.461	12473.118	16593.463	14147.813	11514.791	10623.561	14592.869	16519.511	13492.437	19274.695	15073.704	14429.392	14319.557	22927.273	16662.735	9289.531	11679.172	13845.953	6582.523	19112.492	17044.723	20192.61	27088.518	37418.662	27002.772	49698.518	38779.436	30908.169	23930.458	29003.62	19054.631	39031.335	25899.264	37749.165	33722.512	13292.372	23169.038	17522.406	31725.119	13227.442	24264.734	27068.641	28856.997	19625.246	9771.105	14108.421	23565.551	17491.21	25085.751	19627.48	12049.177	26849.655	28380.749	26546.757	22174.364	11127.551	21003.133	18407.524	14107.166	8523.799	8104.64	19298.936	32312.831	13795.417	18619.754	10790.9	7343.778	31666.2	18921.321	21778.6	9410.943	13276.48	20705.619	19219.23	6634.943	6482.953	13249.372	19362.163	16341.098	16552.676	12594.322	9105.641	19645.133
hsa-let-7c	2365.628	433.444	454.755	903.072	448.321	2217.607	638.298	734.839	2374.953	14634.656	300.962	1494.599	1918.933	839.746	390.726	8827.089	2361.81	1666.545	4203.424	4758.18	3082.633	11929.653	1419.955	422.355	1496.572	686.163	2000.231	1294.246	1255.307	5101.63	3142.082	1193.807	720.707	487.351	2444.566	9441.211	607.253	424.274	759.545	3104.987	249.641	1283.773	97.641	2848.302	3221.845	116.625	2309.565	323.043	321.691	8642.423	1150.331	328.74	3159.664	256.4	298.359	795.701	912.493	3907.397	239.946	390.598	1129.341	687.603	1086.2	264.133	7295.112	850.376	472.58	218.238	685.079	214.833	1062.406	633.522	491.275	1074.68	1023.3	1524.898	848.689	571.588	485.108	621.918	547.703	2046.368	1238.788	78.216	216.95	817.175	3969.455	2822.588	5011.306	1710.454	2666.892	3131.139	246.668	760.789	1931.151	931.296	3751.212	1956.617	522.704	3218.831	90.679	970.337	159.066	231.769	109.618	331.764	1907.595	714.638	943.677	2231.685	173.252	1350.568	1444.402	356.255	487.252	715.979	3449.083	411.774	378.731	1618.123	1419.363	2120.006	1251.968	1839.391	483.86	1971.221	187.294	4563.03	1909.739	1702.908	433.869	2332.078	412.12	1671.416	7860.025	1653.342	2265.86	1514.818	1076.595	554.138	1052.776	357.624	2188.716	970.338	838.005	330.325	2654.546	657.436	2133.728	1092.165	1217.218	209.061	1344.429	441.846	2371.578	3115.321	1324.863	1303.459	588.19	2267.636	1319.66	6514.506	1600.258	3351.945	1597.243	2172.648	1388.876	1210.487	4756.459	1188.783	2830.771	2665.31	2428.812	3373.75	3264.014	9395.83	4389.375	1792.719	2538.57	302.256	1837.379	1680.043	589.775	3480.06	2342.241	1428.712	3029.205	1512.789	1707.977	1869.192	3052.707	2545.594	2097.536	2039.309	419.42	1948.816	1328.461	777.885	6534.948	2660.253	4044.844	781.896	498.39	162.899	404.177	1564.657	2263.374	96.649	2857.038	1381.666	1209.926	929.502	725.628	1092.815	1458.477	350.062	723.34	836.77	444.063	525.049	1710.332	614.139	309.75	1853.498	2062.705	1855.058	1679.152	383.979	97.297	334.994	435.628	775.194	1056.676	1554.791	398.504	745.413	661.958	405.604	275.357	900.053	377.275	76.04	192.732	2868.367	1831.446	1805.678	2846.683	6571.456	658.639	5182.172	4545.666	2692.88	1204.052	4535.234	1015.071	8772.195	1883.019	1793.042	995.091	152.334	2203.429	188.27	1624.103	907.714	1603.226	6644.003	1942.593	440.103	145.579	229.6	369.957	2639.938	997.88	3694.292	319.372	923.454	378.936	886.876	729.229	535.913	552.697	379.878	638.834	456.907	217.308	2413.777	2877.342	277.474	768.211	1441.734	306.483	3494.319	266.66	453.952	922.655	1432.185	1658.462	183.059	224.952	160.809	1610.902	128.472	152.498	419.319	931.196	144.003	651.713
hsa-let-7d	991.957	1353.124	1096.588	1521.68	695.072	1303.736	1793.652	1188.862	1292.817	27920.13	1300.621	759.154	1681.539	1048.56	1474.228	31478.521	1114.297	1140.753	1424.867	14641.857	1055.852	21007.016	1552.566	1454.426	1032.046	1208.348	1265.969	3363.387	1159.702	1229.031	1165.304	1128.324	1285.735	1127.54	1177.091	5587.152	1141.579	1625.9	476.179	1274.32	1369.372	1505.903	1481.536	1580.638	1323.359	1396.086	1815.433	3357.008	2091.514	1262.311	2029.85	2624.001	1213.525	1788.412	1264.686	2766.984	2078.364	1565.643	1188.541	988.588	1139.954	1915.886	1307.21	2696.248	1356.643	1600.955	1615.918	1602.861	1816.569	1657.5	1385.89	1484.004	1700.069	1597.153	1084.894	1151.116	1473.778	1639.674	940.704	955.487	1971.457	1335.393	1442.531	1164.473	1651.266	1019.346	900.281	1538.631	1068.268	994.89	881.745	1373.482	1454.107	1495.255	1819.937	1202.985	869.431	1295.839	867.661	1347.584	1815.879	1388.025	1140.251	1297.905	2139.489	1102.863	1124.011	1613.242	997.521	946.554	2649.036	2256.614	1451.937	1616.555	1584.543	1214.847	721.246	841.156	1838.414	1686.033	1563.039	1549.306	1371.226	1243.933	1452.71	1555.772	1342.999	2251.004	1986.656	2174.433	1647.69	1033.319	1977.633	1666.052	1455.945	1983.448	1670.594	1216.314	961.047	872.787	1447.567	2215.527	2342.542	1603.486	1637.985	2374.717	2109.588	3203.582	1465.331	1394.7	1609.912	1376.744	1121.185	1604.508	1051.743	1140.199	1086.243	1478.58	1385.965	1531.503	920.277	1104.041	1338.021	873.547	1505.758	1983.722	1869.212	1787.743	1265.428	2462.138	1511.3	1256.929	1046.039	1817.065	1880.167	1373.544	1324.463	1164.408	1237.951	1697.873	1571.217	1522.843	2129.62	1369.191	1095.298	906.103	1064.315	1589.579	1236.674	1208.127	985.415	2244.385	1456.312	1315.008	1647.175	2271.875	1205.571	2354.929	1179.679	1282.187	1471.287	909.116	1717.529	1843.537	1709.031	1894.84	1301.545	1539.181	1645.335	1534.081	1715.528	1522.918	1284.312	1572.131	1469.264	1665.246	1645.429	1152.712	1686.269	1196.307	991.169	2094.21	996.716	1169.922	1206.439	2174.45	2105.275	2539.619	1931.39	2852.074	2151.657	1489.221	2330.77	1644.309	1810.626	1534.597	1672.915	1534.991	1404.612	2374.264	1775.715	948.261	1832.432	1334.545	2113.256	1624.004	1610.045	1024.442	1946.727	1388.121	1402.933	1476.899	1270.909	1411.674	1019.066	1427.573	1143.765	1141.157	1783.289	1241.669	1510.656	2275.622	769.044	2866.464	1486.135	1471.658	1323.518	1515.33	1192.051	1557.724	1848.233	2025.581	1166.479	1552.312	1604.109	926.494	1773.106	786.282	1232.076	2067.902	1446.434	1478.763	2129.447	1451.818	924.142	1142.477	1406.902	1530.848	2212.4	1402.478	2118.461	975.284	1362.534	1741.997	1811.288	1226.3	852.582	2545.523	1809.425	1436.079	1867.143	1281.552	1375.388	1752.964	2096.172	998.985	1712.621
