	TCGA.18.3417.01A	TCGA.18.4721.01A	TCGA.18.5592.01A	TCGA.18.5595.01A	TCGA.21.5782.01A	TCGA.21.5783.01A	TCGA.21.5784.01A	TCGA.21.5786.01A	TCGA.21.5787.01A	TCGA.21.A5DI.01A	TCGA.22.4593.01A	TCGA.22.4601.01A	TCGA.22.4605.01A	TCGA.22.4609.01A	TCGA.22.4613.01A	TCGA.22.5471.01A	TCGA.22.5472.01A	TCGA.22.5472.11A	TCGA.22.5473.01A	TCGA.22.5474.01A	TCGA.22.5477.01A	TCGA.22.5478.01A	TCGA.22.5478.11A	TCGA.22.5479.01A	TCGA.22.5480.01A	TCGA.22.5481.01A	TCGA.22.5482.01A	TCGA.22.5483.01A	TCGA.22.5485.01A	TCGA.22.5489.01A	TCGA.22.5491.01A	TCGA.22.5492.01A	TCGA.22.A5C4.01A	TCGA.33.4566.01A	TCGA.33.4582.01A	TCGA.33.4583.01A	TCGA.33.4586.01A	TCGA.33.4587.01A	TCGA.33.4589.01A	TCGA.33.6737.01A	TCGA.33.6738.01A	TCGA.33.A4WN.01A	TCGA.33.A5GW.01A	TCGA.33.AAS8.01A	TCGA.33.AASB.01A	TCGA.33.AASD.01A	TCGA.33.AASI.01A	TCGA.33.AASJ.01A	TCGA.33.AASL.01A	TCGA.34.5231.01A	TCGA.34.5232.01A	TCGA.34.5234.01A	TCGA.34.5236.01A	TCGA.34.5239.01A	TCGA.34.5240.01A	TCGA.34.5241.01A	TCGA.34.5927.01A	TCGA.34.5928.01A	TCGA.34.5929.01A	TCGA.34.7107.01A	TCGA.34.8454.01A	TCGA.34.8455.01A	TCGA.34.8456.01A	TCGA.34.A5IX.01A	TCGA.37.5819.01A	TCGA.37.A5EL.01A	TCGA.37.A5EM.01A	TCGA.37.A5EN.01A	TCGA.39.5011.01A	TCGA.39.5019.01A	TCGA.39.5021.01A	TCGA.39.5022.01A	TCGA.39.5024.01A	TCGA.39.5027.01A	TCGA.39.5028.01A	TCGA.39.5029.01A	TCGA.39.5030.01A	TCGA.39.5031.01A	TCGA.39.5034.01A	TCGA.39.5035.01A	TCGA.39.5036.01A	TCGA.39.5037.01A	TCGA.39.5039.01A	TCGA.39.5040.01A	TCGA.43.5668.01A	TCGA.43.5670.01A	TCGA.43.6143.01A	TCGA.43.6647.01A	TCGA.43.6770.01A	TCGA.43.6771.01A	TCGA.43.6771.11A	TCGA.43.6773.01A	TCGA.43.7656.01A	TCGA.43.7657.01A	TCGA.43.7658.01A	TCGA.43.8115.01A	TCGA.43.8116.01A	TCGA.43.8118.01A	TCGA.43.A474.01A	TCGA.43.A475.01A	TCGA.43.A56U.01A	TCGA.43.A56V.01A	TCGA.46.6025.01A	TCGA.46.6026.01A	TCGA.51.6867.01A	TCGA.52.7622.01A	TCGA.52.7809.01A	TCGA.52.7810.01A	TCGA.52.7811.01A	TCGA.52.7812.01A	TCGA.56.5897.01A	TCGA.56.5898.01A	TCGA.56.6545.01A	TCGA.56.6546.01A	TCGA.56.7221.01A	TCGA.56.7222.01A	TCGA.56.7223.01A	TCGA.56.7579.01A	TCGA.56.7580.01A	TCGA.56.7582.01A	TCGA.56.7730.01A	TCGA.56.7731.01A	TCGA.56.7822.01A	TCGA.56.7823.01B	TCGA.56.8082.01A	TCGA.56.8083.01A	TCGA.56.8201.01A	TCGA.56.8304.01A	TCGA.56.8305.01A	TCGA.56.8307.01A	TCGA.56.8308.01A	TCGA.56.8309.01A	TCGA.56.8503.01A	TCGA.56.8504.01A	TCGA.56.8622.01A	TCGA.56.8623.01A	TCGA.56.8624.01A	TCGA.56.8625.01A	TCGA.56.8626.01A	TCGA.56.8628.01A	TCGA.56.8629.01A	TCGA.56.A49D.01A	TCGA.56.A4BW.01A	TCGA.56.A4BX.01A	TCGA.56.A4BY.01A	TCGA.56.A4ZJ.01A	TCGA.56.A4ZK.01A	TCGA.56.A5DR.01A	TCGA.56.A62T.01A	TCGA.58.8386.01A	TCGA.58.8387.01A	TCGA.58.8388.01A	TCGA.58.8390.01A	TCGA.58.8391.01A	TCGA.58.8392.01A	TCGA.58.8393.01A	TCGA.58.A46J.01A	TCGA.58.A46K.01A	TCGA.58.A46L.01A	TCGA.58.A46M.01A	TCGA.58.A46N.01A	TCGA.60.2697.01A	TCGA.60.2703.01A	TCGA.60.2704.01A	TCGA.60.2709.01A	TCGA.63.5128.01A	TCGA.63.5131.01A	TCGA.63.6202.01A	TCGA.63.7020.01A	TCGA.63.7021.01A	TCGA.63.7022.01A	TCGA.63.A5M9.01A	TCGA.63.A5MB.01A	TCGA.63.A5MG.01A	TCGA.63.A5MH.01A	TCGA.63.A5MI.01A	TCGA.63.A5MJ.01A	TCGA.63.A5ML.01A	TCGA.63.A5MM.01A	TCGA.63.A5MN.01A	TCGA.63.A5MP.01A	TCGA.63.A5MR.01A	TCGA.63.A5MS.01A	TCGA.63.A5MT.01A	TCGA.63.A5MU.01A	TCGA.63.A5MV.01A	TCGA.63.A5MW.01A	TCGA.63.A5MY.01A	TCGA.68.7755.01A	TCGA.68.7756.01A	TCGA.68.7757.01B	TCGA.68.8250.01A	TCGA.68.8251.01A	TCGA.68.A59I.01A	TCGA.68.A59J.01A	TCGA.6A.AB49.01A	TCGA.70.6722.01A	TCGA.70.6723.01A	TCGA.77.6842.01A	TCGA.77.6843.01A	TCGA.77.6844.01A	TCGA.77.6845.01A	TCGA.77.7138.01A	TCGA.77.7139.01A	TCGA.77.7140.01A	TCGA.77.7141.01A	TCGA.77.7142.01A	TCGA.77.7335.01A	TCGA.77.7337.01A	TCGA.77.7338.01A	TCGA.77.7463.01A	TCGA.77.7465.01A	TCGA.77.8007.01A	TCGA.77.8008.01A	TCGA.77.8009.01A	TCGA.77.8128.01A	TCGA.77.8130.01A	TCGA.77.8131.01A	TCGA.77.8133.01A	TCGA.77.8136.01A	TCGA.77.8138.01A	TCGA.77.8139.01A	TCGA.77.8140.01A	TCGA.77.8143.01A	TCGA.77.8144.01A	TCGA.77.8145.01A	TCGA.77.8146.01A	TCGA.77.8148.01A	TCGA.77.8150.01A	TCGA.77.8153.01A	TCGA.77.8154.01A	TCGA.77.8156.01A	TCGA.77.A5FZ.01A	TCGA.77.A5G1.01A	TCGA.77.A5G3.01A	TCGA.77.A5G6.01A	TCGA.77.A5G7.01B	TCGA.77.A5G8.01B	TCGA.77.A5GA.01A	TCGA.77.A5GB.01B	TCGA.77.A5GF.01A	TCGA.77.A5GH.01A	TCGA.79.5596.01A	TCGA.85.6175.01A	TCGA.85.6560.01A	TCGA.85.6561.01A	TCGA.85.6798.01A	TCGA.85.7696.01A	TCGA.85.7697.01A	TCGA.85.7698.01A	TCGA.85.7699.01A	TCGA.85.7710.01A	TCGA.85.7843.01A	TCGA.85.7844.01A	TCGA.85.7950.01A	TCGA.85.8048.01A	TCGA.85.8049.01A	TCGA.85.8052.01A	TCGA.85.8070.01A	TCGA.85.8071.01A	TCGA.85.8072.01A	TCGA.85.8276.01A	TCGA.85.8287.01A	TCGA.85.8288.01A	TCGA.85.8350.01A	TCGA.85.8351.01A	TCGA.85.8352.01A	TCGA.85.8353.01A	TCGA.85.8354.01A	TCGA.85.8355.01A	TCGA.85.8479.01A	TCGA.85.8481.01A	TCGA.85.8580.01A	TCGA.85.8582.01A	TCGA.85.8584.01A	TCGA.85.8664.01A	TCGA.85.8666.01A	TCGA.85.A4CL.01A	TCGA.85.A4CN.01A	TCGA.85.A4JB.01A	TCGA.85.A4JC.01A	TCGA.85.A4PA.01A	TCGA.85.A4QQ.01A	TCGA.85.A4QR.01A	TCGA.85.A50M.01A	TCGA.85.A50Z.01A	TCGA.85.A510.01A	TCGA.85.A511.01A	TCGA.85.A512.01A	TCGA.85.A513.01A	TCGA.85.A53L.01A	TCGA.85.A5B5.01A	TCGA.90.6837.01A	TCGA.90.7766.01A	TCGA.90.7767.01A	TCGA.90.7769.01A	TCGA.90.7964.01A	TCGA.90.A4ED.01A	TCGA.90.A4EE.01A	TCGA.90.A59Q.01A	TCGA.92.7340.01A	TCGA.92.7341.01A	TCGA.92.8063.01A	TCGA.92.8064.01A	TCGA.92.8065.01A	TCGA.94.7033.01A	TCGA.94.7557.01A	TCGA.94.7943.01A	TCGA.94.8035.01A	TCGA.94.8490.01A	TCGA.94.8491.01A	TCGA.94.A4VJ.01A	TCGA.94.A5I4.01A	TCGA.94.A5I6.01A	TCGA.96.7544.01A	TCGA.96.7545.01A	TCGA.96.8169.01A	TCGA.96.8170.01A	TCGA.96.A4JK.01A	TCGA.96.A4JL.01A	TCGA.98.7454.01A	TCGA.98.8020.01A	TCGA.98.8021.01A	TCGA.98.8022.01A	TCGA.98.8023.01A	TCGA.98.A538.01A	TCGA.98.A539.01A	TCGA.98.A53A.01A	TCGA.98.A53B.01A	TCGA.98.A53C.01A	TCGA.98.A53D.01A	TCGA.98.A53H.01A	TCGA.98.A53I.01A	TCGA.98.A53J.01A	TCGA.J1.A4AH.01A	TCGA.L3.A4E7.01A	TCGA.L3.A524.01A	TCGA.LA.A446.01A	TCGA.LA.A7SW.01A	TCGA.MF.A522.01A	TCGA.NC.A5HD.01A	TCGA.NC.A5HE.01A	TCGA.NC.A5HF.01A	TCGA.NC.A5HG.01A	TCGA.NC.A5HH.01A	TCGA.NC.A5HI.01A	TCGA.NC.A5HJ.01A	TCGA.NC.A5HK.01A	TCGA.NC.A5HL.01A	TCGA.NC.A5HM.01A	TCGA.NC.A5HN.01A	TCGA.NC.A5HO.01A	TCGA.NC.A5HP.01A	TCGA.NC.A5HQ.01A	TCGA.NC.A5HR.01A	TCGA.NC.A5HT.01A	TCGA.NK.A5CR.01A	TCGA.NK.A5CT.01A	TCGA.NK.A5CX.01A	TCGA.NK.A5D1.01A	TCGA.NK.A7XE.01A	TCGA.O2.A52N.01A	TCGA.O2.A52Q.01A	TCGA.O2.A52S.01A	TCGA.O2.A52V.01A	TCGA.O2.A52W.01A	TCGA.O2.A5IB.01A	TCGA.XC.AA0X.01A
hsa-let-7a-1	25924.316	20978.648	21786.983	16183.097	12012.618	14102.716	20015.955	13688.396	16912.236	19889.244	32203.827	20495.892	24113.452	31987.038	20665.3	11636.906	15936.313	53780.014	17417.399	23075.098	14331.832	11802.228	54288.747	18762.058	24162.534	24055.299	18693.257	54422.724	12352.076	19342.453	11905.287	15056.544	24663.58	23018.92	16550.862	24639.918	32657.067	32386.768	18011.831	33431.308	13140.733	27669.095	37070.565	15374.003	16924.741	26875.52	16061.932	24238.117	29026.118	69204.127	35796.73	22718.08	53880.24	63998.318	33956.706	39175.459	18184.617	26778.786	35439.956	23672.677	30939.946	67822.967	21519.39	21376.161	7420.949	32302.116	26827.871	22568.614	17658.714	54566.027	17123.524	48832.951	41428.852	23875.324	21562.911	26772.117	23954.613	25099.833	28407.119	30767.352	24039.406	11115.569	25601.321	23950.538	14242.647	14768.131	43048.587	40768.723	57141.016	39443.903	31314.739	25767.366	25167.186	17125.475	27127.024	26050.571	21277.736	18577.921	19026.461	20162.087	28774.187	19581.738	33927.423	28554.256	15968.67	22528.784	16615.059	30825.112	26554.72	20869.138	31621.73	18429.888	32638.381	32532.003	38077.983	23958.037	15977.262	22343.011	14087.591	30698.62	21368.981	17679.409	40982.415	29289.847	15823.224	27965.889	28308.237	34416.788	11578.814	10794.725	28147.406	31022.69	20630.359	27688.089	39620.567	40879.235	36391.148	30284.172	28889.715	13053.092	23503.314	14061.479	22786.246	17945.858	23660.971	34845.686	17060.367	19751.828	38046.724	44876.36	27511.883	33101.551	51667.489	33557.302	20254.594	27585.961	16487.859	15360.965	19409.383	23516.944	15941.278	23863.697	22265.394	34217.631	39546.828	22151.643	18982.789	41671.714	30275.307	18361.822	28955.96	22720.934	29643.339	34086.818	30840.459	25221.197	23364.478	38606.597	23796.472	32224.482	38991.96	29376.094	17631.041	20051.424	37022.077	28696.517	16693.776	9236.232	25668.52	25497.837	29109.181	24239.082	24040.177	26660.889	28953.192	25147.083	52191.775	48199.223	32559.064	14814.474	16671.072	15686.07	34441.395	15600.261	19515.176	24174.508	20457.119	35858.84	27189.079	34991.588	24391.766	18374.123	14169.903	37223.262	16768.934	27368.711	50390.644	35048.709	20354.183	24956.137	39912.345	27338.387	25458.827	23615.59	27042.372	36112.235	23816.878	28821.851	31535.591	21460.373	21705.746	36550.039	26287.877	26028.381	23940.229	16357.473	15399.872	19442.237	20601.977	34418.535	34588.461	25187.53	23353.727	57109.746	40351.548	53569.833	20903	36104.45	15674.879	25674.799	21249.727	47164.46	16102.25	32067.396	14027.402	28647.618	51783.65	26008.673	20124.906	29821.411	41091.934	36435.768	42745.879	45875.613	29853.48	26555.686	16419.956	47747.758	18553.184	21468.307	49615.796	26690.903	5224.951	22752.499	30205.184	19999.933	20830.647	46720.12	15836.916	20984.558	25648.254	34169.116	29401.308	13369.365	31540.112	13316.626	10980.974	36885.505	24987.532	31447.621	23388.169	17694.143	59638.467	19471.534	23219.268	22603.88	21684.757	37448.599	14626.058	27631.195	26843.009	23027.941	20381.176	32564.928	26893.302	20341.324	36467.864	14235.485	23278.547	31428.747	26908.672	21663.623	29388.955	33422.391	23289.023	29014.799	38990.984	30878.788	13888.497	30687.263	21316.775	20267.67	36669.991	28044.132	35074.125	24676.218	39909.645	29307.018	29003.887	37866.077	22827.06	36610.215	26488.463	31188.609	17705.683	22188.126	11810.124	27633.807	10568.092	32476.838	22169.004	18250.689	27263.332	21795.379	33269.607	15219.514	27601.196	22932.299	28373.558	16363.821	33015.343	25629.024	47279.99	24170.683	13961.741	21989.133	28968.212	40648.864	30403.935	9448.864	11695.235	33739.711	21315.877	13908.312	22414.764	14563.483	27380.786	20613.36
hsa-let-7a-2	26024.884	20669.407	21832.658	15892.3	12246.484	14011.202	19957.328	13661.274	17023.822	19506.224	31633.817	19651.047	23641.378	31957.824	20729.43	11487.528	15711.079	53561.815	17029.061	22822.078	14341.029	11626.838	54187.475	18727.789	24332.725	23990.054	18947.443	54222.027	12012.409	19411.329	11936.488	15019.694	24237.921	23607.57	16263.084	24525.983	32053.782	32202.803	17328.061	33631.266	13133.027	27770.809	36768.777	15481.289	17006.382	26628.453	15657.005	24335.358	28710.571	68504.057	35673.466	22598.41	53681.403	63778.52	33817.244	39421.283	18056.717	26523.486	35170.989	23724.219	30707.482	67339.215	21610.333	21175.009	7274.573	32312.71	26681.941	22753.175	17444.941	54116.872	16969.72	48876.539	41310.095	23861.332	21140.59	26404.503	23775.69	24849.969	28508.09	30785.81	23392.499	11002.054	25270.762	23982.917	14211.879	14715.223	43091.308	40678.48	56499.779	39703.502	31366.286	25800.328	25359.956	16957.843	27492.311	25975.177	20888.125	18212.256	18895.05	20140.222	28695.752	19612.228	34086.885	28358.431	16171.151	22748.369	16679.801	30923.532	26529.965	21282.605	31317.503	18254.09	32295.729	32089.855	38242.817	23878.76	15953.82	22191.257	14054.039	30533.744	21207.629	17606.251	41158.137	29597.184	15816.156	28261.163	28400.731	34781.395	11565.924	10717.127	28098.303	30763.724	20957.753	27838.3	39545.172	40726.31	36428.161	30268.308	29028.702	12978.615	23603.823	13968.848	22918.519	18033.511	23691.17	34455.012	16923.626	19755.083	38129.643	44902.802	27109.678	33118.789	51542.187	33940.834	20491.565	27621.931	16240.53	15288.148	19489.112	23891.4	15746.948	23974.487	22423.723	34147.479	39437.676	21883.439	18956.664	41615.021	30403.126	18269.051	29073.593	22845.767	29255.518	33942.663	30704.694	25141.547	23336.351	38660.343	23530.926	31972.896	39336.769	29381.82	17158.155	20136.887	36635.481	28795.649	16693.061	9079.239	25370.476	25590.226	28871.825	24257.84	23838.539	26277.391	28580.535	24948.991	52019.356	48008.637	32542.779	14885.059	16824.158	15623.209	34673.29	15689.52	19268.917	24064.075	20141.492	36080.65	27396.845	35073.356	24563.583	18152.22	14670.084	36723.344	16653.443	27430.292	50616.127	34688.266	20272.348	24927.68	39602.203	27381.58	25188.091	23953.402	26809.511	35740.965	23705.533	28670.848	31825.664	21732.508	21379.152	36452.818	25969.697	25862.508	23746.211	16340.89	15624.473	19294.325	20529.271	34210.248	34545.189	25416.939	22601.143	57803.224	40759.093	53219.599	20847.631	36294.426	15890.059	25710.224	21070.968	47375.537	16281.091	31729.394	13985.104	28271.752	51892.913	26159.838	20280.673	29860.758	41176.795	36151.335	42660.61	45871.162	29661.767	26577.866	16604.635	47698.942	18795.975	21276.903	49388.221	26704.835	5549.052	22676.629	30078.195	19945.901	21084.283	46407.691	15709.778	20696.456	25478.221	34031.879	28985.874	13218.161	31358.829	13195.966	11078.76	36898.861	24850.992	31300.064	23127.617	17620.255	59505.019	19394.755	23204.318	22851.512	21235.327	37400.44	14554.561	27635.837	26789.231	23090.683	20795.428	32496.731	26704.066	19995.266	36130.248	14369.706	23603.823	31918.615	26659.232	21665.731	29455.027	33112.445	23002.016	28826.778	38912.115	30927.805	13806.316	30537.846	21622.636	20476.957	36537.996	28202.657	34768.455	24853.927	39797	28938.404	28920.435	37891.921	23025.116	36657.364	26399.357	31414.299	17742.875	22365.147	12020.794	27449.789	10606.894	32203.948	22124.899	18375.32	26848.376	21649.107	32825.991	15269.502	27784.988	22738.963	28814.202	16442.753	33332.829	25430.651	47587.566	24296.679	14145.808	22000.29	29107.08	40973.318	30667.546	9309.776	11444.781	33748.682	21401.618	14085.45	22314.805	14301.914	27265.305	20676.208
hsa-let-7a-3	25619.817	21357.089	22069.597	15870.353	12367.829	14258.1	20001.298	13506.522	16936.646	19889.244	31951.641	20172.594	23913.234	31863.038	20616.438	11520.318	15698.794	53940.626	17366.545	23056.494	14364.943	11652.38	54240.221	18917.466	23794.922	24250.406	18908.609	54712.547	12041.945	19303.759	11929.919	15158.2	24647.497	22851.224	16756.418	24762.848	33309.677	32590.924	17857.431	34354.519	13342.909	27916.399	36987.162	15705.973	17201.536	26869.07	16156.216	24392.234	28913.423	68912.948	36233.86	22838.215	54149.824	64595.738	33798.16	39797.13	18506.096	26731.056	35418.539	23730.11	30557.896	68079.502	21342.502	21447.868	7651.186	32794.752	27154.826	22500.538	18032.498	54748.919	17350.568	49121.803	41824.186	23964.87	21253.537	27465.683	24156.339	25268.659	28409.582	31047.307	23794.922	11344.372	25034.995	24382.769	14530.255	14847.492	43710.767	41037.714	56673.588	39803.242	31401.724	25825.419	25377.408	17045.513	27463.377	26143.958	21328.324	18519.627	19386.697	20034.669	28783.511	19826.509	33553.241	28706.229	16176.775	22743.202	16645.58	31619.498	26945.541	21021.748	31652.015	18696.208	32741.176	32398.445	38658.274	24610.861	16121.115	22290.86	14366.951	30790.786	21205.388	18073.822	41597.859	29664.414	15920.06	28141.163	28437.518	34766.164	11654.092	10843.582	28392.918	31515.187	21400.696	27803.43	39677.829	40795.373	36377.4	30576.526	29037.782	12981.502	23891.675	14028.848	23015.452	18141.084	24105.265	34449.531	17136.141	20233.554	38355.029	45212.274	27794.485	33420.877	51781.87	33961.953	20767.385	27732.611	16205.741	15314.388	19720.326	23753.827	16162.484	24118.772	22095.054	34107.948	39579.467	21982.774	18881.556	41939.066	30759.831	18486.631	29175.984	22791.065	29404.876	34298.809	30707.216	25569.003	23228.529	38863.111	23945.384	32281.223	39055.701	29574.359	17472.077	20158.627	37345.233	28871.579	16829.736	9520.424	25259.532	25799.994	29248.891	24332.362	24167.796	26772.552	29042.112	25183.444	52088.323	48568.071	32892.916	14934.045	16860.179	15773.783	34592.689	15830.499	19708.615	24278.647	20314.621	36119.203	27283.985	35178.721	24644.618	18253.87	14488.2	37143.127	16862.324	27718.542	50740.627	35062.203	20379.946	25339.219	39618.588	27788.833	25367.706	23794.922	27042.372	36411.295	23794.922	28958.506	31539.251	21733.491	21097.709	36900.547	26569.817	26412.568	23886.842	16736.95	15773.507	19447.302	20781.031	34624.046	34509.13	25309.441	22834.005	57154.634	41027.702	53399.649	21140.784	36251.633	15829.928	25775.169	21183.4	47660.715	16211.299	31985.414	13862.586	28668.679	51870.072	26223.229	20261.929	30105.818	40896.018	37184.772	42780.595	45829.619	29972.342	26880.402	16487.64	47797.751	18761.125	21504.621	49466.037	27028.771	5393.295	22940.103	30601.683	20238.349	21053.688	46508.012	15930.085	20818.148	25670.814	34108.702	28881.261	13579.575	31492.447	13751	11230.26	37175.134	24979.453	31777.05	23051.594	17764.783	59616.582	19711.468	23192.358	23128.86	21792.207	37806.271	14548.603	27578.578	26882.214	23174.339	20738.07	32834.39	27327.088	20263.431	36544.594	14397.276	23559.218	31457.676	27252.481	21988.226	29343.144	33907.25	23098.709	28937.854	39793.478	30969.56	13977.928	30702.246	21420.831	20701.526	36788.737	28607.511	34860.935	25012.108	40173.307	29252.284	29451.663	38093.97	23200.635	36620.512	26504.587	31319.359	17700.884	22339.004	12053.899	27624.49	10708.658	32428.857	22496.01	18332.238	27492.182	21920.013	33161.446	15365.015	27986.582	22736.963	28634.937	16830.926	33761.434	25548.783	47472.422	24269.436	13955.748	22069.715	29633.398	41223.434	30630.672	9512.137	11589.743	33454.258	21477.756	14018.583	22447.089	14515.58	27718.46	21159.259
hsa-let-7b	106298.075	52787.217	46619.918	53687.608	32663.908	32448.45	69710.978	21017.59	23262.171	51757.353	51373.429	59871.185	67979.639	60368.962	46473.257	33220.196	54582.332	132501.829	46364.723	54585.454	30881.225	21445.283	155047.209	46477.177	56185.607	46820.756	56005.635	42316.829	27055.242	42540.395	22388.509	33355.919	25870.866	31780.21	32286.757	46107.649	118050.347	64076.937	68006.463	61331.857	31212.588	25925.006	37575.374	25823.494	27301.469	71237.998	39339.527	29873.481	29576.917	122558.165	52963.501	53198.833	117056.648	104840.203	83493.479	127442.646	22938.35	44028.209	46887.094	47821.752	68151.365	160697.594	29019.647	41097.471	11954.025	34143.764	36486.901	25074.557	39391.925	66187.754	36349.038	62556.688	169934.391	36859.56	47545.458	70189.806	58713.008	51798.793	68228.803	90346.986	48171.845	38343.127	81264.081	26334.233	24837.346	41455.841	84761.269	66202.318	83512.754	73366.562	80202.137	55377.995	69228.206	54453.539	110734.174	40765.811	30781.94	35429.266	29147.712	22083.901	35797.151	37443.298	60709.074	38588.999	39462.076	47009.937	24228.149	114829.342	49333.968	31364.928	85078.987	51388.006	57186.921	53187.154	85296.032	81239.073	20918.343	54604.034	37636.933	67842.751	35130.914	44273.667	126784.817	35164.464	21182.452	25759.338	32042.659	66025.248	28620.919	10222.8	50037.754	73439.865	48374.415	35398.051	107950.416	80520.273	94041.486	45635.042	52787.776	30557.48	34254.329	17954.083	57346.783	27486.039	24872.232	51176.736	25173.361	31811.239	29078.611	63548.482	42854.946	72072.462	131785.98	46386.172	28331.698	67895.46	25218.835	26266.357	35078.807	36873.461	18784.908	52664.859	57484.266	54758.9	72037.284	61577.593	36623.426	47808.876	70229.498	46082.444	70286.78	29303.399	34272.592	66912.993	47790.458	24111.406	45658.553	37994.628	35382.948	35004.78	23797.291	39927.782	35533.258	30137.485	42131.1	34558.997	24018.457	5078.782	52001.765	85738.464	81733.9	60397.205	38210.322	33624.26	24853.975	47315.967	67849.783	98300.192	53714.239	27544.939	32666.765	24205.229	95132.537	23269.006	25359.022	50289.889	40107.193	67109.83	69179.962	91047.934	71929.502	24812.64	35241.925	97961.176	36747.362	44659.144	156048.178	45887.241	39796.057	56855.358	65765.311	45312.016	21958.534	51854.205	47908.383	62390.608	47183.67	36641.235	33844.278	22382.882	35386.598	37188.373	33685.011	39588.927	32852.492	20371.727	25396.721	21119.916	29544.874	63565.453	29627.548	34037.187	94619.716	114812.2	83657.795	106551.421	43491.726	76581.582	51844.082	62111.332	78176.931	248285.94	33443.302	95793.32	23312.072	56530.543	75633.13	53528.992	27513.152	54498.628	45880.859	60060.708	77224.335	66933.247	45249.094	31988.015	14745.279	61072.878	32356.26	32133.237	190721.222	85360.174	13914.322	49938.52	37407.945	37931.792	51487.928	33985.044	46547.993	20694.256	41523.159	29358.351	43271.596	18552.336	75499.671	21517.283	13725.184	48550.8	34700.417	45728.892	26351.689	23080.658	108329.924	36855.277	75214.642	52657.778	59496.315	52993.5	20199.828	52185.894	47441.916	68246.429	37244.401	57925.086	45950.791	50568.496	130824.105	24618.443	41951.067	49761.218	54645.685	62255.779	31401.076	33778.514	46126.049	56381.468	86267.182	60156.36	22548.262	23543.571	49143.884	40798.444	56641.917	53306.491	62804.392	32861.59	46118.719	47292.012	21534.321	42879.137	34612.799	35862.338	28227.318	38094.241	21002.228	46602.085	21915.03	33065.065	14359.72	25567.638	24865.702	26226.278	37102.068	36487.483	16782.153	23616.58	30673.814	38023.162	19376.782	31359.845	69097.598	27699.673	65840.245	31341.353	15344.388	36308.661	27175.968	42367.152	76071.426	6910.508	24151.876	40752.064	13372.153	15235.091	24003.173	18069.577	69971.496	33143.465
