	TCGA.2G.AAEW.01A	TCGA.2G.AAEX.01A	TCGA.2G.AAF1.01A	TCGA.2G.AAF4.01A	TCGA.2G.AAF6.01A	TCGA.2G.AAF8.01A	TCGA.2G.AAFE.01A	TCGA.2G.AAFG.01A	TCGA.2G.AAFG.05A	TCGA.2G.AAFH.01A	TCGA.2G.AAFI.01A	TCGA.2G.AAFJ.01A	TCGA.2G.AAFL.01A	TCGA.2G.AAFM.01A	TCGA.2G.AAFN.01A	TCGA.2G.AAFO.01A	TCGA.2G.AAFV.01A	TCGA.2G.AAFY.01A	TCGA.2G.AAFZ.01A	TCGA.2G.AAG0.01A	TCGA.2G.AAG3.01A	TCGA.2G.AAG5.01A	TCGA.2G.AAG6.01A	TCGA.2G.AAG7.01A	TCGA.2G.AAG8.01A	TCGA.2G.AAG9.01A	TCGA.2G.AAGA.01A	TCGA.2G.AAGC.01A	TCGA.2G.AAGE.01A	TCGA.2G.AAGF.01A	TCGA.2G.AAGG.01A	TCGA.2G.AAGI.01A	TCGA.2G.AAGI.05A	TCGA.2G.AAGJ.01A	TCGA.2G.AAGK.01A	TCGA.2G.AAGM.01A	TCGA.2G.AAGN.01A	TCGA.2G.AAGO.01A	TCGA.2G.AAGP.01A	TCGA.2G.AAGS.01A	TCGA.2G.AAGT.01A	TCGA.2G.AAGV.01A	TCGA.2G.AAGW.01A	TCGA.2G.AAGX.01A	TCGA.2G.AAGY.01A	TCGA.2G.AAGY.05A	TCGA.2G.AAGZ.01A	TCGA.2G.AAH0.01A	TCGA.2G.AAH2.01A	TCGA.2G.AAH3.01A	TCGA.2G.AAH4.01A	TCGA.2G.AAH8.01A	TCGA.2G.AAHA.01A	TCGA.2G.AAHC.01A	TCGA.2G.AAHG.01A	TCGA.2G.AAHL.01A	TCGA.2G.AAHN.01A	TCGA.2G.AAHP.01A	TCGA.2G.AAHP.05A	TCGA.2G.AAHT.01A	TCGA.2G.AAKD.01A	TCGA.2G.AAKG.01A	TCGA.2G.AAKG.05A	TCGA.2G.AAKH.01A	TCGA.2G.AAKL.01A	TCGA.2G.AAKM.01A	TCGA.2G.AAKO.01A	TCGA.2G.AAKO.05A	TCGA.2G.AAL5.01A	TCGA.2G.AAL7.01A	TCGA.2G.AALF.01A	TCGA.2G.AALG.01A	TCGA.2G.AALN.01A	TCGA.2G.AALO.01A	TCGA.2G.AALP.01A	TCGA.2G.AALQ.01A	TCGA.2G.AALR.01A	TCGA.2G.AALS.01A	TCGA.2G.AALT.01A	TCGA.2G.AALW.01A	TCGA.2G.AALX.01A	TCGA.2G.AALY.01A	TCGA.2G.AALZ.01A	TCGA.2G.AAM2.01A	TCGA.2G.AAM3.01A	TCGA.2G.AAM4.01A	TCGA.2X.A9D5.01A	TCGA.2X.A9D6.01A	TCGA.4K.AA1G.01A	TCGA.4K.AA1H.01A	TCGA.4K.AA1I.01A	TCGA.4K.AAAL.01A	TCGA.S6.A8JW.01A	TCGA.S6.A8JX.01A	TCGA.S6.A8JY.01A	TCGA.SB.A6J6.01A	TCGA.SB.A76C.01A	TCGA.SN.A6IS.01A	TCGA.SN.A84W.01A	TCGA.SN.A84X.01A	TCGA.SN.A84Y.01A	TCGA.SO.A8JP.01A	TCGA.VF.A8A8.01A	TCGA.VF.A8A9.01A	TCGA.VF.A8AA.01A	TCGA.VF.A8AB.01A	TCGA.VF.A8AC.01A	TCGA.VF.A8AD.01A	TCGA.VF.A8AE.01A	TCGA.W4.A7U2.01A	TCGA.W4.A7U3.01A	TCGA.W4.A7U4.01A	TCGA.WZ.A7V3.01A	TCGA.WZ.A7V4.01A	TCGA.WZ.A7V5.01A	TCGA.WZ.A8D5.01A	TCGA.X3.A8G4.01A	TCGA.XE.A8H1.01A	TCGA.XE.A8H4.01A	TCGA.XE.A8H5.01A	TCGA.XE.A9SE.01A	TCGA.XE.AANI.01A	TCGA.XE.AANJ.01A	TCGA.XE.AANR.01A	TCGA.XE.AANV.01A	TCGA.XE.AAO3.01A	TCGA.XE.AAO4.01A	TCGA.XE.AAO6.01A	TCGA.XE.AAOB.01A	TCGA.XE.AAOC.01A	TCGA.XE.AAOD.01A	TCGA.XE.AAOF.01A	TCGA.XE.AAOJ.01A	TCGA.XE.AAOL.01A	TCGA.XY.A89B.01A	TCGA.XY.A8S2.01A	TCGA.XY.A8S3.01B	TCGA.XY.A9T9.01A	TCGA.YU.A90P.01A	TCGA.YU.A90Q.01A	TCGA.YU.A90S.01A	TCGA.YU.A90W.01A	TCGA.YU.A90Y.01A	TCGA.YU.A912.01A	TCGA.YU.A94D.01A	TCGA.YU.A94I.01A	TCGA.YU.AA4L.01A	TCGA.YU.AA61.01A	TCGA.ZM.AA05.01A	TCGA.ZM.AA06.01A	TCGA.ZM.AA0B.01A	TCGA.ZM.AA0D.01A	TCGA.ZM.AA0E.01A	TCGA.ZM.AA0F.01A	TCGA.ZM.AA0H.01A	TCGA.ZM.AA0N.01A
hsa-mir-654	579.617	1740.535	1001.742	420.315	581.46	1028.496	1355.61	1536.86	1362.234	1468.514	2686.186	1405.008	425.923	1649.32	3091.411	1221.766	4837.075	1919.189	1725.49	2493.425	1356.082	3319.498	1434.198	3715.549	2895.185	523.973	1409.485	1992.001	1352.851	1966.263	518.048	4885.133	1438.299	1241.958	2611.496	7127.607	2221.147	5251.072	403.468	4268.964	2999.649	1565.993	12178.926	6792.325	5117.912	1559.033	664.861	1433.866	143.846	820.002	5478.154	1594.547	703.428	1161.787	2893.735	751.052	344.385	1901.666	861.405	667.246	5773.876	4470.303	55.582	2003.887	1550.006	553.851	1125.004	817.364	5267.6	1564.99	2254.781	2019.538	846.72	190.872	7662.09	8573.668	7756.468	3364.314	1884.614	53.128	3681.39	4071.518	6753.238	7863.223	2130.845	8934.814	1011.167	710.972	399.029	815.288	1341.238	1637.505	1357.157	2213.388	1336.111	2382.322	2785.152	2145.295	2230.231	1302.742	5800.713	2166.897	4165.621	1217.159	2398.312	1115.932	800.009	2313.766	797.299	2016.889	2863.966	3968.995	9123.069	1859.169	913.27	1903.284	200.558	323.101	1187.493	922.909	2902.638	1248.439	2349.024	2525.853	1336.642	1142.6	820.979	1706.796	7877.041	2237.344	1177.426	1555.633	400.866	2506.39	558.699	2092.045	2579.942	929.176	4684.106	1200.188	356.235	986.732	3076.532	1569.419	4566.719	4033.484	185.92	2839.502	677.624	1178.816	2445.905	774.958	1477.789	248.069	199.747	1043.046
hsa-mir-660	610.32	219.828	696.31	325.637	714.668	462.245	489.033	551.178	688.37	360.023	466.412	507.14	732.394	534.727	483.539	689.707	581.884	398.591	342.163	507.6	571.431	674.301	865.394	189.446	485.981	479.334	587.142	279.304	429.729	405.865	940.031	553.879	376.092	594.784	250.933	637.733	389.435	435.966	625.575	1184.834	254.6	895.734	338.87	536.09	1384.079	205.01	1008.373	685.076	1041.693	334.407	1253.328	139.185	834.638	610.556	327.557	529.151	742.923	189.181	363.342	1257.824	466.671	453.746	333.491	711.504	591.038	866.369	870.349	725.64	492.578	498.943	335.194	944.831	1286.385	1112.728	488.87	450.547	497.039	366.924	680.13	1255.117	1024.403	634.124	555.233	407.055	514.342	409.042	399.001	595.232	742.472	650.757	381.822	542.746	210.725	66.506	358.771	236.224	144.669	221.224	889.844	801.453	418.138	109.854	445.402	321.534	580.829	968.84	496.557	379.348	495.258	210.776	487.699	372.244	282.388	383.899	583.346	296.102	410.13	539.181	657.379	245.286	225.438	1408.235	338.201	336.237	341.961	126.58	712.248	409.701	651.496	736.238	523.629	341.703	532.242	199.964	687.135	458.257	301.636	386.892	571.498	205.307	1529.018	323.155	841.208	309.031	774.011	473.918	525.493	929.13	881.113	247.755	317.251	677.896	459.552	913.8	763.78	390.599
hsa-mir-664a	142.283	115.479	188.167	119.065	133.207	219.567	154.565	162.939	134.509	189.486	43.186	96.47	142.376	152.779	117.344	141.883	183.333	97.059	138.066	97.781	377.4	138.489	557.834	49.278	108.434	251.889	159.662	73.749	59.685	103.488	313.54	99.776	209.392	114.026	93.204	82.125	90.02	82.809	247.673	124.641	80.238	644.216	178.352	73.752	122.834	104.889	254.011	132.282	211.338	280.594	157.465	185.13	220.505	88.988	220.867	179.797	151.462	161.592	181.671	89.845	126.587	107.084	364.819	67.291	86.111	302.101	150.782	158.988	99.103	76.341	176.044	212.962	101.202	806.365	102.92	199.602	168.138	210.032	163.194	217.928	289.862	127.681	111.549	136.497	296.28	112.763	173.538	204.77	180.655	171.898	129.125	136.348	196.531	126.776	95.26	126.38	75.014	139.721	183.246	255.469	85.148	207.636	95.761	192.071	136.431	358.902	196.171	97.435	173.229	98.446	191.235	67.681	79.188	230.339	150.618	121.924	100.654	114.156	134.921	160.583	199.387	384.064	200.347	187.604	147.268	216.031	184.476	259.768	154.133	430.988	195.252	210.498	161.694	161.51	168.573	90.565	70.065	169.133	130.473	152.269	221.425	97.44	111.459	93.494	114.099	143.729	64.534	161.353	292.809	285.088	219.176	181.029	202.879	401.7	171.006	127.01
hsa-mir-664b	29.206	19.478	41.815	25.821	33.83	42.372	36.319	12.07	22.418	28.423	10.365	7.545	42.23	29.514	14.162	34.157	23.913	20.706	14.007	18.694	13.859	18.143	53.224	10.951	17.744	38.262	24.035	10.199	6.632	30.723	40.666	10.221	35.576	12.327	35.848	14.87	7.828	24.356	33.556	20.774	15.43	42.491	38.218	4.362	12.064	28.606	38.357	17.597	18.407	37.156	8.716	25.675	61.96	22.247	33.692	40.966	41.462	39.413	38.784	16.771	34.008	10.89	35.37	8.906	18.266	29.516	32.67	27.517	10.918	24.538	10.669	19.796	14.618	65.699	17.153	24.229	14.011	30.366	22.717	23.349	13.022	11.413	17.587	43.874	34.961	6.633	34.161	39.428	23.823	31.924	30.546	22.504	39.306	43.644	22.269	30.709	27.862	16.495	15.148	28.442	9.123	47.08	18.93	24.407	42.286	46.089	39.847	46.769	29.982	21.456	17.201	17.726	22.412	54.843	33.471	31.669	19.53	10.192	35.405	42.351	39.076	24.407	27.571	26.283	33.697	32.067	31.764	47.072	18.713	40.623	42.157	28.523	20.212	66.655	33.715	10.868	12.469	29.598	18.348	39.35	53.785	12.334	8.776	35.685	9.325	20.718	7.683	18.143	77.903	71.272	27.29	55.464	41.498	74.487	24.429	35.667
hsa-mir-671	59.16	79.305	81.812	73.161	135.322	90.523	57.434	94.545	54.067	70.11	127.831	77.068	97.733	137.154	101.159	98.53	91.667	106.118	151.406	77.65	43.71	68.337	67.444	192.731	141.95	80.775	152.794	77.672	62.337	54.978	75.438	64.733	75.218	157.171	161.314	77.393	127.202	131.52	59.921	37.096	95.668	82.926	48.41	61.46	53.74	147.798	56.258	75.243	148.619	80.719	101.684	60.809	94.762	88.988	78.614	77.381	71.923	98.532	69.402	59.896	103.915	64.432	104.09	69.27	129.167	93.755	89.632	79.494	58.37	122.691	155.594	68.688	60.721	72.614	139.566	123.453	57.521	99.955	151.604	88.66	61.252	104.142	134.16	126.748	70.515	128.24	94.284	105.565	41.69	69.578	66.645	82.074	91.715	81.054	141.034	146.459	95.375	112.553	113.857	49.265	59.3	89.332	42.313	89.138	65.423	49.03	109.324	135.11	75.51	112.33	82.464	153.087	68.729	75.683	105.193	83.922	66.853	66.251	74.637	51.175	90.175	79.668	51.465	72.504	73.634	108.015	80.632	102.861	54.168	32.111	75.438	67.884	45.476	83.746	83.484	131.319	158.537	100.423	81.545	80.412	81.725	135.676	58.801	56.382	40.045	115.242	70.68	64.078	57.756	61.09	69.932	60.086	63.784	78.478	100.592	94.822
hsa-mir-675	67.397	147.479	74.54	152.06	80.347	173.342	152.876	243.403	403.527	193.275	6624.773	5294.516	346.288	590.283	2794.004	543.883	551.328	220.001	1402.669	289.03	1331.562	4128.66	2298.78	9135.017	544.141	146.67	485.852	7439.993	2753.45	13047.511	3261.523	8733.568	250.051	163.334	765.346	2070.352	385.521	306.881	4243.202	6802.594	97.211	1279.523	295.556	6301.438	3795.798	195.475	901.825	143.205	7945.636	134.532	5021.448	275.668	142.144	307.75	338.788	301.559	79.539	329.097	53.072	130.574	483.676	6748.106	412.316	262.237	283.124	1927.193	90.469	386.26	1915.72	466.225	710.398	4109.564	138.309	5279.406	588.672	3251.902	375.361	885.679	4358.488	1415.856	2844.118	2559.322	15399.291	765.36	4015.186	2328.226	131.178	157.711	85.364	380.632	263.805	554.66	86.255	430.208	184.334	354.336	189.678	515.22	4878.752	4538.519	2051.156	339.219	5294.715	252.558	194.673	80.41	457.732	557.33	142.137	302.912	9508.103	855.678	144.929	390.48	222.341	275.517	26217.492	250.734	110.042	104.114	491.956	15473.09	321.658	725.945	215.909	891.127	245.561	381.806	2894.551	1455.84	525.848	49.63	20738.345	63.237	152.518	4296.389	3485.445	273.785	638.773	124.895	31.433	228.182	5214.877	129.893	4710.989	300.407	2676.632	10788.642	66.486	96.161	128.777	177.177	60.71	174.247	38.8	167.027
hsa-mir-7-1	301.041	468.873	243.618	982.649	594.147	469.949	403.727	991.717	697.601	693.518	247.025	160.603	222.011	276.044	835.571	264.059	342.753	302.825	124.726	376.746	191.898	72.571	79.633	308.808	248.412	328.413	408.596	118.469	285.16	281.357	142.625	69.6	618.011	995.415	645.256	48.328	358.123	565.05	126.233	120.19	395.016	56.883	723.601	46.789	79.513	1110.87	303.45	286.409	114.532	272.907	73.794	290.532	242.373	705.724	454.837	604.256	429.846	234.506	1181.881	610.943	409.991	177.868	296.099	289.945	473.613	434.052	239.576	289.441	69.288	452.593	542.357	128.977	135.498	149.378	301.743	55.381	129.791	132.219	141.868	141.789	66.075	133.387	58.789	480.178	61.626	369.244	646.327	296.344	555.861	288.134	391.541	328.295	411.624	538.279	2668.512	1158.68	1030.903	496.785	53.752	123.418	294.977	621.7	390.84	665.352	343.87	464.808	632.446	644.373	727.341	1053.881	132.043	396.416	1096.681	424.483	676.585	544.7	195.3	557.527	659.293	1891.699	568.104	110.983	1192.893	198.479	358.185	619.401	464.244	1466.205	149.209	129.993	842.392	224.189	93.76	1256.186	773.83	694.631	320.637	712.474	528.686	423.445	352.044	393.459	120.674	345.429	75.426	265.446	497.835	160.581	419.738	583.751	967.105	488.393	213.638	250.065	482.123	481.071
hsa-mir-708	1165.974	310.263	833.573	1371.405	5918.208	964.937	1685.01	846.882	764.855	488.873	443.955	940.445	833.746	868.063	360.125	863.119	2059.178	1017.183	961.125	825.39	1331.562	1070.416	892.616	1216.615	847.756	2401.984	909.899	573.514	1185.734	966.961	597.023	479.412	1045.943	795.099	1041.372	1795.251	1109.595	624.722	1083.371	963.744	4584.34	227.532	183.448	829.512	1180.086	712.769	1859.907	570.998	1516.863	1774.535	2565.343	64.863	993.182	1412.684	494.144	446.08	1010.308	697.606	4588.719	286.305	1239.418	245.93	405.242	997.491	671.93	1687.596	698.625	1413.571	2319.693	1415.034	2728.676	1144.895	1198.115	308.438	1919.616	1201.075	1491.118	319.477	567.934	516.395	1039.837	1445.146	894.402	3422.184	840.843	1861.696	408.566	2808.276	655.122	1275.32	898.324	1098.73	490.236	1783.18	780.636	642.53	668.694	851.908	1460.596	1390.607	1392.779	1895.28	757.183	775.713	1285.323	1665.072	883.79	795.073	413.085	1731.646	2846.765	523.72	530.411	1400.683	2244.924	691.959	872.089	1181.306	944.444	1231.722	289.562	1624.674	709.486	578.218	681.425	691.973	1353.638	1021.637	992.263	1482.148	1487.314	653.172	4526.863	1527.932	1478.625	882.1	721.434	445.032	1107.659	500.435	711.772	543.936	304.976	938.511	858.488	4396.044	817.433	1215.165	2015.412	819.062	1358.552	542.317	604.795	1569.555	697.677	1460.612
hsa-mir-744	113.078	143.305	89.993	88.94	241.042	186.824	153.72	177.021	224.182	216.014	250.48	1094.581	196.672	114.584	505.794	157.647	589.855	185.06	376.846	198.439	296.376	514.646	500.547	424.884	235.597	191.308	188.847	699.829	233.433	242.549	515.691	404.945	95.548	221.888	261.687	778.663	258.318	188.756	587.225	514.887	456.737	524.282	242.05	485.733	637.751	202.627	187.525	125.607	646.968	257.532	468.909	87.835	134.854	185.392	232.098	128.589	229.308	118.238	75.526	227.606	213.497	506.38	184.936	217.706	191.794	230.916	127.327	194.659	923.006	179.947	668.61	661.682	751.703	633.473	749.29	628.805	738.922	196.115	274.926	719.434	388.251	222.55	391.929	314.431	607.374	464.318	194.035	203.498	133.01	162.075	236.036	194.594	131.021	259.787	256.088	158.27	127.523	177.562	565.376	191.983	305.621	172.627	535.596	143.258	165.951	235.346	114.433	240.341	95.498	127.475	637.955	177.259	251.011	179.884	145.836	121.924	344.779	235.446	212.428	211.757	290.564	552.61	154.396	141.383	128.547	187.339	178.367	191.775	199.437	266.949	138.303	200.23	420.516	73.491	298.615	543.388	398.421	158.562	294.923	143.715	375.793	108.541	257.146	188.416	711.201	451.906	545.468	317.688	251.843	178.746	120.248	174.096	163.686	230.113	217.71	145.278
hsa-mir-758	700.932	3074.806	858.116	879.363	752.727	1771.94	1215.403	2496.392	1962.25	2198.034	4387.725	2991.639	647.933	949.661	2199.191	1177.1	6366.845	2102.954	1199.906	2491.987	1684.442	2503.684	1512.205	4326.594	4247.651	809.872	2087.617	2108.9	1887.36	1728.565	611.167	6573.538	2438.501	1691.897	3781.919	7428.731	2782.793	7452.82	315.584	6097.777	4982.442	1254.165	4542.892	5910.472	5554.961	2112.084	473.075	1912.631	302.009	595.783	5332.891	1659.41	615.955	2091.217	3567.567	804.536	346.077	1982.462	941.014	631.308	5550.932	5014.798	51.539	2991.482	2317.181	555.587	931.5	703.218	6699.141	1068.773	4899.881	2199.206	1052.497	109.959	9036.697	8500.403	11154.623	2491.92	3485.492	56.512	3307.125	4008.748	5483.488	6420.251	1729.682	14940	2339.349	614.31	444.689	846.394	1710.564	2182.899	1708.729	3495.699	1808.699	3174.855	3431.341	3863.665	1986.391	1045.241	6141.305	2778.94	3148.992	2490.56	2193.267	1048.27	830.66	3612.904	940.546	2281.936	2011.505	2990.846	9931.386	1475.27	1169.082	1098.901	179.526	365.909	1154.002	1021.729	2598.047	983.186	2363.729	2158.802	1568.776	928.257	933.375	2200.18	6493.289	2000.958	1799.421	1353.692	256.015	2203.026	769.014	1636.504	3554.917	1624.737	3789.145	870.842	296.863	1193.946	3587.751	1159.043	4413.398	4638.182	242.771	2202.197	462.719	2089.513	3092.347	684.829	1236.486	267.356	163.821	1292.716
hsa-mir-766	18.721	64	29.089	50.208	57.089	48.151	69.259	108.626	109.453	83.374	101.92	230.126	161.682	192.71	392.496	201	86.353	100.942	62.697	202.753	59.702	84.061	87.758	317.568	171.523	143.481	135.626	128.668	95.495	105.105	69.545	44.291	47.774	114.026	145.183	144.31	144.815	87.68	197.34	199.574	27.775	40.435	61.149	65.029	188.09	40.525	87.796	43.083	216.792	61.5	110.981	104.051	47.381	51.91	179.689	86.485	53.308	285.743	18.371	38.334	179.489	94.379	469.919	66.301	139.605	151.05	34.345	59.111	153.694	130.87	25.784	92.983	254.691	37.345	317.337	158.067	173.3	99.955	34.771	138.743	109	145.513	122.101	343.681	74.07	236.581	34.161	57.234	23.823	79.401	86.084	158.853	37.123	236.926	86.6	69.686	24.647	53.366	100.663	107.165	162.694	37.423	497.737	59.425	109.304	128.46	74.586	235.144	67.737	78.252	85.499	396.416	140.447	82.264	57.378	71.254	84.129	165.118	96.645	61.763	129.251	261.569	60.656	41.69	48.673	55.695	84.297	104.604	114.246	93.626	86.532	41.073	148.219	23.927	73.851	212.827	61.159	49.683	86.302	21.386	122.238	32.069	68.016	53.527	166.486	22.013	39.95	49.41	85.962	135.756	93.811	75.493	86.07	64.511	73.288	48.716
hsa-mir-769	162.502	139.132	105.446	150.625	262.186	200.306	168.079	112.649	149.015	204.645	153.743	249.528	143.583	107.64	127.46	124.804	191.969	103.53	168.747	104.971	186.568	126.394	215.333	156.594	134.064	179.617	128.759	264.397	132.632	211.826	215.706	168.889	183.98	138.68	109.335	267.665	111.547	112.036	194.144	146.899	200.594	247.406	86.628	177.639	142.575	185.94	144.906	144.418	284.966	161.438	172.572	181.076	120.275	184.156	168.458	162.728	130.308	118.238	155.135	186.877	94.468	143.384	326.417	111.822	159.176	79.866	138.217	104.973	349.382	114.511	195.604	217.461	224.892	215.768	168.415	153.451	169.613	110.71	153.458	303.543	199.672	126.967	258.271	202.309	244.727	201.205	168.072	165.342	103.231	139.974	122.183	128.406	271.868	139.246	185.571	158.27	206.824	183.383	276.58	329.622	176.378	205.221	141.415	158.114	138.824	147.091	140.998	146.803	147.689	170.388	135.078	196.597	236.07	167.819	145.836	133.008	257.645	147.791	133.964	395.28	204.397	220.123	181.967	164.946	173.476	320.671	226.014	203.979	184.664	261.146	133.126	220.196	276.788	153.819	162.151	155.771	135.38	328.753	139.307	201.885	222.123	235.582	136.033	192.698	328.584	302.997	224.333	214.237	139.017	164.039	228.557	168.704	207.49	126.362	125.74	161.807
hsa-mir-874	379.672	338.09	389.061	479.131	422.88	543.138	255.074	500.888	336.273	358.128	127.831	327.674	363.18	269.1	263.013	365.216	383.273	326.12	376.846	283.278	136.461	233.435	269.776	204.777	294.743	513.344	264.386	324.024	173.749	135.827	335.346	271.099	513.315	305.096	161.314	361.619	334.64	306.881	267.647	271.54	199.051	132.955	545.249	247.03	292.828	283.677	297.483	945.393	405.633	326.719	234.164	187.832	187.702	531.456	305.096	275.386	247.077	321.214	479.693	291.097	306.076	132.494	322.374	211.769	238.764	300.364	373.605	222.176	208.285	338.081	294.295	348.538	249.631	349.24	213.637	387.09	423.295	160.687	184.057	400.325	224.269	141.947	263.798	270.557	197.322	187.938	527.447	269.635	275.945	165.35	211.044	230.336	476.042	956.017	494.856	532.686	1172.357	386.172	299.547	314.385	284.334	323.526	145.869	579.397	246.533	308.891	283.017	232.546	582.983	742.134	218.048	375.467	654.423	278.601	454.244	671.375	221.59	365.909	382.754	684.682	564.096	461.89	341.877	425.96	681.425	826.993	301.759	305.096	197.96	173.71	289.919	285.798	202.117	447.783	285.771	307.014	170.413	726.216	114.164	378.106	334.582	564.904	204.488	334.724	213.662	225.305	216.65	232.379	96.708	308.845	201.267	169.474	455.709	152.965	144.421	208.783
hsa-mir-887	20.968	38.957	35.452	8.607	16.915	36.594	27.872	14.081	38.243	18.949	51.824	81.918	47.057	46.875	72.834	73.569	45.833	37.53	110.053	43.139	99.148	137.279	122.293	95.27	41.402	27.633	46.353	160.05	78.253	122.891	183.291	171.323	31.51	27.736	30.47	70.972	45.01	32.88	172.572	213.671	35.49	232.329	28.027	198.258	159.575	11.919	59.667	27.913	145.892	26.906	238.231	49.999	21.868	22.247	41.179	29.587	20.308	45.325	26.536	17.969	30.23	143.384	31.328	28.698	36.532	92.019	17.591	25.479	171.331	49.076	13.337	191.666	186.099	249.655	77.97	105.57	31.71	74.65	177.103	325.2	71.38	158.353	155.264	51.187	263.689	44.221	13.664	19.078	39.704	103.957	43.042	30.447	22.929	24.94	22.269	15.355	20.361	37.841	174.939	77.2	92.751	27.765	124.713	46.691	27.127	29.418	57.216	22.085	43.307	22.718	182.634	41.898	25.4	28.518	33.471	25.335	232.857	42.808	40.189	8.823	27.053	254.201	38.599	38.065	23.713	32.067	59.863	83.684	148.716	126.124	59.907	42.784	214.469	75.2	19.265	108.678	78.378	23.256	25.823	19.675	11.875	29.602	79.426	45.677	400.171	32.371	87.582	68.324	92.678	80.322	299.342	36.976	116.041	107.076	63.948	81.773
hsa-mir-889	514.466	2255.322	585.41	351.458	539.172	558.546	1007.628	1725.95	1309.485	2306.041	4494.827	1228.776	754.112	887.161	1877.506	970.845	10061.408	1349.773	2562.556	1052.588	2458.432	3403.559	3033.756	2984.047	2593.541	548.418	1445.537	1780.169	1630.053	1258.02	588.182	9508.414	1189.265	1809.005	2995.065	10541.356	1808.229	5142.689	409.06	4732.659	4647.604	4358.053	4229.501	6763.379	4358.423	891.557	712.595	1534.595	316.326	516.345	6149.269	979.701	291.576	1180.326	1265.307	674.809	168.385	2136.172	428.661	336.618	3604.894	4285.175	78.825	1940.555	1735.276	897.62	619.883	635.954	6612.216	883.374	5019.911	1176.089	904.63	140.388	6438.744	7562.965	12754.146	2286.949	5338.58	57.528	5826.174	4871.128	5166.93	2973.692	3388.258	6476.137	959.242	335.772	303.739	711.331	727.545	1932.706	615.798	1552.489	640.839	1060.647	1353.462	1837.715	1557.35	1620.682	2638.07	736.383	1180.315	1175.774	698.909	430.487	448.536	1731.752	657.383	966.794	1103.899	1363.284	4063.994	460.679	394.475	541.533	136.71	444.391	603.794	513.512	1451.82	767.668	1409.782	1054.931	629.008	666.657	428.815	751.409	3584.457	1531.283	782.486	901.891	321.142	1196.368	354.806	1470.771	2731.354	667.019	2939.034	628.751	209.55	1034.835	3766.787	872.137	4906.549	6962.453	298.086	2803.217	305.569	762.497	1391.812	338.178	451.098	206.835	132.207	782.067
hsa-mir-9-2	33690.434	5915.872	32892.035	12351.249	2771.98	3757.669	16185.39	5801.446	4475.723	19094.471	2577.356	739.96	973.71	1888.905	1677.212	1253.296	1169.746	1167.301	17283.58	3100.245	3006.409	989.379	1649.125	5290.25	1785.216	11522.082	2892.792	2128.514	1324.998	3051.265	5665.526	3137.348	3627.766	1149.504	2948.463	3235.643	1726.036	1721.942	1963.01	5446.378	1820.775	3778.944	1251.015	912.384	18756.355	4855.887	1414.962	7725.16	4305.165	8979.02	2428.796	19164.298	64804.686	3288.847	23565.411	27968.735	58301.725	42510.609	41659.771	35348.46	2771.687	2218.817	5575.359	4092.878	1388.221	1468.834	23417.333	20516.649	18285.427	1376.864	687.281	1213.883	3367.765	827.112	6256.295	3325.743	24736.922	1922.555	543.826	2072.01	1308.96	2803.27	984.847	9003.951	1525.842	6062.673	16707.486	37891.377	85876.608	9940.622	11442.175	6062.873	22430.755	17775.69	3040.891	5228.825	13296.716	13621.796	778.431	7634.119	6711.493	16653.116	3534.264	10907.741	10839.476	4264.663	15034.644	1864.264	5031.423	11169.877	5215.443	2275.363	5135.275	20978.442	35847.059	11913.732	3580.746	1903.951	3973.938	12694.854	20524.868	252312.224	8859.387	2189.616	10074.111	11189.716	14558.935	3389.184	774.605	543864.502	4507.797	9788.454	9445.048	17555.842	28755.327	3729.454	3600.043	12520.093	801.184	28303.224	8609.721	13383.788	2401.634	14537.288	1324.211	7653.907	531.639	1422.839	23116.458	5164.389	16892.777	17404.204	7488.079	31292.005	14711.573	3868.579
