	TCGA.3B.A9HI.01A	TCGA.3B.A9HJ.01A	TCGA.3B.A9HL.01A	TCGA.3B.A9HO.01A	TCGA.3B.A9HP.01A	TCGA.3B.A9HQ.01A	TCGA.3B.A9HR.01A	TCGA.3B.A9HS.01A	TCGA.3B.A9HT.01A	TCGA.3B.A9HU.01A	TCGA.3B.A9HV.01A	TCGA.3B.A9HX.01A	TCGA.3B.A9HY.01A	TCGA.3B.A9HZ.01A	TCGA.3B.A9I0.01A	TCGA.3B.A9I1.01A	TCGA.3B.A9I3.01A	TCGA.3R.A8YX.01A	TCGA.DX.A1KU.01A	TCGA.DX.A1KW.01A	TCGA.DX.A1KX.01A	TCGA.DX.A1KY.01A	TCGA.DX.A1KZ.01A	TCGA.DX.A1L0.01A	TCGA.DX.A1L1.01A	TCGA.DX.A1L2.01A	TCGA.DX.A1L3.01A	TCGA.DX.A1L4.01A	TCGA.DX.A23R.01A	TCGA.DX.A23T.01A	TCGA.DX.A23U.01A	TCGA.DX.A23V.01A	TCGA.DX.A23Y.01A	TCGA.DX.A23Z.01A	TCGA.DX.A240.01A	TCGA.DX.A2IZ.01A	TCGA.DX.A2J0.01A	TCGA.DX.A2J1.01A	TCGA.DX.A2J4.01A	TCGA.DX.A3LS.01A	TCGA.DX.A3LT.01A	TCGA.DX.A3LU.01A	TCGA.DX.A3LW.01A	TCGA.DX.A3LY.01B	TCGA.DX.A3M1.01A	TCGA.DX.A3M2.01A	TCGA.DX.A3U5.01A	TCGA.DX.A3U6.01A	TCGA.DX.A3U7.01A	TCGA.DX.A3U8.01A	TCGA.DX.A3U9.01A	TCGA.DX.A3UA.01A	TCGA.DX.A3UB.01A	TCGA.DX.A3UC.01A	TCGA.DX.A3UD.01A	TCGA.DX.A3UE.01A	TCGA.DX.A3UF.01A	TCGA.DX.A48J.01A	TCGA.DX.A48K.01A	TCGA.DX.A48L.01A	TCGA.DX.A48N.01A	TCGA.DX.A48O.01A	TCGA.DX.A48P.01A	TCGA.DX.A48R.01A	TCGA.DX.A48U.01A	TCGA.DX.A6B7.01A	TCGA.DX.A6B8.01A	TCGA.DX.A6B9.01A	TCGA.DX.A6BA.01A	TCGA.DX.A6BB.01A	TCGA.DX.A6BE.01A	TCGA.DX.A6BF.01A	TCGA.DX.A6BG.01A	TCGA.DX.A6BH.01A	TCGA.DX.A6YQ.01A	TCGA.DX.A6YR.01A	TCGA.DX.A6YS.01A	TCGA.DX.A6YT.01A	TCGA.DX.A6YU.01A	TCGA.DX.A6YV.01A	TCGA.DX.A6YX.01A	TCGA.DX.A6YZ.01A	TCGA.DX.A6Z0.01A	TCGA.DX.A6Z2.01A	TCGA.DX.A7EF.01A	TCGA.DX.A7EI.01A	TCGA.DX.A7EL.01A	TCGA.DX.A7EM.01A	TCGA.DX.A7EN.01A	TCGA.DX.A7EO.01A	TCGA.DX.A7EQ.01A	TCGA.DX.A7ER.01A	TCGA.DX.A7ES.01A	TCGA.DX.A7ET.01A	TCGA.DX.A7EU.01A	TCGA.DX.A8BG.01A	TCGA.DX.A8BH.01A	TCGA.DX.A8BJ.01A	TCGA.DX.A8BK.01A	TCGA.DX.A8BL.01A	TCGA.DX.A8BM.01A	TCGA.DX.A8BN.01A	TCGA.DX.A8BO.01A	TCGA.DX.A8BP.01A	TCGA.DX.A8BQ.01A	TCGA.DX.A8BR.01A	TCGA.DX.A8BS.01A	TCGA.DX.A8BT.01A	TCGA.DX.A8BU.01A	TCGA.DX.A8BV.01A	TCGA.DX.A8BX.01A	TCGA.DX.A8BZ.01A	TCGA.DX.AATS.01A	TCGA.DX.AB2E.01A	TCGA.DX.AB2F.01A	TCGA.DX.AB2G.01A	TCGA.DX.AB2H.01A	TCGA.DX.AB2J.01A	TCGA.DX.AB2L.01A	TCGA.DX.AB2O.01A	TCGA.DX.AB2P.01A	TCGA.DX.AB2Q.01A	TCGA.DX.AB2S.01A	TCGA.DX.AB2T.01A	TCGA.DX.AB2V.01A	TCGA.DX.AB2W.01A	TCGA.DX.AB2X.01A	TCGA.DX.AB2Z.01A	TCGA.DX.AB30.01A	TCGA.DX.AB32.01A	TCGA.DX.AB35.01A	TCGA.DX.AB36.01A	TCGA.DX.AB37.01A	TCGA.DX.AB3A.01A	TCGA.DX.AB3B.01A	TCGA.DX.AB3C.01A	TCGA.FX.A2QS.01A	TCGA.FX.A3NJ.01A	TCGA.FX.A3NK.01A	TCGA.FX.A3RE.01A	TCGA.FX.A3TO.01A	TCGA.FX.A48G.01A	TCGA.FX.A76Y.01A	TCGA.FX.A8OO.01A	TCGA.HB.A2OT.01A	TCGA.HB.A3L4.01A	TCGA.HB.A3YV.01A	TCGA.HB.A43Z.01A	TCGA.HB.A5W3.01A	TCGA.HS.A5N7.01A	TCGA.HS.A5N8.01A	TCGA.HS.A5NA.01A	TCGA.IE.A3OV.01A	TCGA.IE.A4EH.01A	TCGA.IE.A4EI.01A	TCGA.IE.A4EJ.01A	TCGA.IE.A4EK.01A	TCGA.IE.A6BZ.01A	TCGA.IF.A3RQ.01A	TCGA.IF.A4AJ.01A	TCGA.IF.A4AK.01A	TCGA.IS.A3K6.01A	TCGA.IS.A3K7.01A	TCGA.IS.A3K8.01A	TCGA.IS.A3KA.01A	TCGA.IW.A3M4.01A	TCGA.IW.A3M5.01A	TCGA.IW.A3M6.01A	TCGA.JV.A5VE.01A	TCGA.JV.A5VF.01A	TCGA.JV.A75J.01A	TCGA.K1.A3PN.01A	TCGA.K1.A3PN.02A	TCGA.K1.A3PO.01A	TCGA.K1.A42W.01A	TCGA.K1.A42X.01A	TCGA.K1.A42X.02A	TCGA.K1.A6RT.01A	TCGA.K1.A6RU.01A	TCGA.K1.A6RV.01A	TCGA.KD.A5QS.01A	TCGA.KD.A5QT.01A	TCGA.KD.A5QU.01A	TCGA.KF.A41W.01A	TCGA.LI.A67I.01A	TCGA.LI.A9QH.01A	TCGA.MB.A5Y8.01A	TCGA.MB.A5Y9.01A	TCGA.MB.A5YA.01A	TCGA.MB.A8JK.01A	TCGA.MB.A8JL.01A	TCGA.MJ.A68H.01A	TCGA.MJ.A68J.01A	TCGA.MJ.A850.01A	TCGA.MO.A47P.01A	TCGA.MO.A47R.01A	TCGA.N1.A6IA.01A	TCGA.PC.A5DK.01A	TCGA.PC.A5DL.01A	TCGA.PC.A5DM.01A	TCGA.PC.A5DN.01A	TCGA.PC.A5DO.01A	TCGA.PC.A5DP.01A	TCGA.PT.A8TR.01A	TCGA.QC.A6FX.01A	TCGA.QC.A7B5.01A	TCGA.QC.AA9N.01A	TCGA.QQ.A5V2.01A	TCGA.QQ.A5V9.01A	TCGA.QQ.A5VA.01A	TCGA.QQ.A5VB.01A	TCGA.QQ.A5VC.01A	TCGA.QQ.A5VD.01A	TCGA.QQ.A8VB.01A	TCGA.QQ.A8VD.01A	TCGA.QQ.A8VF.01A	TCGA.QQ.A8VG.01A	TCGA.QQ.A8VH.01A	TCGA.RN.A68Q.01A	TCGA.RN.AAAQ.01A	TCGA.SG.A6Z4.01A	TCGA.SG.A6Z7.01A	TCGA.SG.A849.01A	TCGA.SI.A71O.01A	TCGA.SI.A71O.06A	TCGA.SI.A71P.01A	TCGA.SI.A71Q.01A	TCGA.SI.AA8B.01A	TCGA.SI.AA8C.01A	TCGA.UE.A6QT.01A	TCGA.UE.A6QU.01A	TCGA.VT.A80G.01A	TCGA.VT.A80J.01A	TCGA.VT.A80J.02A	TCGA.VT.AB3D.01A	TCGA.WK.A8XO.01A	TCGA.WK.A8XQ.01A	TCGA.WK.A8XS.01A	TCGA.WK.A8XT.01A	TCGA.WK.A8XX.01A	TCGA.WK.A8XY.01A	TCGA.WK.A8XZ.01A	TCGA.WK.A8Y0.01A	TCGA.WP.A9GB.01A	TCGA.X2.A95T.01A	TCGA.X6.A7W8.01A	TCGA.X6.A7WA.01A	TCGA.X6.A7WB.01A	TCGA.X6.A7WC.01A	TCGA.X6.A7WD.01A	TCGA.X6.A8C2.01A	TCGA.X6.A8C3.01A	TCGA.X6.A8C5.01A	TCGA.X6.A8C6.01A	TCGA.X6.A8C7.01A	TCGA.X9.A971.01A	TCGA.X9.A973.01A	TCGA.Z4.A8JB.01A	TCGA.Z4.A9VC.01A	TCGA.Z4.AAPF.01A	TCGA.Z4.AAPG.01A
hsa-let-7a-1	46448.812	46787.5	55668.024	87061.068	51803.767	71244.33	57354.43	56925.883	35943.256	86631.443	61213.15	33738.2	69017.232	61944.79	72104.763	55823.824	38641.71	102306.82	27546.46	28616.509	34081.16	60023.887	27064.274	40599.365	27722.042	19331.863	29085.181	24499.184	20760.103	15526.869	39842.723	12836.915	11642.781	29326.667	26936.84	35126.099	91537.219	48819.131	95651.964	55215.606	36181.415	37658.494	29972.42	18934.949	40859.732	26140.098	38143.94	19291.271	12890.557	17833.46	74306.841	54370.537	69384.082	41695.87	72792.008	54451.155	45665.214	242876.834	45294.89	104603.113	65480.588	128560.877	145085.207	54496.116	139447.091	107165.306	59642.827	93145.954	64224.478	59892.158	106326.481	65914.696	77832.929	56948.977	100156.367	76991.805	57509.792	204627.733	51043.287	90071.08	51486.384	80175.683	92506.397	77327.365	79054.237	39321.81	66974.34	90230.919	66602.332	73070.377	38536.621	64748.737	39516.372	48549.526	54094.542	33755.87	51481.569	30405.291	41288.385	34683.662	20313.554	26284.428	37114.46	94329.772	46267.513	25697.896	74861.493	40705.902	91197.934	44098.603	72910.279	32608.044	28124.623	46158.368	121741.614	59392.373	46983.098	49939.225	61441.703	53949.022	41119.101	51947.361	31296.307	56652.199	32820.818	45577.83	77187.139	38214.26	45355.566	21030.192	46765.033	36215.729	34211.988	27137.316	78929.676	38182.5	33228.106	63305.29	65856.813	32074.646	55398.092	22387.372	72159.944	50569.32	20691.187	46292.349	30419.091	30337.108	17428.065	33497.226	11850.863	13820.1	49672.208	19020.151	20514.449	31375.504	49185.068	100501.32	61845.185	13351.415	31025.854	23112.445	20295.144	33905.393	22997.46	38221.401	11989.741	31604.144	20616.556	6321.614	23819.335	44472.189	39483.931	29749.473	36556.255	44162.721	27786.413	46666.069	103091.191	73910.776	13501.883	29436.72	23113.867	18426.023	54496.931	51063.058	17088.958	9700.107	32199.038	49825.838	159526.673	73506.184	111755.632	83968.595	51050.416	16121.875	49650.971	33979.163	31672.054	25791.48	12353.649	41168.322	30919.132	41517.86	191339.962	99748.546	57636.784	116198.605	52705.044	44384.255	45713.259	118132.122	101563.884	60214.868	104077.713	59869.13	57747.176	8092.733	128873.165	32806.868	119935.562	27476.881	46447.074	116567.697	25331.435	59049.284	21559.63	46117.665	41216.665	47206.834	75427.643	45173.12	46411.718	41348.737	21514.173	80964.931	51693.459	83316.058	41700.68	58613.417	44926.987	103219.934	35771.088	51196.897	67601.367	35814.866	107279.785	79219.991	49511.526	52691.258	54113.283	27499.476	38428.334	87076.574	62570.698	56250.326	48632.38	181132.059	72854.338	55511.502	61551.694
hsa-let-7a-2	46225.527	46315.357	55455.671	87250.719	52258.243	70902.337	56976.05	56468.027	36129.901	86256.096	61269.03	33431.243	68914.787	62406.803	72118.225	56073.175	38452.303	102745.737	27638.133	28539.977	34106.308	59652.41	26914.109	40675.276	27273.51	19843.574	29384.001	24402.141	20986.486	15616.556	40822.209	13060.054	11669.332	29673.139	26584.314	35092.643	91203.452	48533.989	95603.342	55654.006	36215.698	37459.015	30105.089	18770.38	40878.266	25528.825	37792.306	18977.597	12567.345	18067.468	74261.28	55009.944	68579.818	41254.237	73640.212	53925.829	45933.581	241475.905	44694.403	103950.072	64652.212	128875.126	144854.118	54294.602	139210.424	107347.408	58972.902	93447.85	63409.505	59897.356	105839.061	65303.029	77214.628	56278.226	100098.065	77171.489	58006.401	205146.623	50671.886	89494.251	52096.862	80557.992	92312.313	77636.927	79840.432	39585.156	66643.346	90346.238	66570.725	73034.567	38555.931	64628.001	39812.189	48446.248	54059.16	33658.726	51971.294	30505.339	41434.81	34528.267	20200.933	26183.571	37137.932	94546.654	46722.381	25689.522	74537.945	40567.334	91138.555	44335.876	72606.619	32901.689	28507.295	46023.427	121685.106	59510.605	47112.636	50018.06	61157.099	54201.709	40664.63	52106.639	31467.124	56546.394	32673.65	45294.824	77698.267	38260.065	45355.566	20984.007	46772.298	36541.1	34247.826	26939.631	78691.325	38362.556	33527.873	63605.418	65719.505	32123.474	55574.073	22308.851	71721.442	50131.171	21074.291	46225.527	30546.647	30783.39	17379.568	33285.887	11958.077	13564.225	49672.208	18983.2	20132.437	31169.646	49342.595	100079.094	61331.409	13166.65	30666.795	23283.352	20631.661	34123.565	22810.481	38330.772	11744.983	31463.491	20824.617	6310.306	23688.432	44667.172	39312.04	30054.139	36745.659	44251.622	27538.383	46004.484	102279.811	73501.43	13470.107	29307.452	22891.128	18810.577	54059.875	50882.267	16856.034	9578.961	32224.074	49620.359	158519.065	73281.776	112388.734	84102.56	51133.322	15941.06	49751.988	34230.467	31902.947	25492.136	12328.745	41691.07	31232.272	41452.803	190149.897	99476.64	58180.658	118153.778	52266.255	44419.051	46225.527	118562.29	101137.417	60187.543	103381.279	59881.068	57663.278	8085.64	128695.651	32262.637	119795.052	27363.732	45999.238	116771.495	25717.116	59255.381	21455.521	46011.293	40957.279	46880.538	74612.957	45133.973	46413.944	41480.527	21445.047	80752.355	51830.309	83396.911	41435.205	58333.551	44839.899	104081.056	36039.065	51259.578	67496.71	35375.858	107839.462	78888.077	48930.44	52482.143	53924.027	27620.785	38178.569	87154.924	63054.099	56112.718	48328.542	180229.972	72479.059	55266.512	61531.501
hsa-let-7a-3	46757.811	46606.244	55702.976	86970.366	51978.316	71072.538	57151.251	57164.686	36519.908	85853.862	61213.15	34028.391	69164.444	62477.807	72344.963	56027.358	38893.639	103012.286	27416.002	28712.834	34476.339	59991.739	26740.482	40712.045	27899.368	19617.29	29109	24648.968	21130.248	15759.324	40344.035	13091.322	11638.355	30135.596	27041.293	35025.732	91406.63	49150.148	95053.543	55497.787	36212.717	37116.772	30162.713	19016.136	40941.473	25836.795	38053.391	19196.083	12703.656	17810.758	74149.086	55294.631	68958.04	41552.035	73303.223	54523.614	46297.672	243669.523	45223.404	103770.144	64987.122	129159.809	145152.694	54487.093	138586.146	107446.809	58588.235	94112.787	63313.82	60492.208	106386.268	65359.424	76788.212	56898.316	100348.549	76924.424	57752.137	204624.242	50812.564	90197.209	51718.663	80373.746	93316.198	77883.334	78634.933	39444.77	67372.354	90179.493	66430.022	73100.218	38743.299	65093.695	39803.463	48590.242	54389.396	34072.692	51455.37	30926.16	41527.99	34870.53	20121.085	26479.022	37249.232	95020.841	46099.93	25769.917	74582.339	41001.816	91593.791	44915.737	73856.386	33033.322	28489.279	46205.015	122798.652	59820.749	47406	50202.972	61843.697	53762.11	40898.433	52033.925	31776.806	56860.109	33078.754	45664.235	77890.22	37765.154	45031.687	21094.607	47021.934	36559.769	34060.672	27352.276	78966.9	38236.261	33374.146	63787.122	65921.151	32125.694	55749.425	22417.908	71657.688	50891.225	21326.122	46473.283	31184.43	30361.987	17342.644	33521.667	12014.121	13923.6	49662.832	19272.79	20433.073	31644.015	50060.67	102187.373	61948.913	13298.354	31037.595	23559.009	20150.276	34406.415	23105.294	38060.358	11994.253	31649.649	20823.192	6335.75	23849.351	44427.78	39346.549	29603.127	36287.698	44562.776	28306.094	46448.033	103003.652	73806.452	13805.523	29615.04	23411.546	18654.31	55060.802	51068.727	17069.412	9611.671	32674.122	49795.397	161316.166	74214.471	112562.397	83896.096	51244.356	16710.788	49326.495	34020.533	31914.266	25440.649	12259.847	41251.229	31103.618	41376.593	190517.495	100192.416	58339.504	117014.842	53102.754	44980.751	46625.346	119216.245	101293.441	60476.556	104428.298	59910.914	57582.949	8009.394	129060.726	32446.265	119686.476	27697.225	46409.427	116348.254	25367.987	59208.815	21617.01	46409.427	41485.104	47234.604	75640.499	45875.698	46317.499	41590.713	21762.402	80203.721	51746.433	83120.215	41333.662	58521.276	45043.104	104451.151	36109.13	51610.706	67556.09	35674.85	108035.637	79471.52	48967.93	51878.536	54003.714	27371.427	38618.156	86843.731	63294.316	56836.144	48947.872	180919.649	72524.092	55410.26	61773.818
hsa-let-7b	119953.229	60372.949	83440.044	133795.869	64642.035	90520.813	42976.019	88067.283	55323.781	113368.719	106964.169	48544.367	120616.158	88907.882	122389.55	61587.977	75862.869	59683.865	157710.438	169512.604	114054.531	229759.379	75976.493	117558.936	47102.785	96469.031	120030.505	121403.128	78242.287	67144.604	107882.309	51457.098	38661.024	116103.683	87066.981	64101.346	128733.993	62678.826	149973.617	57777.47	90221.014	94392.65	88187.206	62939.98	63125.689	79485.746	107661.742	38990.127	19850.868	33821.056	66714.643	79551.178	56065.903	80421.856	68573.909	46340.708	79564.99	157468.438	48754.839	78176.218	140736.669	115827.025	80554.039	64084.594	184195.762	69167.919	39579.636	79890.524	70910.885	91668.836	106004.236	47007.249	106707.32	130768.048	104576.554	139861.567	139045.96	173063.85	38496.215	157284.263	31627.233	53186.37	113398.932	134566.325	77666.834	63365.683	66915.527	83439.562	99183.161	128285.472	49104.873	178293.441	108021.889	57017.317	39665.705	116330.996	22825.612	82575.652	37053.588	21355.393	18316.164	6338.543	33218.195	90344.269	37542.562	32686.112	40648.921	36968.457	88786.033	64009.271	48339.828	36479.427	54519.653	55387.71	297976.076	79089.115	98306.659	90691.354	104278.528	75266.296	74144.418	78449.95	70854.486	86537.994	46297.652	67815.133	100091.957	67539.119	41847.911	18662.624	96816.6	49672.391	43739.579	41989.972	251264.212	42630.988	102690.642	140508.671	153928.481	43502.688	29386.889	53248.531	82233.817	90401.754	35100.898	61710.796	84481.814	86118.542	25911.185	81610.626	7731.631	25080.496	153921.279	45484.576	57289.234	62152.229	119159.533	160528.806	140123.1	57926.247	99458.448	32425.51	27520.451	43745.313	16790.54	63196.815	10840.395	44062.952	53547.895	7623.539	2368.76	74956.916	62726.65	46837.359	130829.64	177895.499	109551.174	51094.082	110791.366	69152.627	27307.911	52279.623	48230.304	39594.207	88212.171	86372.103	41726.768	26882.149	69398.086	83400.386	268591.503	113370.831	116967.73	81445.313	71060.202	30478.021	117818.51	65208.8	134397.122	128602.976	36368.637	167417.494	109810.173	72245.464	260353.15	79878.231	85319.661	102279.178	63680.36	88523.284	69134.811	35810.874	144148.181	37941.609	213967.328	107149.313	29310.039	8489.923	100213.099	35458.829	130329.049	17719.816	42400.082	81552.913	34998.671	53270.514	20405.238	101540.313	28415.185	42728.939	39160.052	65642.672	42442.622	62950.5	24440.283	74459.476	67307.635	90129.25	60007.777	88770.918	71167.629	138733.388	55964.921	51123.676	67815.133	20882.768	133102.086	79681.56	56355.039	79584.541	55281.186	34503.068	112085.787	97727.752	105092.142	96579.376	82283.469	204935.102	49674.128	59177.851	105328.794
hsa-let-7c	57387.625	21021.34	58203.724	44930.649	43457.838	13865.038	4210.135	61500.853	575.259	13452.258	57777.581	10048.332	8830.108	11450.147	18885.137	54774.434	17062.227	15641.093	9841.642	52941.927	32719.591	14093.799	43425.597	22725.871	6455.032	27534.662	22952.867	13193.653	14471.482	12819.78	133875.971	33952.731	11515.555	76701.086	30986.743	49730.4	84895.918	16942.608	46113.937	1386.827	26522.704	41114.173	45126.811	19723.417	51478.5	44713.162	17992.168	8345.262	2341.651	1578.677	3208.075	1375.226	5497.254	4845.813	24538.332	9296.137	15305.496	44383.996	30925.075	12243.123	62442.129	22240.735	22800.127	5585.258	44357.331	24780.247	75751.296	13638.851	7644.907	30597.371	91616.731	65035.154	6615.525	69138	4383.479	120107.553	59544.7	26696.087	41658.443	42831.65	3500.571	124203.085	59428.362	36660.847	15443.34	13638.803	13718.476	8705.029	21036.072	113064.218	55989.45	113017.858	22748.202	16508.567	23312.456	38148.323	6989.16	9032.163	13333.576	14840.588	22406.881	101855.717	11611.566	2560.609	4139.032	28250.434	17902.741	32797.179	22862.632	60683.636	53164.406	2354.219	33520.232	5930.768	141033.662	55660.359	26990.493	26393.268	26058.653	19157.647	50396.348	11715.64	20125.638	43372.582	4121.096	4690.896	9153.446	4989.326	20225.85	6065.576	63192.472	14839.932	12688.632	25868.673	14594.059	52511.445	47228.798	26985.295	75986.216	31231.248	23542.445	31866.671	44417.722	628.163	4223.967	30787.548	80838.579	17899.508	10061.478	5402.083	10351.077	19538.464	14330.39	11513.146	8736.526	29963.137	8526.885	44447.899	127123.107	3299.243	2764.854	29299.562	12318.333	48854.967	11267.726	37751.19	7253.624	31092.553	19276.273	13382.541	116.729	7172.755	4857.968	9565.704	16038.504	36199.067	26232.093	50007.636	22715.351	14688.761	38184.47	87674.784	23532.283	6719.519	36751.234	32554.345	18574.459	1459.801	19688.88	16169.751	15754.054	45960.124	36601.19	1617.569	53351.038	13291.456	41857.422	10836.952	12829.315	6404.764	12867.485	5739.749	3075.568	133591.002	13384.264	18036.209	86778.623	7782.73	24077.356	15139.394	3412.743	33953.443	20286.657	34226.48	111056.26	6680.976	3494.284	1555.067	49685.374	1234.832	44335.184	17670.388	3712.88	81168.788	10228.112	5060.16	14519	45844.138	24923.872	21290.582	35633.346	20063.664	4572.992	1472.381	10783.009	6835.26	1146.515	30459.026	97276.366	8387.369	2231.454	10405.395	10744.566	119394.896	43982.417	11154.589	8475.929	165744.698	5940.361	11042.388	30255.925	2969.383	13992.407	37826.466	9675.423	1101.521	29056.061	100338.861	15266.334	44803.813	711.419
hsa-let-7d	1715.136	1224.941	2401.167	1192.324	1656.865	1612.935	4551.875	1220.052	1642.205	1668.626	2446.291	1944.922	2011.03	2156.386	2232.659	1916.392	2244.377	2038.211	2565.085	2479.385	1881.29	5473.034	2241.2	2564.37	2018.393	3407.119	2299.617	2624.385	4811.342	1846.824	1997.535	2156.067	1307.656	2963.596	1992.904	7934.047	2390.202	1628.975	2173.016	2122.228	2814.143	3543.685	2987.057	1186.36	4258.153	4054.935	3010.768	1145.453	2791.806	2207.354	2813.402	3761.861	3777.868	2510.018	2049.446	2018.966	2300.782	1350.426	1696.273	1375.162	2423.649	1852.55	2243.406	3870.881	2394.621	1986.428	2608.388	3250.803	4325.625	2058.589	1017.401	1877.297	2153.396	2581.682	2053.541	2108.48	1836.264	5094.664	2595.777	2709.246	1095.138	1622.675	3296.091	1505.362	2876.549	1689.48	1546.919	1848.221	2835.465	2681.774	3486.391	3600.114	1120.438	1754.73	2063.977	1116.604	1455.067	2862.196	1942.576	811.728	967.709	4501.766	1798.218	2816.359	1352.633	2041.696	2615.472	1486.042	3410.026	3250.773	3560.081	2593.86	1693.56	1404.393	1268.113	1416.498	4095.674	2063.025	1067.479	2813.545	2960.628	2195.276	1452.556	1857.134	1454.458	2391.781	1725.339	2905.785	2728.061	1923.548	1272.3	2059.793	2207.354	1569.97	3003.105	1932.827	5270.917	3178.463	3478.991	2850.907	5777.823	2572.672	1476.444	3853.922	1551.169	4768.019	1766.895	1827.893	1779.51	2871.047	677.401	4676.658	2540.124	2465.384	3811.069	1739.056	2180.82	2969.85	2047.811	3141.955	2830.405	3077.708	2138.317	2298.523	2568.739	2123.698	709.459	3366.016	1893.924	1508.31	1680.894	3835.831	3340.202	2917.606	1631.13	2070.457	2392.896	2560.373	2150.184	4493.863	1903.045	3954.789	2491.764	2311.406	3314.533	3428.099	2044.192	2791.188	2120.891	2064.571	3534.772	1417.977	1294.781	2633.606	2207.354	5401.232	2494.793	1870.888	1938.828	1469.18	2564.2	3074.959	2207.354	2687.186	1896.17	1223.854	4062.649	2722.6	2388.13	2152.356	2991.504	748.443	1307.139	1728.122	2143.783	908.804	2159.941	549.682	2218.919	1747.127	2615.616	1548.958	1543.504	1786.844	1804.887	1802.56	928.501	2766.675	2246.051	1530.319	1472.702	3214.142	1368.782	2389.513	1489.37	2246.117	4451.103	2155.175	2792.124	1421.719	3111.377	2254.971	2023.251	1674.095	1876.393	2540.703	2369.971	3907.777	2721.387	1867.338	1458.012	1668.677	2174.623	1024.067	4014.003	2281.676	2006.995	2185.726	2311.716	1603.642	3147.018
hsa-let-7e	8363.109	5842.591	3768.269	8488.091	7599.096	5782.07	9378.875	11359.321	4610.431	4239.053	11057.98	16889.091	9674.637	9574.86	5183.086	10018.983	5424.753	17055.579	3930.046	4293.73	7120.4	6558.89	3776.629	3545.283	5950.869	5880.815	3321.67	3968.222	6326.075	1727.852	8149.531	1304.726	942.574	3146.498	2563.831	2249.904	5837.621	8060.178	15661.796	8051.748	5413.648	2125.82	7055.566	3233.599	8012.551	4771.976	6075.866	1540.261	1590.299	1090.579	13319.237	4686.864	15476.65	6689.329	9123.931	9597.5	5404.956	38694.641	7950.324	20628.24	13281.532	23914.197	18151.756	13510.489	14645.392	12046.594	20532.139	21396.45	9875.359	7120.4	15136.369	8914.719	17084.014	11579.065	13810.477	20227.089	9526.961	22086.574	10409.289	13558.002	4195.92	13219.604	28060.279	7688.321	9699.49	9730.246	7725.02	10168.335	4179.278	11471.148	8342.286	8556.542	8882.349	3222.467	13168.173	6077.569	5044.368	4035.955	8734.047	4384.511	4502.47	6674.337	3996.965	8827.65	5931.903	5753.26	14497.962	8377.523	12953.01	13487.79	35485.239	6942.837	5548.39	7974.884	8490.097	7961.516	7643.671	7860.825	9077.796	3888.973	5944.899	6288.046	2532.756	8484.364	7943.159	8740.645	4405.975	4063.184	18860.782	4026.567	6419.334	4273.381	4382.187	5478.9	7644.65	9642.8	13650.964	10000.044	9453.848	6903.656	3673.597	4288.15	5262.019	9335.255	2648.686	5454.746	6771.521	2950.596	1861.624	3664.646	4474.989	1185.456	5202.992	4242.454	3919.57	4233.523	5387.608	26471.89	4803.077	2438.9	3645.381	4833.642	4620.695	7134.98	3825.16	3159.712	4265.776	6460.378	2441.866	1642.602	22080.076	5222.92	4998.964	7633.937	4725.189	3710.445	2827.539	4648.541	10970.314	21059.454	1636.729	4571.697	1439.478	3908.056	11457.822	5682.632	1896.782	791.079	3920.489	11000.171	28918.114	15791.298	19069.989	10040.066	11936.882	7677.083	10677.102	2254.945	2968.795	875.282	1967.353	2741.588	3017.31	21382.243	34509.239	13625.981	12785.921	15137.004	7696.538	8929.21	8412.268	29597.058	14697.511	25853.515	13308.037	5649.805	7258.115	1530.243	27293.546	2396.478	29912.89	15605.111	4515.219	26933.306	4623.132	6518.937	15339.035	5514.102	9357.038	4417.396	14958.247	7738.665	8682.305	4817.916	1408.46	12373.181	16037.339	23662.903	10711.882	5984.827	8794.47	15771.247	4682.094	15780.2	16589.156	9958.621	15400.486	20364.78	12090.321	6055.284	10082.818	5225.736	5614.724	20303.669	14579.12	5127.546	7531.018	46271.312	9305.408	9230.02	7120.4
