	TCGA.RZ.AB0B.01A	TCGA.V3.A9ZX.01A	TCGA.V3.A9ZY.01A	TCGA.V4.A9E5.01A	TCGA.V4.A9E7.01A	TCGA.V4.A9E8.01A	TCGA.V4.A9E9.01A	TCGA.V4.A9EA.01A	TCGA.V4.A9EC.01A	TCGA.V4.A9ED.01A	TCGA.V4.A9EE.01A	TCGA.V4.A9EF.01A	TCGA.V4.A9EH.01A	TCGA.V4.A9EI.01A	TCGA.V4.A9EJ.01A	TCGA.V4.A9EK.01A	TCGA.V4.A9EL.01A	TCGA.V4.A9EM.01A	TCGA.V4.A9EO.01A	TCGA.V4.A9EQ.01A	TCGA.V4.A9ES.01A	TCGA.V4.A9ET.01A	TCGA.V4.A9EU.01A	TCGA.V4.A9EV.01A	TCGA.V4.A9EW.01A	TCGA.V4.A9EX.01A	TCGA.V4.A9EY.01A	TCGA.V4.A9EZ.01A	TCGA.V4.A9F0.01A	TCGA.V4.A9F1.01A	TCGA.V4.A9F2.01A	TCGA.V4.A9F3.01A	TCGA.V4.A9F4.01A	TCGA.V4.A9F5.01A	TCGA.V4.A9F7.01A	TCGA.V4.A9F8.01A	TCGA.VD.A8K7.01B	TCGA.VD.A8K8.01A	TCGA.VD.A8K9.01A	TCGA.VD.A8KA.01B	TCGA.VD.A8KB.01A	TCGA.VD.A8KD.01A	TCGA.VD.A8KE.01A	TCGA.VD.A8KF.01A	TCGA.VD.A8KG.01A	TCGA.VD.A8KH.01A	TCGA.VD.A8KI.01A	TCGA.VD.A8KJ.01A	TCGA.VD.A8KK.01A	TCGA.VD.A8KL.01A	TCGA.VD.A8KM.01A	TCGA.VD.A8KN.01A	TCGA.VD.A8KO.01A	TCGA.VD.AA8M.01A	TCGA.VD.AA8N.01A	TCGA.VD.AA8O.01A	TCGA.VD.AA8P.01A	TCGA.VD.AA8Q.01A	TCGA.VD.AA8R.01A	TCGA.VD.AA8S.01B	TCGA.VD.AA8T.01A	TCGA.WC.A87T.01A	TCGA.WC.A87U.01A	TCGA.WC.A87W.01A	TCGA.WC.A87Y.01A	TCGA.WC.A880.01A	TCGA.WC.A881.01A	TCGA.WC.A882.01A	TCGA.WC.A883.01A	TCGA.WC.A884.01A	TCGA.WC.A885.01A	TCGA.WC.A888.01A	TCGA.WC.A88A.01A	TCGA.WC.AA9A.01A	TCGA.WC.AA9E.01A	TCGA.YZ.A980.01A	TCGA.YZ.A982.01A	TCGA.YZ.A983.01A	TCGA.YZ.A984.01A	TCGA.YZ.A985.01A
hsa-mir-20a	4067.81	1138.654	1262.034	4232.506	5084.847	696.964	275.39	188.656	5420.857	765.264	3370.655	1237.627	938.343	1277.21	685.798	1374.174	1104.006	355.624	8685.961	12173.25	7828.351	4133.034	4071.281	4529.02	4373.06	1895.433	521.073	9414.749	1913.879	2328.971	7039.42	4013.322	5060.314	6318.376	10700.058	5960.704	2970.821	10100.006	15050.954	6345.447	12794.585	8726.678	13918.89	9594.422	1324.278	5301.812	1103.836	1415.368	1635.82	4406.056	2530.998	1798.683	6224.341	6236.869	5448.105	1887.841	4985.198	6097.795	3138.387	3340.521	3806.283	5583.407	1911.328	5959.535	2139.489	2441.203	7981.998	1050.557	7404.646	1497.589	814.222	1439.348	2317.54	8465.431	13359.117	406.543	6830.473	1577.866	1132.533	1006.881
hsa-mir-20b	62.349	35.059	74.776	42.605	34.779	49.606	15.102	25.154	598.219	35.872	12.86	40.248	135.13	62.642	47.176	17.335	21.089	43.263	85.97	56.001	385.26	185.958	196.81	71.402	114.222	53.805	65.285	101.322	44.54	66.196	155.099	46.275	75.81	32.184	105.7	83.783	76.532	38.383	29.083	215.543	161.042	33.071	165.764	48.872	75.673	83.923	55.589	31.883	49.861	51.137	211.749	49.055	102.318	414.055	68.579	12.271	58.272	247.477	131.075	155.373	55.989	83.619	60.485	213.187	19.662	56.035	51.611	156.182	491.466	291.702	39.075	15.753	96.3	83.523	121.62	30.254	381.759	94.246	99.824	38.886
hsa-mir-21	395611.87	164493.578	59698.638	148187.604	166697.744	64337.67	10291.589	18639.237	114542.367	120393.506	417059.67	49701.284	60228.03	141256.983	63697.961	207372.565	245741.085	159015.839	320505.782	416343.101	320515.012	212329.972	545936.353	1179065.717	197316.98	183397.27	89593.056	603910.134	226744.731	483067.617	270069.928	657478.099	211507.872	291523.269	175384.2	258957.798	139199.85	1399610.412	673985.679	222250.265	559803.059	1826084.108	453694.936	1109324.018	108352.965	179959.084	81960.051	82788.183	113186.06	182011.002	836561.683	188516.044	105413.059	189251.05	518943.309	517224.199	123892.072	278485.333	86614.775	226197.786	148152.327	92169.491	101980.817	202347.583	542874.828	149191.459	336130.14	174911.668	188925.533	319825.35	93930.891	722533.812	137047.852	185499.953	339754.219	62481.945	357356.074	88387.883	219552.065	101476.969
hsa-mir-210	2604.657	2841.3	1606.919	6930.013	2606.631	797.416	16439.003	14853.535	7694.091	1122.985	3617.132	4133.808	3015.023	3205.205	4547.233	1760.266	1831.575	6507.659	2889.79	2211.409	5832.003	8962.997	5322.813	3005.587	7891.496	2034.192	1323.839	5629.892	1541.361	620.935	2652.866	1465.58	1645.076	8702.571	3364.502	10882.496	28222.802	5617.682	1370.168	2408.853	13155.746	5362.072	822.038	1949.663	2778.281	3024.17	994.423	4058.222	1097.898	3966.556	470.109	376.867	5906.729	2029.827	2715.372	3198.003	1250.67	1791.222	1654.516	1187.898	831.98	1655.511	4710.273	1221.859	3247.828	1082.63	1689.889	238.945	2861.181	2960.286	3995.686	1669.014	670.3	10605.715	1538.704	15410.833	4229.395	1465.379	7824.338	12995.018
hsa-mir-212	189.959	71.642	80.88	24.346	338.871	109.133	31.092	6.289	37.782	55.8	89.303	87.204	37.836	113.104	21.841	26.79	176.093	57.108	52.788	104.366	61.009	26.33	45.624	179.063	18.357	123.656	35.061	39.221	109.326	129.594	26.643	106.431	33.483	162.208	35.775	126.606	27.83	92.118	20.071	64.934	17.17	122.361	24.865	50.951	9.009	28.3	116.472	58.072	112.187	118.858	41.95	107.454	40.501	35.647	133.685	521.044	177.731	29.443	27.204	28.956	24.557	22.739	28.73	38.761	80.103	28.546	54.56	78.758	114.053	34.195	72.698	314.236	100.102	67.863	42.362	86.036	62.328	21.281	49.912	52.774
hsa-mir-214	7.575	7.622	1.526	1.217	5.351	19.842	4.442	3.144	1.799	13.95	12.86	5.031	1.081	1.74	3.495	9.455	28.47	2.596	1.508	5.091	2.26	2.468	4.473	5.578	4.079	14.159	0	3.268	17.546	9.323	6.661	15.204	10.74	11.586	1.626	12.102	4.348	7.677	2.867	0.902	2.368	13.228	4.521	15.597	7.207	11.71	7.941	9.109	6.712	23.495	15.315	14.016	2.132	14.396	8.681	0.944	5.099	5.57	0	14.831	3.929	0	0	12.333	9.467	5.286	0	20.023	12.442	11.166	4.544	19.899	24.075	0	4.1	10.4	1.113	3.04	10.695	4.166
hsa-mir-215	44.285	30.486	7.63	12.173	6.242	3.72	3.553	6.289	8.096	3.986	10.002	5.031	17.297	3.48	5.242	6.304	8.436	7.787	13.574	16.546	13.558	9.874	13.419	19.524	4.079	6.608	14.508	13.074	8.098	14.917	5.709	13.882	8.213	11.586	14.635	9.309	3.479	7.677	22.529	3.607	13.618	30.425	13.562	10.398	7.207	9.759	3.529	1.139	7.671	16.585	7.991	8.565	4.263	8.912	10.417	11.327	11.654	11.14	2.473	2.825	9.823	5.868	12.097	5.286	30.585	11.63	13.271	21.358	11.405	27.914	10.905	24.044	6.336	17.401	19.131	10.4	8.904	21.281	9.507	6.944
hsa-mir-217	363.02	951.165	10.682	147.292	5.351	53.326	10.66	50.308	125.041	301.92	197.896	10.062	50.809	3.48	41.061	104.009	21.089	229.295	1916.975	28.637	11.298	36.204	184.286	11.714	122.38	44.365	94.301	49.027	774.73	399.971	78.025	219.473	235.643	15.448	17.075	42.822	38.266	128.966	20.89	153.315	53.878	357.163	192.135	68.628	25.224	776.779	27.353	967.87	1325.148	124.387	123.187	51.391	6.395	3716.894	638.911	185.008	754.627	111.404	44.516	489.425	420.41	11.736	60.485	168.259	1629.376	69.779	513.16	990.487	974.637	1115.865	11.813	59.696	59.554	27.841	8.199	4052.198	438.522	33.442	993.491	27.776
hsa-mir-218-1	30.883	56.399	13.734	19.477	16.052	47.126	2.665	3.144	34.184	17.936	26.434	15.093	14.054	22.621	7.863	7.879	25.307	6.922	21.115	24.182	15.817	9.051	16.997	24.545	10.198	27.374	18.135	4.903	16.196	22.376	1.903	48.919	29.692	34.759	20.327	41.892	18.263	33.777	11.469	11.724	21.907	52.913	18.837	19.757	10.81	36.107	12.353	19.357	24.93	56.665	15.315	19.466	8.526	26.05	33.855	16.047	18.939	11.14	7.419	34.606	14.734	8.069	13.609	23.785	52.795	11.63	25.068	25.363	13.479	53.037	3.635	22.386	63.355	8.7	19.131	184.363	16.695	9.121	28.521	20.832
hsa-mir-219a-1	13.985	13.719	94.614	52.343	24.969	48.366	166.122	113.194	111.548	14.947	27.863	40.248	84.321	45.242	76.879	26.79	17.926	87.392	48.264	19.091	46.322	143.994	23.259	13.946	109.123	39.646	54.404	31.05	25.644	29.835	39.964	40.986	113.715	28.322	77.242	23.273	100.883	8.444	114.283	99.204	97.691	15.874	94.184	36.394	52.25	38.058	40.589	81.984	22.054	37.316	25.969	28.031	104.45	47.986	15.626	18.878	13.84	60.477	101.398	64.268	20.628	77.018	78.631	68.713	17.841	70.836	60.459	68.079	16.071	66.296	100.869	17.411	44.349	33.061	46.462	34.982	65.667	124.648	43.97	43.053
hsa-mir-22	848286.707	717917.506	872573.731	102623.348	259370.025	484898.107	175923.54	231091.318	566608.198	329315.46	471608.134	304177.831	474679.644	390299.001	523342.452	260869.205	577665.323	547055.256	400576.8	299258.059	592235.296	99176.35	260033.293	538910.927	278980.401	499763.674	1080841.213	314984.713	322288.867	444695.531	331759.527	528840.922	189778.212	371822.513	341500.165	239045.343	167444.394	664236.788	435857.912	349893.309	376820.363	983296.969	826520.465	715911.11	289517.797	765438.941	390062.677	324415.217	282342.849	255281.715	512028.639	219715.805	274399.665	676683.095	526087.653	1278115.872	239368.891	372069.735	961974.886	319616.559	276166.225	303848.978	346411.485	146889.108	441521.474	519328.202	180548.278	631451.264	202167.631	674648.652	431642.274	563120.176	435018.401	463214.812	227862.047	495787.291	234341.887	784570.533	312336.545	323338.054
hsa-mir-221	359.524	1461.806	3177.213	5051.739	218.483	855.703	3506.336	1908.572	4628.329	2189.172	1835.357	690.924	1656.155	1515.599	7878.377	2340.192	560.966	3583.063	1482.601	269.187	1220.179	1987.114	343.523	900.337	2585.286	732.498	6896.051	3557.7	263.192	322.588	557.597	481.916	3289.52	42.483	1982.275	2373.855	2533.373	862.074	6405.585	2442.221	2210.781	371.052	1632.021	138.296	8963.65	1794.594	3146.506	2447.003	994.341	5121.97	1375.036	2626.389	3822.001	4669.768	1355.95	4722.435	29.136	2233.657	1661.935	4552.431	58.936	1433.26	1430.471	204.377	267.982	11128.673	3572.95	2382.775	192.335	6523.516	6041.238	4618.186	2136.344	276.671	2493.902	1122.249	3104.154	5788.551	1544.903	3637.272
hsa-mir-222	133.438	207.305	671.457	1577.603	51.722	281.514	526.794	229.532	1252.213	465.336	612.262	184.47	321.069	441.977	1681.734	286.811	80.138	654.14	980.357	80.82	312.953	593.254	140.451	319.636	990.261	202.947	1020.383	898.822	67.485	94.166	396.788	219.473	796.004	21.885	718.758	591.136	646.171	375.382	1540.159	569.07	837.776	91.936	467.906	47.832	1711.652	372.776	644.125	568.197	147.665	804.368	510.728	636.158	1304.554	1140.021	420.153	1088.341	10.198	564.979	720.914	1185.779	26.521	723.232	329.644	54.618	75.734	2165.26	780.062	441.848	80.874	916.279	785.143	965.093	497.973	172.267	874.574	290.253	573.194	1316.409	336.313	770.785
hsa-mir-223	287.852	82.312	85.458	127.815	91.852	136.416	55.966	66.03	142.133	416.511	245.762	102.297	150.265	139.205	171.231	264.749	324.77	27.688	87.478	207.459	179.637	93.802	288.953	667.722	193.769	130.264	105.182	501.706	210.554	412.092	403.449	351.025	171.836	96.552	143.914	286.724	151.324	175.025	122.066	259.734	82.889	412.721	194.396	370.176	427.012	280.07	118.237	110.451	138.076	106.42	407.517	156.509	153.477	165.896	495.677	105.719	109.261	198.141	110.054	294.503	164.039	200.979	142.14	170.021	280.726	284.402	168.104	368.429	1959.642	516.41	75.425	504.104	193.868	154.866	222.743	199.49	153.594	130.729	136.664	131.936
hsa-mir-224	153.249	35.059	19.839	26.78	117.713	111.613	12.437	3.144	25.188	61.779	65.013	135.837	51.89	78.303	38.44	4.728	66.43	11.248	64.854	201.095	219.18	8.228	78.724	60.803	23.456	61.356	14.508	31.05	59.387	61.534	19.031	69.412	7.581	70.805	9.757	72.612	20.872	94.421	19.252	14.43	8.289	33.071	18.083	31.195	59.457	87.827	38.824	23.912	64.244	23.495	134.507	52.948	4.263	18.509	78.128	9.439	88.137	23.077	19.785	19.069	60.901	13.203	21.17	11.452	45.513	43.347	16.221	10.679	189.743	46.756	7.27	22.386	82.362	127.025	30.063	44.436	26.712	18.241	22.579	18.054
hsa-mir-2355	26.221	25.913	36.625	42.605	12.485	22.323	15.102	34.587	22.489	30.89	67.156	1.677	12.972	27.841	6.115	116.616	31.633	58.838	39.214	22.91	64.398	51.838	28.627	35.701	49.972	27.374	26.598	11.44	49.939	42.887	43.77	23.137	24.006	33.471	25.205	27.928	55.659	137.41	40.142	20.743	74.601	153.448	122.816	167.411	30.63	54.648	15	14.803	46.025	2.764	26.635	31.146	76.738	17.138	55.557	47.196	45.161	46.153	44.516	50.143	48.131	14.67	30.243	37.88	20.026	29.603	16.221	38.712	25.921	18.144	12.722	92.032	13.938	62.642	49.195	22.691	32.277	60.804	20.203	13.888
hsa-mir-23a	68858.51	28804.744	76301.941	69421.856	34715.543	26834.336	42600.16	43400.368	82850.234	39063.32	42777.604	36286.952	20064.119	25361.492	28316.029	26361.44	41363.864	33391.448	39496.313	46270.315	103564.944	83670.274	40630.51	41361.958	68469.795	42959.679	40758.517	39865.194	33823.561	32309.116	25473.412	34550.529	85665.878	69664.342	63013.261	54401.311	67192.22	29838.659	45576.405	57784.51	62919.044	57720.816	40800.514	44385.771	34020.431	32989.701	29395.923	38127.246	42350.085	33439.308	18601.935	45919.377	30237.083	60508.182	53811.758	50133.518	50844.793	32645.444	36064.243	29674.847	46935.646	45845.258	42289.634	30362.356	32470.27	42480.532	52657.887	18262.598	14606.589	29187.64	58940.237	37568.153	35330.768	63474.202	36195.063	17179.769	21287.214	48208.532	34919.555	64368.185
hsa-mir-23b	7934.59	5388.409	5269.412	4387.101	4209.134	4906.028	3312.675	2914.739	3385.112	4989.16	2960.576	3053.819	2800.977	3506.237	2806.967	3522.108	6738.974	4655.992	4514.166	3989.446	5546.165	3270.716	4828.105	5234.674	3122.74	5439.93	2981.357	2523.238	3322.969	3680.856	2395.001	3842.767	4471.524	4570.137	4897.147	4326.002	3907.465	2840.315	3774.208	3807.629	3372.418	4243.623	5189.162	3830.698	4273.724	2721.655	5347.12	2733.948	4169.135	2838.782	3316.732	4962.342	4444.436	3093.756	5038.369	3657.693	4730.985	2021.988	3170.537	4695.798	2567.645	3473.859	3548.96	2996.065	5467.056	3796.605	3450.559	3123.637	2367.123	3506.704	5187.032	3883.587	4510.904	2476.117	1780.578	5138.52	3104.154	3882.342	8422.097	5962.126
hsa-mir-24-1	5603.218	2946.477	2682.776	2360.319	3497.505	1922.23	2613.539	1540.693	2545.806	2209.101	3470.675	2403.143	1369.679	2792.809	1528.849	1787.056	5843.748	3144.374	2404.136	5057.286	3692.171	2141.805	3390.498	5320.022	1768.397	3609.629	1915.033	1495.312	3282.478	3825.368	1629.971	3528.762	2508.678	3057.486	2373.364	3187.482	3683.088	4569.069	4696.664	2085.087	2417.413	5148.436	3453.163	2644.263	2897.196	2328.386	3795.043	2675.876	3753.947	2073.113	3549.789	3510.158	1724.484	3012.179	4156.394	4907.444	2086.878	1411.652	1315.699	2094.712	2316.185	2713.219	1844.794	1408.617	5069.816	2356.623	1539.48	3997.989	2814.522	2129.145	2970.639	4803.079	2665.995	1663.505	1091.851	1936.281	914.885	1726.837	1925.186	2109.59
hsa-mir-24-2	5646.337	2891.602	2673.62	2350.58	3527.825	2031.363	2559.35	1679.041	2659.153	2377.499	3464.245	2502.086	1339.41	3062.52	1545.448	1815.422	6029.33	3217.921	2576.076	5085.923	3833.395	2210.099	3546.157	5378.594	1789.813	3790.865	1912.615	1521.46	3437.694	3860.797	1601.425	3663.619	2505.519	3286.637	2350.598	3277.782	3703.96	4747.164	4779.407	2150.922	2444.648	5218.545	3572.965	2745.126	2819.721	2311.797	3829.455	2809.1	3755.865	2026.122	3569.766	3429.178	1620.034	3077.989	4330.011	5033.929	2023.507	1468.946	1358.978	2120.843	2346.635	2804.173	1908.303	1509.044	5124.068	2334.42	1428.885	4106.115	2832.667	2127.051	2877.948	4856.972	2603.907	1740.068	1143.779	1864.427	980.552	1772.44	1845.565	2151.254
hsa-mir-25	25317.617	53967.929	45701.81	102571.005	48436.249	48431.524	66205.52	278010.126	60323.002	92371.704	49394.605	104814.252	68916.356	82049.428	90215.19	73705.817	60479.942	44999.846	52363.118	40016.004	82589.165	39882.17	28186.756	28342.77	95893.203	56280.569	67982.446	67565.245	100511.044	47581.685	114700.291	28998.25	73447.209	44640.587	48106.356	65636.627	71208.395	68109.214	50458.626	105425.864	102165.442	41643.198	51373.988	124604.792	68318.33	97257.457	63635.136	90801.008	96118.306	78742.348	40084.452	45020.035	86722.982	57742.791	32260.665	36054.94	52696.396	51725.821	51114.403	65619.703	58356.46	52360.211	97303.811	153041.569	25102.216	90528.572	54566.016	78237.767	38606.497	55256.581	96329.03	58653.446	105590.632	96439.791	92814.162	51306.728	83331.33	121492.677	95808.924	126397.628
hsa-mir-26a-2	4393.538	7008.743	8214.667	10863.066	7318.72	5245.829	6744.389	8769.371	8975.09	8552.419	3039.162	10550.015	13996.236	3015.538	7946.52	7162.407	6735.81	5710.75	10348.043	6412.768	6413.848	6605.613	4443.431	5878.967	5995.62	3093.293	11317.31	8345.968	7876.868	3362.93	6250.601	4685.624	7482.442	6393.043	8686.886	9326.923	14735.83	12003.017	9916	9308.038	10169.948	16195.349	12759.297	9657.851	7221.369	6688.499	10123.351	7320.513	12484.391	16575.227	7491.78	8198.415	10715.673	14727.044	5080.037	4738.482	4756.479	15102.447	6854.246	6818.76	8119.416	8649.44	8017.293	15389.96	7483.477	13359.482	6401.229	9848.801	2471.326	10553.608	11664.46	15205.19	12943.507	7202.142	8856.428	9318.354	11008.671	7305.613	10066.824	11847.868
hsa-mir-26b	1609.993	3856.485	2911.682	4850.887	2688.673	2175.221	3112.795	3549.882	2722.123	3854.218	1903.942	7229.552	3025.833	2274.269	4088.579	11067.455	3507.092	2193.447	3536.826	2763.148	2117.236	2009.331	1807.967	1730.946	2191.629	2025.696	4638.876	1784.57	5176.112	1739.736	2044.838	1648.033	1839.655	2733.071	2406.7	4220.807	5468.538	10126.874	5038.694	2517.977	5551.82	6384.616	5640.492	4058.419	5518.726	4370.848	5644.476	5221.943	8099.512	8725.04	2945.839	3284.349	2572.87	4717.069	2196.257	3038.481	2487.5	3635.76	2840.376	6113.225	4241.427	1177.269	3943.625	6555.929	3276.228	5783.188	1903.706	5196.718	1719.612	3787.24	4922.591	8321.855	6150.542	3612.381	2739.876	5215.101	5786.481	3107.09	5006.673	5505.21
hsa-mir-27a	4024.108	1884.038	2533.224	3531.348	2086.732	1361.683	2413.66	2273.308	5235.544	1741.772	5335.323	1279.552	1646.425	1912.335	1553.31	1096.817	3940.47	2108.651	1832.513	2921.605	4629.901	3691.178	2778.598	4076.062	3078.887	2433.479	1160.626	2271.568	2712.903	2207.768	1374.961	2802.913	4052.042	4629.356	2379.869	3611.052	7286.165	8650.678	6725.496	2530.603	5770.885	11312.14	4742.353	4233.109	1763.902	2603.577	1679.137	1629.438	2423.046	1625.32	1762.576	2340.624	1630.692	4617.668	5184.207	6098.672	3033.803	1881.141	1721.29	1631.417	2535.23	1373.847	1716.263	1677.303	3059.949	1620.773	2807.634	822.291	1268.064	1544.345	2343.615	6064.167	2306.136	3998.676	1809.275	691.124	786.89	1450.178	1156.3	1873.494
hsa-mir-27b	3320.209	2800.144	2011.319	1841.755	2636.951	2544.785	1786.481	1631.876	1960.18	2545.897	1445.281	1680.355	2101.543	1719.187	1391.689	1850.092	5618.096	1509.888	1999.928	1972.131	1710.51	1311.578	2187.274	2335.633	1152.415	1918.087	1375.825	1472.433	2067.745	1925.271	1185.606	1930.969	1495.351	2294.08	1764.371	2439.02	2839.5	2833.406	2455.242	1139.042	2095.92	2932.042	2950.597	2534.042	2068.396	1540.873	3228.566	1320.858	2889.053	1957.018	2082.197	2164.649	1733.01	2242.339	3463.662	2878.958	2508.624	1148.26	1880.806	1961.938	1164.968	1341.573	1853.867	1758.349	4131.15	1685.266	1060.236	1617.884	1244.735	1892.573	2107.345	3049.495	3370.507	1218.048	660.03	3295.838	1036.202	1310.328	4148.658	1890.159
hsa-mir-28	10454.173	14214.121	31291.426	44877.706	11323.64	17541.902	34502.807	76173.102	25460.756	23792.923	12104.497	21847.972	32995.53	20713.77	30636.385	29662.924	16191.04	15438.061	20208.924	9911.567	22044.565	15116.881	8388.575	9879.164	41512.452	13580.473	35619.121	38670.578	23236.489	11405.247	26604.781	9080.38	27132.382	13846.873	17461.584	17953.792	25140.662	14408.84	15614.177	38886.153	31861.536	16305.805	20780.007	22249.036	26090.979	18581.225	12298.375	30660.983	19630.794	19561.891	12482.527	13102.358	40899.465	21343.006	11766.032	15015.891	16145.077	26683.722	40116.447	28420.562	21487.082	22427.516	34231.514	29535.157	6764.367	33719.054	29534.719	16759.515	7661.784	22960.711	39201.71	17616.264	23181.738	25050.019	27014.77	12639.719	31741.611	75764.952	21827.098	43434.776
hsa-mir-296	89.735	117.371	199.911	97.383	164.977	182.302	282.497	320.716	138.535	185.337	82.873	181.116	650.787	111.364	111.824	233.231	109.663	233.622	143.283	71.911	94.903	216.402	55.465	70.844	125.44	98.17	120.899	112.761	153.866	78.316	98.959	96.515	192.052	119.725	139.036	77.267	265.252	80.604	88.068	207.426	115.453	80.692	85.142	79.026	79.277	77.092	82.06	112.728	180.266	59.429	29.299	194.663	157.74	88.432	79.864	245.419	108.532	255.434	102.634	88.28	129.659	109.292	264.622	164.735	75.37	127.928	401.091	34.707	125.459	28.612	315.329	82.912	112.773	194.888	196.779	77.527	190.323	173.292	166.374	204.154
hsa-mir-29a	40365.775	45012.652	40020.368	63194.218	67394.293	20894.024	54016.406	59495.89	37402.654	54061.69	47710.706	33744.618	53020.731	60564.808	45745.78	77480.067	104738.264	47073.887	40540.015	47945.258	42122.157	44659.473	44436.097	72349.399	39719.579	43930.05	35064.197	55793.949	55601.021	31474.676	31433.796	46240.792	37533.507	60660.527	31553.789	56000.637	126760.84	139808.739	70094.419	44901.521	52932.045	178238.788	70886.655	116792.621	42407.525	35831.386	38509.85	34113.432	49186.775	49971.69	56042.19	59226.52	43429.703	56167.464	53974.09	145028.701	36104.079	44245.817	51740.101	46862.641	61552.755	26194.042	42209.492	57660.816	59296.894	48181.254	41353.62	36029.953	11102.563	29620.308	53561.463	97497.612	69448.914	39405.581	24977.286	29286.255	31625.86	31618.133	46476.615	69423.424
hsa-mir-29b-1	1494.036	786.54	1379.539	1945.224	1300.194	293.915	351.788	358.447	1647.127	890.815	2848.411	647.322	913.48	1435.556	687.545	2319.706	1517.35	1220.024	1784.249	1869.038	2007.646	1602.034	3533.632	3211.426	1682.731	1563.166	964.77	2281.373	1225.53	2529.423	1457.744	1327.417	1223.699	2542.541	1612.326	1274.434	2346.392	14926.238	4987.492	1175.116	4468.336	13535.809	4447.746	12283.398	1345.899	1773.126	683.831	501.015	1106.527	978.509	2690.142	1476.322	1223.552	1722.714	2039.133	3858.748	1534.747	1703.69	2856.451	1236.629	2435.039	1040.104	1345.792	1886.085	2336.47	1173.554	1039.591	520.606	507.537	755.773	740.615	4252.545	802.079	2220.327	948.366	778.105	1267.706	1015.429	999.433	938.83
hsa-mir-29b-2	1561.046	910.009	2121.194	2334.756	1219.044	486.138	727.562	880.396	1996.164	1226.614	2911.995	613.782	1727.503	1059.701	1153.189	3533.139	1198.907	2486.772	2027.076	1917.403	2008.776	1880.148	3612.356	3169.031	2121.26	1479.155	1734.894	2618.022	1445.532	2565.784	1920.188	1330.062	1462.5	2673.852	1857.062	1265.125	3043.005	14970.762	5365.978	1267.105	4735.358	13889.664	4808.659	12454.968	2291.812	2100.037	775.597	634.24	1371.174	1046.231	2760.725	1853.189	1428.188	2117.574	2145.04	4375.073	1769.294	2025.967	4726.128	1601.049	2862.325	1661.379	1754.066	2116.009	2644.868	1599.628	1310.917	787.584	652.177	1293.119	1001.421	4645.547	832.49	2578.781	1113.715	1412.502	1558.198	1298.168	1542.526	1038.824
hsa-mir-29c	4181.436	1291.084	10352.647	7822.284	1607.853	633.716	2010.347	3207.156	12218.068	4120.267	2878.417	1061.542	4453.888	348.014	1970.031	19339.287	1046.012	5868.228	3453.872	3225.794	1980.531	10363.44	2860.006	4990.903	7618.18	635.272	4733.177	10292.326	2055.598	1529.028	7782.565	2737.468	6870.277	3250.591	5206.928	2834.662	33570.455	11134.034	23189.217	8116.689	12831.885	36813.564	17152.039	10089.377	4428.674	3648.716	1820.315	1386.901	3331.089	1951.49	4135.095	8164.933	5768.174	7042.355	3469.738	13006.284	4744.096	13006.454	8240.429	3097.574	10730.281	3930.096	7111.53	14541.618	5172.858	4735.448	9390.239	3421.317	1566.158	3870.285	4765.381	9919.564	1232.896	5331.568	2873.795	3713.727	4182.649	2803.069	3856.315	2452.624
hsa-mir-301a	9.323	6.097	22.891	8.521	14.268	3.72	11.549	3.144	22.489	4.982	15.717	11.739	2.162	36.541	16.599	22.062	12.653	15.575	37.706	22.91	40.673	44.432	30.416	17.851	25.496	19.823	6.045	13.074	20.246	52.211	12.37	11.899	24.006	32.184	11.383	4.655	9.566	113.613	89.706	11.724	137.36	49.606	34.66	68.628	12.612	15.614	6.177	19.357	7.671	9.675	11.986	15.573	14.921	10.283	19.966	55.691	16.025	11.936	19.785	31.075	5.894	11.003	4.536	18.5	16.021	3.172	16.221	1.335	31.105	19.54	19.992	9.12	5.068	20.881	17.765	28.363	17.808	15.201	10.695	5.555
hsa-mir-3065	186.463	97.555	62.568	133.902	72.233	69.448	517.022	31.443	110.648	115.587	156.459	31.863	78.916	46.982	143.275	275.78	61.158	160.939	61.838	105.639	154.782	53.483	159.237	156.192	140.737	39.646	147.496	60.466	52.638	392.513	231.222	72.717	85.918	73.38	43.906	62.372	33.048	264.073	162.618	130.769	187.093	197.101	265.222	405.53	198.191	270.311	47.648	40.992	66.162	41.462	179.787	111.347	34.106	58.269	291.677	323.765	411.548	98.672	317.796	274.022	175.826	463.572	105.849	191.163	209.725	176.562	66.357	170.866	270.099	247.737	78.151	244.59	46.883	179.227	61.493	286.471	94.605	51.683	70.115	81.939
hsa-mir-3074	44.285	53.351	91.562	31.649	57.073	35.964	71.957	50.308	49.477	86.69	55.011	63.726	38.917	73.083	67.269	56.732	85.41	20.766	42.231	31.819	162.691	55.952	46.519	46.858	64.25	48.141	103.973	24.513	89.08	88.572	42.819	52.885	72.019	47.632	26.831	30.72	42.614	33.009	20.89	45.995	47.957	35.716	56.51	73.827	36.035	45.865	80.295	62.627	44.108	6.91	41.284	62.292	89.528	42.502	36.46	21.71	54.63	28.647	72.957	82.63	38.308	39.609	95.264	39.642	32.041	61.321	57.509	40.047	55.471	35.59	47.254	63.842	81.095	69.603	27.33	97.381	16.695	103.367	26.145	63.885
