	TCGA.RZ.AB0B.01A	TCGA.V3.A9ZX.01A	TCGA.V3.A9ZY.01A	TCGA.V4.A9E5.01A	TCGA.V4.A9E7.01A	TCGA.V4.A9E8.01A	TCGA.V4.A9E9.01A	TCGA.V4.A9EA.01A	TCGA.V4.A9EC.01A	TCGA.V4.A9ED.01A	TCGA.V4.A9EE.01A	TCGA.V4.A9EF.01A	TCGA.V4.A9EH.01A	TCGA.V4.A9EI.01A	TCGA.V4.A9EJ.01A	TCGA.V4.A9EK.01A	TCGA.V4.A9EL.01A	TCGA.V4.A9EM.01A	TCGA.V4.A9EO.01A	TCGA.V4.A9EQ.01A	TCGA.V4.A9ES.01A	TCGA.V4.A9ET.01A	TCGA.V4.A9EU.01A	TCGA.V4.A9EV.01A	TCGA.V4.A9EW.01A	TCGA.V4.A9EX.01A	TCGA.V4.A9EY.01A	TCGA.V4.A9EZ.01A	TCGA.V4.A9F0.01A	TCGA.V4.A9F1.01A	TCGA.V4.A9F2.01A	TCGA.V4.A9F3.01A	TCGA.V4.A9F4.01A	TCGA.V4.A9F5.01A	TCGA.V4.A9F7.01A	TCGA.V4.A9F8.01A	TCGA.VD.A8K7.01B	TCGA.VD.A8K8.01A	TCGA.VD.A8K9.01A	TCGA.VD.A8KA.01B	TCGA.VD.A8KB.01A	TCGA.VD.A8KD.01A	TCGA.VD.A8KE.01A	TCGA.VD.A8KF.01A	TCGA.VD.A8KG.01A	TCGA.VD.A8KH.01A	TCGA.VD.A8KI.01A	TCGA.VD.A8KJ.01A	TCGA.VD.A8KK.01A	TCGA.VD.A8KL.01A	TCGA.VD.A8KM.01A	TCGA.VD.A8KN.01A	TCGA.VD.A8KO.01A	TCGA.VD.AA8M.01A	TCGA.VD.AA8N.01A	TCGA.VD.AA8O.01A	TCGA.VD.AA8P.01A	TCGA.VD.AA8Q.01A	TCGA.VD.AA8R.01A	TCGA.VD.AA8S.01B	TCGA.VD.AA8T.01A	TCGA.WC.A87T.01A	TCGA.WC.A87U.01A	TCGA.WC.A87W.01A	TCGA.WC.A87Y.01A	TCGA.WC.A880.01A	TCGA.WC.A881.01A	TCGA.WC.A882.01A	TCGA.WC.A883.01A	TCGA.WC.A884.01A	TCGA.WC.A885.01A	TCGA.WC.A888.01A	TCGA.WC.A88A.01A	TCGA.WC.AA9A.01A	TCGA.WC.AA9E.01A	TCGA.YZ.A980.01A	TCGA.YZ.A982.01A	TCGA.YZ.A983.01A	TCGA.YZ.A984.01A	TCGA.YZ.A985.01A
ENSG00000112378.12	2345.835675	256.3891762	1945.76307	1885.127022	163.8821777	260.4086341	831.9620381	2340.249691	2823.246297	244.6025551	1739.629415	116.10213	541.9184402	489.7790841	2248.002149	410.9355847	120.2687362	6145.368704	761.6876504	216.7628455	1458.77625	297.4755782	149.6020732	142.7277463	2477.219752	300.7446699	1285.945334	1995.950918	371.7366367	979.3630405	135.656062	205.5969148	276.0657853	626.1158718	1353.342087	1107.431676	4562.499582	356.8462997	990.7971304	3222.196159	321.0312604	1478.287458	1501.380302	196.3070214	1940.745988	5593.052788	239.9666031	290.8605075	143.5847809	162.5900504	131.6339366	97.23284012	2643.310804	979.5201948	175.8669686	202.7060982	748.2254321	337.0375219	816.9862323	3058.663391	2689.278392	616.7364196	710.2445377	1602.434811	461.3056642	2475.323131	1271.717925	1361.469187	1660.035355	1793.889763	2152.243881	1037.556818	35.08460362	2911.432728	2154.016625	572.5893388	1175.447213	3354.777263	115.194068	105.8550681
ENSG00000112559.15	519.848267	555.0693506	27.49732468	16.37816701	1725.949011	163.2138622	372.8422467	504.7076519	76.6925989	356.3345865	144.105178	1128.512703	797.3852429	1599.13922	31.49968835	74.0032303	841.8811533	64.34406321	52.85179615	437.3064384	11.15272362	322.7610024	541.7504864	429.4926678	48.10832562	775.9885792	172.7389254	29.54974441	839.7936974	31.19700243	547.2488866	232.3868158	80.20830249	634.0080887	71.05539399	512.8608233	6.302762278	104.8858582	600.147018	350.8562413	48.64110007	97.22186681	142.7337186	35.6921857	37.73672755	24.27972604	413.7355227	498.8187448	352.3145086	1133.394721	324.6970437	478.554674	6.702531358	81.83652013	586.2232285	263.900392	600.2025146	350.888379	201.3287501	366.6570083	60.35786915	8.369074587	123.0982551	261.1055182	54.45969646	10.93260124	210.2332878	147.5356344	1368.143854	117.4150288	36.6982407	117.8762776	596.4382615	152.3969997	722.6022482	176.1305915	1787.278295	16.88174189	469.9186583	63.06259375
ENSG00000112782.19	13.03694714	74.00924674	5.237585653	4.913450102	1.037228973	14.67090896	0	2.656356063	14.37986229	15.09892316	33.69365672	4.644085199	15.80858927	6.306168465	4.609710491	23.50690845	27.99907086	29.61869576	13.21294904	1.260249102	0.743514908	1.487377891	18.46153244	43.86586698	9.334451239	4.488726416	2.741887705	8.059021203	21.07009277	21.72648383	10.79082312	83.48480781	17.72043892	3.946108436	9.86880472	3.477022531	4.201841518	23.4381806	32.04070322	9.980593298	1.945644003	39.27505878	14.27337186	11.66859917	18.48329513	9.338356169	8.274710453	14.05123225	15.95386454	26.83525104	105.3071493	41.42964492	20.10759407	25.18046773	7.327790356	17.84833569	15.20783399	34.62714266	26.26027175	18.06715693	11.17738318	4.506424778	4.049284707	20.36993404	144.1580201	10.93260124	11.60797295	31.06013355	34.34017659	97.11017417	4.317440083	56.48238301	19.23994392	0	71.70862005	544.2237379	49.87753381	6.565121846	153.5920907	4.504470982
ENSG00000112796.10	30.96274945	70.4849969	121.7738664	3.275633401	9.335060755	23.84022707	0	29.21991669	23.96643716	29.19125144	14.51419059	1.85763408	169.468077	50.44934772	12.29256131	22.63628221	5.727082676	20.42668673	20.20803971	8.821743714	3.717574541	4.462133673	31.19362377	6.547144326	23.69514545	12.90508845	43.87020329	2.686340401	74.497828	24.51193048	9.249276957	21.80573338	10.25920148	10.52295583	16.44800787	8.692556327	21.70951451	3.51572709	22.18202531	4.606427676	2.918466004	14.80862872	112.4028034	19.21886923	2.310411891	93.38356169	1.182101493	18.96916353	25.26028552	3.157088358	11.90973713	11.83704141	82.94382556	20.14437419	40.30284696	8.924167846	12.16626719	41.5525712	350.1369567	8.502191497	29.06119626	32.83252338	87.46454968	37.65351444	230.0121298	1.822100207	24.50572066	28.47178909	47.6079721	264.8459296	2.158720041	7.367267349	5.658807035	17.33425589	3.44752981	492.1101921	31.58910474	16.88174189	63.99670444	15.76564844
ENSG00000112837.17	202.8874898	70.4849969	3.92818924	1.637816701	23.85626637	73.35454482	3.081340882	5.312712126	14.37986229	7.04616414	263.8472503	2.786451119	1.264687142	53.07691791	5.377995573	7.83563615	98.63309052	6.12800602	56.73795763	2.520498204	2.230544725	8.924267347	78.93896629	69.39972986	5.744277686	15.71054246	13.70943853	5.372680802	2.257509939	15.04141189	7.707730798	76.63157732	39.17149656	31.56886749	182.2439272	24.33915771	2.801227679	104.2999037	3.697004218	8.445117406	14.59233002	211.827776	33.00717242	6.863881866	137.0844388	9.338356169	36.64514629	32.31783417	11.96539841	34.72797194	25.07313079	38.89313605	4.189082099	6.295116933	14.65558071	1.274881121	6.083133594	11.54238089	0.729451993	44.63650536	45.26840186	6.437749682	13.767568	73.45521669	30.75371094	19.13205217	18.0568468	10.35337785	269.2582028	23.83613366	8.634880166	17.19029048	7.922329849	15.1674739	344.0634751	24.40761006	9.975506761	6.565121846	40.22649994	0
ENSG00000112936.19	22.81465749	64.31755967	7.85637848	14.74035031	5.186144864	3.667727241	0	39.84534094	44.73734936	28.18465656	12.95909874	0.92881704	8.220466421	3.153084232	6.146280654	6.094383672	5.090740156	19.4053524	13.99018133	1.260249102	3.717574541	0	8.275859369	12.43957422	18.66890248	3.927635614	8.225663116	13.43170201	18.81258283	19.49812652	38.53865399	6.230209538	31.71025912	11.83832531	1.973760944	1.738511265	4.201841518	0.585954515	1.848502109	1.535475892	7.782576011	14.80862872	51.74097298	54.91105493	0.770137297	5.603013701	7.09260896	5.620492899	1.329488712	29.9923394	100.2925232	69.33124252	0.83781642	6.295116933	7.327790356	26.77250354	15.20783399	30.01019031	2.188355979	5.313869686	16.76607476	3.218874841	8.908426356	24.07355841	78.8063843	0	7.73864863	59.53192264	39.02292795	200.4000867	0	353.6288327	0	1.444521324	6.205553658	603.5936002	4.987753381	0.937874549	18.2847727	0
ENSG00000112964.14	81.4809196	44.05312306	58.9228386	235.8456049	42.52638788	16.50477258	18.48804529	61.09618944	44.73734936	26.17146681	45.09766361	18.5763408	99.9102842	75.67402157	76.82850818	20.89502973	69.36133463	44.93871081	41.19331171	15.12298922	29.74059633	37.18444728	52.83817905	23.56971957	56.72474215	37.03199293	87.74040657	42.98144642	24.83260933	43.45296767	52.41256943	46.10355058	98.86139609	46.03793175	66.44995178	26.07766898	91.03989956	16.40672642	57.91973275	112.8574781	104.0919541	34.76808482	86.53231688	43.24245576	23.10411891	11.82858448	14.18521792	55.50236738	17.28335325	34.72797194	27.58044387	32.12911239	434.8267219	109.5350346	18.31947589	24.2227413	26.36024558	66.94580915	168.5034104	24.44380055	35.20875701	68.24014663	112.5701149	59.25798994	35.87932944	130.2801648	38.69324315	36.23682248	22.63329821	90.93043582	6.476160124	19.64604626	14.71289829	22.39008052	113.7684837	50.1345504	8.312922301	167.8795443	49.36888629	15.76564844
ENSG00000112984.12	382.9603221	584.1444118	78.5637848	70.42611813	451.1946031	166.8815895	30.81340882	61.09618944	143.7986229	156.022206	438.0175374	302.794355	65.76373137	555.993853	149.0473059	108.8282799	306.0807519	107.2401053	232.3924566	424.7039474	396.2934461	136.838766	175.0662559	139.4541741	147.9151504	552.67444	79.51474345	104.7672756	264.8811662	363.7793319	43.16329247	356.9910065	178.1370439	526.1477914	169.7434412	563.27765	11.90521764	271.882895	181.1532067	189.6312727	193.5915783	88.85177232	51.74097298	126.9818145	103.1983978	85.29031968	361.723057	486.1726358	558.3852589	331.4942776	151.6924413	254.4963902	285.6953991	157.3779233	392.0367841	456.4074413	299.0874017	41.5525712	13.85958787	374.0964259	31.29667289	99.14134511	184.6473827	46.29530464	49.97478028	107.5039122	69.64783767	88.00371173	1297.122125	462.597557	168.3801632	104.3696208	315.7614326	332.2399045	193.7511753	208.4541833	325.8665542	172.5689171	272.4431132	159.9087199
ENSG00000113088.6	12.22213794	206.1686159	5.237585653	3.275633401	0	27.50795431	0	2.656356063	1.597762477	25.16487193	45.09766361	8.359353358	25.29374283	23.1226177	11.52427623	17.41252478	87.81526769	1.021334337	0.777232296	2.520498204	0	0	10.18567307	484.4886801	0.718034711	3.366544812	2.741887705	5.372680802	15.80256958	3.899625304	18.49855391	110.2747088	5.59592808	0	0.657920315	3.477022531	1.400613839	189.8492629	0	0	0	146.7985804	3.568342964	4.804717306	13.86247134	0	15.36731941	2.107684837	21.27181939	3.157088358	342.8750636	80.32278097	0	5.036093547	36.63895178	62.46917492	1.013855599	25.39323795	0	4.251095748	7.265299065	3.218874841	0	1.234541457	139.6731039	3.644200414	5.159099087	7.765033388	1.560917118	26.48459296	0	322.9318854	3.395284221	0.722260662	3.44752981	11.87397246	3.32516892	3.751498197	3.65695454	15.76564844
ENSG00000113205.5	6.518473568	3.524249845	17.02215337	3.275633401	1.037228973	1.83386362	3.081340882	5.312712126	33.55301202	8.052759017	36.28547647	8.359353358	3.161717854	3.678598271	16.9022718	14.80064606	1.272685039	65.36539755	0	3.780747306	1.487029816	2.974755782	1.9098137	1.309428865	22.97711074	5.61090802	5.483775411	5.372680802	30.10013252	1.671267987	1.54154616	4.984167631	35.44087784	1.315369479	4.605442203	3.477022531	72.83191965	1.17190903	4.929338957	15.35475892	22.37490603	127.4829777	34.7913439	0.686388187	3.080549188	3.735342468	1.182101493	122.2457206	0	3.157088358	8.148767507	2.536508873	5.864714938	151.0828064	0	33.14690914	4.055422396	60.02038062	308.5581931	17.00438299	2.794345794	5.150199746	1.619713883	46.91257537	17.29896241	0.911050104	16.76707203	5.176688926	7.80458559	14.12511624	4.317440083	1.227877891	2.263522814	0	40.68085176	36.94124767	0	12.19236914	36.5695454	0
ENSG00000113209.9	275.4055082	23.78868645	948.0030032	4.913450102	101.6484393	20.17249982	456.0384505	7.969068188	105.4523235	174.1409137	341.0834788	31.57977935	260.5255512	22.59710366	763.6753713	2.611878717	33.08981101	56.17338852	41.970544	25.20498204	17.10084289	623.2113364	280.742614	2.61885773	289.3679884	5.049817218	95.96606969	265.9476997	82.77536444	95.8193646	106.366685	25.54385911	453.2701745	128.9062089	15.79008755	137.34239	161.7708985	2.34381806	375.8620955	7.67737946	598.2855308	321.2828579	357.7263822	233.3719834	70.85263132	302.5627399	28.37043584	585.9363847	26.58977424	105.76246	51.39991812	10.99153845	11.72942988	292.0934257	36.63895178	3.824643362	27.37410117	36.93561884	1.458903986	26.56934843	11.17738318	30.90119848	314.2244933	49.38165828	73.04006349	5.466300621	379.1937829	38.82516694	48.38843066	79.45377887	418.791688	46.65935987	32.8210808	120.6175305	802.5849398	193.2818851	322.5413853	62.83759481	56.68279536	2.252235491
ENSG00000113296.14	34.22198623	55.50693506	13.09396413	47.49668432	6.223373836	5.501590861	1.540670441	95.62881826	27.16196211	24.15827705	57.5383984	23.22042599	53.11685995	19.96953347	11.52427623	6.094383672	21.63564566	22.46935541	30.31205956	18.90373653	92.19584862	25.28542415	34.37664661	39.28286596	58.16081157	24.12690449	13.70943853	48.35412722	30.10013252	37.32498505	15.4154616	24.92083815	32.6429138	19.73054218	14.47424692	285.1158475	14.70644531	31.0555893	20.3335232	63.72224952	17.51079602	16.09633557	21.41005779	13.72776373	6.161098375	29.26018266	7.09260896	22.4819716	39.88466135	22.09961851	9.402424046	46.50266267	13.40506272	21.40339757	10.99168553	12.74881121	25.34638998	23.08476178	19.69520381	46.76205323	47.5038785	9.012849555	7.288712473	29.01172424	60.86671958	13.66575155	41.27279269	33.64847802	22.63329821	27.36741272	6.476160124	25.78543572	7.922329849	30.3349478	111.0104599	279.0383529	4.987753381	12.19236914	146.2781816	63.06259375
ENSG00000113389.16	15.48137472	26.43187384	11.78456772	0	3.111686918	12.83704534	3.081340882	162.0377198	4.793287431	18.11870779	7.257095294	7.430536318	1.264687142	11.56130885	6.914565736	4.353131194	22.27198818	11.2346777	24.87143348	2.520498204	1.487029816	1.487377891	236.8168989	12.43957422	5.744277686	11.78290684	13.70943853	0	85.78537769	34.5395384	6.166184638	26.16688006	13.05716552	2.630738957	3.947521888	1.738511265	2.801227679	1.17190903	3.080836848	3.070951784	7.782576011	16.74018899	7.136685929	5.491105493	6.161098375	4.357899546	1.182101493	5.620492899	31.90772908	6.314176716	36.98286791	21.9830769	5.026898519	16.36730403	21.98337107	3.824643362	8.110844793	39.24409502	3.647259966	35.07153992	9.5007757	5.793974714	6.478855532	8.641790199	52.53758953	14.57680166	56.75008996	7.765033388	21.85283965	10.59383718	0	4.911511566	24.89875096	0.722260662	16.54814309	184.7062383	4.987753381	5.627247296	96.9092953	2.252235491
ENSG00000113494.17	109.9992415	34.36143599	2.618792827	85.16646844	31.11686918	20.17249982	0	47.81440913	3.195524954	2.013189754	79.30968429	10.21698744	6.955779279	203.899447	6.146280654	20.02440349	40.72592125	3.06400301	10.10401985	15.12298922	46.84143922	4.462133673	154.6949097	39.93758039	5.744277686	47.69271817	16.45132623	29.54974441	48.16021204	46.79550364	4.624638479	40.496362	7.461237441	146.0060121	1.973760944	17.38511265	2.100920759	54.4937699	6.777841066	16.89023481	5.836932008	74.68699702	0.892085741	17.84609285	321.9173901	43.57899546	15.36731941	1.405123225	19.94233068	7.892720895	23.19264598	31.28360943	3.351265679	5.036093547	25.64726625	5.099524483	67.92832514	6.925428533	6.565067938	3.188321811	19.56042056	1.931324905	2.429570824	7.407248742	26.90949708	0.911050104	14.18752249	7.765033388	14.82871262	12.35947671	2.158720041	7.367267349	19.23994392	78.00415149	15.85863713	7.256316506	13.30067568	2.813623648	20.11324997	13.51341295
ENSG00000113645.15	566.2923912	640.5324093	1040.970149	476.6046599	716.7252202	493.3093139	631.6748808	467.5186671	771.7192765	633.1481777	799.3172103	438.4016428	1052.219702	876.5574166	715.2734111	393.52306	345.5339881	265.5469275	650.543432	640.2065438	246.1034346	867.1413105	343.7664661	355.5099369	662.0280033	848.9303834	951.4350337	1203.4805	1009.106943	698.0329293	390.0111784	614.2986605	775.0360391	317.0040443	906.6141936	749.2983553	836.1664622	384.3861619	952.5947535	536.6488243	610.9322168	322.5705647	1309.581868	586.8618996	1471.732374	628.1600916	864.1161916	870.4738377	865.4971514	1011.846819	498.9553027	592.6975733	886.4097721	1413.883263	567.9037526	406.6870775	594.1193811	835.6683763	1566.133429	924.6133253	527.5724859	786.6930112	829.2935081	238.2665012	704.1318402	1317.37845	428.2052242	553.905715	421.4476218	1336.589125	1085.836181	284.8676708	517.214963	500.5266387	635.034991	1331.863911	285.9645272	1283.950258	1031.26118	959.4523192
ENSG00000113657.13	348.7383359	968.2876449	164.9839481	221.1052546	986.4047531	396.114542	66.24882896	247.0411138	246.0554215	1067.997165	305.8347303	337.1605854	954.2064484	683.6937644	202.0589765	493.6450774	582.8897479	892.6462102	393.279542	291.1175426	1232.747718	629.160848	443.0767785	237.661339	224.0268297	564.4573468	298.8657599	139.6897009	1079.089751	985.4910231	422.3836477	560.0958375	326.429138	264.3892652	156.5850349	441.5818614	114.8503348	218.5610341	55.45506327	83.68343612	182.8905362	856.3250521	370.2155825	284.1647093	143.2455372	245.2874887	404.2787107	187.5839505	438.7312749	855.570945	756.5817216	291.6985204	93.83543901	294.6114725	937.9571656	214.1800283	318.3506581	849.5192334	108.688347	1757.828092	291.1708317	63.73372185	275.3513601	630.2334138	1195.550513	308.8459851	109.6308556	1400.294354	1019.278878	2448.942029	105.777282	376.9585127	433.4646189	185.6209901	237.1900509	10600.15908	528.7018583	191.3264081	2062.52236	860.3539576
ENSG00000113763.12	37.48122301	59.91224736	10.47517131	8.189083503	35.26578507	42.17886327	15.40670441	10.62542425	6.391049909	50.32974386	13.99582664	16.71870672	7.58812285	38.36252483	33.03625852	3.482504955	20.36296062	97.02676198	16.32187822	155.0106395	11.15272362	13.38640102	19.098137	5.892429893	10.05248595	26.37126769	38.38642787	18.80438281	17.3075762	7.799250607	9.249276957	51.71073917	7.461237441	44.72256227	5.263362517	93.87960833	3.501534599	7.03145418	9.858677914	10.74833124	9.728220013	4.506973958	6.244600188	6.863881866	17.71315783	11.2060274	9.456811947	16.8614787	53.17954847	59.9846788	23.81947425	6.764023661	4.189082099	10.07218709	190.5225493	30.5971469	12.16626719	57.71190444	1.458903986	27.63212236	3.912084112	0.643774968	0.809856941	6.789978013	192.8513957	16.39890186	11.60797295	7.765033388	85.06998293	131.540145	6.476160124	2.455755783	22.63522814	28.89042648	5.516047696	548.8413939	39.90202704	20.63324009	29.25563632	22.52235491
ENSG00000113805.8	8.962901156	11.453812	188.5530835	1.637816701	2.074457945	5.501590861	1.540670441	53.12712126	282.8039585	11.07254365	1.036727899	2.786451119	183.3796355	2.627570194	126.7670385	21.76565597	0	177.7121746	16.32187822	3.780747306	2.974059633	50.5708483	3.819627401	1.964143298	136.426595	5.61090802	287.8982091	0	13.54505964	5.570893291	137.1976082	3.738125723	13.9898202	1.315369479	642.1302271	5.215533796	956.6192523	1.17190903	10.47484528	62.95451157	38.91288005	4.506973958	317.5825238	6.177493679	115.5205945	197.9731508	9.456811947	37.93832707	14.62437583	1.578544179	3.760969618	1.691005915	1007.893153	298.3885426	3.663895178	5.099524483	17.23554518	293.1764746	778.3252767	153.0394469	51.97483177	1035.833924	794.4696596	854.919959	19.86177165	376.2636928	55.46031518	75.06198942	7.80458559	158.024738	8.634880166	1.227877891	1.131761407	5.055824633	12.41110732	34.96225225	9.975506761	556.1596078	25.59868178	4.504470982
ENSG00000114019.15	898.7345431	1154.191824	3460.73472	9001.440587	646.19365	1303.877034	1942.785426	5527.876967	2219.292081	2516.487193	1702.30721	1573.416065	541.9184402	1348.994537	4376.920111	2916.5979	715.2489919	2897.525513	5619.389503	2539.401941	1673.652058	3653.000101	592.6788517	668.4634357	4087.771608	1334.273927	5335.713475	8534.503454	1567.464401	1365.983035	1464.468852	1392.451832	3288.540402	1381.137953	3280.390689	5519.773267	2304.009766	1063.507445	3190.51464	3505.491462	2690.825656	1145.415239	4513.95385	1565.651454	6702.504895	428.9418267	1897.272897	1625.727571	1515.617131	3141.302916	1776.431316	1124.518934	4772.202327	2754.74317	835.3681006	4121.690664	1417.370127	1283.512755	591.5855664	7331.014618	1172.507495	1272.743112	2188.233456	3416.593482	1267.949874	6452.967883	1489.689861	2482.22234	1018.498419	4141.307519	5899.781873	1053.519231	1510.901478	1169.340012	5318.159485	2399.861768	4997.728887	3151.258486	1824.820315	2391.874092
ENSG00000114200.10	105.9251955	63.43649721	426.8632307	456.9508595	13.48397665	49.51431775	3.081340882	541.8966368	306.7703956	20.13189754	176.7621068	44.58321791	112.5571556	50.44934772	301.1677521	167.1602379	10.81782283	28.59736143	76.16876504	66.79320241	295.1754186	52.05822619	38.19627401	8.511287624	201.7677537	103.8017984	164.5132623	137.0033605	75.25033131	56.82311157	331.4324243	28.03594292	1658.260021	53.93014862	1807.307104	125.1728111	618.3710101	11.13313579	106.5969549	642.5966608	76.8529381	12.87706845	1404.142956	13.04137555	346.5617836	143.1881279	10.63891344	14.05123225	13.29488712	3.157088358	31.96824176	38.89313605	1087.485713	2510.492633	14.65558071	16.57345457	116.5933939	156.9763801	34.28424368	506.943168	8.941906541	1386.047507	1587.319605	1064.792007	98.02745364	1668.13274	531.3872059	67.29695603	127.2147451	578.2469462	608.7590517	12.27877891	6.790568442	59.22537428	1401.765621	172.8322659	387.3821792	1754.763282	34.74106813	45.04470982
ENSG00000114315.4	712.1432373	390.3106703	416.3880594	134.3009695	249.9721824	474.9706777	426.7657121	374.5462049	671.0602404	698.5768447	932.5367453	509.9205548	806.2380528	431.9725398	261.2169278	103.6045224	551.0726219	262.4829245	409.6014202	541.9071139	925.6760607	428.3648327	425.8884552	513.2961152	390.6108826	383.7861086	197.4159148	295.4974441	722.4031806	844.5474229	619.7015561	391.8801799	312.4393178	520.8863135	279.6161337	490.2601768	326.3430246	562.5163344	232.2950984	221.8762664	213.0480183	750.0892373	337.2084101	816.1155539	519.0725381	1271.88411	484.6616123	716.6128446	897.4048804	509.8697698	302.7580543	453.1895853	532.0134266	424.2908813	501.9536394	539.2747141	402.5006728	1066.515994	559.4896787	419.7957052	1839.238402	572.3159468	250.2457949	628.3816016	669.5339154	301.5575843	493.9837376	644.4977712	806.99415	574.7156672	181.3324835	419.9342389	1029.90288	652.2013777	122.0425553	1182.119925	209.485642	988.519775	839.2710668	527.0231049
ENSG00000114405.11	258.2945151	197.3579913	543.3995115	484.7937434	242.7115796	223.7313617	513.0432568	459.5495989	591.1721165	178.1672933	273.6961654	212.6991021	616.5349816	213.8842138	608.4817848	495.3863299	190.2664133	569.9045599	390.1706128	142.4081485	288.4837844	513.1453724	161.0609554	227.8406225	378.4042925	156.5443338	260.479332	416.3827622	188.1258283	298.0427911	664.4063948	168.8386785	434.6170809	238.0818756	698.7113742	156.4660139	434.8905971	215.6312615	321.639367	284.06304	443.6068326	244.0204472	461.2083281	192.8750804	391.9998841	285.7536988	172.586818	331.609081	312.4298473	284.1379522	187.4216527	171.6371004	444.8805189	618.1804828	205.17813	685.886043	223.0482318	851.8277095	396.8218843	269.94458	259.8741589	547.852498	555.5618618	519.7419534	264.6100546	527.49801	328.8925668	222.5976238	248.9662803	655.0522658	505.1404897	205.0556079	239.9334183	338.7402504	519.1979894	478.2572242	294.2774495	588.985217	171.8768634	283.7816719
ENSG00000114547.10	84.74015638	134.8025566	1480.927343	714.0880815	136.9142244	38.51113603	1494.450328	536.5839247	1311.762994	142.9364726	67.38731345	309.2960742	1191.967631	68.31682503	2251.07529	1402.578871	76.99744486	294.144289	285.2442528	60.4919569	96.65693807	718.4035214	49.01855165	114.5750257	782.6578347	61.71998822	1480.619361	585.6222074	106.8554705	167.1267987	772.3146259	87.22293353	485.9130883	28.93812853	1564.534508	39.9857591	943.3134209	134.1835839	1441.831645	945.8531495	803.5509731	91.42718601	1182.013607	265.6322282	1454.789354	364.1958906	141.8521792	699.7513659	271.2156972	459.3563561	40.74383753	235.0498222	562.1748177	1202.367334	95.26127463	665.4879451	45.62350196	1512.051896	862.9417079	1180.741844	273.2870187	1532.828199	1449.643925	357.3997518	99.94956057	2097.237338	492.6939628	178.5957679	95.99640275	636.5130507	1627.674911	263.9937467	114.3079021	106.894578	328.2048379	90.37412375	538.6773651	1401.184577	170.0483861	153.1520134
ENSG00000114631.11	2826.573101	5418.534137	9167.084289	18194.50573	5950.582617	7955.300385	7279.667834	32651.92872	9877.367634	4422.97789	2285.985018	5179.083814	5859.295528	5170.532627	6753.225869	3077.663754	3261.255412	13132.3169	3955.335156	7881.597884	2288.538887	27584.91037	2242.121284	3096.144552	3644.026157	5613.152383	12352.20411	31771.34792	3883.669599	6213.774377	15322.96883	2366.233583	4981.308646	5057.595645	3754.751236	8749.927198	3711.626675	3365.13678	5374.211798	7739.566234	8735.941572	2391.915465	6190.182957	1991.898518	17396.6314	3252.238175	6784.08047	4440.891952	6206.053307	13172.95117	4478.687987	3414.986446	2779.037064	5031.057453	5352.950855	6606.433968	8496.10992	11512.3707	3922.263367	14557.87739	2506.528177	3234.32544	3991.784864	8955.981	2935.057288	4569.827319	4890.825934	10964.22714	3817.222812	6208.871409	12540.00472	4708.911714	6640.044175	3110.776671	5480.882892	4554.328105	12968.15879	3809.64642	4675.416379	4921.134548
ENSG00000114757.19	9.777710351	14.09699938	10.47517131	4.913450102	2.074457945	0	1.540670441	2.656356063	7.988812386	1.006594877	7.257095294	0	6.955779279	2.627570194	4.609710491	5.223757433	2.545370078	12.25601204	3.108929185	0	5.948119266	8.924267347	10.18567307	4.583001028	10.77052066	5.049817218	0	10.7453616	0.752503313	1.671267987	12.33236928	11.83739812	7.461237441	0	23.68513133	3.477022531	19.60859375	2.34381806	1.848502109	6.909641514	7.782576011	2.57541369	8.920857411	6.177493679	0	4.357899546	0	4.917931287	0	0	1.253656539	3.38201183	7.540347778	5.036093547	0	2.549762242	6.083133594	6.925428533	8.753423917	3.188321811	3.912084112	16.09437421	12.95771106	17.90085113	36.52003175	3.644200414	10.31819817	0	24.97467389	10.59383718	4.317440083	3.683633674	0	10.83390993	22.06419079	416.9083665	6.650337841	14.06811824	1.82847727	0
ENSG00000114805.18	26.88870347	55.50693506	1.309396413	6.551266803	0	0	0	13.28178031	3.195524954	4.026379508	6.220367395	0.92881704	9.485153563	5.255140387	4.609710491	2.611878717	0	38.81070479	3.886161482	1.260249102	0.743514908	1.487377891	14.64190504	2.61885773	6.462312396	3.927635614	10.96755082	16.11804241	12.04005301	5.570893291	1.54154616	18.69062861	0	1.315369479	7.895043776	3.477022531	0.70030692	0.585954515	1.232334739	2.303213838	0.972822001	5.794680804	2.676257223	0	3.080549188	24.90228312	1.182101493	10.53842419	10.63590969	1.578544179	3.134141349	1.691005915	5.026898519	7.55414032	0	5.099524483	9.124700392	9.23390471	2.188355979	4.251095748	1.117738318	1.287549936	7.288712473	9.876331656	312.6627279	3.644200414	18.0568468	10.35337785	35.90109371	108.5868311	0	2.455755783	1.131761407	0.722260662	6.205553658	678.1357607	28.26393582	1.875749099	27.42715905	2.252235491
