	TCGA.2A.A8VL.01A	TCGA.2A.A8VO.01A	TCGA.2A.A8VT.01A	TCGA.2A.A8VV.01A	TCGA.2A.A8VX.01A	TCGA.2A.A8W1.01A	TCGA.2A.A8W3.01A	TCGA.2A.AAYF.01A	TCGA.2A.AAYO.01A	TCGA.2A.AAYU.01A	TCGA.4L.AA1F.01A	TCGA.CH.5737.01A	TCGA.CH.5738.01A	TCGA.CH.5739.01A	TCGA.CH.5740.01A	TCGA.CH.5741.01A	TCGA.CH.5743.01A	TCGA.CH.5744.01A	TCGA.CH.5745.01A	TCGA.CH.5746.01A	TCGA.CH.5748.01A	TCGA.CH.5750.01A	TCGA.CH.5752.01A	TCGA.CH.5753.01A	TCGA.CH.5754.01A	TCGA.CH.5761.01A	TCGA.CH.5761.11A	TCGA.CH.5762.01A	TCGA.CH.5763.01A	TCGA.CH.5764.01A	TCGA.CH.5765.01A	TCGA.CH.5766.01A	TCGA.CH.5767.01A	TCGA.CH.5767.11B	TCGA.CH.5768.01A	TCGA.CH.5768.11A	TCGA.CH.5769.01A	TCGA.CH.5769.11A	TCGA.CH.5771.01A	TCGA.CH.5772.01A	TCGA.CH.5788.01A	TCGA.CH.5789.01A	TCGA.CH.5790.01A	TCGA.CH.5791.01A	TCGA.CH.5792.01A	TCGA.CH.5794.01A	TCGA.EJ.5494.01A	TCGA.EJ.5495.01A	TCGA.EJ.5496.01A	TCGA.EJ.5497.01A	TCGA.EJ.5498.01A	TCGA.EJ.5499.01A	TCGA.EJ.5501.01A	TCGA.EJ.5502.01A	TCGA.EJ.5503.01A	TCGA.EJ.5504.01A	TCGA.EJ.5505.01A	TCGA.EJ.5506.01A	TCGA.EJ.5507.01A	TCGA.EJ.5508.01A	TCGA.EJ.5509.01A	TCGA.EJ.5510.01A	TCGA.EJ.5511.01A	TCGA.EJ.5512.01A	TCGA.EJ.5514.01A	TCGA.EJ.5515.01A	TCGA.EJ.5516.01A	TCGA.EJ.5517.01A	TCGA.EJ.5518.01A	TCGA.EJ.5519.01A	TCGA.EJ.5521.01A	TCGA.EJ.5522.01A	TCGA.EJ.5524.01A	TCGA.EJ.5525.01A	TCGA.EJ.5526.01A	TCGA.EJ.5527.01A	TCGA.EJ.5530.01A	TCGA.EJ.5531.01A	TCGA.EJ.5532.01A	TCGA.EJ.5542.01A	TCGA.EJ.7115.01A	TCGA.EJ.7123.01A	TCGA.EJ.7123.11A	TCGA.EJ.7125.01A	TCGA.EJ.7125.11A	TCGA.EJ.7218.01B	TCGA.EJ.7312.01B	TCGA.EJ.7314.01A	TCGA.EJ.7315.01A	TCGA.EJ.7317.01A	TCGA.EJ.7317.11A	TCGA.EJ.7318.01B	TCGA.EJ.7321.01A	TCGA.EJ.7325.01B	TCGA.EJ.7327.01A	TCGA.EJ.7327.11A	TCGA.EJ.7328.01A	TCGA.EJ.7328.11A	TCGA.EJ.7330.01A	TCGA.EJ.7331.01A	TCGA.EJ.7331.11A	TCGA.EJ.7781.01A	TCGA.EJ.7781.11A	TCGA.EJ.7782.01A	TCGA.EJ.7782.11A	TCGA.EJ.7783.01A	TCGA.EJ.7784.01A	TCGA.EJ.7784.11A	TCGA.EJ.7785.01A	TCGA.EJ.7785.11A	TCGA.EJ.7786.01A	TCGA.EJ.7786.11A	TCGA.EJ.7788.01A	TCGA.EJ.7789.01A	TCGA.EJ.7789.11A	TCGA.EJ.7791.01A	TCGA.EJ.7792.01A	TCGA.EJ.7792.11A	TCGA.EJ.7793.01A	TCGA.EJ.7794.01A	TCGA.EJ.7794.11A	TCGA.EJ.7797.01A	TCGA.EJ.8468.01A	TCGA.EJ.8469.01A	TCGA.EJ.8470.01A	TCGA.EJ.8472.01A	TCGA.EJ.8474.01A	TCGA.EJ.A46B.01A	TCGA.EJ.A46D.01A	TCGA.EJ.A46E.01A	TCGA.EJ.A46F.01A	TCGA.EJ.A46G.01A	TCGA.EJ.A46H.01A	TCGA.EJ.A46I.01A	TCGA.EJ.A65B.01A	TCGA.EJ.A65D.01A	TCGA.EJ.A65E.01A	TCGA.EJ.A65F.01A	TCGA.EJ.A65G.01A	TCGA.EJ.A65J.01A	TCGA.EJ.A65M.01A	TCGA.EJ.A6RA.01A	TCGA.EJ.A6RC.01A	TCGA.EJ.A7NF.01A	TCGA.EJ.A7NG.01A	TCGA.EJ.A7NH.01A	TCGA.EJ.A7NJ.01A	TCGA.EJ.A7NK.01A	TCGA.EJ.A7NM.01A	TCGA.EJ.A7NN.01A	TCGA.EJ.A8FN.01A	TCGA.EJ.A8FO.01A	TCGA.EJ.A8FP.01A	TCGA.EJ.A8FS.01A	TCGA.EJ.A8FU.01A	TCGA.EJ.AB20.01A	TCGA.EJ.AB27.01A	TCGA.FC.7708.01A	TCGA.FC.7961.01A	TCGA.FC.A4JI.01A	TCGA.FC.A5OB.01A	TCGA.FC.A66V.01A	TCGA.FC.A6HD.01A	TCGA.FC.A8O0.01A	TCGA.G9.6329.01A	TCGA.G9.6332.01A	TCGA.G9.6333.01A	TCGA.G9.6333.11A	TCGA.G9.6336.01A	TCGA.G9.6338.01A	TCGA.G9.6339.01A	TCGA.G9.6342.01A	TCGA.G9.6342.11A	TCGA.G9.6343.01A	TCGA.G9.6347.01A	TCGA.G9.6348.01A	TCGA.G9.6348.11A	TCGA.G9.6351.01A	TCGA.G9.6351.11A	TCGA.G9.6353.01A	TCGA.G9.6354.01A	TCGA.G9.6356.01A	TCGA.G9.6356.11A	TCGA.G9.6361.01A	TCGA.G9.6362.01A	TCGA.G9.6362.11A	TCGA.G9.6363.01A	TCGA.G9.6363.11A	TCGA.G9.6364.01A	TCGA.G9.6365.01A	TCGA.G9.6365.11A	TCGA.G9.6366.01A	TCGA.G9.6367.01A	TCGA.G9.6369.01A	TCGA.G9.6370.01A	TCGA.G9.6371.01A	TCGA.G9.6373.01A	TCGA.G9.6377.01A	TCGA.G9.6378.01A	TCGA.G9.6379.01A	TCGA.G9.6384.01A	TCGA.G9.6384.11A	TCGA.G9.6385.01A	TCGA.G9.6494.01A	TCGA.G9.6496.01A	TCGA.G9.6496.11A	TCGA.G9.6498.01A	TCGA.G9.6499.01A	TCGA.G9.6499.11A	TCGA.G9.7509.01A	TCGA.G9.7510.01A	TCGA.G9.7519.01A	TCGA.G9.7521.01A	TCGA.G9.7522.01A	TCGA.G9.7523.01A	TCGA.G9.7525.01A	TCGA.G9.A9S0.01A	TCGA.G9.A9S4.01A	TCGA.G9.A9S7.01A	TCGA.H9.7775.01A	TCGA.H9.A6BX.01A	TCGA.H9.A6BY.01A	TCGA.HC.7075.01A	TCGA.HC.7077.01A	TCGA.HC.7078.01A	TCGA.HC.7079.01A	TCGA.HC.7080.01A	TCGA.HC.7081.01A	TCGA.HC.7209.01A	TCGA.HC.7210.01A	TCGA.HC.7211.01A	TCGA.HC.7211.11A	TCGA.HC.7212.01A	TCGA.HC.7213.01A	TCGA.HC.7230.01A	TCGA.HC.7231.01A	TCGA.HC.7232.01A	TCGA.HC.7233.01A	TCGA.HC.7736.01A	TCGA.HC.7737.01A	TCGA.HC.7737.11A	TCGA.HC.7738.01A	TCGA.HC.7740.01A	TCGA.HC.7740.01B	TCGA.HC.7742.01A	TCGA.HC.7742.11A	TCGA.HC.7744.01A	TCGA.HC.7745.01A	TCGA.HC.7745.11A	TCGA.HC.7747.01A	TCGA.HC.7748.01A	TCGA.HC.7749.01A	TCGA.HC.7750.01A	TCGA.HC.7752.01A	TCGA.HC.7752.11A	TCGA.HC.7817.01B	TCGA.HC.7818.01A	TCGA.HC.7819.01A	TCGA.HC.7819.11A	TCGA.HC.7820.01A	TCGA.HC.7821.01A	TCGA.HC.8213.01A	TCGA.HC.8216.01A	TCGA.HC.8256.01A	TCGA.HC.8257.01A	TCGA.HC.8258.01A	TCGA.HC.8258.01B	TCGA.HC.8259.01A	TCGA.HC.8260.01A	TCGA.HC.8261.01A	TCGA.HC.8261.01B	TCGA.HC.8262.01A	TCGA.HC.8264.01B	TCGA.HC.8265.01A	TCGA.HC.8265.01B	TCGA.HC.8266.01A	TCGA.HC.A48F.01A	TCGA.HC.A4ZV.01A	TCGA.HC.A631.01A	TCGA.HC.A632.01A	TCGA.HC.A6AL.01A	TCGA.HC.A6AN.01A	TCGA.HC.A6AO.01A	TCGA.HC.A6AP.01A	TCGA.HC.A6AQ.01A	TCGA.HC.A6AS.01A	TCGA.HC.A6HX.01A	TCGA.HC.A6HY.01A	TCGA.HC.A76W.01A	TCGA.HC.A76X.01A	TCGA.HC.A8CY.01A	TCGA.HC.A8D0.01A	TCGA.HC.A8D1.01A	TCGA.HC.A9TE.01A	TCGA.HC.A9TH.01A	TCGA.HI.7168.01A	TCGA.HI.7169.01A	TCGA.HI.7170.01A	TCGA.HI.7171.01A	TCGA.J4.8198.01A	TCGA.J4.8200.01A	TCGA.J4.A67K.01A	TCGA.J4.A67L.01A	TCGA.J4.A67M.01A	TCGA.J4.A67N.01A	TCGA.J4.A67O.01A	TCGA.J4.A67Q.01A	TCGA.J4.A67R.01A	TCGA.J4.A67S.01A	TCGA.J4.A67T.01A	TCGA.J4.A6G1.01A	TCGA.J4.A6G3.01A	TCGA.J4.A6M7.01A	TCGA.J4.A83I.01A	TCGA.J4.A83J.01A	TCGA.J4.A83K.01A	TCGA.J4.A83L.01A	TCGA.J4.A83M.01A	TCGA.J4.A83N.01A	TCGA.J4.AATV.01A	TCGA.J4.AATZ.01A	TCGA.J4.AAU2.01A	TCGA.J9.A52B.01A	TCGA.J9.A52C.01A	TCGA.J9.A52D.01A	TCGA.J9.A52E.01A	TCGA.J9.A8CK.01A	TCGA.J9.A8CL.01A	TCGA.J9.A8CM.01A	TCGA.J9.A8CN.01A	TCGA.J9.A8CP.01A	TCGA.KC.A4BL.01A	TCGA.KC.A4BN.01A	TCGA.KC.A4BR.01A	TCGA.KC.A4BV.01A	TCGA.KC.A7F3.01A	TCGA.KC.A7F5.01A	TCGA.KC.A7F6.01A	TCGA.KC.A7FA.01A	TCGA.KC.A7FD.01A	TCGA.KC.A7FE.01A	TCGA.KK.A59V.01A	TCGA.KK.A59X.01A	TCGA.KK.A59Y.01A	TCGA.KK.A59Z.01A	TCGA.KK.A5A1.01A	TCGA.KK.A6DY.01A	TCGA.KK.A6E0.01A	TCGA.KK.A6E1.01A	TCGA.KK.A6E2.01A	TCGA.KK.A6E3.01A	TCGA.KK.A6E4.01A	TCGA.KK.A6E5.01A	TCGA.KK.A6E7.01A	TCGA.KK.A6E8.01A	TCGA.KK.A7AP.01A	TCGA.KK.A7AQ.01A	TCGA.KK.A7AU.01A	TCGA.KK.A7AV.01A	TCGA.KK.A7AW.01A	TCGA.KK.A7AY.01A	TCGA.KK.A7B0.01A	TCGA.KK.A7B1.01A	TCGA.KK.A7B2.01A	TCGA.KK.A7B3.01A	TCGA.KK.A7B4.01A	TCGA.KK.A8I4.01A	TCGA.KK.A8I5.01A	TCGA.KK.A8I6.01A	TCGA.KK.A8I7.01A	TCGA.KK.A8I8.01A	TCGA.KK.A8I9.01A	TCGA.KK.A8IA.01A	TCGA.KK.A8IB.01A	TCGA.KK.A8IC.01A	TCGA.KK.A8ID.01A	TCGA.KK.A8IF.01A	TCGA.KK.A8IG.01A	TCGA.KK.A8IH.01A	TCGA.KK.A8II.01A	TCGA.KK.A8IJ.01A	TCGA.KK.A8IK.01A	TCGA.KK.A8IL.01A	TCGA.KK.A8IM.01A	TCGA.M7.A71Z.01A	TCGA.M7.A720.01A	TCGA.M7.A721.01A	TCGA.M7.A722.01A	TCGA.M7.A723.01A	TCGA.M7.A724.01A	TCGA.M7.A725.01A	TCGA.MG.AAMC.01A	TCGA.QU.A6IL.01A	TCGA.QU.A6IM.01A	TCGA.QU.A6IN.01A	TCGA.QU.A6IO.01A	TCGA.QU.A6IP.01A	TCGA.SU.A7E7.01A	TCGA.TK.A8OK.01A	TCGA.TP.A8TT.01A	TCGA.TP.A8TV.01A	TCGA.V1.A8MF.01A	TCGA.V1.A8MG.01A	TCGA.V1.A8MJ.01A	TCGA.V1.A8MK.01A	TCGA.V1.A8ML.01A	TCGA.V1.A8MM.01A	TCGA.V1.A8MU.01A	TCGA.V1.A8WL.01A	TCGA.V1.A8WN.01A	TCGA.V1.A8WS.01A	TCGA.V1.A8WV.01A	TCGA.V1.A8WW.01A	TCGA.V1.A8X3.01A	TCGA.V1.A9O5.01A	TCGA.V1.A9O5.06A	TCGA.V1.A9O7.01A	TCGA.V1.A9O9.01A	TCGA.V1.A9OA.01A	TCGA.V1.A9OF.01A	TCGA.V1.A9OH.01A	TCGA.V1.A9OL.01A	TCGA.V1.A9OQ.01A	TCGA.V1.A9OT.01A	TCGA.V1.A9OX.01A	TCGA.V1.A9OY.01A	TCGA.V1.A9Z7.01A	TCGA.V1.A9Z8.01A	TCGA.V1.A9Z9.01A	TCGA.V1.A9ZG.01A	TCGA.V1.A9ZI.01A	TCGA.V1.A9ZK.01A	TCGA.V1.A9ZR.01A	TCGA.VN.A88I.01A	TCGA.VN.A88K.01A	TCGA.VN.A88L.01A	TCGA.VN.A88M.01A	TCGA.VN.A88N.01A	TCGA.VN.A88O.01A	TCGA.VN.A88P.01A	TCGA.VN.A88Q.01A	TCGA.VN.A88R.01A	TCGA.VN.A943.01A	TCGA.VP.A872.01A	TCGA.VP.A875.01A	TCGA.VP.A876.01A	TCGA.VP.A878.01A	TCGA.VP.A879.01A	TCGA.VP.A87B.01A	TCGA.VP.A87C.01A	TCGA.VP.A87D.01A	TCGA.VP.A87E.01A	TCGA.VP.A87H.01A	TCGA.VP.A87J.01A	TCGA.VP.A87K.01A	TCGA.VP.AA1N.01A	TCGA.WW.A8ZI.01A	TCGA.X4.A8KQ.01A	TCGA.X4.A8KS.01A	TCGA.XA.A8JR.01A	TCGA.XJ.A83F.01A	TCGA.XJ.A83G.01A	TCGA.XJ.A83H.01A	TCGA.XJ.A9DI.01A	TCGA.XJ.A9DK.01A	TCGA.XJ.A9DQ.01A	TCGA.XJ.A9DX.01A	TCGA.XK.AAIR.01A	TCGA.XK.AAIV.01A	TCGA.XK.AAIW.01A	TCGA.XK.AAJ3.01A	TCGA.XK.AAJA.01A	TCGA.XK.AAJP.01A	TCGA.XK.AAJR.01A	TCGA.XK.AAJT.01A	TCGA.XK.AAJU.01A	TCGA.XK.AAK1.01A	TCGA.XQ.A8TA.01A	TCGA.XQ.A8TB.01A	TCGA.Y6.A8TL.01A	TCGA.Y6.A9XI.01A	TCGA.YJ.A8SW.01A	TCGA.YL.A8HJ.01A	TCGA.YL.A8HK.01A	TCGA.YL.A8HL.01A	TCGA.YL.A8HM.01A	TCGA.YL.A8HO.01A	TCGA.YL.A8S8.01A	TCGA.YL.A8S9.01A	TCGA.YL.A8SA.01A	TCGA.YL.A8SB.01A	TCGA.YL.A8SC.01A	TCGA.YL.A8SF.01A	TCGA.YL.A8SH.01B	TCGA.YL.A8SI.01A	TCGA.YL.A8SJ.01B	TCGA.YL.A8SK.01B	TCGA.YL.A8SL.01B	TCGA.YL.A8SO.01B	TCGA.YL.A8SP.01B	TCGA.YL.A8SQ.01B	TCGA.YL.A8SR.01B	TCGA.YL.A9WH.01A	TCGA.YL.A9WI.01A	TCGA.YL.A9WJ.01A	TCGA.YL.A9WK.01A	TCGA.YL.A9WL.01A	TCGA.YL.A9WX.01A	TCGA.YL.A9WY.01A	TCGA.ZG.A8QW.01A	TCGA.ZG.A8QX.01A	TCGA.ZG.A8QY.01A	TCGA.ZG.A8QZ.01A	TCGA.ZG.A9KY.01A	TCGA.ZG.A9L0.01A	TCGA.ZG.A9L1.01A	TCGA.ZG.A9L2.01A	TCGA.ZG.A9L4.01A	TCGA.ZG.A9L5.01A	TCGA.ZG.A9L6.01A	TCGA.ZG.A9L9.01A	TCGA.ZG.A9LB.01A	TCGA.ZG.A9LM.01A	TCGA.ZG.A9LN.01A	TCGA.ZG.A9LS.01A	TCGA.ZG.A9LU.01A	TCGA.ZG.A9LY.01A	TCGA.ZG.A9LZ.01A	TCGA.ZG.A9M4.01A	TCGA.ZG.A9MC.01A	TCGA.ZG.A9N3.01A	TCGA.ZG.A9ND.01A	TCGA.ZG.A9NI.01A
hsa-let-7a-1	35448.636	25681.527	79734.87	63257.407	40653.772	32763.464	37762.672	35076.72	24161.335	30258.888	22903.851	65231.808	44588.176	45569.448	91176.412	131997.646	48135.839	60906.719	40000.491	57026.593	52341.364	45350.42	38980.563	50757.776	75621.467	66058.388	55217.127	50056.729	40030.867	48440.895	78946.922	50345.479	43404.76	32356.638	47067.188	54626.082	48762.933	48021.701	52090.745	50330.988	49276.201	55093.469	63484.717	65120.171	33952.641	64692.464	46616.466	46050.008	54251.902	58000.782	56266.813	43773.269	46345.433	37071.061	36860.907	35799.364	60352.959	59481.359	50094.375	42149.868	42835.475	38365.599	46810.676	32526.26	39752.972	91680.836	92982.991	74505.373	74766.607	73377.889	106618.528	47077.633	62567.851	113480.163	105027.121	79922.152	98261.865	77593.087	84792.622	51534.254	19013.609	56523.03	19522.588	45333.489	25623.003	19996.782	46756.003	27458.851	33137.341	31108.233	24449.332	47533.767	52077.258	40924.102	27674.776	39373.481	28837.396	22709.647	19874.636	26041.238	26149.463	18911.29	20833.204	26890.833	43975.255	23915.214	31842.584	38557.814	29639.731	26196.652	23349.631	25640.213	21982.028	37224.108	29982.857	20986.383	18057.805	31231.444	41099.332	22313.543	20751.348	31112.626	36162.699	46678.152	34768.913	36702.494	26902.805	31105.408	35099.847	27102.408	41363.985	15971.797	17756.368	33154.234	34310.586	75685.78	37889.97	80017.053	45566.442	52565.39	34955.812	36923.545	33416.471	64443.159	35916.602	30138.829	38169.265	27860.553	81954.252	53877.862	18140.215	43616.78	35639.692	30528.526	41739.695	32152.963	37136.592	28204.613	37142.725	37567.446	50717.309	47876.515	66874.012	44599.766	42661.5	66415.57	42640.004	25815.32	32503.729	31026.805	33623.788	39449.214	25663.595	25464.879	25187.538	36092.296	29829.507	29081.511	26222.666	48241.392	71163.391	46627.673	29192.383	49886.568	44208.221	21200.891	36570.374	40095.404	44462.708	32972.16	53555.155	24564.536	40002.222	33986.657	44212.602	43644.177	48197.991	51768.98	25191.04	26052.818	49039.533	17808.239	32452.838	51767.323	38662.22	33399.367	29983.014	40270.893	27237.578	72803.846	40015.955	34422.543	27387.301	34440.522	31480.769	38343.577	42244.504	51793.316	32758.033	30441.37	36456.709	25432.041	29520.649	35280.137	28763.084	18414.798	62355.217	53838.37	22443.209	23939.961	23566.508	21826.13	39572.607	37385.271	37811.872	33838.542	26643.155	23318.175	29014.96	21313.757	22877.011	25736.831	20588.385	15405.377	20994.125	27427.319	26862.776	29260.043	21424.532	21239.816	32796.828	34597.167	20845.691	20679.961	19392.991	37972.353	22461.984	36125.612	28540.507	27740.484	33475.649	36099.497	34301.365	44240.146	31112.672	38826.652	20422.342	42503.603	35007.559	35361.416	36547.199	47350.445	24742.088	43737.491	34797.266	26253.887	80266.703	35295.592	24954.04	36831.712	32420.79	51393.003	58709.711	35153.905	29679.415	35630.584	22966.4	50475.075	31188.362	40847.596	35612.046	46200.91	33683.163	22671.981	45793.114	23457.248	21059.728	26327.43	32125.208	45935.532	31315.828	32542.134	44830.316	35479.35	53331.01	36686.261	20104.967	35393.97	26378.111	32319.331	50959.257	42315.769	49983.5	54095.002	64575.129	27898.82	24250.838	25703.748	34725.694	33268.165	23690.498	46189.721	52136.866	25356.581	61436.731	16623.565	30245.155	21869.615	23487.862	26946.801	48720.496	36960.097	46788.273	29281.897	26481.397	30168.636	77994.104	37944.459	48464.696	69416.452	40134.064	28037.504	46610.298	40245.727	22880.389	42766.065	54130.784	47344.278	64235.779	84832.101	26573.104	51081.884	31693.79	50692.266	41621.077	42495.938	72439.54	108329.41	60198.554	51063.032	52489.58	43590.378	45350.318	37312.331	35851.9	53143.902	38168.914	43818.628	36523.175	46031.185	42692.042	36528.521	51238.583	24466.771	44150.727	59779.194	85670.645	37187.691	57132.113	65941.184	26597.389	76215.682	34044.028	41953.469	50600.879	39493.196	48566.084	65230.872	37209.184	134207.588	29234.319	68489.882	42368.618	28353.276	41865.339	22469.545	33906.428	31097.289	33966.828	41207.517	30517.086	42530.347	43989.922	33299.72	46604.654	43302.305	39954.58	28777.821	34698.772	31404.502	17145.499	29308.642	37313.606	48418.683	28601.688	48247.007	24304.272	49000.382	32781.892	58079.291	46910.255	35609.708	27071.591	35391.28	40678.94	43569.247	40531.184	28757.718	37438.952	30104.723	44738.862	51710.69	48133.511	32426.091	29071.541	31161.49	36779.592	75741.136	27679.776	21771.631	46484.653	37403.101	48357.493	14339.196	42063.449	25338.087	35719.993	45019.421	39460.089	23169.779	53946.785	16629.481	29785.757	22689.725	46998.38	35701.347	32344.429	38895.138	44507.013	30088.957	31356.187	35255.971	23645.209	48231.774	41129.674	44245.829	25900.898	37741.959	27002.538	32504.777	23020.176	35023.5	21396.844	39641.42	21586.304	32276.152	50028.979	27383.334	25986.537	37135.921	56353.291	39643.091	29353.093	49594.763	52875.484	47262.053	35501.703	32429.166	48607.006	62217.891	27196.015	71514.912	25989.879	20823.862	26435.267	39268.6	25617.254	98881.656	31791.434	39663.88	45910.652	70171.018	55653.42	31215.921	35722.743	57150.438	33224.821	43544.92	29947.339	21805.983	20523.616	25348.836	45953.507	19383.335	37327.735	48840.988	28901.757	29035.913	29516.261	24499.993	24145.601	36388.972	31724	31781.588	17824.88	27880.638	23276.298	28629.637	53272.53	29694.012	26104.939	41063.908	20271.891
hsa-let-7a-2	35508.36	25533.945	80034.434	63505.637	40423.536	31898.816	37366.035	34918.6	24226.522	30251.737	23228.655	65443.397	45120.713	45257.776	90338.731	131314.819	47929.351	60336.048	40124.775	56724.378	52314.645	45125.808	38595.114	50397.772	75467.3	65652.815	55224.973	49988.86	39844.409	47972.038	78619.101	49986.379	43242.473	32414.594	47030.177	54872.546	48576.283	47146.442	51788.01	50344.084	48751.263	55046.404	63021.971	64244.67	33642.953	64155.518	46682.314	45251.348	53597.776	58059.298	55918.251	43476.276	46291.23	36937.291	36841.554	36090.957	61251.852	59306.115	49897.398	41449.093	42895.87	38316.856	46815.225	32889.889	40077.115	91256.566	92541.146	73907.035	74988.883	72909.728	105963.176	46911.568	62216.39	112901.594	104456.933	79568.477	97859.644	76956.461	83999.133	51786.895	18790.994	56073.163	19800.941	45179.195	25514.295	19584.123	46127.205	27629.84	33169.723	30958.783	24422.251	47654.512	52232.323	40726.371	27762.665	39033.053	28915.919	22679.087	19926.177	25722.699	25648.793	18523.138	20777.348	26550.303	43488.246	23805.419	32182.195	38593.555	29472.521	25908.52	23399.723	26007.542	21908.512	36475.416	29773.988	21025.464	17758.523	30979.39	41358.765	22215.633	20949.452	31228.242	35768.009	46824.052	34736.459	36795.395	26914.602	30784.467	35099.275	26812.04	41114.178	15881.347	17928.431	32995.747	34563.301	73781.356	37310.183	80120.832	44991.348	52029.321	34694.746	36771.11	33456.797	63934.862	36098.897	29935.968	37935.97	27647.376	81519.541	53659.601	17994.416	43614.019	35715.326	30464.165	41834.843	32243.524	36992.356	27731.842	37026.728	37098.521	49400.214	47928.071	66600.527	44720.303	42598.968	66013.784	42441.152	25679.521	32201.802	30748.099	33763.325	39120.845	25831.009	25615.457	25193.955	36115.861	29679.673	29464.82	26338.371	48344.071	71214.792	46533.481	29736.8	49788.28	44065.863	21340.066	36278.138	39656.707	44634.7	32609.987	53619.365	25094.23	39416.494	33467.544	44667.046	43284.585	48182.536	51716.664	24855.424	25910.978	49020.438	17599.857	32500.393	51151.011	38534.224	33420.395	30275.233	39924.177	27044.247	72268.406	40057.38	34024.797	27005.854	34502.461	31792.219	37896.725	42550.529	51597.23	32495.692	30669.904	36342.992	25724.06	29324.652	35606.017	28713.353	18613.966	62317.809	53499.054	22495.767	23481.396	23089.535	21933.727	39121.634	36868.42	37937.237	33803.288	26525.027	23121.694	28746.998	21344.856	22386.099	25913.498	20637.141	15246.28	21400.022	27780.364	26902.46	29200.796	21293.666	21279.847	32772.358	34918.062	20662.148	20529.1	19144.18	37502.387	22161.43	35897.381	28447.679	27943.066	33255.458	36431.658	33636.186	43849.726	30880.822	38553.044	20257.054	42922.614	34962.762	35087.782	36857.083	47565.331	24696.747	43734.071	34549.153	26312.957	79843.931	34639.291	24795.285	36284.289	31964.982	50823.297	57930.665	35040.276	29595.569	35723.711	23144.987	49826.32	31099.575	40469.785	34717.919	46381.978	33900.001	22390.663	45904.408	23456.736	20800.705	26172.524	31673.094	45191.452	30930.269	32780.083	44611.274	35530.218	52715.889	36277.529	20148.196	34894.13	26042.419	31872.208	50712.791	42193.796	49424.501	53372.426	64548.249	27650.665	24052.689	25780.04	34567.276	33134.419	23844.654	45857.231	51788.234	25270.796	61438.883	16592.331	30232.14	21826.859	23585.005	26987.941	48705.162	36727.25	46578.955	28942.951	26383.047	30320.34	76468.693	37908.772	48123.44	68442.731	39909.29	27732.373	46198.825	39895.46	22128.655	41207.31	53770.99	46874.412	63741.29	84240.647	26768.324	50570.605	31606.911	50765.658	40635.726	42255.053	72295.111	107616.994	60125.421	51364.442	51770.898	43239.397	45476.817	37406.368	35740.397	52432.173	38136.571	43848.369	36356.876	45879.408	42137.157	36225.33	50764.708	24410.954	43854.049	59182.83	85676.707	36941.525	57279.339	65006.563	26577.818	76141.809	33750.797	42160.702	49867.88	38817.745	48787.193	65042.872	36951.327	134327.736	28921.192	67829.018	41544.847	28381.114	41022.984	21832.883	33774.338	31133.187	33886	41266.84	30199.316	42361.551	43844.033	32907.813	46507.07	43023.474	39960.586	28872.657	34685.555	31152.333	16936.149	29117.546	37218.003	48066.542	28321.365	48127.86	24329.702	48713.446	32725.229	58659.399	46597.991	35746.485	26489.009	35412.312	39909.461	43490.161	40543.444	28539.893	37028.035	29732.7	44115.293	51455.284	47730.614	32365.792	28614.704	31180.182	36965.922	75987.656	27121.072	21418.626	46217.569	36944.088	47713.523	14227.495	42166.009	25357.252	35595.587	44503.893	39490.398	22911.733	53048.455	16693.101	29612.673	23133.904	47105.858	35225.626	31883.144	38176.521	44441.99	30508.421	30873.426	34889.083	23426.609	47684.106	40897.605	44590.715	25920.539	37712.39	27173.884	32421.52	22860.215	34585.579	21339.781	39225.028	21311.658	32305.998	49600.645	27164.084	26036.054	36819.819	56302.846	39195.479	28882.634	49845.777	52432.197	47040.679	35101.867	32183.7	48106.374	61717.372	27659.183	70833.267	25878.98	20459.689	26122.099	39102.926	25677.106	98194.214	31701.406	38910.447	45141.539	70277.846	54623.094	31588.781	35358.538	57187.437	32983.256	43484.363	30003.411	21785.806	20607.013	25070.23	45945.739	19268.664	36952.455	48331.731	28409.903	29338.083	29488.235	24416.707	24302.427	36280.259	31776.889	31641.998	17796.649	27577.645	23732.78	28412.208	52942.33	29511.722	26128.06	40264.567	19792.486
