	TCGA.3H.AB3K.01A	TCGA.3H.AB3L.01A	TCGA.3H.AB3M.01A	TCGA.3H.AB3O.01A	TCGA.3H.AB3S.01A	TCGA.3H.AB3T.01A	TCGA.3H.AB3U.01A	TCGA.3H.AB3X.01A	TCGA.3U.A98D.01A	TCGA.3U.A98E.01A	TCGA.3U.A98F.01A	TCGA.3U.A98G.01A	TCGA.3U.A98H.01A	TCGA.3U.A98I.01A	TCGA.3U.A98J.01A	TCGA.LK.A4NW.01A	TCGA.LK.A4NY.01A	TCGA.LK.A4NZ.01A	TCGA.LK.A4O0.01A	TCGA.LK.A4O2.01A	TCGA.LK.A4O4.01A	TCGA.LK.A4O5.01A	TCGA.LK.A4O6.01A	TCGA.LK.A4O7.01A	TCGA.MQ.A4KX.01A	TCGA.MQ.A4LC.01A	TCGA.MQ.A4LI.01A	TCGA.MQ.A4LJ.01A	TCGA.MQ.A4LM.01A	TCGA.MQ.A4LP.01A	TCGA.MQ.A4LV.01A	TCGA.MQ.A6BL.01A	TCGA.MQ.A6BN.01A	TCGA.MQ.A6BQ.01A	TCGA.MQ.A6BR.01A	TCGA.MQ.A6BS.01A	TCGA.NQ.A57I.01A	TCGA.NQ.A638.01A	TCGA.SC.A6LM.01A	TCGA.SC.A6LN.01A	TCGA.SC.A6LP.01A	TCGA.SC.A6LQ.01A	TCGA.SC.A6LR.01A	TCGA.SC.AA5Z.01A	TCGA.SH.A7BC.01A	TCGA.SH.A7BD.01A	TCGA.SH.A7BH.01A	TCGA.SH.A9CT.01A	TCGA.SH.A9CU.01A	TCGA.TS.A7OU.01B	TCGA.TS.A7OY.01A	TCGA.TS.A7OZ.01A	TCGA.TS.A7P0.01A	TCGA.TS.A7P1.01A	TCGA.TS.A7P3.01A	TCGA.TS.A7P6.01A	TCGA.TS.A7P7.01A	TCGA.TS.A7P8.01A	TCGA.TS.A7PB.01A	TCGA.TS.A8AF.01A	TCGA.TS.A8AI.01A	TCGA.TS.A8AS.01A	TCGA.TS.A8AV.01A	TCGA.TS.A8AY.01A	TCGA.UD.AABY.01A	TCGA.UD.AABZ.01A	TCGA.UD.AAC1.01A	TCGA.UD.AAC4.01A	TCGA.UD.AAC5.01A	TCGA.UD.AAC6.01A	TCGA.UD.AAC7.01A	TCGA.UT.A88C.01B	TCGA.UT.A88D.01B	TCGA.UT.A88E.01B	TCGA.UT.A88G.01B	TCGA.UT.A97Y.01A	TCGA.XT.AASU.01A	TCGA.YS.A95B.01A	TCGA.YS.A95C.01A	TCGA.YS.AA4M.01A	TCGA.ZN.A9VO.01A	TCGA.ZN.A9VP.01A	TCGA.ZN.A9VQ.01A	TCGA.ZN.A9VS.01A	TCGA.ZN.A9VU.01A	TCGA.ZN.A9VV.01A	TCGA.ZN.A9VW.01A
hsa-mir-455	1051.833	469.826	616.751	366.511	936.257	559.63	417.412	1363.73	602.213	961.674	3213.173	628.045	997.033	644.792	497.378	2543.79	723.137	594.382	1406.055	1388.546	167.41	770.836	745.746	1437.38	429.853	1193.885	389.858	988.067	1028.071	2560.174	1050.559	408.916	888.128	260.555	373.512	444.253	1110.334	308.384	491.429	836.235	870.478	1110.2	254.067	535.866	425.271	1594.957	380.42	334.649	561.181	3052.619	607.738	1137.37	366.376	385.911	1599.678	270.393	1342.908	1152.01	844.814	623.953	1569.077	620.283	566.493	431.136	961.512	729.514	376.429	804.421	1225.199	1454.633	757.962	606.317	803.898	457.209	1579.043	711.249	1180.8	1291.231	455.889	836.79	752.492	234.768	694.53	736.485	1505.316	2588.685	1641.576
hsa-mir-4661	3.423	7.097	3.286	3.194	7.051	14.184	23.19	24.474	13.488	3.527	3.499	5.073	3.872	4.894	6.296	12.131	21.55	18.134	15.519	13.973	6.6	6.581	0	6.395	5.845	12.578	11.509	3.395	5.721	12.476	32.127	9.783	20.114	2.291	16.179	11.653	54.026	14.098	19.515	6.826	20.265	6.348	6.049	5.395	6.915	2.787	0	8.601	0	8.404	16.65	5.946	8.358	12.325	8.332	7.984	7.987	14.049	5.86	4.073	10.531	6.234	4.419	20.442	8.556	10.658	19.123	7.032	3.202	8.392	17.262	11.024	7.321	4.654	9.305	7.66	10.409	4.903	10.103	9.819	5.567	9.445	0.467	10.229	7.459	8.48	0
hsa-mir-4662a	24.82	32.647	56.965	35.932	25.855	33.526	28.072	111.491	51.573	4.703	4.374	27.395	81.311	121.128	73.977	67.931	27.138	65.483	141.226	92.57	81.605	36.197	70.296	35.175	44.964	19.916	66.175	91.676	27.786	25.577	35.34	62.609	24.756	22.906	52.053	39.327	23.287	37.006	47.901	170.66	86.587	78.076	65.197	98.901	71.916	16.721	1203.038	41.44	27.871	22.06	220.617	26.488	27.861	16.176	93.571	24.484	45.638	73.942	29.788	21.993	16.275	27.274	49.491	9.292	87.53	28.423	21.136	15.47	22.412	20.514	23.539	33.761	47.59	16.287	63.273	74.408	28.913	13.076	36.623	42.549	11.134	9.445	3.739	22.504	46.249	20.593	32.533
hsa-mir-4677	31.666	63.874	47.105	47.91	28.989	52.868	117.168	40.79	29.357	45.85	492.517	42.614	42.592	33.035	61.385	64.292	42.303	32.238	69.837	87.33	43.203	32.907	42.789	68.751	43.165	39.831	61.859	41.877	49.851	66.125	96.382	54.783	86.647	29.778	49.942	64.817	99.669	35.244	28.386	56.887	80.139	62.207	46.377	48.552	71.224	85.461	71.532	58.642	44.443	64.078	39.545	22.704	45.971	54.69	25.636	88.889	58.189	34.753	34.183	30.139	48.824	20.261	46.84	67.52	38.171	73.425	41.266	57.66	69.371	36.366	48.648	44.785	30.75	52.352	42.803	48.146	31.226	32.689	42.937	106.917	59.383	35.08	85.064	40.916	56.692	20.593	67.778
hsa-mir-4746	5.135	0	3.286	3.194	4.701	11.605	0	4.079	6.347	5.878	32.368	7.102	3.872	9.788	7.87	6.065	4.789	2.015	12.416	13.973	4.2	10.695	7.641	6.395	4.047	5.241	5.754	5.659	11.441	26.824	16.064	1.957	6.189	3.436	12.661	5.098	29.808	10.573	10.645	10.24	15.659	6.982	7.393	5.395	11.064	13.005	58.526	2.346	2.26	3.151	6.244	9.19	5.572	6.933	3.204	4.258	4.564	12.57	3.418	5.702	20.104	2.338	6.186	13.008	3.949	8.29	2.013	11.251	10.672	14.919	14.124	4.134	5.125	10.47	9.305	6.565	10.409	0	6.314	12.001	6.495	2.698	13.087	6.137	8.951	1.211	13.556
hsa-mir-4772	12.838	11.355	21.909	87.835	7.051	105.736	7.323	14.956	5.554	8.229	6.998	32.468	27.104	18.353	62.959	20.622	8.78	14.104	10.864	19.213	49.203	39.488	30.563	14.39	18.885	24.108	41.719	27.163	11.441	6.238	19.276	56.739	6.963	42.376	29.543	7.283	33.534	25.552	12.419	9.102	18.423	30.469	15.459	22.478	40.107	6.502	22.76	14.856	8.286	21.009	10.406	8.109	22.289	3.081	11.536	12.242	1.141	17.746	47.857	17.106	4.787	40.521	25.629	34.689	1.316	9.474	8.052	61.879	14.941	6.527	34.524	24.115	9.518	5.817	29.776	9.848	19.661	0	35.36	36.003	27.836	9.445	2.337	12.275	19.395	3.634	14.911
hsa-mir-484	185.718	202.976	292.491	191.64	197.437	217.92	124.491	251.535	222.954	250.411	434.78	259.741	234.254	297.314	382.477	312.97	229.073	312.806	501.276	323.121	246.015	282.996	299.521	332.564	419.512	491.6	348.139	682.479	244.351	477.225	160.636	401.09	126.102	310.948	334.121	176.973	392.156	434.381	541.105	255.99	356.482	206.298	256.083	143.857	273.142	154.201	477.964	204.855	236.525	242.655	349.658	197.31	273.04	133.259	358.902	186.295	279.535	412.594	210.959	181.647	270.927	299.232	373.833	127.606	124.385	284.226	117.76	248.92	256.139	236.844	197.729	164.67	133.983	247.8	148.879	385.169	165.381	202.674	532.923	170.195	213.407	344.057	111.704	438.823	307.329	174.436	352.444
hsa-mir-485	44.504	58.196	9.859	14.373	32.123	21.921	67.128	5.439	11.108	31.742	104.977	141.031	30.976	41.599	31.48	24.261	22.349	10.074	10.864	40.172	6	33.729	87.106	7.994	39.118	83.855	10.07	21.504	128.305	111.041	257.018	3.913	56.475	45.239	15.475	40.784	86.628	1.762	175.637	23.892	49.742	41.894	12.771	62.038	26.277	41.801	29.263	19.547	6.779	47.27	14.569	46.489	6.965	131.718	67.935	64.937	67.317	26.619	53.716	55.39	23.933	32.729	76.888	13.628	46.726	42.634	13.084	165.947	29.883	110.03	7.846	60.632	46.125	87.254	2.791	117.082	203.546	34.324	16.417	41.458	85.363	5.397	110.302	30.687	119.351	65.414	0
hsa-mir-486-2	39.369	200.137	32.864	1573.84	121.439	469.367	104.963	755.966	155.512	158.711	98.853	684.864	1051.24	137.034	18.888	396.671	33.523	1325.271	581.977	246.27	3906.244	292.046	2943.25	91.135	233.811	116.349	119.403	84.885	920.197	86.712	89.956	545.873	37.908	107.085	42.205	294.227	571.002	41.412	934.958	375.452	462.413	550.974	2204.6	490.011	178.407	135.622	22.76	168.107	67.794	217.444	285.138	245.421	25.075	16.946	686.4	87.292	33.088	295.027	207.053	237.851	70.843	4755.766	267.781	119.553	117.803	87.636	25.162	705.978	697.979	28.906	89.449	154.335	374.127	31.411	152.6	2501.407	567.848	201.04	68.194	649.14	216.191	82.304	9.348	100.244	213.34	21.805	157.244
hsa-mir-487b	46.216	61.035	10.955	30.343	55.627	30.947	36.615	12.237	31.737	63.485	134.721	149.148	40.656	57.505	58.237	24.261	20.752	14.104	18.623	31.439	12.601	43.601	85.577	9.593	44.964	101.674	17.263	26.032	133.208	108.545	250.592	31.305	50.286	66.427	33.764	42.24	85.697	12.335	221.764	48.923	46.978	40.625	30.246	138.462	51.862	65.024	19.509	32.839	13.559	48.321	12.488	74.059	9.751	117.083	64.731	72.921	125.505	41.407	96.201	68.423	44.995	70.912	110.471	15.486	76.342	31.975	2.013	285.485	25.614	137.071	10.985	54.431	66.625	153.566	4.652	136.779	173.477	68.648	16.417	115.645	79.796	13.492	368.765	42.962	159.632	144.152	2.711
hsa-mir-493	100.134	190.201	49.296	58.29	169.231	244.999	82.994	27.193	68.235	139.901	542.382	953.736	81.311	304.655	114.901	124.945	166.018	40.801	100.876	90.823	24.001	104.478	264.373	52.763	149.28	212.782	24.456	88.281	618.64	194.009	687.522	90.001	213.522	147.743	72.452	81.568	294.35	8.811	512.719	152.456	282.79	232.958	48.394	409.991	151.438	139.338	45.52	44.568	44.443	179.628	45.789	236.231	36.22	473.723	246.104	267.2	180.271	113.87	192.891	172.687	128.283	105.978	350.855	40.264	236.265	113.691	18.117	445.807	242.265	351.536	47.078	120.574	147.162	238.493	13.957	616.051	682.343	155.275	47.988	206.197	179.076	22.937	269.212	70.58	304.345	220.468	4.067
hsa-mir-495	89.864	78.068	31.769	38.328	79.915	98	74.451	12.237	29.357	95.227	328.053	315.545	77.439	101.552	97.587	25.474	27.138	18.637	18.623	38.425	25.202	60.054	76.408	9.593	55.755	39.831	8.632	23.768	267.233	195.881	440.143	29.348	65.759	83.034	31.654	52.436	135.066	20.265	518.041	34.132	30.398	36.181	22.853	151.948	70.533	86.39	39.017	28.93	11.299	87.188	16.65	102.169	5.572	297.329	82.035	64.405	220.205	54.717	107.921	129.515	62.227	49.093	173.218	29.114	112.538	45.003	6.039	523.155	50.161	253.628	26.678	73.034	101.036	312.949	2.791	266.992	181.573	71.917	39.148	65.459	188.355	16.191	277.158	50.122	284.951	226.525	1.356
hsa-mir-497	508.372	114.973	46.01	121.372	364.317	54.158	561.432	217.544	238.822	146.955	214.328	81.169	183.919	57.505	212.487	177.107	84.605	424.631	144.33	54.145	145.209	313.435	120.725	361.344	155.125	215.927	163.999	123.367	52.302	42.42	28.914	78.261	561.656	400.281	73.155	193.723	42.848	428.214	23.063	94.432	38.688	124.414	159.296	120.48	89.203	337.198	185.333	164.197	100.184	153.366	106.146	111.899	130.948	40.055	92.289	169.794	274.971	79.857	224.633	121.369	242.207	334.298	97.214	149.287	244.162	270.015	202.306	275.641	122.733	365.523	73.756	186.718	303.109	57.006	19.54	97.386	62.452	117.682	143.965	76.369	201.345	133.575	85.531	99.221	334.183	116.291	204.689
hsa-mir-500a	3419.957	1398.122	1390.155	1192.158	823.436	1241.759	947.111	894.65	1079.858	2495.885	1055.894	1146.513	1657.204	1433.958	1435.471	2471.007	1411.154	1424.502	2700.371	2670.55	1999.925	900.817	1577.069	837.806	1224.362	2824.865	1415.573	1414.758	1098.352	2719.873	960.603	1015.441	1672.59	952.886	1133.198	1608.05	1048.856	835.281	722.064	1018.272	2511.951	1735.442	534.347	2698.21	1252.995	698.548	1531.434	1170.491	1229.326	1357.186	1475.639	1327.653	601.803	942.825	1857.318	1910.85	385.644	2100.68	2954.895	1579.431	874.05	1219.527	1295.6	960.764	820.675	1983.663	1210.815	1364.14	1417.304	2452.362	1123.604	1232.615	1199.257	1026.102	824.415	1402.801	813.029	848.29	1856.39	1333.192	2276.96	1055.109	1231.552	1005.507	1527.695	574.187	1362.332
hsa-mir-500b	130.088	39.744	41.628	75.857	26.638	34.816	39.056	21.754	49.986	57.606	25.369	33.482	48.4	20.8	28.332	75.21	31.128	41.305	29.487	26.199	47.403	22.212	51.958	47.966	69.694	61.843	40.281	31.691	43.313	56.144	9.638	27.391	55.701	53.256	37.281	25.49	29.808	17.622	17.741	23.892	40.53	34.277	19.492	76.424	23.511	20.436	45.52	29.712	33.144	49.371	39.545	63.788	9.751	46.217	34.608	43.114	18.255	47.323	172.869	49.688	25.848	56.106	45.956	36.547	20.402	56.845	35.227	35.158	49.093	38.231	32.955	42.718	27.822	31.411	18.61	43.769	18.504	9.807	49.251	60.005	110.415	20.239	33.184	23.527	25.362	19.382	42.022
hsa-mir-501	387.698	205.815	176.371	210.005	89.317	261.762	155.004	115.57	189.63	339.76	196.832	200.893	203.279	146.822	209.339	452.472	227.477	131.469	282.453	469.835	339.621	115.996	210.887	79.943	204.585	468.54	199.964	186.748	219.017	708.664	163.849	187.827	216.617	183.247	196.252	224.311	206.79	149.787	131.284	139.941	350.034	273.583	87.377	306.594	171.492	103.11	234.105	168.888	248.577	190.132	181.073	204.878	98.907	157.908	226.877	293.281	55.907	350.483	455.613	250.884	112.009	190.137	224.476	152.384	78.974	301.99	195.26	180.01	157.953	330.09	175.759	181.206	159.608	131.462	131.199	170.7	85.582	104.606	233.627	258.565	441.66	137.623	318.287	193.327	189.47	89.641	231.8
hsa-mir-502	112.116	72.39	60.251	95.82	32.123	76.079	37.836	25.833	56.334	101.105	38.492	55.804	67.76	29.364	29.906	89.767	44.697	47.349	49.662	66.371	67.804	22.212	36.676	19.186	64.298	81.759	61.859	54.327	58.84	70.492	19.276	33.261	48.739	58.41	53.459	43.697	31.671	20.265	39.031	39.821	42.372	47.607	34.279	113.287	36.649	31.583	91.041	57.078	62.521	56.725	27.057	72.437	16.717	47.757	47.426	40.985	12.551	93.166	183.613	38.284	30.635	87.276	58.329	56.37	25.667	85.268	50.325	33.752	49.093	61.542	50.217	58.565	43.929	32.575	30.706	47.052	13.878	47.4	75.771	48.004	140.106	16.191	62.162	32.733	34.313	26.65	39.311
hsa-mir-503	26.531	56.777	49.296	79.051	32.906	77.368	52.482	51.667	28.563	3.527	113.725	125.812	42.592	133.363	37.776	92.193	253.018	23.171	378.673	83.837	6	18.921	30.563	28.78	40.917	30.397	15.824	23.768	134.025	910.783	61.042	101.74	41.776	20.043	37.281	34.229	135.997	25.552	86.932	53.474	324.242	227.88	12.098	106.094	62.235	48.304	708.817	75.062	167.978	44.119	95.74	69.734	39.006	35.433	192.269	212.376	33.088	192.248	25.393	46.43	52.654	10.91	83.958	56.37	42.778	42.634	37.24	47.815	27.748	42.893	42.371	79.924	29.286	11.634	635.525	123.648	62.452	70.282	87.137	61.096	32.475	80.955	67.303	42.962	31.33	53.3	61
hsa-mir-505	464.724	386.08	179.658	431.988	250.713	314.631	229.455	175.395	202.325	252.763	374.418	227.273	114.223	166.398	195.174	342.083	199.541	259.916	229.687	490.794	164.41	405.573	155.873	367.739	203.686	327.034	148.175	142.608	330.16	194.633	388.739	193.697	389.91	203.863	249.712	279.661	332.541	202.653	331.759	194.553	314.109	289.452	135.771	204.996	212.29	210.865	312.14	307.283	274.941	361.356	270.568	262.72	171.347	268.058	282.635	115.503	483.766	184.854	282.256	203.64	384.85	295.336	212.987	183.976	195.461	226.197	425.748	296.736	176.096	231.249	415.859	186.029	205.001	310.623	339.629	289.971	143.408	171.619	135.125	270.566	203.201	442.552	444.481	270.045	361.037	163.534	410.733
hsa-mir-508	59.909	42.582	342.883	57.492	75.214	19.342	4043.531	315.439	12.695	607.806	8.748	4.058	720.187	26.917	237.671	434.276	889.155	2207.274	7.76	6.986	96.606	30.439	258.26	1985.791	544.96	1246.295	471.858	1223.483	4.086	1280.087	67.467	37.174	1021.966	4264.508	1318.9	768.339	7.452	675.802	16469.098	937.493	4.606	693.796	420.084	140.26	89.895	865.754	182.081	82.88	3142.615	74.582	33.301	54.598	381.699	123.245	234.568	165.004	3.423	794.132	199.728	351.89	1.915	185.462	9.721	1837.283	96.085	100.663	71.461	693.321	38.421	18.649	32.955	1850.645	34.411	5031.621	511.77	15.319	94.834	496.879	846.11	18.547	784.039	164.608	106.096	1489.337	25.362	1700.755	8.133
hsa-mir-509-1	4.279	11.355	37.246	8.783	10.185	2.579	352.726	27.193	2.38	67.012	0	0	104.543	0	11.018	42.457	90.991	242.79	1.552	5.24	7.8	4.113	27.507	222.242	74.64	233.746	44.596	123.367	1.634	184.028	6.425	0	116.818	538.862	106.215	77.198	0.931	64.32	2180.386	95.57	0.921	48.877	35.623	7.193	5.532	87.319	19.509	9.383	332.189	5.252	2.081	3.243	48.757	16.176	29.481	18.629	1.141	90.948	19.045	32.582	1.915	18.702	0.884	159.198	9.872	10.658	8.052	33.752	2.134	0	3.139	149.512	2.929	479.313	67.926	1.094	12.722	44.131	83.348	1.091	113.199	6.746	7.945	119.679	1.492	125.982	2.711
hsa-mir-511	53.918	35.485	7.668	103.805	39.957	73.5	8.544	14.956	26.183	15.283	59.487	54.789	44.528	40.376	47.219	15.77	0.798	59.942	94.668	150.208	409.826	32.084	39.732	3.198	17.536	19.916	23.017	13.582	86.626	15.596	51.404	56.739	10.057	37.222	30.95	34.958	50.3	55.509	65.642	5.689	52.505	29.199	36.295	44.955	8.989	15.792	29.263	36.749	28.624	25.211	93.658	18.38	8.358	8.473	82.035	21.291	49.061	143.447	19.533	11.404	71.8	60.782	114.006	12.389	16.453	5.921	22.143	35.158	66.169	19.582	25.108	26.182	26.357	22.104	24.193	74.408	34.695	11.441	10.103	64.368	17.629	6.746	72.912	30.687	61.167	7.268	70.489
hsa-mir-514a-1	4.279	9.936	28.482	6.388	7.835	1.289	244.101	32.632	0	57.606	0	3.044	75.503	8.565	18.888	53.375	125.312	107.795	0	1.747	7.8	2.468	13.754	206.254	70.593	87	30.21	121.103	0	150.342	9.638	1.957	99.798	561.767	105.512	57.534	0.931	89.872	1286.232	64.851	0	71.093	43.689	17.083	9.681	51.091	9.754	19.547	408.269	2.101	2.081	5.946	59.902	25.419	11.536	27.146	0	97.603	23.44	40.728	0	21.04	0	183.357	9.872	23.686	12.078	80.161	10.672	2.797	6.277	192.23	3.661	629.389	83.744	0	5.783	60.475	83.348	1.091	97.425	18.889	21.032	240.381	2.984	98.12	2.711
hsa-mir-532	13833.878	4368.955	5478.461	2951.249	2551.789	3276.542	5287.225	3248.207	4132.977	7408.886	4311.058	3475.049	4276.593	2699.071	3620.156	9400.015	6437.195	5734.781	5392.983	7705.994	5762.159	2561.776	4349.164	4967.676	5084.498	8688.424	4862.437	5131.611	3257.465	6908.229	1901.93	3022.845	6308.959	4449.473	5213.698	7419.753	2961.201	2217.723	2260.221	3472.364	6819.206	5785.23	2781.291	10506.024	3794.942	2943.749	12498.586	3855.504	6889.347	4720.739	3467.439	4425.149	3523.057	2595.85	5388.018	7170.743	780.415	6827.025	12570.147	4713.856	2800.214	6159.975	3604.878	3844.295	2539.682	6682.871	5369.656	2949.074	4720.432	7341.235	4626.236	4470.9	4606.67	3799.601	2465.8	2960.983	2479.564	3455.269	6218.274	4428.334	8432.361	2483.958	4506.032	3119.834	3834.155	3732.213	3514.952
hsa-mir-539	43.648	59.615	12.05	30.343	42.308	32.237	47.6	16.316	34.117	126.969	240.572	201.908	50.336	145.598	67.681	38.818	30.33	6.045	23.279	27.946	3	14.808	68.768	9.593	93.525	189.722	4.316	24.9	117.681	104.179	321.272	29.348	60.343	87.042	20.399	40.056	74.519	4.405	170.315	58.024	36.846	33.642	24.197	102.498	45.639	43.659	19.509	12.51	21.091	72.481	6.244	89.735	12.538	181.016	66.012	106.986	130.069	44.365	71.785	70.867	37.336	62.34	172.334	16.106	82.265	58.03	8.052	312.205	30.95	215.398	21.97	46.163	34.411	158.22	4.652	152.098	234.772	45.765	34.097	77.46	191.138	36.43	355.211	31.71	220.8	77.527	2.711
hsa-mir-542	424.499	510.989	1256.508	1715.174	1002.852	1075.417	1490.236	859.3	1504.343	299.788	4152.718	3739.863	1618.484	2322.229	1024.662	982.58	3349.895	399.445	1328.459	1084.638	346.222	640.033	1936.188	751.467	578.683	406.697	420.069	1052.58	1204.592	7787.197	1660.976	729.787	587.959	498.776	1100.138	1715.836	1887.195	1194.769	2146.678	1064.919	2258.637	1981.73	905.365	2795.313	2680.247	2799.767	3433.535	985.964	2252.257	1924.431	1392.387	2929.918	657.526	1458.144	1840.655	1952.367	1361.163	2625.665	1451.81	1638.079	3555.554	647.557	1676.503	1700.385	2361.332	1879.447	2260.59	1274.135	1066.179	1004.256	731.284	2097.306	866.862	246.637	2768.21	2673.201	1309.173	1292.866	1668.225	891.34	588.261	1566.472	3382.913	682.272	455.026	2989.647	1503.309
hsa-mir-550a-2	2.568	7.097	4.382	0.798	3.134	5.158	7.323	0	3.174	2.351	5.249	9.132	11.616	4.894	1.574	14.557	4.789	4.533	3.104	6.986	5.4	3.291	6.113	12.791	7.194	6.289	4.316	4.527	9.807	14.348	3.213	1.957	13.152	4.009	3.517	4.37	8.383	7.049	5.322	9.102	11.975	5.078	4.033	5.395	7.606	5.574	26.012	6.255	9.039	2.101	10.406	2.703	13.931	5.392	11.536	5.323	1.141	3.697	2.93	1.629	3.829	4.676	3.535	3.717	1.974	8.29	4.026	2.813	3.202	5.595	1.569	4.134	2.929	3.49	1.861	5.471	2.313	0	6.314	7.637	8.351	4.048	1.87	4.092	16.411	7.268	2.711
hsa-mir-5586	16.261	15.614	52.583	48.708	16.453	38.684	9.764	55.746	19.042	27.04	18.371	20.292	36.784	28.141	39.35	19.409	40.706	4.533	46.558	34.932	16.801	23.857	21.394	15.989	32.374	29.349	17.263	31.691	31.872	24.953	35.34	48.913	11.604	29.778	18.289	14.566	5.589	90.753	53.223	35.27	57.111	20.312	14.115	19.78	73.99	8.36	39.017	18.765	8.286	10.505	135.284	21.623	59.902	94.745	26.277	103.793	10.269	50.28	31.253	26.066	19.147	10.13	38.002	47.698	8.556	30.791	22.143	16.876	13.874	40.096	31.386	19.292	30.018	2.327	61.412	26.261	17.348	3.269	89.662	68.732	11.134	41.827	6.543	26.595	20.886	12.114	47.444
hsa-mir-574	551.164	386.08	374.652	281.071	504.56	336.552	526.037	303.202	762.486	639.548	200.331	717.331	257.486	610.533	399.791	338.444	499.651	464.928	242.102	733.572	428.427	770.014	533.33	722.687	387.138	650.924	430.139	656.448	433.947	356.827	456.206	285.654	783.688	534.28	478.321	335.01	1120.58	498.701	500.3	410.722	592.294	358.641	551.15	511.59	453.623	643.742	403.18	552.015	386.424	486.36	659.771	515.709	468.069	575.401	553.735	236.328	304.636	207.036	558.163	415.425	394.423	355.338	258.943	408.216	620.606	283.042	522.371	576.595	338.317	339.414	491.184	385.838	371.931	248.963	391.737	796.599	464.918	578.602	344.758	176.741	320.111	855.421	247.713	434.731	580.345	311.321	757.755
hsa-mir-576	106.981	76.648	62.442	43.119	49.359	110.894	98.861	78.86	38.878	128.145	69.11	77.111	85.183	84.422	67.681	71.571	39.11	74.046	66.733	69.864	44.403	71.572	35.148	51.164	68.795	97.481	30.21	65.645	51.485	49.282	64.254	66.522	57.249	42.376	41.501	76.47	109.916	65.201	31.934	58.024	44.215	53.955	30.918	64.735	94.044	111.47	22.76	56.296	64.781	122.903	79.089	60.544	32.04	94.745	48.708	40.985	38.793	51.02	62.018	86.343	59.355	102.861	89.26	43.981	71.077	68.688	46.299	57.66	72.573	70.867	84.741	84.058	70.286	96.561	71.648	134.59	226.677	55.572	78.297	124.373	77.94	182.148	82.259	51.145	131.286	79.95	109.8
hsa-mir-582	106.125	273.947	402.039	194.834	87.75	180.526	1750.203	121.009	269.766	70.538	107.601	550.935	286.526	697.403	272.299	431.85	144.468	758.089	819.423	1557.966	1518.095	137.385	507.352	617.162	1585.421	313.408	110.771	361.046	146.284	687.454	173.487	268.045	123.007	104.795	264.483	392.545	630.617	382.396	175.637	1923.908	353.718	391.649	1475.334	230.17	465.378	829.526	1811.059	252.551	109.976	97.692	738.86	374.078	231.248	109.38	772.28	551.964	154.029	400.024	1911.33	119.74	169.449	180.786	323.458	214.949	547.555	176.457	128.831	234.857	416.226	349.671	327.979	668.327	162.537	639.859	726.713	562.434	198.92	436.403	591.014	249.837	93.714	616.604	129.932	313.006	116.367	10.902	63.711
hsa-mir-584	138.647	72.39	156.653	93.424	79.915	189.552	192.84	67.983	95.212	212.791	142.594	317.574	96.799	107.669	37.776	601.679	134.89	154.64	307.284	611.31	355.822	64.99	592.929	206.254	71.492	73.373	151.052	123.367	196.952	250.153	186.338	174.132	249.109	86.47	303.874	935.844	504.867	181.506	106.447	151.319	251.471	169.482	146.525	161.839	208.832	413.37	91.041	437.859	106.21	82.986	228.943	92.438	103.087	13.095	269.177	101.131	224.769	106.476	59.088	80.641	157.961	275.855	131.681	83.626	63.179	104.216	616.982	26.72	161.154	69.002	83.172	170.182	144.233	100.051	75.37	320.609	247.494	171.619	186.902	122.191	142.89	45.874	68.705	79.786	80.562	86.007	116.578
hsa-mir-589	118.962	220.009	176.371	292.25	95.584	226.947	280.716	101.974	124.569	144.604	189.834	250.609	162.623	139.481	135.362	522.83	214.706	147.588	392.64	602.577	376.223	178.518	233.81	191.864	311.599	353.239	240.245	170.903	206.758	228.943	562.226	350.22	238.278	360.195	189.218	230.138	940.803	207.058	177.411	194.553	397.012	234.862	256.083	157.343	259.312	460.745	481.215	155.596	100.937	152.316	247.674	126.495	423.491	271.909	169.838	216.102	90.136	178.199	182.148	146.621	234.548	151.954	188.242	152.384	126.359	283.042	251.624	158.915	182.499	248.034	208.714	192.919	113.483	204.755	107.006	147.721	231.303	117.682	162.908	259.656	264.439	279.293	196.768	156.503	155.156	147.786	177.578
hsa-mir-590	83.873	66.712	47.105	198.826	47.009	113.473	102.522	73.421	52.366	59.958	55.988	44.643	79.375	72.187	83.421	80.062	41.505	54.905	74.493	99.556	28.802	52.651	24.451	52.763	51.259	31.446	41.719	45.272	56.389	76.107	86.743	97.827	60.343	53.256	46.425	66.274	108.053	47.579	70.965	55.749	58.953	59.033	71.246	100.7	79.522	93.821	87.789	66.461	52.728	68.279	89.496	50.814	98.907	91.664	36.531	68.663	43.356	67.287	65.436	66.794	66.056	44.417	76.004	65.042	71.735	124.349	150.974	70.316	75.775	72.732	89.449	88.192	72.483	74.456	65.134	63.465	151.503	47.4	75.771	103.644	105.776	176.751	55.618	85.923	79.07	73.893	55.578
