	TCGA.3H.AB3K.01A	TCGA.3H.AB3L.01A	TCGA.3H.AB3M.01A	TCGA.3H.AB3O.01A	TCGA.3H.AB3S.01A	TCGA.3H.AB3T.01A	TCGA.3H.AB3U.01A	TCGA.3H.AB3X.01A	TCGA.3U.A98D.01A	TCGA.3U.A98E.01A	TCGA.3U.A98F.01A	TCGA.3U.A98G.01A	TCGA.3U.A98H.01A	TCGA.3U.A98I.01A	TCGA.3U.A98J.01A	TCGA.LK.A4NW.01A	TCGA.LK.A4NY.01A	TCGA.LK.A4NZ.01A	TCGA.LK.A4O0.01A	TCGA.LK.A4O2.01A	TCGA.LK.A4O4.01A	TCGA.LK.A4O5.01A	TCGA.LK.A4O6.01A	TCGA.LK.A4O7.01A	TCGA.MQ.A4KX.01A	TCGA.MQ.A4LC.01A	TCGA.MQ.A4LI.01A	TCGA.MQ.A4LJ.01A	TCGA.MQ.A4LM.01A	TCGA.MQ.A4LP.01A	TCGA.MQ.A4LV.01A	TCGA.MQ.A6BL.01A	TCGA.MQ.A6BN.01A	TCGA.MQ.A6BQ.01A	TCGA.MQ.A6BR.01A	TCGA.MQ.A6BS.01A	TCGA.NQ.A57I.01A	TCGA.NQ.A638.01A	TCGA.SC.A6LM.01A	TCGA.SC.A6LN.01A	TCGA.SC.A6LP.01A	TCGA.SC.A6LQ.01A	TCGA.SC.A6LR.01A	TCGA.SC.AA5Z.01A	TCGA.SH.A7BC.01A	TCGA.SH.A7BD.01A	TCGA.SH.A7BH.01A	TCGA.SH.A9CT.01A	TCGA.SH.A9CU.01A	TCGA.TS.A7OU.01B	TCGA.TS.A7OY.01A	TCGA.TS.A7OZ.01A	TCGA.TS.A7P0.01A	TCGA.TS.A7P1.01A	TCGA.TS.A7P3.01A	TCGA.TS.A7P6.01A	TCGA.TS.A7P7.01A	TCGA.TS.A7P8.01A	TCGA.TS.A7PB.01A	TCGA.TS.A8AF.01A	TCGA.TS.A8AI.01A	TCGA.TS.A8AS.01A	TCGA.TS.A8AV.01A	TCGA.TS.A8AY.01A	TCGA.UD.AABY.01A	TCGA.UD.AABZ.01A	TCGA.UD.AAC1.01A	TCGA.UD.AAC4.01A	TCGA.UD.AAC5.01A	TCGA.UD.AAC6.01A	TCGA.UD.AAC7.01A	TCGA.UT.A88C.01B	TCGA.UT.A88D.01B	TCGA.UT.A88E.01B	TCGA.UT.A88G.01B	TCGA.UT.A97Y.01A	TCGA.XT.AASU.01A	TCGA.YS.A95B.01A	TCGA.YS.A95C.01A	TCGA.YS.AA4M.01A	TCGA.ZN.A9VO.01A	TCGA.ZN.A9VP.01A	TCGA.ZN.A9VQ.01A	TCGA.ZN.A9VS.01A	TCGA.ZN.A9VU.01A	TCGA.ZN.A9VV.01A	TCGA.ZN.A9VW.01A
hsa-let-7a-1	37375.606	27107.961	58918.923	26941.329	43669.517	33129.048	63604.142	71728.399	68122.322	46175.628	34363.368	61039.113	43019.546	46870.366	53153.34	105879.664	208517.212	65716.507	64988.935	48022.737	91722.321	56493.172	101983.781	88115.091	80501.259	62325.214	84033.848	70081.467	41023.136	46389.435	64562.816	70022.401	85444.422	58857.311	134610.054	88098.283	42878.259	58219.425	49682.28	63494.664	89477.783	99506.076	75911.49	50711.235	35598.329	63270.639	337539.861	37964.713	67063.791	47787.241	55541.465	30962.526	74069.167	44050.108	45690.159	117874.41	50394.976	37957.903	72600.275	59365.909	43962.888	47288.814	30620.696	74083.521	71592.849	40126.835	94772.659	41118.274	46874.542	43647.388	47337.315	46246.152	56249.399	39410.68	54420.678	43685.994	31822.618	49681.347	61220.447	33959.291	33810.168	37902.956	71742.242	75086.727	34490.988	50541.744	62819.087
hsa-let-7a-2	37163.356	27088.089	59138.018	26786.42	43474.431	33120.022	63371.025	71415.679	68138.191	45976.945	34435.977	61185.217	42851.115	46924.2	53003.812	106689.989	208202.736	65684.773	64673.892	47993.045	91361.698	56484.122	101598.683	88350.124	80299.372	62159.6	83298.728	69447.656	40672.546	46672.651	64051.994	69425.658	85054.512	58265.193	134827.409	87798.958	43367.29	58318.108	49794.049	63813.23	89251.182	98832.592	75999.539	50307.538	35394.337	62873.061	335852.356	37784.878	66613.339	48397.554	55106.474	30998.745	74141.606	44275.03	45607.483	117468.288	50382.425	38133.145	72749.705	59501.126	43709.193	47248.293	30534.087	74038.301	72146.328	39657.862	94500.905	41375.632	47061.31	43181.16	47382.824	46363.971	55965.326	39645.683	54802.179	43886.237	31754.383	50099.771	60935.043	33815.281	34020.792	37875.971	72474.162	74992.621	34347.766	50297.049	61944.755
hsa-let-7a-3	37197.59	27134.93	59154.45	26966.881	43707.124	33095.522	63554.101	71339.539	68291.323	45738.29	34631.06	62389.563	42713.66	47259.443	52690.59	106541.996	208375.937	66118.47	64382.128	48326.646	91860.929	56598.473	101950.162	88011.164	80579.946	62251.841	83515.956	70023.745	40953.672	47127.419	65398.124	69995.009	84864.973	58551.517	134940.658	88107.022	43211.731	59081.138	50269.512	64058.98	89582.793	99515.597	75976.687	50908.139	35594.18	63434.129	337201.709	38088.251	67395.227	47820.855	55135.612	31381.472	74789.381	44060.122	45588.257	117469.885	50454.306	38701.755	72827.838	59973.571	43968.632	47358.946	30844.288	74364.131	72168.045	39943.272	94212.04	41434.698	47268.356	43443.18	46938.718	46053.922	55759.593	39762.021	55097.145	44311.892	32142.972	50140.633	61594.251	34069.482	34196.156	38172.804	72118.484	75310.741	34168.74	51302.481	63011.576
hsa-let-7b	36381.97	32717.484	63048.857	27482.711	49028.509	31794.448	51585.836	53143.327	65854.699	44949.435	48680.49	65411.08	45720.247	47675.438	30733.554	69845.666	98056.87	76988.109	48440.626	30385.581	83965.637	39445.102	99009.967	83414.425	60035.569	61988.746	44835.124	58831.309	31381.498	37729.508	46147.507	82792.699	49531.709	39025.946	99731.316	67313.069	35957.302	90778.635	43996.246	79184.018	73659.951	56435.505	61193.099	54093.663	29556.709	44940.249	305236.673	27420.914	26306.217	78076.023	43971.54	40079.868	66131.493	38628.094	52893.196	70393.255	37265.972	32341.302	43134.34	57416.668	48426.956	72298.078	38703.612	61464.743	97483.92	36343.072	88177.091	31039.107	46159.486	26077.097	43695.017	39941.832	54775.587	41558.28	23688.432	57053.093	26199.65	52376.588	28721	35040.464	58521.774	37678.981	38969.865	27844.261	25326.312	76937.368	37650.514
hsa-let-7c	2298.8	2166.025	17113.48	6673.049	3685.482	1157.944	10545.157	13043.134	9756.017	2987.302	87383.786	7099.247	10901.537	8173.072	16293.852	28022.938	23308.79	13921.64	3378.568	3783.133	10063.228	13077.07	23902.067	30242.546	19083.955	8543.774	23404.435	25789.346	3548.397	10991.781	3350.867	8399.401	3701.05	5279.812	18794.495	26931.928	3390.617	21257.368	26657.833	21842.219	1153.268	10909.671	32043.318	8180.943	10194.067	18377.765	5956.662	8044.094	21617.905	24045.936	11875.875	16391.322	15341.804	1904.137	9121.24	22599.657	7231.392	11383.304	15351.684	5930.808	4465.026	23319.07	4543.437	22128.546	13351.266	3960.22	4838.226	2891.414	5019.261	3115.339	7466.632	21753.006	6286.947	52468.463	22485.307	4175.577	3703.155	14528.803	17506.891	8789.027	28804.382	4615.763	3090.331	1569.123	1942.44	26375.031	2534.886
hsa-let-7d	3126.402	2063.827	2829.607	1207.329	2829.14	1347.496	1676.973	2781.846	3092.791	3470.49	3295.405	2083	865.386	2806.741	2523.092	4911.687	3922.977	3475.625	2652.261	3840.771	3729.233	3942.207	3296.257	3846.871	3575.066	3448.536	3301.566	3634.231	2039.797	5407.308	2505.921	2680.452	3785.375	2621.581	3270.871	2718.683	2318.474	2585.141	2998.252	4133.388	2756.054	2388.613	2464.043	1482.622	2919.506	3999.932	2825.513	2793.696	1889.185	2509.534	3958.625	1872.553	2812.594	2534.227	2932.743	2557.558	1951.038	1567.561	3035.958	2216.416	2670.974	1664.479	1273.506	3077.418	2134.281	1829.707	3561.989	1779.007	2483.483	1932.051	2149.913	1816.884	2020.726	1328.581	1481.341	2344.932	921.741	4274.139	2865.407	1479.384	1701.689	2273.476	3649.321	4329.92	2567.541	2448.167	4920.661
hsa-let-7e	7158.287	5826.693	11808.104	3559.705	7127.303	6400.926	9114.726	9781.331	14548.334	5748.882	9993.817	15008.154	7347.067	7774.207	9184.179	27372.737	47561.01	11610.098	13234.923	12648.869	9428.988	12910.892	19158.635	18434.922	12399.647	16997.404	21758.687	9599.984	10631.3	23881.236	25598.951	12050.294	20238.954	8101.248	24029.295	11061.171	9933.389	12051.657	8867.02	16605.229	27313.669	23909.616	11245.474	6224.493	6369.39	10180.97	17395.275	11082.522	15853.181	6062.168	9630.157	6430.683	19993.242	10492.009	12579.518	20995.927	7708.313	7635.946	13644.476	9248.508	8361.392	5920.745	4032.62	6984.897	7800.688	8781.409	12818.732	7366.356	5394.932	10740.042	11942.217	5843.382	7201.399	11025.358	17151.735	7774.496	5027.363	13705.03	11699.043	4131.585	6587.782	15490.668	12527.714	14806.424	3667.064	9067.06	9818.278
hsa-let-7f-1	17029.603	14536.215	31505.805	22643.013	19262.599	18075.782	26381.201	41153.922	36158.99	18779.68	18151.41	36070.504	26867.615	24604.862	30448.664	63107.109	133495.362	33435.509	41450.699	38426.923	50214.732	31630.615	56095.97	43540.312	55734.788	29914.216	57077.532	41866.66	35293.561	30490.653	51589.854	40860.259	47404.224	41471.152	81872.361	37567.781	18662.363	21159.566	29879.623	31351.401	57421.159	69759.814	47387.466	29276.608	20733.883	28059.904	69955.016	20869.45	22841.958	23067.964	36849.346	15312.874	32865.146	28118.369	22717.862	83722.895	14491.308	28131.809	52139.665	24589.921	23146.524	17687.427	18670.423	39573.445	20487.912	28704.49	49710.832	19439.698	20439.909	24737.157	27244.261	22107.839	21825.306	20577.875	13246.465	22811.389	17251.708	23077.08	47042.429	18041.726	15497.989	20399.216	36830.189	52174.872	18706.799	17893.059	39027.757
hsa-let-7f-2	17189.646	14655.445	32169.662	22811.496	20027.274	18328.518	26896.254	42179.099	37192.036	18644.481	18367.488	37038.445	27223.836	24577.945	31400.922	63538.959	136806.945	34161.864	43128.344	39106.35	50784.167	31920.193	57044.962	45033.653	55867.881	30213.997	57828.477	42559.325	35955.515	30982.226	52052.486	41830.7	48376.678	41982.526	82475.889	37961.054	18731.293	21231.816	30198.963	32084.101	58610.352	71591.74	47999.78	30084.003	21119.739	28800.254	71001.984	21465.251	23647.197	23076.367	36992.955	15699.926	34072.931	29788.34	22912.694	85142.992	14712.654	28623.52	52690.503	25382.488	23165.671	17957.827	18692.517	40550.315	20999.929	30109.042	50658.951	19546.579	20839.059	25194.061	28301.955	22889.851	22450.559	20958.301	13750.791	23475.586	18039.293	23681.834	48069.126	18363.568	15452.524	20644.779	37569.121	53245.845	18848.529	18466.034	40714.067
hsa-let-7g	3164.059	4031.135	2511.92	4081.923	1860.761	2937.411	3303.905	4164.612	2989.645	2506.465	1801.232	2943.392	2795.564	2143.596	4586.581	4061.331	9894.044	2943.199	5189.679	2094.172	3194.599	2564.244	2463.406	3356.019	4816.964	2516.698	3620.933	2728.786	3352.263	1293.811	2534.836	5675.906	2932.834	4693.994	4040.405	2613.082	1753.992	3682.989	2409.246	3554.281	3440.461	6560.275	4747.955	2777.331	2018.483	1847.623	5585.997	3374.641	2729.073	2368.773	3783.796	2535.838	5509.565	2011.206	2403.362	5704.339	2575.142	3579.511	2544.697	1962.274	2262.19	2697.765	3130.296	5230.62	2663.409	2047.614	3452.281	1926.672	2341.539	2380.563	2448.076	3106.686	3878.183	2049.877	3154.363	2623.961	1674.631	2796.578	4440.181	3495.537	2405.004	3190.961	1559.655	2608.386	1991.672	2404.558	2396.62
hsa-let-7i	3188.023	3048.9	3209.736	3243.5	2745.308	2892.28	3165.988	2356.276	4687.585	3019.045	2288.5	2416.808	3138.233	2489.851	1876.185	4057.691	1864.512	2558.866	2559.145	2102.905	1659.704	2073.936	2776.68	2147.277	3900.603	2839.539	2448.482	2147.037	2624.114	1883.325	1731.656	3277.195	2052.442	3742.253	2128.528	2487.089	1649.665	3111.157	2451.825	2931.941	1961.109	2509.218	2331.633	2201.005	2230.082	2480.218	2432.087	2705.343	1167.558	4573.675	2847.213	2134.732	4041.276	2114.424	2182.253	2701.803	3791.404	2321.765	2482.19	2398.063	2385.687	3291.554	3400.728	3064.41	2498.221	1924.449	2624.941	2123.558	2852.75	2158.638	2099.696	4022.363	3044.268	2476.837	2521.63	1893.016	1826.134	2589	2422.146	2628.198	3294.819	2558.166	3528.269	3018.567	2603.347	3032.044	3917.551
hsa-mir-1-1	9.414	19.872	17.528	103.805	137.892	5.158	6.103	9135.496	26.977	15.283	14.872	111.607	32.912	45.27	22.036	37.605	66.248	100.239	152.09	17.466	102.606	37.02	33.62	35.175	44.514	3.145	4.316	36.218	30.237	33.687	12.851	103.696	8.51	4.581	5.627	38.599	7.452	19.384	54.998	67.126	261.604	244.384	73.935	99.8	22.128	5.574	22.76	27.366	20.338	9.454	72.845	33.516	5.572	9.243	18.586	39.388	4.564	33.274	5.86	24.437	41.166	50.651	23.862	12.389	174.402	8.29	10.065	11.251	26.681	13.054	12.554	28.249	33.679	1.163	234.484	16.413	222.051	781.277	16.417	2031.426	12.99	14.842	12.152	15.343	2.984	342.816	28.467
hsa-mir-100	57042.068	42487.307	36950.307	12431.02	49574.593	35619.014	239261.564	149190.447	78376.613	143235.323	24229.582	45374.504	54447.672	48018.022	158940.608	31646.354	210187.77	99929.246	63818.775	14154.438	54177.379	48021.376	50880.334	97063.942	114862.09	64515.925	107291.547	134031.938	20805.77	15521.368	11212.392	17176.413	103251.081	123065.442	70498.171	295245.444	118766.591	64431.165	73322.345	71527.067	39792.365	20716.124	103862.855	66837.556	30114.748	137053.873	1833.82	45031.443	19663.94	101931.827	22282.355	28282.355	55783.82	23224.768	37772.523	96793.32	332194.499	24858.415	96269.713	125486.145	19359.294	46247.735	22343.351	39329.382	125221.016	9019.449	67073.892	105893.83	136483.775	116556.215	64119.189	46953.063	119657.733	83111.907	54283.896	30617.618	18928.652	30556.415	84096.977	22462.423	35531.342	13203.699	240511.638	169752.713	67024.616	86078.322	31760.632
hsa-mir-101-1	28294.235	16624.172	12247.389	15478.888	17909.532	15357.581	23029.696	38973.042	11372.234	42524.089	5429.939	8738.861	22014.097	8916.968	22012.125	19279.19	21518.508	28525.308	16464.505	6534.027	27363.507	10573.703	9433.378	11391.918	26261.964	16040.409	8634.423	18661.228	9125.151	9762.848	5368.455	11584.639	11648.558	30115.546	21253.627	38400.21	5816.211	29079.755	9839.235	19471.181	9566.048	14828.697	35955.138	16905.843	19537.591	28337.652	15538.695	15816.871	15936.04	27172.086	17645.227	12185.646	27239.957	7694.345	10688.233	13018.262	25431.955	37556.401	16778.101	14486.126	12324.773	19561.524	11879.571	17884.707	12814.899	8005.708	12356.75	9285.996	14258.416	9190.298	10551.835	24186.543	35007.615	11970.023	16507.835	9547.147	13851.559	9234.755	26643.611	20201.889	14379.922	27646.005	12993.694	63532.09	19995.792	45085.761	12176.942
hsa-mir-101-2	28724.725	16540.427	12433.619	15759.959	18438.38	15624.501	23325.058	39520.981	11545.202	43067.235	5640.768	8881.921	22635.549	9312.163	22312.756	19331.351	21829.792	28997.288	16399.324	6516.561	28475.976	10910.995	9709.976	11534.218	26849.64	16125.313	8513.581	18824.208	9191.347	9791.544	5580.494	11748.988	11715.864	30650.399	21376.021	38918.747	5793.856	29143.194	10006.001	19475.732	9779.753	15014.683	36525.108	17154.895	19697.327	28776.102	15122.509	16102.261	16393.271	27528.19	17593.195	12468.367	27465.633	7945.457	10765.781	13106.619	26293.378	38348.315	17055.962	14934.133	12592.827	20032.191	12163.26	18497.341	13148.565	8300.593	12501.685	9523.666	14510.286	9222.934	10652.269	25058.124	35796.137	12036.335	16985.177	9679.549	14288.721	9443.967	27050.249	20555.37	14762.199	28477.139	13234.396	65201.457	20100.224	45856.188	12587.675
hsa-mir-103a-1	45560.051	46622.059	62885.631	72068.455	72159.14	101381.954	71205.442	54905.435	62185.085	62729.82	86837.905	59081.925	77993.134	56760.028	80771.986	21431.161	34443.979	26786.992	37609.654	55395.131	79196.539	43496.723	55007.915	23931.823	28562.758	38629.893	80033.127	56800.848	54932.331	43221.032	67724.133	30629.542	31310.384	42561.473	63710.938	62448.862	56646.584	61534.996	52843.751	16081.871	28550.761	32803.915	39653.891	55901.76	56823.868	57641.38	39440.127	66953.318	88824.063	83783.138	51355.979	45134.787	27046.321	71130.137	31585.948	25413.237	62587.254	50553.849	56332.969	58547.277	76261.566	55855.893	57734.611	56550.041	55039.833	97807.014	72222.118	95572.774	48867.091	60246.058	93657.736	58163.04	65535.221	74721.607	71304.432	58013.826	48374.635	62237.345	67469.029	78383.373	101659.685	37938.036	80761.317	126659.114	50686.937	52848.182	103285.087
hsa-mir-106a	11.982	28.388	98.593	131.752	116.738	177.947	73.23	19.035	11.901	11.756	85.731	70.008	75.503	28.141	67.681	26.687	10.376	11.585	26.383	13.973	48.603	14.808	64.183	25.582	13.939	15.723	15.824	22.636	17.162	7.486	67.467	33.261	4.642	14.889	8.441	11.653	27.945	12.335	86.932	20.479	9.211	20.947	28.902	27.872	11.755	12.076	74.783	11.728	79.093	42.018	62.439	69.734	39.006	46.217	19.227	12.242	57.048	18.485	9.767	65.165	4.787	37.404	50.375	58.848	77	100.663	54.351	75.942	21.345	18.649	58.063	70.278	109.09	53.516	113.52	98.481	31.226	11.441	63.143	74.187	60.311	43.176	32.249	35.801	8.951	8.48	85.4
hsa-mir-106b	1907.678	2398.809	2460.433	2429.032	2556.49	2372.624	1656.224	1578.555	1671.757	1580.061	1639.392	1105.928	2363.839	1229.631	1141.136	2519.529	1937.943	2590.6	1725.755	3414.601	1956.122	3166.434	1485.379	2388.705	1507.184	2302.867	2326.201	2334.917	2503.165	2424.181	1962.972	2030.882	2907.304	2304.907	1876.003	3076.998	2960.269	2180.717	2613.269	1545.043	2070.725	1929.045	2402.879	1518.586	2382.903	1976.743	2936.062	1573.946	1708.401	1139.742	1893.979	1655.782	3032.698	1877.947	2652.671	1883.172	1394.251	2268.527	1951.862	1100.47	1986.477	1433.042	1217.828	1824.894	1262.273	2225.255	1225.912	1943.548	1839.933	1931.119	1520.632	2144.158	1320.793	1211.079	2463.009	1446.571	1691.979	1618.125	1848.813	1469.566	1199.719	2836.11	1405.886	1355.338	1505.316	1297.371	1413.843
hsa-mir-107	156.62	261.172	192.803	377.69	229.559	319.788	239.219	247.457	222.954	293.91	465.398	275.975	282.654	177.409	174.712	150.42	416.642	346.555	332.115	199.112	352.222	125.045	287.295	134.305	478.864	489.503	273.332	228.625	246.802	153.461	125.296	287.611	386.815	695.767	347.486	243.247	252.433	234.372	237.731	134.253	375.825	425.926	294.395	242.758	237.184	274.96	175.578	202.51	227.486	414.929	203.967	247.043	172.74	168.692	366.593	326.814	223.628	221.085	247.096	147.435	336.026	368.585	231.546	228.576	172.427	405.023	321.072	164.541	188.903	177.167	243.238	206.01	232.823	205.918	198.195	204.621	186.199	212.481	186.902	249.837	609.602	101.193	173.399	498.151	186.486	224.102	239.933
hsa-mir-10a	131189.053	76111.796	397171.429	57519.818	150407.475	48673.602	90788.434	460084.21	170615.243	454058.185	185064.947	100096.637	90338.917	304278.088	219641.187	319564.122	685313.386	190414.868	99857.868	106987.917	247051.608	315547.653	267149.645	217664.787	138459.953	333116.004	374423.49	495936.168	63684.827	194817.16	129042.102	71947.63	59980.366	131054.451	199716.563	415682.432	128175.552	410360.772	93644.818	436333.54	106641.401	114577.253	384003.615	167723.261	201678.919	133226.72	180439.396	137228.108	194173.971	223236.122	198903.214	94696.344	426834.546	115727.915	230441.42	223069.082	203780.812	127650.503	224747.833	157990.327	176017.17	157206.765	100498.24	189494.764	198858.642	77696.818	188915.251	123190.281	119707.725	320431.45	54719.205	221074.26	83639.023	65022.503	157091.951	185039.574	105900.758	426578.664	374630.797	93075.755	126147.677	506538.488	212089.188	216591.135	202149.502	44818.049	186883.463
hsa-mir-10b	34021.549	59870.866	229822.581	86617.092	71482.215	84082.433	22705.042	66790.146	46621.953	60580.75	144555.171	75506.479	81597.94	76432.906	23756.096	167516.542	53958.296	273407.748	81233.065	84690.835	23021.636	98900.687	415381.885	162000.276	65740.117	101546.284	239044.894	90399.66	190067.272	135070.403	113858.789	145045.703	204118.606	32434.197	26157.823	341122.213	33443.216	130272.967	182847.255	674758.235	24940.81	103861.185	187528.755	56245.217	109424.064	462764.086	67799.302	81728.71	131313.39	58290.727	188908.831	143631.915	208346.523	185815.091	96427.379	77312.234	112914.913	123378.898	271087.582	101672.499	73066.928	195213.927	27295.087	73688.313	157185.87	35705.932	16292.149	62404.483	31793.279	76008.315	36190.723	200881.831	79683.233	66552.348	523125.586	68755.871	142378.342	160415.048	93322.097	79482.001	90418.702	73408.305	43682.48	172315.068	73794.81	163574.129	34538.162
hsa-mir-1180	93.287	167.491	62.442	48.708	211.539	32.237	153.784	89.737	140.437	344.463	135.595	44.643	106.479	58.729	193.6	67.931	166.018	43.319	91.564	146.714	49.203	103.656	67.239	73.548	271.581	447.576	228.736	253.525	29.42	130.379	138.147	31.305	189.54	186.683	106.919	72.1	122.956	85.466	88.706	47.785	54.347	55.859	57.804	85.415	49.096	273.103	65.029	112.592	290.76	305.682	22.894	165.416	111.445	278.842	71.78	94.744	66.176	93.166	131.361	73.31	276.671	132.473	24.745	124.509	86.872	214.354	217.403	334.707	98.187	214.465	53.356	103.35	91.518	264.087	85.605	55.806	49.73	55.572	128.811	58.914	141.962	79.605	217.8	145.251	264.064	430.034	89.467
hsa-mir-1247	54.774	25.549	21.909	12.776	7.835	433.262	92.758	17.675	7.934	28.215	6.124	0	58.08	2.447	75.551	84.914	18.358	382.319	145.882	82.09	204.613	104.478	319.387	12.791	285.52	185.529	70.491	131.29	1238.915	0	1114.814	64.566	6.963	27.487	91.444	56.806	19.561	17.622	95.802	94.432	0	848.678	59.82	26.074	30.426	154.201	455.203	46.132	11.299	24.16	174.829	68.112	48.757	30.811	15.382	16.5	62.753	76.899	220.726	22.808	10.531	117.667	99.865	37.167	3.291	3.553	35.227	23.908	17.076	13.054	21.97	81.991	99.572	48.862	14.888	0	94.834	9.807	25.257	81.824	637.438	18.889	30.38	54.214	134.27	76.316	2.711
hsa-mir-125a	9152.406	3806.867	6073.303	1821.374	5297.097	2951.596	6040.276	8840.452	6842.541	7176.109	5862.969	4383.128	2638.749	4810.856	5911.873	4978.405	11331.538	5337.854	2835.39	3157.851	5993.774	4860.3	3358.912	6130.051	4150.152	7257.648	6423.308	3870.779	2421.442	7064.185	2881.81	2531.755	5218.913	3934.09	5966.35	5626.719	2216.01	9129.055	1570.091	5375.794	3376.902	4113.264	3488.376	3034.474	2653.279	6679.868	2315.035	5177.682	7195.172	6750.216	2295.669	4233.785	7817.87	4675.611	3808.848	3813.715	9121.96	1915.087	4687.496	5437.184	3476.095	3671.828	1946.051	4075.969	6074.441	3638.097	7217.582	5327.178	3779.121	4993.308	5393.613	4563.226	4521.741	4766.37	8889.908	3320.985	1883.96	7222.722	9297.102	2392.544	4806.297	8328.882	6114.295	10167.589	2661.53	8897.469	5422.216
hsa-mir-125b-1	1990.695	1838.141	2956.682	1883.657	2361.404	1647.942	8057.77	4410.708	5159.676	3990.124	6734.279	2717.133	2812.988	3104.054	5998.442	3042.359	5927.168	3874.566	2078.044	1068.919	1611.701	2858.758	2694.159	5604.024	3448.718	3421.283	4901.279	4364.246	1350.058	642.539	986.305	1336.313	3897.552	3258.366	4000.31	7234.769	2780.492	3025.69	2531.66	4186.861	2151.785	1374.897	4571.184	2798.909	1495.711	4600.944	162.573	2388.677	2567.875	5724.973	1404.875	2764.502	3439.473	1055.286	2234.806	3594.952	21485.381	1350.912	4393.032	3329.919	1322.084	3628.969	1426.397	3869.693	6908.936	1782.336	1909.323	4749.176	2462.138	2927.916	4168.006	3994.114	3849.63	8814.935	3876.424	1913.806	1126.444	3157.796	3519.563	1229.547	3635.342	1461.231	8385.772	2575.653	1250.203	5187.061	2148.553
hsa-mir-125b-2	1906.823	1840.979	3081.566	1945.142	2325.364	1714.994	8151.748	4742.463	5261.235	3953.679	7712.315	2809.463	2783.948	3256.994	5982.702	3212.187	5992.617	3973.294	1943.026	1168.475	1662.704	2921.28	2755.286	5837.459	3629.472	3560.692	5178.927	4560.049	1492.256	759.818	835.307	1436.096	3913.024	3250.349	4211.334	7212.921	2760.931	3235.391	2916.643	4291.533	2168.366	1356.488	4784.25	2833.974	1615.34	4718.917	230.853	2537.236	2820.218	5927.71	1415.281	2898.024	3649.825	1014.461	2334.786	3670.002	21883.575	1472.177	4551.74	3456.176	1369.951	3679.621	1431.7	4058.005	6901.697	1803.653	1916.368	4556.509	2545.383	2868.238	4066.003	4120.89	3820.344	9137.191	4096.02	1977.272	1213.182	3246.057	3513.249	1297.189	3878.441	1430.198	8377.36	2563.378	1305.403	5408.741	2168.887
hsa-mir-126	5224.078	10449.723	2783.597	20189.228	7056.79	30895.687	4108.218	4341.366	6636.249	5266.869	6980.975	28724.706	5666.631	14430.121	6075.567	23629.229	5342.113	23321.442	18125.078	5975.115	22691.015	2884.261	9392.117	3423.172	7585.83	5944.27	5622.013	8371.974	20776.35	6148.411	8655.067	18784.684	3506.868	3630.587	4432.909	4510.26	13674.245	5539.462	4506.249	8610.372	10428.236	24047.995	12668.382	18072.879	4474.685	2878.725	7143.443	13174.08	4679.272	3779.532	18731.664	15078.805	5090.253	3546.378	24335.485	5566.481	11813.48	13316.876	3369.977	3268.827	9158.855	20070.375	19103.468	8558.915	6212.646	4127.203	2791.013	3441.289	8188.984	3868.765	11981.449	26798.529	14523.603	1371.626	3855.953	33139.816	12808.384	6830.45	10596.575	16503.428	6137.772	7727.119	3945.174	8529.932	6173.438	2090.814	12499.564
hsa-mir-1266	111.26	55.357	12.05	3.992	10.185	2.579	14.646	17.675	4.761	19.986	4.374	0	1.936	8.565	3.148	103.11	7.183	23.675	6.208	26.199	41.403	10.695	16.81	14.39	31.025	52.409	15.824	12.45	1.634	16.219	6.425	1.957	31.719	32.641	9.848	58.263	32.602	19.384	26.612	40.958	0	12.06	42.344	2.697	15.213	65.953	3.251	15.638	6.026	32.564	2.081	17.298	2.786	20.027	19.868	17.565	34.229	28.837	10.255	20.364	47.867	17.923	5.303	5.575	9.872	13.027	1.006	7.032	22.412	5.595	4.708	9.646	1.464	57.006	17.679	6.565	3.47	24.517	15.154	4.364	16.701	95.796	14.021	20.458	23.87	12.114	1.356
hsa-mir-127	3843.6	5828.112	1641.019	2805.923	4620.172	5313.903	3477.217	1078.203	2307.295	6555.371	15990.632	21807.075	2888.491	8341.917	4147.44	2914.987	4435.399	1354.99	2419.471	3114.186	1239.677	3789.191	13614.444	1803.521	5976.579	13272.147	1294.732	3747.412	12475.78	6209.545	10495.955	3114.802	5257.595	9547.184	3185.758	4622.416	7568.341	652.894	15952.83	6166.519	5638.303	5790.308	2762.471	13279.759	6082.419	4958.578	1485.914	2172.093	1669.985	7149.388	1590.11	6512.31	1115.844	6963.348	7857.392	8061.763	8107.648	4956.303	6675.006	4287.027	3809.249	5591.901	7648.104	1632.865	8241.628	3257.944	627.047	13800.315	8742.885	10998.332	2082.434	5351.438	5239.245	8328.641	220.526	16359.816	9078.629	5853.037	2010.457	5975.36	7054.494	1265.591	11656.513	2936.735	14357.942	6646.755	146.4
