	TCGA.3H.AB3K.01A	TCGA.3H.AB3L.01A	TCGA.3H.AB3M.01A	TCGA.3H.AB3O.01A	TCGA.3H.AB3S.01A	TCGA.3H.AB3T.01A	TCGA.3H.AB3U.01A	TCGA.3H.AB3X.01A	TCGA.3U.A98D.01A	TCGA.3U.A98E.01A	TCGA.3U.A98F.01A	TCGA.3U.A98G.01A	TCGA.3U.A98H.01A	TCGA.3U.A98I.01A	TCGA.3U.A98J.01A	TCGA.LK.A4NW.01A	TCGA.LK.A4NY.01A	TCGA.LK.A4NZ.01A	TCGA.LK.A4O0.01A	TCGA.LK.A4O2.01A	TCGA.LK.A4O4.01A	TCGA.LK.A4O5.01A	TCGA.LK.A4O6.01A	TCGA.LK.A4O7.01A	TCGA.MQ.A4KX.01A	TCGA.MQ.A4LC.01A	TCGA.MQ.A4LI.01A	TCGA.MQ.A4LJ.01A	TCGA.MQ.A4LM.01A	TCGA.MQ.A4LP.01A	TCGA.MQ.A4LV.01A	TCGA.MQ.A6BL.01A	TCGA.MQ.A6BN.01A	TCGA.MQ.A6BQ.01A	TCGA.MQ.A6BR.01A	TCGA.MQ.A6BS.01A	TCGA.NQ.A57I.01A	TCGA.NQ.A638.01A	TCGA.SC.A6LM.01A	TCGA.SC.A6LN.01A	TCGA.SC.A6LP.01A	TCGA.SC.A6LQ.01A	TCGA.SC.A6LR.01A	TCGA.SC.AA5Z.01A	TCGA.SH.A7BC.01A	TCGA.SH.A7BD.01A	TCGA.SH.A7BH.01A	TCGA.SH.A9CT.01A	TCGA.SH.A9CU.01A	TCGA.TS.A7OU.01B	TCGA.TS.A7OY.01A	TCGA.TS.A7OZ.01A	TCGA.TS.A7P0.01A	TCGA.TS.A7P1.01A	TCGA.TS.A7P3.01A	TCGA.TS.A7P6.01A	TCGA.TS.A7P7.01A	TCGA.TS.A7P8.01A	TCGA.TS.A7PB.01A	TCGA.TS.A8AF.01A	TCGA.TS.A8AI.01A	TCGA.TS.A8AS.01A	TCGA.TS.A8AV.01A	TCGA.TS.A8AY.01A	TCGA.UD.AABY.01A	TCGA.UD.AABZ.01A	TCGA.UD.AAC1.01A	TCGA.UD.AAC4.01A	TCGA.UD.AAC5.01A	TCGA.UD.AAC6.01A	TCGA.UD.AAC7.01A	TCGA.UT.A88C.01B	TCGA.UT.A88D.01B	TCGA.UT.A88E.01B	TCGA.UT.A88G.01B	TCGA.UT.A97Y.01A	TCGA.XT.AASU.01A	TCGA.YS.A95B.01A	TCGA.YS.A95C.01A	TCGA.YS.AA4M.01A	TCGA.ZN.A9VO.01A	TCGA.ZN.A9VP.01A	TCGA.ZN.A9VQ.01A	TCGA.ZN.A9VS.01A	TCGA.ZN.A9VU.01A	TCGA.ZN.A9VV.01A	TCGA.ZN.A9VW.01A
ENSG00000120659.15	16.56087361	16.04036503	4.478159082	12.85090929	22.7076655	6.623786466	10.14336715	250.4304951	21.2771157	4.575279679	36.46483886	56.56112709	12.27551632	30.02278267	28.5603337	6.506369629	11.62045329	9.179604752	11.23451984	5.443302637	8.94289959	11.67257663	15.42778415	13.42596442	25.81365424	2.427240055	6.627481095	13.68008541	95.65333321	3.843404231	6.383955237	173.0170039	18.3684449	2.651144067	43.73180062	6.605440804	92.11141778	51.05769297	52.0199217	57.90687575	45.86021775	7.931609592	4.877103023	31.55191618	61.24066041	0	11.43219435	23.67215377	5.396343513	15.18430812	52.26807917	33.14875625	6.788193571	29.05638592	52.33046855	12.52645165	5.460216867	30.24668523	10.90599311	20.69144304	21.158732	33.24783205	204.6638416	8.163394121	680.2659241	1.666451314	9.388082152	23.11710031	6.997252371	5.97656778	26.26306531	7.37454659	140.6582241	3.263141741	67.25701941	29.00604133	70.05230154	270.6195821	3.843297481	74.67226751	0	3.634384671	3.184324022	9.250699598	5.357556695	6.684872458	6.248562168
ENSG00000120708.17	92749.80963	34692.4789	94080.15144	44992.10433	57097.39275	38229.18359	33096.96173	10769.45276	85885.07752	22678.51755	5430.83	113110.6092	70661.21981	106428.7631	45914.43868	82267.46707	19159.22236	14387.19453	26276.73944	23498.73748	11136.4651	39506.48409	10934.09139	63142.31068	10847.38152	40445.10104	96826.39421	28678.58906	53204.2059	51292.15117	35863.23653	32198.01504	150041.8072	71937.02684	150488.9752	15334.53083	198835.8933	37469.53895	54848.37744	21084.3389	118602.7544	12301.92648	122110.9547	33572.29054	33452.71075	124216.2386	28508.08198	89906.84002	18976.24196	29558.78648	69445.93754	28103.36487	28388.22552	50475.41255	27264.17412	44382.47083	4856.316882	12966.6623	70698.10031	23769.50211	97545.67279	13619.29713	30163.5956	14031.96745	46058.0659	9993.708527	359177.2939	91265.45582	19735.75031	29636.60431	100575.3466	14974.42655	31846.7399	116358.7398	66994.2478	98882.71049	25729.08606	70381.61587	22561.43731	21132.25171	132703.8859	22784.8661	49171.05782	21151.2107	36973.39168	5377.979892	211431.0359
ENSG00000120738.8	743.9653992	3245.815041	630.6740708	1111.603653	1045.58478	967.0728241	641.5679721	313.5088529	11077.10285	43878.07594	3722.654882	73085.29402	7618.631811	40802.96317	3905.361185	17233.51419	4886.400608	10847.53894	5455.161849	3890.406156	15035.56933	4260.490471	54907.4838	891.3348603	49874.40002	4996.069113	6382.264294	12498.46803	7473.713768	1972.627222	1899.68268	1923.40981	1417.709974	599.1585592	3543.397179	61176.29	4410.462158	1128.375015	4313.573507	16337.75684	16035.78947	25000.43343	19097.76002	1799.510953	8218.896023	498.1784617	1274.68967	7730.378536	11755.93434	1727.215049	24833.75649	18841.30102	1595.225489	1968.011369	66150.5802	20048.58586	3730.420164	42623.07888	34032.15149	8686.267788	10104.47001	120846.0183	26079.49652	1825.879152	5905.708306	5067.678444	1676.443241	4924.798554	36688.9266	8010.991452	1397.570261	1241.382009	1272.366379	1350.124895	1327.935104	21808.08061	16787.47191	1090.080002	4043.14895	913.6865092	1524.761143	11431.04839	6437.429443	2483.298914	29966.60045	7370.071885	563.1516654
ENSG00000120875.9	440.7740208	204.7505418	945.6379262	2152.527306	174.4361577	763.9433725	705.8092974	1308.640557	1555.59357	971.1031118	189.617162	924.9407842	525.6152897	1168.887005	1403.687512	238.8767135	276.9541367	1341.140254	792.8361145	613.5379686	1172.797403	925.3759365	556.8027554	339.3785451	643.7280025	283.9870864	3103.870313	261.6316335	1447.553776	911.8476538	1079.800429	2767.148576	205.3926111	106.9294774	1652.837798	461.2799495	5993.103791	670.557701	1205.638185	739.4262596	205.7830283	874.239635	125.829258	1249.455881	798.7912227	355.0398614	179.1043782	559.6097152	492.4163456	316.3397525	1170.98837	1185.068036	1460.310142	971.1538217	722.8906586	1543.258843	1326.832699	1293.274935	1337.074755	1317.631093	344.8089659	3721.294388	3334.276845	948.7678056	780.2743907	521.5992611	631.0132361	258.5690479	564.4450246	172.1251521	460.5416095	293.3430755	874.013698	259.4197684	681.9548945	284.4823284	1490.989727	763.9682024	261.3442287	908.6524238	593.1597558	309.8312932	975.0400156	474.8692461	313.4170666	1601.026954	575.6487897
ENSG00000121207.12	50.9565342	0.943550884	352.2818478	9.638181966	141.4068261	2.207928822	155.5316296	43.30752923	210.407033	507.8560444	3.241319009	3.327125123	34.5946369	22.01670729	100.490063	632.9768168	276.9541367	135.8581503	11.23451984	17.88513723	47.26961212	62.90221853	88.35912743	317.0019377	83.08769958	372.1768084	125.9221408	8.550053383	0.910984126	9.608510578	72.04749481	0	130.2489729	45.95316383	10.09195399	161.8332997	39.35669669	172.7451945	82.61987564	140.7582518	1.175903019	150.7005822	547.2109592	25.24153294	170.4087942	82.79585701	1.905365725	98.47615969	321.082439	139.1894911	5.501903071	121.2943126	335.1670576	20.11595948	57.19841912	47.60051626	67.70668915	99.90571788	44.71457173	67.04027545	3.918283703	56.64445461	11.01330089	185.9439772	98.96671177	19.99741576	2.682309186	122.4350127	38.48488804	49.00785579	6.565766328	233.5273087	98.78287496	539.2341727	116.5266964	5.57808487	25.94529686	103.3827617	115.2989244	19.29732756	137.6471204	74.50488576	18.46907933	112.0362507	315.2029189	73.53359704	32.80495138
ENSG00000121270.16	2.54782671	5.661305303	2.985439388	21.41818215	10.32166614	0	27.89425966	3.765872107	2.364123967	9.150559358	3.241319009	3.327125123	7.811692204	10.00759422	10.57790137	1.858962751	1.936742215	8.261644277	1.604931406	8.553761286	8.94289959	11.02410015	1.402525832	9.696529861	6.453413559	6.472640147	0	3.420021353	3.643936503	1.921702116	0	7.86440927	8.349293136	5.302288135	3.363984663	12.10997481	44.38095584	0	26.51996008	8.017875104	1.175903019	5.287739728	11.70504726	6.310383235	5.325274818	4.209958831	7.6214629	24.61903992	0	7.592154061	3.667935381	10.54733153	3.394096786	7.822873132	4.867950563	7.515870988	12.01247711	10.08222841	1.090599311	5.793604051	3.134626962	9.851209498	6.424425521	15.41974445	7.292284025	4.999353941	4.023463779	7.705700102	10.49587856	2.390627112	16.88339913	48.34424987	9.663542115	38.34191546	8.602642017	2.231233948	6.918745831	6.84150629	5.124396641	8.390142417	15.60946726	3.634384671	5.094918436	16.44568817	17.85852232	1.671218115	3.124281084
ENSG00000121297.8	439.5001074	623.6871343	1305.383373	796.7563759	873.2129553	853.3644898	628.8887632	1405.611764	827.4433883	792.6672044	2209.769235	2596.821159	786.7490006	3262.475717	376.5732887	679.4508856	883.15445	477.3394471	1303.204302	802.4983316	792.0853923	507.7570836	1258.065671	1279.941942	484.0060169	467.6482506	186.6740508	1112.361945	1781.88495	8803.317392	1113.544192	483.0994266	439.1728189	253.6261158	943.0370339	1607.323929	484.0036316	554.8269303	1976.757025	906.9107617	1217.059625	847.8009363	788.1398486	734.1079164	505.9011077	412.5759655	634.4867865	425.1518817	947.0582866	728.8467898	1498.351603	1374.920004	777.2481639	987.9171212	3142.262089	388.320001	1349.76561	759.8333956	557.2962477	919.5277286	1138.653244	822.5759931	1831.879049	608.6263839	3447.166834	498.2689427	258.8428365	811.6670774	2591.315795	817.5944723	1030.825313	367.9079354	1385.107703	466.629269	1880.06831	1729.20631	2411.182922	979.0955668	567.526928	1073.099215	1008.939202	892.2414367	2918.114534	665.0225156	2011.762539	4687.766811	172.6165299
ENSG00000121316.11	2309.604912	1383.245596	1540.486724	1880.516393	1593.665252	702.1213654	1754.802517	1248.386604	3222.300966	1569.32093	861.3805267	805.1642798	1532.207628	1156.877892	1256.654683	1635.887221	1365.403262	530.5811547	1458.882648	1023.340896	3389.358945	1381.254902	1408.135936	375.9270038	1432.65781	763.7715373	1720.935924	536.9433524	1027.590094	3037.250194	925.6735093	3332.262556	1340.896478	645.9954378	464.2298835	3079.236321	285.5453951	899.4663578	1896.177146	1315.822392	937.1947062	613.3778084	884.7064884	814.0394374	1781.970086	2193.388551	1289.932596	1037.787221	1474.550865	1898.038515	1610.223632	974.1214053	1187.933875	906.33573	1023.486606	2126.99149	257.7222361	1117.294221	1488.668059	1383.016053	392.6120271	527.0397081	2020.022939	873.4831709	1583.467388	244.9683431	558.590888	728.6167541	837.3378671	2138.415952	1048.646679	2610.589493	987.8287496	2497.119217	1113.651112	1158.010419	536.2028019	877.9933072	898.0505114	1220.765722	1010.358244	435.2175644	827.9242458	1133.724629	697.3752964	708.5964806	1265.333839
ENSG00000121380.12	6.369566774	8.491957955	2.985439388	238.8127309	1.032166614	109.2924767	5.071683574	2.82440408	4.728247933	16.01347888	5.672308266	4.990687685	6.695736175	8.00607538	4.231160547	7.435851005	6.778597752	16.52328855	8.024657029	7.776146624	29.38381294	7.781717756	8.415154993	2.983547649	45.98057161	12.94528029	2.209160365	3.420021353	27.32952377	82.63319097	17.3278785	53.92737785	0	21.20915254	2.242656442	6.605440804	0.837376525	17.87019254	4.079993859	8.017875104	9.407224153	11.45676941	2.926261814	13.67249701	4.659615466	8.419917662	15.2429258	1.893772302	33.72714696	12.6535901	11.92078999	20.34128224	11.87933875	5.587766523	13.38686405	13.77909681	8.736346988	28.41355279	32.71797932	14.89783899	45.45209096	28.32222731	63.32648014	23.58313857	3.125264582	0	3.352886483	10.2742668	15.16071347	8.367194892	0.937966618	27.85939823	34.35926085	8.157854353	7.038525287	3.346850922	6.053902602	6.84150629	2.562198321	56.21395419	46.82840178	6.360173174	15.92162011	0	9.822187273	5.013654344	7.029632439
ENSG00000121440.15	215.291357	141.5326326	488.8656998	230.2454581	754.5137947	271.5752451	268.7992294	353.05051	667.8650205	436.9392093	180.7035348	2184.257643	414.0196868	3056.319276	875.8502333	521.4390517	245.9662613	509.4680637	823.3298112	259.7232972	548.0719892	306.0808984	1647.967853	1406.742717	600.9741377	191.7519643	458.4007757	931.1008134	399.9220312	442.9523376	225.2624205	79.76757974	217.0816215	235.951822	539.3588743	366.6019646	367.6082946	304.6442347	512.0392293	959.4723874	170.5059378	567.5507308	735.4671359	705.7111918	619.728857	53.32614519	464.9092369	759.402693	1369.322167	545.3697334	762.0135753	1730.515752	700.0324621	166.5154424	2134.596322	595.0064532	7991.573407	648.9288831	329.3609918	593.4305864	933.3351781	261.0570517	869.1329955	457.1500708	1788.693096	246.6347944	224.6433943	366.4488493	597.098869	343.0549906	191.3451901	572.7564518	496.0618286	116.6573172	5451.728864	644.826611	693.6042695	531.3569885	590.5867129	236.6020162	64.56643275	290.7507737	1608.720496	1772.022901	205.3730066	222.2720092	42.9588649
ENSG00000121552.4	607.6566703	451.9608734	235.8497117	987.378197	140.3746595	380.8677218	721.0243481	285.2648121	122.9344463	171.572988	69.6883587	199.6275074	262.2496669	300.2278267	945.6643824	1657.265293	197.5477059	185.428016	231.1101224	517.8913651	955.6126991	254.20278	499.2991963	209.5942224	456.5790093	176.379444	1376.306907	200.0712492	252.3426028	327.6502107	196.0786251	361.7628264	723.0487855	677.8091666	235.4789264	178.3469017	77.87601685	1791.274062	137.6997927	593.3227577	296.3275608	513.7920435	158.018138	218.7599522	504.569789	251.1942103	3604.951952	802.0125698	234.7409428	1136.292391	762.9305592	164.9904004	749.2468654	101.6973507	178.8971832	1138.654455	31.66925783	285.9686603	321.7267966	220.1569539	143.4091835	306.6188956	778.2732631	652.1644859	132.3028673	74.99030911	130.0919955	692.6568203	218.0810322	553.4301764	290.7696516	327.7576262	175.017485	838.6274275	396.5035912	236.5107985	307.0193462	172.557992	867.3041316	286.1038564	352.6320558	201.7083492	264.9357586	1370.131396	338.4189979	227.2856636	244.4749948
ENSG00000121742.19	3.821740065	0	22.39079541	1.070909107	0	0	43.10931038	0.941468027	0	0	2.430989257	3.327125123	31.24676882	2.001518845	5.288950684	0	24.20927769	0.917960475	2.407397109	5.443302637	0	7.781717756	12.62273249	1.491773825	2.420030085	139.1617632	0	0	0.910984126	24.9821275	4.559968026	3.370461116	13.35886902	3.534858757	1.121328221	1.100906801	1.67475305	20.42307719	75.47988638	16.92662522	2.351806038	1.762579909	32.18887995	1.051730539	0.665659352	70.16598052	1.905365725	24.61903992	25.63263169	5.06143604	32.09443458	61.02384673	27.15277429	5.587766523	4.867950563	3.757935494	9.828390361	8.249095971	58.89236277	1.655315443	3.918283703	14.77681425	7.342200596	0	62.50529165	1.666451314	0.670577297	2996.661151	60.64285389	5.97656778	0.937966618	1.638788131	184.6810271	4.078927176	66.47496104	32.35289225	360.6396264	6.84150629	1.28109916	8.390142417	38.31414691	29.98367354	105.7195575	8.222844087	4.464630579	21.72583549	0.781070271
ENSG00000121769.8	1975.839613	268.9120019	379.1508023	501.1854623	379.8373139	590.6209599	252.7388981	895.3360935	5756.641858	184.1550071	367.0793778	274.4878227	353.7580612	388.2946559	181.9399035	993.6155905	252.7448591	1005.16672	462.2202449	338.2623781	9295.505345	884.5219182	1464.236969	1438.069967	250.8764521	188.5156443	223.1251969	1849.376547	331.5982218	4184.506357	404.0131671	201.1041799	10252.93197	329.625579	316.2145583	85.87073045	102.1599361	544.6153917	284.5795716	1306.022767	553.850322	118.9741439	137.5343053	413.3301019	294.2214337	2841.722211	1341.37747	1266.93367	515.3508055	520.0625532	654.7264654	1042.67906	153.5828796	844.8702982	294.5110091	3250.614202	404.0560482	123.7364396	1452.678282	3143.444026	2452.061941	318.9329075	1135.287767	1515.670175	421.9107186	13008.31895	343.3355758	384.4288162	230.9093283	633.5161846	428.6507445	276.9551941	341.4451547	2873.196303	579.5052486	262.1699889	211.0217478	511.592637	142.2020068	478.2381178	3859.79554	145.3753868	645.1440469	78.11701883	126.7955084	601.6385212	172.6165299
ENSG00000121807.6	263.7000645	139.6455308	142.5547308	1779.850936	195.07949	591.7249243	185.9617311	12890.58022	43.73629338	392.3302325	210.6857356	151.3841931	441.9185875	532.4040127	230.5982498	123.621023	32.92461765	327.7118897	141.2339637	258.9456826	258.066531	270.414692	23.84293915	83.53933418	400.9183174	237.8695254	239.6938996	200.9262545	385.3462852	97.04595684	402.1891799	647.1285342	205.3926111	270.4166949	321.8211995	80.36619645	41.86882626	188.0625024	226.4396592	97.99625127	225.7733797	153.3444521	380.4140358	392.2954911	724.2373753	130.5087238	188.6312068	158.1299872	33.72714696	173.3541844	372.2954411	84.37865228	211.2825249	167.6329957	178.8971832	146.5594843	50.23399518	261.2213724	54.52996553	90.21469165	137.9235863	169.9333638	1181.176521	122.4509118	55.21300762	34.99547758	146.8564279	246.5824033	172.5988918	282.0939992	113.4939608	646.5019177	697.9224861	64.44704939	249.4766185	146.1458236	89.9436958	38.00836828	233.1600472	1010.173147	493.8267824	399.7823138	142.0208514	391.6129497	534.8627433	83.56090573	313.2091787
ENSG00000121898.13	9091.919614	518.9529861	255.2550677	2273.540035	715.2914634	327.8774301	1052.374342	1400.904424	514.1969627	362.5909145	42.94747687	2294.052772	2166.070653	844.6409526	4284.050054	14119.75158	251.7764879	1129.091385	401.2328515	580.1005381	378.156897	339.8016753	1569.426406	399.0494981	4446.401942	8379.64175	4333.268056	1127.752041	960.1772686	62.45531876	134.06306	243.7966874	2240.950278	401.2064689	88.58492947	1231.91471	396.0790964	7810.125101	160.139759	1748.787648	90.54453247	145.4128425	1255.366318	718.3319583	706.2645728	92.61909428	6508.729317	2555.645721	3461.754364	1565.249096	917.900829	1708.667709	671.1826394	398.9665297	391.8700203	180.3809037	8702.493643	919.3159177	944.459003	842.5555605	3541.344811	1856.95299	830.5864424	1215.43868	428.1612478	329.9573601	89.85735774	130.9969017	186.5933966	632.3208711	2085.099792	3280.034444	2098.062366	45.68398438	50.05173537	744.1165217	2054.002668	935.0058596	760.9729012	909.491438	104.2996221	233.5092151	267.4832179	365.9165619	1037.580147	205.5598281	12.49712434
ENSG00000121905.10	10.19130684	8.491957955	19.40535602	19.27636393	24.77199873	2.207928822	16.06033132	21.65376462	34.27979751	26.30785815	13.77560579	4.990687685	12.27551632	22.01670729	19.04022246	31.60236677	23.24090658	11.0155257	15.24684836	18.6627519	2.555114169	20.10277087	36.46567164	32.81902414	16.1335339	25.89056059	4.41832073	28.21517616	10.02082538	14.41276587	39.21572503	8.987896309	23.37802078	9.72086158	41.48914418	51.74261963	39.35669669	37.44230818	10.19998465	44.54375058	63.49876303	10.57547946	27.31177693	7.362113775	23.96373668	39.29294909	100.9843834	12.30951996	29.67988932	18.98038515	25.67554766	31.6419946	10.18229036	18.99840618	21.90577753	75.15870988	24.02495422	8.249095971	30.5367807	14.07018127	10.97119437	13.54541306	9.177750744	8.163394121	37.50317499	21.66386708	12.07039134	60.78941192	18.65933966	21.51564401	10.3176328	9.013334721	31.13808015	7.342068917	70.38525287	12.27178671	5.189059373	12.92284521	38.43297481	15.10225635	11.35233982	75.41348192	30.56951061	7.194988577	15.17974397	18.38339926	10.93498379
ENSG00000122025.15	30.57392052	60.38725657	737.4035289	249.521822	758.6424612	80.58940201	1086.185565	254.1963672	700.9627561	34.31459759	22.68923307	44.91618916	146.1902398	110.0835365	104.7212236	78.07643555	77.4696886	124.8426246	37.71588804	81.64953955	67.71052547	649.7734326	283.3102181	1091.97844	102.4479403	126.2164829	178.9419896	400.9975037	41.90526979	98.96765895	208.8465356	93.2494242	70.13406234	39.76716101	457.5019142	59.44896723	3.349506101	134.4519248	272.3395901	287.7526287	7.055418115	80.19738587	135.583464	42.06922157	741.5445184	210.4979416	7.6214629	340.8790143	325.1296967	111.3515929	50.43411148	288.5448555	35.63801625	71.52341149	116.8308135	160.3385811	25.11699759	193.3954722	21.81198621	533.8392304	12.53850785	73.88407123	94.53083267	300.2314949	286.4825867	41.66128284	15.42327782	8.561889002	128.2829601	84.86726247	78.78919593	239.2630671	569.0752579	84.02589983	204.1172333	36.81536014	153.0772515	300.2661094	42.27627229	135.0812929	139.7756841	27.25788503	41.39621229	21.58496573	670.5875129	91.9169963	234.3210813
ENSG00000122035.7	96.81741497	100.0163937	1277.768058	173.4872754	120.7634938	123.644014	200.3315012	441.5485046	131.2088801	258.5033019	3366.109791	301.1048236	188.5965689	130.0987249	129.0503967	323.4595187	438.6721117	840.8517953	67.40711905	76.20623691	751.2035656	118.6711958	482.4688863	44.75321474	233.9362415	140.7799232	117.0854993	102.6006406	153.0453331	214.2697859	62.01556516	112.3487039	121.8996798	177.6266525	140.1660276	227.8877077	107.1841952	98.71153974	326.3995087	204.0103776	226.9492827	207.1031393	204.838327	135.6732396	193.0412122	70.16598052	135.2809665	142.9798088	906.5857102	251.806443	198.9854944	947.7530765	129.8242021	40.23191896	434.4645878	60.1269679	54.60216867	349.2117295	313.0020021	177.9464101	204.5344093	650.1798268	385.4655313	54.42262747	351.0713881	54.99289335	33.52886483	93.32459013	276.3914687	98.01571159	77.85122931	188.4606351	275.9478137	74.23647461	264.3357274	479.7152988	349.3966644	65.37439344	92.23913954	161.0907344	124.1662168	54.51577007	485.290981	207.6268132	189.3003365	2140.830405	96.07164333
ENSG00000122133.17	359.2435661	83.97602867	499.3147377	653.2545555	185.7899905	209.7532381	60.86020289	369.0554665	109.9317644	202.4561258	187.1861728	372.6380138	410.6718187	304.2308644	16.92464219	339.2607021	430.9251428	219.3925536	96.29588435	2790.859023	0	59.65983613	2063.115499	83.53933418	126.6482411	254.0511258	245.2168005	129.1058061	71.96774594	23.06042539	230.7343821	30.33415004	15257.49828	481.6245056	224.2656442	142.0169773	272.9847472	0.850961549	155.0397666	106.9050014	2880.962397	25.55740868	515.9974999	174.5872695	13.31318705	3995.250931	9.526828625	87.11352588	272.5153474	41.75684733	518.0958725	67.05089333	50.06292759	526.3676064	132.6516528	28.81083879	1.092043373	690.1743629	1305.447375	337.6843504	130.0870189	2137.712461	825.0797919	21.76905099	108.3425055	549.9289335	543.1676102	52.22752291	1689.836448	597.656778	35.64273149	97.5078938	67.64479481	3.263141741	22.67969259	620.2830376	46.70153436	219.6883686	7.686594962	5.873099692	16.3189885	4.542980839	245.1929497	3626.274243	465.2145063	18.38339926	1562.921612
ENSG00000122254.7	574.534923	33.96783182	3.731799235	48.19090983	2.064333228	19.8713594	15.21505072	6.590276187	5.910309916	3.431459759	4.051648762	99.81375369	10.04360426	44.03341459	29.61812383	24.16651577	3.87348443	67.92907517	99.50574716	23.32843987	889.1797307	20.75124735	26.64799081	6.712982211	4.033383475	6.472640147	3.313740547	5.13003203	23.68558727	28.82553173	33.74376339	43.8159945	55.1053347	10.60457627	7.849297548	14.31178841	15.07277745	5.956730846	4.079993859	6.236125081	10.58312717	14.10063927	4.877103023	2.103461078	3.328296761	16.83983532	62.87706893	40.71610449	13.49085878	99.9633618	226.4950097	64.79075085	18.66753232	4.470213218	45.02854271	5.010580659	3.27613012	21.08102304	80.70434898	17.38081215	11.75485111	120.6773163	54.14872939	12.69861308	60.42178192	1.666451314	4.694041076	12.8428335	25.65659203	86.06257603	65.65766328	10.65212285	10.73726902	35.07877372	7.038525287	4.462467896	63.1335557	6.84150629	7.686594962	10.0681709	59.59978408	10.90315401	3.821188827	2.055711022	93.75724216	28.41070795	21.08889732
ENSG00000122417.15	429.3088006	977.5187157	731.4326501	1107.320017	1015.651948	1036.622582	1018.563118	1033.731893	956.2881445	670.2784729	221.2200224	2101.079515	901.6924716	1561.184699	1223.863188	1285.472742	1575.539792	1607.348792	574.5654433	583.9886114	1249.450828	999.3022551	910.2392651	675.7735426	1353.603494	450.6575702	755.5328448	655.7890945	1581.468442	539.9982945	723.210929	668.4747879	1689.896931	945.5747174	846.6028069	1049.164181	1755.978573	977.7548203	453.8993168	475.7272561	934.8429002	786.1106395	1056.380515	1733.251929	1000.486006	1007.58348	1084.153098	1010.327523	1521.768871	1418.46745	1055.448406	688.590073	987.6821646	425.787809	1595.470797	494.79484	929.3289108	712.1719522	1101.505304	699.3707747	742.9065901	2499.74441	2134.744823	930.6269298	1107.385417	1111.523026	644.424782	1376.751752	653.076888	1161.844776	2016.628229	2079.622138	755.9037388	292.8669713	1237.216334	1405.677387	633.0652435	1001.900588	1010.787238	911.1694665	868.4539966	953.11738	743.2212268	1065.886165	699.1611486	518.0776155	906.8225846
ENSG00000122420.10	26.75218045	55.66950215	27.61531434	58.90000091	48.51183085	275.9911028	49.02627455	157.2251605	708.055128	56.04717607	7.292967771	840.0990936	56.91375749	1026.779167	85.68100109	46.47406878	61.00737977	92.714008	518.3928441	76.20623691	116.2576947	9.078670715	269.2849598	14.17185133	275.8834297	20.22700046	29.82366493	70.11043774	1467.595427	16.33446798	100.3192966	279.7482726	8.349293136	45.06944915	60.55172394	45.13717883	1489.692838	193.1682717	86.6998695	82.85137607	473.8889167	85.4851256	16.58215028	450.1406708	193.0412122	19.64647455	217.2116927	69.12268901	51.26526338	8.857513071	639.1377401	352.5822256	28.84982268	244.7441737	570.7672035	164.0965166	340.7175325	190.6457736	15.26839035	26.48504709	54.85597184	126.8343223	331.3168019	30.8394889	222.9355402	14.99806182	24.81135997	113.8731237	66.47389753	27.49221179	73.16139622	136.8388089	168.5751236	52.21026786	207.2454668	342.494411	710.9011341	10.64234312	119.1422219	206.3975035	6.385691151	107.2143478	2231.574275	16.44568817	58.93312364	40.10923475	709.2118061
ENSG00000122592.8	3.821740065	3.774203536	138.0765717	7.496363752	9.289499525	2.207928822	22.82257608	8.473212241	15.36680578	1.14381992	139.3767174	14.97206305	18.9712525	34.02582036	5.288950684	10.22429513	56.16552423	59.66743089	4.012328515	9.331375948	3.832671253	19.45429439	19.63536165	5.221208386	12.10015042	0	165.6870274	6.840042706	8.198857132	96.08510578	2.735980816	26.96368893	0	1.767429378	4.485312884	4.403627203	4.186882626	31.48557733	146.8797789	24.94450032	3.527709057	29.0825685	2.926261814	27.34499402	88.53269385	7.016598052	24.76975443	86.16663973	89.03966797	7.592154061	44.01522457	164.2370196	95.8832342	15.64574626	27.99071574	31.31612912	122.3088578	24.74728791	0	122.4933428	14.10582133	2.462802374	24.77992701	200.4566779	52.08774304	8.332256568	2.01173189	1.7123778	12.82829601	21.51564401	1.875933236	34.41455075	32.21180705	30.99984654	155.6296147	21.19672251	56.21480987	9.882175752	2.562198321	15.10225635	58.1807416	149.9183677	75.78691173	29.80780982	3.571704463	30.08192606	7.029632439
