	TCGA.2F.A9KO.01A	TCGA.2F.A9KP.01A	TCGA.2F.A9KQ.01A	TCGA.2F.A9KR.01A	TCGA.2F.A9KT.01A	TCGA.2F.A9KW.01A	TCGA.4Z.AA7M.01A	TCGA.4Z.AA7N.01A	TCGA.4Z.AA7O.01A	TCGA.4Z.AA7Q.01A	TCGA.4Z.AA7R.01A	TCGA.4Z.AA7S.01A	TCGA.4Z.AA7W.01A	TCGA.4Z.AA7Y.01A	TCGA.4Z.AA80.01A	TCGA.4Z.AA81.01A	TCGA.4Z.AA82.01A	TCGA.4Z.AA83.01A	TCGA.4Z.AA84.01A	TCGA.4Z.AA86.01A	TCGA.4Z.AA87.01A	TCGA.4Z.AA89.01A	TCGA.5N.A9KI.01A	TCGA.5N.A9KM.01A	TCGA.BL.A0C8.01A	TCGA.BL.A0C8.01B	TCGA.BL.A13I.01A	TCGA.BL.A13I.01B	TCGA.BL.A13J.01A	TCGA.BL.A13J.01B	TCGA.BL.A13J.11A	TCGA.BL.A3JM.01A	TCGA.BT.A0S7.01A	TCGA.BT.A0YX.01A	TCGA.BT.A20J.01A	TCGA.BT.A20N.01A	TCGA.BT.A20N.11A	TCGA.BT.A20O.01A	TCGA.BT.A20P.01A	TCGA.BT.A20Q.01A	TCGA.BT.A20R.01A	TCGA.BT.A20R.11A	TCGA.BT.A20T.01A	TCGA.BT.A20U.01A	TCGA.BT.A20U.11A	TCGA.BT.A20V.01A	TCGA.BT.A20W.01A	TCGA.BT.A20W.11A	TCGA.BT.A20X.01A	TCGA.BT.A2LA.01A	TCGA.BT.A2LA.11A	TCGA.BT.A2LB.01A	TCGA.BT.A2LD.01A	TCGA.BT.A3PH.01A	TCGA.BT.A3PJ.01A	TCGA.BT.A3PK.01A	TCGA.BT.A42C.01A	TCGA.BT.A42E.01A	TCGA.BT.A42F.01A	TCGA.C4.A0EZ.01A	TCGA.C4.A0F0.01A	TCGA.C4.A0F1.01A	TCGA.C4.A0F6.01A	TCGA.C4.A0F7.01A	TCGA.CF.A1HR.01A	TCGA.CF.A1HS.01A	TCGA.CF.A27C.01A	TCGA.CF.A3MF.01A	TCGA.CF.A3MG.01A	TCGA.CF.A3MH.01A	TCGA.CF.A3MI.01A	TCGA.CF.A47S.01A	TCGA.CF.A47T.01A	TCGA.CF.A47V.01A	TCGA.CF.A47W.01A	TCGA.CF.A47X.01A	TCGA.CF.A47Y.01A	TCGA.CF.A5U8.01A	TCGA.CF.A5UA.01A	TCGA.CF.A7I0.01A	TCGA.CF.A8HX.01A	TCGA.CF.A8HY.01A	TCGA.CF.A9FF.01A	TCGA.CF.A9FH.01A	TCGA.CF.A9FL.01A	TCGA.CF.A9FM.01A	TCGA.CU.A0YN.01A	TCGA.CU.A0YN.11A	TCGA.CU.A0YO.01A	TCGA.CU.A0YR.01A	TCGA.CU.A0YR.11A	TCGA.CU.A3KJ.01A	TCGA.CU.A3QU.01A	TCGA.CU.A3YL.01A	TCGA.CU.A5W6.01A	TCGA.CU.A72E.01A	TCGA.DK.A1A3.01A	TCGA.DK.A1A5.01A	TCGA.DK.A1A6.01A	TCGA.DK.A1A7.01A	TCGA.DK.A1AA.01A	TCGA.DK.A1AB.01A	TCGA.DK.A1AC.01A	TCGA.DK.A1AD.01A	TCGA.DK.A1AE.01A	TCGA.DK.A1AF.01A	TCGA.DK.A1AG.01A	TCGA.DK.A2HX.01A	TCGA.DK.A2I1.01A	TCGA.DK.A2I2.01A	TCGA.DK.A2I4.01A	TCGA.DK.A2I6.01A	TCGA.DK.A3IK.01A	TCGA.DK.A3IL.01A	TCGA.DK.A3IM.01A	TCGA.DK.A3IN.01A	TCGA.DK.A3IQ.01A	TCGA.DK.A3IS.01A	TCGA.DK.A3IT.01A	TCGA.DK.A3IU.01A	TCGA.DK.A3IV.01A	TCGA.DK.A3WW.01A	TCGA.DK.A3WX.01A	TCGA.DK.A3WY.01A	TCGA.DK.A3X1.01A	TCGA.DK.A3X2.01A	TCGA.DK.A6AV.01A	TCGA.DK.A6B0.01A	TCGA.DK.A6B1.01A	TCGA.DK.A6B2.01A	TCGA.DK.A6B5.01A	TCGA.DK.A6B6.01A	TCGA.DK.AA6L.01A	TCGA.DK.AA6M.01A	TCGA.DK.AA6P.01A	TCGA.DK.AA6Q.01A	TCGA.DK.AA6R.01A	TCGA.DK.AA6S.01A	TCGA.DK.AA6T.01A	TCGA.DK.AA6U.01A	TCGA.DK.AA6W.01A	TCGA.DK.AA6X.01A	TCGA.DK.AA71.01A	TCGA.DK.AA74.01A	TCGA.DK.AA75.01A	TCGA.DK.AA76.01A	TCGA.DK.AA77.01A	TCGA.E5.A2PC.01A	TCGA.E5.A4TZ.01A	TCGA.E5.A4U1.01A	TCGA.E7.A3X6.01A	TCGA.E7.A3Y1.01A	TCGA.E7.A4IJ.01A	TCGA.E7.A4XJ.01A	TCGA.E7.A519.01A	TCGA.E7.A541.01A	TCGA.E7.A5KE.01A	TCGA.E7.A5KF.01A	TCGA.E7.A677.01A	TCGA.E7.A678.01A	TCGA.E7.A6MD.01A	TCGA.E7.A6ME.01A	TCGA.E7.A6MF.01A	TCGA.E7.A7DU.01A	TCGA.E7.A7DV.01A	TCGA.E7.A7PW.01A	TCGA.E7.A7XN.01A	TCGA.E7.A85H.01A	TCGA.E7.A8O7.01A	TCGA.E7.A8O8.01A	TCGA.E7.A97P.01A	TCGA.FD.A3B3.01A	TCGA.FD.A3B4.01A	TCGA.FD.A3B5.01A	TCGA.FD.A3B6.01A	TCGA.FD.A3B7.01A	TCGA.FD.A3B8.01A	TCGA.FD.A3N5.01A	TCGA.FD.A3N6.01A	TCGA.FD.A3NA.01A	TCGA.FD.A3SJ.01A	TCGA.FD.A3SL.01A	TCGA.FD.A3SM.01A	TCGA.FD.A3SN.01A	TCGA.FD.A3SO.01A	TCGA.FD.A3SP.01A	TCGA.FD.A3SQ.01A	TCGA.FD.A3SR.01A	TCGA.FD.A3SS.01A	TCGA.FD.A43N.01A	TCGA.FD.A43P.01A	TCGA.FD.A43S.01A	TCGA.FD.A43U.01A	TCGA.FD.A43X.01A	TCGA.FD.A43Y.01A	TCGA.FD.A5BR.01A	TCGA.FD.A5BS.01A	TCGA.FD.A5BT.01A	TCGA.FD.A5BU.01A	TCGA.FD.A5BV.01A	TCGA.FD.A5BX.01A	TCGA.FD.A5BY.01A	TCGA.FD.A5BZ.01A	TCGA.FD.A5C0.01A	TCGA.FD.A5C1.01A	TCGA.FD.A62N.01A	TCGA.FD.A62O.01A	TCGA.FD.A62P.01A	TCGA.FD.A62S.01A	TCGA.FD.A6TA.01A	TCGA.FD.A6TB.01A	TCGA.FD.A6TC.01A	TCGA.FD.A6TD.01A	TCGA.FD.A6TE.01A	TCGA.FD.A6TF.01A	TCGA.FD.A6TG.01A	TCGA.FD.A6TH.01A	TCGA.FD.A6TI.01A	TCGA.FD.A6TK.01A	TCGA.FJ.A3Z7.01A	TCGA.FJ.A3Z9.01A	TCGA.FJ.A3ZE.01A	TCGA.FJ.A3ZF.01A	TCGA.FJ.A871.01A	TCGA.FT.A3EE.01A	TCGA.FT.A61P.01A	TCGA.G2.A2EC.01A	TCGA.G2.A2EF.01A	TCGA.G2.A2EJ.01A	TCGA.G2.A2EK.01A	TCGA.G2.A2EL.01A	TCGA.G2.A2EO.01A	TCGA.G2.A2ES.01A	TCGA.G2.A3IB.01A	TCGA.G2.A3IE.01A	TCGA.G2.A3VY.01A	TCGA.G2.AA3B.01A	TCGA.G2.AA3D.01A	TCGA.G2.AA3F.01A	TCGA.GC.A3BM.01A	TCGA.GC.A3BM.11A	TCGA.GC.A3I6.01A	TCGA.GC.A3OO.01A	TCGA.GC.A3RB.01A	TCGA.GC.A3RC.01A	TCGA.GC.A3RD.01A	TCGA.GC.A3WC.01A	TCGA.GC.A3WC.11A	TCGA.GC.A3YS.01A	TCGA.GC.A4ZW.01A	TCGA.GC.A6I1.01A	TCGA.GC.A6I3.01A	TCGA.GC.A6I3.11A	TCGA.GD.A2C5.01A	TCGA.GD.A2C5.11A	TCGA.GD.A3OP.01A	TCGA.GD.A3OP.11A	TCGA.GD.A3OQ.01A	TCGA.GD.A3OQ.11A	TCGA.GD.A3OS.01A	TCGA.GD.A6C6.01A	TCGA.GD.A76B.01A	TCGA.GU.A42P.01A	TCGA.GU.A42Q.01A	TCGA.GU.A42R.01A	TCGA.GU.A762.01A	TCGA.GU.A763.01A	TCGA.GU.A764.01A	TCGA.GU.A766.01A	TCGA.GU.A767.01A	TCGA.GU.AATO.01A	TCGA.GU.AATP.01A	TCGA.GU.AATQ.01A	TCGA.GV.A3JV.01A	TCGA.GV.A3JW.01A	TCGA.GV.A3JX.01A	TCGA.GV.A3JZ.01A	TCGA.GV.A3QF.01A	TCGA.GV.A3QG.01A	TCGA.GV.A3QH.01A	TCGA.GV.A3QI.01A	TCGA.GV.A3QK.01B	TCGA.GV.A40E.01A	TCGA.GV.A40G.01A	TCGA.GV.A6ZA.01A	TCGA.H4.A2HO.01A	TCGA.H4.A2HQ.01A	TCGA.HQ.A2OE.01A	TCGA.HQ.A2OF.01A	TCGA.HQ.A5ND.01A	TCGA.HQ.A5NE.01A	TCGA.K4.A3WS.01A	TCGA.K4.A3WU.01B	TCGA.K4.A3WV.01A	TCGA.K4.A3WV.11A	TCGA.K4.A4AB.01B	TCGA.K4.A4AC.01A	TCGA.K4.A54R.01A	TCGA.K4.A54R.11A	TCGA.K4.A5RH.01A	TCGA.K4.A5RI.01A	TCGA.K4.A5RI.11A	TCGA.K4.A5RJ.01A	TCGA.K4.A6FZ.01A	TCGA.K4.A6MB.01A	TCGA.K4.A83P.01A	TCGA.K4.AAQO.01A	TCGA.KQ.A41N.01A	TCGA.KQ.A41O.01A	TCGA.KQ.A41P.01A	TCGA.KQ.A41Q.01A	TCGA.KQ.A41R.01A	TCGA.KQ.A41S.01A	TCGA.LC.A66R.01A	TCGA.LT.A5Z6.01A	TCGA.LT.A8JT.01A	TCGA.MV.A51V.01A	TCGA.PQ.A6FI.01A	TCGA.PQ.A6FN.01A	TCGA.R3.A69X.01A	TCGA.S5.A6DX.01A	TCGA.S5.AA26.01A	TCGA.SY.A9G0.01A	TCGA.SY.A9G5.01A	TCGA.UY.A78K.01A	TCGA.UY.A78L.01A	TCGA.UY.A78M.01A	TCGA.UY.A78N.01A	TCGA.UY.A78O.01A	TCGA.UY.A78P.01A	TCGA.UY.A8OB.01A	TCGA.UY.A8OC.01A	TCGA.UY.A8OD.01A	TCGA.UY.A9PA.01A	TCGA.UY.A9PB.01A	TCGA.UY.A9PD.01A	TCGA.UY.A9PE.01A	TCGA.UY.A9PF.01A	TCGA.UY.A9PH.01A	TCGA.XF.A8HB.01A	TCGA.XF.A8HC.01A	TCGA.XF.A8HD.01A	TCGA.XF.A8HE.01A	TCGA.XF.A8HF.01A	TCGA.XF.A8HG.01A	TCGA.XF.A8HH.01A	TCGA.XF.A8HI.01A	TCGA.XF.A9SH.01A	TCGA.XF.A9SI.01A	TCGA.XF.A9SJ.01A	TCGA.XF.A9SK.01A	TCGA.XF.A9SL.01A	TCGA.XF.A9SM.01A	TCGA.XF.A9SP.01A	TCGA.XF.A9SU.01A	TCGA.XF.A9SV.01A	TCGA.XF.A9SW.01A	TCGA.XF.A9SX.01A	TCGA.XF.A9SY.01A	TCGA.XF.A9SZ.01A	TCGA.XF.A9T0.01A	TCGA.XF.A9T2.01A	TCGA.XF.A9T3.01A	TCGA.XF.A9T4.01A	TCGA.XF.A9T5.01A	TCGA.XF.A9T6.01A	TCGA.XF.A9T8.01A	TCGA.XF.AAME.01A	TCGA.XF.AAMG.01A	TCGA.XF.AAMH.01A	TCGA.XF.AAMJ.01A	TCGA.XF.AAML.01A	TCGA.XF.AAMQ.01A	TCGA.XF.AAMR.01A	TCGA.XF.AAMT.01A	TCGA.XF.AAMW.01A	TCGA.XF.AAMX.01A	TCGA.XF.AAMY.01A	TCGA.XF.AAMZ.01A	TCGA.XF.AAN0.01A	TCGA.XF.AAN1.01A	TCGA.XF.AAN2.01A	TCGA.XF.AAN3.01A	TCGA.XF.AAN4.01A	TCGA.XF.AAN5.01A	TCGA.XF.AAN7.01A	TCGA.XF.AAN8.01A	TCGA.YC.A89H.01A	TCGA.YC.A8S6.01A	TCGA.YC.A9TC.01A	TCGA.YF.AA3L.01A	TCGA.YF.AA3M.01A	TCGA.ZF.A9R0.01A	TCGA.ZF.A9R1.01A	TCGA.ZF.A9R2.01A	TCGA.ZF.A9R3.01A	TCGA.ZF.A9R4.01A	TCGA.ZF.A9R5.01A	TCGA.ZF.A9R7.01A	TCGA.ZF.A9R9.01A	TCGA.ZF.A9RC.01A	TCGA.ZF.A9RD.01A	TCGA.ZF.A9RE.01A	TCGA.ZF.A9RF.01A	TCGA.ZF.A9RL.01A	TCGA.ZF.A9RM.01A	TCGA.ZF.A9RN.01A	TCGA.ZF.AA4N.01A	TCGA.ZF.AA4R.01A	TCGA.ZF.AA4T.01A	TCGA.ZF.AA4U.01A	TCGA.ZF.AA4V.01A	TCGA.ZF.AA4W.01A	TCGA.ZF.AA4X.01A	TCGA.ZF.AA51.01A	TCGA.ZF.AA52.01A	TCGA.ZF.AA53.01A	TCGA.ZF.AA54.01A	TCGA.ZF.AA56.01A	TCGA.ZF.AA58.01A	TCGA.ZF.AA5H.01A	TCGA.ZF.AA5N.01A	TCGA.ZF.AA5P.01A
hsa-let-7a-1	24776.335	25814.941	42705.021	65769.063	28278.681	28399.396	41179.609	35231.938	42630.901	19732.295	21977.46	34691.116	40591.085	32670.433	23945.922	42175.523	39370.961	62972.849	31216.313	31619.344	31484.119	62185.636	40537.51	28412.576	29383.644	16776.283	19295.702	8903.981	22544.889	12955.439	87123.167	31163.007	70748.444	45155.804	21482.664	20771.733	55620.411	47363.508	35921.622	46944.009	32733.97	84022.041	64143.971	48806.69	64909.912	21981.502	28300.7	42415.152	40120.27	18410.189	64567.045	21477.681	40518.344	21281.768	21630.113	29218.246	15717.75	16333.114	23661.439	32856.461	53537.56	28564.269	16868.196	18244.652	29452.601	38487.466	52491.314	28712.788	38803.723	44048.008	51669.985	38754.582	30521.661	22824.996	69898.421	34367.071	53881.238	32873.298	36637.863	35992.911	43888.96	34350.219	40368.313	43475.287	60045.299	123417.516	33439.878	63232.884	29570.557	32576.079	72746.499	68497.57	33370.2	22926.178	14127.73	47739.374	44483.411	44902.604	28330.63	22769.744	90810.22	66940.685	33272.737	39467.845	81040.585	39562.912	81853.753	40993.297	26258.647	18252.371	27971.28	36132.35	21411.919	38410.281	75190.455	35081.598	92367.901	37820.636	31810.789	41817.726	37290.988	33179.434	20561.938	37020.869	25775.64	41873.74	12087.736	74574.958	54048.832	25139.998	25458.912	44251.476	53740.888	49797.156	43137.726	26348.867	29972.826	27702.662	16132.114	12401.835	13148.449	21349.256	76326.972	27740.778	19056.18	42221.084	27948.091	85448.042	22754.1	10365.14	76151.835	56296.175	25826.623	18152.757	40498.186	19578.567	13415.802	36965.217	113322.665	79062.642	31585.472	34618.928	127619.558	44651.591	59748.049	20927.613	20120.126	22986.254	30729.011	42253.561	39555.869	38347.612	60726.234	54222.932	25151.287	25512.711	58655.428	24237.137	107763.49	22205.856	21663.738	45735.052	61849.672	24921.023	38519.576	31877.131	50505.831	34672.097	24374.091	14525.213	26920.083	32856.461	24759.014	32672.134	28427.613	17939.893	25551.007	23281.837	21794.957	14844.997	29524.96	32886.995	30106.373	18866.57	14916.819	61039.776	57960.309	13088.873	25388.333	23982.025	31267.08	37064.513	25065.238	47128.713	30635.532	50268.63	49585.047	40803.38	32854.168	14538.646	20564.16	59960.551	18609.793	38604.522	66363.246	48585.509	23112.032	11598.469	33678.408	32130.748	10627.17	24169.874	45723.371	49812.299	15276.752	22607.226	10851.791	18859.823	17450.988	95125.693	46341.974	48976.349	40450.036	32900.247	48714.995	21300.369	48268.754	42147.766	46766.324	32436.203	26610.697	19322.783	26920.076	33210.448	56530.625	35179.41	37480.511	27568.814	42551.613	20898.111	21902.885	23161.641	32290.883	32204.788	24740.787	27160.641	54060.047	26355.365	24900.623	38301.573	32404.888	23540.573	59277.476	29481.868	34551.441	43934.088	28518.67	20273.183	25109.892	16761.805	32793.952	24570.063	13768.371	40085.949	24905.221	46446.532	24394.433	57828.64	41788.699	21394.059	15282.218	37149.531	29859.719	30149.775	49862.294	24725.847	13580.992	21758.475	35831.696	34807.903	33066.808	24973.961	23202.717	31325.186	30451.247	34177.007	65247.849	31589.892	46779.112	29883.143	17749.86	28599.589	32042.352	26417.503	16347.926	29510.997	17601.687	38488.086	14802.263	22737.461	20912.617	66110.086	80266.573	66011.934	20900.507	29861.51	30374.807	29567.422	30266.513	11251.844	30668.337	23119.533	24762.789	55416.892	49490.681	26863.898	29213.846	38252.224	28000.026	66709.578	23450.386	21910.757	31443.992	13279.386	10550.964	26968.142	97921.961	29791.739	24483.163	18310.746	26802.184	32942.225	22987.711	26686.835	19821.813	27087.428	36137.834	42037.94	17621.388	44112.607	34436.046	41221.272	20744.877	31833.883	36724.759	25543.754	29302.043	34636.852	15315.916	18715.731	34983.348	29327.513	26540.373	29964.491	40898.789	32856.461	23225.563	15545.204	20921.242	38313.995	74415.289	39721.739	33580.818	51235.796	33125.994	41051.967	42235.906	12053.894	72959.748	54220.562	62092.015	24721.326	48734.958	24359.51	45108.886	25285.873	81463.934	29648.28	64558.423	67297.698	47596.799	18455.096	59846.669	42883.711	40139.916	29278.179	35452.762	37016.463	69184.649	22251.341	102670.257	46149.972	45140.295	43224.316	15319.953	32584.767	31275.73	27026.082	16282.084	19424.936	16824.946	25839.346	25694.245
hsa-let-7a-2	25011.926	25503.85	42611.728	65504.318	28501.317	28359.422	41219.432	35079.362	42312.5	19811.799	21548.181	34696.415	40107.458	32563.677	23807.782	42106.409	39355.823	62641.214	30992.501	31992.693	31413.067	61407.98	40570.912	28434.701	29623.582	16831.364	19631.394	9331.758	22264.865	12893.168	87203.098	31053.242	70409.284	44960.319	21345.3	20688.676	55216.582	47630.691	35408.744	46712.531	32454.279	83720.822	63856.592	48775.326	63253.385	22085.051	27940.562	43192.366	40085.122	18511.887	64317.775	21399.108	39821.357	20962.953	21645.748	29309.646	15509.426	16300.749	23596.123	32381.395	53081.309	28800.118	16911.513	17729.595	29423.049	38442.544	52508.716	28598.084	39054.008	44188.074	52217.756	38765.437	30681.946	22588.41	69847.729	34334.614	53477.078	32742.619	36293.675	35636.741	43654.977	34206.116	40186.179	42831.73	60245.212	122516.322	33485.678	64360.894	29492.016	32608.8	72563.486	68470.74	33506.984	22694.486	13738.154	47248.964	44580.217	45293.107	28477.225	22665.275	90985.929	66599.706	33616.114	38927.967	80885.066	39548.458	81629.411	40508.144	26162.164	18281.831	28140.693	35838.083	21349.202	38114.366	74998.224	34921.091	92851.668	37503.931	31592.11	41907.834	36753.916	32583.453	20703.346	36822.486	25126.677	42023.367	11883.714	74068.034	53624.842	25490.52	25232.145	43425.334	53675.293	49482.026	42832.271	26269.097	30295.983	27494.497	16011.7	12573.519	13289.792	21381.083	76323.928	27438.994	19105.536	41728.973	27985.734	85599.632	22684.341	10209.715	75869.877	57181.504	25784.107	17813.238	39723.778	19670.28	13259.787	37326.037	113387.35	79185.179	31708.314	34786.637	128315.396	44292.252	59500.526	20695.073	19722.799	22913.317	30656.086	41988.289	39578.537	38475.449	61327.017	53801.188	24902.298	25347.787	58820.342	24212.06	107698.665	22470.607	21591.916	45645.62	61636.377	24663.858	38315.589	31724.824	49733.511	34384.061	24416.494	14542.237	26802.724	32848.037	24659.539	32135.131	28018.112	17627.09	25440.743	23226.358	21605.664	14850.19	29590.268	32907.343	30202.655	19212.378	14689.647	60713.37	57758.449	12949.905	25490.317	23868.825	31233.325	36414.181	25084.769	46637.504	30976.754	50305.866	49084.72	40471.212	32437.373	14182.362	20398.178	59683.776	18430.443	38982.326	67491.708	48812.956	23235.04	11605.789	33258.201	31971.932	10341.652	23964.861	45524.875	50182.045	15168.266	22580.419	10848.595	18956.746	17189.291	95518.173	46171.307	49034.64	40527.663	33063.12	48404.266	21445.133	47945.335	41933.797	46673.406	32544.619	27041.698	19504.849	26907.223	33010.179	56073.324	34840.866	37091.16	27711.947	42744.089	20933.226	21739.216	23024.745	32230.9	31944.139	24580.685	27204.809	53701.876	26530.182	25092.35	38309.461	32330.196	23480.805	59310.227	29278.73	34538.568	44198.441	28324.434	20267.139	25202.654	16764.787	33132.692	24672.848	13631.059	39740.52	24684.28	46495.984	24032.685	57565.314	41533.91	20942.958	15009.014	36794.244	30045.709	30018.589	49575.837	24831.726	13349.025	21192.461	35038.881	34968.017	33402.366	24615.206	23172.018	31304.51	30144.52	34006.163	65252.418	31629.2	46765.117	29753.451	17680.271	29376.873	32177.218	26136.752	16146.833	29287.971	17499.336	38591.686	15109.223	22346.169	20806.484	65572.669	79759.482	66000.79	20992.664	29246.308	30411.636	29353.787	29635.487	10960.553	30651.618	22778.314	24721.651	55797.145	49356.617	26741.508	29239.925	38272.45	28492.822	67191.452	23271.623	21911.064	31148.308	13183.21	10360.856	27189.649	97754.039	29741.818	24066.847	18381.266	26618.237	32675.689	23011.201	26352	19864.994	27503.106	35652.665	42044.471	17677.552	44301.663	34598.716	41521.051	20905.965	31825.912	36332.311	25192.383	29915.698	34634.828	15290.353	18677.606	34783.709	29367.72	26282.06	29815.29	40911.07	33163.695	23294.622	15615.783	21009.951	38124.84	74205.067	39439.782	33190.377	51339.521	33040.974	41001.277	42015.437	12205.97	72504.81	53015.058	62409.167	24801.773	48757.783	24475.654	44522.815	25259.309	81139.674	29584.121	64695.682	67043.44	47575.5	18659.041	60215.343	42524.528	39740.091	29212.814	35483.114	37051.867	68900.31	22340.07	102270.738	46112.979	44927.81	42929.909	15775.806	32441.236	31309.623	27435.017	16344.964	19242.129	16638.376	25933.895	25780.451
hsa-let-7a-3	24681.886	25690.955	42851.088	65663.057	28728.773	28847.994	41335.953	35742.482	42620.034	20094.085	22349.229	34760.004	40626.563	32548.205	23760.771	42613.6	39855.384	64094.579	31338.392	32338.513	31513.961	61921.676	40523.379	28620.973	29589.599	17054.013	19766.2	9227.324	22687.864	13184.756	86965.006	31270.829	71558.118	44946.279	21437.872	20936.336	55702.72	47215.742	36135.881	47027.058	33047.801	83223.046	64882.467	48633.142	63337.356	22435.075	28460.06	43845.226	40359.276	18645.186	64407.333	21530.598	40670.016	21576.059	21253.753	29213.721	15817.746	16383.081	23900.649	33512.243	54151.743	29451.651	17128.103	18140.674	29382.197	38466.732	52546.266	28830.649	38878.235	44233.978	52618.608	38615.432	30865.129	22898.489	70378.822	34509.967	53771.438	33368.37	36936.416	35881.993	43906.844	34371.609	41048.417	43330.711	60465.751	123966.172	33608.424	64219.893	29988.271	33047.801	72292.726	68236.933	33678.842	23069.922	14419.478	47969.254	45208.244	45433.636	28338.006	22881.57	92071.273	66655.214	33569.904	39814.321	81760.705	40024.641	82504.504	41381.984	26348.838	18431.095	28206.97	36475.907	21651.624	38513.596	75473.147	34871.003	92844.797	37826.912	31789.265	42072.378	37392.159	33193.171	20886.533	36864.722	26009.318	42380.307	12189.147	74790.7	54246.734	25385.528	25637.938	44237.067	53497.009	49392.803	43029.356	26292.142	29991.835	27839.589	16103.682	12403.187	13308.446	21444.737	76054.56	27760.144	18964.293	41854.542	28769.708	86354.875	22662.779	10494.029	76911.478	57390.915	25974.257	18164.73	40160.313	19751.387	13488.149	37597.697	113910.335	79153.086	32349.038	35038.2	129559.384	45137.755	59078.105	21020.821	19932.998	23257.339	30726.581	42362.526	39433.889	38955.119	61261.373	54116.052	25139.918	25143.505	58933.582	24575.241	108693.852	22344.063	21877.606	45488.049	62513.706	24897.133	38116.97	32004.469	50191.117	34484.912	24413.999	14914.72	27277.954	33168.176	25112.801	32545.163	28490.338	18203.647	25477.268	23615.276	21525.726	15079.314	29610.558	33427.829	30592.029	19044.352	14756.317	60946.271	57455.13	13167.08	25743.73	23838.017	31394.459	36763.186	25046.684	47569.618	30876.554	50599.285	49681.601	40763.774	33139.925	14460.489	21075.506	60863.08	18878.201	37780.411	67713.421	49113.043	23253.661	11717.418	33598.91	32470.191	10491.827	23838.872	45616.905	49871.935	15271.116	22802.089	10789.462	18802.043	17535.379	96238.986	47030.567	49438.359	40747.758	33163.44	48348.038	21685.566	48260.091	42027.011	47168.223	33047.801	26530.785	19500.39	27204.682	33561.252	56416.575	35326.831	37484.91	27890.863	42942.281	21297.999	21958.812	23241.61	32177.39	32382.394	24793.797	27200.392	54126.182	26672.28	25422.631	39099.496	32848.731	24094.071	60103.65	29901.616	34720.401	44198.441	28689.883	20422.265	25226.736	16909.902	32668.878	24974.778	14013.76	40555.833	25127.729	46558.923	24656.624	57755.546	43137.324	21519.97	15014.169	37107.033	30013.38	30458.45	49776.592	25096.122	13908.658	21594.934	35780.356	35007.228	33296.512	24721.412	23654.827	31201.126	30539.842	33688.88	65506.724	31693.189	46926.692	30100.356	18090.202	29464.271	32326.811	26642.105	16221.062	29957.05	17613.841	38625.704	15450.289	22797.005	21153.481	66526.779	80387.184	66704.154	21086.646	29852.188	30813.397	29743.445	30506.701	11277.547	30689.418	23084.635	24956.995	55476.932	49356.617	26853.203	29366.761	38852.253	28028.844	66800.497	23848.861	21907.691	31161.917	13854.032	10726.063	26848.505	97600.743	30120.518	24490.486	18396.597	26650.454	33064.185	23154.41	26490.16	20444.859	27839.343	36084.963	41949.762	17801.996	44497.827	34754.801	41434.927	21008.476	31780.076	36184.67	25357.666	29716.739	34518.423	14984.585	18931.773	35243.529	29733.15	26375.367	30492.615	41072.1	33402.899	23395.251	15640.452	21423.738	38065.982	75238.629	39609.337	33446.333	51350.069	33124.094	41773.121	42160.467	12470.202	72754.292	54733.332	62611.05	25190.519	49074.432	24560.122	45330.024	25132.817	81747.377	29991.616	65283.022	67487.712	47963.05	18887.499	60571.448	42691.243	40132.282	29390.235	36144.79	37328.661	69903.419	22382.791	103069.776	47224.603	45263.119	42971.17	15759.408	32453.9	31361.355	27554.29	16472.518	19528.331	16835.311	26367.101	25894.747
