	TCGA.2H.A9GF.01A	TCGA.2H.A9GG.01A	TCGA.2H.A9GH.01A	TCGA.2H.A9GI.01A	TCGA.2H.A9GJ.01A	TCGA.2H.A9GK.01A	TCGA.2H.A9GL.01A	TCGA.2H.A9GM.01A	TCGA.2H.A9GN.01A	TCGA.2H.A9GO.01A	TCGA.2H.A9GQ.01A	TCGA.2H.A9GR.01A	TCGA.IC.A6RE.01A	TCGA.IC.A6RE.11A	TCGA.IC.A6RF.01A	TCGA.IC.A6RF.11A	TCGA.IG.A3I8.01A	TCGA.IG.A3I8.11A	TCGA.IG.A3QL.01A	TCGA.IG.A3Y9.01A	TCGA.IG.A3YA.01A	TCGA.IG.A3YB.01A	TCGA.IG.A3YC.01A	TCGA.IG.A4P3.01A	TCGA.IG.A4QS.01A	TCGA.IG.A4QT.01A	TCGA.IG.A50L.01A	TCGA.IG.A51D.01A	TCGA.IG.A5B8.01A	TCGA.IG.A5S3.01A	TCGA.IG.A625.01A	TCGA.IG.A6QS.01A	TCGA.IG.A7DP.01A	TCGA.IG.A8O2.01A	TCGA.IG.A97H.01A	TCGA.IG.A97I.01A	TCGA.JY.A6F8.01A	TCGA.JY.A6FA.01A	TCGA.JY.A6FB.01A	TCGA.JY.A6FD.01A	TCGA.JY.A6FE.01A	TCGA.JY.A6FG.01A	TCGA.JY.A6FH.01A	TCGA.JY.A938.01A	TCGA.JY.A939.01A	TCGA.JY.A93C.01A	TCGA.JY.A93D.01A	TCGA.JY.A93E.01A	TCGA.JY.A93F.01A	TCGA.KH.A6WC.01A	TCGA.L5.A43C.01A	TCGA.L5.A43C.11A	TCGA.L5.A43E.01A	TCGA.L5.A43H.01A	TCGA.L5.A43I.01A	TCGA.L5.A43J.01A	TCGA.L5.A43M.01A	TCGA.L5.A4OE.01A	TCGA.L5.A4OF.01A	TCGA.L5.A4OF.11A	TCGA.L5.A4OG.01A	TCGA.L5.A4OG.11A	TCGA.L5.A4OH.01A	TCGA.L5.A4OI.01A	TCGA.L5.A4OJ.01A	TCGA.L5.A4OJ.11A	TCGA.L5.A4OM.01A	TCGA.L5.A4OM.11A	TCGA.L5.A4ON.01A	TCGA.L5.A4OO.01A	TCGA.L5.A4OP.01A	TCGA.L5.A4OQ.01A	TCGA.L5.A4OQ.11A	TCGA.L5.A4OR.01A	TCGA.L5.A4OS.01A	TCGA.L5.A4OT.01A	TCGA.L5.A4OU.01A	TCGA.L5.A4OW.01A	TCGA.L5.A4OX.01A	TCGA.L5.A88S.01A	TCGA.L5.A88T.01A	TCGA.L5.A88V.01A	TCGA.L5.A88W.01A	TCGA.L5.A88Y.01A	TCGA.L5.A88Z.01A	TCGA.L5.A891.01A	TCGA.L5.A893.01A	TCGA.L5.A8NE.01A	TCGA.L5.A8NF.01A	TCGA.L5.A8NG.01A	TCGA.L5.A8NH.01A	TCGA.L5.A8NI.01A	TCGA.L5.A8NJ.01A	TCGA.L5.A8NK.01A	TCGA.L5.A8NL.01A	TCGA.L5.A8NM.01A	TCGA.L5.A8NN.01A	TCGA.L5.A8NQ.01A	TCGA.L5.A8NR.01A	TCGA.L5.A8NS.01A	TCGA.L5.A8NT.01A	TCGA.L5.A8NU.01A	TCGA.L5.A8NV.01A	TCGA.L5.A8NW.01A	TCGA.L7.A56G.01A	TCGA.L7.A6VZ.01A	TCGA.LN.A49K.01A	TCGA.LN.A49L.01A	TCGA.LN.A49M.01A	TCGA.LN.A49N.01A	TCGA.LN.A49O.01A	TCGA.LN.A49P.01A	TCGA.LN.A49R.01A	TCGA.LN.A49S.01A	TCGA.LN.A49U.01A	TCGA.LN.A49W.01A	TCGA.LN.A49X.01A	TCGA.LN.A49Y.01A	TCGA.LN.A4A1.01A	TCGA.LN.A4A2.01A	TCGA.LN.A4A3.01A	TCGA.LN.A4A4.01A	TCGA.LN.A4A5.01A	TCGA.LN.A4A6.01A	TCGA.LN.A4A8.01A	TCGA.LN.A4A9.01A	TCGA.LN.A4MQ.01A	TCGA.LN.A4MR.01A	TCGA.LN.A5U5.01A	TCGA.LN.A5U6.01A	TCGA.LN.A5U7.01A	TCGA.LN.A7HV.01A	TCGA.LN.A7HW.01A	TCGA.LN.A7HX.01A	TCGA.LN.A7HY.01A	TCGA.LN.A7HZ.01A	TCGA.LN.A8HZ.01A	TCGA.LN.A8I0.01A	TCGA.LN.A8I1.01A	TCGA.LN.A9FO.01A	TCGA.LN.A9FP.01A	TCGA.LN.A9FQ.01A	TCGA.LN.A9FR.01A	TCGA.M9.A5M8.01A	TCGA.Q9.A6FU.01A	TCGA.Q9.A6FW.01A	TCGA.R6.A6DN.01B	TCGA.R6.A6DQ.01B	TCGA.R6.A6KZ.01A	TCGA.R6.A6L4.01A	TCGA.R6.A6L6.01B	TCGA.R6.A6XG.01B	TCGA.R6.A6XQ.01B	TCGA.R6.A6Y0.01B	TCGA.R6.A6Y2.01B	TCGA.R6.A8W5.01B	TCGA.R6.A8W8.01B	TCGA.R6.A8WC.01A	TCGA.R6.A8WG.01A	TCGA.RE.A7BO.01A	TCGA.S8.A6BV.01A	TCGA.S8.A6BW.01A	TCGA.V5.A7RB.01A	TCGA.V5.A7RC.01B	TCGA.V5.A7RC.06A	TCGA.V5.A7RE.01A	TCGA.V5.A7RE.11A	TCGA.V5.AASV.01A	TCGA.V5.AASW.01A	TCGA.V5.AASX.01A	TCGA.V5.AASX.11A	TCGA.VR.A8EO.01A	TCGA.VR.A8EP.01A	TCGA.VR.A8EQ.01A	TCGA.VR.A8ER.01A	TCGA.VR.A8ET.01A	TCGA.VR.A8EU.01A	TCGA.VR.A8EW.01A	TCGA.VR.A8EX.01A	TCGA.VR.A8EY.01A	TCGA.VR.A8EZ.01A	TCGA.VR.A8Q7.01A	TCGA.VR.AA4D.01A	TCGA.VR.AA4G.01A	TCGA.VR.AA7B.01A	TCGA.VR.AA7D.01A	TCGA.VR.AA7I.01A	TCGA.X8.AAAR.01A	TCGA.XP.A8T6.01A	TCGA.XP.A8T8.01A	TCGA.Z6.A8JD.01A	TCGA.Z6.A8JE.01A	TCGA.Z6.A9VB.01A	TCGA.Z6.AAPN.01A	TCGA.ZR.A9CJ.01B
hsa-mir-652	83.758	88.196	79.119	127.714	119.1	171.419	92.318	98.639	170.334	124.732	19.769	76.078	67.345	56.481	118.632	75.436	34.44	30.343	68.32	42.98	76.791	44.55	53.819	69.68	148.437	90.565	32.651	49.177	69.203	65.805	114.959	133.496	91.073	93.904	73.246	48.998	135.711	201.845	118.761	89.456	93.176	74.672	263.428	157.525	86.733	102.006	78.698	108.951	100.968	53.032	63.247	82.588	87.525	45.081	69.44	58.086	107.713	333.016	72.995	69.762	68.383	54.942	96.719	173.63	101.948	78.854	91.983	87.558	166.382	54.028	246.723	181.123	26.876	108.054	70.789	39.709	75.376	68.529	125.503	49.922	72.455	81.951	104.621	98.14	60.852	143.64	141.029	126.036	144.502	98.348	246.867	110.081	113.401	67.922	75.107	334.119	15.593	60.754	146.18	110.876	50.213	48.3	113.847	96.577	125.74	169.184	38.489	91.231	83.64	32.562	123.701	131.833	89.426	74.183	21.37	38.35	35.606	174.981	30.596	44.265	65.008	52.371	36.44	44.373	38.683	48.074	57.435	89.261	29.44	36.335	69.279	64.768	67.27	165.31	42.272	79.496	66.243	63.404	130.199	135.165	61.273	59.79	55.436	98.389	32.143	62.332	54.754	82.983	36.901	121.29	74.219	114.321	121.762	131.551	80.321	164.598	90.343	184.748	158.412	125.46	106.502	43.366	111.335	81.333	156.383	197.606	169.518	53.028	151.554	205.235	256.585	151.076	143.046	219.329	65.374	116.948	59.249	100.321	78.738	116.301	32.911	61.545	118.224	60.073	89.988	138.473	82.973	109.535	84.187	62.473	62.331	130.669	100.485	98.49	52.701
hsa-mir-653	25.445	78.966	18.988	1.31	64.964	16.039	17.796	6.039	8.223	88.272	83.028	11.774	28.862	8.069	3.796	16.874	8.856	7.83	14.452	21.867	4.43	47.79	16	10.378	5.937	12.431	9.007	15.456	5.088	50.678	31.07	1.413	8.814	7.444	4.531	8.82	1.675	7.522	4.003	2.52	3.611	8.297	53.661	12.18	12.893	29.327	15.557	14.3	12.621	14.463	22.136	4.347	29.569	34.152	47.74	4.303	8.385	11.207	15.642	16.327	17.096	13.736	6.045	1.223	5.744	48.627	6.999	20.761	7.799	11.682	60.746	1.154	21.707	8.881	15.485	10.385	14.589	1.977	10.176	5.961	32.503	2.644	4.359	10.904	49.986	2.52	12.952	11.763	22.497	10.808	35.745	4.108	14.596	21.735	36.802	0	27.845	13.422	18.153	15.679	6.847	34.367	34.057	11.143	5.167	44.866	11.714	13.351	12.625	36.393	9.336	22.643	7.097	15.088	34.43	20.047	67.181	38.496	85.348	9.995	35.004	77.712	23.826	21.422	16.579	12.018	16.154	4.408	3.046	21.373	12.596	3.559	8.409	3.48	8.454	20.495	12.145	16.304	44.614	2.625	16.164	95.912	6.565	4.576	9.822	7.933	8.296	4.503	60.837	8.01	1.568	258.464	5.425	13.103	1.385	4.081	29.414	0	834.874	1.293	6.871	33.116	89.449	15.742	29.865	0.911	5.558	10.606	39.003	0	1.216	19.324	10.279	7.764	4.191	9.482	7.276	30.813	11.96	5.815	7.744	12.107	2.21	2.452	38.055	4.945	25.372	9.958	16.427	6.491	3.31	15.915	6.79	13.288	6.96
hsa-mir-654	42.409	14.357	52.218	18.993	21.655	14.034	56.726	34.222	50.513	39.338	13.838	33.51	139.754	64.55	29.421	68.488	72.815	52.855	23.649	106.32	42.826	22.68	49.455	10.378	22.266	56.825	101.33	23.886	73.274	31.768	28.74	73.458	48.475	32.065	33.225	64.677	10.053	81.49	24.686	301.125	10.112	108.897	137.135	28.419	56.259	33.152	60.396	33.366	14.725	228.198	72.734	45.641	10.645	82.648	14.467	124.777	59.339	28.819	41.712	84.605	23.507	61.047	47.496	40.351	17.231	59.14	34.994	82.142	42.895	75.932	14.953	27.688	126.109	14.802	346.571	50.705	25.125	34.923	23.744	258.552	88.03	55.515	90.09	74.654	31.513	26.46	37.776	21.846	36.342	56.199	18.99	127.333	23.579	61.583	82.618	13.306	17.821	65.699	26.752	47.038	82.168	63.162	43.301	40.859	27.56	36.454	21.754	13.351	50.499	28.731	137.705	40.757	17.034	85.499	90.23	61.884	69.868	54.244	62.803	58.544	15.002	80.246	81.289	84.156	44.21	42.064	37.692	36.366	47.713	91.193	28.341	84.696	189.197	114.847	65.22	62.727	105.989	45.288	21.852	22.309	96.609	86.57	124.731	29.746	67.858	43.633	23.229	55.966	48.869	14.875	99.308	18.225	40.386	40.356	201.496	50.331	33.616	25.55	23.548	120.287	78.527	251.522	21.886	69.089	22.263	37.336	22.232	23.332	43.46	13.682	35.265	216.074	23.127	21.351	85.489	58.65	68.604	56.609	30.897	65.419	58.079	38.339	24.308	100.53	109.239	22.749	72.002	28.628	28.747	38.133	134.039	226.158	29.874	47.682	68.611
hsa-mir-660	587.363	664.545	416.163	332.711	190.251	247.605	501.633	434.818	186.78	455.751	349.904	397.597	248.114	167.425	161.339	127.051	161.374	171.289	76.203	168.151	216.345	193.591	199.274	180.871	409.686	344.504	272.464	123.644	209.644	121.778	191.081	117.957	216.666	103.065	204.634	257.729	567.974	159.219	314.917	104.575	80.175	159.716	223.86	345.093	420.773	311.118	568.274	434.444	382.837	172.756	287.774	656.355	730.956	185.787	190.961	112.944	755.927	268.974	215.509	620.435	337.642	431.907	353.198	206.644	554.25	806.938	144.974	391.753	413.355	189.83	310.273	298.796	231.544	988.765	220.478	560.809	314.474	256.984	702.137	192.982	196.374	309.298	156.932	743.183	162.997	113.4	292.852	840.237	269.967	486.338	513.84	644.88	221.189	190.182	575.32	462.74	485.612	154.005	212.104	303.509	334.376	258.684	318.187	636.664	118.851	202.834	135.547	485.081	252.497	214.525	130.703	259.64	119.235	207.461	214.89	275.426	190.122	221.35	99.841	138.507	195.025	201.037	185.003	194.324	99.472	196.801	221.664	134.442	132.988	104.018	78.726	135.229	53.606	170.53	103.869	137.254	156.776	114.127	132.02	150.912	304.112	141.377	169.226	348.939	158.038	303.162	210.719	384.039	307.176	449.687	149.484	202.132	277.279	340.671	112.173	326.474	258.424	450.077	590.834	270.969	545.764	344.561	230.283	135.554	155.297	249.511	237.139	290.595	216.187	310.963	406.158	74.66	340.911	400.486	171.817	223.36	126.814	141.165	172.427	114.847	178.109	160.42	341.413	234.161	184.005	115.724	150.175	243.342	152.973	81.945	118.594	100.515	271.581	205.578	301.29
hsa-mir-664a	75.276	193.826	69.624	216.131	98.992	92.225	45.603	68.444	138.617	67.163	86.982	163.024	111.398	171.46	70.23	152.858	108.238	195.759	160.289	148.546	98.204	225.181	176.001	163.081	111.328	186.458	163.253	81.493	87.521	130.098	233.025	48.737	81.525	151.734	74.001	141.114	192.676	92.773	55.377	44.098	62.118	91.266	66.67	73.89	223.865	123.682	101.576	100.099	44.174	124.545	101.195	384.685	169.137	161.197	88.247	124.777	96.748	65.643	107.755	197.411	76.931	285.395	86.356	88.038	45.948	297.016	149.973	126.372	219.676	97.835	328.029	38.071	193.298	127.296	46.455	136.231	88.344	104.111	86.495	276.434	125.95	68.733	77.013	101.496	85.845	166.32	88.863	173.089	176.517	138.336	121.758	91.187	105.542	232.747	105.15	47.309	75.738	127.866	149.046	138.875	92.438	102.173	152.768	175.324	82.679	67.3	172.362	178.011	69.437	149.402	81.69	100.133	100.782	149.623	64.111	210.056	114.208	88.365	88.568	84.247	95.012	68.42	237.561	108.638	102.235	60.092	145.383	225.907	114.715	85.494	121.239	116.724	89.343	107.887	62.805	63.348	82.804	80.613	181.186	139.102	131.193	70.377	86.072	108.686	72.322	166.031	54.754	97.136	61.834	132.732	36.587	74.557	101.87	51.363	67.858	47.611	50.424	62.893	89.91	56.91	121.717	107.232	32.354	62.093	83.621	66.476	118.57	93.33	49.032	139.311	216.455	40.404	49.68	102.871	71.241	73.4	61.328	156.213	111.629	30.529	52.271	79.706	57.455	49.039	82.825	36.596	124.117	183.596	149.893	77.077	62.331	72.035	58.39	80.512	80.543
hsa-mir-664b	5.301	6.153	6.329	16.374	12.374	9.022	21.133	8.052	8.223	5.757	33.607	16.302	13.672	24.206	13.287	19.852	9.84	22.512	17.08	14.327	18.459	46.17	8.727	7.413	17.812	15.982	15.762	7.025	7.124	9.833	34.177	16.246	13.22	14.887	4.531	5.88	46.912	13.791	4.003	4.41	25.28	10.371	10.299	13.804	17.581	8.926	14.642	7.49	4.207	14.463	11.068	36.947	20.107	12.295	8.68	18.286	9.03	6.404	11.297	17.812	12.822	27.471	9.499	7.336	11.487	17.085	18.997	9.929	18.198	8.761	15.887	13.844	13.438	2.96	2.95	25.047	6.484	11.202	13.568	22.353	12.866	10.574	13.078	19.293	7.607	18.9	7.915	16.805	9.518	10.808	16.756	9.858	23.579	19.924	8.262	10.349	7.797	19.78	11.465	11.2	9.13	12.075	18.974	18.572	17.225	11.217	10.041	218.064	6.312	8.619	81.69	11.573	21.292	7.544	7.123	21.79	13.436	15.748	9.662	4.284	5.001	10.136	20.322	15.301	6.908	3.005	9.872	18.734	11.167	7.124	18.894	9.964	7.358	6.96	10.87	5.59	15.457	17.21	14.568	11.811	12.405	5.605	9.482	11.441	7.143	10.2	21.57	10.936	10.971	20.596	3.659	4.97	17.481	4.717	11.079	12.243	8.404	5.896	8.563	14.874	9.816	12.616	10.467	11.369	8.145	13.659	13.895	6.363	2.229	22.389	38.913	1.757	7.709	8.411	9.219	10.887	10.395	16.481	10.964	10.176	13.552	6.054	4.42	6.13	8.954	1.978	8.914	14.937	22.587	12.17	3.861	5.863	2.716	14.852	16.904
hsa-mir-671	27.566	11.281	18.988	24.233	35.575	17.042	31.144	20.13	41.115	70.042	17.792	31.699	21.267	20.172	26.574	10.918	28.536	17.618	53.868	23.375	22.151	18.63	27.637	34.099	35.625	28.413	21.392	49.177	43.761	37.819	42.721	19.071	14.689	21.186	27.939	23.519	18.43	47.64	38.697	25.829	27.447	10.371	27.644	19.488	18.753	26.777	16.472	14.981	4.207	16.874	22.136	26.08	39.032	21.174	27.487	32.27	29.024	43.228	22.594	28.202	76.931	12.209	53.541	24.455	86.153	22.342	13.997	18.956	23.397	46.727	14.018	56.529	22.741	42.925	36.132	29.934	31.609	34.265	44.096	16.392	10.157	52.871	31.968	9.227	16.3	32.76	18.348	33.609	21.632	15.131	15.639	25.467	42.666	15.396	30.794	17.741	35.641	16.248	8.599	19.039	31.954	16.255	26.759	23.773	56.842	14.021	41.835	57.854	58.39	11.492	35.01	49.815	44.003	25.147	43.928	34.864	22.842	43.745	48.31	62.828	40.005	35.477	29.432	26.012	67.696	48.074	32.307	37.468	107.608	61.983	94.472	35.587	36.788	30.452	38.649	33.537	37.538	28.985	73.749	62.989	14.661	20.553	20.424	46.907	59.822	14.166	76.324	44.386	24.933	26.318	35.019	6.627	27.125	21.488	37.391	25.846	25.212	55.031	38.533	14.874	29.448	75.693	17.128	48.1	38.01	11.838	12.042	42.423	56.833	13.682	19.457	24.594	25.697	30.408	43.583	19.667	18.71	31.529	17.94	61.058	32.911	44.393	44.196	39.231	29.548	53.411	21.943	21.16	13.347	38.944	24.822	20.941	36.663	39.865	24.859
hsa-mir-675	485.582	627.626	93.36	74.009	23.201	13.032	182.412	41.267	6283.562	50.852	260.945	10.868	13.165	20.172	278.073	183.628	92.495	70.473	141.896	88.223	101.158	24.3	17.455	4.448	26.719	81.686	16.888	43.556	40.708	82.446	17.865	57.919	44.068	128.831	2.265	31.359	30.158	28.835	5.338	412.63	217.412	74.672	25.476	6.496	10.549	33.152	17.387	13.619	5082.058	12.053	15.812	6.52	9.462	28.005	1.447	90.356	3.225	11.207	437.971	5.937	29.918	7.631	14.681	81.924	15.795	5.257	17.997	2.708	25.997	13.142	2.804	125.748	25.842	7.401	3549.771	14.051	17.02	23.722	13.568	324.121	47.401	5.287	113.34	7.549	40.206	176.4	5.037	5.041	6.922	16.211	18.99	149.514	7.86	216.445	12.017	11.827	471.133	14.835	128.982	44.798	70.755	1.858	0.487	12.629	39.617	12.151	41.835	8.901	22.093	20.112	35.01	31.7	34.067	389.775	11.872	65.37	107.489	232.724	86.958	44.265	72.509	48.147	204.625	328.974	23.486	303.465	15.256	31.958	99.487	29.923	22.043	39.857	23.124	22.621	67.636	4.347	30.914	18.115	6.373	1181.052	62.777	21.798	56.165	3.432	13.393	33.433	23.229	3.216	150.596	37.76	109.761	31.48	18.686	7.862	223.653	23.125	18.909	898.189	190.523	4.527	10.307	11.827	581.417	45.476	10.317	14.57	0.926	27.575	10.029	13.682	4.864	32.499	26.553	9.058	36.878	9.482	94.59	30.096	37.874	20.353	19.36	7164.433	298.322	4.904	54.172	11.869	51.43	10.58	132.44	12.17	95.978	614.814	137.148	392.397	31.819
hsa-mir-7-1	208.864	503.537	264.256	170.285	513.523	157.384	253.597	357.316	549.768	162.151	164.079	172.081	105.322	60.515	60.74	45.659	44.279	41.109	36.788	43.734	56.117	47.79	50.91	74.128	135.078	95.893	31.525	60.417	37.655	65.049	54.373	80.521	91.808	93.331	166.879	55.858	97.175	25.074	142.78	113.394	86.676	13.482	271.559	74.702	152.369	714.04	96.085	132.104	54.691	24.105	91.708	156.482	179.782	64.206	172.154	76.372	106.423	163.306	109.493	78.668	346.19	141.934	223.663	173.63	238.356	114.338	80.985	94.779	89.69	134.341	181.304	80.756	35.145	275.315	117.982	119.737	66.461	74.459	172.99	26.079	23.7	269.645	71.2	149.308	65.199	414.539	78.789	205.018	203.341	135.094	225.643	160.193	290.802	73.356	246.351	233.588	551.326	57.928	276.118	101.916	119.828	62.233	211.638	335.79	65.454	585.133	123.833	46.728	42.609	79.489	191.387	57.362	95.104	85.499	41.553	28.763	68.525	86.615	41.869	128.512	60.008	38.011	77.085	53.554	82.893	87.133	73.589	81.547	86.29	47.734	166.9	113.166	51.504	78.305	106.285	74.527	93.845	111.409	79.212	87.923	24.058	46.711	81.695	145.296	78.572	47.033	149.329	139.592	182.511	164.771	87.809	193.848	194.096	110.587	90.708	193.164	266.828	731.13	216.211	226.346	98.159	52.039	67.562	142.551	60.816	167.555	104.675	84.845	277.477	263.696	340.491	115.064	91.652	178.569	168.464	28.447	109.143	59.476	52.824	84.318	54.207	129.143	134.797	84.592	34.473	294.749	43.887	101.444	117.04	92.492	44.128	195.166	143.938	79.73	68.611
hsa-mir-708	181.298	238.949	292.738	23.578	24.748	54.132	290.302	116.757	68.134	52.771	341.997	234.573	87.093	494.208	2988.577	819.876	1702.296	536.38	1635.741	1474.151	1838.565	433.352	1143.282	1014.066	71.25	277.023	1259.866	571.854	725.614	207.249	1075.801	703.503	799.095	626.406	976.356	1679.648	25.132	555.387	8.674	606.66	45.505	1034.004	119.789	289.878	125.411	136.433	501.472	420.144	1405.138	639.597	498.07	208.643	40.214	1243.133	59.314	771.249	139.963	486.716	109.493	143.977	290.628	318.971	215.891	205.421	41.641	275.988	629.885	162.478	226.175	857.155	43.924	169.587	163.321	136.177	37.607	307.284	312.853	345.281	278.141	346.474	290.499	95.169	1490.85	83.042	769.344	239.399	143.907	28.568	31.15	213.989	52.501	624.342	94.314	709.108	621.886	181.844	189.344	459.189	350.641	561.1	511.265	323.703	87.574	475.455	322.102	67.3	2612.204	400.525	902.676	3346.214	2282.641	797.538	1479.079	375.944	1678.755	801.001	1291.218	2171.509	1088.587	1683.506	492.563	1675.025	665.031	786.477	1258.593	2459.266	1710.493	5198.074	262.93	1176.253	1426.521	1081.124	1325.429	1881.924	333.347	1139.025	2245.647	2181.991	215.784	143.039	300.728	1432.459	1011.707	609.786	3302.718	318.462	360.048	216.786	462.759	187.655	167.778	34.793	101.267	315.514	68.55	153.715	90.343	17.689	137.005	70.491	392.145	2676.068	44.724	693.514	262.267	36.425	26.863	299.079	62.405	59.705	29.185	310.058	1681.427	115.811	1611.724	780.355	774.394	1505.525	861.137	3063.071	2019.215	614.44	68.504	1298.307	2880.057	996.015	942.191	220.315	983.545	1036.884	414.252	758.885	2525.703	754.309	477.291
