	TCGA.CS.4938.01B	TCGA.CS.4941.01A	TCGA.CS.4942.01A	TCGA.CS.4943.01A	TCGA.CS.4944.01A	TCGA.CS.5390.01A	TCGA.CS.5393.01A	TCGA.CS.5394.01A	TCGA.CS.5395.01A	TCGA.CS.5396.01A	TCGA.CS.5397.01A	TCGA.CS.6186.01A	TCGA.CS.6188.01A	TCGA.CS.6290.01A	TCGA.CS.6665.01A	TCGA.CS.6666.01A	TCGA.CS.6667.01A	TCGA.CS.6668.01A	TCGA.CS.6669.01A	TCGA.CS.6670.01A	TCGA.DB.5270.01A	TCGA.DB.5273.01A	TCGA.DB.5274.01A	TCGA.DB.5275.01A	TCGA.DB.5276.01A	TCGA.DB.5277.01A	TCGA.DB.5278.01A	TCGA.DB.5279.01A	TCGA.DB.5280.01A	TCGA.DB.5281.01A	TCGA.DB.A4X9.01A	TCGA.DB.A4XA.01A	TCGA.DB.A4XB.01A	TCGA.DB.A4XC.01A	TCGA.DB.A4XD.01A	TCGA.DB.A4XE.01A	TCGA.DB.A4XF.01A	TCGA.DB.A4XG.01A	TCGA.DB.A4XH.01A	TCGA.DB.A64L.01A	TCGA.DB.A64O.01A	TCGA.DB.A64P.01A	TCGA.DB.A64Q.01A	TCGA.DB.A64R.01A	TCGA.DB.A64S.01A	TCGA.DB.A64U.01A	TCGA.DB.A64V.01A	TCGA.DB.A64W.01A	TCGA.DB.A64X.01A	TCGA.DB.A75K.01A	TCGA.DB.A75L.01A	TCGA.DB.A75O.01A	TCGA.DB.A75P.01A	TCGA.DH.5140.01A	TCGA.DH.5141.01A	TCGA.DH.5142.01A	TCGA.DH.5143.01A	TCGA.DH.5144.01A	TCGA.DH.A669.01A	TCGA.DH.A669.02A	TCGA.DH.A66B.01A	TCGA.DH.A66D.01A	TCGA.DH.A66F.01A	TCGA.DH.A66G.01A	TCGA.DH.A7UR.01A	TCGA.DH.A7US.01A	TCGA.DH.A7UT.01A	TCGA.DH.A7UU.01A	TCGA.DH.A7UV.01A	TCGA.DU.5847.01A	TCGA.DU.5849.01A	TCGA.DU.5851.01A	TCGA.DU.5852.01A	TCGA.DU.5853.01A	TCGA.DU.5854.01A	TCGA.DU.5855.01A	TCGA.DU.5870.01A	TCGA.DU.5870.02A	TCGA.DU.5871.01A	TCGA.DU.5872.01A	TCGA.DU.5872.02A	TCGA.DU.5874.01A	TCGA.DU.6392.01A	TCGA.DU.6393.01A	TCGA.DU.6394.01A	TCGA.DU.6395.01A	TCGA.DU.6396.01A	TCGA.DU.6397.01A	TCGA.DU.6397.02A	TCGA.DU.6399.01A	TCGA.DU.6400.01A	TCGA.DU.6401.01A	TCGA.DU.6402.01A	TCGA.DU.6403.01A	TCGA.DU.6404.01A	TCGA.DU.6404.02A	TCGA.DU.6404.02B	TCGA.DU.6405.01A	TCGA.DU.6406.01A	TCGA.DU.6407.01A	TCGA.DU.6407.02A	TCGA.DU.6407.02B	TCGA.DU.6408.01A	TCGA.DU.6410.01A	TCGA.DU.6542.01A	TCGA.DU.7006.01A	TCGA.DU.7007.01A	TCGA.DU.7008.01A	TCGA.DU.7009.01A	TCGA.DU.7010.01A	TCGA.DU.7012.01A	TCGA.DU.7013.01A	TCGA.DU.7014.01A	TCGA.DU.7015.01A	TCGA.DU.7018.01A	TCGA.DU.7019.01A	TCGA.DU.7290.01A	TCGA.DU.7292.01A	TCGA.DU.7294.01A	TCGA.DU.7298.01A	TCGA.DU.7299.01A	TCGA.DU.7300.01A	TCGA.DU.7301.01A	TCGA.DU.7302.01A	TCGA.DU.7304.01A	TCGA.DU.7304.02A	TCGA.DU.7306.01A	TCGA.DU.7309.01A	TCGA.DU.8158.01A	TCGA.DU.8161.01A	TCGA.DU.8162.01A	TCGA.DU.8163.01A	TCGA.DU.8164.01A	TCGA.DU.8165.01A	TCGA.DU.8166.01A	TCGA.DU.8167.01A	TCGA.DU.8168.01A	TCGA.DU.A5TP.01A	TCGA.DU.A5TR.01A	TCGA.DU.A5TS.01A	TCGA.DU.A5TT.01A	TCGA.DU.A5TU.01A	TCGA.DU.A5TW.01A	TCGA.DU.A5TY.01A	TCGA.DU.A6S2.01A	TCGA.DU.A6S3.01A	TCGA.DU.A6S6.01A	TCGA.DU.A6S7.01A	TCGA.DU.A6S8.01A	TCGA.DU.A76K.01A	TCGA.DU.A76L.01A	TCGA.DU.A76O.01A	TCGA.DU.A76R.01A	TCGA.DU.A7T6.01A	TCGA.DU.A7T8.01A	TCGA.DU.A7TA.01A	TCGA.DU.A7TB.01A	TCGA.DU.A7TC.01A	TCGA.DU.A7TD.01A	TCGA.DU.A7TG.01A	TCGA.DU.A7TI.01A	TCGA.DU.A7TJ.01A	TCGA.E1.5302.01A	TCGA.E1.5303.01A	TCGA.E1.5304.01A	TCGA.E1.5305.01A	TCGA.E1.5307.01A	TCGA.E1.5311.01A	TCGA.E1.5318.01A	TCGA.E1.5319.01A	TCGA.E1.5322.01A	TCGA.E1.A7YD.01A	TCGA.E1.A7YE.01A	TCGA.E1.A7YH.01A	TCGA.E1.A7YI.01A	TCGA.E1.A7YJ.01A	TCGA.E1.A7YK.01A	TCGA.E1.A7YL.01A	TCGA.E1.A7YM.01A	TCGA.E1.A7YN.01A	TCGA.E1.A7YO.01A	TCGA.E1.A7YQ.01A	TCGA.E1.A7YS.01A	TCGA.E1.A7YU.01A	TCGA.E1.A7YV.01A	TCGA.E1.A7YW.01A	TCGA.E1.A7YY.01A	TCGA.E1.A7Z2.01A	TCGA.E1.A7Z3.01A	TCGA.E1.A7Z4.01A	TCGA.E1.A7Z6.01A	TCGA.EZ.7264.01A	TCGA.F6.A8O3.01A	TCGA.F6.A8O4.01A	TCGA.FG.5962.01B	TCGA.FG.5963.01A	TCGA.FG.5963.02A	TCGA.FG.5964.01A	TCGA.FG.5965.01B	TCGA.FG.5965.02A	TCGA.FG.5965.02B	TCGA.FG.6688.01A	TCGA.FG.6689.01A	TCGA.FG.6690.01A	TCGA.FG.6691.01A	TCGA.FG.6692.01A	TCGA.FG.7634.01A	TCGA.FG.7636.01A	TCGA.FG.7637.01A	TCGA.FG.7638.01B	TCGA.FG.7641.01B	TCGA.FG.7643.01A	TCGA.FG.8181.01A	TCGA.FG.8182.01A	TCGA.FG.8185.01A	TCGA.FG.8186.01A	TCGA.FG.8187.01A	TCGA.FG.8188.01A	TCGA.FG.8189.01B	TCGA.FG.8191.01A	TCGA.FG.A4MT.01A	TCGA.FG.A4MT.02A	TCGA.FG.A4MU.01B	TCGA.FG.A4MW.01A	TCGA.FG.A4MX.01A	TCGA.FG.A4MY.01A	TCGA.FG.A60J.01A	TCGA.FG.A60K.01A	TCGA.FG.A60L.01A	TCGA.FG.A6IZ.01A	TCGA.FG.A6J1.01A	TCGA.FG.A6J3.01A	TCGA.FG.A70Y.01A	TCGA.FG.A70Z.01A	TCGA.FG.A710.01A	TCGA.FG.A711.01A	TCGA.FG.A713.01A	TCGA.FG.A87N.01A	TCGA.FG.A87Q.01A	TCGA.FN.7833.01A	TCGA.HT.7467.01A	TCGA.HT.7468.01A	TCGA.HT.7469.01A	TCGA.HT.7470.01A	TCGA.HT.7471.01A	TCGA.HT.7472.01A	TCGA.HT.7473.01A	TCGA.HT.7474.01A	TCGA.HT.7475.01A	TCGA.HT.7476.01A	TCGA.HT.7477.01B	TCGA.HT.7478.01A	TCGA.HT.7479.01A	TCGA.HT.7480.01A	TCGA.HT.7481.01A	TCGA.HT.7482.01A	TCGA.HT.7483.01A	TCGA.HT.7485.01A	TCGA.HT.7601.01A	TCGA.HT.7602.01A	TCGA.HT.7603.01A	TCGA.HT.7604.01A	TCGA.HT.7605.01A	TCGA.HT.7606.01A	TCGA.HT.7607.01A	TCGA.HT.7608.01A	TCGA.HT.7609.01A	TCGA.HT.7610.01A	TCGA.HT.7611.01A	TCGA.HT.7616.01A	TCGA.HT.7620.01A	TCGA.HT.7676.01A	TCGA.HT.7677.01A	TCGA.HT.7680.01A	TCGA.HT.7681.01A	TCGA.HT.7684.01A	TCGA.HT.7686.01A	TCGA.HT.7687.01A	TCGA.HT.7688.01A	TCGA.HT.7689.01A	TCGA.HT.7690.01A	TCGA.HT.7691.01A	TCGA.HT.7692.01A	TCGA.HT.7693.01A	TCGA.HT.7694.01A	TCGA.HT.7695.01A	TCGA.HT.7854.01A	TCGA.HT.7855.01A	TCGA.HT.7856.01A	TCGA.HT.7857.01A	TCGA.HT.7858.01A	TCGA.HT.7860.01A	TCGA.HT.7873.01B	TCGA.HT.7874.01A	TCGA.HT.7875.01A	TCGA.HT.7877.01A	TCGA.HT.7879.01A	TCGA.HT.7880.01A	TCGA.HT.7881.01A	TCGA.HT.7882.01A	TCGA.HT.7884.01B	TCGA.HT.7902.01A	TCGA.HT.8010.01A	TCGA.HT.8011.01A	TCGA.HT.8012.01A	TCGA.HT.8013.01A	TCGA.HT.8015.01B	TCGA.HT.8018.01A	TCGA.HT.8019.01A	TCGA.HT.8104.01A	TCGA.HT.8105.01A	TCGA.HT.8106.01A	TCGA.HT.8107.01A	TCGA.HT.8108.01A	TCGA.HT.8109.01A	TCGA.HT.8110.01A	TCGA.HT.8111.01A	TCGA.HT.8113.01A	TCGA.HT.8114.01A	TCGA.HT.8558.01A	TCGA.HT.8563.01A	TCGA.HT.8564.01A	TCGA.HT.A4DS.01A	TCGA.HT.A4DV.01A	TCGA.HT.A5R5.01A	TCGA.HT.A5R7.01A	TCGA.HT.A5R9.01A	TCGA.HT.A5RA.01A	TCGA.HT.A5RB.01A	TCGA.HT.A5RC.01A	TCGA.HT.A614.01A	TCGA.HT.A615.01A	TCGA.HT.A616.01A	TCGA.HT.A617.01A	TCGA.HT.A618.01A	TCGA.HT.A619.01A	TCGA.HT.A61A.01A	TCGA.HT.A61B.01A	TCGA.HT.A61C.01A	TCGA.HT.A74H.01A	TCGA.HT.A74K.01A	TCGA.HT.A74L.01A	TCGA.HT.A74O.01A	TCGA.HW.7486.01A	TCGA.HW.7487.01A	TCGA.HW.7489.01A	TCGA.HW.7490.01A	TCGA.HW.7491.01A	TCGA.HW.7493.01A	TCGA.HW.7495.01A	TCGA.HW.8319.01A	TCGA.HW.8320.01A	TCGA.HW.8321.01A	TCGA.HW.8322.01A	TCGA.HW.A5KJ.01A	TCGA.HW.A5KK.01A	TCGA.HW.A5KL.01A	TCGA.HW.A5KM.01A	TCGA.IK.7675.01A	TCGA.IK.8125.01A	TCGA.KT.A74X.01A	TCGA.KT.A7W1.01A	TCGA.P5.A5ET.01A	TCGA.P5.A5EU.01A	TCGA.P5.A5EV.01A	TCGA.P5.A5EW.01A	TCGA.P5.A5EX.01A	TCGA.P5.A5EY.01A	TCGA.P5.A5EZ.01A	TCGA.P5.A5F0.01A	TCGA.P5.A5F1.01A	TCGA.P5.A5F2.01A	TCGA.P5.A5F4.01A	TCGA.P5.A5F6.01A	TCGA.P5.A72U.01A	TCGA.P5.A72W.01A	TCGA.P5.A72X.01A	TCGA.P5.A72Z.01A	TCGA.P5.A730.01A	TCGA.P5.A731.01A	TCGA.P5.A733.01A	TCGA.P5.A735.01A	TCGA.P5.A736.01A	TCGA.P5.A737.01A	TCGA.P5.A77W.01A	TCGA.P5.A77X.01A	TCGA.P5.A780.01A	TCGA.P5.A781.01A	TCGA.QH.A65R.01A	TCGA.QH.A65S.01A	TCGA.QH.A65V.01A	TCGA.QH.A65X.01A	TCGA.QH.A65Z.01A	TCGA.QH.A6CS.01A	TCGA.QH.A6CU.01A	TCGA.QH.A6CV.01A	TCGA.QH.A6CX.01A	TCGA.QH.A6CY.01A	TCGA.QH.A6CZ.01A	TCGA.QH.A6X3.01A	TCGA.QH.A6X4.01A	TCGA.QH.A6X5.01A	TCGA.QH.A6X8.01A	TCGA.QH.A6X9.01A	TCGA.QH.A6XA.01A	TCGA.QH.A6XC.01A	TCGA.QH.A86X.01A	TCGA.QH.A870.01A	TCGA.R8.A6MK.01A	TCGA.R8.A6ML.01A	TCGA.R8.A6MO.01A	TCGA.R8.A6YH.01A	TCGA.R8.A73M.01A	TCGA.RY.A83X.01A	TCGA.RY.A83Y.01A	TCGA.RY.A83Z.01A	TCGA.RY.A840.01A	TCGA.RY.A843.01A	TCGA.RY.A845.01A	TCGA.RY.A847.01A	TCGA.S9.A6TS.01A	TCGA.S9.A6TU.01A	TCGA.S9.A6TV.01A	TCGA.S9.A6TW.01A	TCGA.S9.A6TX.01A	TCGA.S9.A6TY.01A	TCGA.S9.A6TZ.01A	TCGA.S9.A6U0.01A	TCGA.S9.A6U1.01A	TCGA.S9.A6U2.01A	TCGA.S9.A6U5.01A	TCGA.S9.A6U6.01A	TCGA.S9.A6U8.01A	TCGA.S9.A6U9.01A	TCGA.S9.A6UA.01A	TCGA.S9.A6UB.01A	TCGA.S9.A6WD.01A	TCGA.S9.A6WE.01A	TCGA.S9.A6WG.01A	TCGA.S9.A6WH.01A	TCGA.S9.A6WI.01A	TCGA.S9.A6WL.01A	TCGA.S9.A6WM.01A	TCGA.S9.A6WN.01A	TCGA.S9.A6WO.01A	TCGA.S9.A6WP.01A	TCGA.S9.A6WQ.01A	TCGA.S9.A7IQ.01A	TCGA.S9.A7IS.01A	TCGA.S9.A7IX.01A	TCGA.S9.A7IY.01A	TCGA.S9.A7IZ.01A	TCGA.S9.A7J0.01A	TCGA.S9.A7J1.01A	TCGA.S9.A7J2.01A	TCGA.S9.A7J3.01A	TCGA.S9.A7QW.01A	TCGA.S9.A7QX.01A	TCGA.S9.A7QY.01A	TCGA.S9.A7QZ.01A	TCGA.S9.A7R1.01A	TCGA.S9.A7R2.01A	TCGA.S9.A7R3.01A	TCGA.S9.A7R4.01A	TCGA.S9.A7R7.01A	TCGA.S9.A7R8.01A	TCGA.S9.A89V.01A	TCGA.S9.A89Z.01A	TCGA.TM.A7C3.01A	TCGA.TM.A7C4.01A	TCGA.TM.A7C5.01A	TCGA.TM.A7CA.01A	TCGA.TM.A7CF.01A	TCGA.TM.A7CF.02A	TCGA.TM.A84B.01A	TCGA.TM.A84C.01A	TCGA.TM.A84F.01A	TCGA.TM.A84G.01A	TCGA.TM.A84H.01A	TCGA.TM.A84I.01A	TCGA.TM.A84J.01A	TCGA.TM.A84L.01A	TCGA.TM.A84M.01A	TCGA.TM.A84O.01A	TCGA.TM.A84Q.01A	TCGA.TM.A84R.01A	TCGA.TM.A84S.01A	TCGA.TM.A84T.01A	TCGA.TQ.A7RF.01A	TCGA.TQ.A7RG.01A	TCGA.TQ.A7RH.01A	TCGA.TQ.A7RI.01A	TCGA.TQ.A7RJ.01A	TCGA.TQ.A7RK.01A	TCGA.TQ.A7RK.02A	TCGA.TQ.A7RK.02B	TCGA.TQ.A7RM.01A	TCGA.TQ.A7RN.01A	TCGA.TQ.A7RO.01A	TCGA.TQ.A7RP.01A	TCGA.TQ.A7RQ.01A	TCGA.TQ.A7RR.01A	TCGA.TQ.A7RS.01A	TCGA.TQ.A7RU.01A	TCGA.TQ.A7RV.01A	TCGA.TQ.A7RV.02A	TCGA.TQ.A7RW.01A	TCGA.TQ.A8XE.01A	TCGA.TQ.A8XE.02A	TCGA.VM.A8C8.01A	TCGA.VM.A8C9.01A	TCGA.VM.A8CA.01A	TCGA.VM.A8CB.01A	TCGA.VM.A8CD.01A	TCGA.VM.A8CE.01A	TCGA.VM.A8CF.01A	TCGA.VM.A8CH.01A	TCGA.VV.A829.01A	TCGA.VV.A86M.01A	TCGA.VW.A7QS.01A	TCGA.VW.A8FI.01A	TCGA.W9.A837.01A	TCGA.WH.A86K.01A	TCGA.WY.A858.01A	TCGA.WY.A859.01A	TCGA.WY.A85A.01A	TCGA.WY.A85B.01A	TCGA.WY.A85C.01A	TCGA.WY.A85D.01A	TCGA.WY.A85E.01A
hsa-let-7a-1	56028.14	38592.224	45079.349	32818.572	52033.011	60886.915	25229.971	62723.856	47891.166	59421.843	52055.211	120119.704	69556.298	91366.382	42365.281	84130.599	66162.526	164313.324	36752.337	90041.515	25522.393	26975.911	44891.729	48400.116	36853.56	29894.965	63125.024	104769.875	28239.019	28799.042	64374.649	36129.665	25448.915	23553.339	84311.032	58634.015	47216.612	77301.822	43840.709	36577.918	42173.306	68487.185	77870.258	85446.435	43641.154	48910.578	50097.81	36682.035	52111.528	75820.923	34124.147	106714.106	43430.57	23997.466	57506.733	67056.803	55364.438	94896.68	83844.947	99358.785	63789.668	92506.321	81310.591	43698.694	40212.03	88391.325	78779.203	83366.724	70217.171	73214.173	78957.85	57275.293	61429.866	48725.168	93263.279	129627.065	90866.995	50963.367	105383.562	74616.141	32494.55	111956.421	54177.171	152246.744	148121.688	77843.206	65847.326	110562.772	64327.525	98482.623	103555.102	116471.682	70494.915	84870.733	83127.032	66145.76	33327.388	125930.274	143153.207	104786.057	40527.619	75665.656	57590.815	227805.872	95634.735	91970.62	49759.928	79953.785	93106.615	49740.922	106096.265	59283.571	73424.548	87333.407	142353.156	53464.51	38650.182	56351.291	110608.573	43034.935	70687.708	55754.268	116258.365	74575.044	66424.265	47067.437	85350.452	44799.383	54994.611	66004.837	39499.655	80717.902	94692.417	64623.108	93725.889	73146.945	115360.541	37224.851	21571.219	44064.982	33755.133	54871.158	61206.962	31505.641	41233.395	35870.018	81133.665	65449.149	58545.471	40015.312	38040.031	49109.234	76396.483	64959.795	90282.921	44828.87	39593.116	34607.405	41018.606	57779.772	110956.463	106073.459	54512.936	48353.341	24559.731	158946.544	113256.217	28741.164	31452.395	58030.298	47905.403	82315.425	84345.202	76918.733	104027.694	66564.533	78623.338	57001.459	39223.261	58116.448	133616.149	74434.484	99822.201	33988.06	39977.705	164547.585	41646.401	30505.525	56537.679	98192.736	216279.315	138329.934	67927.941	44639.895	90510.809	54324.378	25250.486	43827.584	57093.941	40130.902	37969.153	41390.963	62193.533	43970.726	94600.326	85211.865	99654.789	49927.498	150254.703	56999.661	97939.492	35025.334	58029.507	96994.433	107781.618	62150.437	96724.676	82643.749	26662.655	52467.747	45209.653	39316.243	60221.051	21033.061	41500.579	27469.549	72650.976	55690.736	39447.717	163997.036	85850.502	61677.272	50883.59	88299.44	88397.835	57147.385	39084.145	63079.046	55581.039	112511.558	37685.79	87967.114	140409.577	35793.476	134090.383	109805.374	103735.425	59987.786	62392.771	48777.007	24090.421	46933.249	40986.138	78916.369	71059.089	89270.814	82987.416	137360.267	71189.463	80980.552	79727.251	89208.02	80889.984	114548.157	43655.81	99886.237	95103.389	40364.372	44097.288	104367.849	65096.147	59990.339	139863.913	85216.118	38543.325	135879.309	67955.018	87007.822	63895.731	69636.674	55573.798	71544.57	82198.363	108198.389	67015.973	106593.735	66866.119	74776.711	32441.192	46961.139	97291.315	55518.228	44704.82	42547.292	95074.49	29254.088	61970.843	23031.703	61944.048	35120.257	35264.052	44211.941	50220.233	47107.135	61391.025	65787.413	42425.605	45105.089	24247.734	35183.513	48226.69	51377.873	25751.281	47596.718	53157.625	43000.206	62632.92	50432.769	41358.608	34207.962	91910.564	38577.615	35605.588	37694.797	46774.725	23249.138	53515.543	73341.31	43002.401	42232.823	53513.032	48019.237	36840.177	46255.877	23786.865	103749.354	28294.779	44404.6	27800.247	25661.768	78490.629	71475.694	51889.678	117084.95	43330.823	49233.974	75250.691	124260.86	66772.857	65465.963	62173.802	67448.827	72888.112	100373.992	54903.496	37328.956	67129.607	86217.664	81658.015	60592.956	71690.561	122999.604	44696.944	52262.837	83841.691	70213.85	87234.745	35330.127	53829.023	52689.529	58170.689	41379.487	44188.055	16680.162	50896.028	69664.665	40248.273	109178.675	62200.905	51316.518	34549.479	60467.181	21269.319	64146.139	94867.853	67946.052	51102.061	60214.277	73510.974	44631.702	40310.719	109547.732	63006.197	62112.497	96524.005	55404.971	48551.811	39141.95	56214.938	67808.253	62041.751	51838.912	85876.512	35292.46	47156.256	67982.042	83060.862	67485.223	75211.521	67482.371	81415.027	82661.159	66228.652	43638.127	96372.212	75832.948	141767.151	45685.322	64258.058	87413.538	35915.493	41437.517	71330.367	59898.059	54166.897	52019.855	103768.393	44516.058	63439.011	96368.633	77980.21	66120.986	88975.175	20440.149	37023.015	127803.906	97746.548	62489.173	62864.468	58586.863	45857.132	107968.343	75181.056	65241.021	69987.697	97664.93	105606.669	37695.283	62086.841	38120.789	114013.488	45143.675	62954.114	124260.097	161705.836	54789.925	82075.119	59287.536	76282.782	79395.959	61379.657	34621.461	133138.028	77349.325	43446.972	110338.332	122181.959	46479.403	61967.5	47467.015	85667.777	58591.863	30978.862	63564.648	136543.15	43429.685	78304.421	71245.181	72594.899	64717.55	117162.962	57961.322	161662.132	89343.475	65161.953	32116.198	60133.418	49516.44	60784.528	95194.941	50837.069	142857.885	67094.823	79204.259	81077.528	108071.16	113626.804	87860.34	88687.028	62136.767	82796.293	105472.275	84733.497	107378.735	58471.066	35359.479	90894.82	89897.939	44366.869	70997.887	78802.472	88822.708	179538.783	35308.269	76204.139	43543.163	63091.914	169590.345	115574.459	124101.654	68930.779	75840.883	43922.072	48018.342	29965.813	43903.841	69813.118	62141.299	72931.211	74082.15
hsa-let-7a-2	56035.883	38427.983	45602.623	32553.245	51882.13	59888.738	24784.721	62573.082	47671.06	59447.332	52360.366	119832.801	69833.052	91725.898	42204.871	84064.676	65587.536	163586.034	36810.033	89459.808	25360.204	27120.357	45225.246	48324.208	36754.689	29796.879	62999.917	104293.769	28755.795	28759.626	65262.782	35595.394	25696.364	23568.018	84124.278	58075.745	47311.685	77235.158	44036.248	36502.966	41684.122	68145.695	77659.864	86162.396	43872.746	48712.087	49892.782	36795.806	51407.817	75285.887	34376.626	106881.371	43682.404	23721.247	56994.039	67226.998	54597.608	94428.987	83331.37	98494.461	63373.948	92132.005	81650.088	43705.82	39953.526	88053.78	78552.051	83717.863	70611.824	73026.236	78011.549	57296.609	61089.152	48463.276	93991.741	130187.594	91264.579	50452.469	104764.643	74193.784	32963.357	111893.305	54178.549	152087.207	147436.554	78192.488	65354.764	110028.373	64033.13	98251.125	103564.379	115925.354	70262.468	84815.088	83207.837	66417.844	33458.702	125931.456	142665.682	104937.967	40654.183	75612.785	58024.795	228593.017	95231.158	91406.451	50183.522	79599.134	92627.733	49673.274	106734.98	59570.847	73232.376	87535.601	141966.274	53061.678	38399.119	56417.358	110395.323	43286.42	70213.43	55568.231	116094.586	75076.075	66518.987	46996.131	85614.092	45033.308	54562.772	66332.047	39449.387	81271.219	95056.478	64636.282	93766.022	72892.904	115541.19	37664.473	21568.631	44189.529	33596.78	55278.567	60803.42	31451.441	41198.944	35897.322	81039.532	65666.69	58498.26	40295.465	37613.406	48615.897	76955.128	63794.818	90282.921	44728.43	39372.668	34662.288	41086.385	57140.6	111246.278	105869.523	54506.996	48826.226	24833.31	159168.177	113377.077	28540.768	31290.804	58693.203	47848.625	82200.234	84378.864	76388.571	104236.353	66768.646	78159.524	56883.033	39524.777	58521.224	133073.163	74827.363	100167.559	34086.296	39960.503	164334.526	41475.72	30282.799	56295.426	98427.089	215781.774	137252.953	67786.2	44653.197	90355.658	54288.61	24943.889	43680.159	56789.041	39847.443	37793.67	41382.834	62400.265	43834.518	94674.314	85409.228	99290.243	50220.832	150847.154	56689.385	97432.212	34732.473	57939.063	96801.15	107778.249	62645.559	96750.444	82607.393	26574.423	53063.353	45357.166	39332.447	59857.774	21180.604	41620.78	27102.444	72685.272	55077.178	39498.849	163950.282	85679.669	62221.16	51066.273	87994.662	88898.149	57072.107	38978.403	62251.93	55212.404	111964.35	37880.576	88142.98	140523.813	35801.595	134013.689	109633.208	102995.018	59894.326	62043.068	48990.916	23928.714	46524.288	41463.878	79677.531	71735.972	89916.635	82630.382	137427.452	71093.665	81029.563	79903.256	90133.433	81204.445	114567.827	43353.844	99568.258	94339.665	40130.046	44325.811	104210.434	65376.694	59839.929	139879.899	84605.245	38708.993	135843.012	67888.061	86448.655	63947.938	69307.278	54978.263	71867.32	82811.94	108929.296	66829.951	106254.247	66553.512	74979.329	32422.336	47862.494	96601.731	55486.425	44475.502	42288.659	94683.342	29862.755	62022.099	23520.916	62125.613	35249.199	35018.064	44117.018	50028.425	47061.194	61131.688	65936.568	42464.208	45260.446	24273.781	35356.004	48543.576	51307.627	25783.558	47088.567	52966.433	43085.968	62253.991	50190.92	41449.114	33980.303	91621.691	38201.148	35961.408	38080.074	46984.003	23540.411	53317.46	73113.203	42683.332	43335.608	53407.188	46721.678	36597.488	45919.499	24213.401	103918.715	28053.607	43586.752	27941.954	25644.684	78095.873	71652.299	52153.426	116901.222	43765.956	49140.417	75576.581	123990.868	66976.517	65566.125	62154.335	67880.035	72444.088	100863.226	55015.374	37583.273	66937.208	86186.5	81475.123	60337.751	72013.886	123388.46	44884.341	52426.884	84303.555	69919.165	87584.766	35379.436	53520.094	52427.124	57888.414	41508.611	44134.626	16367.545	50770.219	69627.794	40300.957	108145.887	62286.755	50809.524	34493.621	60177.02	21075.078	64391.037	94712.035	67647.792	50826.638	60666.77	73736.089	43949.204	40331.007	109633.55	62174.932	62309.456	96901.442	55809.733	48553.491	39025.904	55665.24	67580.087	62289.56	52375.754	86129.359	35188.682	46833.094	67826.638	82676.03	67617.537	75420.061	67076.063	81837.985	81974.683	65492.29	43578.222	96077.238	75988.239	142070.067	45879.887	64023.378	88249.194	35194.237	41451.428	70708.449	59528.109	54306.283	52273.67	103152.264	44299.415	63149.799	96494.677	77834.245	65561.499	88058.822	20036.838	37296.327	127715.557	97229.597	62908.836	63032.526	58519.476	45580.624	108308.647	74551.669	65340.665	70452.727	97167.507	105750.709	38069.047	61707.677	38296.348	113483.44	45143.675	62688.374	124774.462	161249.024	54247.36	83016.992	59281.383	76968.379	79280.01	61634.351	34751.786	133315.868	77022.464	43165.595	110354.623	121983.042	46808.82	61474.52	47330.62	85562.61	58412.264	30598.828	63481.81	136293.203	43146.168	78658.751	71053.233	72931.743	64871.068	117254.205	57718.147	160560.28	88703.789	64644.743	31937.48	60203.214	49558.806	61086.704	95014.097	50898.982	142667.96	66688.665	79073.027	80409.575	108180.908	113275.171	87513.668	88119.644	62035.919	82092.339	105653.259	84234.581	106264.593	58091.866	35169.089	90890.491	89407.474	44282.7	70741.173	78879.126	88153.305	179949.681	35675.965	76463.037	43800.22	63513.946	170385.148	115213.979	125078.642	69089.488	76221.79	43901.285	47965.708	29805.956	43569.408	69515.845	62273.895	72458.289	73413.226
