	TCGA.2E.A9G8.01A	TCGA.4E.A92E.01A	TCGA.5B.A90C.01A	TCGA.5S.A9Q8.01A	TCGA.A5.A0G1.01A	TCGA.A5.A0GG.01A	TCGA.A5.A0GQ.01A	TCGA.A5.A0GR.01A	TCGA.A5.A0VO.01A	TCGA.A5.A1OF.01A	TCGA.A5.A1OG.01A	TCGA.A5.A1OH.01A	TCGA.A5.A1OJ.01A	TCGA.A5.A1OK.01A	TCGA.A5.A2K2.01A	TCGA.A5.A2K3.01A	TCGA.A5.A2K4.01A	TCGA.A5.A2K5.01A	TCGA.A5.A2K7.01A	TCGA.A5.A3LO.01A	TCGA.A5.A3LP.01A	TCGA.A5.A7WJ.01A	TCGA.A5.A7WK.01A	TCGA.A5.AB3J.01A	TCGA.AJ.A23M.01A	TCGA.AJ.A23N.01A	TCGA.AJ.A23O.01A	TCGA.AJ.A2QK.01A	TCGA.AJ.A2QL.01A	TCGA.AJ.A2QL.11A	TCGA.AJ.A2QM.01A	TCGA.AJ.A2QN.01A	TCGA.AJ.A2QO.01A	TCGA.AJ.A3BD.01A	TCGA.AJ.A3BF.01A	TCGA.AJ.A3BG.01A	TCGA.AJ.A3BH.01A	TCGA.AJ.A3BI.01A	TCGA.AJ.A3BK.01A	TCGA.AJ.A3EJ.01A	TCGA.AJ.A3EK.01A	TCGA.AJ.A3EL.01A	TCGA.AJ.A3EM.01A	TCGA.AJ.A3I9.01A	TCGA.AJ.A3IA.01A	TCGA.AJ.A3NC.01A	TCGA.AJ.A3NC.11A	TCGA.AJ.A3NE.01A	TCGA.AJ.A3NE.11A	TCGA.AJ.A3NF.01A	TCGA.AJ.A3NG.01A	TCGA.AJ.A3NH.01A	TCGA.AJ.A3NH.11A	TCGA.AJ.A3OJ.01A	TCGA.AJ.A3OK.01A	TCGA.AJ.A3OL.01A	TCGA.AJ.A3QS.01A	TCGA.AJ.A3TW.01A	TCGA.AJ.A5DV.01A	TCGA.AJ.A5DW.01A	TCGA.AJ.A6NU.01A	TCGA.AJ.A8CT.01A	TCGA.AJ.A8CV.01A	TCGA.AJ.A8CW.01A	TCGA.AP.A059.01A	TCGA.AP.A05O.01A	TCGA.AP.A0LF.01A	TCGA.AP.A0LM.01A	TCGA.AP.A0LS.01A	TCGA.AP.A1DH.01A	TCGA.AP.A1DK.01A	TCGA.AP.A1DM.01A	TCGA.AP.A1DO.01A	TCGA.AP.A1DP.01A	TCGA.AP.A1DQ.01A	TCGA.AP.A1DR.01A	TCGA.AP.A1DV.01A	TCGA.AP.A1E0.01A	TCGA.AP.A1E1.01A	TCGA.AP.A1E3.01A	TCGA.AP.A1E4.01A	TCGA.AP.A3K1.01A	TCGA.AP.A5FX.01A	TCGA.AW.A1PO.01A	TCGA.AX.A05Y.11A	TCGA.AX.A06D.01A	TCGA.AX.A06H.01A	TCGA.AX.A06L.01A	TCGA.AX.A0IS.01A	TCGA.AX.A0IZ.01A	TCGA.AX.A0IZ.11A	TCGA.AX.A0J0.01A	TCGA.AX.A0J0.11A	TCGA.AX.A1C4.01A	TCGA.AX.A1C5.01A	TCGA.AX.A1C7.01A	TCGA.AX.A1C8.01A	TCGA.AX.A1C9.01A	TCGA.AX.A1CA.01A	TCGA.AX.A1CC.01A	TCGA.AX.A1CE.01A	TCGA.AX.A1CF.01A	TCGA.AX.A1CF.11A	TCGA.AX.A1CI.01A	TCGA.AX.A1CI.11A	TCGA.AX.A1CJ.01A	TCGA.AX.A1CK.01A	TCGA.AX.A1CK.11A	TCGA.AX.A1CN.01A	TCGA.AX.A1CP.01A	TCGA.AX.A1CR.01A	TCGA.AX.A2H2.01A	TCGA.AX.A2H4.01A	TCGA.AX.A2H5.01A	TCGA.AX.A2H7.01A	TCGA.AX.A2H8.01A	TCGA.AX.A2H8.11A	TCGA.AX.A2HA.01A	TCGA.AX.A2HA.11A	TCGA.AX.A2HC.01A	TCGA.AX.A2HC.11A	TCGA.AX.A2HD.01A	TCGA.AX.A2HD.11A	TCGA.AX.A2HF.01A	TCGA.AX.A2HG.01A	TCGA.AX.A2HH.01A	TCGA.AX.A2HJ.01A	TCGA.AX.A2HK.01A	TCGA.AX.A2IN.01A	TCGA.AX.A2IO.01A	TCGA.AX.A3FS.01A	TCGA.AX.A3FT.01A	TCGA.AX.A3FV.01A	TCGA.AX.A3FW.01A	TCGA.AX.A3FX.01A	TCGA.AX.A3FZ.01A	TCGA.AX.A3G1.01A	TCGA.AX.A3G3.01A	TCGA.AX.A3G4.01A	TCGA.AX.A3G6.01A	TCGA.AX.A3G7.01A	TCGA.AX.A3G8.01A	TCGA.AX.A3G9.01A	TCGA.AX.A3GB.01A	TCGA.AX.A3GI.01A	TCGA.B5.A0JT.01A	TCGA.B5.A0JU.01B	TCGA.B5.A0JX.01A	TCGA.B5.A0K8.01A	TCGA.B5.A0KB.01B	TCGA.B5.A11E.01A	TCGA.B5.A11F.01A	TCGA.B5.A11G.01A	TCGA.B5.A11H.01A	TCGA.B5.A11I.01A	TCGA.B5.A11J.01A	TCGA.B5.A11L.01B	TCGA.B5.A11M.01A	TCGA.B5.A11N.01A	TCGA.B5.A11O.01A	TCGA.B5.A11P.01B	TCGA.B5.A11Q.01A	TCGA.B5.A11R.01A	TCGA.B5.A11S.01A	TCGA.B5.A11U.01A	TCGA.B5.A11V.01A	TCGA.B5.A11W.01A	TCGA.B5.A11X.01A	TCGA.B5.A11Y.01A	TCGA.B5.A11Z.01A	TCGA.B5.A121.01A	TCGA.B5.A1MR.01A	TCGA.B5.A1MS.01B	TCGA.B5.A1MU.01A	TCGA.B5.A1MV.01A	TCGA.B5.A1MW.01A	TCGA.B5.A1MX.01A	TCGA.B5.A1MY.01A	TCGA.B5.A1MZ.01A	TCGA.B5.A1N2.01A	TCGA.B5.A3F9.01A	TCGA.B5.A3FA.01A	TCGA.B5.A3FB.01A	TCGA.B5.A3FC.01A	TCGA.B5.A3FD.01A	TCGA.B5.A3FH.01A	TCGA.B5.A3S1.01A	TCGA.B5.A5OC.01A	TCGA.B5.A5OD.01A	TCGA.B5.A5OE.01A	TCGA.BG.A0MA.01A	TCGA.BG.A0MH.01A	TCGA.BG.A0MK.01A	TCGA.BG.A0VT.01A	TCGA.BG.A0VV.01A	TCGA.BG.A0VW.01A	TCGA.BG.A0VX.01A	TCGA.BG.A0VZ.01A	TCGA.BG.A0W1.01A	TCGA.BG.A0W2.01A	TCGA.BG.A0YU.01A	TCGA.BG.A0YV.01A	TCGA.BG.A186.01A	TCGA.BG.A187.01A	TCGA.BG.A18A.01A	TCGA.BG.A18B.01A	TCGA.BG.A18C.01A	TCGA.BG.A221.01A	TCGA.BG.A222.01A	TCGA.BG.A2AD.01A	TCGA.BG.A2AD.11A	TCGA.BG.A2AE.01A	TCGA.BG.A2L7.01A	TCGA.BG.A3EW.01A	TCGA.BG.A3EW.11A	TCGA.BG.A3PP.01A	TCGA.BG.A3PP.11A	TCGA.BK.A0CA.01A	TCGA.BK.A0CA.01B	TCGA.BK.A0CC.01A	TCGA.BK.A0CC.01B	TCGA.BK.A139.01A	TCGA.BK.A139.02A	TCGA.BK.A13B.01A	TCGA.BK.A13C.01A	TCGA.BK.A26L.01A	TCGA.BK.A26L.01C	TCGA.BK.A4ZD.01A	TCGA.BK.A4ZD.11A	TCGA.BK.A56F.01A	TCGA.BK.A6W3.01A	TCGA.BK.A6W4.01A	TCGA.BS.A0T9.01A	TCGA.BS.A0U5.01A	TCGA.BS.A0U9.01B	TCGA.BS.A0UA.01A	TCGA.BS.A0UL.01A	TCGA.BS.A0V4.01A	TCGA.BS.A0V6.01A	TCGA.BS.A0V7.01A	TCGA.BS.A0V8.01A	TCGA.BS.A0VI.01A	TCGA.BS.A0WQ.01A	TCGA.D1.A0ZN.01A	TCGA.D1.A0ZO.01A	TCGA.D1.A0ZP.01A	TCGA.D1.A0ZQ.01A	TCGA.D1.A0ZR.01A	TCGA.D1.A0ZS.01A	TCGA.D1.A0ZU.01A	TCGA.D1.A0ZV.01A	TCGA.D1.A0ZZ.01A	TCGA.D1.A101.01A	TCGA.D1.A102.01A	TCGA.D1.A103.01A	TCGA.D1.A15V.01A	TCGA.D1.A15W.01A	TCGA.D1.A15X.01A	TCGA.D1.A15Z.01A	TCGA.D1.A160.01A	TCGA.D1.A161.01A	TCGA.D1.A162.01A	TCGA.D1.A163.01A	TCGA.D1.A165.01A	TCGA.D1.A167.01A	TCGA.D1.A168.01A	TCGA.D1.A169.01A	TCGA.D1.A16B.01A	TCGA.D1.A16D.01A	TCGA.D1.A16E.01A	TCGA.D1.A16F.01A	TCGA.D1.A16G.01A	TCGA.D1.A16I.01A	TCGA.D1.A16J.01A	TCGA.D1.A16N.01A	TCGA.D1.A16O.01A	TCGA.D1.A16Q.01A	TCGA.D1.A16R.01A	TCGA.D1.A16S.01A	TCGA.D1.A16V.01A	TCGA.D1.A16X.01A	TCGA.D1.A16Y.01A	TCGA.D1.A174.01A	TCGA.D1.A175.01A	TCGA.D1.A176.01A	TCGA.D1.A177.01A	TCGA.D1.A179.01A	TCGA.D1.A17A.01A	TCGA.D1.A17B.01A	TCGA.D1.A17C.01A	TCGA.D1.A17D.01A	TCGA.D1.A17F.01A	TCGA.D1.A17H.01A	TCGA.D1.A17K.01A	TCGA.D1.A17L.01A	TCGA.D1.A17M.01A	TCGA.D1.A17N.01A	TCGA.D1.A17Q.01A	TCGA.D1.A17R.01A	TCGA.D1.A17S.01A	TCGA.D1.A17T.01A	TCGA.D1.A17U.01A	TCGA.D1.A1NS.01A	TCGA.D1.A1NU.01A	TCGA.D1.A1NW.01A	TCGA.D1.A1NX.01A	TCGA.D1.A1NY.01A	TCGA.D1.A1NZ.01A	TCGA.D1.A1O0.01A	TCGA.D1.A1O5.01A	TCGA.D1.A1O7.01A	TCGA.D1.A1O8.01A	TCGA.D1.A2G0.01A	TCGA.D1.A2G5.01A	TCGA.D1.A2G6.01A	TCGA.D1.A2G7.01A	TCGA.D1.A3DA.01A	TCGA.D1.A3DG.01A	TCGA.D1.A3DH.01A	TCGA.D1.A3JP.01A	TCGA.D1.A3JQ.01A	TCGA.DF.A2KN.01A	TCGA.DF.A2KR.01A	TCGA.DF.A2KS.01A	TCGA.DF.A2KU.01A	TCGA.DF.A2KV.01A	TCGA.DF.A2KY.01A	TCGA.DF.A2KZ.01A	TCGA.DF.A2L0.01A	TCGA.DI.A0WH.01A	TCGA.DI.A1BU.01A	TCGA.DI.A1BY.01A	TCGA.DI.A1C3.01A	TCGA.DI.A1NN.01A	TCGA.DI.A1NO.01A	TCGA.DI.A2QT.01A	TCGA.DI.A2QU.01A	TCGA.DI.A2QU.11A	TCGA.DI.A2QY.01A	TCGA.DI.A2QY.11A	TCGA.E6.A1LX.01A	TCGA.E6.A1LZ.01A	TCGA.E6.A1M0.01A	TCGA.E6.A1M0.11A	TCGA.E6.A2P8.01A	TCGA.E6.A2P9.01A	TCGA.E6.A8L9.01A	TCGA.EC.A1NJ.01A	TCGA.EC.A1QX.01A	TCGA.EC.A24G.01A	TCGA.EO.A1Y5.01A	TCGA.EO.A1Y7.01A	TCGA.EO.A1Y8.01A	TCGA.EO.A22R.01A	TCGA.EO.A22S.01A	TCGA.EO.A22T.01A	TCGA.EO.A22U.01A	TCGA.EO.A22X.01A	TCGA.EO.A22Y.01A	TCGA.EO.A2CG.01A	TCGA.EO.A2CH.01A	TCGA.EO.A3AS.01A	TCGA.EO.A3AU.01A	TCGA.EO.A3AV.01A	TCGA.EO.A3AY.01A	TCGA.EO.A3AZ.01A	TCGA.EO.A3B0.01A	TCGA.EO.A3B1.01A	TCGA.EO.A3KU.01A	TCGA.EO.A3KW.01A	TCGA.EO.A3KX.01A	TCGA.EO.A3L0.01A	TCGA.EY.A1G7.01A	TCGA.EY.A1G8.01A	TCGA.EY.A1GC.01A	TCGA.EY.A1GD.01A	TCGA.EY.A1GE.01A	TCGA.EY.A1GF.01A	TCGA.EY.A1GH.01A	TCGA.EY.A1GI.01A	TCGA.EY.A1GK.01A	TCGA.EY.A1GL.01A	TCGA.EY.A1GM.01A	TCGA.EY.A1GO.01A	TCGA.EY.A1GP.01A	TCGA.EY.A1GQ.01A	TCGA.EY.A1GR.01A	TCGA.EY.A1GS.01A	TCGA.EY.A1GT.01A	TCGA.EY.A1GU.01A	TCGA.EY.A1GV.01A	TCGA.EY.A1GW.01A	TCGA.EY.A1GX.01A	TCGA.EY.A1H0.01A	TCGA.EY.A210.01A	TCGA.EY.A212.01A	TCGA.EY.A214.01A	TCGA.EY.A215.01A	TCGA.EY.A2OM.01A	TCGA.EY.A2ON.01A	TCGA.EY.A2OO.01A	TCGA.EY.A2OP.01A	TCGA.EY.A2OQ.01A	TCGA.EY.A3L3.01A	TCGA.EY.A3QX.01A	TCGA.EY.A4KR.01A	TCGA.EY.A547.01A	TCGA.EY.A548.01A	TCGA.EY.A549.01A	TCGA.EY.A54A.01A	TCGA.EY.A5W2.01A	TCGA.EY.A72D.01A	TCGA.FI.A2CX.01A	TCGA.FI.A2CY.01A	TCGA.FI.A2D0.01A	TCGA.FI.A2D2.01A	TCGA.FI.A2D4.01A	TCGA.FI.A2D5.01A	TCGA.FI.A2D6.01A	TCGA.FI.A2EU.01A	TCGA.FI.A2EW.01A	TCGA.FI.A2EX.01A	TCGA.FI.A2EY.01A	TCGA.FI.A2F4.01A	TCGA.FI.A2F8.01A	TCGA.FI.A2F9.01A	TCGA.FI.A3PV.01A	TCGA.FI.A3PX.01A	TCGA.FL.A1YF.11A	TCGA.FL.A1YG.11A	TCGA.FL.A1YH.11A	TCGA.FL.A1YI.11A	TCGA.FL.A1YL.11A	TCGA.FL.A1YM.11A	TCGA.FL.A1YN.11A	TCGA.FL.A1YQ.11A	TCGA.FL.A1YT.11A	TCGA.FL.A1YU.11A	TCGA.FL.A3WE.11A	TCGA.H5.A2HR.01A	TCGA.JU.AAVI.01A	TCGA.K6.A3WQ.01A	TCGA.KJ.A3U4.01A	TCGA.KP.A3VZ.01A	TCGA.KP.A3W0.01A	TCGA.KP.A3W1.01A	TCGA.KP.A3W3.01A	TCGA.KP.A3W4.01A	TCGA.PG.A5BC.01A	TCGA.PG.A6IB.01A	TCGA.PG.A7D5.01A	TCGA.PG.A914.01A	TCGA.PG.A915.01A	TCGA.PG.A916.01A	TCGA.PG.A917.01A	TCGA.QF.A5YS.01A	TCGA.QF.A5YT.01A	TCGA.QS.A5YQ.01A	TCGA.QS.A5YR.01A	TCGA.QS.A744.01A	TCGA.QS.A8F1.01A	TCGA.SJ.A6ZI.01A	TCGA.SJ.A6ZJ.01A	TCGA.SL.A6J9.01A	TCGA.SL.A6JA.01A
hsa-let-7a-1	19306.25	76012.804	58585.942	35954.111	24656.278	67380.313	24537.996	23683.331	20187.466	20183.406	15608.085	14711.69	35347.637	75457.359	29622.988	22085.885	19939.865	44166.036	48960.358	17727.771	14683.705	55144.162	20267.915	47866.982	15076.285	19222.555	45907.874	28000.247	22556.968	71984.694	104773.728	69283.443	16661.864	30899.438	7219.481	71900.346	31523.523	33431.04	31835.714	15140.686	85774.864	22093.145	39878.662	29013.043	27252.033	31808.077	74170.514	35764.053	54311.967	61759.659	26353.981	22061.591	44761.165	38445.624	33180.553	26212.978	27995.862	15738.613	33714.487	42290.52	35896.448	56486.98	30478.248	57308.409	38978.795	40764.087	48918.136	40749.384	41701.352	27249.175	30741.44	45288.399	62658.95	35918.2	40489.615	41559.618	19565.911	32145.675	48191.447	32292.184	38636.056	49183.271	13356.63	49232.747	67042.126	55485.582	66406.325	36862.846	46251.301	65081.216	67561.599	16527.22	64154.596	64512.222	38393.719	34337.156	18647.445	11671.844	21394.234	37966.842	20221.743	28692.733	64014.786	54155.557	80228.805	37244.438	32183.575	47892.429	27692.23	25084.431	31911.33	12969.61	20739.078	29387.192	40649.892	25900.863	81811.108	25258.338	73983.709	66036.647	72287.904	29325.933	48962.301	12446.817	18747.246	34086.623	38307.89	7381.005	47963.393	59438.603	14087.138	39179.684	18744.344	46874.26	37716.003	25499.771	18126.802	41953.368	29804.156	18554.82	37136.303	44243.024	19446.455	31307.375	16963.493	64821.675	55864.994	34716.469	35821.553	15279.348	32506.329	40401.814	28352.358	32295.068	23755.669	73322.62	34939.91	36622.789	41464.179	27065.267	32096.151	133676.377	142332.879	53385.815	33043.033	41558.914	57975.593	25155.637	46900.341	47777.894	40671.739	12676.278	23600.247	24902.927	38428.882	26277.464	15923.766	18088.08	52029.788	32030.191	15654.997	68490.951	31656.979	43949.823	34927.038	43989.162	18918.306	45473.481	23180.297	35012.729	33207.069	19003.33	55460.818	49364.945	66368.593	79942.452	39131.751	23306.58	41049.533	34880.996	33020.327	18254.48	47057.118	50423.059	38019.766	37821.859	15441.206	28319.579	49957.131	24577.553	79728.581	31817.317	53384.527	42782.193	75568.71	19226.399	69083.131	52239.756	26215.125	5271.987	5952.703	10949.16	17646.961	64089.712	135726.104	30667.436	16962.359	31301.657	55492.432	39124.067	61583.853	48080.558	26171.676	27735.044	19891.46	37104.458	33397.029	34206.696	45471.431	43680.256	40313.97	57238.463	10116.203	42647.048	29104.92	32531.146	49583.239	46136.782	33256.667	38563.265	29727.718	15615.555	35117.718	31767.81	35510.41	43500.292	71497.643	40981.691	23817.559	98459.086	37287.939	37179.338	49207.929	39384.055	46606.593	37718.026	25130.487	19519.462	28819.783	24558.533	38400.076	23959.002	20625.036	30478.088	17081.671	34106.499	31159.938	30039.749	16875.346	23317.574	24471.411	30716.493	23874.727	34350.702	27416.003	56665.824	28470.624	36552.978	20788.781	47754.884	27517.909	21571.11	31952.502	15367.594	43293.655	49508.637	34674.98	28909.341	37497.631	31722.807	26539.888	26788.354	25101.416	14842	26068.962	24139.127	49565.235	40083.564	32303.039	18845.901	28568.825	25368.229	14407.03	55534.739	43824.257	55907.59	27883.94	45387.348	34151.257	31264.436	23861.231	32527.754	35289.006	16428.84	36712.78	43315.147	34256.572	36688.465	47106.569	24270.809	37287.283	27766.572	41126.315	34048.887	16435.421	18820.189	83340.39	79053.132	37358.351	53904.042	31430.933	13453.149	26719.188	94831.043	31873.595	138238.89	27929.508	44042.171	24200.201	45183.304	26523.025	20132.135	55226.293	20909.062	34744.71	40540.606	58601.936	36435.685	80400.361	44176.747	82613.232	65495.303	95587.389	18994.68	27850.139	20492.818	60621.121	37952.255	16698.113	17985.16	21062.881	29347.763	20206.089	37121.089	26006.31	54239.482	35466.105	42970.325	22630.942	23443.458	32128.804	70372.761	34340.844	12605.479	22255.607	35969.176	56082.078	41834.929	54452.953	74314.191	22448.583	44902.133	59431.092	24821.38	32311.168	43292.716	19529.119	50911.801	38021.197	16659.267	47175.882	39557.12	60176.356	49332.5	15990.121	20132.702	26853.003	28878.302	43818.079	26449.63	60283.663	11042.566	13385.515	18338.365	37288.904	35779.182	14953.983	29988.289	57926.763	32088.128	54019.119	15606.666	37072.462	36720.48	27031.398	31830.148	37570.875	19466.258	70222.939	82328.044	33772.194	96948.894	101757.352	67172.574	94157.617	42712.89	46650.945	44648.296	38828.517	49811.559	14937.054	10209.686	17591.274	13565.119	34818.603	20905.4	15460.974	20054.212	19712.844	20483.941	25192.078	62465.484	113768.464	58029.761	115011.541	61724.64	23361.674	28047.62	19893.254	14907.52	40124.314	40270.292	46134.917	18800.195	93548.933
hsa-let-7a-2	19324.417	75872.663	58766.852	35679.796	24314.736	67295.215	24321.442	23493.69	19471.35	20037.171	15552.417	14695.589	35257.54	74658.509	29528.453	22152.796	19945.543	44016.817	48888.876	17694.208	14830.486	54350.031	20168.805	47631.459	15072.83	19352.9	46014.251	27888.971	22658.381	71607.994	104263.437	69395.006	16862.148	30469.614	6990.926	72380.861	31149.067	33373.132	32062.501	15038.602	85406.479	21959.907	39691.945	28644.471	27147.15	31690.46	74467.018	35834.515	54563.111	62036.7	26578.353	21971.904	44846.748	38098.633	33045.717	25970.911	27852.264	15496.874	33533.502	42007.904	35571.176	56301.013	30454.381	56831.47	39096.746	40687.539	48175.716	40520.286	41273.823	26591.114	30805.713	44872.795	62686.916	35737.234	40225.886	41138.571	19762.466	32078.151	48009.41	32375.431	38204.866	48821.707	13269.461	49036.668	67539.429	55056.676	65963.203	36492.545	46319.865	64744.656	67440.152	16065.703	64058.087	63365.976	38281.564	34246.546	18692.048	11642.856	21119.412	37715.55	20100.633	28324.237	63498.839	53295.092	80647.613	37227.317	31773.678	47699.272	27702.134	24822.795	31507.745	12972.184	20416.102	29301.821	40273.584	25869.101	81731.238	25132.25	74135.379	66211.878	72353.684	29004.436	49040.78	12374.239	19103.498	34371.104	38261.449	7473.777	47354.401	59084.211	14442.599	39093.664	18275.137	47030.012	37194.193	25183.028	18029.586	41820.01	29507.634	18525.71	37586.839	44083.165	19197.103	31401.768	16814.134	64674.539	55635.153	34512.671	35624.822	15158.304	31973.095	39558.657	28091.848	32227.063	24240.543	73575.477	34909.196	36525.717	41377.919	26925.231	32025.953	132438.735	141992.447	52947.23	32465.708	41122.391	57636.289	24024.129	47384.87	47877.154	40653.628	12873.504	23502.671	24930.641	38160.623	26413.839	15561.325	17928.666	51484.939	31699.168	15402.466	68209.379	31475.159	43509.871	34753.039	44297.009	18888.623	45290.031	23380.876	34803.913	33134.245	18969.8	55301.965	48932.405	66342.02	79905.818	39078.687	23196.066	40326.742	35162.37	33179.797	18122.649	47356.78	50190.795	38135.752	37585.854	15075.574	27870.727	49748.235	24017.303	79480.688	31681.257	53260.4	42924.005	75735.066	18872.183	68903.303	52322.607	26173.025	5425.571	6041.057	11057.975	18112.937	64329.906	136079.051	30902.695	16913.811	31263.733	55792.343	38950.242	61817.001	47945.297	26390.129	27635.032	20121.032	36874.356	32750.251	33810.629	45022.463	43109.614	39872.648	57067.92	10133.95	42378.56	28845.66	31913.328	48939.032	45479.848	32682.995	37797.089	29048.242	15476.493	34461.615	31634.443	34725.269	43633.361	71382.897	40160.287	23358.376	97133.793	36823.343	36880.898	48855.04	39225.424	46100.476	37780.565	24760.164	19411.402	28707.76	24280.867	38221.35	23492.743	20590.146	30485.745	16905.465	33922.194	31017.807	29703.919	16774.67	23315.451	24246.049	30433.85	23715.24	33871.387	27212.284	55860.909	28544.989	36551.336	20766.922	47651.813	27370.885	21374.374	31534.205	15361.335	42812.981	49008.313	34527.439	28551.722	37235.077	31213.995	26367.675	26658.261	24887.861	14855.109	26105.108	24266.072	49633.39	40056.825	31977.423	18441.237	28515.166	25396.368	14194.403	55332.425	43839.114	55741.88	27602.406	45103.83	34382.932	31286.235	24067.856	32765.63	34734.697	16425.485	36925.825	42956.235	34258.804	36860.485	46977.081	24495.734	36925.389	27806.857	40943.942	33868.948	16455.926	19060.818	82363.951	79027.639	37217.076	53822.957	31369.235	13409.959	26623.06	93878.051	31667.764	137858.792	27866.076	44384.81	24304.874	45437.677	26105.277	19603.35	55287.216	20981.09	34599.993	40102.784	58190.802	36485.106	80294.808	43878.67	81889.891	65509.003	95986.953	19086.855	27687.553	20384.621	60586.45	37855.024	16546.421	18138.886	20777.056	29249.907	19697.389	36909.592	25872.386	53645.687	35454.6	42586.889	22749.405	23341.052	31758.037	71112.963	34421.954	12397.26	22187.195	35703.239	55618.673	41330.347	54142.595	74065.613	22140.801	44221.269	59040.725	24487.073	32121.09	43350.047	19344.755	50471.428	37993.687	16399.461	47002.748	39581.614	59825.626	49224.112	16003.531	19748.098	27287.479	28095.936	43344.323	26647.239	60682.102	10899.471	13223.372	18576.891	37248.812	35664.253	15041.475	30059.967	57959.352	32132.826	53662.629	15655.173	37150.738	36479.942	26777.858	31668.487	37352.17	19320.684	70192.01	83121.648	33357.919	96804.625	101654.128	67133.912	94376.801	42542.254	46967.021	44510.467	38932.744	49407.751	14935.239	10226.212	17513.391	13495.646	34732.201	20658.051	15394.366	19776.686	19607.798	20277.873	25022.502	62569.937	113723.241	58534.651	114657.672	61787.515	23763.441	27818.737	19891.277	14404.523	40095.472	40159.897	45759.602	18854.513	94257.711
