	TCGA.2V.A95S.01A	TCGA.2Y.A9GS.01A	TCGA.2Y.A9GT.01A	TCGA.2Y.A9GU.01A	TCGA.2Y.A9GV.01A	TCGA.2Y.A9GW.01A	TCGA.2Y.A9GX.01A	TCGA.2Y.A9GY.01A	TCGA.2Y.A9GZ.01A	TCGA.2Y.A9H0.01A	TCGA.2Y.A9H1.01A	TCGA.2Y.A9H2.01A	TCGA.2Y.A9H3.01A	TCGA.2Y.A9H4.01A	TCGA.2Y.A9H5.01A	TCGA.2Y.A9H6.01A	TCGA.2Y.A9H7.01A	TCGA.2Y.A9H8.01A	TCGA.2Y.A9H9.01A	TCGA.2Y.A9HA.01A	TCGA.2Y.A9HB.01A	TCGA.3K.AAZ8.01A	TCGA.4R.AA8I.01A	TCGA.5C.A9VG.01A	TCGA.5C.A9VH.01A	TCGA.5C.AAPD.01A	TCGA.5R.AA1C.01A	TCGA.5R.AA1D.01A	TCGA.5R.AAAM.01A	TCGA.BC.4072.01B	TCGA.BC.4073.01B	TCGA.BC.A10Q.01A	TCGA.BC.A10Q.11A	TCGA.BC.A10R.01A	TCGA.BC.A10R.11A	TCGA.BC.A10S.01A	TCGA.BC.A10T.01A	TCGA.BC.A10T.11A	TCGA.BC.A10U.01A	TCGA.BC.A10U.11A	TCGA.BC.A10W.01A	TCGA.BC.A10W.11A	TCGA.BC.A10X.01A	TCGA.BC.A10X.11A	TCGA.BC.A10Y.01A	TCGA.BC.A10Y.11A	TCGA.BC.A10Z.01A	TCGA.BC.A10Z.11A	TCGA.BC.A110.01A	TCGA.BC.A110.11A	TCGA.BC.A112.01A	TCGA.BC.A216.01A	TCGA.BC.A216.11A	TCGA.BC.A217.01A	TCGA.BC.A3KF.01A	TCGA.BC.A3KG.01A	TCGA.BC.A5W4.01A	TCGA.BC.A69H.01A	TCGA.BC.A69I.01A	TCGA.BC.A8YO.01A	TCGA.BD.A2L6.01A	TCGA.BD.A2L6.11A	TCGA.BD.A3EP.01A	TCGA.BD.A3EP.11A	TCGA.BD.A3ER.01A	TCGA.BW.A5NO.01A	TCGA.BW.A5NP.01A	TCGA.BW.A5NQ.01A	TCGA.CC.5258.01A	TCGA.CC.5259.01A	TCGA.CC.5260.01A	TCGA.CC.5261.01A	TCGA.CC.5262.01A	TCGA.CC.5263.01A	TCGA.CC.5264.01A	TCGA.CC.A123.01A	TCGA.CC.A1HT.01A	TCGA.CC.A3M9.01A	TCGA.CC.A3MA.01A	TCGA.CC.A3MB.01A	TCGA.CC.A3MC.01A	TCGA.CC.A5UC.01A	TCGA.CC.A5UD.01A	TCGA.CC.A5UE.01A	TCGA.CC.A7IE.01A	TCGA.CC.A7IF.01A	TCGA.CC.A7IG.01A	TCGA.CC.A7IH.01A	TCGA.CC.A7II.01A	TCGA.CC.A7IJ.01A	TCGA.CC.A7IK.01A	TCGA.CC.A7IL.01A	TCGA.CC.A8HS.01A	TCGA.CC.A8HT.01A	TCGA.CC.A8HU.01A	TCGA.CC.A8HV.01A	TCGA.CC.A9FS.01A	TCGA.CC.A9FU.01A	TCGA.CC.A9FV.01A	TCGA.CC.A9FW.01A	TCGA.DD.A113.01A	TCGA.DD.A113.11A	TCGA.DD.A114.01A	TCGA.DD.A114.11A	TCGA.DD.A115.01A	TCGA.DD.A116.01A	TCGA.DD.A116.11A	TCGA.DD.A118.01A	TCGA.DD.A118.11A	TCGA.DD.A119.01A	TCGA.DD.A119.11A	TCGA.DD.A11A.01A	TCGA.DD.A11A.11A	TCGA.DD.A11B.01A	TCGA.DD.A11B.11A	TCGA.DD.A11C.01A	TCGA.DD.A11C.11A	TCGA.DD.A11D.01A	TCGA.DD.A11D.11A	TCGA.DD.A1EA.01A	TCGA.DD.A1EB.01A	TCGA.DD.A1EB.11A	TCGA.DD.A1EC.01A	TCGA.DD.A1EC.11A	TCGA.DD.A1ED.01A	TCGA.DD.A1EE.01A	TCGA.DD.A1EE.11A	TCGA.DD.A1EF.01A	TCGA.DD.A1EG.01A	TCGA.DD.A1EG.11A	TCGA.DD.A1EH.01A	TCGA.DD.A1EH.11A	TCGA.DD.A1EI.01A	TCGA.DD.A1EI.11A	TCGA.DD.A1EJ.01A	TCGA.DD.A1EJ.11A	TCGA.DD.A1EK.01A	TCGA.DD.A1EL.01A	TCGA.DD.A1EL.11A	TCGA.DD.A39V.01A	TCGA.DD.A39V.11A	TCGA.DD.A39W.01A	TCGA.DD.A39W.11A	TCGA.DD.A39X.01A	TCGA.DD.A39X.11A	TCGA.DD.A39Y.01A	TCGA.DD.A39Z.01A	TCGA.DD.A39Z.11A	TCGA.DD.A3A1.01A	TCGA.DD.A3A1.11A	TCGA.DD.A3A2.01A	TCGA.DD.A3A2.11A	TCGA.DD.A3A3.01A	TCGA.DD.A3A3.11A	TCGA.DD.A3A4.01A	TCGA.DD.A3A5.01A	TCGA.DD.A3A6.01A	TCGA.DD.A3A7.01A	TCGA.DD.A3A8.01A	TCGA.DD.A3A9.01A	TCGA.DD.A4NA.01A	TCGA.DD.A4NB.01A	TCGA.DD.A4ND.01A	TCGA.DD.A4NE.01A	TCGA.DD.A4NF.01A	TCGA.DD.A4NG.01A	TCGA.DD.A4NH.01A	TCGA.DD.A4NI.01A	TCGA.DD.A4NL.01A	TCGA.DD.A4NN.01A	TCGA.DD.A4NO.01A	TCGA.DD.A4NP.01A	TCGA.DD.A4NQ.01A	TCGA.DD.A4NR.01A	TCGA.DD.A4NS.01A	TCGA.DD.A4NV.01A	TCGA.DD.A73A.01A	TCGA.DD.A73B.01A	TCGA.DD.A73C.01A	TCGA.DD.A73D.01A	TCGA.DD.A73E.01A	TCGA.DD.A73F.01A	TCGA.DD.A73G.01A	TCGA.DD.AA3A.01A	TCGA.DD.AAC8.01A	TCGA.DD.AAC9.01A	TCGA.DD.AACA.01A	TCGA.DD.AACA.02A	TCGA.DD.AACA.02B	TCGA.DD.AACB.01A	TCGA.DD.AACC.01A	TCGA.DD.AACD.01A	TCGA.DD.AACE.01A	TCGA.DD.AACF.01A	TCGA.DD.AACG.01A	TCGA.DD.AACH.01A	TCGA.DD.AACI.01A	TCGA.DD.AACJ.01A	TCGA.DD.AACK.01A	TCGA.DD.AACL.01A	TCGA.DD.AACN.01A	TCGA.DD.AACO.01A	TCGA.DD.AACP.01A	TCGA.DD.AACQ.01A	TCGA.DD.AACS.01A	TCGA.DD.AACT.01A	TCGA.DD.AACU.01A	TCGA.DD.AACV.01A	TCGA.DD.AACW.01A	TCGA.DD.AACX.01A	TCGA.DD.AACY.01A	TCGA.DD.AACZ.01A	TCGA.DD.AAD0.01A	TCGA.DD.AAD1.01A	TCGA.DD.AAD2.01A	TCGA.DD.AAD3.01A	TCGA.DD.AAD5.01A	TCGA.DD.AAD6.01A	TCGA.DD.AAD8.01A	TCGA.DD.AADA.01A	TCGA.DD.AADB.01A	TCGA.DD.AADC.01A	TCGA.DD.AADD.01A	TCGA.DD.AADF.01A	TCGA.DD.AADG.01A	TCGA.DD.AADI.01A	TCGA.DD.AADJ.01A	TCGA.DD.AADK.01A	TCGA.DD.AADL.01A	TCGA.DD.AADM.01A	TCGA.DD.AADN.01A	TCGA.DD.AADO.01A	TCGA.DD.AADP.01A	TCGA.DD.AADQ.01A	TCGA.DD.AADR.01A	TCGA.DD.AADS.01A	TCGA.DD.AADU.01A	TCGA.DD.AADV.01A	TCGA.DD.AADW.01A	TCGA.DD.AADY.01A	TCGA.DD.AAE0.01A	TCGA.DD.AAE1.01A	TCGA.DD.AAE2.01A	TCGA.DD.AAE3.01A	TCGA.DD.AAE4.01A	TCGA.DD.AAE6.01A	TCGA.DD.AAE7.01A	TCGA.DD.AAE9.01A	TCGA.DD.AAEA.01A	TCGA.DD.AAEB.01A	TCGA.DD.AAED.01A	TCGA.DD.AAEE.01A	TCGA.DD.AAEG.01A	TCGA.DD.AAEH.01A	TCGA.DD.AAEI.01A	TCGA.DD.AAEK.01A	TCGA.DD.AAVP.01A	TCGA.DD.AAVQ.01A	TCGA.DD.AAVR.01A	TCGA.DD.AAVS.01A	TCGA.DD.AAVU.01A	TCGA.DD.AAVV.01A	TCGA.DD.AAVW.01A	TCGA.DD.AAVX.01A	TCGA.DD.AAVY.01A	TCGA.DD.AAVZ.01A	TCGA.DD.AAW0.01A	TCGA.DD.AAW1.01A	TCGA.DD.AAW2.01A	TCGA.DD.AAW3.01A	TCGA.ED.A459.01A	TCGA.ED.A4XI.01A	TCGA.ED.A5KG.01A	TCGA.ED.A627.01A	TCGA.ED.A66X.01A	TCGA.ED.A66Y.01A	TCGA.ED.A7PX.01A	TCGA.ED.A7PY.01A	TCGA.ED.A7PZ.01A	TCGA.ED.A7XO.01A	TCGA.ED.A7XP.01A	TCGA.ED.A82E.01A	TCGA.ED.A8O5.01A	TCGA.ED.A8O6.01A	TCGA.ED.A97K.01A	TCGA.EP.A12J.01A	TCGA.EP.A12J.11A	TCGA.EP.A26S.01A	TCGA.EP.A26S.11A	TCGA.EP.A2KA.01A	TCGA.EP.A2KB.01A	TCGA.EP.A2KC.01A	TCGA.EP.A3JL.01A	TCGA.EP.A3RK.01A	TCGA.ES.A2HS.01A	TCGA.ES.A2HT.01A	TCGA.ES.A2HT.11A	TCGA.FV.A23B.01A	TCGA.FV.A23B.11A	TCGA.FV.A2QQ.01A	TCGA.FV.A2QR.01A	TCGA.FV.A2QR.11A	TCGA.FV.A3I0.01A	TCGA.FV.A3I1.01A	TCGA.FV.A495.01A	TCGA.FV.A496.01A	TCGA.FV.A4ZP.01A	TCGA.FV.A4ZQ.01A	TCGA.G3.A25S.01A	TCGA.G3.A25T.01A	TCGA.G3.A25U.01A	TCGA.G3.A25V.01A	TCGA.G3.A25X.01A	TCGA.G3.A25Y.01A	TCGA.G3.A25Z.01A	TCGA.G3.A3CG.01A	TCGA.G3.A3CH.01A	TCGA.G3.A3CI.01A	TCGA.G3.A3CJ.01A	TCGA.G3.A3CK.01A	TCGA.G3.A5SI.01A	TCGA.G3.A5SJ.01A	TCGA.G3.A5SK.01A	TCGA.G3.A5SL.01A	TCGA.G3.A5SM.01A	TCGA.G3.A6UC.01A	TCGA.G3.A7M5.01A	TCGA.G3.A7M6.01A	TCGA.G3.A7M7.01A	TCGA.G3.A7M8.01A	TCGA.G3.A7M9.01A	TCGA.G3.AAUZ.01A	TCGA.G3.AAV0.01A	TCGA.G3.AAV1.01A	TCGA.G3.AAV2.01A	TCGA.G3.AAV3.01A	TCGA.G3.AAV4.01A	TCGA.G3.AAV5.01A	TCGA.G3.AAV6.01A	TCGA.G3.AAV7.01A	TCGA.GJ.A3OU.01A	TCGA.GJ.A6C0.01A	TCGA.GJ.A9DB.01A	TCGA.HP.A5MZ.01A	TCGA.HP.A5N0.01A	TCGA.K7.A5RF.01A	TCGA.K7.A5RG.01A	TCGA.K7.A6G5.01A	TCGA.K7.AAU7.01A	TCGA.KR.A7K0.01A	TCGA.KR.A7K2.01A	TCGA.KR.A7K7.01A	TCGA.KR.A7K8.01A	TCGA.LG.A6GG.01A	TCGA.LG.A9QC.01A	TCGA.LG.A9QD.01A	TCGA.MI.A75C.01A	TCGA.MI.A75E.01A	TCGA.MI.A75G.01A	TCGA.MI.A75H.01A	TCGA.MI.A75I.01A	TCGA.MR.A520.01A	TCGA.MR.A8JO.01A	TCGA.NI.A4U2.01A	TCGA.NI.A8LF.01A	TCGA.O8.A75V.01A	TCGA.PD.A5DF.01A	TCGA.QA.A7B7.01A	TCGA.RC.A6M3.01A	TCGA.RC.A6M4.01A	TCGA.RC.A6M5.01A	TCGA.RC.A6M6.01A	TCGA.RC.A7S9.01A	TCGA.RC.A7SB.01A	TCGA.RC.A7SF.01A	TCGA.RC.A7SH.01A	TCGA.RC.A7SK.01A	TCGA.RG.A7D4.01A	TCGA.T1.A6J8.01A	TCGA.UB.A7MA.01A	TCGA.UB.A7MB.01A	TCGA.UB.A7MC.01A	TCGA.UB.A7MD.01A	TCGA.UB.A7ME.01A	TCGA.UB.A7MF.01A	TCGA.UB.AA0U.01A	TCGA.UB.AA0V.01A	TCGA.WJ.A86L.01A	TCGA.WQ.A9G7.01A	TCGA.WQ.AB4B.01A	TCGA.WX.AA44.01A	TCGA.WX.AA46.01A	TCGA.WX.AA47.01A	TCGA.XR.A8TC.01A	TCGA.XR.A8TD.01A	TCGA.XR.A8TE.01A	TCGA.XR.A8TF.01A	TCGA.XR.A8TG.01A	TCGA.YA.A8S7.01A	TCGA.ZP.A9CV.01A	TCGA.ZP.A9CY.01A	TCGA.ZP.A9CZ.01A	TCGA.ZP.A9D0.01A	TCGA.ZP.A9D1.01A	TCGA.ZP.A9D2.01A	TCGA.ZP.A9D4.01A	TCGA.ZS.A9CD.01A	TCGA.ZS.A9CE.01A	TCGA.ZS.A9CF.01A	TCGA.ZS.A9CF.02A	TCGA.ZS.A9CG.01A
hsa-let-7a-1	28975.039	32196.731	54092.735	48163.003	36163.234	49442.629	45770.254	19957.982	51556.464	45373.591	56363.858	38824.67	60364.626	73874.278	45774.291	31257.899	21831.091	33815.374	41583.262	44857.611	45702.169	64075.046	70234.483	57628.083	36992.374	42552.764	88841.669	71578.239	56731.719	65166.417	49316.008	45151.546	42402.373	99739.919	47628.531	44315.963	79114.637	61143.551	74333.514	45543.913	76078.245	59790.054	52544.015	48841.048	85218.349	55885.422	38502.341	58895.056	92397.69	43200.969	58337.146	60090.12	96364.129	20311.493	39658.754	41216.264	30589.537	51124.905	75002.642	38167.03	37043.69	34193.545	22781.618	25173.477	36748.909	14999.891	39543.275	10980.155	25034.642	34071.755	121683.358	84237.296	53150.301	59506.41	52459.418	36979.988	43151.29	20051.142	85183.433	31022.518	43514.424	16028.553	59083.237	27303.799	19725.422	46431.456	79145.03	39393.809	15318.997	67829.885	58570.378	62914.42	93793.814	21903.224	37993.113	37100.391	58399.536	22425.33	59284.088	16319.07	60153.998	60057.586	84933.265	52418.624	54854.411	65901.181	36849.925	107431.126	78046.398	48765.709	48692.058	66334.69	39566.484	134916.693	57408.375	42353.627	40778.869	88738.241	44681.253	54331.035	59295.647	54047.592	52630.922	39887.739	81926.186	98376.259	60952.112	34845.871	40678.473	28636.51	121213.911	46829.145	41858.129	62945.277	41291.316	80855.555	23121.51	48909.455	88818.463	42418.808	39333.212	38313.655	28316.395	33513.674	31068.215	22485.294	54887.695	39551.697	25389.037	25474.39	36461.273	26732.236	34581.561	30454.657	39873.78	30873.002	38850.329	26634.234	42663.135	37569.897	20905.535	32213.935	20184.152	31813.426	25313.032	22711.758	25108.388	24244.25	26505.165	35385.242	35799.04	36297.192	15821.629	21178.341	49334.931	73197.642	38074.828	54419.37	65834.887	52845.555	85552.534	24890.387	30158.789	27990.307	48616.466	64083.595	46284.194	40252.982	57303.121	36131.44	53520.865	35896.846	50344.707	70188.087	25228.097	72122.997	50912.024	50661.43	44406.17	10120.945	53552.591	40168.146	25521.143	37531.329	52521.651	41585.135	36461.654	68411.516	55979.386	38159.913	83788.158	14543.586	120635.601	50386.662	40512.454	57254.468	32478.252	60987.014	45529.718	37365.355	38517.808	29668.252	32986.964	35547.221	74471.507	52765.206	36884.871	44033.461	55496.852	63336.551	17669.334	28047.82	57122.832	50669.328	48191.977	63959.733	42619.744	41170.004	78368.469	46009.757	49171.515	22730.16	75419.68	50642.474	44049.132	58818.099	42576.817	40989.53	42121.752	81778.126	50051.769	31139.432	51272.974	66113.022	23625.017	64129.061	56416.607	27331.942	61293.916	47891.941	45941.016	49258.11	40000.313	63313.145	83094.446	51766.115	53704.233	57510.574	67852.37	67556.427	9504.205	21195.818	29687.909	56516.688	35667.718	44256.622	21971.924	47379.302	26869.698	19080.645	16221.818	29818.154	62890.709	24973.403	92740.848	140226.891	73485.782	147157.327	54816.162	45278.865	91286.569	31149.293	30838.116	19622.634	36282.191	42076.625	49649.552	41600.224	61974.91	23259.34	35365.801	37604.638	34408.95	27939.669	27413.63	48034.045	15900.763	19573.329	29204.411	35725.985	83187.201	51010.249	65192.413	69158.735	58192.122	32307.605	34666.616	30510.986	49936.705	37129.751	27879.889	20117.817	26422.654	50356.822	20702.804	66670.717	43584.481	44255.919	19725.45	32454.759	11292.091	72890.911	68642.894	44552.854	58297.246	27160.788	122087.786	36726.962	19937.981	44487.42	55028.837	59087.688	62768.889	23248.893	33742.704	24636.342	23906.29	58495.5	38802.286	66264.003	70599.046	10421.847	29919.703	37845.715	48425.561	61759.938	52198.303	38726.572	42698.447	50370.822	36233.01	20850.512	28457.201	26827.477	55361.557	46145.554	13703.271	23397.462	42832.013	52177.23	42721.997	17403.017	32929.916	24505.837	29180.119	42908.61	28508.578	18585.759	42954.71	49544.853	90219.596	46662.261	20614.22	29123.184	69145.776	71948.638	52407.952	48156.788	34394.404	31106.899	38523.715	57327.589	47888.009	69028.903	26456.711	39474.813	33657.644	55611.835	53736.124	56714.435	54910.881	82424.79	31059.393	63687.888	89477.888	96219.035	40441.109	60262.572	28221.446	37240.644	42349.583
hsa-let-7a-2	28808.385	31782.896	53345.549	47687.195	35458.551	49586.763	45773.143	19940.563	51537.003	45101.507	56584.421	38539.085	59619.202	73386.25	45419.478	31534.245	21795.476	33785.045	41664.421	44461.406	45737.741	63962.598	70793.989	57600.546	36907.471	42158.852	87848.146	71989.212	56390.302	65473.231	49625.248	45466.033	42211.907	99217.622	47555.811	44006.339	79033.296	61002.637	74426.72	45232.942	75461.062	59486.328	52717.488	48735.987	85702.24	55852.795	38302.743	58854.075	92272.014	42860.414	58402.141	59685.99	96342.368	20292.653	39484.454	41091.734	30214.48	51401.471	75104.609	37782.355	37422.858	33927.968	22863.958	25225.683	36766.286	14924.877	39105.08	10787.939	25304.374	33928.857	120993.411	83851.828	53096.329	58876.799	53013.878	37051.366	43187.327	20165.132	84358.866	30915.969	43179.547	16131.138	58533.44	27488.685	19711.03	46809.236	79080.187	38994.826	14973.495	68231.112	58687.017	63279.654	93543.278	21911.422	37922.96	36688.44	57988.498	22456.586	59054.904	16028.295	60054.744	59703.327	84359.625	52571.73	55144.593	66090.494	36876.337	106957.545	77941.2	48826.364	48629.27	66030.407	39323	134501.001	57123.227	42880.745	40769.64	87844.35	44117.984	53748.068	59523.092	54038.262	52678.311	39845.872	82008.499	98526.916	60577.661	34395.741	40475.132	28537.943	121547.587	46809.455	41829.794	62336.247	41039.727	80934.539	22973.415	48683.209	88696.988	42192.804	39096.976	38506.022	28231.279	33060.769	31169.822	22484.562	54852.404	39454.349	25206.375	25295.811	36026.424	26939.157	34773.896	29941.881	40067.951	31129.68	38674.176	26641.904	42043.263	37270.844	21177.649	32034.847	19950.506	31658.108	25471.27	22084.789	24687.834	23978.559	26058.316	35496.923	35533.977	35504.565	15853.586	20705.278	48953.96	73084.192	38404.55	54442.419	66181.048	52951.702	86131.402	24501.102	30227.279	28191.337	48307.881	64119.316	46012.251	40535.073	57252.079	35853.709	53336.479	36147.128	50041.012	70195.543	24895.133	71442.696	51103.786	50082.145	44344.388	10090.934	53182.976	40304.309	25452.467	37612.373	51739.139	41532.051	36408.082	68401.253	55606.462	37509.186	83624.456	14628.055	120950.192	50185.388	40321.783	56838.639	32394.675	60839.023	45180.875	37293.121	38448.57	29454.134	33462.948	35354.512	74074.262	52484.969	36747.965	44364.562	55646.649	63339.931	17609.099	27191.427	57142.562	50525.869	48041.691	63578.752	42249.444	40980.941	78019.383	46020.729	48830.313	22622.292	75201.071	51261.337	44358.646	58410.854	42135.036	40184.195	41833.518	82481.22	50197.398	30855.508	50965.418	66324.294	23589.771	64302.847	55919.971	27080.52	61334.053	48160.566	45675.186	49148.149	39550.543	63031.46	82327.807	51587.016	53516.257	57442.932	67634.232	66782.298	9613.212	20998.5	29529.463	55722.624	35862.479	44262.921	22073.488	47487.738	26596.126	19008.512	16543.497	29657.197	62643.759	24662.709	92521.485	140092.159	73319.952	146686.349	54795.031	45011.238	91031.466	31090.418	30987.166	19378.024	36699.204	41934.967	49573.301	41987.916	61768.825	23652.705	35653.924	37560.02	34236.231	27681.536	27117.083	47657.901	16147.744	19422.517	29211.356	35922.641	82627.456	50814.897	64836.262	68801.967	58153.576	32291.594	34562.147	30573.809	49975.859	37475.564	27738.875	19681.405	26047.701	49041.599	20569.377	66814.771	43735.902	43788.534	19458.835	31927.317	11240.547	73119.969	68673.723	44753.606	58339.911	27317.477	121844.865	36681.106	19891.203	44632.401	55025.172	58260.472	62599.853	23021.906	33272.161	24638.059	23982.189	58855.724	38176.961	66146.103	70722.732	10447.352	29728.618	37751.302	48164.19	61680.401	51862.317	38416.436	42860.249	50053.859	35916.523	20631.729	28447.132	26403.708	54589.894	45914.682	13676.641	23145.444	42830.572	52158.825	42713.983	17491.862	33060.477	24357.376	29048.86	42187.55	29194.383	18760.533	42994.284	49778.013	89251.579	46127.248	20146.213	29088.722	68783.521	71999.031	52124.869	48289.657	33857.987	31264.402	38529.621	57044.063	47526.809	69155.733	26470.848	39233.644	33110.78	55085.284	53733.024	56353.403	54696.15	82071.35	31146.409	63323.128	89223.811	95538.852	40019.416	60513.268	27656.118	37391.732	42342.915
hsa-let-7a-3	29176.356	31793.338	54026.807	48174.48	36122.838	49731.568	45563.218	20102.779	51676.222	45216.069	56056.183	38549.229	59693.971	73908.797	45895.482	31439.033	21852.647	33883.614	42031.138	44724.712	46068.355	63507.041	70177.872	57950.495	37307.051	42215.672	87745.463	72203.899	57170.169	65237.662	49469.329	45436.05	42626.311	99404.312	47759.265	44712.59	79163.665	61034.571	74882.71	45323.224	76283.634	59548.836	53248.398	48953.917	85485.885	56007.938	38233.652	59022.636	92510.422	43333.346	59864.019	60210.6	96306.759	20430.292	39608.505	41579.35	30633.004	51287.591	74060.01	37752.831	37409.05	33986.926	22762.976	25583.67	37044.321	15055.456	39539.454	11115.9	25401.937	34221.323	121016.748	84021.363	53423.228	59618.645	52706.677	37178.954	43270.626	20432.088	85604.992	30817.896	43723.178	16153	59205.535	27768.485	19465.41	46895.883	79828.384	39060.774	15279.586	68701.084	57159.228	62793.657	94036.937	22042.579	37684.939	36815.912	58794.486	22817.641	59139.715	16612.697	59816.851	59451.185	85136.075	52381.441	55173.529	66095.287	37672.307	106706.535	77895.572	49081.322	48421.721	66064.439	39272.179	134197.893	57612.409	41954.791	40689.658	88276.258	44593.633	54215.077	59807.575	53903.439	52411.119	39913.258	82628.449	98327.397	61480.747	34722.158	40434.916	28646.808	121728.039	46815.081	42370.404	62996.504	41316.132	81570.392	22916.055	48653.779	88399.423	42166.974	39250.978	38526.213	28739.252	33714.965	31603.665	22332.363	54863.263	39943.174	25526.984	25499.192	36322.121	26780.204	35082.336	30413.133	39793.125	30901.183	38900.948	26808.088	42853.469	37843.457	21257.491	32204.798	20567.999	32034.712	25161.388	22475.653	24862.526	24479.189	26481.646	36063.68	35822.314	36276.334	15754.672	20947.674	49513.941	73763.144	37886.994	54596.078	66477.144	52663.987	87448.197	25028.849	30329.158	27958.927	47751.929	64479.768	46412.574	41365.341	57083.357	36084.5	53210.642	36224.875	50238.821	70511.457	25179.51	71925.851	51394.405	49554.823	44731.935	10120.155	53922.205	40168.146	25879.029	37610.545	52085.811	41786.855	36691.846	68413.568	56640.996	38313.664	84515.722	14633.335	121491.581	50728.045	40205.123	57603.63	32846.463	60602.238	45736.843	37461.929	38655.384	29456.123	33791.395	34992.174	73982.269	53268.359	37163.445	44083.867	56105.213	63650.918	17881.525	27953.226	57112.601	50622.402	48532.21	63602.307	42304.548	41421.134	78487.283	46246.165	49438.955	23113.69	75445.203	50756.512	43706.497	58913.74	42717.03	40944.04	42034.653	82483.288	49669.922	30688.666	51130.549	66315.905	23499.54	64700.464	57008.036	27322.962	61303.233	48157.077	45929.126	49162.886	40320.775	63456.402	82468.744	52134.365	53316.153	57735.586	67507.942	67214.549	9616.158	21093.213	29580.907	56536.566	35785.162	44657.214	22128.523	47554.749	27205.233	18924.256	16317.638	29558.805	62792.192	24999.592	93315.732	140289.173	73280.493	146863.612	54717.321	45739.223	91311.911	30998.358	31454.077	19573.404	37411.332	42109.956	49559.437	42582.006	62165.263	23837.914	35759.592	37577.867	34425.971	27929.828	27476.906	47860.025	15710.61	19927.663	28862.927	36002.212	82945.567	51143.882	64977.981	69565.144	58115.03	32943.19	34936.001	30709.713	50139.759	37666.535	27780.952	20113.46	25993.769	49351.414	20573.854	66452.537	43395.206	44221.378	19768.539	32092.853	11365.726	73852.561	68659.215	44663.267	57814.591	27420.505	121660.195	36458.375	20109.754	44543.801	55401.836	59296.806	62702.43	23340.595	33405.828	24996.974	23789.778	59071.313	38825.947	66111.338	70740.402	10602.853	29905.662	38287.234	48670.517	61904.328	52198.303	38472.693	43094.697	50482.797	36043.683	20652.081	28962.104	26928.447	54156.494	45901.973	13643.866	23469.333	42906.219	52039.192	43026.545	17611.802	33529.681	24435.048	29196.758	42912.931	28979.801	18744.249	43030.261	49707.73	90182.998	45570.619	20649.8	29348.129	68969.544	72341.14	52113.811	48585.08	34032.634	31384.549	38656.588	57222.131	47425.172	69830.563	26511.494	39271.273	33406.086	55632.087	54207.938	56754.745	55305.183	83240.661	31083.461	63498.617	89902.917	95985.347	40586.521	60088.278	28011.054	37037.895	42613.66
