	TCGA.3Z.A93Z.01A	TCGA.6D.AA2E.01A	TCGA.A3.3357.01A	TCGA.A3.3358.01A	TCGA.A3.3367.01A	TCGA.A3.3370.01A	TCGA.A3.3373.01A	TCGA.A3.3376.01A	TCGA.A3.3385.01A	TCGA.A3.3387.01A	TCGA.A3.A6NI.01A	TCGA.A3.A6NJ.01A	TCGA.A3.A6NL.01A	TCGA.A3.A6NN.01A	TCGA.A3.A8CQ.01A	TCGA.A3.A8OU.01A	TCGA.A3.A8OV.01A	TCGA.A3.A8OW.01A	TCGA.A3.A8OX.01A	TCGA.AK.3425.01A	TCGA.AK.3428.01A	TCGA.AK.3431.01A	TCGA.AK.3433.01A	TCGA.AK.3434.01A	TCGA.AK.3440.01A	TCGA.AK.3445.01A	TCGA.AK.3450.01A	TCGA.AK.3453.01A	TCGA.AK.3454.01A	TCGA.AK.3458.01A	TCGA.AK.3460.01A	TCGA.AK.3461.01A	TCGA.B0.4688.01A	TCGA.B0.4690.01A	TCGA.B0.4691.01A	TCGA.B0.4693.01A	TCGA.B0.4694.01A	TCGA.B0.4696.01A	TCGA.B0.4697.01A	TCGA.B0.4698.01A	TCGA.B0.4699.01A	TCGA.B0.4700.01A	TCGA.B0.4701.01A	TCGA.B0.4703.01A	TCGA.B0.4706.01A	TCGA.B0.4707.01A	TCGA.B0.4710.01A	TCGA.B0.4712.01A	TCGA.B0.4712.11A	TCGA.B0.4713.01A	TCGA.B0.4714.01A	TCGA.B0.4718.01A	TCGA.B0.4810.01A	TCGA.B0.4811.01A	TCGA.B0.4813.01A	TCGA.B0.4814.01A	TCGA.B0.4815.01A	TCGA.B0.4816.01A	TCGA.B0.4817.01A	TCGA.B0.4818.01A	TCGA.B0.4819.01A	TCGA.B0.4821.01A	TCGA.B0.4822.01A	TCGA.B0.4823.01A	TCGA.B0.4824.01A	TCGA.B0.4827.01A	TCGA.B0.4828.01A	TCGA.B0.4841.01A	TCGA.B0.4842.01A	TCGA.B0.4843.01A	TCGA.B0.4844.01A	TCGA.B0.4845.01A	TCGA.B0.4846.01A	TCGA.B0.4847.01A	TCGA.B0.4848.01A	TCGA.B0.4849.01A	TCGA.B0.4852.01A	TCGA.B0.4945.01A	TCGA.B0.5080.01A	TCGA.B0.5083.01A	TCGA.B0.5092.01A	TCGA.B0.5094.01A	TCGA.B0.5095.01A	TCGA.B0.5096.01A	TCGA.B0.5097.01A	TCGA.B0.5098.01A	TCGA.B0.5099.01A	TCGA.B0.5100.01A	TCGA.B0.5102.01A	TCGA.B0.5104.01A	TCGA.B0.5106.01A	TCGA.B0.5107.01A	TCGA.B0.5108.01A	TCGA.B0.5109.01A	TCGA.B0.5110.01A	TCGA.B0.5113.01A	TCGA.B0.5115.01A	TCGA.B0.5116.01A	TCGA.B0.5117.01A	TCGA.B0.5119.01A	TCGA.B0.5120.01A	TCGA.B0.5121.01A	TCGA.B0.5399.01A	TCGA.B0.5400.01A	TCGA.B0.5402.01A	TCGA.B0.5402.11A	TCGA.B0.5690.01A	TCGA.B0.5691.01A	TCGA.B0.5692.01A	TCGA.B0.5693.01A	TCGA.B0.5694.01A	TCGA.B0.5695.01A	TCGA.B0.5696.01A	TCGA.B0.5697.01A	TCGA.B0.5698.01A	TCGA.B0.5699.01A	TCGA.B0.5700.01A	TCGA.B0.5701.01A	TCGA.B0.5702.01A	TCGA.B0.5703.01A	TCGA.B0.5705.01A	TCGA.B0.5706.01A	TCGA.B0.5707.01A	TCGA.B0.5709.01A	TCGA.B0.5710.01A	TCGA.B0.5711.01A	TCGA.B0.5711.11A	TCGA.B0.5712.01A	TCGA.B0.5712.11A	TCGA.B0.5713.01A	TCGA.B0.5812.01A	TCGA.B2.3924.01A	TCGA.B2.3924.01B	TCGA.B2.4101.01A	TCGA.B2.5633.01A	TCGA.B2.5633.01B	TCGA.B2.5635.01A	TCGA.B2.5635.01B	TCGA.B2.5636.01A	TCGA.B2.5639.01A	TCGA.B2.5641.01A	TCGA.B2.A4SR.01A	TCGA.B4.5377.01A	TCGA.B4.5378.01A	TCGA.B4.5832.01A	TCGA.B4.5834.01A	TCGA.B4.5835.01A	TCGA.B4.5836.01A	TCGA.B4.5838.01A	TCGA.B4.5843.01A	TCGA.B4.5844.01A	TCGA.B8.4146.01B	TCGA.B8.4153.01B	TCGA.B8.4621.01A	TCGA.B8.4622.01A	TCGA.B8.5158.01A	TCGA.B8.5159.01A	TCGA.B8.5162.01A	TCGA.B8.5163.01A	TCGA.B8.5164.01A	TCGA.B8.5165.01A	TCGA.B8.5545.01A	TCGA.B8.5546.01A	TCGA.B8.5549.01A	TCGA.B8.5550.01A	TCGA.B8.5551.01A	TCGA.B8.5552.01B	TCGA.B8.5553.01A	TCGA.B8.A54D.01A	TCGA.B8.A54E.01A	TCGA.B8.A54F.01A	TCGA.B8.A54G.01A	TCGA.B8.A54H.01A	TCGA.B8.A54I.01A	TCGA.B8.A54J.01A	TCGA.B8.A54K.01A	TCGA.B8.A7U6.01A	TCGA.B8.A8YJ.01A	TCGA.BP.4177.01A	TCGA.BP.4760.01A	TCGA.BP.4770.01A	TCGA.BP.4782.01A	TCGA.BP.4795.01A	TCGA.BP.4801.01A	TCGA.BP.4993.01A	TCGA.BP.5010.01A	TCGA.BP.5168.01A	TCGA.BP.5169.01A	TCGA.BP.5170.01A	TCGA.BP.5173.01A	TCGA.BP.5174.01A	TCGA.BP.5175.01A	TCGA.BP.5176.01A	TCGA.BP.5177.01A	TCGA.BP.5178.01A	TCGA.BP.5180.01A	TCGA.BP.5181.01A	TCGA.BP.5182.01A	TCGA.BP.5183.01A	TCGA.BP.5184.01A	TCGA.BP.5185.01A	TCGA.BP.5186.01A	TCGA.BP.5187.01A	TCGA.BP.5189.01A	TCGA.BP.5190.01A	TCGA.BP.5191.01A	TCGA.BP.5192.01A	TCGA.BP.5194.01A	TCGA.BP.5195.01A	TCGA.BP.5196.01A	TCGA.BP.5198.01A	TCGA.BP.5199.01A	TCGA.BP.5200.01A	TCGA.BP.5201.01A	TCGA.BP.5202.01A	TCGA.CJ.4869.01A	TCGA.CJ.4882.01A	TCGA.CJ.4897.01A	TCGA.CJ.4901.01A	TCGA.CJ.4902.01A	TCGA.CJ.4903.01A	TCGA.CJ.4904.01A	TCGA.CJ.4905.01A	TCGA.CJ.4907.01A	TCGA.CJ.4908.01A	TCGA.CJ.4912.01A	TCGA.CJ.4916.01A	TCGA.CJ.4918.01A	TCGA.CJ.4920.01A	TCGA.CJ.4923.01A	TCGA.CJ.5671.01A	TCGA.CJ.5672.01A	TCGA.CJ.5675.01A	TCGA.CJ.5676.01A	TCGA.CJ.5677.01A	TCGA.CJ.5678.01A	TCGA.CJ.5679.01A	TCGA.CJ.5680.01A	TCGA.CJ.5681.01A	TCGA.CJ.5682.01A	TCGA.CJ.5683.01A	TCGA.CJ.5684.01A	TCGA.CJ.5686.01A	TCGA.CJ.5689.01A	TCGA.CJ.6027.01A	TCGA.CJ.6028.01A	TCGA.CJ.6030.01A	TCGA.CJ.6031.01A	TCGA.CJ.6032.01A	TCGA.CJ.6033.01A	TCGA.CW.5580.01A	TCGA.CW.5581.01A	TCGA.CW.5583.01A	TCGA.CW.5584.01A	TCGA.CW.5585.01A	TCGA.CW.5587.01A	TCGA.CW.5588.01A	TCGA.CW.5589.01A	TCGA.CW.5590.01A	TCGA.CW.5591.01A	TCGA.CW.6087.01A	TCGA.CW.6088.01A	TCGA.CW.6090.01A	TCGA.CW.6093.01A	TCGA.CW.6097.01A	TCGA.CZ.4853.01A	TCGA.CZ.4856.01A	TCGA.CZ.4859.01A	TCGA.CZ.4863.01A	TCGA.CZ.4863.11A	TCGA.CZ.4864.01A	TCGA.CZ.4864.11A	TCGA.CZ.4865.01A	TCGA.CZ.4865.11A	TCGA.CZ.4866.01A	TCGA.CZ.5451.01A	TCGA.CZ.5451.11A	TCGA.CZ.5452.01A	TCGA.CZ.5452.11A	TCGA.CZ.5453.01A	TCGA.CZ.5453.11A	TCGA.CZ.5454.01A	TCGA.CZ.5454.11A	TCGA.CZ.5455.01A	TCGA.CZ.5455.11A	TCGA.CZ.5456.01A	TCGA.CZ.5456.11A	TCGA.CZ.5457.01A	TCGA.CZ.5457.11A	TCGA.CZ.5458.01A	TCGA.CZ.5458.11A	TCGA.CZ.5459.01A	TCGA.CZ.5460.01A	TCGA.CZ.5461.01A	TCGA.CZ.5461.11A	TCGA.CZ.5462.01A	TCGA.CZ.5462.11A	TCGA.CZ.5463.01A	TCGA.CZ.5463.11A	TCGA.CZ.5464.01A	TCGA.CZ.5465.01A	TCGA.CZ.5465.11A	TCGA.CZ.5466.01A	TCGA.CZ.5466.11A	TCGA.CZ.5467.01A	TCGA.CZ.5467.11A	TCGA.CZ.5468.01A	TCGA.CZ.5468.11A	TCGA.CZ.5469.01A	TCGA.CZ.5469.11A	TCGA.CZ.5470.01A	TCGA.CZ.5470.11A	TCGA.CZ.5982.01A	TCGA.CZ.5984.01A	TCGA.CZ.5985.01A	TCGA.CZ.5986.01A	TCGA.CZ.5987.01A	TCGA.CZ.5988.01A	TCGA.CZ.5989.01A	TCGA.DV.5565.01A	TCGA.DV.5566.01A	TCGA.DV.5567.01A	TCGA.DV.5568.01A	TCGA.DV.5569.01A	TCGA.DV.5573.01A	TCGA.DV.5574.01A	TCGA.DV.5575.01A	TCGA.DV.5576.01A	TCGA.DV.A4VX.01A	TCGA.DV.A4VZ.01A	TCGA.DV.A4W0.01A	TCGA.DV.A4W0.05A	TCGA.EU.5904.01A	TCGA.EU.5905.01A	TCGA.EU.5906.01A	TCGA.EU.5907.01A	TCGA.G6.A5PC.01A	TCGA.G6.A8L6.01A	TCGA.G6.A8L7.01A	TCGA.G6.A8L8.01A	TCGA.GK.A6C7.01A	TCGA.MM.A563.01A	TCGA.MM.A564.01A	TCGA.MM.A84U.01A	TCGA.MW.A4EC.01A	TCGA.T7.A92I.01A
hsa-let-7a-1	23949.628	36535.195	8999.177	43061.687	11421.942	9368.98	9706.401	12373.797	11344.557	41736.243	19905.43	21512.174	36816.858	32707.823	51155.743	32553.763	25278.12	63743.722	37611.632	10726.892	18567.47	13646.939	23007.162	17160.252	24283.1	9559.082	15985.962	12768.814	16703.547	18842.237	15538.902	14568.941	19776.695	10295.704	13639.565	14686.856	14268.994	8550.969	13531.972	19181.172	12489.802	26117.346	13450.4	15217.931	35667.011	15279.395	25401.996	27806.963	31620.038	14167.025	17614.823	13201.938	41767.324	26170.342	16646.679	16090.183	7165.067	41691.289	10572.448	43532.594	9659.237	29686.768	11017.635	10625.114	10907.053	11060.606	10418.487	15774.444	8759.422	15957.355	18567.629	12191.473	11648.572	10392.666	11371.951	14433.477	27914.089	11537.807	35367.51	11012.753	8611.73	7033	11439.668	11629.433	8635.52	6336.74	9219.984	15885.214	8562.252	11300.245	10557.928	10516.109	9583.952	5382.512	14335.414	8243.364	10124.842	8665.351	13293.984	12039.398	11725.343	10619.412	34404.917	24851.614	13952.009	41550.412	41289.207	19922.6	15688.122	19330.93	12550.476	40902.691	39495.669	43338.52	40738.142	19335.548	15030.382	9969.037	8119.013	27322.052	40524.517	35285.059	37175.548	16265.429	34181.93	26449.898	29586.422	30114.597	23817.527	28362.837	29681.653	24722.236	14818.204	15749.006	19581.411	8648.534	34782.704	9134.849	27342.02	13596.22	32116.487	28011.626	37287.828	63315.993	20335.385	48375.344	19107.578	41472.236	20742.948	24186.735	30472.066	33737.877	31283.783	18599.161	15318.4	9584.429	8963.743	10924.12	10739.82	11568.708	15099.989	40580.759	37467.355	38352.264	18218.893	12186.65	30468.451	15454.92	16636.853	10577.732	22511.49	20380.096	23931.423	18140.041	25303.6	36121.203	40263.351	25135.12	26214.372	15919.793	48475.605	11875.632	15355.982	10134.851	9915.613	11089.017	9464.85	11797.025	28902.97	21941.711	20504.535	18507.115	23941.85	24117.415	14206.343	14896.678	30983.204	18812.352	13958.609	27222.88	19205.308	26389.977	17747.843	13557.558	22737.207	19046.079	19685.666	24223.957	20945.229	21954.169	19205.308	20728.983	21502.199	23545.014	19612.666	22448.326	20885.267	23928.338	13052.447	19223.603	20721.382	24599.607	32403.631	22918.674	17548.952	19432.607	17212.218	16964.758	20155.342	23638.568	16232.165	13132.005	42335.244	37987.502	32342.303	14758.752	10732.305	14934.712	16153.821	12680.828	32742.732	33735.134	26642.071	32962.601	18172.217	17199.555	22026.411	28926.018	25210.321	30591.755	26789.856	18842.656	19205.308	14806.489	20524.155	16861.343	44814.438	43458.019	32554.227	16444.561	18165.932	53842.79	12771.086	31727.592	22072.042	17442.406	21083.255	19176.322	40449.04	35569.103	36918.904	47248.49	26636.3	42629.47	15446.758	39305.017	36544.057	30583.806	50534.021	42006.886	42074.761	23849.902	51925.292	33196.771	38362.18	20961.163	41668.649	34647.402	33180.865	17930.254	47149.46	32618.706	31000.86	33111.881	38794.407	25831.128	46900.918	34706.93	43791.169	25872.723	43982.386	42721.313	13541.394	25771.984	42241.914	42829.678	20630.176	31379.844	30466.351	38235.298	33853.995	52423.063	32041.556	19421.682	19310.383	36223.605	18708.057	29973.686	35818.94	16940.623	11309.912	24364.578	17114.744	33535.58	33568.871	48267.03	25248.006	20007.97	19205.308	25431.789	16778.148	24506.735	26734.269	26457.53	22692.138	33991.341	19970.676	25917.732	16630.057	40375.899	31237.959	17891.458	19496.324	24308.288	19493.54	35199.629
hsa-let-7a-2	23843.584	36434.64	9052.473	42832.397	11408.964	9541.347	9405.033	12176.071	11319.257	41289.575	19936.001	21843.783	36963.976	32911.695	50948.746	32709.133	25007.274	63728.732	37547.55	10728.477	18840.087	13472.222	23082.589	17385.533	24535.543	9692.916	15704.17	13113.118	16640.164	18689.82	15872.857	14751.659	20023.069	10051.691	13481.345	14695.387	14025.409	8974.046	13470.634	20312.457	12665.343	26041.217	13421.396	15216.882	35597.723	15057.446	25634.619	27699.747	31963.382	14067.904	17528.476	13055.578	41734.821	26179.928	16445.623	16199.008	7359.323	41701.776	10641.256	43250.484	9706.901	29685.549	11095.818	10318.517	11093.052	11140.363	10243.416	16165.562	8479.631	15725.57	18327.943	11939.278	11811.309	10290.687	11330.06	14403.236	27805.368	11402.452	35783.194	10963.344	8495.893	7147.573	11244.267	11920.301	8842.526	6153.624	9299.677	15991.662	8686.437	10912.435	10442.088	10449.774	9379.511	5471.783	14332.542	8240.349	10215.663	8848.077	13386.911	11876.032	11576.374	10612.43	34514.354	24694.439	13839.791	41376.032	41575.108	19609.976	15774.861	19309.51	12657.286	40749.033	39370.608	42902.151	40186.765	19170.662	15111.802	9832.38	8052.173	27153.591	40514.358	35650.657	37089.183	16093.454	34337.109	26217.14	29347.816	30185.168	23711.325	28818.855	29364.273	24920.183	14822.911	15637.4	19527.415	8584.796	34652.723	9145.108	27013.107	13582.175	32126.45	27691.452	37352.785	63215.203	20296.856	48706.479	19165.844	41610.635	20281.255	24351.848	30821.103	33459.825	31004.019	18640.732	15668.969	9414.776	8805.22	10845.309	10783.766	11514.292	15138.557	40604.061	37765.318	38385.378	18362.636	12050.746	30432.862	15236.066	16286.016	10360.417	22686.692	20275.625	24176.083	18231.772	25450.115	36352.038	40375.562	25166.141	26203.634	15684.252	48925.584	11649.134	15267.238	10153.301	10091.89	10844.343	9055.559	12071.092	28832.51	22175.008	20097.677	18529.444	23983.923	23943.535	14243.425	14932.178	30954.794	18296.657	13932.106	26757.326	19237.51	26119.11	17883.58	13356.647	22412.432	18994.342	19882.615	24414.09	20813.694	21843.222	19151.047	20840.932	21316.393	23793.89	19597.242	21941.579	20998.903	23318.034	12930.88	18937.755	20800.63	24405.46	32139.544	22592.392	17381.379	19286.246	16949.637	17107.234	19999.277	23026.955	16191.563	12846.958	42230.516	38327.794	32493.648	14894.998	10883.507	14729.956	16415.335	12722.105	32785.996	34191.059	26630.872	32924.027	18249.5	17537.64	21814.147	29037.577	25090.864	30717.281	26796.846	18887.872	19202.052	14848.426	20406.333	16838.879	44782.049	43017.133	32032.206	16676.769	18119.113	53574.024	12675.04	31812.583	21727.875	17379.567	21130.136	19203.613	40876.66	36201.193	37034.386	47859.241	26656.059	42145.397	15413.105	38665.154	36373.838	30842.333	50272.87	41648.365	41982.496	24143.519	51943.137	33194.322	38371.831	21158.833	41779.534	34456.104	33064.743	17964.758	46746.426	32477	30501	33333.059	38964.243	25720.323	47075.286	34468.321	43709.687	25926.069	43461.486	42302.392	13557.858	25455.245	41909.154	43180.246	20370.396	31185.508	30414.045	38168.064	33834.015	52184.556	31644.682	18840.077	19738.459	36218.259	18432.596	29971.18	35812.055	16903.849	11426.764	24764.997	17087.648	33852.585	33082.85	47969.661	25049.562	19777.819	18901.634	25252.174	16908.838	24178.754	26623.316	26740.119	22672.931	33845.491	19877.324	26012.999	16902.219	40045.251	31327.257	17811.651	19162.414	23878.897	19418.487	35265.806
hsa-let-7a-3	24174.628	36380.242	8964.691	43319.273	11548.731	9282.797	9807.985	12444.174	11473.872	41645.073	19993.569	21867.283	36932.863	32959.567	51215.43	32849.005	25463.569	64012.184	37755.889	10816.199	19037.182	13785.954	23036.982	17526.046	24315.524	9474.233	15817.68	13222.669	16685.896	18723.97	15642.609	14725.965	19776.695	10256.804	13798.645	14612.514	14338.934	8685.115	13508.118	19349.255	12909.236	26315.281	13519.758	15404.667	35690.569	15180.396	25551.539	28256.702	31640.823	14420.658	17784.47	12889.999	41595.292	26137.897	16992.571	16250.22	7315.989	42378.965	10407.908	43411.164	9816.894	29840.469	11353.947	10603.748	11090.145	11155.233	10511.455	16123.893	8798.691	16422.479	19050.195	12154.567	11932.369	10535.206	11398.254	14462.039	27811.979	11591.015	35816.598	11390.184	8684.345	6988.934	11305.058	11546.579	8692.777	6441.378	9321.288	15872.968	8524.669	11191.454	10360.85	10453.835	9348.535	5774.604	14450.265	8282.556	10198.155	8962.987	13487.804	12107.383	11961.772	10863.777	34617.277	24854.982	13674.357	41361.633	41986.163	19760.929	15827.151	19168.493	12685.686	40922.406	39897.141	43190.74	40659.654	19190.469	15486.538	10242.35	8282.981	27327.605	40686.667	35673.172	37152.635	16249.505	34125.691	26401.406	29741.306	30444.742	23921.154	28964.3	30008.29	24895.109	14902.597	15838.29	19632.723	8697.122	34589.293	9266.507	27181.038	13775.693	32590.421	27720.632	37839.658	63576.499	20454.015	48847.277	19309.569	41622.34	20987.489	24279.711	31167.812	33807.029	31197.177	18490.435	15721.158	9719.77	8841.248	11207.257	10869.216	11432.088	15109.942	40719.07	37728.329	38516.329	18251.074	12160.269	30731.021	15523.264	16673.494	10266.778	23194.537	20628.444	24173.797	17958.147	25618.335	36302.233	40681.091	25535.605	26327.376	15724.558	48883.636	11834.552	15492.345	10267.072	9864.585	11103.771	10044.679	11795.92	29375.634	21895.903	20288.566	18423.38	24011.271	24320.783	14233.811	15356.958	31272.044	18880.761	13952.72	27422.28	19344.655	26779.348	17816.155	13776.733	22516.36	19144.199	19810.493	24599.084	20890.711	22125.169	19263.444	20757.278	21130.587	23622.787	19714.017	22187.875	20901.032	23632.288	13233.339	19916.396	20578.734	24962.964	32381.871	22837.99	17603.065	19747.602	16956.584	17152.492	20054.359	23579.09	16271.986	13071.445	42473.936	38246.223	32581.091	15003.49	10629.488	15072.049	16517.154	12812.4	33213.326	34453.021	26947.494	32884.381	18039.119	17202.228	21997.642	29163.416	25576.055	31024.393	27078.758	19309.569	19274.762	14901.801	20542.136	16835.78	44840.349	43075.16	32624.684	16555.388	18278.859	53738.365	12647.155	31733.888	21459.96	17856.633	21207.402	19309.569	40788.738	36108.788	37135.28	48077.533	26824.993	42377.32	15544.352	39057.623	36719.242	30827.926	50397.273	41803.424	42361.167	24118.411	52038.663	33257.985	38408.506	21145.587	41827.868	34488.765	33528.263	17903.656	46755.26	32749.203	30915.079	33412.115	39307.383	26081.968	46963.958	34739.445	44053.628	25893.94	43853.347	43026.241	13629.375	25888.142	42422.646	43171.234	20456.038	31753.792	30346.692	38281.385	34515.941	52513.445	31859.246	18901.069	19596.19	36516.088	18593.671	30083.948	35703.038	16969.943	11369.97	24819.877	16972.492	34036.496	33429.152	47743.931	24967.447	19816.311	19103.302	25311.685	16724.238	24638.071	26947.829	26274.4	22619.153	33879.928	20063.473	25922.011	16843.373	40209.058	31593.569	17721.529	19288.037	24250.141	19658.377	35530.513
hsa-let-7b	36895.368	15795.35	14505.902	28385.159	23841.22	26375.785	29408.718	48254.372	24662.57	34017.609	35426.56	43590.303	41182.843	52743.397	43778.751	31433.192	33300.923	51868.718	49351.887	30135.067	67666.269	45958.243	40751.935	54795.814	36942.273	26465.046	44908.178	20093.102	52654.806	32655.061	35004.393	40296.078	89707.106	32927.629	40198.968	36377.725	47953.612	31342.088	37622.699	11525.035	21515.393	31003.817	41483.626	64252.903	32488.511	47268.883	18810.755	22004.951	25943.304	40951.578	39548.021	31121.388	46561.232	19204.857	44720.202	35457.936	12563.896	27780.459	41339.449	30777.556	29685.333	34059.304	32753.822	31612.544	26647.155	35351.491	34465.885	35909.897	30196.568	41192.314	80382.492	28923.686	40225.727	23383.5	42401.506	39239.704	17446.03	22747.029	37326.237	23841.292	23516.714	18514.505	51938.786	29733.764	24994.854	6249.029	30974.609	65757.42	18101.646	20780.471	32713.328	49974.531	33017.862	8550.755	40673.793	24167.335	28864.5	26235.292	19010.37	34293.767	32763.685	25563.589	30563.33	26193.215	39019.349	18738.64	30947.386	38008.76	36103.842	32671.316	24720.634	38489.385	34349.713	30782.813	41645.658	34612.654	32264.168	12397.108	23302.215	37438.93	31088.114	49247.483	22379.003	33708.674	30596.166	30352.75	22075.92	32269.869	20461.55	26677.645	45500.407	45208.41	23517.746	43158.051	58144.24	17348.007	44996.444	16082.806	81842.494	24951.374	25504.186	35507.764	38467.171	44572.009	27663.059	49045.437	12443.815	36509.146	37311.092	23233.725	33466.801	26450.91	29865.014	5280.88	45038.502	37234.02	30285.056	34379.235	28781.937	26878.259	46099.941	48258.525	16669.51	25382.034	36805.725	31525.083	39968.043	36080.166	15353.502	3586.57	47696.229	24785.29	26301.197	24841.123	33396.99	52156.688	50121.692	46734.869	115209.881	48321.15	70638.933	30580.641	64077.595	30553.174	44331.487	43156.059	21692.413	36460.819	70142.179	72028.296	46806.798	42879.343	48145.957	54972.413	46798.254	78103.2	68996.424	60994.119	36940.252	71217.654	36135.394	65789.373	47864.616	65821.734	31563.076	48607.106	53359.344	62200.432	43409.169	57654.503	64842.258	56168.779	48994.436	79752.593	55113.32	56363.572	53344.267	56822.497	26455.98	55872.645	52939.593	56282.889	83778.04	70060.265	44248.985	70124.428	42542.2	38074.743	51050.484	61595.617	40693.238	24821.024	48277.519	41195.149	25261.066	33259.229	25108.573	31277.747	20951.095	37380.321	28167.342	25476.085	20566.184	20073.509	25441.104	18893.988	19482.36	29648.03	23886.476	41382.106	42006.15	32610.209	47961.721	27950.726	68444.449	32811.722	54213.713	30551.503	28640.674	49139.737	42473.916	52901.253	31100.477	35176.518	32193.032	35845.357	61762.609	78148.529	31455.036	24957.256	28899.001	17169.552	29672.179	19915.776	18524.892	28080.684	19590.877	31214.515	26579.41	25580.471	22285.841	23656.018	25397.362	27693.563	20276.008	32156.006	23850.258	23276.864	20751.951	38004.115	27125.294	16870.171	20767.494	28244.185	20580.284	29545.47	30808.11	28883.257	30175.046	18715.896	33554.893	19253.944	37724.916	18135.347	43682.988	19506.541	17459.524	29528.359	24527.848	26080.119	20899.318	27139.618	49959.752	28548.74	26992.873	33392.705	23714.225	41408.343	28765.546	37334.074	23190.378	81842.989	47987.28	33784.021	29701.662	30515.458	51968.374	42813.849	18178.211	32193.329	24085.353	23423.033	40829.717	32671.316	41972.426	61190.491	24827.762	36198.001	12667.776	36990.114	33984.453	25973.696	23075.608	30349.577	27312.42	17713.302
hsa-let-7c	7853.296	6383.995	1175.646	6865.048	6413.299	4173.012	4779.552	5410.656	1536.315	6391.092	5870.746	6115.841	5792.719	5584.605	5618.465	5861.934	6223.395	11667.866	9196.509	4196.905	4969.745	5158.718	4553.72	2407.063	3416.078	2409.889	6085.128	2107.559	5926.755	6323.164	7584.872	6847.183	340.33	4093.998	7159.439	4092.479	3726.121	9006.723	2535.328	1016.249	1359.276	2084.921	6409.936	2675.15	4046.917	1694.162	3181.953	2127.246	5665.956	5495.389	3348.239	6303.814	3824.344	4281.347	976.694	6553.007	1884.286	6049.75	3366.59	7099.965	5380.501	3121.584	4832.47	5395.883	2961.441	5897.998	4359.851	4181.075	4106.056	4928.144	7057.936	4753.567	6770.441	6943.896	5570.531	6516.99	3438.666	3795.528	2217.602	4036.454	5613.79	7429.598	4501.832	814.43	2230.084	7804.746	746.946	9460.666	3890.596	5570.129	5662.588	7805.855	2153.447	1209.534	4681.166	1593.804	3095.556	4716.965	1133.719	4657.466	4388.354	5014.972	8695.467	2189.223	3674.26	6877.607	4507.826	6733.909	4236.076	2659.688	6517.875	3842.618	4520.653	6162.139	2991.369	9954.183	4333.985	7496.793	2908.599	4989.019	7577.977	1238.317	10511.804	5110.946	4061.714	6058.635	6556.776	9701.564	8398.955	7006.504	6289.416	6168.022	3434.224	5895.588	11551.778	3749.057	9967.506	3134.831	5530.712	7302.974	4244.056	2601.925	7338.261	5347.339	2095.794	7692.601	3371.697	3780.845	4824.305	2945.594	3702.116	815.426	6096.036	1801.012	7990.482	5066.709	1567.934	1608.334	2392.595	6756.904	5507.757	5013.775	9339.611	4642.009	4678.085	2163.282	7978.74	3552.343	4012.191	7106.002	6426.779	1707.276	2879.216	2597.483	5942.701	5941.523	6144.425	2832.557	11696.17	6529.647	10294.838	6407.468	7715.329	6085.216	4163.398	7459.482	1654.217	1280.82	4262.784	11031.044	8429.766	2837.658	8381.716	7305.997	3871.586	11815.493	2967.317	5692.381	6709.85	8065.024	9881.348	8038.753	5231.644	7234.089	8919.804	2868.686	8113.749	7033.632	3602.503	2205.697	2722.714	5873.007	6076.747	3009.439	2652.772	2092.101	5048.565	7489.402	3888.211	5483.205	5577.67	8759.747	5380.659	5535.273	4639.689	7311.687	9637.675	4218.98	5409.49	6493.199	4144.515	4456.341	10558.761	6833.861	6316.107	10929.979	3867.742	3638.167	717.019	6560.561	5752.635	5772.082	2467.82	2799.833	1816.148	2858.352	5370.342	3858.171	6349.217	5348.865	7541.746	9096.454	6763.151	5375.628	9657.591	6848.492	6238.113	6356.646	6613.328	6013.664	1870.304	8267.265	2503.406	4407.951	5187.239	1655.624	8500.15	6602.948	5677.952	7901.624	8534.1	6987.649	3757.06	7095.248	821.135	9934.68	6557.717	1793.68	8798.393	2944.838	8102.981	2666.96	9300.679	5727.254	6277.079	2609.447	7649.654	5543.74	6461.216	4472.679	9244.386	5007.731	2084.163	12383.312	7666.915	11281.702	8311.979	7665.518	8161.955	2806.718	5820.04	8655.547	3032.009	5520.392	4021.293	6624.744	1250.371	6615.054	4332.069	7647.276	6885.012	10509.384	5215.448	1707.784	5211.847	4021.451	5459.046	1974.69	9930.293	6582.14	2977.461	5113.98	7515.159	4229.153	8196.487	3610.329	3910.715	6312.735	3155.158	2371.787	5726.673	2590.837	5332.617	3405.268	4906.117	7610.576	1950.947	7313.019	2639.478	4664.174	5172.544	4728.166	2406.367	5591.522	4883.38	5980.866
