	TCGA.OR.A5J1.01A	TCGA.OR.A5J2.01A	TCGA.OR.A5J3.01A	TCGA.OR.A5J5.01A	TCGA.OR.A5J6.01A	TCGA.OR.A5J7.01A	TCGA.OR.A5J8.01A	TCGA.OR.A5J9.01A	TCGA.OR.A5JA.01A	TCGA.OR.A5JB.01A	TCGA.OR.A5JC.01A	TCGA.OR.A5JD.01A	TCGA.OR.A5JE.01A	TCGA.OR.A5JF.01A	TCGA.OR.A5JG.01A	TCGA.OR.A5JI.01A	TCGA.OR.A5JJ.01A	TCGA.OR.A5JK.01A	TCGA.OR.A5JL.01A	TCGA.OR.A5JM.01A	TCGA.OR.A5JO.01A	TCGA.OR.A5JP.01A	TCGA.OR.A5JQ.01A	TCGA.OR.A5JR.01A	TCGA.OR.A5JS.01A	TCGA.OR.A5JT.01A	TCGA.OR.A5JV.01A	TCGA.OR.A5JW.01A	TCGA.OR.A5JX.01A	TCGA.OR.A5JY.01A	TCGA.OR.A5JZ.01A	TCGA.OR.A5K0.01A	TCGA.OR.A5K1.01A	TCGA.OR.A5K2.01A	TCGA.OR.A5K3.01A	TCGA.OR.A5K4.01A	TCGA.OR.A5K5.01A	TCGA.OR.A5K6.01A	TCGA.OR.A5K8.01A	TCGA.OR.A5K9.01A	TCGA.OR.A5KO.01A	TCGA.OR.A5KT.01A	TCGA.OR.A5KU.01A	TCGA.OR.A5KV.01A	TCGA.OR.A5KW.01A	TCGA.OR.A5KX.01A	TCGA.OR.A5KY.01A	TCGA.OR.A5KZ.01A	TCGA.OR.A5L3.01A	TCGA.OR.A5L4.01A	TCGA.OR.A5L5.01A	TCGA.OR.A5L6.01A	TCGA.OR.A5L8.01A	TCGA.OR.A5L9.01A	TCGA.OR.A5LA.01A	TCGA.OR.A5LB.01A	TCGA.OR.A5LC.01A	TCGA.OR.A5LD.01A	TCGA.OR.A5LE.01A	TCGA.OR.A5LG.01A	TCGA.OR.A5LH.01A	TCGA.OR.A5LJ.01A	TCGA.OR.A5LK.01A	TCGA.OR.A5LL.01A	TCGA.OR.A5LM.01A	TCGA.OR.A5LN.01A	TCGA.OR.A5LO.01A	TCGA.OR.A5LP.01A	TCGA.OR.A5LR.01A	TCGA.OR.A5LS.01A	TCGA.OR.A5LT.01A	TCGA.OU.A5PI.01A	TCGA.P6.A5OF.01A	TCGA.P6.A5OG.01A	TCGA.PA.A5YG.01A	TCGA.PK.A5H8.01A	TCGA.PK.A5H9.01A	TCGA.PK.A5HA.01A	TCGA.PK.A5HB.01A
hsa-mir-181d	35.427	109.767	54.196	466.559	5.38	26.666	8.813	95.624	27.086	51.246	65.132	41.51	19.433	49.724	9.544	56.477	53.822	47.305	18.263	64.231	24.117	23.127	35.718	13.172	182	13.489	20.536	68.021	50.773	12.083	46.83	21.597	42.885	10.548	13.258	28.643	71.5	68.394	15.049	11.937	77.747	18.573	38.808	89.009	11.117	24.375	36.973	17.045	45.373	32.521	28.042	28.414	294.389	29.407	24.883	301.095	82.408	32.954	12.29	15.021	34.849	167.706	77.579	15.114	14.303	19.587	719.621	171.76	29.642	65.021	56.088	142.477	16.382	25.623	35.996	4.038	38.9	83.905	29.413
hsa-mir-182	82802.504	73760.003	11423.066	146316.975	5435.646	116037.91	11403.069	39048.463	8936.488	13743.145	47342.228	5392.355	45365.641	111696.305	3731.524	8352.383	43681.057	3171.55	41127.691	878626.531	6780.947	213622.883	14576.303	14006.166	303951.501	5713.722	91577.645	31260.607	4971.974	96604.746	5727.845	660852.54	3876.321	372635.394	5242.713	5452.682	341538.374	6906.752	2626.455	180709.967	18430.245	9808.37	12252.458	543002.115	4752.848	4272526.556	65252.829	141162.351	34458.948	24693.524	7552.339	33642.011	3746.352	3155.084	13532.98	3706.288	290623.161	32898.685	481606.607	35557.182	15336.899	197056.448	85780.804	14768.734	3186.071	44806.258	167701.126	23478.65	14485.863	17760.43	2050.074	119708.319	59035.441	25460.939	52502.843	21067.124	2166.54	96747.342	101502.746
hsa-mir-183	40462.445	35721.18	2619.81	33438.281	1563.034	42005.68	2084.647	13072.298	2773.551	5248.018	25058.518	960.661	22452.86	16291.683	747.577	2716.407	8514.679	632.313	20383.494	480093.679	1041.058	113552.389	4256.503	4791.663	58229.513	1767.111	24304.073	4021.398	1685.364	54714.464	1583.899	176290.383	987.545	188115.136	817.563	1955.904	173906.256	1123.768	509.003	49293.11	6709.052	2030.393	3167.35	304340.352	1493.923	1904171.468	18883.682	64261.089	7171.89	7565.272	2027.978	11873.075	1033.052	801.943	4222.033	670.424	85593.848	16222.701	248784.836	8907.237	3865.114	31639.874	29652.992	2345.94	800.988	17864.134	64164.678	5202.104	4839.699	3593.622	475.031	18449.243	22854.073	6098.326	10890.585	7490.084	933.603	46017.202	33326.392
hsa-mir-185	282.675	174.372	320.063	232.601	262.299	412.293	299.638	179.296	279.553	423.941	211.678	573.234	246.155	206.402	273.581	203.162	367.068	248.615	298.302	589.115	294.766	156.86	327.557	156.041	777.637	888.373	287.506	340.105	92.453	441.508	632.727	413.164	369.287	182.487	984.021	488.684	178.75	341.971	241.666	285.297	314.368	504.116	248.771	671.766	323.242	237.456	177.126	236.59	316.096	376.312	341.608	382.117	185.242	336.951	305.816	303.261	280.731	349.714	644.076	177.744	817.377	421.215	458.652	252.623	221.702	351.263	590.726	502.557	285.639	448.354	480.754	166.745	374.955	657.663	555.238	177.662	301.311	498.072	800.022
hsa-mir-186	1317.43	712.542	454.019	512.672	768.066	638.952	1440.506	969.284	1332.858	3638.439	702.083	1385.645	822.676	751.491	1239.07	712.243	579.127	789.997	738.146	718.58	771.08	1296.104	998.353	1107.483	716.72	1782.527	975.957	838.925	511.52	1348.691	1894.019	403.774	1300.843	740.494	914.786	1770.017	1405.628	639.748	913.55	490.615	686.201	988.332	684.617	916.961	661.02	435.598	1338.762	1301.585	1321.854	477.591	1116.599	1023.879	901.615	1173.201	866.079	939.027	552.405	1408.944	1406.953	629.198	900.804	820.979	1131.286	481.495	493.466	753.452	525.09	1090.995	1622.215	504.64	867.647	604.354	688.025	1560.169	1730.507	841.877	665.918	990.788	2397.124
hsa-mir-188	18.451	13.799	18.406	9.494	4.035	30.768	7.211	30.426	13.288	5.823	8.62	49.417	5.552	23.455	14.315	19.61	25.835	12.615	16.741	8.029	21.437	10.055	10.454	18.239	5.264	23.125	58.675	9.976	16.672	12.083	9.366	2.817	15.486	6.329	33.144	22.797	3.25	5.261	14.164	19.099	5.916	8.623	8.956	8.397	11.972	10.222	18.916	15	15.124	8.362	11.472	8.818	5.38	31.245	17.659	8.665	8.15	6.053	4.097	5.007	15.841	7.8	17.05	12.955	21.455	16.976	13.318	11.133	17.066	22.321	22.893	21.92	12.741	21.353	36.896	10.094	53.405	13.389	17.648
hsa-mir-18a	13.285	14.426	8.181	5.425	14.796	19.486	50.474	18.473	19.42	116.467	17.241	11.86	11.105	8.444	4.772	11.766	10.764	12.089	18.263	30.108	46.225	22.121	16.552	6.08	17.298	1.927	6.845	6.349	4.547	65.064	9.366	23.475	4.765	15.823	8.839	13.445	4.875	23.149	7.967	13.131	10.986	7.296	32.838	10.076	15.392	43.245	14.617	65.454	10.587	13.008	17.845	15.677	9.992	23.893	12.04	10.831	34.412	43.714	51.435	15.021	42.242	17.551	16.198	5.398	14.303	7.835	9.037	6.361	17.965	32.025	2.289	2.349	21.842	271.891	15.298	14.132	14.505	18.745	9.804
hsa-mir-190a	6.643	8.154	11.248	2.034	37.663	6.154	29.643	3.26	4.089	11.647	7.663	13.837	6.478	0.938	12.725	6.275	3.229	9.987	16.741	5.018	17.418	6.033	4.356	5.066	6.017	5.781	10.757	16.325	3.031	2.788	4.163	25.353	9.53	4.219	13.994	8.768	4.875	16.835	6.197	1.194	3.38	12.603	11.941	3.359	14.537	2.359	10.318	2.045	3.025	5.575	3.824	2.939	3.075	2.451	9.632	2.166	1.811	1.345	0.91	0.834	41.186	5.85	8.525	5.398	3.576	10.446	10.939	3.181	4.491	12.616	1.145	7.828	10.921	25.623	4.499	6.057	29.01	2.678	8.824
hsa-mir-191	4082.188	9946.106	2387.688	2659.655	3123.378	3371.162	2256.899	3267.531	3065.37	3852.739	1509.526	2668.504	5596.789	2275.113	3093.698	3842.818	1329.409	1811.788	1894.829	5689.427	1448.371	2946.148	5874.254	5154.407	4490.59	2892.511	7148.544	2600.214	1873.3	3324.788	3357.2	7020.966	4103.849	3626.524	1694.049	2252.271	3969.884	5967.122	2815.893	4885.86	1630.15	3343.084	3241.981	17711.118	1606.801	4634.327	4969.843	1894.083	4978.882	1915.941	2265.065	4153.323	3281.325	4536.582	2267.537	5128.368	3843.292	8171.878	1914.475	3428.043	1551.326	5241.786	2867.857	3775.312	4355.37	3028.826	2392.394	3163.248	3627.08	2948.264	9053.063	2769.696	2155.083	4861.294	2025.674	4623.259	1390.515	3057.162	3054.985
hsa-mir-192	256.843	870.606	2543.118	3101.801	1526.716	6919.753	1265.85	432.483	4563.302	1943.84	448.26	1186.002	1637.024	957.893	3158.912	603.995	1406.913	822.585	1111.024	640.299	3941.819	392.149	902.525	455.963	1507.894	603.169	2153.365	1387.627	949.533	1903.597	539.067	4064.029	1203.16	2315.364	2935.124	697.953	1693.254	2090.755	1640.317	691.159	629.581	1708.024	3716.635	379.548	5129.963	897.93	3711.045	357.271	704.787	1040.666	313.565	1598.035	199.078	602.223	446.283	3910.99	496.259	438.488	1607.686	267.034	566.039	1548.355	595.907	1101.178	1419.608	342.775	1116.292	1100.537	518.283	5326.867	11411.049	1290.124	924.647	1328.137	632.629	692.479	96418.282	1009.533	3863.83
hsa-mir-193a	121.041	442.202	246.438	227.854	326.865	335.373	274.001	391.191	139.521	712.78	236.582	555.444	234.125	482.23	246.541	711.459	212.06	404.196	124.8	85.306	644.465	248.361	559.287	325.254	127.099	630.147	481.133	389.987	396.333	105.962	320.526	180.29	445.527	232.064	120.793	263.632	117	134.684	254.944	318.721	261.128	581.06	240.81	367.792	82.093	224.876	157.35	85.227	186.028	167.25	246.009	666.256	232.898	346.753	305.014	343.335	234.546	76.668	105.601	183.586	337.933	310.061	228.474	353.025	236.005	347.345	241.618	388.051	253.303	242.616	161.396	108.815	411.359	1967.294	227.675	173.625	537.349	820.301	393.148
hsa-mir-193b	814.076	238.978	1248.551	1131.133	1604.733	460.496	117.772	1482.179	730.823	1170.497	1042.109	1132.632	629.269	834.99	1476.068	704.399	657.708	715.359	1063.844	458.647	1051.777	141.777	1230.954	2235.231	1386.059	707.23	958.355	1360.419	1066.993	451.732	1711.901	815.059	1254.384	704.63	951.613	1083.171	531.376	410.365	954.27	900.058	1041.978	1143.547	653.77	411.457	876.515	1574.13	901.966	480.68	735.035	1012.791	1181.607	1413.835	407.379	2962.103	1533.096	862.129	1264.193	949.608	888.051	1361.036	901.86	881.431	591.645	2450.66	1133.541	924.513	560.762	951.042	1875.518	1540.124	766.918	1010.649	556.972	298.938	1251.76	2515.538	932.285	1729.863	359.814
hsa-mir-195	76.02	121.684	516.395	294.312	25.557	26.666	14.421	36.946	54.684	43.093	177.197	290.57	49.046	94.757	461.271	116.092	124.868	241.782	85.229	19.068	119.916	45.248	202.981	19.252	49.636	13.489	14.669	86.16	403.154	12.083	1.041	706.134	21.442	48.522	9.575	9.353	17.875	625.017	67.277	223.224	205.353	156.541	249.766	53.741	131.691	9.435	83.404	18.409	418.94	225.787	75.205	35.272	262.106	185.017	105.149	75.815	69.73	32.954	20.938	39.221	41.186	93.603	82.694	110.118	7.152	307.518	86.088	85.88	69.164	23.291	12.591	86.895	89.188	89.681	240.273	20.189	118.019	40.167	21.569
hsa-mir-196b	2483.558	383.869	524.576	277.358	60.531	1364.054	374.948	707.404	363.367	815.271	235.624	15.813	227.647	855.63	491.492	21.179	1507.023	424.695	266.341	8456.361	147.383	4459.443	587.164	172.253	748.306	32.76	189.715	2248.319	31.828	675.74	306.998	220.667	203.703	708.849	194.447	244.342	1311.378	529.265	1085.283	854.697	1080.851	864.293	345.294	127.636	478.021	10131.202	1040.4	549.543	282.822	155.171	20.395	244.947	1185.243	292.841	63.411	2004.775	3580.673	538.022	572.613	604.163	193.256	1934.469	394.714	268.817	286.067	11.752	1142.927	327.616	218.272	399.83	4.579	771.1	1013.836	592.181	363.559	799.481	40.878	54.449	120.591
hsa-mir-197	1564.679	2517.104	897.812	810.374	1637.016	1735.323	3267.176	897.566	2241.532	5543.845	538.296	494.167	929.097	1158.666	1619.221	689.495	959.112	530.344	878.166	1752.291	895.015	1072.881	842.415	959.549	1298.819	684.105	1151.982	837.111	351.623	3658.475	1233.193	973.752	719.514	1018.971	791.784	542.462	1152.128	3008.288	1248.164	624.311	698.032	1052.01	999.063	450.083	652.469	794.142	1835.746	1259.313	2489.441	464.583	608.011	798.527	510.377	1309.207	744.073	929.28	1055.909	1517.894	2784.319	458.964	993.736	992.585	896.845	538.713	504.193	576.515	476.101	796.776	899.135	814.218	1031.333	841.555	1062.98	3937.435	893.6	1181.051	385.705	1063.982	3600.097
hsa-mir-1976	25.094	26.344	42.948	12.206	94.159	45.127	45.667	113.011	18.398	54.74	14.367	23.72	95.316	33.775	23.859	20.395	27.988	18.396	70.01	44.159	22.777	36.198	67.951	28.371	14.289	3.854	106.593	44.44	11.367	96.667	6.244	70.426	16.677	59.071	27.252	9.937	27.625	45.245	15.934	106.24	16.902	15.256	17.911	20.153	26.509	47.963	36.113	21.818	27.224	18.583	39.514	6.859	61.491	21.442	66.621	7.582	55.241	30.936	106.511	15.855	38.018	35.101	31.543	19.433	14.303	35.91	33.294	31.807	10.779	44.641	53.799	16.44	21.842	115.304	98.989	30.283	9.89	16.067	35.295
hsa-mir-199b	803.743	5813.238	877.36	257.692	337.626	590.748	29797.959	414.01	937.805	588.16	2847.602	974.498	1108.623	2182.232	1146.815	2563.448	2535.028	4566.001	887.298	1049.769	1358.601	1840.086	4048.295	409.353	1168.712	418.171	500.691	1570.83	1111.703	299.296	250.801	478.894	494.368	1217.28	214.334	231.482	1428.378	722.873	1257.901	1079.115	1858.32	3414.722	1953.348	571.001	638.787	159.615	2486.641	5316.114	1412.599	1463.437	3089.767	1232.574	1337.434	2225.1	2109.411	518.794	3145.994	3151.462	443.343	1154.92	1328.501	1177.842	418.584	3536.723	475.586	259.856	995.483	1642.853	1580.897	213.502	147.66	2946.618	3307.252	6869.87	1018.686	272.55	2234.45	1447.8	356.872
hsa-mir-19a	86.353	130.465	64.422	69.848	40.354	48.203	136.199	108.664	98.636	231.77	72.794	92.903	54.598	61.921	69.986	36.867	66.74	88.829	86.751	66.238	122.596	56.309	31.362	25.331	75.959	48.176	78.233	47.161	65.171	108.75	43.708	58.219	32.164	23.206	69.235	50.271	27.625	147.31	93.834	75.204	72.676	82.914	66.671	48.703	70.976	81.773	37.833	83.181	68.059	71.546	44.613	38.212	64.566	64.327	40.936	63.902	114.103	44.387	81.932	70.096	134.117	118.954	41.773	71.253	53.638	49.621	43.758	50.892	50.301	65.991	48.075	36.794	100.109	602.146	52.194	76.718	48.131	53.556	51.962
hsa-mir-19b-1	159.42	174.999	146.227	130.881	112.99	89.228	268.392	256.447	168.14	491.492	131.222	215.457	84.211	145.42	108.16	78.441	181.919	138.762	197.854	108.389	336.971	121.667	75.791	81.06	140.636	82.863	111.482	123.345	181.874	151.507	81.172	161.509	96.491	69.619	95.014	81.837	71.5	195.712	191.208	163.538	116.62	159.858	161.203	85.65	154.78	223.303	114.358	163.636	137.63	97.562	101.973	64.666	136.818	110.887	121.203	164.628	190.172	125.09	116.07	191.93	257.674	257.409	106.564	156.54	160.913	80.307	110.345	101.784	131.143	123.249	105.308	118.209	198.399	975.106	150.283	129.209	118.678	147.279	99.022
hsa-mir-200a	18.451	12.545	16.361	11.528	4.035	0	0.801	2.173	2.044	153.737	0	5.93	0	7.506	6.362	3.138	1.076	8.935	10.654	0	33.496	374.05	7.84	9.119	12.033	1.927	23.47	0.907	3.789	0.929	5.203	190.619	3.574	5.274	2.21	2.923	0	0	0	8.356	6.761	1.99	3.98	23.512	1.71	1.573	9.458	23.864	0	2.787	0	7.838	106.841	2.451	5.619	2.166	4.528	283.134	1.821	0.834	4.224	11.7	3.41	8.637	0	1.959	0	3.181	0	0.97	0	0	3.64	8.541	6.299	0	431.198	2.678	1.961
hsa-mir-200b	18.451	6.9	8.181	8.816	4.035	3.077	3.205	3.26	5.622	117.632	0	15.813	1.851	4.691	6.362	5.491	0	7.884	6.088	0	41.535	297.631	4.356	1.013	12.785	3.854	16.625	5.442	3.031	0	3.122	133.339	4.765	4.219	0	4.676	0	2.104	3.541	2.387	4.225	3.317	1.99	28.55	5.131	0	4.299	17.727	0	2.787	2.549	8.818	83.782	1.225	3.211	1.083	2.717	130.47	0	5.841	1.056	13.65	13.64	8.637	3.576	5.223	1.427	1.59	5.389	0	0	4.697	1.82	4.271	8.999	4.038	447.681	8.033	0.98
hsa-mir-200c	58.306	499.281	62.376	134.271	173.521	43.075	178.661	7.606	113.456	201.488	59.385	23.72	92.54	22.517	39.765	16.473	54.899	77.265	144.585	44.159	75.031	139.766	28.748	29.384	236.149	28.906	101.703	46.254	50.773	242.597	67.644	257.288	58.371	152.951	38.3	60.209	86.125	132.579	53.113	9.55	18.592	47.758	71.646	5.038	132.546	305.862	170.247	75.681	27.224	20.442	39.514	100.918	26.902	22.055	32.107	36.825	469.997	19.503	22.759	30.876	122.501	70.202	40.921	70.173	50.062	28.075	17.123	49.302	73.655	33.966	54.943	37.576	23.662	935.248	29.697	48.453	79.778	43.737	52.943
hsa-mir-203a	253.891	639.782	799.645	6550.13	200.423	417.421	59.287	448.783	1304.75	3141.124	2741.284	624.628	791.213	1758.17	6666.163	773.427	191.607	511.422	214.595	998.585	52.924	5014.485	899.912	3204.912	327.901	412.39	441.039	5029.921	18595.078	18.59	2086.542	633.831	139.376	186.706	782.209	5772.431	4101.509	834.408	2949.561	133.696	2874.101	47.095	2534.477	11742.474	1371.639	187.921	322.438	27.273	154.267	1324.062	1145.916	953.334	4290.549	507.877	440.665	135.385	127.687	84.066	36.414	287.061	1077.163	7878.28	3789.424	1064.472	1913.073	2001.807	554.579	1079.862	1729.106	2040.882	979.823	3001.417	813.617	109.61	164.682	13494.265	132.524	14845.756	468.64
hsa-mir-204	496.712	1601.965	40.903	2473.167	9.416	385.627	8.012	1419.154	582.103	11.647	687.716	41.51	65.703	397.793	41.355	827.551	2081.844	896.17	477.893	501.802	84.41	67.369	344.981	15.199	157.934	566.555	371.607	867.04	1285.999	640.419	422.512	1384.098	1269.87	369.192	389.631	382.88	1313.003	563.988	1310.129	1451.553	1092.682	55.718	1127.429	109.162	125.705	3.931	650.895	1462.494	30.248	820.454	158.057	911.203	755.573	30.019	802.668	550.203	653.831	1920.065	1322.29	467.309	464.658	819.029	23.018	99.322	139.458	1028.325	378.122	306.942	56.589	334.809	3589.633	227.807	396.797	5.694	53.094	1382.94	66.592	2.678	6.863
hsa-mir-20a	673.845	807.255	410.048	265.152	429.095	369.218	722.656	1405.027	522.309	2154.646	947.285	1834.349	490.459	735.542	295.85	656.55	419.814	458.335	307.434	934.355	998.853	633.472	495.692	450.897	782.149	684.105	696.274	711.045	620.644	1166.511	547.392	791.584	501.515	323.834	1062.831	355.406	224.25	369.328	855.125	513.296	577.186	752.857	478.635	303.974	334.358	611.725	447.974	1125.677	353.906	614.179	415.538	648.62	341.276	511.552	371.635	530.708	644.775	215.881	299.962	446.447	1383.415	507.018	591.645	923.046	436.252	637.235	324.852	1264.345	750.028	892.825	523.107	300.611	522.389	4387.265	984.49	308.89	524.163	862.253	393.148
hsa-mir-20b	31.736	44.534	56.241	191.913	71.292	178.455	190.679	192.336	73.082	95.503	52.68	120.577	48.121	18.764	23.859	47.849	73.198	56.241	45.659	108.389	125.945	54.298	68.822	50.663	39.107	26.979	55.741	38.092	27.281	56.699	28.098	46.95	48.841	41.139	131.105	28.643	27.625	193.608	35.409	28.649	78.592	39.799	88.562	25.191	13.682	50.322	23.216	45.682	30.248	16.725	43.338	86.221	16.91	45.335	23.277	33.575	30.79	51.112	6.372	16.69	182.695	21.451	32.396	22.671	153.761	52.232	46.136	47.711	47.607	229.029	45.786	88.461	27.303	529.547	39.596	20.189	52.087	35.704	58.825
hsa-mir-21	68276.085	440259.941	766919.174	751866.612	141204.395	155478.554	672732.998	76477.831	215760.52	1641442.792	257549.498	314962.551	212882.503	461331.869	159946.551	1176664.766	386835.538	342939.438	57995.478	348638.717	1447893.65	385624.637	621197.739	162097.838	396270.691	465865.851	245153.021	275177.323	208205.31	729370.34	374713.885	501832.4	304587.796	157363.518	272545.198	109648.716	234978.765	215575.057	329410.739	229748.817	274679.862	317433.812	1362500.617	171416.28	155226.064	174688.347	169318.58	164613.387	280040.961	259029.272	388762.571	1767784.021	66224.5	145303.556	306419.258	333783.632	282150.531	44316.852	75766.521	298997.429	182957.172	230706.843	381014.051	413668.148	105658.849	274126.079	175440.973	641988.323	248463.048	69970.328	670786.331	291314.382	230559.3	1796580.573	379844.924	156768.875	263049.338	627693.769	172074.263
hsa-mir-210	1542.537	218.906	22075.119	1740.779	1902.005	666.643	1956.46	228.195	19954.544	10850.096	1244.21	1170.188	10922.438	1208.39	532.848	1459	7847.283	1177.899	782.283	15628.11	142.693	2625.39	3822.664	3734.842	6351.955	5021.909	2781.185	6303.273	3642.78	10777.443	17699.708	22947.488	1007.796	13518.771	4487.02	4100.618	26258.433	11436.546	2583.079	14224.262	7433.281	2752.075	14505.326	10499.707	9161.076	9413.33	4662.882	4113.391	875.69	2508.749	1168.86	8439.896	95.311	977.77	1440.789	2505.156	1764.98	1137.916	11744.937	3088.41	988.455	302.261	316.283	936.001	4305.308	1091.657	6068.501	1859.144	4007.932	177.595	20580.868	1336.312	11572.65	7311.159	1637.817	9747.204	471.417	523.957	3867.752
hsa-mir-212	16.975	14.426	10.226	12.885	4.035	13.333	16.825	13.04	36.286	26.787	7.663	5.93	19.433	16.887	7.953	18.041	17.223	9.461	13.698	19.068	18.088	24.132	16.552	10.133	18.802	5.781	7.823	8.163	25.008	26.026	11.447	25.353	4.765	18.987	7.365	12.276	22.75	6.313	11.508	15.518	12.676	13.93	28.857	45.344	2.565	7.077	20.636	23.864	12.099	18.583	5.099	7.838	13.067	14.703	7.224	3.249	23.545	14.123	36.414	16.69	9.504	5.85	17.903	20.512	14.303	10.446	27.586	12.723	8.982	8.734	4.579	7.046	10.921	35.588	6.299	2.019	9.231	11.604	17.648
hsa-mir-214	13.285	62.724	10.226	5.425	9.416	4.102	846.838	7.606	13.288	10.482	31.608	3.953	20.359	21.578	11.134	22.748	41.981	33.114	13.698	22.079	19.428	23.127	19.166	8.106	22.562	11.562	6.845	18.139	20.461	2.788	3.122	4.695	7.147	10.548	2.21	4.676	16.25	21.044	15.049	10.743	22.817	48.422	44.779	16.794	5.131	2.359	36.113	282.953	18.149	25.087	62.458	5.879	19.216	30.632	36.923	7.582	75.163	18.158	2.276	28.372	13.729	17.551	7.673	57.218	10.728	2.612	11.415	17.494	22.456	0.97	2.289	67.324	56.425	139.504	12.599	6.057	15.164	14.282	9.804
hsa-mir-215	2.952	40.77	32.722	23.057	86.088	56.408	24.836	5.433	36.286	12.811	12.452	11.86	720.883	16.887	44.537	10.197	10.764	12.089	10.654	1893.799	31.486	102.562	18.294	87.14	32.339	32.76	4.89	10.883	6.82	49.263	7.285	64.792	3.574	27.426	12.521	10.522	515.126	17.888	19.475	13.131	11.831	13.93	18.907	6.718	62.425	3.145	32.674	4.091	43.86	26.946	1.275	32.333	9.992	6.126	1.605	21.662	8.15	4.708	21.393	5.841	16.897	11.7	5.968	8.637	32.183	28.728	15.696	9.542	5.389	76.667	13.736	5.48	16.382	7.118	4.499	6.057	244.609	163.346	174.515
hsa-mir-217	30.998	203.225	117.595	6.103	88.778	68.715	37.655	6.52	29.642	23.293	355.352	21.743	41.643	637.97	133.61	142.762	130.25	436.259	30.439	22.079	66.322	236.295	996.611	25.331	185.76	27198.472	116.372	11.79	68.203	10732.828	1684.844	6.573	929.173	13.713	164.986	1518.076	47.125	50.506	23.901	23.874	34.648	155.878	237.825	23.512	283.05	30.665	92.002	26.591	43.86	180.258	302.094	26.454	98.386	1627.166	337.121	61.735	110.481	10.088	7.738	40.055	70.755	485.567	265.984	79.889	3.576	26.769	35.196	424.629	2621.055	9.705	17.17	155.786	50.965	42.705	38.696	72.68	73.185	52.664	6.863
hsa-mir-218-1	558.708	124.82	355.852	77.986	10.761	26.666	210.708	3492.466	290.796	15.141	78.541	53.37	687.569	1825.719	429.459	78.441	2512.422	543.484	114.146	566.032	24.117	901.944	73.178	54.716	222.612	177.289	34.227	216.76	287.967	320.674	166.507	1781.299	86.961	539.021	109.008	94.697	406.251	522.952	82.326	333.045	47.324	364.157	90.553	214.965	81.238	290.137	316.419	456.816	556.57	43.671	96.874	28.414	1787.857	52.074	56.989	356.332	409.323	950.953	7.283	40.89	305.196	109.204	38.363	293.647	253.884	7.182	26.635	44.53	158.09	324.134	99.585	559.732	329.451	123.846	49.494	6.057	17.142	13.389	1242.19
hsa-mir-219a-1	8.857	11.918	63.399	22.379	14.796	12.307	6.409	11.953	23.509	10.482	11.494	9.883	51.822	10.32	11.134	21.963	11.841	10.512	10.654	32.115	8.039	12.066	12.196	14.186	24.066	19.271	10.757	19.046	15.156	34.391	18.732	16.902	19.06	11.603	12.521	24.551	22.75	69.446	1.77	31.036	16.902	8.623	2.985	77.253	17.958	9.435	30.094	11.591	7.562	5.575	14.021	17.636	19.216	12.865	12.843	22.745	20.828	17.486	5.007	7.51	25.345	7.8	8.525	0	17.879	13.058	13.318	9.542	15.27	12.616	8.013	7.828	5.461	12.812	8.099	12.113	15.824	11.604	18.628
hsa-mir-22	781982.887	870935.064	1197599.76	539598.733	743560.351	1195299.907	313742.628	580138.353	494205.753	138852.35	450137.647	1915638.051	615117.488	1373004.701	1074273.366	1193343.647	232894.232	809475.751	711314.399	757568.898	440925.69	625641.185	1515338.753	946289.116	950368.587	777085.437	780148.71	1956803.519	669366.731	423182.196	930256.592	720697.425	831728.1	1212170.497	995412.755	365479.351	325593.839	552624.354	1244083.63	798770.644	501811.568	791302.078	596952.341	646633.818	621533.637	252373.479	1409455.939	156213.423	1693443.132	633353.218	587043.03	950714.062	581037.395	370983.944	605309.491	1296034.378	301263.755	277143.748	304624.609	774745.178	789783.217	657456.099	646188.509	2824701.826	747017.501	1117729.603	827534.386	1590135.824	444528.358	1032098.251	1591356.631	800067.889	564271.357	365724.482	1268438.19	395157.459	621092.158	392260.182	782474.107
hsa-mir-221	47.236	109.139	43.97	161.397	134.512	75.895	1386.827	71.718	45.996	717.439	278.726	282.664	80.509	212.969	44.537	104.326	76.428	182.388	89.795	39.141	557.375	645.538	216.92	80.047	75.207	599.314	270.882	206.784	104.577	48.334	68.684	53.523	139.376	275.312	76.6	45.01	154.375	93.647	115.964	52.523	255.213	106.13	176.13	70.535	43.612	51.894	100.601	905.451	77.133	74.333	170.804	181.261	312.837	272.011	223.944	99.643	816.835	30.936	50.98	88.455	136.229	195.007	189.258	137.107	57.213	328.411	78.478	162.218	191.324	56.287	43.497	134.649	89.188	5608.638	332.963	66.623	199.116	150.85	52.943
