	TCGA.OR.A5J1.01A	TCGA.OR.A5J2.01A	TCGA.OR.A5J3.01A	TCGA.OR.A5J5.01A	TCGA.OR.A5J6.01A	TCGA.OR.A5J7.01A	TCGA.OR.A5J8.01A	TCGA.OR.A5J9.01A	TCGA.OR.A5JA.01A	TCGA.OR.A5JB.01A	TCGA.OR.A5JC.01A	TCGA.OR.A5JD.01A	TCGA.OR.A5JE.01A	TCGA.OR.A5JF.01A	TCGA.OR.A5JG.01A	TCGA.OR.A5JI.01A	TCGA.OR.A5JJ.01A	TCGA.OR.A5JK.01A	TCGA.OR.A5JL.01A	TCGA.OR.A5JM.01A	TCGA.OR.A5JO.01A	TCGA.OR.A5JP.01A	TCGA.OR.A5JQ.01A	TCGA.OR.A5JR.01A	TCGA.OR.A5JS.01A	TCGA.OR.A5JT.01A	TCGA.OR.A5JV.01A	TCGA.OR.A5JW.01A	TCGA.OR.A5JX.01A	TCGA.OR.A5JY.01A	TCGA.OR.A5JZ.01A	TCGA.OR.A5K0.01A	TCGA.OR.A5K1.01A	TCGA.OR.A5K2.01A	TCGA.OR.A5K3.01A	TCGA.OR.A5K4.01A	TCGA.OR.A5K5.01A	TCGA.OR.A5K6.01A	TCGA.OR.A5K8.01A	TCGA.OR.A5K9.01A	TCGA.OR.A5KO.01A	TCGA.OR.A5KT.01A	TCGA.OR.A5KU.01A	TCGA.OR.A5KV.01A	TCGA.OR.A5KW.01A	TCGA.OR.A5KX.01A	TCGA.OR.A5KY.01A	TCGA.OR.A5KZ.01A	TCGA.OR.A5L3.01A	TCGA.OR.A5L4.01A	TCGA.OR.A5L5.01A	TCGA.OR.A5L6.01A	TCGA.OR.A5L8.01A	TCGA.OR.A5L9.01A	TCGA.OR.A5LA.01A	TCGA.OR.A5LB.01A	TCGA.OR.A5LC.01A	TCGA.OR.A5LD.01A	TCGA.OR.A5LE.01A	TCGA.OR.A5LG.01A	TCGA.OR.A5LH.01A	TCGA.OR.A5LJ.01A	TCGA.OR.A5LK.01A	TCGA.OR.A5LL.01A	TCGA.OR.A5LM.01A	TCGA.OR.A5LN.01A	TCGA.OR.A5LO.01A	TCGA.OR.A5LP.01A	TCGA.OR.A5LR.01A	TCGA.OR.A5LS.01A	TCGA.OR.A5LT.01A	TCGA.OU.A5PI.01A	TCGA.P6.A5OF.01A	TCGA.P6.A5OG.01A	TCGA.PA.A5YG.01A	TCGA.PK.A5H8.01A	TCGA.PK.A5H9.01A	TCGA.PK.A5HA.01A	TCGA.PK.A5HB.01A
ENSG00000000005.6	3.950925657	2.731462651	0.96676323	0	153.6998305	8.879245329	2.077684472	9.95453939	2.3675954	0	1.946217687	1.901738115	7.9931487	2.372881504	12.97087589	1.472011021	0.698873267	4.564899465	9.599027087	3.115964459	23.65530952	4.008842563	1.998397264	0.774470027	1.846978458	16.32361048	1.761463473	5.829121543	10.87682639	4.477179518	0	0	0	13.86004106	6.450348507	1.896801168	12.38378604	3.438928252	2.566273704	0.827297995	0.738139243	20.16879635	1.2594848	0	2.699298719	1.581699053	2.758377576	0	5.924847885	17.70178276	2.401499396	8.493133147	0	0	0	1.531507635	7.907423592	2.43185556	1.114490138	7.062314645	10.534148	8.420245794	2.574407081	0	0	7.472932014	0	1.493397334	2.67709233	25.6480692	0	4.871088967	9.142883547	11.03115143	3.861994663	10.25347512	9.235234267	0.936461258	4.223538461
ENSG00000000971.16	256.8101677	1787.05944	729.9062384	84.48145728	258.1368948	131.1396233	3838.868343	207.2886438	244.6515246	5849.795572	614.0316803	206.3385855	485.5837835	770.000048	1143.166529	1711.948817	763.1696073	1732.379347	378.361651	172.1570364	1432.965865	464.2239688	1381.558642	391.1073635	567.638046	266.8910314	393.6870861	460.5006019	233.3573662	605.911628	447.2658832	72.58967789	794.3809594	392.7011634	363.3696326	55.95563445	221.2569773	139.2765942	587.6766783	146.4317452	364.6407861	5489.274072	562.9897054	172.0993962	630.736134	31.63398107	1162.656148	519.0213941	159.9708929	2980.221569	2986.664749	478.4465006	407.6557164	961.6922884	1837.306071	336.1659258	645.0198387	143.479478	141.5402475	1353.610307	842.7318396	142.3787016	375.8634338	1445.14227	521.0207211	356.8325037	485.3938537	1995.178839	1176.582079	59.1020725	105.8993943	1360.008039	1429.946987	3294.867042	1096.034085	386.8356523	508.553567	1293.252997	520.9030768
ENSG00000002933.9	5882.138118	2095.714719	467.9134031	13219.65844	500.5097044	12.29433969	3527.908234	162.200436	3791.309434	1290.227639	653.9291429	169.2546923	6.994005112	220.0847595	50.15405346	528.4519564	3360.88154	479.3144439	1459.852036	5.452937804	1288.304549	101.0228326	377.697083	326.0518813	2546.983293	120.7947176	1033.098327	24.04512637	4950.933613	155.9550865	142.7444308	24.1965593	212.5808201	24.640073	1928.654204	371.7730289	53.66307285	42.98660316	30.79528445	11.58217193	496.0295714	12422.29782	400.5161663	2923.556272	472.3772758	2347.241395	1544.001848	110.6280661	159.9708929	313.5744375	466.6913826	302.9217489	3384.71506	701.7754537	1346.055797	27.56713742	222.5374925	41.34154452	26.7477633	72.97725133	462.7500727	117.1179642	2656.788108	83.58509327	487.2784268	52.3105241	1120.722158	250.8907522	1831.131154	32.33886986	79.07154771	137.3647089	162.7433271	1039.686022	1939.49372	105.3311535	115.1325872	919.6049551	415.3146153
ENSG00000003096.14	789.3949463	200.7625049	293.8960218	74.34368241	374.3970229	75.13207586	143.3602286	248.8634848	67.87106813	24.54459681	188.7831157	236.7663954	52.95461014	449.0678246	104.6317322	273.7940499	362.7152255	439.3715735	754.3235452	90.36296932	594.1121967	400.0824878	353.7163158	737.2954655	567.0223865	1033.284544	332.9165963	83.06498199	400.4649717	1511.794284	674.4674356	915.5978037	674.104969	50.82015055	320.3673092	859.250929	39.62811533	527.8754867	251.494823	142.2952552	352.8305582	23.5302624	312.3522303	350.5991831	374.3027557	153.4248082	118.6102358	28.94940047	505.5870195	121.3836532	324.2024184	113.2417753	1434.727394	77.97505041	232.8556346	117.1603341	293.7043048	26.75041116	121.479425	7.062314645	361.1707884	1381.685787	450.5212392	302.4460612	159.7796878	123.3033782	366.5064356	400.9771843	729.5076601	356.8427019	272.5144412	259.141933	350.4772026	105.4853855	664.263082	162.1913337	641.5409404	85.21797445	334.3634615
ENSG00000003989.18	1614.348223	212.3712211	329.6662613	218.5253695	80.79093653	6566.54343	3471.118191	319.1308216	336.1985468	6644.222355	144.0201088	233.9137882	362.6891223	175.5932313	57.93657899	613.8285956	94.34789101	438.2303487	345.5649751	1304.031126	15527.89106	4482.687754	359.0453752	347.737042	231.4879667	2650.954342	164.6968347	136.2557161	899.8101833	1925.933389	93.97341696	91.94692532	570.611675	406.5612044	94.60511144	1778.251095	307.9434796	152.1725752	151.4101486	51.29247571	131.3887853	1016.843482	65.49320958	732.4891656	83.67826028	418.3593996	582.707263	1201.400119	110.5971605	831.9837898	495.5093754	215.1593731	204.1727446	675.7837702	1219.863066	120.9891031	666.4828456	1240.246336	31.20572385	166.356745	319.7866356	78.84411971	139.0179824	893.0407334	205.4310272	125.1716112	152.9634297	498.7947097	693.3669136	81.40474136	35.29979808	179.256074	318.781873	3626.491032	285.7876051	151.0057245	1191.34522	345.5542041	432.9126922
ENSG00000004468.13	17.38407289	51.21492471	44.47110856	28.16048576	66.997362	25.95471712	353.8989218	7.612294828	17.36236627	958.8755819	48.65544218	47.54345289	10.99057946	28.47457805	3.458900238	79.48859512	57.30760787	257.9168198	108.7889737	3.894955574	494.9418607	16.03537025	103.9166577	39.49797137	11.69753023	11.42652734	36.99073292	10.2009627	3.955209597	32.8326498	58.28730925	25.16442167	81.11636557	20.02005931	21.50116169	3.793602335	6.604685889	15.47517714	25.66273704	5.791085967	3.690696216	47.06052481	40.30351359	15.64539965	37.79018206	2.37254858	8.275132729	21.71205035	45.42383378	60.69182661	288.9804273	36.80357697	19.313638	199.2695733	199.8051574	19.90959925	18.07411107	4.86371112	20.06082248	107.5041229	72.98659683	49.75599787	118.4227257	80.28568169	11.90904505	57.91522311	6.057957612	66.45618138	96.3753239	25.6480692	15.53191116	6.819524553	20.1143438	288.188831	113.5426431	15.84627973	523.3299418	73.0439781	34.49223076
ENSG00000004776.13	1220.836028	5589.938316	2469.113288	3851.228033	1821.737093	25.27169824	2095.691071	9357.267027	32.35713713	60.54333879	10959.1518	4291.272058	6334.570345	983.5593834	1427.661073	60289.15538	1114.003987	18741.19475	556.743571	3580.243164	2925.070004	6414.148101	14094.02977	22043.74037	3377.50794	20925.23628	7753.962206	12.38688328	10239.04884	29.10166686	10886.64192	746.2218887	6714.477088	1744.825169	11509.57185	21630.17212	3906.671703	2017.791152	2029.9225	5738.966193	4727.043713	359.6768682	6866.711127	4150.297835	1791.434583	8371.93309	6775.954516	6090.747077	8895.171625	2165.939562	6336.756406	11980.97983	1738.917193	50337.22699	15679.44682	663.9085596	5199.695828	86557.03495	4902.642116	2197.949258	2896.890699	724.9066152	13605.74142	679.6787847	1173.040938	15730.52189	64.36579963	11789.62526	11958.57144	276.5530939	15054.65789	286.4200312	1707.281121	206.1446423	9196.95409	2060.948499	532.565176	23.41153144	64.05699999
ENSG00000004799.8	23949.72115	61955.03586	16312.19597	2814.922157	79064.7692	32370.99639	8265.721392	88736.52081	1310.069455	426.2578312	7740.107742	8004.415728	8304.881499	42877.37556	4372.049901	1873.870029	35097.41546	18870.15316	10141.37212	33677.34388	8464.051709	18523.25795	5028.63365	4523.679427	8351.420927	4750.17065	5584.71994	6320.953673	31622.88953	85481.29613	1225.223031	69212.80607	3500.590742	2186.806478	3274.626926	726.4748472	16246.7017	29047.76722	3035.901792	39693.75781	20518.05654	4094.265658	26599.05948	4153.142453	7360.08784	12704.99765	3101.10599	6175.527464	30937.58071	5950.327834	4160.997953	5942.362159	32177.21069	3127.665911	9028.789443	10126.32848	17197.51668	13236.58981	288.6529457	11239.28141	22974.97678	69611.70293	1513.751364	79022.00706	3137.040952	3676.682551	179817.5986	4210.633784	1706.646361	53828.60644	4676.51725	38248.76478	9213.588513	8029.299345	8925.842065	4478.90436	27331.98365	6082.315869	4677.568845
ENSG00000004838.14	3.950925657	13.65731326	19.33526459	68.71158526	5.911531941	9.562264201	24.23965217	13.46790623	26.0435494	69.54302428	14.59663265	47.54345289	21.98115892	18.98305203	27.67120191	11.77608817	136.9791603	26.24817193	5.599432467	15.5798223	8.188376371	5.612379588	49.29379919	19.36175067	94.19590135	14.69124943	7.04585389	5.829121543	23.73125758	6.715769276	30.92796001	26.13228404	43.35529884	13.86004106	15.05081318	32.24561985	25.59315782	20.63356951	59.0242952	14.06406592	107.7683295	63.86785509	51.63887678	93.16124339	29.69228591	36.37907823	62.75308986	48.5936365	1.974949295	11.37971749	9.605997584	33.97253259	2.069318357	34.65557796	9.013766499	8.423291991	29.37043048	12.1592778	17.8318422	37.66567811	3.762195713	26.02621427	15.44644249	7.698627012	16.87114716	24.28702904	28.77529866	4.480192003	13.38546165	30.10860297	136.9632166	35.07184056	21.33339494	26.8884316	6.179191461	32.62469357	7.388187413	8.42815132	18.302
ENSG00000004848.8	641.6303267	8.877253617	47.37139825	149.8137842	0	25.95471712	6.925614907	4.684489125	168.8884719	0	111.907517	6.656083404	1.998287175	12.4576279	2.594175179	0	6.988732668	269.3290685	104.789379	70.10920034	0.909819597	241.3323223	0.666132421	11.6170504	0.615659486	80.80187189	509.9436753	29.87424791	2.966407198	0.746196586	72.56175233	23.22869692	1.398558027	392.7011634	778.3420532	854.508926	33.84901518	0.859732063	71.85566372	0	55.36044324	1.680733029	0	26.3127176	28.79251967	728.3724141	13.10229349	8.271257277	1.974949295	3.793239163	4.002498993	110.4107309	0	216.5973622	27.0412995	6.891784356	4.518527767	192.1165892	49.03756606	1.569403255	550.0330132	22.19882982	5.148814162	2.199607718	437.6574058	3.736466007	182.4959731	16.42737068	24.09383097	8.921067546	9.883943463	27.27809821	26.2095995	0	0	173.376943	28.93706737	13.11045761	698.9956152
ENSG00000004939.15	3.160740526	6.828656628	6.767342607	55.19455209	13.79357453	45.76226439	20.08428323	1.171122281	7.891984666	7.363379042	8.757979592	4.754345289	70.93919471	3.559322256	3.458900238	5.888044083	10.483099	5.706124332	0	252.3931212	0.909819597	10.42299066	2.664529686	0	7.387913831	0	0	6.557761736	8.899221593	823.0548346	1.189536923	66.78250366	0	6.160018249	4.300232338	2.845201752	478.0141412	65.3396368	2.566273704	249.8439946	6.643253189	919.3609668	25.18969599	7.822699826	7.198129917	1.581699053	2.068783182	92.0177372	5.924847885	5.057652218	0	5.662088765	1.379545572	0	0	2.297261452	6.77779165	4.86371112	120.3649349	3.923508136	0	36.74289074	0	2.199607718	2.977261264	1.868233003	3.786223508	4.480192003	8.031276991	20.07240198	15.53191116	1.948435587	9.752409117	78.59695392	0	5.592804612	0	1.872922515	9.150999998
ENSG00000005001.10	3.160740526	19.12023856	39.63729241	7.884936013	61.08583006	0.683018871	2.770245963	0	5.524389266	42.5439678	8.757979592	6.656083404	3.99657435	29.6610188	0.86472506	5.888044083	3.494366334	12.55347353	0.799918924	4.673946689	3.639278387	1.603537025	15.32104569	16.26387056	1.846978458	4.08090262	1899.738355	1.457280386	8.899221593	202.9654715	39.25471847	16.45366032	132.8630126	0	10.75058085	16.12280993	11.55820031	8.597320631	15.39764223	2.481893986	8.119531675	1.680733029	17.63278719	43.38042631	0	6.326796214	1.379188788	41.35628638	5.924847885	0	6.403998389	39.63462135	4.138636715	25.99168347	1.502294416	0	0	2.43185556	0	17.2634358	217.4549122	19.13692226	74.65780535	0	5.954522527	3.736466007	2.271734105	159.0468161	13.38546165	1.115133443	0	14.6132669	3.047627849	31.71456035	220.1336958	21.43908434	32.01547879	88.02735823	2.11176923
ENSG00000005100.13	809.9397597	1289.250371	748.2747397	587.9909427	824.6587058	691.8981168	1045.075289	663.4407723	747.3709479	602.9789282	622.7896599	851.9786757	588.495573	525.0000328	711.668724	822.8541606	543.7234015	551.2116104	652.7338419	777.4331326	666.8977644	643.0183471	1231.012715	785.3126072	743.1009995	713.3417781	706.3468525	567.6107103	863.2244945	582.0333373	719.6698387	989.155344	685.2934333	495.881469	707.3882196	733.1136513	501.9561275	909.5965228	590.242952	766.9052416	624.4657997	455.4786508	609.590643	770.8915102	782.7966285	408.0783558	714.4197923	779.5659983	924.2762701	733.3595716	487.5043774	840.8201816	744.9546087	693.1115592	425.1493199	661.6112982	762.5015607	1021.379335	656.4346911	771.3616996	772.7549994	739.4506761	553.4975224	728.0701545	607.3612978	958.4035308	614.8826977	659.3349231	634.4708823	621.1293279	1060.405934	480.2893721	659.5066665	1029.344318	650.3599012	706.5576493	899.5118176	612.4456626	1009.425692
ENSG00000005421.9	25.2859242	423.376711	16.4349749	28.16048576	121.1864048	2.732075486	4.155368944	2.342244562	9.470381599	29.45351617	36.00502721	0	5.994861525	19.57627241	12.10615083	1.472011021	4.193239601	787.4451578	39.19602727	4.673946689	0	1.603537025	0	0.774470027	6.156594859	2.448541572	0	4.371841157	14.83203599	17.90871807	1.189536923	0.967862372	0	3.080009124	2.150116169	0	1.651171472	6.018124442	5.132547409	4.136489976	3.690696216	6.722932115	2.518969599	1.422309059	115.1700787	0	14.48148228	6.203442958	152.0710957	1.264413054	1271.19368	8.493133147	9.656819001	0	0	22.97261452	7.907423592	4.86371112	8.915921101	3.923508136	19.56341771	130.8965483	2.574407081	90.18391642	872.3375503	18.68233003	5.300712911	0.746698667	5.354184661	18.95726854	0	84.75694802	1.828576709	2.068340893	1.544797865	16.77841383	12.31364569	0	11.96669231
ENSG00000005471.19	658.2242145	10398.67831	10165.51536	388.6147035	163.5523837	755.4188718	29.08758261	1471.515146	409.5940042	17.99937099	732.7509592	34.23128608	1397.801879	13531.35678	61.39547923	104.5127825	6277.978555	918.6860174	922.3065193	2114.960877	79.15430492	43.29549968	225.1527585	66.60442231	809.592224	51.41937302	143.559273	1995.016848	1538.576533	4139.152464	21.41166462	176.1509517	1.398558027	2691.927975	47.30255572	63.54283912	5353.097913	10561.8084	1947.801742	10359.4255	796.4522434	559.6840986	2015.175679	486.4296983	832.2837716	10.28104385	4961.631665	846.7699637	754.4306307	101.1530444	241.7509392	70.77610956	10317.62133	25.99168347	102.1560203	3187.833142	102.7965067	2278.64866	12192.52211	575.1862928	374.714693	11116.2554	77.23221243	6631.817269	54.58312317	56.0469901	951.0993451	85.12364806	12.04691549	16244.14887	32.47581424	11620.46984	3674.82966	36.5406891	88.82587725	64.31725303	234.5749504	30.90322151	40.12361538
ENSG00000005513.10	618.7149579	279.9749218	3.867052918	1066.719201	5.911531941	82.64528345	5.540491926	1152.384325	49.7195034	5.727072588	34.05880953	17.11564304	301.7413634	26.69491692	4.323625298	33.85625348	1445.269916	469.0434201	48.79505436	107.5007738	18.19639194	313.4914884	19.31784022	2.32341008	1.231318972	35.91194306	3.522926945	5.829121543	224.4581446	6.715769276	20.2221277	1.935724744	1185.977207	80.08023724	6.450348507	1986.899223	1016.296041	3.438928252	118.0485904	4.136489976	67.90881037	89.07885053	167.5114783	5140.224941	1.799532479	7.908495267	406.1710981	39.28847206	47.39878308	194.7196104	1017.435244	127.3969972	839.4534803	60.64726143	12.01835533	13.01781489	256.4264508	3657.510762	380.0411369	203.2377215	5.267073998	335.278878	20.59525665	3.299411576	6.946942949	3.736466007	134.0323122	49.28211203	1100.284948	11.15133443	1.411991923	51.63354305	243.8102279	31.71456035	16.99277652	24.23548665	18.47046853	450.437865	9.854923075
ENSG00000005844.19	106.6749927	200.7625049	225.2558325	104.757007	155.6703411	18.44150953	928.724959	166.2993639	88.39022826	862.3335011	323.0721361	381.2984921	78.93234341	340.5084958	56.20712887	578.5003312	259.9808552	925.5333666	235.1761636	60.76130696	1216.428801	43.29549968	483.612138	419.7627545	238.8758805	155.0742996	878.0895411	81.60770161	260.055031	70.88867569	242.6655324	89.04333821	317.4726721	69.3002053	281.6652182	462.8194849	32.19784371	147.8739149	92.38585336	16.54595991	123.2692536	319.3392755	212.8529311	27.02387213	76.48013037	319.5032088	175.8465705	103.390716	209.3446253	79.65802243	606.7788474	382.1909916	33.10909372	771.0866096	368.062132	147.0247329	259.8153466	102.1379335	121.479425	304.4642314	129.4195325	207.4442373	1125.015894	205.6633216	411.8544748	866.8601136	28.01805396	460.7130777	489.9078965	339.0005668	86.13150732	48.71088967	57.29540356	952.1262575	723.7377998	44.74243689	202.5594716	309.9686763	33.08438461
ENSG00000005981.13	7220.711731	12154.32593	11663.99837	42.80393836	2465.10882	6481.166071	9.69586087	4804.529159	2460.720819	26.99905649	2074.668055	22.82085739	4814.872948	17139.91632	4850.242859	88.32066124	7265.486481	2586.015547	15033.67626	4763.530667	135.5631199	9479.309124	665.466289	13.94046048	10240.26423	16.32361048	2215.921049	8848.606503	10187.63112	16676.74751	4.758147694	5937.835651	8.391348162	5175.955334	8.600464676	2.845201752	4852.792957	43790.45263	1313.932137	9162.325298	6263.111478	905.9151025	8303.783284	7176.260359	9416.053698	344.0195441	1803.978935	3592.82738	6448.209448	2388.47626	1476.121629	2211.045663	9981.701983	25.99168347	75.11472082	17027.30188	9807.464518	654.1691456	12379.75645	7118.813162	2143.699117	12290.49695	7.723221243	7906.489941	61.53006612	717.4014733	4157.273412	65.70948271	104.4066009	11034.24542	57.89166886	25264.39003	4934.109488	9.652257498	91.91547298	313.1970582	1306.477808	3.745845031	7.039230768
ENSG00000006016.11	146.1842493	24.58316386	141.1474315	836.9296368	5.911531941	40.98113229	1168.351235	49.77269695	102.5958007	167.7214115	135.2621293	165.451216	773.3371367	635.3390227	106.3611823	192.8334437	181.0081761	276.1764177	59.99391929	130.8705073	8.188376371	236.5217112	151.2120597	3.872350134	72.64781934	3.264722096	7.926585627	140.6275572	126.5667071	75.36585521	0	19.35724744	6.992790135	147.840438	19.35104552	2.845201752	1836.102677	51.58392379	230.9646334	115.8217193	127.6980891	1502.575328	430.7438015	8954.857838	100.7738188	3.954247633	83.44092168	26.88158615	236.9939154	58.1630005	192.1199517	87.76237586	41.38636715	8.66389449	13.52064975	8.423291991	151.3706802	216.4351448	67.9838984	1680.046184	115.1231888	62.00362812	7.723221243	373.933312	5.954522527	52.3105241	25.74631985	44.80192003	17.40110015	18.95726854	24.0038627	158.7975003	571.1254589	63.4291207	33.98555303	54.06377791	63.4152753	7.491690062	21.82161538
ENSG00000006047.13	15.80370263	34.8261488	8.700869067	767.0916321	1.970510647	73.76603812	2.077684472	13.46790623	29.98954173	3.272612907	5.838653061	48.49432194	20.98201534	4.745763008	2.594175179	2.944022041	66.39296034	12.55347353	1.599837848	164.3671252	2.72945879	85.78923085	13.32264843	10.84258038	26.47335789	7.345624717	0	1.457280386	55.37293436	2.984786345	16.65351693	16.45366032	8.391348162	23.10006843	4.300232338	16.12280993	71.82595904	50.72419172	23.09646334	172.905281	39.85951913	3.361466058	5.037939198	694.7979755	1.799532479	43.49672397	29.65255894	57.89880094	9.874746475	12.64413054	7.204498188	16.98626629	13.79545572	8.66389449	9.013766499	13.01781489	36.14822213	41.34154452	20.06082248	55.71381553	4.514634855	91.09174995	5.148814162	6.598823153	13.8938859	11.20939802	71.93824665	5.22689067	10.70836932	118.204145	5.647967693	14.6132669	101.7907702	97.21202195	2.317196798	28.89615716	19.7018331	0	3.519615384
ENSG00000006283.18	22.12518368	586.5816044	624.5290463	539.5549072	5.911531941	115.4301893	1565.88153	166.2993639	187.0400366	6.545225815	79.79492517	86.52908425	1223.950895	2083.983181	767.0111278	198.7214878	118.8084554	118.6873861	338.3657048	60.76130696	0.909819597	1792.754394	123.9006304	154.1195353	17.85412509	332.1854733	44.91731855	128.9693141	39.55209597	264.1535915	70.18267849	203.2510981	455.9299168	364.9810813	451.5243955	552.9175404	220.4313915	150.453111	972.6177339	306.9275562	295.9938365	45.37979178	182.6252959	8915.744339	152.9602607	15.81699053	1058.527395	488.0041793	21.72444224	108.7395227	25.61599356	161.3695298	511.8114071	51.98336694	34.55277158	475.5331206	49.70380544	960.5829462	139.3112672	7.847016273	336.3402967	130.1310714	28.31847789	17.59686174	298.7185468	7.472932014	174.1662814	98.56422407	1413.50475	497.3495157	73.42358001	1930.899666	449.8298705	1.378893928	6.179191461	11.18560922	1.847046853	1283.888384	625.0836922
ENSG00000006453.14	2397.421689	3496.955059	1760.475841	1726.800987	1647.346901	4925.932101	33.24295155	1122.520707	1817.524069	1491.493333	1953.029449	2210.770559	3730.802156	3664.322262	3540.184394	889.0946565	2182.581212	1933.234924	2190.178014	2724.131929	282.044075	7540.632861	3551.818071	2802.807027	4508.474415	3477.745213	3073.75376	3268.679905	1533.632521	10396.01084	2394.537827	2258.022913	3654.432125	4111.812181	2709.146373	2667.850842	3704.403198	3911.780887	2925.552023	2668.863333	3154.068986	4208.555504	1488.711033	3336.025899	1928.199051	2465.077975	1823.287578	1837.253023	2691.855889	3724.960858	1081.475228	2547.939944	2112.08427	1750.106687	3100.735676	2665.589038	3142.636062	1038.402324	5024.121541	1740.468209	4884.082474	6227.91998	2049.228037	1876.265383	2978.253684	3000.382203	4039.900483	2827.747853	2691.816338	3842.749846	543.6168905	2342.019575	2577.683635	932.1322956	2527.289307	3690.31891	514.7103898	5148.663995	4999.965614
ENSG00000006747.15	357.1636794	217.1512808	77.34105837	47.30961608	326.1195121	397.5169832	309.5749863	402.2805036	94.70381599	56.45257265	73.95627211	137.8760134	624.4647422	246.7796764	324.2718973	117.7608817	249.4977562	521.5397639	135.1862981	51.41341358	28.2044075	178.7943783	221.1559639	37.94903131	77.57309523	146.9124943	1366.895655	859.0667874	446.9386845	167.8942319	67.80360464	62.91105417	239.1534226	380.3811269	217.1617331	102.4272631	175.8497618	145.2947187	133.4462326	59.56545566	72.33764583	450.4364517	8.816393597	371.933819	98.07452012	294.1960239	380.6561055	296.7313548	37.5240366	408.4054166	53.63348651	410.5014355	17.93409243	43.31947245	37.55736041	134.006918	64.38902068	92.41051128	66.86940826	128.6910669	310.0049267	206.6787604	362.9913984	45.09195821	119.0904505	334.4137076	15.90213873	403.963979	30.7865618	233.0628897	91.77947502	145.1584512	464.4584842	488.1284506	75.69509539	210.662307	3.078411422	468.2306289	5.631384614
ENSG00000007171.18	4.741110788	47.8005964	10.63439553	48.43603551	69.95312797	59.42264182	55.40491926	5.270050266	14.2055724	8.999685495	29.19326531	32.32954796	6.994005112	4.152542632	10.37670071	11.77608817	1.397746534	5.706124332	27.19724341	4.673946689	257.4789459	20.84598133	6.661324215	20.91069072	37.55522864	4.897083145	18.49536646	2.185920579	18.78724559	1.492393173	49.96055079	9.678623718	100.6961779	10.78003194	2.150116169	73.97524554	0.825585736	63.62017267	5.132547409	19.85515189	47.97905081	53.78345692	3.778454399	14.22309059	14.39625983	17.39868959	25.51499258	65.13615105	19.74949295	35.40356552	27.21699315	14.15522191	59.32045958	60.64726143	22.53441625	4.594522904	42.92601379	4.86371112	4.457960551	3.923508136	10.534148	5.358338232	28.31847789	37.3933312	9.924204212	37.36466007	3.786223508	32.85474136	44.17202345	7.805934103	0	8.76796014	21.94292051	439.8671631	7.723989326	21.43908434	178.5478625	81.47212942	39.4196923
ENSG00000007174.18	64.79518078	6.145790966	118.9118772	21.40196918	16.7493405	12.29433969	1.385122981	68.51065345	179.1480519	0	31.13948299	137.8760134	5.994861525	112.1186511	30.26537709	27.96820939	25.85831087	20.54204759	219.9777041	0	58.22845419	0.801768513	96.58920111	39.49797137	25.24203892	115.8976344	4.403658681	18.21600482	65.26095835	1.492393173	19.03259078	0.967862372	92.30482979	10.78003194	6.450348507	8.535605255	9.907028833	43.84633522	92.38585336	0	5.905113945	16.80733029	96.98032957	150.7647603	223.1420274	0.790849527	71.02822259	36.18675059	5.924847885	1.264413054	22.41399436	14.15522191	51.04318615	69.31115592	234.357929	62.02605921	13.5555833	0	0	0	331.8256619	3.827384452	46.33932746	5.499019294	79.3936337	31.75996106	83.29691717	75.41656539	44.17202345	43.49020429	40.94776578	102.2928683	129.8289464	0.689446964	21.62717011	68.04578944	357.095725	6.555228804	4.223538461
ENSG00000007264.15	26.07610934	60.09217833	41.57081887	834.676798	44.33648956	52.5924531	176.6031801	60.89835862	139.6881286	182.4481696	79.79492517	99.84125106	264.7730507	27.88135767	86.47250596	110.4008266	92.95014448	134.6645342	69.59294638	24.14872456	454.9097984	26.45836092	127.2312925	87.51511303	25.85769841	30.19867939	33.46780598	18.21600482	31.64167678	68.65008594	39.25471847	28.06800878	71.32645938	70.84020986	36.55197487	20.86481284	111.4540744	59.32151235	43.62665297	52.9470717	35.43068367	112.6091129	20.15175679	637.1944586	31.49181839	68.80390882	259.9770866	48.5936365	53.32363096	50.57652218	155.2969609	50.95879888	27.59091143	129.9584173	184.7822132	16.08083016	50.83343738	24.3185556	17.8318422	47.86679926	76.74879254	24.49526049	270.3127435	18.6966656	64.50732738	130.7763102	584.5929096	75.41656539	36.14074646	28.99346953	18.355895	70.14368112	68.26686382	241.3064375	199.2789246	28.89615716	107.1287175	168.5630264	700.4034614
