	TCGA.2K.A9WE.01A	TCGA.2Z.A9J1.01A	TCGA.2Z.A9J2.01A	TCGA.2Z.A9J3.01A	TCGA.2Z.A9J5.01A	TCGA.2Z.A9J6.01A	TCGA.2Z.A9J7.01A	TCGA.2Z.A9J8.01A	TCGA.2Z.A9J9.01A	TCGA.2Z.A9JD.01A	TCGA.2Z.A9JE.01A	TCGA.2Z.A9JG.01A	TCGA.2Z.A9JI.01A	TCGA.2Z.A9JJ.01A	TCGA.2Z.A9JK.01A	TCGA.2Z.A9JL.01A	TCGA.2Z.A9JM.01A	TCGA.2Z.A9JN.01A	TCGA.2Z.A9JO.01A	TCGA.2Z.A9JP.01A	TCGA.2Z.A9JQ.01A	TCGA.2Z.A9JR.01A	TCGA.2Z.A9JS.01A	TCGA.2Z.A9JT.01A	TCGA.4A.A93W.01A	TCGA.4A.A93X.01A	TCGA.4A.A93Y.01A	TCGA.5P.A9JU.01A	TCGA.5P.A9JV.01A	TCGA.5P.A9JW.01A	TCGA.5P.A9JY.01A	TCGA.5P.A9JZ.01A	TCGA.5P.A9K0.01A	TCGA.5P.A9K2.01A	TCGA.5P.A9K3.01A	TCGA.5P.A9K4.01A	TCGA.5P.A9K6.01A	TCGA.5P.A9K8.01A	TCGA.5P.A9K9.01A	TCGA.5P.A9KA.01A	TCGA.5P.A9KC.01A	TCGA.5P.A9KE.01A	TCGA.5P.A9KF.01A	TCGA.5P.A9KH.01A	TCGA.A4.7286.01A	TCGA.A4.7287.01A	TCGA.A4.7288.01A	TCGA.A4.7583.01A	TCGA.A4.7584.01A	TCGA.A4.7585.01A	TCGA.A4.7732.01A	TCGA.A4.7734.01A	TCGA.A4.7828.01A	TCGA.A4.7915.01A	TCGA.A4.7996.01A	TCGA.A4.7997.01A	TCGA.A4.8098.01A	TCGA.A4.8310.01A	TCGA.A4.8311.01A	TCGA.A4.8312.01A	TCGA.A4.8515.01A	TCGA.A4.8516.01A	TCGA.A4.8517.01A	TCGA.A4.8518.01A	TCGA.A4.8630.01A	TCGA.A4.A48D.01A	TCGA.A4.A4ZT.01A	TCGA.A4.A57E.01A	TCGA.A4.A5DU.01A	TCGA.A4.A5XZ.01A	TCGA.A4.A5Y0.01A	TCGA.A4.A5Y1.01A	TCGA.A4.A6HP.01A	TCGA.A4.A772.01A	TCGA.A4.A7UZ.01A	TCGA.AL.7173.01A	TCGA.AL.A5DJ.01A	TCGA.AT.A5NU.01A	TCGA.B1.5398.01A	TCGA.B1.7332.01A	TCGA.B1.A47M.01A	TCGA.B1.A47N.01A	TCGA.B1.A47O.01A	TCGA.B1.A654.01A	TCGA.B1.A655.01A	TCGA.B1.A656.01A	TCGA.B1.A657.01A	TCGA.B3.8121.01A	TCGA.B3.A6W5.01A	TCGA.B9.5155.01A	TCGA.B9.5156.01A	TCGA.B9.7268.01A	TCGA.B9.A44B.01A	TCGA.B9.A5W7.01A	TCGA.B9.A5W8.01A	TCGA.B9.A5W9.01A	TCGA.B9.A69E.01A	TCGA.B9.A8YH.01A	TCGA.B9.A8YI.01A	TCGA.BQ.5875.01A	TCGA.BQ.5875.11A	TCGA.BQ.5876.01A	TCGA.BQ.5877.01A	TCGA.BQ.5877.11A	TCGA.BQ.5878.01A	TCGA.BQ.5878.11A	TCGA.BQ.5879.01A	TCGA.BQ.5879.11A	TCGA.BQ.5880.01A	TCGA.BQ.5881.01A	TCGA.BQ.5882.01A	TCGA.BQ.5882.11A	TCGA.BQ.5883.01A	TCGA.BQ.5884.01A	TCGA.BQ.5884.11A	TCGA.BQ.5885.01A	TCGA.BQ.5886.01A	TCGA.BQ.5887.01A	TCGA.BQ.5887.11A	TCGA.BQ.5888.01A	TCGA.BQ.5888.11A	TCGA.BQ.5889.01A	TCGA.BQ.5890.01A	TCGA.BQ.5890.11A	TCGA.BQ.5891.01A	TCGA.BQ.5891.11A	TCGA.BQ.5892.01A	TCGA.BQ.5893.01A	TCGA.BQ.5894.01A	TCGA.BQ.5894.11A	TCGA.BQ.7044.01A	TCGA.BQ.7044.11A	TCGA.BQ.7045.01A	TCGA.BQ.7045.11A	TCGA.BQ.7046.01A	TCGA.BQ.7046.11A	TCGA.BQ.7048.01A	TCGA.BQ.7049.01A	TCGA.BQ.7050.01A	TCGA.BQ.7051.01A	TCGA.BQ.7051.11A	TCGA.BQ.7053.01A	TCGA.BQ.7055.01A	TCGA.BQ.7055.11A	TCGA.BQ.7056.01A	TCGA.BQ.7058.01A	TCGA.BQ.7059.01A	TCGA.BQ.7059.11A	TCGA.BQ.7060.01A	TCGA.BQ.7061.01A	TCGA.BQ.7061.11A	TCGA.BQ.7062.01A	TCGA.DW.5560.01A	TCGA.DW.5561.01A	TCGA.DW.7834.01A	TCGA.DW.7836.01A	TCGA.DW.7837.01A	TCGA.DW.7838.01A	TCGA.DW.7839.01A	TCGA.DW.7840.01A	TCGA.DW.7841.01A	TCGA.DW.7842.01A	TCGA.DW.7963.01B	TCGA.DZ.6131.01A	TCGA.DZ.6131.11A	TCGA.DZ.6132.01A	TCGA.DZ.6132.11A	TCGA.DZ.6133.01A	TCGA.DZ.6133.11A	TCGA.DZ.6134.01A	TCGA.DZ.6134.11A	TCGA.DZ.6135.01A	TCGA.EV.5901.01A	TCGA.EV.5902.01A	TCGA.EV.5903.01A	TCGA.F9.A4JJ.01A	TCGA.F9.A7Q0.01A	TCGA.F9.A7VF.01A	TCGA.F9.A8NY.01A	TCGA.F9.A97G.01A	TCGA.G7.6789.01A	TCGA.G7.6790.01A	TCGA.G7.6792.01A	TCGA.G7.6793.01A	TCGA.G7.6795.01A	TCGA.G7.6796.01A	TCGA.G7.6797.01A	TCGA.G7.7501.01A	TCGA.G7.7502.01A	TCGA.G7.A4TM.01A	TCGA.G7.A8LB.01A	TCGA.G7.A8LC.01A	TCGA.G7.A8LD.01A	TCGA.G7.A8LE.01A	TCGA.GL.6846.01A	TCGA.GL.6846.11A	TCGA.GL.7773.01A	TCGA.GL.7966.01A	TCGA.GL.8500.01A	TCGA.GL.A4EM.01A	TCGA.GL.A59R.01A	TCGA.GL.A59T.01A	TCGA.GL.A9DC.01A	TCGA.GL.A9DD.01A	TCGA.GL.A9DE.01A	TCGA.HE.7128.01A	TCGA.HE.7129.01A	TCGA.HE.7130.01A	TCGA.HE.A5NF.01A	TCGA.HE.A5NH.01A	TCGA.HE.A5NI.01A	TCGA.HE.A5NJ.01A	TCGA.HE.A5NK.01A	TCGA.HE.A5NL.01A	TCGA.IA.A40U.01A	TCGA.IA.A40X.01A	TCGA.IA.A40Y.01A	TCGA.IA.A83S.01A	TCGA.IA.A83T.01A	TCGA.IA.A83V.01A	TCGA.IA.A83W.01A	TCGA.IZ.8195.01A	TCGA.IZ.8196.01A	TCGA.IZ.A6M8.01A	TCGA.IZ.A6M9.01A	TCGA.J7.6720.01A	TCGA.J7.8537.01A	TCGA.J7.A8I2.01A	TCGA.KV.A6GD.01A	TCGA.KV.A6GE.01A	TCGA.KV.A74V.01A	TCGA.MH.A55W.01A	TCGA.MH.A55Z.01A	TCGA.MH.A560.01A	TCGA.MH.A561.01A	TCGA.MH.A562.01A	TCGA.MH.A854.01A	TCGA.MH.A855.01A	TCGA.MH.A856.01A	TCGA.MH.A857.01A	TCGA.O9.A75Z.01A	TCGA.P4.A5E6.01A	TCGA.P4.A5E7.01A	TCGA.P4.A5E8.01A	TCGA.P4.A5EA.01A	TCGA.P4.A5EB.01A	TCGA.P4.A5ED.01A	TCGA.P4.AAVK.01A	TCGA.P4.AAVL.01A	TCGA.P4.AAVM.01A	TCGA.P4.AAVO.01A	TCGA.PJ.A5Z8.01A	TCGA.PJ.A5Z9.01A	TCGA.Q2.A5QZ.01A	TCGA.SX.A71R.01A	TCGA.SX.A71S.01A	TCGA.SX.A71U.01A	TCGA.SX.A71V.01A	TCGA.SX.A71W.01A	TCGA.SX.A7SL.01A	TCGA.SX.A7SM.01A	TCGA.SX.A7SN.01A	TCGA.SX.A7SO.01A	TCGA.SX.A7SP.01A	TCGA.SX.A7SQ.01A	TCGA.SX.A7SR.01A	TCGA.SX.A7SS.01A	TCGA.SX.A7SU.01A	TCGA.UN.AAZ9.01A	TCGA.UZ.A9PJ.01A	TCGA.UZ.A9PK.01A	TCGA.UZ.A9PL.01A	TCGA.UZ.A9PM.01A	TCGA.UZ.A9PN.01A	TCGA.UZ.A9PO.01A	TCGA.UZ.A9PP.01A	TCGA.UZ.A9PQ.01A	TCGA.UZ.A9PR.01A	TCGA.UZ.A9PS.01A	TCGA.UZ.A9PS.05A	TCGA.UZ.A9PU.01A	TCGA.UZ.A9PV.01A	TCGA.UZ.A9PX.01A	TCGA.UZ.A9PZ.01A	TCGA.UZ.A9Q0.01A	TCGA.UZ.A9Q1.01A	TCGA.V9.A7HT.01A	TCGA.WN.A9G9.01A	TCGA.WN.AB4C.01A	TCGA.Y8.A894.01A	TCGA.Y8.A895.01A	TCGA.Y8.A896.01A	TCGA.Y8.A897.01A	TCGA.Y8.A898.01A	TCGA.Y8.A8RY.01A	TCGA.Y8.A8RZ.01A	TCGA.Y8.A8S0.01A	TCGA.Y8.A8S1.01A
hsa-let-7a-1	55387.465	33260.314	22282.679	56347.475	45080.481	41714.477	122381.268	46973.834	70432.214	34630.447	43454.705	35849.477	23032.215	84627.854	37064.896	44509.604	39116.542	49127.64	20987.178	22169.449	42585.976	32314.838	30897.31	20898.089	31235.081	32267.825	26952.63	30352.028	54143.527	38025.431	36577.861	28259.833	19530.758	29705.431	24296.107	43067.586	28625.957	73398.376	30888.862	45576.568	44343.315	29440.371	35656.546	41283.417	25051.364	29838.733	35663.968	39871.328	36943.423	30554.731	50706.018	47945.14	101615.048	44092.649	37859.572	43055.12	41833.552	29977.275	19204.633	79047.131	56818.401	43303.825	21932.718	30168.983	37801.274	20341.054	24438.466	27522.099	26919.304	21459.797	16896.298	13337.688	30774.8	57541.619	16684.211	37259.892	24257.662	35865.229	43264.83	53850.975	26710.686	48075.769	23827.981	28614.31	32369.481	18378.791	21637.214	39845.351	46831.018	79069.101	60293.375	44253.224	13846.311	35152.338	28975.935	22970.472	28744.046	38680.552	21239.3	25955.634	59016.172	64669.033	67461.614	47979.031	45436.865	49539.392	60215.03	49127.07	33364.039	20870.351	60157.54	50058.111	43820.653	53362.629	48844.057	44395.654	49453.834	47396.731	51112.803	41498.472	39789.677	52801.89	35280.943	49963.413	38109.992	56656.789	28294.882	55558.798	40435.552	57828.066	28108.511	42453.554	39713.6	30689.702	24109.049	25077.143	63758.543	55920.548	48866.364	28949.098	40361.842	57486.018	33273.769	28839.997	53681.523	23863.214	52463.038	28042.294	31447.458	28245.861	50509.302	27574.646	66828.171	57645.52	60107.592	65755.814	46841.206	50795.762	118086.835	57686.262	52693.636	67842.232	24696.278	47386.495	34962.561	33149.773	22596.855	41148.529	15059.348	28454.38	28875.867	73311.591	89925.136	68657.795	57561.119	21383.95	49682.078	51463.595	29247.34	60327.667	42281.741	29710.182	36583.207	38344.007	27026.95	22143.616	44540.763	24971.365	27178.451	44634.291	31943.849	18268.447	39622.595	29996.498	33458.866	27350.283	97004.614	43255.165	34360.137	16025.495	47580.1	30469.244	35660.108	27439.945	21410.514	28531.593	69713.77	37896.033	27323.622	40423.424	19470.267	41938.595	38804.644	31512.005	21053.632	44345.136	28929.695	15582.718	21702.143	27291.317	44392.982	45593.122	56287.219	25383.524	42273.297	55084.69	19750.405	30298.913	33482.984	26522.031	37749.235	25522.128	60008.256	23700.949	37124.421	41914.231	33393.524	27180.112	23923.927	31228.787	51717.508	31927.296	28932.388	13359.68	21229.857	23540.394	54843.048	19953.779	67446.577	37350.13	35350.672	21574.343	22453.115	22623.24	36841.91	44578.178	29915.635	13856.87	37375.994	26454.728	19668.95	46313.99	32099.028	14149.841	46201.123	24406.815	25409.183	37006.903	62312.358	52072.231	79574.822	63451.908	36483.079	64757.879	33437.706	40255.976	46783.679	70978.876	23062.368	30911.288	44955.703	50711.255	47312.109	46805.648	38971.786	25016.385	35906.656	51874.112	26718.521	46517.374	21409.852	13715.019	24262.211	24013.997	37672.259	25334.196	55622.777	31864.055
hsa-let-7a-2	54419.492	32849.947	22230.115	56426.163	45121.064	41580.876	122166.613	46636.686	70209.141	34260.8	43161.364	36057.348	23086.641	84509.73	36779.058	44561.519	38905.686	49415.104	21035.861	22082.658	42627.55	31996.89	30935.34	20806.247	31030.649	32262.239	27132.289	30439.085	54474.475	37811.62	36923.305	28118.621	19452.144	29506.238	24518.301	43633.602	28490.846	73004.304	31138.836	45746.087	44117.158	29235.707	34959.285	41658.144	24831.281	30213.697	35256.111	39881.551	36559.285	30535.941	51125.944	47910.207	101415.422	44281.399	37306.564	43432.72	41270.477	29857.406	19556.09	78684.301	57206.644	43341.552	22056.127	29964.457	37706.646	20277.887	24284.193	27307.52	26442.572	21957.694	16640.844	13429.117	30644.605	57287.256	16968.097	37208.74	24042.787	35528.932	43134.197	53568.71	26561.885	47772.866	23237.149	28888.288	32303.982	18354.731	21412.938	39669.929	47470.621	78929.144	60006.682	44223.137	13850.86	35497.543	28805.7	22909.144	28795.365	38816.059	21480.734	26090.931	58922.073	64676.039	67808.949	47933.593	45278.255	49684.591	60803.669	49145.16	33116.331	20623.881	60406.331	50071.068	43657.968	53186.381	48709.099	44062.33	49429.945	47168.151	51278.41	41310.071	39991.777	52224.493	35185.025	49672.06	38207.336	56576.853	27617.573	55217.16	40378.371	57464.693	28165.538	42133.611	39514.497	30669.354	24080.729	25182.804	64338.107	55788.853	48360.948	28498.949	40305.567	57471.71	33269.589	28957.902	53278.254	23781.035	52688.098	28021.376	31331.393	28241.731	50375.838	27835.003	66222.089	57563.31	60123.381	65229.967	46299.974	50729.885	117893.22	58309.042	52868.816	67208.578	24597.037	47313.573	35124.471	33104.242	22365.689	41363.859	15145.867	28283.909	29144.939	72884.568	89296.267	68264.171	57378.344	21302.164	49497.196	51829.245	29529.208	59745.847	42291.756	29647.571	36633.228	38494.429	27080.581	22261.516	44113.969	24576.008	26983.093	44726.643	31814.068	18745.802	39280.424	30257.81	33458.866	27500.4	96522.104	43203.873	34206.325	15792.236	47321.098	30359.447	35590.003	27402.231	21567.983	28584.504	68975.243	38006.224	27291.379	39642.442	19132.941	41460.102	39393.058	31429.935	20653.187	44172.013	28637.706	15427.62	21558.596	27355.966	44105.089	45446.594	55799.31	25207.517	41680.635	54804.616	19645.759	30108.749	33425.251	26378.399	37795.608	25695.768	60415.629	24026.245	36872.673	42296.925	33400.53	26966.101	24057.389	30904.508	51820.081	31883.122	28520.405	13320.071	21205.004	23487.844	54894.829	20165.873	67285.528	37697.868	34853.506	21283.635	22353.068	22196.706	36651.129	44476.441	29680.523	14087.788	36985.761	26160.276	19661.206	45790.357	31922.739	14118.786	45684.979	24753.715	25137.259	36937.872	62449.862	52436.166	79855.569	63523.36	35976.715	65089.099	33810.344	40113.722	46777.304	70795.376	23134.752	30850.5	44451.701	50695.414	47468.607	46763.921	39268.72	25484.87	35752.161	51936.467	26777.804	46425.197	21033.221	13941.202	24571.448	24181.368	37492.554	25442.121	55379.565	31796.768
hsa-let-7a-3	55266.86	32645.406	22378.151	56330.103	45382.068	41886.003	122345.326	46397.353	70832.007	34529.924	43812.253	36279.517	23202.091	85104.723	37008.519	44790.982	39295.588	49574.407	21486.574	22298.831	42778.678	32374.507	30988.583	20811.814	31188.327	32096.883	27160.429	30569.67	53923.948	38028.602	37081.192	28189.742	19476.711	29563.15	24663.497	43442.615	28958.061	72871.433	31228.321	45662.741	44479.533	29674.408	35752.761	40789.546	24933.171	30283.295	35685.582	40059.718	37216.401	30258.434	50711.334	48438.437	101804.168	44289.935	38118.762	43413.356	41507.148	30098.151	19423.397	79004.094	57167.178	43198.844	22117.221	30370.628	38194.963	20550.714	24353.418	27352.631	27200.31	21694.102	17002.839	13440.049	31207.233	57488.181	16898.604	37377.291	23827.913	35921.525	42889.508	54203.121	27096.135	48138.506	23663.71	28600.558	32643.266	18258.49	21771.582	39636.955	47242.536	79641.762	60313.364	44415.693	13786.406	35637.82	28584.394	23415.905	29229.938	38694.681	21229.063	26311.679	59051.323	64719.245	67772.61	47870.847	45051.807	49748.077	60537.854	49471.909	33121.335	21017.314	60747.709	50304.286	43944.753	53352.653	49181.451	44251.328	49595.677	47602.249	51267.282	41635.692	39900.938	52819.111	34952.335	50254.244	38252.927	57236.328	28030.847	55533.928	40752.245	57976.948	28453.573	42774.623	39996.678	30987.29	24234.132	25430.447	64593.662	55790.734	49157.216	28644.25	40560.834	57768.767	33388.016	29258.147	53724.328	24296.815	52177.101	28566.074	31623.125	28399.278	50572.828	28024.92	66273.778	57659.895	60146.722	65742.33	47150.302	51216.357	117407.965	57918.538	52437.419	67983.171	24578.842	47877.059	35365.36	33166.751	22903.19	41419.026	15362.591	28348.85	29429.194	73167.767	89587.812	68464.198	57906.839	21317.742	49638.623	52125.435	30027.539	60479.919	42462.009	29813.357	36814.071	38691.593	27370.997	22451.748	44557.685	25055.2	27302.77	44993.607	32009.723	18680.088	39501.137	30608.985	33191.799	28101.696	96976.285	43769.153	34883.098	15872.381	48222.154	30429.028	35621.161	27506.11	21587.229	29007.792	69504.455	38195.123	28097.445	39600.227	19200.892	41857.1	38567.521	31371.92	21085.062	44455.163	29182.515	15579.646	22173.194	27546.509	44576.504	45803.754	56569.181	26138.499	42064.361	54988.514	20023.434	31026.158	33690.102	26635.233	38144.41	26188.001	60151.716	24294.471	37263.904	42178.273	33592.688	27156.898	24160.741	31061.203	51823.286	32188.939	29069.291	14080.888	20999.079	24139.783	55239.582	20042.903	67340.988	38062.641	34892.85	21759.134	22918.665	22851.507	36571.193	44829.391	29957.126	14041.246	37651.824	26355.484	19620.769	46254.435	31984.731	14430.278	46721.446	24591.977	25714.94	36898.992	62199.502	52569.399	80288.01	63610.915	36555.89	65224.113	33759.072	40468.396	46855.39	71082.966	23072.239	30919.393	44895.19	50774.617	47676.514	47163.81	39870.373	25330.716	36119.859	52382.961	26688.119	46501.265	21441.569	13840.115	24571.448	24242.737	37786.202	25594.624	55978.819	31935.591
hsa-let-7b	38632.764	27646.39	9517.231	30261.003	34092.85	29486.126	84704.834	40821.929	89926.491	11671.576	33541.553	26092.744	17665.453	178525.123	48325.305	48211.124	36238.174	20572.858	11112.337	8816.508	27178.259	35948.66	34537.567	8378.439	27237.647	5469.028	24226.36	18578.26	84654.699	16116.517	47153.111	11133.036	12186.456	43115.418	9644.525	45666.746	15614.064	16909.87	25576.176	67801.909	23023.456	10288.164	47445.846	37981.974	30846.869	57867.028	17608.321	35088.58	30217.483	18951.449	58934.434	115559.727	120091.515	32336.063	54465.568	71406.107	13108.878	31003.715	64374.072	24953.122	79749.521	38230.292	15470.203	15435.45	36887.13	18611.359	17043.239	8336.853	24211.296	20394.269	3207.1	13146.88	28354.571	51776.77	34055.958	44172.171	18908.943	46360.057	16855.015	65081.289	40572.491	57310.383	24895.4	33947.89	6932.387	15158.733	21163.962	60287.371	27066.074	103173.316	46661.518	51827.585	15975.579	24955.989	27037.144	19142.329	12021.726	26673.718	7425.565	6061.655	53569.798	62655.862	63553.037	46284.143	74048.694	41320.226	59890.831	39003.512	14715.867	11472.34	36938.711	40154.979	27729.443	33771.585	55083.336	45818.294	24240.173	27984.406	49532.015	47625.927	49703.824	66152.81	14011.13	62639.887	27544.523	42553.013	46461.695	35968.906	42646.906	47991.125	8713.532	48596.587	21960.926	48906.148	22039.289	32932.376	21915.206	105960.911	29833.816	31389.301	37724.465	37181.886	19805.151	30030.696	62590.614	12913.968	38049.953	37740.585	16642.842	12445.078	66596.63	40969.65	60550.456	57460.885	70752.531	126340.806	58161.669	51077.51	151048.253	48886.279	67065.602	125383.289	11095.214	40224.26	41052.922	63741.312	50743.304	57893.564	22822.879	32968.806	29519.447	112591.059	121632.049	49568.802	76127.845	19130.275	25942.039	48593.44	11815.109	25234.676	107895.742	26466.762	69976.651	46971.6	43065.632	29516.382	89416.193	36059.482	36923.99	41706.219	35948.382	12522.826	23970.24	26299.109	33607.722	34122.899	133045.735	81781.851	50415.181	8445.174	42269.188	26743.814	18953.033	14971.814	6569.95	33399.4	116679.335	135004.619	9038.015	39581.464	17725.394	31244.096	26709.205	24234.67	20280.68	24540.239	30876.051	13828.27	24418.077	28689.2	67888.038	20311.706	81906.87	11173.32	35840.192	92259.458	21740.571	48911.781	42910.786	28856.661	28086.617	14973.847	55019.636	9041.706	47378.076	35488.641	44027.289	17860.118	26641.186	8435.487	51271.156	29518.137	22455.282	7401.873	16001.834	17385.57	111148.232	7107.413	95078.79	11544.084	16138.234	22158.012	24504.736	12399.476	44000.966	41846.922	29532.647	11191.467	45950.581	40850.876	15439.364	54486.485	13217.76	8602.268	40823.408	22940.019	21503.259	45219.198	32382.034	59047.311	65151.44	53119.461	16685.213	67159.953	10090.549	34405.298	20832.143	54721.468	14376.349	23932.845	43810.092	54559.782	42899.941	51417.71	49417.866	5166.584	25952.04	49918.777	14101.822	31654.438	20599.764	10786.015	29596.548	27785.42	19245.349	7158.236	39794.958	12173.899
hsa-let-7c	14773.332	5292.32	1396.69	17322.513	13339.85	13888.449	17852.302	22491.083	7560.346	5157.252	10372.677	24179.012	366.965	7602.562	7710.685	18422.458	5314.12	3092.636	4014.01	4984.851	11469.409	18303.786	32988.975	2730.194	8023.745	2441.231	5901.147	11111.01	13956.675	10713.239	14126.118	3426.184	5493.179	17146.286	3227.308	14532.38	4971.252	9009.134	14055.954	16352.923	3100.705	9496.985	28173.161	9919.704	11183.45	5298.206	7838.555	5507.098	16675.548	6530.098	20912.562	25053.379	11773.75	7167.77	22251.51	5555.562	7289.689	11933.494	24939.125	2025.356	26357.387	8236.904	7320.274	7931.373	17457.111	11047.47	7343.803	2534.706	3934.091	4377.871	1156.203	11348.116	19185.136	19749.472	8121.798	9578.072	1036.356	11536.31	3245.94	19450.258	3556.883	35490.109	15077.715	9130.133	4981.835	5785.678	10867.019	10863.677	10102.109	39528.719	18491.434	22989.352	1638.657	12712.807	2697.283	9055.527	1732.832	7639.778	5970.141	6421.26	13423.14	8195.148	28243.165	11453.836	28946.247	12536.176	8210.735	12382.534	8239.925	4266.535	4424.284	12514.312	3786.597	22162.447	13200.75	15757.287	10423.2	9904.898	12454.516	6447.884	10835.918	11513.967	10265.888	18154.226	10922.191	13152.034	2766.636	3879.757	5925.9	11696.705	1569.692	11488.173	7785.334	10273.988	4473.467	8511.486	4191.244	11972.022	13596.947	20212.516	8001.474	13816.566	10400.665	7757.021	21641.351	7595.053	10033.632	9177.858	7762.268	5623.917	13705.38	13018.735	12297.997	15478.307	29670.726	20783.445	23916.417	15144.475	19514.314	12663.712	22351.626	13832.679	4527.072	6465.501	11142.132	12170.711	8671.948	15623.005	5166.265	9073.499	7456.408	23762.065	38971.441	27736.583	28684.861	2197.853	3740.318	16645.592	1468.518	8232.481	3893.3	9135.014	9046.001	5778.924	7683.389	8496.801	15710.537	13207.806	14315.076	22981.453	22838.525	9563.223	1544.993	9315.007	5370.887	7579.292	3106.158	9682.429	25280.834	5800.375	25331.796	15335.163	4055.708	7824.01	4976.015	8551.415	17254.672	668.412	3794.556	18985.125	6465.012	27316.027	6514.28	10332.315	10408.079	7647.152	10138.426	6142.485	12655.663	12638.786	14772.148	9168.321	9195.144	7480.273	22113.037	22993.525	4937.363	265.972	12766.935	5247.44	12053.827	12111.045	8994.674	1103.343	22123.263	11193.394	5816.794	7016.656	10271.712	1261.421	18316.451	10503.115	7220.203	2289.052	4683.031	18733.785	4586.719	5446.76	5146.11	9992.772	4887.61	7451.357	4702.188	2373.979	19672.75	28967.755	20481.359	9403.195	18985.233	18184.652	11780.205	9319.768	7961.07	3447.118	16828.998	16486.117	16638.71	11935.996	2437.441	8818.599	36201.659	29393.178	5023.932	13178.865	5964.054	14221.561	5264.409	24253.047	8733.727	2432.864	14758.654	21042.44	31833.988	26304.633	27726.096	7111.581	7188.129	2190.899	6133.54	17771.446	6615.5	1437.967	14780.02	9254.678	14494.239	2494.004	35226.087	5334.049
hsa-let-7d	2596.924	2029.966	2545.58	2018.286	2128.615	2066.072	2599.821	1935.478	2289.638	2268.148	2025.687	1896.134	1777.925	2080.287	2033.5	1704.879	1965.87	2733.306	2548.802	4606.346	2422.537	2061.978	1652.035	2692.622	2958.77	1623.391	2078.524	2863.054	1657.898	2487.374	1961.402	2613.96	3554.844	1858.19	2712.523	1496.644	2128.769	1561.523	1913.228	2217.872	2014.454	1967.05	1690.295	1627.662	2306.79	2139.292	2527.02	2833.14	2784.652	2728.824	2293.644	2336.283	2047.22	2367.441	2320.117	1726.31	2388.021	2449.756	3320.913	2153.14	2145.892	2040.567	3404.153	1999.167	2021.115	2161.111	1942.261	2745.626	2541.641	2326.311	2263.978	1959.759	1748.33	1593.51	1645.651	1920.31	1813.209	2641.485	2846.746	2549.977	2708.896	1564.017	1903.643	2197.114	3268.387	2292.938	2188.421	1687.619	1549.529	1621.177	2285.653	2215.896	1602.259	2156.615	2841.038	3521.504	1635.654	2106.462	2641.263	4069.587	2161.568	2739.501	3779.277	2796.204	1994.085	2685.246	2893.058	3011.968	2412.527	2441.738	2970.729	2835.76	3856.468	3505.022	2560.848	2582.401	2815.951	2078.923	1678.974	1663.707	1942.128	2246.919	3469.034	3160.503	2515.529	2532.36	4785.649	4153.329	2688.593	2527.841	2705.4	1458.021	2519.262	1866.919	2357.686	1732.675	2870.438	2502.206	2450.788	2094.045	1654.597	1762.585	1807.055	1629.413	1584.351	4130.567	2659.217	1758.762	3072.597	2638.774	1373.102	2126.545	3242.236	3010.757	1698.412	1857.797	2451.316	1777.649	2344.689	2381.218	2060.459	3160.249	2077.458	2328.853	1930.079	1901.505	1521.976	1849.882	2149.255	2120.735	2113.774	2160.323	2311.477	4066.261	2399.781	1966.773	1394.521	1515.023	3270.295	3615.984	1578.602	1372.148	2409.638	2104.208	1993.451	1330.179	2164.053	2332.134	2275.889	1344.135	2110.909	1883.383	1235.472	1254.534	3290.175	1787.39	2766.208	2295.316	1961.469	2112.49	1556.741	1367.991	1985.661	1616.411	3567.544	2587.597	1341.46	1529.355	2464.547	1702.681	1584.705	1787.073	1960.651	1980.997	3006.83	2725.65	1719.174	2268.113	2251.517	1704.679	1849.998	3251.07	2320.22	2163.026	1690.184	2238.476	1817.977	2523.517	1968.696	1711.413	1963.775	2088.215	2590.401	3271.983	2126.256	2155.79	2333.924	2675.499	3923.303	3042.535	1774.99	2304.671	1792.475	911	1311.888	2658.66	3027.834	3094.545	1911.26	2660.314	3473.011	2076.645	2843.99	1819.616	2136.952	2816.56	1894.728	1433.84	1927.299	2280.976	3463.855	1756.867	3701.089	2197.385	1355.138	2022.282	2107.72	1838.443	1967.854	2497.06	1784.103	2282.457	2507.002	1879.503	2638.686	2129.966	3281.989	2123.121	1809.587	2401.795	1928.141	2059.287	2079.828	1890.493	1601.443	3296.257	1709.743	2874.496	2502.059	1755.845	1255.439	1515.046	1420.557	2178.611	2024.935	3167.361	1802.776	2556.887
